Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
146,"new error messages, fixing display of error messages",0.6479522,* Less aggressive error messages,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
147,Actions: bump release to Horus,0.39622205,Other updates:,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
148,MainWindow: Get rid of single-use methods (#103),0.44856447,Show the correct window title in Multitasking View,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
149,Release 0.1.2,0.5366018,Other updates:,Currently translated at 97.8% (46 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
150,Daily Deploy to Flatpak (#169),0.36377424,Other updates:,Currently translated at 97.8% (46 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
151,history button insensitive + use pane-show/hide,0.7032552,"Add a ""Clear History"" button to the history dialog",Currently translated at 97.8% (46 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,1
152,MainWindow: Rewrite saved state (#130),0.3912847,Show the correct window title in Multitasking View,Currently translated at 95.7% (45 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
153,Fixed Icons (#211),0.6683488,Redesigned app icon,Currently translated at 95.7% (45 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
154,Lint src and test (#111),0.45414746,* Misc. core code improvements,Currently translated at 95.7% (45 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
155,CI: use the correct image for the flatpak action (#173),0.45983458,Flat titlebar,Currently translated at 95.7% (45 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
156,Remember entry contents for first window only (#166),0.60193825,Focus the main text entry on startup,Currently translated at 93.6% (44 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
157,Remove unused po files and update LINGUAS,0.44699687,* Updated translations,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/cs/,0
158,Release 1.5.2,0.5617526,Calculator 1.5.2 is out!,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/cs/,0
159,updated translation file,0.88420653,Updated translations,Currently translated at 85.1% (40 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,1
160,fixed bug: (x)-y = -y,0.4831688,Fix selection replace,Currently translated at 85.1% (40 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
161,Translated using Weblate (Suomi),0.65562975,Updated translations,Currently translated at 80.8% (38 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
162,AppData: Remove .desktop from app ID (#78),0.5214961,Redesigned app icon,Currently translated at 80.8% (38 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
163,Translated using Weblate (日本語),0.60631776,Updated translations,Currently translated at 80.8% (38 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
164,"LINGUAS: sort, remove en_US",0.39235336,* Improved translations,Currently translated at 78.7% (37 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
165,new scanner; allowing special characters such as square root,0.4766376,Fix inserting multi-byte characters,Currently translated at 78.7% (37 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
166,renaming calculus to pantheon-calculator,0.6243952,pantheon-calculator 0.1.3 is out!,Currently translated at 78.7% (37 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
167,buttons insensitive + use pane-show/hide,0.6357555,Animate Infobar when hiding and showing,Currently translated at 74.4% (35 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
168,Add desktop and appdata validation tests (#39),0.40108865,Update to elementary 6.1 runtime,Currently translated at 74.4% (35 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/cs/,0
169,Translated using Weblate (Русский),0.6415864,Updated translations,Currently translated at 64.2% (18 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/cs/,0
170,Translated using Weblate (Esperanto),0.5859839,* Improved translations,Currently translated at 64.2% (18 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/cs/,0
171,fixed some bugs and updated translation file,0.739925,Updated translations,Currently translated at 53.5% (15 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/cs/,1
172,Travis: Downgrade node to 10,0.3204462,Update for OS 7 and Gtk 4,Currently translated at 53.5% (15 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/cs/,0
173,Add keywords to desktop file (continued) (#89),0.31772763,Show the correct window title in Multitasking View,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/id/,0
174,Switch to Meson build system (#32),0.34796643,Update to elementary 6.1 runtime,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/id/,0
175,Translated using Weblate (Français),0.6183601,Updated translations,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/id/,0
176,Update screenshot filename in README.md (#235),0.34716845,Update to elementary 6.1 runtime,Currently translated at 78.7% (37 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ar/,0
177,update po files,0.5265094,Other updates:,Currently translated at 92.8% (26 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/zh_Hant/,0
178,Fix handling of negative decimal numbers with no leading digits (#154),0.9307281,Fix an issue with negative decimals without leading digits,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hant/,1
179,Merge branch 'origin/master' into Weblate,0.3209272,Updated translations,Currently translated at 95.7% (45 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hant/,0
180,Screenshot (#25),0.34685272,Animate Infobar when hiding and showing,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,0
181,Meson: remove positional arguments from i18n.merge_file (#214),0.35094664,Fix selection replace,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,0
182,Change naming from 'org.pantheon' (#42),0.3745852,pantheon-calculator 0.1.3 is out!,Currently translated at 60.7% (17 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
183,Release 0.1.3,0.5670366,pantheon-calculator 0.1.3 is out!,Currently translated at 60.7% (17 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
184,Translated using Weblate (Slovenian),0.56268656,* Improved translations,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pt/,0
185,Translated using Weblate (Punjabi),0.5866289,Updated translations,Currently translated at 78.5% (22 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/tr/,0
186,Actions: Update flatpak repo name and location (#178),0.39430135,Other updates:,  Release 1.7.2   Update meson.build   Update io.elementary.calculator.appdata.xml.in   Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
187,fixed HistoryDialog after GTK+ 3.14 update,0.5461911,Update for OS 7 and Gtk 4,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/tr/,0
188,Updated flatpak file (#116),0.47537053,Update for OS 7 and Gtk 4,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,0
189,Got rid of all the λ functions for adding text to the entry,0.3961861,* Improved translations,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/fr/,0
190,Fix multiple calculators being always displaying the same content as others,0.5348745,Calculator 0.1.5 is out!,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ca/,0
191,Fixed wrong desktop name,0.4500227,Fix missing icon for Ukrainian,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/he/,0
192,add other fields,0.41573083,New features:,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,0
193,Fix separator bugs (#56),0.49028987,Improved decimal separator localization,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,0
194,minor fix regarding the cursor position after using the history,0.5280118,"Add a ""Clear History"" button to the history dialog",Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/en_GB/,0
195,Translated using Weblate (Tagalog),0.5884532,Updated translations,Currently translated at 100.0% (28 of 28 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,0
196,fixing language definition. po files do not work.,0.4890563,Fix inserting multi-byte characters,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",0
197,CI: correct flatpak actions branch (#171),0.3881148,* Misc. core code improvements,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",0
198,Update appstream description,0.58230186,Redesigned app icon,,0
199,some little code beautifying,0.44597453,* Misc. core code improvements,  Update to elementary 6.1 runtime   Update release.yml   Update merge.yml   Update ci.yml   Update io.elementary.calculator.appdata.xml.in ,0
200,changed way of hiding and showing extended functionality buttons and fixed bug 1412811,0.5152576,Animate Infobar when hiding and showing,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/sk/,0
201,Add OARS data (#64),0.35812867,Add log and inverse trigonometric functions,,0
202,fixed out of range problem,0.42539677,Calculator 0.1.5 is out!,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pt/,0
203,Release 0.1.5,0.5598986,Calculator 1.5.1 is out!,No longer needed because of new settings portal Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
204,removed stringbuilder and use insert_at_cursor for button inputs,0.3699901,"Add a ""Clear History"" button to the history dialog",Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/de/,0
205,Flatpak: use elementary SDK (#167),0.5036842,Update to elementary 6.1 runtime,Currently translated at 70.3% (19 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/nn/,0
206,removed kind of redundant do-while-construction,0.35657433,* Misc. core code improvements,Currently translated at 65.9% (31 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/nn/,0
207,Translated using Weblate (Moldovan),0.6586274,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/zh_Hans/,0
208,Add extra translation catalog and update translation template,0.707337,Updated translations,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hans/,1
209,Use slimmer default decoration (#129),0.6395042,Use slim titlebar,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hans/,0
210,Release 1.6.0 (#158),0.516642,Calculator 1.5.1 is out!,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/zh_Hans/,0
211,Used switch/case instead of if statement to check for the pressed key,0.25936013,Showing advanced controls only affects the focused window,Currently translated at 59.2% (16 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
212,toggling UI enabled. various other improvements.,0.4819876,Animate Infobar when hiding and showing,  Release 1.7.1   Update io.elementary.calculator.appdata.xml.in   Update meson.build   Update io.elementary.calculator.appdata.xml.in   Co-authored-by: Cassidy James Blaede cassidy@elementary.io,0
213,Updated translation template,0.7836839,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,1
214,Translated using Weblate (French),0.5776849,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/en_GB/,0
215,Delete translatable constants from PantheonCalculator.vala,0.5072728,pantheon-calculator 0.1.3 is out!,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/fr/,0
216,Fixes occasional result of -0 (#26),0.5876406,Fix an issue with negative decimals without leading digits,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ca/,0
217,Update CMake modules and fix missing translations,0.6585396,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,0
218,Release 1.5.5 (#122),0.5501408,Calculator 1.5.1 is out!,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,0
219,Translated using Weblate (Italian),0.5720714,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,0
220,updated cmake macros,0.5045762,* Misc. core code improvements,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/he/,0
221,Add Silesian and update translation template,0.6898502,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/tr/,0
222,Delete .bzrignore,0.28614354,Fix selection replace,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",0
223,Merge branch 'origin/master' into Weblate.,0.37048393,Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",0
224,Release 0.1.1,0.507776,pantheon-calculator 0.1.3 is out!,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,0
225,Remember and restore window position.,0.56478256,Show the correct window title in Multitasking View,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,0
226,Release 0.1.0.1,0.5326963,pantheon-calculator 0.1.3 is out!,,0
227,minor fix,0.5829469,Fix selection replace,,0
228,Update extra translation template,0.7404746,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/tr/,1
229,merging core functionality into Parser.vala,0.34866226,* Misc. core code improvements,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ca/,0
230,CI: use a stable release of flatpak action (#150),0.380282,calculator 1.5.3 is out! ,Currently translated at 96.2% (26 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,0
231,added GSettings support (saving the current state of the calculator),0.5344122,Calculator 0.1.4 is out!,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/he/,0
232,Translated using Weblate (Turkish),0.60184884,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/fr/,0
233,Translated using Weblate (Kannada),0.64164555,Updated translations,Currently translated at 100.0% (27 of 27 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,0
234,Translated using Weblate (Silesian),0.62554187,Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",0
235,Add Gettext Updates to Actions,0.46251443,Other updates:,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",0
236,Update URLs (#14),0.5135818,Other updates:,Currently translated at 100.0% (25 of 25 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ja/,0
237,Translated using Weblate (Português),0.5918524,Updated translations,,0
238,"Hardcode elementary styles, set empty title label (#238)",0.5805479,Flat titlebar,  Added New Window Prompt   Removed Extra Arguments   Updated appdata xml to include UX change info.   Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
239,fix appdata file name (missing .in suffix) (#33),0.36221963,Fix missing icon for Ukrainian,Currently translated at 100.0% (25 of 25 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,0
240,Translated using Weblate (Hindi),0.6329449,Updated translations,Currently translated at 96.0% (24 of 25 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,0
241,Using a custom Button class that takes care of the size request and using Gtk.Revealer to reveal the advanced panel.,0.46998757,Use slim titlebar,Currently translated at 100.0% (25 of 25 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/uk/,0
242,actions/checkout@v3 (#239),0.46977264,* Less aggressive error messages,Currently translated at 100.0% (25 of 25 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/he/,0
243,Added pt_BR to LINGUAS in extra folder (#85),0.50685877,* Updated translations,Currently translated at 100.0% (25 of 25 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/tr/,0
244,Create .github/dependabot.yml,0.24419942,Animate Infobar when hiding and showing,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",0
245,extended-shown unbound from button_extended.active (#192),0.39357555,Showing advanced controls only affects the focused window,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",0
246,Translate the application name.,0.5879267,* Improved translations,,0
247,merged branch.,0.2875607,Add log and inverse trigonometric functions,,0
248,removed using gtk because it's not needed,0.54170287,Update for OS 7 and Gtk 4,Currently translated at 100.0% (22 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,0
249,Insert valid version and temporary date for future release (#121),0.4527783,Update for OS 7 and Gtk 4,Currently translated at 100.0% (22 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,0
250,Use add () for normal button without image-button class (#128),0.39598918,"Add a ""Clear History"" button to the history dialog",Currently translated at 100.0% (22 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,0
251,Add Travis CI (#15),0.41127312,Add log and inverse trigonometric functions,Currently translated at 100.0% (22 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/pl/,0
252,Translated using Weblate (English (United Kingdom)),0.6523188,Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/",0
253,Translated using Weblate (Sanskrit),0.6101488,Updated translations,"Updated by ""Update PO files to match POT (msgmerge)"" hook in Weblate. Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/",0
254,CI: simplify flatpak dep install (#146),0.37223747,* Misc. core code improvements,,0
255,don't use in for appdata.xml,0.35508916,Redesigned app icon,,0
256,Bump bilelmoussaoui/flatpak-github-actions from 4 to 5 (#249),0.36920327,Other updates:,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pl/,0
257,added Cem to AUTHORS file,0.3661444,* Misc. core code improvements,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pl/,0
258,Release 1.6.1 (#181),0.54961324,Calculator 1.5.1 is out!,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pl/,0
259,Add Lint to CI (#113),0.39063326,* Misc. core code improvements,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/pl/,0
260,optimized code for drawing basic buttons in MainWindow,0.49230283,Showing advanced controls only affects the focused window,,0
261,Translated using Weblate (Polish),0.61375546,Updated translations,Currently translated at 68.1% (15 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
262,Include .desktop file in the translation catalog,0.57066345,Updated translations,Currently translated at 100.0% (22 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ro/,0
263,Fixed compilation issues,0.50544345,* Misc. core code improvements,Currently translated at 59.0% (13 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
264,Release 1.5.4 (#119),0.5297787,pantheon-calculator 0.1.3 is out!,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/hu/,0
265,Translated using Weblate (Deutsch),0.6289404,Updated translations,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/hu/,0
266,Translate url (#21),0.5708976,Updated translations,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/hu/,0
267,save state with a settings bind,0.48682374,More efficient state saving,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/ro/,0
268,Set same height for all rows (#62),0.35409963,Use slim titlebar,Currently translated at 100.0% (22 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/ru/,0
269,Update CMAKE modules,0.53266335,Other updates:,Currently translated at 100.0% (22 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/es/,0
270,Fix for selection and replace (#102),0.8742451,Fix selection replace,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/es/,1
271,Rename Calculus to PantheonCalculator,0.6038366,pantheon-calculator 0.1.3 is out!,Currently translated at 54.5% (12 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
272,Changed HeaderBar Style to Granite.STYLE_CLASS_FLAT (#213),0.60950124,Flat titlebar,Currently translated at 54.5% (12 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
273,AppData: Add 1.5.3 release data,0.45189476,Calculator 1.5.2 is out!,Currently translated at 31.8% (7 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
274,Translated using Weblate (한국어),0.5866976,Updated translations,Currently translated at 31.8% (7 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
275,Renamed confusing variable names:,0.3961215,* Improved translations,Currently translated at 22.7% (5 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/hu/,0
276,Translated using Weblate (Chinese (Traditional)),0.54518795,Updated translations,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/hu/,0
277,Release 1.7.1 (#208),0.56750846,Update for OS 7 and Gtk 4,Currently translated at 78.7% (37 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/hu/,0
278,Delete FUNDING.yml (#112),0.31191903,Calculator 0.1.4 is out!,,0
279,Copyright header & code style (#58),0.4974812,Flat titlebar,Currently translated at 100.0% (22 of 22 strings) Translation: Calculator/Calculator (Extra) Translate-URL: https://l10n.elementary.io/projects/calculator/extra/sk/,0
280,HistoryDialog: rewrite in GObject-style (#161),0.65871155,More informative copy in history dialog,Currently translated at 100.0% (47 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/sk/,0
281,Allow dot character for decimal even for countries that use a comma (lp:1469757),0.5800418,Improved decimal separator localization,  extended-shown unbound from button_extended.active   bind button with propper settings   added missing namespace of SettingsBIndFlags   Add namespace to SettingsBindFlags.GET_NO_CHANGES   Co-authored-by: Jeremy Wootten jeremy@elementaryos.org,0
282,Update README.md,0.56780744,Other updates:,Currently translated at 65.9% (31 of 47 strings) Translation: Calculator/Calculator Translate-URL: https://l10n.elementary.io/projects/calculator/calculator/sk/,0
