Index,Message,Description,Message Abstract,Description Abstract
1,chore(deps): update nest monorepo to v10.0.1,,chore(deps): update nest monorepo to v10.0.1,
2,chore(deps): update dependency eslint to v8.43.0,,chore(deps): update dependency eslint to v8.43.0,
3,chore(deps): update dependency @apollo/server to v4.7.4 [security],,chore(deps): update dependency @apollo/server to v4.7.4 [security],
4,v12.0.1,,v12.0.1,
5,chore: bump peer deps,,chore: bump peer deps,
6,v12.0.1,,v12.0.1,
7,Merge pull request #2871 from nestjs/renovate/nestjs-mapped-types-2.x,fix(deps): update dependency @nestjs/mapped-types to v2,Merge pull request #2871 from nestjs/renovate/nestjs-mapped-types-2.x,fix(deps): update dependency @nestjs/mapped-types to v2
8,Merge pull request #2872 from nestjs/renovate/lerna-monorepo,chore(deps): update dependency lerna to v7.0.2,Merge pull request #2872 from nestjs/renovate/lerna-monorepo,chore(deps): update dependency lerna to v7.0.2
9,fix(deps): update dependency @nestjs/mapped-types to v2,,fix(deps): update dependency @nestjs/mapped-types to v2,
10,chore(deps): update dependency lerna to v7.0.2,,chore(deps): update dependency lerna to v7.0.2,
11,v12.0.0,,v12.0.0,
12,ci: revert node version,,ci: revert node version,
13,ci: update config.yml,,ci: update config.yml,
14,chore: support v10,,chore: support v10,
15,Merge pull request #2866 from nestjs/renovate/mercuriusjs-federation-2.x,chore(deps): update dependency @mercuriusjs/federation to v2,Merge pull request #2866 from nestjs/renovate/mercuriusjs-federation-2.x,chore(deps): update dependency @mercuriusjs/federation to v2
16,Merge pull request #2867 from nestjs/renovate/ts-morph-19.x,chore(deps): update dependency ts-morph to v19,Merge pull request #2867 from nestjs/renovate/ts-morph-19.x,chore(deps): update dependency ts-morph to v19
17,Merge pull request #2869 from nestjs/renovate/lerna-monorepo,chore(deps): update dependency lerna to v7.0.1,Merge pull request #2869 from nestjs/renovate/lerna-monorepo,chore(deps): update dependency lerna to v7.0.1
18,Merge pull request #2868 from nestjs/renovate/major-nest-monorepo,chore(deps): update nest monorepo to v10 (major),Merge pull request #2868 from nestjs/renovate/major-nest-monorepo,chore(deps): update nest monorepo to v10 (major)
19,chore(deps): update nest monorepo to v10,,chore(deps): update nest monorepo to v10,
20,chore(deps): update dependency ts-morph to v19,,chore(deps): update dependency ts-morph to v19,
21,chore(deps): update dependency lerna to v7.0.1,,chore(deps): update dependency lerna to v7.0.1,
22,Merge pull request #2863 from nestjs/12.0.0,chore: laying the grounds for v12.0.0,Merge pull request #2863 from nestjs/12.0.0,chore: laying the grounds for v12.0.0
23,chore(deps): update dependency @mercuriusjs/federation to v2,,chore(deps): update dependency @mercuriusjs/federation to v2,
24,chore: regenerate lock file,,chore: regenerate lock file,
25,chore: upgrade deps,,chore: upgrade deps,
26,Merge pull request #2854 from nestjs/feat/readonly-visitors,feat(plugin): introduce readonly visitors,Merge pull request #2854 from nestjs/feat/readonly-visitors,feat(plugin): introduce readonly visitors
27,Merge pull request #2838 from nestjs/chore/drop-support-for-old-typescript,chore: drop support for typescript < 4.8,Merge pull request #2838 from nestjs/chore/drop-support-for-old-typescript,chore: drop support for typescript < 4.8
28,Merge pull request #2862 from nestjs/renovate/typescript-eslint-monorepo,chore(deps): update typescript-eslint monorepo to v5.59.11,Merge pull request #2862 from nestjs/renovate/typescript-eslint-monorepo,chore(deps): update typescript-eslint monorepo to v5.59.11
29,chore(deps): update typescript-eslint monorepo to v5.59.11,,chore(deps): update typescript-eslint monorepo to v5.59.11,
30,chore: laying the grounds for v12.0.0,,chore: laying the grounds for v12.0.0,
31,Merge pull request #2797 from nestjs/renovate/mercurius-13.x,chore(deps): update dependency mercurius to v13,Merge pull request #2797 from nestjs/renovate/mercurius-13.x,chore(deps): update dependency mercurius to v13
32,chore(deps): update dependency mercurius to v13,,chore(deps): update dependency mercurius to v13,
33,Merge pull request #2860 from nestjs/renovate/node-18.x,chore(deps): update dependency @types/node to v18.16.18,Merge pull request #2860 from nestjs/renovate/node-18.x,chore(deps): update dependency @types/node to v18.16.18
34,Merge pull request #2861 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v9.4.3,Merge pull request #2861 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v9.4.3
35,chore(deps): update nest monorepo to v9.4.3,,chore(deps): update nest monorepo to v9.4.3,
36,chore(deps): update dependency @types/node to v18.16.18,,chore(deps): update dependency @types/node to v18.16.18,
37,Merge pull request #2855 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update dependency @graphql-tools/utils to v10.0.1,Merge pull request #2855 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update dependency @graphql-tools/utils to v10.0.1
38,Merge pull request #2850 from nestjs/renovate/tslib-2.x,fix(deps): update dependency tslib to v2.5.3,Merge pull request #2850 from nestjs/renovate/tslib-2.x,fix(deps): update dependency tslib to v2.5.3
39,Merge pull request #2859 from nestjs/renovate/fastify-4.x,chore(deps): update dependency fastify to v4.18.0,Merge pull request #2859 from nestjs/renovate/fastify-4.x,chore(deps): update dependency fastify to v4.18.0
40,chore(deps): update dependency fastify to v4.18.0,,chore(deps): update dependency fastify to v4.18.0,
41,chore(deps): update dependency @types/ws to v8.5.5,,chore(deps): update dependency @types/ws to v8.5.5,
42,fix(deps): update dependency @graphql-tools/utils to v10.0.1,,fix(deps): update dependency @graphql-tools/utils to v10.0.1,
43,feat(plugin): introduce readonly visitors,,feat(plugin): introduce readonly visitors,
44,chore(deps): update dependency release-it to v15.11.0,,chore(deps): update dependency release-it to v15.11.0,
45,chore(deps): update typescript-eslint monorepo to v5.59.9,,chore(deps): update typescript-eslint monorepo to v5.59.9,
46,chore(deps): update dependency eslint to v8.42.0,,chore(deps): update dependency eslint to v8.42.0,
47,fix(deps): update dependency tslib to v2.5.3,,fix(deps): update dependency tslib to v2.5.3,
48,chore(deps): update dependency release-it to v15.10.5,,chore(deps): update dependency release-it to v15.10.5,
49,chore(deps): update dependency @types/jest to v29.5.2,,chore(deps): update dependency @types/jest to v29.5.2,
50,chore(deps): update commitlint monorepo to v17.6.5,,chore(deps): update commitlint monorepo to v17.6.5,
51,chore(deps): update typescript-eslint monorepo to v5.59.8,,chore(deps): update typescript-eslint monorepo to v5.59.8,
52,chore(deps): update dependency @types/node to v18.16.16,,chore(deps): update dependency @types/node to v18.16.16,
53,chore(deps): update dependency @types/node to v18.16.15,,chore(deps): update dependency @types/node to v18.16.15,
54,v11.0.6,,v11.0.6,
55,Merge pull request #2779 from nestjs/renovate/cimg-node-20.x,chore(deps): update node.js to v20,Merge pull request #2779 from nestjs/renovate/cimg-node-20.x,chore(deps): update node.js to v20
56,Merge pull request #2820 from nestjs/renovate/as-integrations-fastify-2.x,chore(deps): update dependency @as-integrations/fastify to v2,Merge pull request #2820 from nestjs/renovate/as-integrations-fastify-2.x,chore(deps): update dependency @as-integrations/fastify to v2
57,Merge pull request #2835 from nestjs/renovate/major-graphql-tools-monorepo,fix(deps): update graphql-tools monorepo (major),Merge pull request #2835 from nestjs/renovate/major-graphql-tools-monorepo,fix(deps): update graphql-tools monorepo (major)
58,chore(deps): update dependency @as-integrations/fastify to v2,,chore(deps): update dependency @as-integrations/fastify to v2,
59,chore(deps): update nest monorepo to v9.4.2,,chore(deps): update nest monorepo to v9.4.2,
60,chore(deps): update typescript-eslint monorepo to v5.59.7,,chore(deps): update typescript-eslint monorepo to v5.59.7,
61,chore: drop support for typescript < 4.8,,chore: drop support for typescript < 4.8,
62,chore(deps): update dependency @types/node to v18.16.14,,chore(deps): update dependency @types/node to v18.16.14,
63,chore(deps): update dependency eslint to v8.41.0,,chore(deps): update dependency eslint to v8.41.0,
64,fix(deps): update graphql-tools monorepo,,fix(deps): update graphql-tools monorepo,
65,Merge pull request #2819 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update dependency @graphql-tools/merge to v8.4.2,Merge pull request #2819 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update dependency @graphql-tools/merge to v8.4.2
66,Merge pull request #2831 from nestjs/dependabot/npm_and_yarn/vm2-3.9.19,chore(deps): bump vm2 from 3.9.17 to 3.9.19,Merge pull request #2831 from nestjs/dependabot/npm_and_yarn/vm2-3.9.19,chore(deps): bump vm2 from 3.9.17 to 3.9.19
67,Merge pull request #2822 from nestjs/renovate/graphql-ws-5.x,fix(deps): update dependency graphql-ws to v5.13.1,Merge pull request #2822 from nestjs/renovate/graphql-ws-5.x,fix(deps): update dependency graphql-ws to v5.13.1
68,Merge pull request #2833 from nestjs/renovate/tslib-2.x,fix(deps): update dependency tslib to v2.5.2,Merge pull request #2833 from nestjs/renovate/tslib-2.x,fix(deps): update dependency tslib to v2.5.2
69,fix(deps): update dependency tslib to v2.5.2,,fix(deps): update dependency tslib to v2.5.2,
70,chore(deps): update dependency @types/node to v18.16.13,,chore(deps): update dependency @types/node to v18.16.13,
71,chore(deps): update dependency rimraf to v5.0.1,,chore(deps): update dependency rimraf to v5.0.1,
72,chore(deps): bump vm2 from 3.9.17 to 3.9.19,Bumps vm2 from 3.9.17 to 3.9.19. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump vm2 from 3.9.17 to 3.9.19,Bumps vm2 from 3.9.17 to 3.9.19. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
73,chore(deps): update dependency @types/node to v18.16.12,,chore(deps): update dependency @types/node to v18.16.12,
74,chore(deps): update node.js to v20,,chore(deps): update node.js to v20,
75,chore(deps): update nest monorepo to v9.4.1,,chore(deps): update nest monorepo to v9.4.1,
76,chore(deps): update dependency @types/node to v18.16.10,,chore(deps): update dependency @types/node to v18.16.10,
77,chore(deps): update typescript-eslint monorepo to v5.59.6,,chore(deps): update typescript-eslint monorepo to v5.59.6,
78,fix(deps): update dependency graphql-ws to v5.13.1,,fix(deps): update dependency graphql-ws to v5.13.1,
79,Merge pull request #2809 from HeroJourneyClub/master,[#2800] Fix graphql schema generation with plugin introspectComments enabled,Merge pull request #2809 from HeroJourneyClub/master,[#2800] Fix graphql schema generation with plugin introspectComments enabled
80,Merge pull request #2793 from jensbodal/chore/apollo-subgraph,chore(deps): set @apollo/subgraph as optional,Merge pull request #2793 from jensbodal/chore/apollo-subgraph,chore(deps): set @apollo/subgraph as optional
81,chore(deps): update dependency @types/node to v18.16.9,,chore(deps): update dependency @types/node to v18.16.9,
82,chore(deps): update dependency @types/node to v18.16.8,,chore(deps): update dependency @types/node to v18.16.8,
83,fix(deps): update dependency @graphql-tools/merge to v8.4.2,,fix(deps): update dependency @graphql-tools/merge to v8.4.2,
84,chore(deps): update dependency @types/node to v18.16.7,,chore(deps): update dependency @types/node to v18.16.7,
85,chore(deps): update dependency @types/node to v18.16.6,,chore(deps): update dependency @types/node to v18.16.6,
86,chore(deps): update typescript-eslint monorepo to v5.59.5,,chore(deps): update typescript-eslint monorepo to v5.59.5,
87,chore(deps): update dependency @types/node to v18.16.5,,chore(deps): update dependency @types/node to v18.16.5,
88,chore(deps): update dependency eslint to v8.40.0,,chore(deps): update dependency eslint to v8.40.0,
89,chore(deps): update dependency @types/node to v18.16.4,,chore(deps): update dependency @types/node to v18.16.4,
90,chore(deps): update dependency lerna to v6.6.2,,chore(deps): update dependency lerna to v6.6.2,
91,chore(deps): update commitlint monorepo to v17.6.3,,chore(deps): update commitlint monorepo to v17.6.3,
92,[#2800] Fix graphql schema generation with plugin introspectComments enabled,,[#2800] Fix graphql schema generation with plugin introspectComments enabled,
93,chore(deps): update dependency mercurius-integration-testing to v8.1.1,,chore(deps): update dependency mercurius-integration-testing to v8.1.1,
94,chore(deps): update dependency release-it to v15.10.3,,chore(deps): update dependency release-it to v15.10.3,
95,chore(deps): update dependency mercurius-integration-testing to v8.1.0,,chore(deps): update dependency mercurius-integration-testing to v8.1.0,
96,chore(deps): update typescript-eslint monorepo to v5.59.2,,chore(deps): update typescript-eslint monorepo to v5.59.2,
97,chore(deps): update dependency release-it to v15.10.2,,chore(deps): update dependency release-it to v15.10.2,
98,chore(deps): update dependency @types/node to v18.16.3,,chore(deps): update dependency @types/node to v18.16.3,
99,chore(deps): update dependency @mercuriusjs/federation to v2,,chore(deps): update dependency @mercuriusjs/federation to v2,
100,chore(deps): update dependency @types/node to v18.16.2,,chore(deps): update dependency @types/node to v18.16.2,
101,chore(deps): update dependency fastify to v4.17.0,,chore(deps): update dependency fastify to v4.17.0,
102,chore(deps): update dependency rxjs to v7.8.1,,chore(deps): update dependency rxjs to v7.8.1,
103,chore(deps): set @apollo/subgraph as optional,Set @apollo/subgraph as an optional peer dependency in @nestjs/apollo @apollo/subgraph should only be needed if using Apollo Federation/Apollo Gateway.,chore(deps): set @apollo/subgraph as optional,Set @apollo/subgraph as an optional peer dependency in @nestjs/apollo @apollo/subgraph should only be needed if using Apollo Federation/Apollo Gateway.
104,chore(deps): update dependency lint-staged to v13.2.2,,chore(deps): update dependency lint-staged to v13.2.2,
105,chore(deps): update dependency fastify to v4.16.3,,chore(deps): update dependency fastify to v4.16.3,
106,chore(deps): update dependency @types/node to v18.16.1,,chore(deps): update dependency @types/node to v18.16.1,
107,chore(deps): update typescript-eslint monorepo to v5.59.1,,chore(deps): update typescript-eslint monorepo to v5.59.1,
108,test: temporarily skip mercurius gateway e2e tests (flaky),,test: temporarily skip mercurius gateway e2e tests (flaky),
109,test: temporarily skip mercurius gateway e2e tests (flaky),,test: temporarily skip mercurius gateway e2e tests (flaky),
110,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
111,test: update serialized graph snapshot,,test: update serialized graph snapshot,
112,Merge pull request #2716 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v9.4.0,Merge pull request #2716 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v9.4.0
113,chore(deps): update nest monorepo to v9.4.0,,chore(deps): update nest monorepo to v9.4.0,
114,Merge pull request #2727 from nestjs/dependabot/npm_and_yarn/undici-5.21.0,chore(deps): bump undici from 5.18.0 to 5.21.0,Merge pull request #2727 from nestjs/dependabot/npm_and_yarn/undici-5.21.0,chore(deps): bump undici from 5.18.0 to 5.21.0
115,Merge pull request #2773 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo,Merge pull request #2773 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo
116,test: bump reverse lookup gateway e2e test timeout,,test: bump reverse lookup gateway e2e test timeout,
117,Merge pull request #2782 from nestjs/dependabot/npm_and_yarn/vm2-3.9.17,chore(deps): bump vm2 from 3.9.15 to 3.9.17,Merge pull request #2782 from nestjs/dependabot/npm_and_yarn/vm2-3.9.17,chore(deps): bump vm2 from 3.9.15 to 3.9.17
118,Merge pull request #2788 from boundstate/fix-plugin-win-paths,fix(plugin): don't prefix absolute win paths,Merge pull request #2788 from boundstate/fix-plugin-win-paths,fix(plugin): don't prefix absolute win paths
119,fix(plugin): don't prefix absolute win paths,,fix(plugin): don't prefix absolute win paths,
120,chore(deps): update dependency prettier to v2.8.8,,chore(deps): update dependency prettier to v2.8.8,
121,chore(deps): update dependency @types/node to v18.16.0,,chore(deps): update dependency @types/node to v18.16.0,
122,fix(deps): update graphql-tools monorepo,,fix(deps): update graphql-tools monorepo,
123,chore(deps): update dependency eslint to v8.39.0,,chore(deps): update dependency eslint to v8.39.0,
124,chore(deps): update dependency @types/node to v18.15.13,,chore(deps): update dependency @types/node to v18.15.13,
125,chore(deps): bump vm2 from 3.9.15 to 3.9.17,Bumps vm2 from 3.9.15 to 3.9.17. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump vm2 from 3.9.15 to 3.9.17,Bumps vm2 from 3.9.15 to 3.9.17. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
126,chore(deps): update dependency @types/node to v18.15.12,,chore(deps): update dependency @types/node to v18.15.12,
127,chore(deps): update dependency @types/jest to v29.5.1,,chore(deps): update dependency @types/jest to v29.5.1,
128,chore(deps): update commitlint monorepo to v17.6.1,,chore(deps): update commitlint monorepo to v17.6.1,
129,chore(deps): update typescript-eslint monorepo to v5.59.0,,chore(deps): update typescript-eslint monorepo to v5.59.0,
130,v11.0.5,,v11.0.5,
131,Merge pull request #2766 from nestjs/dependabot/npm_and_yarn/vm2-3.9.15,chore(deps): bump vm2 from 3.9.14 to 3.9.15,Merge pull request #2766 from nestjs/dependabot/npm_and_yarn/vm2-3.9.15,chore(deps): bump vm2 from 3.9.14 to 3.9.15
132,Merge pull request #2748 from JCQuintas/master,feat(graphql): Allow ObjectType to inherit description,Merge pull request #2748 from JCQuintas/master,feat(graphql): Allow ObjectType to inherit description
133,chore(deps): update typescript-eslint monorepo to v5.58.0,,chore(deps): update typescript-eslint monorepo to v5.58.0,
134,chore(deps): update dependency rimraf to v5,,chore(deps): update dependency rimraf to v5,
135,chore(deps): update dependency eslint to v8.38.0,,chore(deps): update dependency eslint to v8.38.0,
136,chore(deps): bump vm2 from 3.9.14 to 3.9.15,Bumps vm2 from 3.9.14 to 3.9.15. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump vm2 from 3.9.14 to 3.9.15,Bumps vm2 from 3.9.14 to 3.9.15. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: vm2   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
137,chore(deps): update dependency lint-staged to v13.2.1,,chore(deps): update dependency lint-staged to v13.2.1,
138,Merge pull request #2756 from nestjs/renovate/graphql-ws-5.x,fix(deps): update dependency graphql-ws to v5.12.1,Merge pull request #2756 from nestjs/renovate/graphql-ws-5.x,fix(deps): update dependency graphql-ws to v5.12.1
139,Merge pull request #2755 from nestjs/renovate/ts-morph-18.x,chore(deps): update dependency ts-morph to v18,Merge pull request #2755 from nestjs/renovate/ts-morph-18.x,chore(deps): update dependency ts-morph to v18
140,chore(deps): update dependency ts-morph to v18,,chore(deps): update dependency ts-morph to v18,
141,chore(deps): bump undici from 5.18.0 to 5.21.0,Bumps undici from 5.18.0 to 5.21.0. - Release notes - Commits  updated-dependencies: - dependency-name: undici   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,chore(deps): bump undici from 5.18.0 to 5.21.0,Bumps undici from 5.18.0 to 5.21.0. - Release notes - Commits updated-dependencies: - dependency-name: undici   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com
142,fix(deps): update dependency graphql-ws to v5.12.1,,fix(deps): update dependency graphql-ws to v5.12.1,
143,Merge pull request #2757 from nestjs/renovate/cimg-node-16.x,chore(deps): update node.js to v16.20,Merge pull request #2757 from nestjs/renovate/cimg-node-16.x,chore(deps): update node.js to v16.20
144,Merge branch 'master' of https://github.com/nestjs/graphql,,Merge branch 'master' of link,
145,test: remove redundant tests,,test: remove redundant tests,
146,chore(deps): update typescript-eslint monorepo to v5.57.1,,chore(deps): update typescript-eslint monorepo to v5.57.1,
147,chore(deps): update dependency release-it to v15.10.1,,chore(deps): update dependency release-it to v15.10.1,
148,chore(deps): update dependency ts-jest to v29.1.0,,chore(deps): update dependency ts-jest to v29.1.0,
149,chore(deps): update dependency release-it to v15.10.0,,chore(deps): update dependency release-it to v15.10.0,
150,chore(deps): update node.js to v16.20,,chore(deps): update node.js to v16.20,
151,chore(deps): update dependency eslint to v8.37.0,,chore(deps): update dependency eslint to v8.37.0,
152,chore(deps): update dependency @types/node to v18.15.11,,chore(deps): update dependency @types/node to v18.15.11,
153,chore(deps): update dependency @commitlint/cli to v17.5.1,,chore(deps): update dependency @commitlint/cli to v17.5.1,
154,chore(deps): update typescript-eslint monorepo to v5.57.0,,chore(deps): update typescript-eslint monorepo to v5.57.0,
155,feat(graphql): Allow ObjectType to inherit description,,feat(graphql): Allow ObjectType to inherit description,
156,chore(deps): update dependency @types/node to v18.15.10,,chore(deps): update dependency @types/node to v18.15.10,
157,chore(deps): update dependency @types/node to v18.15.9,,chore(deps): update dependency @types/node to v18.15.9,
158,chore(deps): update dependency lerna to v6.6.1,,chore(deps): update dependency lerna to v6.6.1,
159,chore(deps): update dependency @types/node to v18.15.8,,chore(deps): update dependency @types/node to v18.15.8,
160,chore(deps): update dependency release-it to v15.9.3,,chore(deps): update dependency release-it to v15.9.3,
161,chore(deps): update dependency @types/node to v18.15.7,,chore(deps): update dependency @types/node to v18.15.7,
162,chore(deps): update dependency prettier to v2.8.7,,chore(deps): update dependency prettier to v2.8.7,
163,chore(deps): update dependency rimraf to v4.4.1,,chore(deps): update dependency rimraf to v4.4.1,
164,chore(deps): update dependency @types/node to v18.15.6,,chore(deps): update dependency @types/node to v18.15.6,
165,chore(deps): update dependency @commitlint/cli to v17.5.0,,chore(deps): update dependency @commitlint/cli to v17.5.0,
166,chore(deps): update dependency release-it to v15.9.1,,chore(deps): update dependency release-it to v15.9.1,
167,chore(deps): update dependency prettier to v2.8.6,,chore(deps): update dependency prettier to v2.8.6,
168,chore(deps): update dependency fastify to v4.15.0,,chore(deps): update dependency fastify to v4.15.0,
169,chore(deps): update dependency @types/node to v18.15.5,,chore(deps): update dependency @types/node to v18.15.5,
170,chore(deps): update dependency eslint-config-prettier to v8.8.0,,chore(deps): update dependency eslint-config-prettier to v8.8.0,
171,chore(deps): update typescript-eslint monorepo to v5.56.0,,chore(deps): update typescript-eslint monorepo to v5.56.0,
172,v11.0.4,,v11.0.4,
173,fix(apollo): custom error foramtter should take original and formatted error,,fix(apollo): custom error foramtter should take original and formatted error,
174,Merge pull request #2724 from roypeled/master,fix: metadata storage refactor caused a bug in field resolver,Merge pull request #2724 from roypeled/master,fix: metadata storage refactor caused a bug in field resolver
175,Merge pull request #2725 from nestjs/renovate/prettier-2.x,chore(deps): update dependency prettier to v2.8.5,Merge pull request #2725 from nestjs/renovate/prettier-2.x,chore(deps): update dependency prettier to v2.8.5
176,chore(deps): update dependency prettier to v2.8.5,,chore(deps): update dependency prettier to v2.8.5,
177,fix: metadata storage refactor caused a bug in field resolver,When creating a field resolver with an input we reached a bad edge case where the fields array was fetched via reference instead of an immutable array. This caused artifacts appearing in the array and bad metadata appeared when trying to parse the schema. Returning a new array from the metadata instead of the reference for the existing array solves this issue,fix: metadata storage refactor caused a bug in field resolver,When creating a field resolver with an input we reached a bad edge case where the fields array was fetched via reference instead of an immutable array. This caused artifacts appearing in the array and bad metadata appeared when trying to parse the schema. Returning a new array from the metadata instead of the reference for the existing array solves this issue
178,chore(deps): update dependency @types/jest to v29.5.0,,chore(deps): update dependency @types/jest to v29.5.0,
179,chore(deps): update dependency release-it to v15.9.0,,chore(deps): update dependency release-it to v15.9.0,
180,Merge pull request #2717 from nestjs/renovate/jest-monorepo,chore(deps): update dependency @types/jest to v29.4.4,Merge pull request #2717 from nestjs/renovate/jest-monorepo,chore(deps): update dependency @types/jest to v29.4.4
181,Merge pull request #2706 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.13.0,Merge pull request #2706 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.13.0
182,chore(deps): update dependency @types/jest to v29.4.4,,chore(deps): update dependency @types/jest to v29.4.4,
183,chore(deps): update dependency @mercuriusjs/federation to v1.0.1,,chore(deps): update dependency @mercuriusjs/federation to v1.0.1,
184,chore(deps): update dependency @types/jest to v29.4.2,,chore(deps): update dependency @types/jest to v29.4.2,
185,chore(deps): update dependency @types/node to v18.15.3,,chore(deps): update dependency @types/node to v18.15.3,
186,chore(deps): update dependency @types/jest to v29.4.1,,chore(deps): update dependency @types/jest to v29.4.1,
187,chore(deps): update typescript-eslint monorepo to v5.55.0,,chore(deps): update typescript-eslint monorepo to v5.55.0,
188,chore(deps): update dependency @types/node to v18.15.2,,chore(deps): update dependency @types/node to v18.15.2,
189,chore(deps): update dependency @types/node to v18.15.1,,chore(deps): update dependency @types/node to v18.15.1,
190,chore(deps): update dependency eslint to v8.36.0,,chore(deps): update dependency eslint to v8.36.0,
191,fix(deps): update dependency ws to v8.13.0,,fix(deps): update dependency ws to v8.13.0,
192,v11.0.3,,v11.0.3,
193,Merge pull request #2705 from dariuszkuc/peer_deps,chore: update peer deps to @nestjs/graphql v11,Merge pull request #2705 from dariuszkuc/peer_deps,chore: update peer deps to @nestjs/graphql v11
194,chore: update peer deps to @nestjs/graphql v11,Update @nestjs/apollo and @nestjs/mercurius to declare @nestjs/graphql v11 as peer dep.,chore: update peer deps to @nestjs/graphql v11,Update @nestjs/apollo and @nestjs/mercurius to declare @nestjs/graphql v11 as peer dep.
195,v11.0.2,,v11.0.2,
196,fix(apollo): include original error (response) to avoid more breaking changes,,fix(apollo): include original error (response) to avoid more breaking changes,
197,v11.0.1,,v11.0.1,
198,"fix(apollo): fix errors formatting, mapping from http errors",,"fix(apollo): fix errors formatting, mapping from http errors",
199,v11.0.0,,v11.0.0,
200,Merge pull request #2703 from nestjs/renovate/lint-staged-13.x,chore(deps): update dependency lint-staged to v13.2.0,Merge pull request #2703 from nestjs/renovate/lint-staged-13.x,chore(deps): update dependency lint-staged to v13.2.0
201,Merge pull request #2701 from nestjs/renovate/apollo-graphql-packages,chore(deps): update apollo graphql packages,Merge pull request #2701 from nestjs/renovate/apollo-graphql-packages,chore(deps): update apollo graphql packages
202,chore(deps): update dependency lint-staged to v13.2.0,,chore(deps): update dependency lint-staged to v13.2.0,
203,test(mercurius): update sdl snapshot,,test(mercurius): update sdl snapshot,
204,chore(deps): update dependency mercurius-integration-testing to v8,,chore(deps): update dependency mercurius-integration-testing to v8,
205,fix: downgrade to subgraph 2.2.3,,fix: downgrade to subgraph 2.2.3,
206,chore(deps): update apollo graphql packages,,chore(deps): update apollo graphql packages,
207,Merge pull request #2693 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v9.3.9,Merge pull request #2693 from nestjs/renovate/nest-monorepo,chore(deps): update nest monorepo to v9.3.9
208,test: update graph snapshot,,test: update graph snapshot,
209,test: update graph snapshot,,test: update graph snapshot,
210,chore(deps): update nest monorepo to v9.3.9,,chore(deps): update nest monorepo to v9.3.9,
211,Merge pull request #2700 from nestjs/renovate/as-integrations-fastify-1.x,chore(deps): update dependency @as-integrations/fastify to v1.3.2,Merge pull request #2700 from nestjs/renovate/as-integrations-fastify-1.x,chore(deps): update dependency @as-integrations/fastify to v1.3.2
212,chore(deps): update dependency @as-integrations/fastify to v1.3.2,,chore(deps): update dependency @as-integrations/fastify to v1.3.2,
213,Merge pull request #2689 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo,Merge pull request #2689 from nestjs/renovate/graphql-tools-monorepo,fix(deps): update graphql-tools monorepo
214,Merge pull request #2619 from nestjs/renovate/mercurius-12.x,chore(deps): update dependency mercurius to v12.2.0,Merge pull request #2619 from nestjs/renovate/mercurius-12.x,chore(deps): update dependency mercurius to v12.2.0
215,Merge pull request #2683 from nestjs/renovate/graphql-ws-5.x,fix(deps): update dependency graphql-ws to v5.12.0,Merge pull request #2683 from nestjs/renovate/graphql-ws-5.x,fix(deps): update dependency graphql-ws to v5.12.0
216,Merge pull request #2651 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.12.1,Merge pull request #2651 from nestjs/renovate/ws-8.x,fix(deps): update dependency ws to v8.12.1
217,fix(deps): update graphql-tools monorepo,,fix(deps): update graphql-tools monorepo,
218,fix(deps): update dependency graphql-ws to v5.12.0,,fix(deps): update dependency graphql-ws to v5.12.0,
219,chore(deps): update dependency mercurius to v12.2.0,,chore(deps): update dependency mercurius to v12.2.0,
