Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
397,Replace setTimeout call with 2-args version,0.52928257,"- changed API of runSaga  - it no longer accepts subscribe option, you should create a channel (preferably stdChannel), pass it as channel argument to the runSaga API and communicate with through it with take and put methods","  Issue #1241   Check worker at takeLates, takeEvery and throttle   move validation to io.js   Merge branch 'master' of https://github.com/redux-saga/redux-saga   Conflicts: packages/core/src/internal/io.js  Merge branch 'master' of https://github.com/redux-saga/redux-saga  Conflicts: packages/core/src/internal/io.js  revert package-lock",0
398,latest builds,0.68496585,New features:,  put.resolve --> putResolve   move helpers under effect part   add debounce   update take.maybe --> takeMaybe ,0
399,cancel forks on error,0.69096065,- Fixes issues of taking puts nested inside a fork call (forked child puts before fork Effect returns) #277,,0
400,Remove redundant test and fix typos in test files (#1474),0.48826876,- fix #298 Long error messages should be cut in production,  setup eslint for react; add examples/ in .lintstagedrc   update npm lock file ,0
401,update UsingSagaHelpers doc style and wording,0.60228634,createSagaMiddleware({,  Add test for passing thrown error in onError   remove excessive test case ,0
402,0.16.0,0.5648536,  // No longer valid with 0.9.1,,0
403,Merge pull request #1265 from jaimemendozadev/master,0.50799173,#2270 d2579a2 Thanks @Methuselah96! - Inlined Redux Action type to fix compatibility with strict package managers.,  doc: eventChannel emitting errors   test: Add test for saga taking from and eventChannel ,0
404,Removed dep on restrry's babel plugin repository,0.6277505,"- removed#PUREannotations from the source code, adding them automatically with [annotate-pure-calls babel's plugin](https://github.com/Andarist/babel-plugin-annotate-pure-calls)","  Removing mentions of .done and replacing with .toPromise()   Changing back toPromise to done   This .done was the iterator flag, not a task  Changing back other toPromise back to done  I guess this one is also an iterator, and also noticed a typo above",0
405,export cancellation related types,0.6431385,export default function configureStore(initialState) {,  core: finish race on END. change tests   core: finish race on END. change implementation   Remove isEnd check in shouldComplete ,0
406,Modify publication script to use gh-pages package,0.42011863,The documentation is now using GitBook thanks to @cef62,remove unused iterator reference,0
407,add home page example usage,0.38231525,Example usage:,,0
408,Merge pull request #517 from rauliyohmc/callEffect-api-docs-enhancement,0.49975687,- createSagaMiddleware supports a new (optional) option: onError API docs to detect uncaught exceptions from Sagas (thanks to @secobarbital),issue# 1500: pin beta version until stable release,0
409,Create README.md,0.5174092,createSagaMiddleware({,,0
410,fixed messages in unit tests,0.48418504,"- cloneableGenerator utils, which can ease ur unit testing when logic branching is needed, thanks to @nihaux ",,0
411,simplify generator stepper code,0.5516412,"    reducer,",remove unused variable,0
412,Merge pull request #487 from andresmijares/docs,0.50806063,A small patch with the following merges,,0
413,fixed examples hot reload method. v2,0.4978992,- Fixed cancellable-counter example,,0
414,Merge pull request #3 from quicksnap/patch-1,0.47650242,A small patch with the following merges,,0
415,Merge pull request #709 from yelouafi/take.maybe,0.48266032,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,"  Change effect structure to { [IO]: true, type, payload }   Edit effects.d.ts to reflect the new effect structure   Remove asEffect in proc   Remove unnecessary return statement; Turn off no-extra-semi rule in ESLint. ",0
416,Use properties of task to track the task running status.,0.5486605,  let task,,0
417,Update to TS 3.6.,0.7041826,- TS typings got revamped - they require TS@>3.1 now,,1
418,more informative error when passed a non func arg,0.4852193,take will now throw an error if provided with an argument and that argument is undefined. (see #35.  thanks @tgriesser) ,,0
419,Merge pull request #621 from pvnr0082t/add-badge,0.49941593,#2324 2466c79 Thanks @neurosnap! - Add LICENSE file,  Remove unused function updateIncentive; Change mockTask.running to mockTask._isRunning   core: Introducing saga env.   core: Move logError definition from proc() to runSaga()   core: Refactor proc() signature   internal: Make env as the first arg of proc(); Add check for onError; Rename env.channel to env.stdChannel   internal: Use env.finalizeRunEffect to simplify implementation of digestEffect. (#1481) ,0
420,Fixed the docs for basics/DeclarativeEffects,0.66521674,- many docs improvements,,0
421,Build esmodules bundle properly,0.58168066,- Fix issue with ES build (thanks @Andarist),  add tests for helpers finished with END   remove unused termination condition ,0
422,"Reword many docs sentences mentioning something is ""easy"" (i.e. use ""basic"") (#1465)",0.48190165,Example usage:,Use properties of task to track the task running status. Unify mainTask._isRunning and mainTask._isCancelled.,0
423,Fixed test,0.5976954,"test('getData', assert => {",,0
424,Import apply from redux-saga/effects in ex.,0.85027206,import { takeEvery } from 'redux-saga/effects',  core: clean up channel end   core: fix naming   fix lintstaged   core: use TERMINATE symol as result of iteration   core: change naming for status predicate ,1
425,Inlined Redux Action type to fix compatibility with strict package managers (#2270),0.86489445,#2270 d2579a2 Thanks @Methuselah96! - Inlined Redux Action type to fix compatibility with strict package managers.,  Remove redundant test; fix test names   Fix typos in test files ,1
426,edited docs comments,0.63976955,- many docs improvements,,0
427,Merge pull request #2017 from manonthemat/docs,0.41907942,#2270 d2579a2 Thanks @Methuselah96! - Inlined Redux Action type to fix compatibility with strict package managers.,,0
428,Boring typos,0.50850266,TS Typings,,0
429,Merge pull request #1300 from sunyongjian/patch-1,0.43982393,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,Debounce helper,0
430,Added effectMiddlewares test for nested sagas,0.6905352,"- effectMiddlewares - useful especially for testing, you can intercept/hijack any effect and resolve it on your own - passing it very redux-style to the next middleware (last being redux-saga itself). How it might be used can be checked here. Many thanks to @eloytoro for this feature",,0
431,Merge pull request #44 from paul42/patch-1,0.4651068,A small patch with the following merges,,0
432,Merge branch 'add-codesanbox-examples',0.51329505,"- signature of join & cancel, they both accept now a single task descriptor or an array of those (previously they have accepted variadic length of arguments)",,0
433,Prevent cancellation of ended joined tasks,0.7539855,- issue with joiner not ending in cancelled state when joining cancelled task ,,1
434,Fixed undefined variable error in effectCancelled.,0.5897671,Error handling,,0
435,Fix property name in beginner tutorial example,0.4794389,"    initialState,",,0
436,fixed typo,0.48695236,  } catch(error) {,,0
437,Added main gitbook manifesto files,0.649894,The documentation is now using GitBook thanks to @cef62,chore: npm doesnt support node 10,0
438,migrate examples to webpack,0.81547236,Also migrated examples to webpack. All build infrastructure use webpack,,1
439,improved throttle example to handle trailing actions,0.49979177,"- added TS typings for helpers' effect creators from the redux-saga/effects, that means takeEvery, takeLatest, throttle (thanks to @mcrawshaw)",,0
440,babel-plugin: refactoring with babel-template,0.6746629,"- removed#PUREannotations from the source code, adding them automatically with [annotate-pure-calls babel's plugin](https://github.com/Andarist/babel-plugin-annotate-pure-calls)",  Removes a lot of implications that redux-sagas is simple to grasp Renames some instances of the word 'simple' to 'basic'   Don't change non-documentation files ,0
441,TypeScript: support predicates with guards and stringable action creators to infer action type in takeEvery etc.,0.61932206,"- take(array) - array can be now of mixed types - strings and predicate functions so this is possible now yield take(['ACTION_A', ac => ac.payload])",Change mainTask.isMainRunning to mainTask.isRunning.,0
442,delete global Store variable,0.53881174,Removed deprecated getState argument passed to Sagas. You can use the select Effect to get the store state, changed project structure to fix circular dependency moved functions dependent on 'sagaHelpers' imports to a separate file  added second export to 'effects' for new file/functions   renamed helpers file   updated path to match name change ,0
443,Move delay back to src/internal/utils,0.6196047,"- delay became an effect, you still can import delay util from redux-saga/utils though",,0
444,Merge pull request #226 from coryhouse/patch-10,0.45971376,- issue with joiner not ending in cancelled state when joining cancelled task ,add the missed  buffers.sliding(1),0
445,Fixed counter example,0.6715419,- Fixed cancellable-counter example,  core: renaming in fms   switch fms from tuple to object ,0
446,v1.0.0-beta.3,0.70709085,This is first (and very likely last 😉) release candidate version 🎉. We expect no more breaking changes before releasing stable v1 (truth to be told there were not many breaking changes during whole beta process - the API is mostly the same).,,1
447,github URL,0.54756564,The documentation is now using GitBook thanks to @cef62,  core: create test for retry helper   core: refactor fmsIterator   core: add retry helper   core typings: add typings for retry helper   core: retry helper. address comments ,0
448,0.2.2,0.56464565,@redux-saga/core@1.2.0,  update to latest lerna version;   run CI for 2 node LTS versions ,0
449,Merge pull request #97 from DjebbZ/patch-3,0.44012827,#2270 d2579a2 Thanks @Methuselah96! - Inlined Redux Action type to fix compatibility with strict package managers.,"  Adding summaries and examples of useful testing libraries.   Added info about effectMiddleware   Add period   Fix name   Fix grammar, phrasing. ",0
450,Merge pull request #1568 from redux-saga/remvoe-deprecated-join-cancel-form,0.538936,import { detach } from 'redux-saga',,0
451,Merge pull request #453 from neighborhood999/patch-1,0.44338912,A small patch with the following merges,,0
452,Merge pull request #704 from CarsonF/bugfix/types-monitor,0.4840808,This patch fixes synchronous errors handling (see #152 and #165),,0
453,Merge pull request #588 from dooart/master,0.47568637,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
454,Updated docs links,0.7381699,- many docs improvements,Update ForkModel.md,1
455,Fix typo in RacingEffects.md,0.51204216,- Fix issues with Error handling,,0
456,Added a blocking / non-blocking cheatsheet to the API reference section of the docs.,0.5451006,- many docs improvements,  babel-plugin: update readme   update real-world example   address comments ,0
457,Fix minor grammar errors in TaskCancellation.md,0.5381961,- Fix issues with Error handling,,0
458,Add another article,0.5816346,  },,0
459,Unified error logs in proc.js,0.7029495,- unified internally error logging,  Fixed location of the delay function in the beginner tutorial   Delay function   Fixed format ,1
460,Add example test with createMockTask,0.6829046,  const mockTask = createMockTask(),Safely Handle Various Arguments in Calls to Promise.reject(),0
461,Merge pull request #1909 from gabormagyari/master,0.47637016,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,"This handles situations where, for example, a promise's reject() callback is called with a string or undefined. Before, an undefined error would cause all sagas to stop working",0
462,channel support,0.86821055,Support for Channels and Event channels,Add redux-saga-requests to addons in docs,1
463,examples/cancellable-counter/src/sagas/index.js,0.5213482,```js,,0
464,Fixed sagaStack error property - changed to being configurable,0.7648584,"- sagaStack was refactored - onError call signature is now onError(error, { sagaStack })",babel-plugin: fix relative path calc for babel@6,1
465,Typings: optional cancel property on CpsCallback,0.81382865,- optional cancel property on CpsCallback (thanks to @dannsam) ,,1
466,support live reload with budo,0.48781502,- new rootSagaStarted hook for saga monitor,Added CONTRIBUTING.md (Issue#1287),0
467,"Pushed downwards the stack scheduling of dispatched actions to channel's subscribe function, so store-like objects used by runSaga benefit the same scheduling fixes done previously in redux middleware",0.7190443,"- refactored moment of actions emitting to saga internals, so not only standard middleware benefits from the recent (and possibly future) scheduling fixed, but also the runSaga API",,1
468,add effects/utils in order to attach to umd global object,0.45681316,"- {effects, utils} can't imported from 'redux-saga' anymore",,0
469,Update RootSaga.md,0.70664954,sagaMiddleware.run(rootSaga),,1
470,Merge pull request #273 from secobarbital/patch-2,0.50258875,A small patch with the following merges,,0
471,0.11.0,0.59082294,  // No longer valid with 0.9.1,update docs for delay effect,0
472,Merge branch 'master' into generator-return-types,0.52637255,- type definitions for util's cloneableGenerator function (thanks to @zyml) ,,0
473,Merge pull request #514 from Andarist/buffers-docs-fix,0.4861534,This patch fixes synchronous errors handling (see #152 and #165),,0
474,Upgrade TS (dev dep),0.58885205,- TS typings got revamped - they require TS@>3.1 now,,0
475,Exported delay() to be able to check deeply against it in tests (deepEqual) (#1489),0.66271174,- delay function (not effect!) should be imported from @redux-saga/delay-p,,0
476,add babel-plugin integration tests,0.52990097,import test from 'tape';,babel-plugin: build relative path by default,0
477,Fix issue when joining cancelled state didn't cause joiner to land in cancelled state (#1706),0.8265165,- issue with joiner not ending in cancelled state when joining cancelled task ,,1
478,fix prism code light  theme,0.38687712,#2296 612cae8 Thanks @lourd! - Updates Channel type to eliminate void-emitting pitfall,"Test babel plugin for babel@6, babel@7",0
479,Fixed real world example (#1667),0.46409124,- Fixed cancellable-counter example,,0
480,fix put test error case (broken by #567),0.6259138,- Fix issues with Error handling,,0
481,Fix a broken link: actionchannelpattern-buffer,0.5318818,- keeping single stdChannel in the internals allowed to fix 2 bugs with missed actions (see #707 and #1146),,0
482,"Make it clear in the docs that ""Delay"" is built-in",0.6831372,- delay became an effect,,0
483,v1.1.1-alpha.0,0.61262035,This is first (and very likely last 😉) release candidate version 🎉. We expect no more breaking changes before releasing stable v1 (truth to be told there were not many breaking changes during whole beta process - the API is mostly the same).,,0
484,Enhanced sagaMonitor to work in Node environment.,0.89809287,- Enhanced sagaMonitor to work in Node environment (#317 thanks to @sompylasar),,1
485,Renamed put.sync to put.resolve (better naming). Keeping put.sync for a while with deprecation warning,0.8797489,- put.sync got renamed to put.resolve,,1
486,Issue #1084 - Add tests for using actionChannels with buffers to channel-recipes tests,0.6486749,- channel and actionChannel have default buffer of buffers.expanding(),,0
487,"Add missing ""all"" import to documentation",0.58334756,import { takeEvery } from 'redux-saga',,0
488,refactored/updated tests,0.56604373,Improved:,,0
489,typo: aysnc => async,0.51023936,"- added dev warning about using async generators, they are not supported by redux-saga",fix tests on cancellable-counter example,0
490,Make Task interface generic (#2004),0.76569605,#2004 20f22a8 Thanks @gilbsgilbs! - A generic type has been added to the Task interface and that should be preferred over using a generic parameter in Task#result and Task#toPromise.,,1
491,Fix lerna alias in testing-utils,0.44631803,import { createMockTask } from 'redux-saga/lib/testUtils',,0
492,Merge pull request #369 from superRaytin/fix-typo,0.44468004,A small patch with the following merges,,0
493,Remove mainTask property from the Task object,0.6076517,Task object gets a new property:isCancelled,fix docs typo,0
494,Replace all references to the master branch with main,0.44996643,"- removed#PUREannotations from the source code, adding them automatically with [annotate-pure-calls babel's plugin](https://github.com/Andarist/babel-plugin-annotate-pure-calls)",,0
495,Remove package-lock,0.48712188,"- removed redux-saga/utils entirely, move of those are moved to separate packages",,0
496,Fix cancel in the blocking/non-blocking table,0.5929027,Include fix #71 'yield [] should return immediately an empty array instead of blocking forever' (thanks to @slorber ) ,Fix babel plugin tests,0
497,Merge pull request #1503 from redux-saga/fix-ref-unpkg,0.53080344,"Let's face it. Errors coming from redux-saga were unreadable and made finding a root cause of the problem really difficult. We really want to improve this situation and with this release (thanks to @restrry's amazing contribution) we start to log ""saga stacks"" along with original errors. This works similar to what React already does with its ""component stacks"". Just look at this one:",,0
498,docs: fix broken links (#2194),0.6022769,This patch fixes synchronous errors handling (see #152 and #165),,0
499,Fix scheduler issues of sync puts/forks/takes (#622),0.73063,- New scheduler to handle synchronous & deeply nested forks/puts (see #622),,1
500,"remove unneeded docs, move API doc",0.5783371,- many docs improvements,,0
501,Merge pull request #686 from nithinpeter/pr/yarn-install-instruction,0.46159962,#2324 2466c79 Thanks @neurosnap! - Add LICENSE file,,0
502,doc: eventChannel emitting errors (#1519),0.71184057,"- fixed issue with eventChannels not closing automatically upon emitting END, thanks to @baldwmic",,1
503,add cancellable-counter example,0.8756162,- Fixed cancellable-counter example,,1
504,make function detach immutable,0.5520303,- detach helper returns a new effect instead of mutating the input one,,0
505,Applied wrapping dispatch in runSaga API which fixes a scheduling problem fixed for sagaMiddleware.run in #622. TODO: tests should be run for both APIs,0.6605065,"- refactored moment of actions emitting to saga internals, so not only standard middleware benefits from the recent (and possibly future) scheduling fixed, but also the runSaga API",,0
506,Merge pull request #143 from pavelkornev/master,0.42719626,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,,0
507,use higher level API,0.62321806,(see API docs for detailed infos),,0
508,Merge pull request #415 from pgilad/patch-1,0.47474894,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
509,tests #875,0.53377366,"test('getData', assert => {",,0
510,Defaulting actionChannel and channel buffer to expanding one (closes #1027),0.84170073,- channel and actionChannel have default buffer of buffers.expanding(),,1
511,"Setup eslint for examples directory, added react rules (#1521)",0.47258282,#2270 d2579a2 Thanks @Methuselah96! - Inlined Redux Action type to fix compatibility with strict package managers.,,0
512,Merge pull request #437 from mxstbr/patch-1,0.4822124,A small patch with the following merges,,0
513,Fix import path,0.71585155,import configureStore from './configureStore ',,1
514,use takem to take from the observable,0.5742584,"From now on you can intercept what's being dispatched before it's emitted into the saga, which will allow for using take just like everybody else, instead of playing with the pattern argument.",,0
515,Retouched translation,0.53824806,Changed:,,0
516,added simple fork/join support,0.66906154,New fork model,,0
517,"Do not use Symbol internally, because 2 conflicting redux-saga versions wont match - i.e. effects created by old one wont be recognized by newer runtime (fixes #950)",0.83652705,"reverted using Symbols for some internal properties - this caused 2 redux-saga version to be incompatible, effects from one couldnt be interpreted by the other one",there is a problem how babel treats soucemapURL comments here https://github.com/babel/babel/issues/7002,1
518,Add put error handling to API docs,0.5827361,(see API docs for detailed infos),,0
519,added higher level API,0.5969795,(see API docs for detailed infos),,0
520,fix misspelled effect name on docs,0.47375762,- many docs improvements,,0
521,update plugin readme with example and install instruction (#1432),0.502495,Updated dependencies [345b828]:,Prepared monorepo structure,0
522,"fix example, use es5 syntax",0.6321242,- Fix issue with ES build (thanks @Andarist),,0
523,add README translation into russian,0.42391846,import { takeEvery } from 'redux-saga',  add error stack support   add symbol support   fix tests   move error formatting in separate file   change proc.js   add example for testing purposes. could be deleted   export location symbol   fix tests   get pre-built name for iterator   log cancelled tasks ,0
524,home,0.4161016,Internals:,,0
525,0.10.5,0.5359446,  },,0
526,Revamp typings (#1703),0.6487381,- revamped TS typings (thanks to @aikoven),"Later in the tutorial, we tell the user how to make tests for incrementAsync but we do not export the function in sagas.js, so users have to go back and add export after seeing errors in console.",0
527,Merge pull request #611 from abroz/patch-1,0.43597877,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,,0
528,Merge pull request #449 from michaelAndersonCampingWorld/master,0.49469668,- issue with joiner not ending in cancelled state when joining cancelled task ,  add new helper takeExclusive   simplify takeExclusive implementation   rename takeExclusive with takeLeading   improve descriptions for takeLeading   remove redundant disabling rule for eslint ,0
529,Merge pull request #534 from Andarist/flush-docs,0.44018668,The release adds 2 helper functions takeEvery and takeLatest to handle the common case concurrency scenarios,,0
530,Merge pull request #100 from DjebbZ/patch-6,0.4393627,- got redux-saga/effects and redux-saga/utils working properly for webpack2 and rollup users (or any other bundle which recognizes jsnext:main/module entry). Thanks to @Ephys. How was it achieved can be seen here. Neat trick which I think is not publicly known and it was an issue for quite some time and also allowed me to help fixing this in some other libraries.,,0
531,reimplement task ending using continuations,0.7095951,// simulate a task ending,fix export in introcution docs,1
532,Fix rendering backers & sponsors on the site,0.4832931,- Browser build is now on cdnjs (thanks to @ian4hu & @pvnr0082t) ,,0
533,Merge pull request #289 from billyjanitsch/style-cleanup,0.5325457,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,,0
534,Fix typos (#1680),0.55445695,- fix #287 weird error stack trace and error printing,Fixed typo,0
535,Fix typo in testing docs (#1352),0.53518945,Error handling,,0
536,Update index.js,0.46582812,```js,fix: zh-cn Readme title,0
537,replaced recursive call with a while(true),0.7172542,  while (true) {,Clicking title has not triggered frag.,1
538,Merge pull request #1855 from guillaumewuip/update-HelpWorkerParameters-without-action,0.5216627,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
539,Update zh-hant readme for version 0.6.0,0.39150923,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,Add link to egghead videos in external resources,0
540,Merge pull request #554 from tbash/patch-1,0.43225867,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
541,Update Undo recipe,0.47750685,Removed:,"Link to effects list from ""Declarative Effects""",0
542,Merge pull request #113 from will118/wb-fix-typos,0.4506806,- Fix issues with Error handling,"While using redux-saga in my own work I've noticed that I Google for ""redux effects"" expecting to find a list of the effects that are available. The first result links to the Declarative Effects page which doesn't contain a list or a link to one. This leads to me racking my brain to figure out where I saw that list last time. Adding a link in the first paragraph and another at the bottom of the page fixes this slight frustration.",0
543,Merge pull request #629 from eiriklv/fix-backticks,0.51160485,- Fix issues with Error handling,Modify publication script so gh-pages can be protected,0
544,some minor tweaks,0.8946661,Minor Changes,remove custom error wrapping,1
545,Adding logo to README.md,0.42762974,createSagaMiddleware({,,0
546,v1.0.0-beta.2,0.6977528,This is first (and very likely last 😉) release candidate version 🎉. We expect no more breaking changes before releasing stable v1 (truth to be told there were not many breaking changes during whole beta process - the API is mostly the same).,,0
547,Add @restrry and @shinima as contributors in package.json,0.67371166,Many thanks once more to @restrry and @shinima who made it possible with their contributions.,,0
548,Merge pull request #579 from michaelgilley/docs/add-put-sync,0.52097905,- put.sync got renamed to put.resolve,Translated README file into spanish,0
549,fixed small type (test ssh),0.41898367,"- We have started to use babel@7-beta, hopefully it won't break anything. I've investigated differences between outputs and everything seems to be ok, but you never know ;) This should result in a little bit smaller and a little bit more performant code.",,0
550,fix #401 eventChannel should raise an error if subscribe does not return a function to unsubscribe,0.6306408,"- fixed issue with eventChannels not closing automatically upon emitting END, thanks to @baldwmic",,0
551,tests: add typings for race([]),0.4606245,TS Typings,,0
552,Merge pull request #590 from jupl/ts-iterable-iterator,0.4379924,"- Make delay cancellable (#314 thanks to @aikoven, Also thanks @itinance for issuing #327). ",Updated testing documentation,0
553,README.md: remove try { from second error handling example,0.5069641,Error handling,,0
554,fix CI (#1436),0.5912225,This patch fixes synchronous errors handling (see #152 and #165),,0
555,"move docs to root for compatibility, default to light theme",0.52879,- many docs improvements,Adds gitbook favicon,0
556,Silent gracefully errors intentially thrown in tests,0.554891,"- most runtime type checks got hidden behing development checks, inputs might not be validated in production (failed validation resulted in error being thrown anyway)",,0
557,Tweak is.sagaAction typing,0.6199426,TS Typings,Fix export error in rootSaga section of tutorial,0
558,Merge pull request #1801 from redux-saga/use-yarn,0.53750813,import { detach } from 'redux-saga',,0
559,Merge pull request #355 from jiayihu/docs-patch,0.40434918,A small patch with the following merges,Update TypeScript typings for v1.0,0
560,add backers & sponsors,0.52573264,I must say that this release probably wouldn't be possible without community sponsors - both organizations and individual backers.,,0
561,Update prettier and format all code (#2341),0.46026728,"- We have started to use babel@7-beta, hopefully it won't break anything. I've investigated differences between outputs and everything seems to be ok, but you never know ;) This should result in a little bit smaller and a little bit more performant code.",,0
562,"Link to effects list from ""Declarative Effects""",0.5524777,- support for non-strict effect combinators (thanks to @aikoven ,,0
563,Merge pull request #1606 from redux-saga/fix-action-channel-memory-leak,0.64373565,- small memory leak for closed actionChannels,,0
564,Update package-lock.json,0.60950094,"- Added ""jsnext:main"" entry to package.json for ES2015 module import (PR #204)",,0
565,removed browserify specific deps,0.57281494,Removed:,,0
566,Removed deprecation warning about old (pre 0.10) sagaMiddlewareFactory API,0.64740837,- createSagaMiddleware supports a new (optional) option: onError API docs to detect uncaught exceptions from Sagas (thanks to @secobarbital),,0
567,Fix typo in api docs (#1780),0.52923644,- Fix issues with Error handling,,0
568,Merge pull request #1311 from timoftealexandru/master,0.4691307,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,,0
569,Merge pull request #224 from coryhouse/patch-9,0.4610774,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
570,Fixed HelperFuncRest,0.60179263,- Fix issues with Error handling,,0
571,simple ring buffer implementation,0.51802874,- channel and actionChannel have default buffer of buffers.expanding(),,0
572,"Remove duplicate ""process""",0.5324222,- implemented cancel(...tasks) in similar manner ,,0
573,remove eslint disable from helper tests,0.49131253,- detach helper returns a new effect instead of mutating the input one,,0
574,0.3.0,0.5393412,A patch release including some fixes,,0
575,update throttle api example to import missing functions,0.57249725,export default function configureStore(initialState) {,,0
576,added select && getState effects,0.65448457,"  getState: ...,",,0
577,grammar fixes,0.55520195,"},",,0
578,Merge pull request #314 from aikoven/delay-tweaks,0.58823615,"- Make delay cancellable (#314 thanks to @aikoven, Also thanks @itinance for issuing #327). ",,0
579,dispatch on next tick (fix missed actions on startup),0.5001406,"  dispatch: ...,",,0
580,Merge remote-tracking branch 'eloytoro/feat/run-saga-middleware' into effect-middleware,0.65462726,"    applyMiddleware(/ other middleware, / sagaMiddleware)",Effect middleware,0
581,"Removed middleware options.onerror support, inlined development checks so they can be removed by uglify",0.6486527,"- got rid of createSagaMiddleware({ onerror }) which got into library because of a typo and we have supported it for some time, please use onError instead",,0
582,Merge pull request #750 from TehShrike/patch-1,0.4610632,A small patch with the following merges,,0
583,Merge pull request #237 from chenxsan/patch-1,0.4690406,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,,0
584,Version Packages (#2347),0.66571105,Updated dependencies [2466c79]:,,0
585,Merge pull request #214 from coryhouse/patch-3,0.45886225,- issue with joiner not ending in cancelled state when joining cancelled task ,fix code  import { takeEvery } from 'redux-saga' to  import { takeEvery } from 'redux-saga/effects',0
586,Merge pull request #486 from sahilaug/patch-1,0.4737621,A small patch with the following merges,,0
587,Removed outdated link to an article that no longer exists (#2303),0.4868217,Removed:,,0
588,docs: error propagation (#1721),0.5749016,Error handling,,0
589,remove unnecessary exports after refactoring,0.65399456,import reducer from './reducers',,0
590,Returns an empty array when joining an empty array of tasks,0.63165843,"- fixed join(...tasks) implementation, its not accepting an array of tasks, but rather a variadic number of tasks as arguments",,0
591,Update BeginnerTutorial.md (#1342),0.5478635,Updated dependencies [2466c79]:,,0
592,Merge pull request #185 from Anahkiasen/patch-1,0.5089623,Task cancellation support. Thanks to @aikoven for this one. (issue #14).,,0
593,cancel async increment with race,0.41305074,yield take(increment),,0
594,Update TaskCancellation.md,0.6039929,Task object gets a new property:isCancelled,,0
595,Merge pull request #843 from eujern/patch-1,0.47147158,- issue with joiner not ending in cancelled state when joining cancelled task ,remove extra spaces,0
596,"TypeScript: update runSaga, add support for effect middleware",0.66946924,createSagaMiddleware({,,0
597,fixed #252 regenerator runtime dep.,0.5455202,"Updated dependencies [bed4458, 612cae8, 979b8b4, 20f22a8, d2579a2, 2d2214e]:",,0
598,Fixed test flakiness,0.44200593,"- most runtime type checks got hidden behing development checks, inputs might not be validated in production (failed validation resulted in error being thrown anyway)",,0
599,Merge pull request #272 from secobarbital/patch-1,0.49837956,A small patch with the following merges,,0
600,Do not mutate sagaMiddleware.run - preserve reference (#1539),0.65413207,const sagaMiddleware = createSagaMiddleware(),,0
601,0.5.0,0.5552758,  // No longer valid with 0.9.1,,0
602,Merge pull request #1774 from NickHeiner/patch-1,0.49392354,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
603,Reuse runtime helpers,0.6129006,"- we are reusing @babel/runtime helpers, this has helped us to remove some bytes from our bundles",,0
604,Merge pull request #681 from henrikra/master,0.50411785,- issue with joiner not ending in cancelled state when joining cancelled task ,,0
605,Added mention about manual browser tab opening after compilation (#2275),0.44449657,- Browser build is now on cdnjs (thanks to @ian4hu & @pvnr0082t) ,,0
606,babel-plugin: dont handle empty loc,0.5100658,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,,0
607,explain to sanitize event source,0.45450786,- Only check eventChannel matcher if defined #273 (thanks @secobarbital),,0
608,Merge pull request #170 from yjcxy12/patch-2,0.43648428,- got redux-saga/effects and redux-saga/utils working properly for webpack2 and rollup users (or any other bundle which recognizes jsnext:main/module entry). Thanks to @Ephys. How was it achieved can be seen here. Neat trick which I think is not publicly known and it was an issue for quite some time and also allowed me to help fixing this in some other libraries.,,0
609,[NIT] reformatting badges in readme,0.45139807,Changed:,,0
610,nan,0.9999998,nan,,1
611,examples: support codesandbox integration,0.47384846,"- added getContext and setContext effects (thanks for the idea to @aikoven). It's not properly documented yet, but its a feature which allows sharing context properties across tasks without need to import them in each file or passing them explicitly through arguments. The feature is implemented as dynamic scoping which should sounds familiar for JS devs. In general you cannot share a context property from a child task to the parent, its only passed 'down'. You can read more in related issue and PR till its not documented.",,0
612,"Adding ""synchronously"" for better clarification",0.6077926,Fix Synchronous puts behaviors to be consistent with pre 0.10 releases,,0
613,fix code back-ticks position,0.5053718,- marked overloaded put.sync as deprecated,,0
614,Update TypeScript definitions,0.54927623,take effect supporting Symbol types again - thanks to @iMoses ,,0
615,Merge pull request #1388 from redux-saga/babel-plugin-build-relative-path,0.5699861,- babel-plugin-redux-saga - can be used to enhance stack traces of thrown errors,,0
616,Add Gitter badge,0.56324846,The documentation is now using GitBook thanks to @cef62,,0
617,Fixed surfaced API from join([tasks]) to join(...tasks),0.73107374,"- fixed join(...tasks) implementation, its not accepting an array of tasks, but rather a variadic number of tasks as arguments",,1
618,0.3.2 (fix is.generator test),0.531912,- fix Rejected Promise does not throw inside Generators if rejected with an undefined error #283,,0
