Index,Message,Description,Message Abstract,Description Abstract
2762,Merge pull request #12799 from chenxsan/feature/update-husky,,Merge pull request #12799 from chenxsan/feature/update-husky,
2763,use prepare to run husky install,,use prepare to run husky install,
2764,Merge pull request #12797 from webpack/bugfix/duplicate-assets-hash,,Merge pull request #12797 from webpack/bugfix/duplicate-assets-hash,
2765,upgrade husky,,upgrade husky,
2766,add test case for assets that become identical after optimization,,add test case for assets that become identical after optimization,
2767,fix problem where emitting an asset twice affects the hash,,fix problem where emitting an asset twice affects the hash,
2768,chore(deps-dev): bump core-js from 3.8.3 to 3.9.1,Bumps core-js from 3.8.3 to 3.9.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump core-js from 3.8.3 to 3.9.1,Bumps core-js from 3.8.3 to 3.9.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2769,5.24.2,,5.24.2,
2770,Merge pull request #12778 from webpack/bugfix/12770,MultiCompiler Watching fixes,Merge pull request #12778 from webpack/bugfix/12770,MultiCompiler Watching fixes
2771,Merge pull request #12773 from webpack/bugfix/12769,fixes #12769,Merge pull request #12773 from webpack/bugfix/12769,fixes #12769
2772,fix some incorrect properties accesses,fix some edge cases with MultiCompiler fixes #12770,fix some incorrect properties accesses,fix some edge cases with MultiCompiler fixes #12770
2773,chore(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.1.0,Bumps eslint-config-prettier from 7.2.0 to 8.1.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump eslint-config-prettier from 7.2.0 to 8.1.0,Bumps eslint-config-prettier from 7.2.0 to 8.1.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2774,fixes #12769,,fixes #12769,
2775,5.24.1,,5.24.1,
2776,Merge pull request #12761 from zollero/master,Fix letter spelling of missing a 's',Merge pull request #12761 from zollero/master,Fix letter spelling of missing a 's'
2777,Merge pull request #12764 from webpack/performance/caching,ensure all successful compiled modules are persistent cached,Merge pull request #12764 from webpack/performance/caching,ensure all successful compiled modules are persistent cached
2778,ensure all successful compiled modules are persistent cached,fix some test cases and code to ensure this is true,ensure all successful compiled modules are persistent cached,fix some test cases and code to ensure this is true
2779,"storing ConcatenatedModule doesn't make sense, since it has no cachable info",instead the code geneneration cache will cover everything,"storing ConcatenatedModule doesn't make sense, since it has no cachable info",instead the code geneneration cache will cover everything
2780,Merge pull request #12760 from webpack/performance/module-concatenation,,Merge pull request #12760 from webpack/performance/module-concatenation,
2781,chore(deps-dev): bump eslint-plugin-jsdoc from 32.0.2 to 32.2.0,Bumps eslint-plugin-jsdoc from 32.0.2 to 32.2.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump eslint-plugin-jsdoc from 32.0.2 to 32.2.0,Bumps eslint-plugin-jsdoc from 32.0.2 to 32.2.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2782,fix letter spelling of missing a 's',fix letter spelling of missing a 's',fix letter spelling of missing a 's',fix letter spelling of missing a 's'
2783,further optimizations,,further optimizations,
2784,performance optimization,add statistics to ModuleConcatenationPlugin,performance optimization,add statistics to ModuleConcatenationPlugin
2785,improve performance of getModuleRuntimes,,improve performance of getModuleRuntimes,
2786,5.24.0,,5.24.0,
2787,Merge pull request #12752 from webpack/bugfix/lazy-compilation,fix experiments.lazyCompilation: true,Merge pull request #12752 from webpack/bugfix/lazy-compilation,fix experiments.lazyCompilation: true
2788,fix experiments.lazyCompilation: true,,fix experiments.lazyCompilation: true,
2789,Merge pull request #12751 from webpack/bugfix/concat-reexports,unset targets when a harmony star reexport is hidden by another one,Merge pull request #12751 from webpack/bugfix/concat-reexports,unset targets when a harmony star reexport is hidden by another one
2790,unset targets when a harmony star reexport is hidden by another one,,unset targets when a harmony star reexport is hidden by another one,
2791,Convert path testing functions to use node builtin isAbsolute function.,,Convert path testing functions to use node builtin isAbsolute function.,
2792,Merge pull request #12743 from webpack/bugfix/logger-name,fix logger name,Merge pull request #12743 from webpack/bugfix/logger-name,fix logger name
2793,Merge pull request #12739 from chenxsan/bugfix/fix-husky-upgrade,,Merge pull request #12739 from chenxsan/bugfix/fix-husky-upgrade,
2794,Merge pull request #12746 from webpack/bugfix/logging-debug,debug logging should be included in stats even if stats.logging is false,Merge pull request #12746 from webpack/bugfix/logging-debug,debug logging should be included in stats even if stats.logging is false
2795,fix logger name,,fix logger name,
2796,Merge pull request #12745 from webpack/perf/module-concatenation,improve performance of finding modules for concatenation,Merge pull request #12745 from webpack/perf/module-concatenation,improve performance of finding modules for concatenation
2797,Merge pull request #12744 from webpack/bugfix/side-effects-reexports-concatenation,fix bug where ExportInfo uses inactive connections to find the target of an export,Merge pull request #12744 from webpack/bugfix/side-effects-reexports-concatenation,fix bug where ExportInfo uses inactive connections to find the target of an export
2798,improve setup script,,improve setup script,
2799,improve typings for loggingDebug and other filtering configuration options,,improve typings for loggingDebug and other filtering configuration options,
2800,debug logging should be included in stats even if stats.logging is false,,debug logging should be included in stats even if stats.logging is false,
2801,fix bug where ExportInfo uses inactive connections to find the target of an export,"This happens when multiple exports * export the same name but the first one is discovered later in the process In this case the ExportInfo contains both connections, but the second one is inactive.",fix bug where ExportInfo uses inactive connections to find the target of an export,"This happens when multiple exports * export the same name but the first one is discovered later in the process In this case the ExportInfo contains both connections, but the second one is inactive."
2802,add comment,,add comment,
2803,move postinstall to setup,,move postinstall to setup,
2804,remove pinst,,remove pinst,
2805,improve performance of finding modules for concatenation,,improve performance of finding modules for concatenation,
2806,Merge pull request #12734 from npenin/master,,Merge pull request #12734 from npenin/master,
2807,Merge pull request #12720 from PAkerstrand/fix/module-concatenation-renaming,,Merge pull request #12720 from PAkerstrand/fix/module-concatenation-renaming,
2808,enable pinst for husky,,enable pinst for husky,
2809,fix husky upgrade,,fix husky upgrade,
2810,Merge pull request #12727 from webpack/dependabot/npm_and_yarn/es-module-lexer-0.4.0,chore(deps): bump es-module-lexer from 0.3.26 to 0.4.0,Merge pull request #12727 from webpack/dependabot/npm_and_yarn/es-module-lexer-0.4.0,chore(deps): bump es-module-lexer from 0.3.26 to 0.4.0
2811,fixed types.d.ts,,fixed types.d.ts,
2812,Update types.d.ts,,Update types.d.ts,
2813,Update index.js,,Update index.js,
2814,updated typedef in index.js,,updated typedef in index.js,
2815,Update types.d.ts,adding watching to the list of exported types,Update types.d.ts,adding watching to the list of exported types
2816,Merge pull request #12722 from webpack/dependabot/npm_and_yarn/types/node-14.14.31,chore(deps-dev): bump @types/node from 14.14.28 to 14.14.31,Merge pull request #12722 from webpack/dependabot/npm_and_yarn/types/node-14.14.31,chore(deps-dev): bump @types/node from 14.14.28 to 14.14.31
2817,chore(deps): bump es-module-lexer from 0.3.26 to 0.4.0,Bumps es-module-lexer from 0.3.26 to 0.4.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps): bump es-module-lexer from 0.3.26 to 0.4.0,Bumps es-module-lexer from 0.3.26 to 0.4.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2818,simplify branching logic,,simplify branching logic,
2819,chore(deps-dev): bump @types/node from 14.14.28 to 14.14.31,Bumps @types/node from 14.14.28 to 14.14.31. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump @types/node from 14.14.28 to 14.14.31,Bumps @types/node from 14.14.28 to 14.14.31. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2820,Fix module concatenation renaming bug,"Fixes a case where variable renaming due to module concatenation caused the generated code to look up a different property than the source code, when combined with a default value for the property Closes #12712",Fix module concatenation renaming bug,"Fixes a case where variable renaming due to module concatenation caused the generated code to look up a different property than the source code, when combined with a default value for the property Closes #12712"
2821,Lint fix,,Lint fix,
2822,Handle Windows UNC paths as Windows paths,"Fixes https://github.com/webpack/webpack/issues/12305 UNC paths are defined in section 2.2.57 of https://winprotocoldoc.blob.core.windows.net/productionwindowsarchives/MS-DTYP/%5bMS-DTYP%5d.pdf. See also https://docs.microsoft.com/en-us/dotnet/standard/io/file-path-formats#unc-paths, for example.",Handle Windows UNC paths as Windows paths,"Fixes link UNC paths are defined in section 2.2.57 of link. See also link, for example."
2823,Merge pull request #12711 from webpack/dependabot/npm_and_yarn/mini-css-extract-plugin-1.3.8,chore(deps-dev): bump mini-css-extract-plugin from 1.3.6 to 1.3.8,Merge pull request #12711 from webpack/dependabot/npm_and_yarn/mini-css-extract-plugin-1.3.8,chore(deps-dev): bump mini-css-extract-plugin from 1.3.6 to 1.3.8
2824,5.23.0,,5.23.0,
2825,Merge pull request #12710 from webpack/bugfix/library-runtime-chunk,fix regression when combining library + runtimeChunk + node target,Merge pull request #12710 from webpack/bugfix/library-runtime-chunk,fix regression when combining library + runtimeChunk + node target
2826,chore(deps-dev): bump mini-css-extract-plugin from 1.3.6 to 1.3.8,Bumps mini-css-extract-plugin from 1.3.6 to 1.3.8. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump mini-css-extract-plugin from 1.3.6 to 1.3.8,Bumps mini-css-extract-plugin from 1.3.6 to 1.3.8. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2827,fix regression when combining library + runtimeChunk + node target,related to https://github.com/vercel/next.js/pull/22187,fix regression when combining library + runtimeChunk + node target,related to link
2828,Merge pull request #12590 from chenxsan/feature/export-MultiStats-type,,Merge pull request #12590 from chenxsan/feature/export-MultiStats-type,
2829,Merge pull request #12696 from webpack/dependabot/npm_and_yarn/eslint-plugin-jsdoc-32.0.2,chore(deps-dev): bump eslint-plugin-jsdoc from 31.6.1 to 32.0.2,Merge pull request #12696 from webpack/dependabot/npm_and_yarn/eslint-plugin-jsdoc-32.0.2,chore(deps-dev): bump eslint-plugin-jsdoc from 31.6.1 to 32.0.2
2830,Merge pull request #12692 from dnalborczyk/spellcheck,chore: move unknown word to cspell.json,Merge pull request #12692 from dnalborczyk/spellcheck,chore: move unknown word to cspell.json
2831,chore(deps-dev): bump eslint-plugin-jsdoc from 31.6.1 to 32.0.2,Bumps eslint-plugin-jsdoc from 31.6.1 to 32.0.2. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump eslint-plugin-jsdoc from 31.6.1 to 32.0.2,Bumps eslint-plugin-jsdoc from 31.6.1 to 32.0.2. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2832,Merge pull request #12695 from webpack/feature/relative-url,"add parser.url: ""relative"" option",Merge pull request #12695 from webpack/feature/relative-url,"add parser.url: ""relative"" option"
2833,"add parser.url: ""relative"" option",this will generate URLs without base uri for new URL publicPath is still added,"add parser.url: ""relative"" option",this will generate URLs without base uri for new URL publicPath is still added
2834,chore: move word to cspell.json,,chore: move word to cspell.json,
2835,Merge pull request #12688 from webpack/bugfix/electron,fixes for electron target,Merge pull request #12688 from webpack/bugfix/electron,fixes for electron target
2836,fixes for electron target,electron has importScripts in worker only choose a chunkLoading which fits to the chunkFormat prefer fetch wasm loading over node wasm loading,fixes for electron target,electron has importScripts in worker only choose a chunkLoading which fits to the chunkFormat prefer fetch wasm loading over node wasm loading
2837,5.22.0,,5.22.0,
2838,Merge pull request #12680 from webpack/bugfix/12676,order runtime chunks correctly for hashing,Merge pull request #12680 from webpack/bugfix/12676,order runtime chunks correctly for hashing
2839,Merge pull request #12671 from webpack/feature/multi-compiler-parallelism-dependencies,,Merge pull request #12671 from webpack/feature/multi-compiler-parallelism-dependencies,
2840,Merge pull request #12679 from webpack/dependabot/npm_and_yarn/types/node-14.14.28,chore(deps-dev): bump @types/node from 14.14.27 to 14.14.28,Merge pull request #12679 from webpack/dependabot/npm_and_yarn/types/node-14.14.28,chore(deps-dev): bump @types/node from 14.14.27 to 14.14.28
2841,Merge pull request #12667 from webpack/dependabot/npm_and_yarn/eslint-7.20.0,chore(deps-dev): bump eslint from 7.19.0 to 7.20.0,Merge pull request #12667 from webpack/dependabot/npm_and_yarn/eslint-7.20.0,chore(deps-dev): bump eslint from 7.19.0 to 7.20.0
2842,order runtime chunks correctly for hashing,fixes #12676,order runtime chunks correctly for hashing,fixes #12676
2843,fix handler called with empty stats,,fix handler called with empty stats,
2844,cheaper options access,,cheaper options access,
2845,Merge pull request #12677 from webpack/bugfix/12669,fix #12669,Merge pull request #12677 from webpack/bugfix/12669,fix #12669
2846,Merge pull request #12678 from webpack/bugfix/deserialize-avoid-loader,only execute loader/require when no serializer is registered yet,Merge pull request #12678 from webpack/bugfix/deserialize-avoid-loader,only execute loader/require when no serializer is registered yet
2847,chore(deps-dev): bump @types/node from 14.14.27 to 14.14.28,Bumps @types/node from 14.14.27 to 14.14.28. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump @types/node from 14.14.27 to 14.14.28,Bumps @types/node from 14.14.27 to 14.14.28. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2848,only execute loader/require when no serializer is registered yet,,only execute loader/require when no serializer is registered yet,
2849,fix #12669,,fix #12669,
2850,Merge pull request #12650 from webpack/dependabot/npm_and_yarn/ts-loader-8.0.17,chore(deps-dev): bump ts-loader from 8.0.16 to 8.0.17,Merge pull request #12650 from webpack/dependabot/npm_and_yarn/ts-loader-8.0.17,chore(deps-dev): bump ts-loader from 8.0.16 to 8.0.17
2851,add handler,,add handler,
2852,add tests for progress,,add tests for progress,
2853,refactor dependencies handling in MultiCompiler,add support for dependencies during watching add parallelism option for MultiCompiler,refactor dependencies handling in MultiCompiler,add support for dependencies during watching add parallelism option for MultiCompiler
2854,fix stats output in some edge cases,,fix stats output in some edge cases,
2855,Merge pull request #12663 from webpack/dependabot/npm_and_yarn/types/node-14.14.27,chore(deps-dev): bump @types/node from 14.14.25 to 14.14.27,Merge pull request #12663 from webpack/dependabot/npm_and_yarn/types/node-14.14.27,chore(deps-dev): bump @types/node from 14.14.25 to 14.14.27
2856,Merge pull request #12661 from webpack/dependabot/npm_and_yarn/babel/core-7.12.16,chore(deps-dev): bump @babel/core from 7.12.13 to 7.12.16,Merge pull request #12661 from webpack/dependabot/npm_and_yarn/babel/core-7.12.16,chore(deps-dev): bump @babel/core from 7.12.13 to 7.12.16
2857,chore(deps-dev): bump eslint from 7.19.0 to 7.20.0,Bumps eslint from 7.19.0 to 7.20.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump eslint from 7.19.0 to 7.20.0,Bumps eslint from 7.19.0 to 7.20.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2858,chore(deps-dev): bump @types/node from 14.14.25 to 14.14.27,Bumps @types/node from 14.14.25 to 14.14.27. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump @types/node from 14.14.25 to 14.14.27,Bumps @types/node from 14.14.25 to 14.14.27. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2859,chore(deps-dev): bump @babel/core from 7.12.13 to 7.12.16,Bumps @babel/core from 7.12.13 to 7.12.16. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump @babel/core from 7.12.13 to 7.12.16,Bumps @babel/core from 7.12.13 to 7.12.16. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2860,Merge pull request #12654 from webpack/feature/better-libraries,,Merge pull request #12654 from webpack/feature/better-libraries,
2861,Merge pull request #12657 from Knagis/lazy-ie11,Fix lazy compilation not-supported error message on IE11,Merge pull request #12657 from Knagis/lazy-ie11,Fix lazy compilation not-supported error message on IE11
2862,Merge pull request #12658 from webpack/hint/stats-children,hint about how to show child errors and warnings,Merge pull request #12658 from webpack/hint/stats-children,hint about how to show child errors and warnings
2863,add support for libraries combined with iife: false,fix missing runtime requirement for system.js context fix inlining of modules when conflicting symbols are defined on top-level,add support for libraries combined with iife: false,fix missing runtime requirement for system.js context fix inlining of modules when conflicting symbols are defined on top-level
2864,fix incorrect parsing of define functions,fix invalid code when using declaring local modules and arrow functions are supported,fix incorrect parsing of define functions,fix invalid code when using declaring local modules and arrow functions are supported
2865,Merge pull request #12632 from fcaminada/fixUnhandedPromise,,Merge pull request #12632 from fcaminada/fixUnhandedPromise,
2866,Merge pull request #12642 from david-fong/singlequoted-json-marshalling,,Merge pull request #12642 from david-fong/singlequoted-json-marshalling,
2867,hint about how to show child errors and warnings,fixes #12653,hint about how to show child errors and warnings,fixes #12653
2868,Fix lazy compilation error message on IE11,,Fix lazy compilation error message on IE11,
2869,Merge pull request #10825 from jeffin143/reslove-alias-test,,Merge pull request #10825 from jeffin143/reslove-alias-test,
2870,fix backslash-escaping string replace,"Thanks, sokra! Co-authored-by: Tobias Koppers tobias.koppers@googlemail.com",fix backslash-escaping string replace,"Thanks, sokra! Co-authored-by: Tobias Koppers tobias.koppers@googlemail.com"
2871,handle escaping + update jest snapshot,,handle escaping + update jest snapshot,
2872,Use single-quoted string for JSON marshalling,See #12641,Use single-quoted string for JSON marshalling,See #12641
2873,chore(deps-dev): bump ts-loader from 8.0.16 to 8.0.17,Bumps ts-loader from 8.0.16 to 8.0.17. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump ts-loader from 8.0.16 to 8.0.17,Bumps ts-loader from 8.0.16 to 8.0.17. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2874,Merge pull request #12639 from webpack/feature/library-module,,Merge pull request #12639 from webpack/feature/library-module,
2875,Returning thrown error to prevent unhandled promise,Throwing error when loaded module has errors Adding newline at the end of the index.js file Changing test logic to address error on cached tests,Returning thrown error to prevent unhandled promise,Throwing error when loaded module has errors Adding newline at the end of the index.js file Changing test logic to address error on cached tests
2876,Merge pull request #12647 from webpack/bugfix/empty-entry,,Merge pull request #12647 from webpack/bugfix/empty-entry,
2877,Merge pull request #12648 from webpack/bugfix/entries-side-effect-free,enforce side-effects on async entries similar to normal entrypoints,Merge pull request #12648 from webpack/bugfix/entries-side-effect-free,enforce side-effects on async entries similar to normal entrypoints
2878,enforce side-effects on async entries similar to normal entrypoints,fixes #12646,enforce side-effects on async entries similar to normal entrypoints,fixes #12646
2879,fix crash when all modules of an entrypoint fail resolving and another entrypoint dependOn it,,fix crash when all modules of an entrypoint fail resolving and another entrypoint dependOn it,
2880,Merge pull request #12625 from webpack/dependabot/npm_and_yarn/mini-css-extract-plugin-1.3.6,chore(deps-dev): bump mini-css-extract-plugin from 1.3.5 to 1.3.6,Merge pull request #12625 from webpack/dependabot/npm_and_yarn/mini-css-extract-plugin-1.3.6,chore(deps-dev): bump mini-css-extract-plugin from 1.3.5 to 1.3.6
2881,Merge pull request #12636 from webpack/dependabot/npm_and_yarn/graceful-fs-4.2.6,chore(deps): bump graceful-fs from 4.2.5 to 4.2.6,Merge pull request #12636 from webpack/dependabot/npm_and_yarn/graceful-fs-4.2.6,chore(deps): bump graceful-fs from 4.2.5 to 4.2.6
2882,"add very basic library type ""module""",,"add very basic library type ""module""",
2883,newline fixes for startup code,,newline fixes for startup code,
2884,add COMMON_LIBRARY_NAME_MESSAGE to all libraries,,add COMMON_LIBRARY_NAME_MESSAGE to all libraries,
2885,add renderStartup hook,,add renderStartup hook,
2886,"add ""first"" to SetHelpers",,"add ""first"" to SetHelpers",
2887,allow module inlining when exports is used,,allow module inlining when exports is used,
2888,chore(deps): bump graceful-fs from 4.2.5 to 4.2.6,Bumps graceful-fs from 4.2.5 to 4.2.6. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps): bump graceful-fs from 4.2.5 to 4.2.6,Bumps graceful-fs from 4.2.5 to 4.2.6. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2889,Merge pull request #12631 from webpack/feature/resolve-hint,add some better hints when resolving fails,Merge pull request #12631 from webpack/feature/resolve-hint,add some better hints when resolving fails
2890,add some better hints when resolving fails,,add some better hints when resolving fails,
2891,Merge pull request #12628 from webpack/dependabot/npm_and_yarn/ts-loader-8.0.16,chore(deps-dev): bump ts-loader from 8.0.14 to 8.0.16,Merge pull request #12628 from webpack/dependabot/npm_and_yarn/ts-loader-8.0.16,chore(deps-dev): bump ts-loader from 8.0.14 to 8.0.16
2892,Merge pull request #12630 from webpack/dependabot/npm_and_yarn/husky-5.0.9,chore(deps-dev): bump husky from 4.3.8 to 5.0.9,Merge pull request #12630 from webpack/dependabot/npm_and_yarn/husky-5.0.9,chore(deps-dev): bump husky from 4.3.8 to 5.0.9
2893,Merge pull request #12626 from webpack/dependabot/npm_and_yarn/css-loader-5.0.2,chore(deps-dev): bump css-loader from 5.0.1 to 5.0.2,Merge pull request #12626 from webpack/dependabot/npm_and_yarn/css-loader-5.0.2,chore(deps-dev): bump css-loader from 5.0.1 to 5.0.2
2894,Merge pull request #12627 from webpack/ci/actions,github actions,Merge pull request #12627 from webpack/ci/actions,github actions
2895,chore(deps-dev): bump husky from 4.3.8 to 5.0.9,Bumps husky from 4.3.8 to 5.0.9. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump husky from 4.3.8 to 5.0.9,Bumps husky from 4.3.8 to 5.0.9. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2896,chore(deps-dev): bump ts-loader from 8.0.14 to 8.0.16,Bumps ts-loader from 8.0.14 to 8.0.16. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump ts-loader from 8.0.14 to 8.0.16,Bumps ts-loader from 8.0.14 to 8.0.16. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2897,github actions,,github actions,
2898,chore(deps-dev): bump css-loader from 5.0.1 to 5.0.2,Bumps css-loader from 5.0.1 to 5.0.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump css-loader from 5.0.1 to 5.0.2,Bumps css-loader from 5.0.1 to 5.0.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2899,chore(deps-dev): bump mini-css-extract-plugin from 1.3.5 to 1.3.6,Bumps mini-css-extract-plugin from 1.3.5 to 1.3.6. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump mini-css-extract-plugin from 1.3.5 to 1.3.6,Bumps mini-css-extract-plugin from 1.3.5 to 1.3.6. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2900,Merge pull request #12618 from webpack/dependabot/npm_and_yarn/eslint-plugin-jsdoc-31.6.1,chore(deps-dev): bump eslint-plugin-jsdoc from 31.6.0 to 31.6.1,Merge pull request #12618 from webpack/dependabot/npm_and_yarn/eslint-plugin-jsdoc-31.6.1,chore(deps-dev): bump eslint-plugin-jsdoc from 31.6.0 to 31.6.1
2901,Merge pull request #12622 from webpack/ci/node-15,run tests on node 15,Merge pull request #12622 from webpack/ci/node-15,run tests on node 15
2902,run tests on node 15,fix test case,run tests on node 15,fix test case
2903,5.21.2,,5.21.2,
2904,Merge pull request #12621 from webpack/dependabot/npm_and_yarn/watchpack-2.1.1,chore(deps): bump watchpack from 2.1.0 to 2.1.1,Merge pull request #12621 from webpack/dependabot/npm_and_yarn/watchpack-2.1.1,chore(deps): bump watchpack from 2.1.0 to 2.1.1
2905,Merge pull request #12620 from webpack/bugfix/json-cache-and-shaking,fix json related tree shaking and caching problems,Merge pull request #12620 from webpack/bugfix/json-cache-and-shaking,fix json related tree shaking and caching problems
2906,chore(deps): bump watchpack from 2.1.0 to 2.1.1,Bumps watchpack from 2.1.0 to 2.1.1. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps): bump watchpack from 2.1.0 to 2.1.1,Bumps watchpack from 2.1.0 to 2.1.1. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2907,fix test case to not use whole namespace object,,fix test case to not use whole namespace object,
2908,fix json related tree shaking and caching problems,json with constructor property now caches correctly json generation with object prototype property now works correctly tree shaking json array when accessing length property now works correctly fix incorrect call context when calling properties on imports from CommonJS modules fixes #12615,fix json related tree shaking and caching problems,json with constructor property now caches correctly json generation with object prototype property now works correctly tree shaking json array when accessing length property now works correctly fix incorrect call context when calling properties on imports from CommonJS modules fixes #12615
2909,chore(deps-dev): bump eslint-plugin-jsdoc from 31.6.0 to 31.6.1,Bumps eslint-plugin-jsdoc from 31.6.0 to 31.6.1. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump eslint-plugin-jsdoc from 31.6.0 to 31.6.1,Bumps eslint-plugin-jsdoc from 31.6.0 to 31.6.1. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2910,5.21.1,,5.21.1,
2911,fixes #12608,,fixes #12608,
2912,Merge pull request #12605 from webpack/dependabot/npm_and_yarn/graceful-fs-4.2.5,chore(deps): bump graceful-fs from 4.2.4 to 4.2.5,Merge pull request #12605 from webpack/dependabot/npm_and_yarn/graceful-fs-4.2.5,chore(deps): bump graceful-fs from 4.2.4 to 4.2.5
2913,5.21.0,,5.21.0,
2914,Merge pull request #12604 from webpack/bugfix/cache-inf-loop,fix infinite loop in defaulting,Merge pull request #12604 from webpack/bugfix/cache-inf-loop,fix infinite loop in defaulting
2915,chore(deps): bump graceful-fs from 4.2.4 to 4.2.5,Bumps graceful-fs from 4.2.4 to 4.2.5. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps): bump graceful-fs from 4.2.4 to 4.2.5,Bumps graceful-fs from 4.2.4 to 4.2.5. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2916,fix infinite loop in defaulting,,fix infinite loop in defaulting,
2917,Merge pull request #12600 from webpack/dependabot/npm_and_yarn/date-fns-2.17.0,chore(deps-dev): bump date-fns from 2.16.1 to 2.17.0,Merge pull request #12600 from webpack/dependabot/npm_and_yarn/date-fns-2.17.0,chore(deps-dev): bump date-fns from 2.16.1 to 2.17.0
2918,Merge pull request #12603 from webpack/dependabot/npm_and_yarn/lint-staged-10.5.4,chore(deps-dev): bump lint-staged from 10.5.3 to 10.5.4,Merge pull request #12603 from webpack/dependabot/npm_and_yarn/lint-staged-10.5.4,chore(deps-dev): bump lint-staged from 10.5.3 to 10.5.4
2919,Merge pull request #12601 from webpack/feature/error-details-auto,,Merge pull request #12601 from webpack/feature/error-details-auto,
2920,chore(deps-dev): bump lint-staged from 10.5.3 to 10.5.4,Bumps lint-staged from 10.5.3 to 10.5.4. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,chore(deps-dev): bump lint-staged from 10.5.3 to 10.5.4,Bumps lint-staged from 10.5.3 to 10.5.4. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com
2921,Merge pull request #12602 from webpack/feature/base-uri,add __webpack_base_uri__ to change base URI at runtime,Merge pull request #12602 from webpack/feature/base-uri,add webpack_base_uri to change base URI at runtime
2922,fix snapshot,,fix snapshot,
2923,add to change base URI at runtime,fix missing runtime requirement for base uri,add to change base URI at runtime,fix missing runtime requirement for base uri
2924,export type only,,export type only,
2925,export MultiStats type,,export MultiStats type,
2926,Merge pull request #12228 from davidhouweling/fix/typings-for-stats,,Merge pull request #12228 from davidhouweling/fix/typings-for-stats,
