Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
294,Appease Rubocop,0.8840293,Appease Rubocop (#139),,1
295,Update history to reflect merge of #197 [ci skip],0.49773416,Update CI status badge (#363),[ci skip],0
296,Make posts limit configurable (#314),1.0,Make posts limit configurable (#314),Merge pull request 73,1
297,Update history to reflect merge of #139 [ci skip],0.49060756,Update CI status badge (#363),,0
298,Merge pull request #83 from jekyll/use-module#method-defined,0.56320703,Use Module#method_defined? (#83),,0
299,simplify author,0.5339177,Simplify minify regular expression (#141),[ci skip],0
300,add title to feed meta tag,0.9208237,Add title to feed meta output,Merge pull request 67,1
301,docs: typo,0.51557803,Correct typo in tests (#102),"While we do not want to collapse whitespace inside the post content (for fear of screwing with the inside of a <pre> block), there is no reason we would want to keep leading/trailing whitespace",0
302,Use post_author_name when a string is needed,0.5578747,Feed entries must contain <author> (#152),,0
303,use our baseurl,0.7565906,Assign url_base before first usage (#133),,1
304,Use the image path if available,0.6919608,Support image.path when post.image is an object (#137),,0
305,Update history to reflect merge of #162 [ci skip],0.50326705,Update CI status badge (#363),[ci skip],0
306,Merge pull request #106 from jekyll/pr/author,0.60786504,Moved to @jekyll org (#3),,0
307,Update history to reflect merge of #248 [ci skip],0.5357695,Update CI status badge (#363),,0
308,Update history to reflect merge of #332 [ci skip],0.5405734,Update CI status badge (#363),,0
309,Update history to reflect merge of #363 [ci skip],0.60455096,Update CI status badge (#363),,0
310,namespace as JekyllFeed,0.7993091,Namespace as JekyllFeed (#151),Merge pull request 68,1
311,moves url_base assignment to before first usage,0.86896634,Assign url_base before first usage (#133),,1
312,Feed title now uses site.title with a fallback for site.name.,0.78354925,"Feed uses site.title, or site.name if title doesn't exist (#72)",,1
313,Update history to reflect merge of #141 [ci skip],0.51426023,Update CI status badge (#363),,0
314,Release: v0.12.1,0.897193,Release: v0.12.0 (#271),Add failing excerpt tests,1
315,Merge pull request #247 from jekyll/pull/fix-defaults,0.6448659,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
316,failing whitespace test,0.46367565,Fix mangling of whitespace when site.lang is set (#110),"it seems blank is part of a rails integration, as #blank? is part of ActiveSupport (or similar) and not a part of Ruby itself.",0
317,Merge pull request #32 from pathawks/escape,0.43671498,Escape image URL (#209),,0
318,Update README with feed_path info,0.66551816,"Custom feed path support (#54, props @orderedlist)",,0
319,Add media:content tag (#290),1.0000002,Add media:content tag (#290),,1
320,Merge pull request #67 from pathawks/strip_newlines,0.55496836,Strip newlines (#13),,0
321,Merge pull request #41 from jekyll/limit,0.5996961,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),feed.xml: check to ensure the post excerpt isn't blank before outputting,0
322,feed.xml: check to ensure the post excerpt isn't blank before outputting,0.6508757,"Check to ensure the post excerpt isn't blank before outputting (#57, props @parkr)",,0
323,summary,0.4758143,Categories and collections (#228),,0
324,feed_meta Should include baseurl,0.71537244,Use absolute_url to generate the feed_meta url (#150),Custom feed path setting,1
325,Merge pull request #33 from pathawks/prepend,0.3712083,Add support for drafts (#316),Because dumb.,0
326,initial commit,0.41854253,And so it begins,,0
327,"Update test to expect type=""html",0.5343455,Test feeds that have a site.lang (#164),,0
328,chore: use Dir class to list files (#309),0.8444645,Use Dir to list source files (#309),Start the fix to failing test in #54.,1
329,style: immutable constant,0.30580428,Simplify minify regular expression (#141),,0
330,DRY up and add more doc,0.91069615,DRY up and add more doc (#120),,1
331,Fold private methods into the :render method as local variables (#327),1.0,Fold private methods into the :render method as local variables (#327),,1
332,Switched xml_escape for <![CDATA[]]> for post content (#332),0.99999994,Switched xml_escape for <![CDATA[]]> for post content (#332),,1
333,Merge pull request #17 from pathawks/remove-unused-permalink,0.42455447,Removed frontmatter from template (#12),,0
334,Fix broken test,0.50716424,Correct typo in tests (#102),Loosen Jekyll Version Requirements.,0
335,Update history to reflect merge of #232 [ci skip],0.50433314,Update CI status badge (#363),,0
336,add travis badge,0.6234792,Bump Ruby for Travis (#188),,0
337,Only test against Jekyll 3,0.96671665,Only test against Jekyll 3 (#99),,1
338,Remove references to English,0.43414393,Refactor to remove redundant calls and variables (#240),,0
339,Merge pull request #103 from jekyll/pr/quiet-warnings,0.5651052,Drop support for Jekyll 2 (#105),,0
340,remove stray slash,0.6941853,Remove trailing slash from feed ID (#159),,0
341,Remove line that did nothing,0.5509528,Replace newlines with spaces in title and summary elements (#67),,0
342,remove frontmatter,0.7953734,Removed frontmatter from template (#12),Add title to the feed meta tag,1
343,Use strip filter on title and summary,0.55381817,Add support for page.description in front matter to become entry <summary> (#297),,0
344,Update history to reflect merge of #370 [ci skip],0.5865448,Update CI status badge (#363),,0
345,Release :gem: v0.4.0,0.7077502,Release: v0.12.0 (#271),,1
346,Release v0.5.1,0.84894526,Release: v0.12.0 (#271),Use uri in all places,1
347,Update history to reflect merge of #102 [ci skip],0.5499274,Update CI status badge (#363),,0
348,Release :gem: v0.8.0,0.70937514,Release: v0.12.0 (#271),Fix Liquid error,1
349,Failing test: Do not output blank title,0.5154723,Correct typo in tests (#102),,0
350,Add vendor/ to .gitignore.,0.4975114,Add workflow to release gem via GH Action (#355),,0
351,Simplify testing feed_meta tag,0.9717554,Simplify testing feed_meta tag (#101),,1
352,Update LICENSE.txt,0.48409718,Update CI status badge (#363),,0
353,"its an attribute, not a tag",0.44653153,Add xml:base to content tag for relative urls (#43),Fix author uri tag,0
354,Remove front matter from template,0.9076427,Removed frontmatter from template (#12),,1
355,chore(deps): bump Ruby versions,0.6113316,Rubocop: Target Ruby 2.2 (#195),,0
356,Read atom.xml in test for feed path,0.5929694,Simplify testing feed_meta tag (#101),Use jekyll-last-modified-at for updated date,0
357,Merge pull request #24 from jekyll/atom,0.6117284,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),Better author support,0
358,properly call site.github.url,0.5564579,Use author.uri in all places (https://github.com/jekyll/jekyll-feed/pull/45),,0
359,Make use of default filter,0.71050906,Use smartify filter (#117),Add xml:base attribute to the feed tag,1
360,Update history to reflect merge of #305 [ci skip],0.5383397,Update CI status badge (#363),,0
361,Merge pull request #54 from orderedlist/ol-feed-path-setting,0.6530875,"Custom feed path support (#54, props @orderedlist)",,0
362,Add test for  whitespace,0.53644705,Use new normalize_whitespace filter (#143),,0
363,chore(deps): require Ruby >=2.4.0 (#307),0.81926906,Require Ruby >=2.4.0 (#307),,1
364,Merge pull request #34 from pathawks/feed-content,0.48237336,Fix feed link when post title contains HTML (#305),,0
365,Fix stylesheet test,0.6045755,style: fix offenses in specs (#248),,0
366,Allow absolute URLs for image,0.61472046,Use absolute_url to generate the feed_meta url (#150),Limit feed to 10 posts,0
367,Merge pull request #141 from jekyll/pr/regex,0.5604304,Moved to @jekyll org (#3),,0
368,fix  template for posts with post.lang defined,0.8712358,"fix  template for posts with post.lang defined (#168, props @jokester)",,1
369,Use Jekyll v3.0.0.beta8,0.81513375,Allow Jekyll v4 (still alpha),,1
370,set -e on cibuild,0.41661257,dev: update CI and style settings (#258),,0
371,Define path with __dir (#187),1.0,Define path with __dir (#187),XML escape the ID field,1
372,Merge pull request #100 from jekyll/pr/fallback-title,0.55810463,Moved to @jekyll org (#3),,0
373,Upgrade to Rake 13 to fix master (#381),0.44901794,Release: v0.12.0 (#271),,0
374,Feed entries must contain an author,0.90327895,Feed entries must contain <author> (#152),Render post content prior to feed generation,1
375,Release :gem: v0.9.1,0.7257495,Release: v0.12.0 (#271),,1
376,add feed_meta tag,0.9372474,Add feed_meta tag (#25),,1
377,Add published date,0.5227811,"Support for extended author information (#31) and jekyll-last-modified updated times, if present (#42), both props @pathawks.",,0
378,add support for categories frontmatter (#153),0.81954837,add support for categories (#153) (#233),,1
379,implement more of the spec,0.5491651,style: fix offenses in specs (#248),Refactor feed.xml to use prepend,0
380,Add Ruby 2.2 because Jekyll supports it.,0.8223572,Re-introduce Ruby 2.3 support and test Jekyll 3.7+ (#272),,1
381,Update history to reflect merge of #159 [ci skip],0.5095955,Update CI status badge (#363),Rename to Jekyll Feed,0
382,Update history to reflect merge of #137,0.46757752,Markdownify content prior to generation (#37),,0
383,test: use categories in post (#249),1.0000001,test: use categories in post (#249),Remove references to jekyll-sitemap,1
384,Update history to reflect merge of #67,0.5049419,Replace newlines with spaces in title and summary elements (#67),,0
385,chore(release): :gem: 0.14.0,0.6465887,Release: v0.12.0 (#271),Escape every string before output,0
386,Update history to reflect merge of #316 [ci skip],0.54612726,Update CI status badge (#363),,0
387,Merge pull request #75 from pathawks/i18n,0.41029543,Excerpt only flag (#287),,0
388,Remove redundant CI entries,0.56140244,Refactor to remove redundant calls and variables (#240),,0
389,Bump development dependencies,0.6322651,Development Fixes,add trailing slash back in,0
390,Make feed_path specs pass,0.6724823,"Custom feed path support (#54, props @orderedlist)",,0
391,Update history to reflect merge of #133 [ci skip],0.50727147,Update CI status badge (#363),,0
392,even more validation,0.5058057,Validate the resulting feed (#21),,0
393,chore(ci): test against latest versions,0.49396938,Simplify testing feed_meta tag (#101),,0
394,Update history to reflect merge of #230 [ci skip],0.49160206,Update CI status badge (#363),Use Atom template for feed,0
395,chore(deps): :up: jekyll-rubocop 0.4,0.6110618,Drop support for Jekyll 2 (#105),,0
396,Merge pull request #101 from jekyll/pr/test-tag,0.5862179,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
397,Remove check for older version of Jekyll (#234),1.0,Remove check for older version of Jekyll (#234),,1
398,Update history to reflect merge of #120 [ci skip],0.5201547,Markdownify content prior to generation (#37),,0
399,Quiet known warnings,0.7859974,Quiet known warnings in tests (#103),Add feed_meta tag,1
400,Update history to reflect merge of #306 [ci skip],0.54653347,Update CI status badge (#363),,0
401,Strip leading/trailing spaces from post content,0.56470466,"Check to ensure the post excerpt isn't blank before outputting (#57, props @parkr)",,0
402,Add tests for #72.,0.51264536,test: use categories in post (#249),,0
403,Test on both stable and beta.,0.5845244,Quiet known warnings in tests (#103),,0
404,closer to validation,0.55037344,Validate the resulting feed (#21),,0
405,add tags,0.7577697,add support for tags (#264),,1
406,Release :gem: v0.17.0,0.70961267,Release: v0.12.0 (#271),,1
407,Merge pull request #138 from arsmentis/fix-site-time-bug,0.4307779,"Don't set @site.config[""time""] on feed generation (#138)",,0
408,Fix test by escaping XML,0.6752978,XML escape the ID field (#39),,0
409,Release :gem: 0.11 (#241),0.7894533,Release: v0.12.0 (#271),,1
410,Excerpt only flag (#287),1.0,Excerpt only flag (#287),,1
411,Merge pull request #25 from jekyll/tag,0.57643247,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
412,add a test to confirm images as objects,0.51731604,Support image.path when post.image is an object (#137),,0
413,Merge pull request #150 from jekyll/use-absolute-url,0.55982155,Use absolute_url to generate the feed_meta url (#150),,0
414,Break classes into seperate files,0.31254816,Categories and collections (#228),,0
415,Merge pull request #10 from pathawks/fix-content-type,0.48552048,Fix feed link when post title contains HTML (#305),,0
416,Update travis config.,0.5202892,Bump Ruby for Travis (#188),,0
417,Merge pull request #105 from jekyll/pr/jekyll3,0.6832887,Fix liquid error in Jekyll 3+ (https://github.com/jekyll/jekyll-feed/pull/49),,0
418,Merge pull request #168 from jokester/fix-entry-lang,0.49244,"fix  template for posts with post.lang defined (#168, props @jokester)",,0
419,Update history to reflect merge of #106 [ci skip],0.57059354,Update CI status badge (#363),,0
420,Dont forget about categories (#233),0.7385734,Categories and collections (#228),,1
421,Find author by reference,0.9253745,Find author by reference (#106),Validate the resulting feed,1
422,Start the fix to failing test in #54.,0.5051911,Quiet known warnings in tests (#103),Remove line that did nothing,0
423,fix: ruby-version 💎,0.71208274,Require Ruby 2.3 (#222),Update README.md,1
424,Resolve merge conflicts,0.3480624,Development Fixes,,0
425,Use absolute_url filter,0.6839318,Use absolute_url to generate the feed_meta url (#150),,0
426,chore(ci): bundler,0.45490497,Categories and collections (#228),Fix content type,0
427,no need to escape HTML,0.6111114,"Use type=""html"" to skirt around double escaping problem (#127)",Do not strip newlines from post content,0
428,Merge branch 'master' into pr/double-slash,0.3625095,Simplify minify regular expression (#141),,0
