Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
FIX UserWarning when using ASGI mode (#2091),0.73707163,2091 Fix UserWarning in ASGI mode for missing slots,Co-authored-by: Adam Hopkins admhpkns@gmail.com,1
fixing static request handler logging exception on 404 (#2099),0.9542594,2099 Fix static request handler logging exception on 404,"fixing static request handler logging exception when not necessary, adding test to verify exception is gone on 404 Fixup tests Fix tests resolve test failure Co-authored-by: Adam Hopkins admhpkns@gmail.com",1
Update outdated handle_request docstring (#2100),0.6368093,2533 Refactor _static_request_handler,,0
deprecate abort (#2077),0.58707845,sanic.exceptions.abort,,0
Allow case-insensitive HTTP Upgrade header (#2097),0.96929896,2097 Allow case-insensitive HTTP Upgrade header,Allow case-insensitive HTTP Upgrade header Allow case-insensitive Upgrade header when checking the scheme Fix reference to headers Add None check Simplify HTTP Upgrade checks Fix newlines at end of file Run make pretty,1
Bump version:,0.44370046,A re-do of the 19.03 release ,,0
Make sure that blueprints with no slash is maintained when applied (#2085),0.91889226,2085 Make sure that blueprints with no slash is maintained when applied,Make sure that blueprints with no slash is maintained when applied Remove unneeded import,1
Disable response timeout on websocket connections (#2081),0.979571,2081 Disable response timeout on websocket connections,Disable response timeout on websocket connections Add response timeout ignore test to websockets add logging assertion Move test items inside test context,1
CHANGELOG for 21.3.1,0.73628557,Full Changelog: link,,1
Static dir 2075 (#2076),0.5983112,2506 Use pathlib for path resolution (for static file serving),Add support for nested static directories Add support for nested static directories Bump version 21.3.1,0
Update sanic-org URL on setup.py,0.5478029,1470 make Sanic.create_server return an asyncio.Server,,0
Prepare for 21.3 release (#2057),0.6194309,Rerelease of v21.9.2 with some cleanup,Prepare for release Add to changelog recent PRs add missing changelog items and update contributing docs Add 2061 add 2060 to changelog Add 20.12.3 to changelog Add #2064 to changelog Do not show host and port in README Add some documentation PRs to changelog add new decorators to changelog Add 2063 Add some PRs to misc,0
fix?: recursion error on Sanic subclass initialisation (#2072),0.5557354,2119 Alternatate classes on instantiation for Config and Sanic.ctx,fix?: recursion error on Sanic subclass init tests: add test case for sanic subclass initialisation Remove BaseSanic metaclass Co-authored-by: Adam Hopkins admhpkns@gmail.com,0
Perf improv (#2074),0.36583912,2517 #2536 Add some type hints,handler improvements for performance Resovle tests Linting Add tests,0
RFC/1684 Context objects (#2063),0.66552716,2063 App and connection level context objects,Initial setup connection context Add tests move ctx to conn_info Move setattr for fake_slots check into base calss,0
Update CODEOWNERS,0.47915143,2038 Codecov configuration updates,,0
Add convenience decorators for new listeners (#2064),0.67023814,"Event listeners (like `before_start, after_start etc.) are now handled through decorators #408 (Thanks to @agoose77)",,0
Add signal reservations (#2060),0.56503946,2042 #2060 #2061 Introduce Signals API,Add signal reservations Simplify reservations,0
Add add_signal method (#2061),0.59235877,2042 #2060 #2061 Introduce Signals API,,0
RFC/1630 Signals (#2042),0.5424895,2042 #2060 #2061 Introduce Signals API,Temp working version of initial signal api fix signals router finalizing Additional tests Add event test finalize test remove old comment Add some missing annotations multiple apps per BP support deepsource? rtemove deepsource nominal change fix blueprints test trivial change to trigger build signal docstring squash squash Add a couple new tests Add some suggestions from review Remove inaccessible code Change where to condition,0
Add name to Sanic instance in Hello World Example (#2058),0.5456296,1866 Add sanic as an entry point command,,0
JSON encoder change via app (#2055),0.9289558,2055 JSON encoder change via app,,1
Make get_app name optional (#2053),0.9186826,2053 Make get_app name argument optional,,1
Fix some examples and docs (#2052),0.90210444,2052 Fix some examples and docs,,1
Find packages (#2049),0.64069736,2049 Updated setup.py to use find_packages,Error when installing from master because some packages ('models' & 'mixins') are not being included.,0
GIT-2045: enable versioning and strict slash on BlueprintGroup (#2047),0.9101453,2047 Enable versioning and strict slash on BlueprintGroup,GIT-2045: enable versioning and strict slash on BlueprintGroup GIT-2045: convert named tuple into typed format + unit tests GIT-2045: add example code for versioned bpg GIT-2045: None value for strict slashes check GIT-2045: refactor handler types and add benchmark for urlparse GIT-2045: reduce urlparse benchmark iterations GIT-2045: add unit test and url merge behavior GIT-2045: cleanup example code and remove print GIT-2045: add test for slash duplication avoidence GIT-2045: fix issue with tailing / getting appended GIT-2045: use Optional instead of Union for Typing GIT-2045: use string for version arg GIT-2045: combine optional with union,1
Create CODEOWNERS,0.42301655,Developer infrastructure,,0
chore: refactor code quality issues (#2044),0.5966616,2044 Code cleanup and refactoring,,0
Update conf.py,0.6910298,Config using from_pyfile,,0
Add str and repr to Sanic and Bluepring (#2043),0.8189305,2043 Add str and repr to Sanic and Blueprint,,1
Add raw header info to request object (#2032),0.97140086,2032 Add raw header info to request object,,1
Change order of Docs index,0.3379877,2662 Add basic file browser (HTML page) and auto-index serving,,0
Docs changes for RTD,0.5149622,2052 Fix some examples and docs,,0
Update Sphinx docs to use README,0.76458967,"Greatly improved documentation along with sphinx compatibility (#229, thanks to @kdelwat)",,1
Router tweaks (#2031),0.75742865,2010 #2031 New startup-optimized router,"Add trailing slash when defined and strict_slashes Add partial matching, and fix some issues with url_for Cover additional edge cases cleanup tests",1
Listeners for main server process (#2018),0.96734476,2018 #2064 Listeners for main server process,Initial POC Add test case Resolve create_server and Gunicorn serve) add testr coverage,1
Merge pull request #2006 from sanic-org/docs-annotations,0.5260965,1218 Documentation for sanic.log.* is missing,API Docs & Annotations,0
Merge branch 'master' into docs-annotations,0.34038138,Fix build of latex documentation relating to markdown lists,,0
Update codecov.yml,0.67779446,2038 Codecov configuration updates,,0
Merge pull request #2038 from sanic-org/codecov,0.59956944,2038 Codecov configuration updates,Codecov,0
squash,0.28148216,sh,,0
Make codecov more lenient,0.61696935,Integrate with codecov for CI,,0
Merge branch 'docs-annotations' of github.com:sanic-org/sanic into docs-annotations,0.52102405,1218 Documentation for sanic.log.* is missing,,0
Add more py37 typing hacks,0.5617924,[#1970][] Add py.typed file,,0
Merge pull request #2037 from sanic-org/drop36-tox,0.49151823,To see the exhaustive list of pull requests included in this release see: ,Fix tox for Python3.6 drop support,0
Add support for 3.7 checking of mock transport,0.481488,Fix error where transport.get_extra_info returned None #717 ,,0
Merge branch 'master' into drop36-tox,0.32872888,2149 Remove Travis CI in favor of GitHub Actions,,0
Fix tox for Python3.6 drop support,0.6646253,2036 #2037 Drop Python 3.6 support,,0
Merge in changes from 3.6 drop,0.42477497,2306 Removal of deprecated items,,0
Merge pull request #2036 from sanic-org/drop-36,0.5092036,Major changes to bring sanic up to current. Please consult the changelog. There are breaking changes in this release; please continue to use 19.9.X or the previous 18.12.X LTS release which will continued to be supported until December 2021 for stability.,Remove Python 3.6 support,0
trivial,0.49793798,Miscellaneous,,0
Remove Python 3.6 support,0.7944336,2036 #2037 Drop Python 3.6 support,,1
Remove future annotations,0.43370768,"2193, #2196, #2217 Type annotation changes",,0
Cleanup type checking,0.4963447,[#1981][] Cleanup and remove deprecated code,,0
Resolve tests,0.52278864,2530 Do not include tests folder in installed package resolver,,0
Resolve merge conflict,0.37257683,Resolve warning issue with error handler mismatch warning ,,0
Merge pull request #2010 from sanic-org/sanic-routing,0.6153007,2178 Update sanic-routing to allow for better splitting of complex URI templates,Sanic routing,0
Merge branch 'master' into sanic-routing,0.51253045,2178 Update sanic-routing to allow for better splitting of complex URI templates,,0
Merge branch 'master' of github.com:sanic-org/sanic,0.42444742,"Sanic.start_method = ""fork""",,0
Update changelog,0.72357124,Full Changelog: link,,1
Merge branch 'master' of github.com:sanic-org/sanic into sanic-routing,0.5046157,2178 Update sanic-routing to allow for better splitting of complex URI templates,,0
Merge pull request #2024 from sanic-org/fix-uvloop-version,0.6714257,2598 Change uvloop requirement to >=0.15.0,Fix uvloop to 0.14.0,0
Change uvloop ro range,0.65329784,2264 Optional uvloop by configuration,,0
test coverage,0.558947,Improved codebase test coverage from 81% to 91%.,,0
Add some test coverage,0.5596131,Improved codebase test coverage from 81% to 91%.,,0
Merge in latest from sanic-routing branch,0.55716354,"sanic-routing#47 Add a new extention parameter type: , , , , , ",,0
Fix uvloop to 0.14.0,0.8669149,2598 Change uvloop requirement to >=0.15.0,,1
Resolve test suite,0.5308685,2530 Do not include tests folder in installed package resolver,,0
static performance increase,0.46987662,2074 Performance adjustments in handle_request_,,0
test coverage with param change,0.46604216,2287 Update host test function names so they are not overwritten,,0
Temp performance testing,0.2951869,2194 HTTP unit tests with raw client,,0
worker,0.44005808,A gunicorn worker! #545 (Thanks to @messense),,0
ASGI working,0.72746265,1475 ASGI support (Beta),,1
debug and working stage--squash,0.3673215,Bugfixes,,0
Resolve some more tests,0.495143,Resolves #2477 and #2478 ,,0
interim,0.40728956,Miscellaneous,,0
Clean up use cases,0.49752694,2044 Code cleanup and refactoring,,0
Clean up use cases:,0.4925992,2044 Code cleanup and refactoring,,0
fix method ignore on websocket route,0.67958856,1760 Add version parameter to websocket routes,,0
Merge pull request #2014 from sanic-org/test-manager-fix,0.5269046,2009 Remove Sanic test client to its own package,Fix typo in asgi client,0
Fix typo in asgi client,0.6943599,2350 Fix link in README for ASGI,,0
Add more documentationand type annotations,0.72577095,2006 Upgraded type annotations and improved docstrings and API documentation,,1
Additonal annotations,0.5517421,"2279, #2317, #2322 Add/correct missing type annotations",,0
Merge pull request #2012 from sanic-org/testing-manage-2011,0.48262167,2009 Remove Sanic test client to its own package,Testing manage 2011,0
Add in sanic-routing branch,0.7669985,"sanic-routing#47 Add a new extention parameter type: , , , , , ",,1
Merge branch 'master' into testing-manage-2011,0.31540963,2612 Add CI testing for Python 3.11,,0
Merge pull request #2013 from sanic-org/ahopkins-patch-1,0.46875292,This pull request encompasses a lot of bug fixes among other things.,Create codeql-analysis.yml,0
Update codeql-analysis.yml,0.5989214,2013 Add codeql to CI pipeline,,0
Create codeql-analysis.yml,0.61596507,2013 Add codeql to CI pipeline,,0
Adds testing manager to testing client property,0.4733849,App object now has a flask-like test_client property #431 (Thanks to @subyraman),,0
Remove test client (#2009),0.6489935,2009 Remove Sanic test client to its own package,Initial remove testmanager Resolve tests,0
Add SanicBase,0.5632037,Major changes to bring sanic up to current. Please consult the changelog. There are breaking changes in this release; please continue to use 19.9.X or the previous 18.12.X LTS release which will continued to be supported until December 2021 for stability.,,0
Finish moving some more logic to mixins,0.60903454,Moves common logic between Blueprint and Sanic into mixins,,0
Move logic into mixins,0.71056104,Moves common logic between Blueprint and Sanic into mixins,,1
Breakup App and Bluieprint,0.28857163,2666 Remove deprecated blueprintname property,,0
additional compat support,0.40353245,"2308 Auto extend application with Sanic Extensions if it is installed, and provide first class support for accessing the extensions",,0
Initial introduction of sanic-routing,0.57523453,2405 Upgrade tests for sanic-routing changes,,0
remove testmanager,0.47967744,2530 Do not include tests folder in installed package resolver,,0
Initial,0.36187354,@r0x0d made their first contribution in link,,0
Set 21.3 alpha version,0.55806494,Version 21.9,,0
Add request.id (#2005),0.71194625,2005 New Request.id property,,1
Allow Pathlib Path objects to be passed to app.static() helper  (#2008),0.976882,2008 Allow Pathlib Path objects to be passed to app.static() helper,Allow Pathlib Path objects to be passed to the app.static file endpoint register helper. fixed import sort Raise error if static file path is not an accepted object type Added more tests to improve coverage on the new type checks.,1
21.3 deprecations (#2007),0.7811471,2487 v22.6 deprecations and changes,Cleanup deprecations Remove config deprecations and fix config compat Add some tests and remove unneeded dependency Add some tests and remove unneeded dependency Remove pytest-dependency,1
Raise ValueError when cookie max-age is not an integer (#2001),0.9711077,2001 Raise ValueError when cookie max-age is not an integer,Raise valueerror when cookie max-age is not an integer,1
blueprints and compat docs,0.6177236,2184 Introduce implementation for copying a Blueprint,,0
Begin documentation and annotation backfill,0.55811167,Improved Documentation,,0
Streaming Server (#1876),0.7097951,1876 Unified streaming server,"Streaming request by async for. Make all requests streaming and preload body for non-streaming handlers. Cleanup of code and avoid mixing streaming responses. Async http protocol loop. Change of test: don't require early bad request error but only after CRLF-CRLF. Add back streaming requests. Rewritten request body parser. Misc. cleanup, down to 4 failing tests. All tests OK. Entirely remove request body queue. Let black f*ckup the layout Better testing error messages on protocol errors. Remove StreamBuffer tests because the type is about to be removed. Remove tests using the deprecated get_headers function that can no longer be supported. Chunked mode is now autodetected, so do not put content-length header if chunked mode is preferred. Major refactoring of HTTP protocol handling (new module http.py added), all requests made streaming. A few compatibility issues and a lot of cleanup to be done remain, 16 tests failing. Terminate check_timeouts once connection_task finishes. Code cleanup, 14 tests failing. Much cleanup, 12 failing... Even more cleanup and error checking, 8 failing tests. Remove keep-alive header from responses. First of all, it should say timeout= which wasn't the case with existing implementation, and secondly none of the other web servers I tried include this header. Everything but CustomServer OK. Linter Disable custom protocol test Remove unnecessary variables, optimise performance. A test was missing that body_init/body_push/body_finish are never called. Rewritten using receive_body and case switching to make it fail if bypassed. Minor fixes. Remove unused code. Py 3.8 check for deprecated loop argument. Fix a middleware cancellation handling test with py38. Linter 'n fixes Typing Stricter handling of request header size More specific error messages on Payload Too Large. Init http.response = None Messages further tuned. Always try to consume request body, plus minor cleanup. Add a missing check in case of close_if_idle on a dead connection. Avoid error messages on PayloadTooLarge. Add test for new API. json takes str, not bytes Default to no maximum request size for streaming handlers. Fix chunked mode crash. Header values should be strictly ASCII but both UTF-8 and Latin-1 exist. Use UTF-8B to cope with all. Refactoring and cleanup. Unify response header processing of ASGI and asyncio modes. Avoid special handling of StreamingHTTPResponse. 35 % speedup in HTTP/1.1 response formatting (not so much overall effect). Duplicate set-cookie headers were being produced. Cleanup processed_headers some more. Linting Import ordering Response middleware ran by async request.respond(). Need to check if transport is closing to avoid getting stuck in sending loops after peer has disconnected. Middleware and error handling refactoring. Linter Fix tracking of HTTP stage when writing to transport fails. Add clarifying comment Add a check for request body functions and a test for NotImplementedError. Linter and typing These must be tuples + hack mypy warnings away. New streaming test and minor fixes. Constant receive buffer size. 256 KiB send and receive buffers. Revert ""256 KiB send and receive buffers."" This reverts commit abc1e3edb21a5e6925fa4c856657559608a8d65b. app.handle_exception already sends the response. Improved handling of errors during request. An odd hack to avoid an httpx limitation that causes test failures. Limit request header size to 8 KiB at most. Remove unnecessary use of format string. Cleanup tests Remove artifact Fix type checking Mark test for skipping Cleanup some edge cases Add ignore_body flag to safe methods Add unit tests for timeout logic Add unit tests for timeout logic Fix Mock usage in timeout test Change logging test to only logger in handler Windows py3.8 logging issue with current testing client Add test_header_size_exceeded Resolve merge conflicts Add request middleware to hard exception handling Add request middleware to hard exception handling Request middleware on exception handlers Linting Cleanup deprecations Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com Co-authored-by: Adam Hopkins admhpkns@gmail.com",1
Update README,0.52557856,Fix doc for latest blueprint code,,0
20.12 lts (#1996),0.4986971,19.12.0 LTS,Bump to v20.12 Update Changelog 1993 Disable registry (#1994) Bump to v20.12 (#1987) Bump to v20.12 Update Changelog Add disable app registry squash Create FUNDING.yml (#1995),0
1989 Add disable app registry (#1993),0.9362422,1993 Add disable app registry,Bump to v20.12 Update Changelog Add disable app registry squash,1
Create FUNDING.yml (#1995),0.90991807,1995 Create FUNDING.yml,,1
Bump to v20.12 (#1987),0.5409955,2487 v22.6 deprecations and changes,Bump to v20.12 Update Changelog,0
Making static route more verbose if file not found (#1945),0.93420494,[#1945][] Static route more verbose if file not found,Co-authored-by: Adam Hopkins admhpkns@gmail.com,1
App registry (#1979),0.76792943,1993 Add disable app registry,Add app level registry Add documentation for app registry Remove unused import Add force_create keyword to Sanic.get_app Add force_commit to docs,1
Merge pull request #1984 from markgras/patch-1,0.53170025,To see the exhaustive list of pull requests included in this release see: ,Fix typo in routing.rst,0
Merge branch 'master' into patch-1,0.3003673,Rerelease of v21.9.2 with some cleanup,,0
Merge pull request #1983 from sinabeuro/dev-typo_doc_r0,0.48298508,2164 Fix typo in documentation,Remove duplicate contents in document,0
Merge branch 'master' into dev-typo_doc_r0,0.38819796,2164 Fix typo in documentation,,0
Merge pull request #1986 from huge-success/tox-reqs,0.46345446,To see the exhaustive list of pull requests included in this release see: ,Update reqs to get tox running,0
Turn off Appyveyor 3.9,0.5704379,1993 Add disable app registry,,0
Update reqs to get tox running,0.55479956,[#1986][] Update tox requirements,,0
Merge pull request #1981 from huge-success/deprecation-cleanup,0.53857255,[#1981][] Cleanup and remove deprecated code,Cleanup and remove some deprecated code,0
Fix typo in routing.rst,0.9383695,[#1984][] Fix typo in routing.rst,This fixes a small typo in the routing docs.,1
Remove duplicate contents in document,0.5767801,[#1983][] Remove duplicate contents in testing.rst,"Since the contents of line 61 and line 75 of the 'testing' document are duplicated, the content of line 61 is removed for context. Signed-off-by: sinabeuro ican312@hanmail.net",0
Cleanup and remove some deprecated code,0.8229024,[#1981][] Cleanup and remove deprecated code,,1
Merge pull request #1961 from huge-success/py39,0.438177,2173 Remove Duplicated Dependencies and PEP 517 Support,Update testing for Python 3.9,0
Merge branch 'master' into py39,0.38103902,1490 Fix python version in doc build,,0
Name endpoints at startup (#1972),0.57876873,request endpoint is the route name,Name endpoints at startup Beautify Fix reformatting,0
Update README.rst (#1973),0.53160477,1477 Fix grammar in README.md,Change .org to .com for transition in Travis.,0
Add py.typed file (#1970),0.9394959,[#1970][] Add py.typed file,,1
Merge pull request #1969 from all2ham/remove-upper-bound-multidict-pin,0.57923824,[#1969][] Update multidict version requirements,"loosen pin on multidict, add higher upper bound to multidict requirement",0
remove upper bound for multidict,0.5757829,2396 Allow for multidict v0.6,,0
bump up aiofile version constraint (#1967),0.7885766,[#1967][] Update aiofile version requirements,,1
Merge pull request #1965 from ashleysommer/asgs_chunk_length,0.5240896,[#1965][] Fix Chunked Transport-Encoding in ASGI streaming,Fix Chunked Transport-Encoding in ASGI streaming response,0
Fixes for linting and type hints,0.5242457,2006 Upgraded type annotations and improved docstrings and API documentation,,0
Fix Chunked Transport-Encoding in ASGI streaming response,0.89100194,[#1965][] Fix Chunked Transport-Encoding in ASGI streaming,"In ASGI-mode, don't do sanic-side response chunk encoding, leave that to the ASGI-response-transport Don't set content-length when using chunked-encoding in ASGI mode, this is incompatible with ASGI Chunked Transport-Encoding.",1
Merge pull request #1960 from huge-success/release-notes-19.12.3-20.9.1,0.51727414,To see the exhaustive list of pull requests included in this release see:,Update changelog for 19.12.3 and 20.9.1,0
Merge branch 'master' into release-notes-19.12.3-20.9.1,0.3751191,Rerelease of v21.9.2 with some cleanup,,0
Merge pull request #1962 from huge-success/cli-upgrade,0.4909156,To see the exhaustive list of pull requests included in this release see: ,Sanic CLI upgrade,0
Merge branch 'master' into cli-upgrade,0.35133058,2401 Upgrade CLI catching for alternative application run types,,0
Merge pull request #1951 from tomaszdrozdz/Improving-documentation,0.5713761,[#1951][] Documentation improvements,Improving documentation.,0
Merge branch 'master' into Improving-documentation,0.42081243,Improved Documentation,,0
Add pytest-dependency requirement to tests_require list in setup.py (#1955),0.6803732,"1464 Upgrade pytest, and fix caplog unit tests",Co-authored-by: Adam Hopkins admhpkns@gmail.com,0
Add bionic in travis and change path in appveyor,0.4743812,2149 Remove Travis CI in favor of GitHub Actions,,0
Add BASE_LOGO to sanic cli,0.52522916,1866 Add sanic as an entry point command,,0
add --access-logs flag to sanic cli,0.68292785,1218 Documentation for sanic.log.* is missing,,0
Add some help messages and a user friendly cli experience,0.7118782,2485 Improved help messages in CLI,,1
Small changes to sanic-cli to make it more user friendly,0.63363266,[#1962][] Sanic CLI upgrade,,0
Add 3.9 to appveyor,0.4327335,1893 Remove version section from setup.cfg,,0
Update testing for Python 3.9,0.61743355,[#1961][] Add Python 3.9 support,,0
Update changelog for 19.12.3 and 20.9.1,0.67794424,Full Changelog: link,,0
Ignore writing headers when in ASGI mode (#1957),0.73582834,Resolve #1653 ASGI headers in body,Ignore writing headers when in ASGI mode for streaming responses Move asgi set on streaming until after response type check Adds multidict==5.0.0 to pass tests Bump version to 20.9.1,1
Merge pull request #1956 from huge-success/fix-load-module-test,0.52223,[#1956][] Fix load module test,Fix load module test,0
Merge branch 'master' into fix-load-module-test,0.45060077,[#1956][] Fix load module test,,0
Update multidict version,0.8014996,[#1969][] Update multidict version requirements,,1
Resolve broken test in appveyor,0.5468052,1894 Automatically set test_mode flag on app instance,,0
Add ability for app.static() to return the routes it created. (#1954),0.7011819,"App has routes_static, routes_dynamic, routes_regex",This allows blueprint registration to add the bp's static routes to its list of own routes. So now blueprint middlewares will apply to a blueprint's static file routes. Fixes #1953,1
Improving documentation.,0.91005623,Improved Documentation,,1
Version 20.9 (#1940),0.8014934,Version 20.12.0,,1
Update config (#1903),0.70651734,2354 Add config.update support for all config values,New aproach for uploading sanic app config. Update config.rst Co-authored-by: tigerthelion bjt.thompson@gmail.com Co-authored-by: Adam Hopkins admhpkns@gmail.com,1
Add issue config.yml (#1936),0.5683361,2354 Add config.update support for all config values,Add issue config.yml Update SECURITY.md,0
Add text and json fallback error handlers (#1937),0.7303987,"1937  Added auto, text, and json fallback error handlers (in v21.3, the default will change form html to auto)",Add text and json fallback error handlers Add tests and auto-detect error fallback type,1
Merge pull request #1909 from brooklet/master,0.4456101,To see the exhaustive list of pull requests included in this release see: ,fix websocket ping variables issues,0
Merge branch 'master' into master,0.21718447,2149 Remove Travis CI in favor of GitHub Actions,,0
Fix linting issues,0.34571132,1515 fix linter issue causing travis build failures (fix #1514),,0
Revert check for websocket protocol to use hasattr,0.6394672,Unused websocket protocol args removed,,0
Merge pull request #1935 from huge-success/httpx-upgrade,0.60331273,"1935 httpx version dependency updated, it is slated for removal as a dependency in v20.12",Upgrade httpx,0
Merge branch 'master' into httpx-upgrade,0.53173625,"1935 httpx version dependency updated, it is slated for removal as a dependency in v20.12",,0
Merge pull request #1924 from tomaszdrozdz/strict_markers_for_pytest,0.74697006,1924 Adding --strict-markers for pytest,Adding --strict-markers for pytest,1
Merge branch 'master' into strict_markers_for_pytest,0.64807796,1924 Adding --strict-markers for pytest,,0
Add asyncio markers to tox.ini,0.5298184,AsyncioServer.init,,0
Upgrade httpx,0.7434837,"1935 httpx version dependency updated, it is slated for removal as a dependency in v20.12",,1
Adding --strict-markers for pytest,0.95554185,1924 Adding --strict-markers for pytest,,1
Add explicit ASGI compliance to the README (#1922),0.9579063,1922 Add explicit ASGI compliance to the README,,1
Update README.rst (#1917),0.52741355,1865 Fixing rst format issue that was hiding documentation,,0
feat: fixes exception due to unread bytes in stream (#1897),0.8097185,1897 Resolves exception from unread bytes in stream,feat: fixes exception due to unread bytes in stream feat: additonal unit tests to cover changes fix: automated changes by make fix-import fix: additonal changes by make fix-import Co-authored-by: Adam Hopkins admhpkns@gmail.com,1
fixed the problem that the websocket ping_timeout and ping_interval parameter settings did not take effect,0.8281937,"1906, #1909 Adds WEBSOCKET_PING_TIMEOUT and WEBSOCKET_PING_INTERVAL configuration values",,1
Add websocket ping variables (#1906),0.81072557,"1906, #1909 Adds WEBSOCKET_PING_TIMEOUT and WEBSOCKET_PING_INTERVAL configuration values","Add config params for websocket ping_timeout & ping_interval Include changelog Pass websocket config values to WebSocketProtocol init, test Linting Improve docs Co-authored-by: shawnhill shawn.hill@equipmentshare.com",1
Add an additional component to the request_data context test. This checks if items stored a request.ctx are able to be accessed from a response-middleware after a response is issued. (#1888),0.6049361,- #2720 Skip middleware on RequestCancelled,Co-authored-by: Adam Hopkins admhpkns@gmail.com,0
Websocket subprotocol (#1887),0.84350985,Better websocket subprotocols support,Added fix to include subprotocols from scope Added unit test to validate fix Changes by black Made changes to WebsocketConnection protocol Linter changes Added unit tests Fixing bugs in linting due to isort import checks Reverting compat import changes Fixing linter errors in compat.py Co-authored-by: Adam Hopkins admhpkns@gmail.com,1
Merge pull request #1894 from huge-success/test_mode,0.45097813,To see the exhaustive list of pull requests included in this release see:,"add a test_mode boolean variable to sanic app which is set to True when using Sanic TestClient or ASGIClient, and False all other times.",0
squash this,0.29914755,sh,,0
Add documentation on test mode,0.5204227,Add missed documentation for config section.,,0
Add app.test_mode which is set on testing calls,0.7529635,1894 Automatically set test_mode flag on app instance,,1
Merge branch 'master' of github.com:huge-success/sanic,0.30483595,2149 Remove Travis CI in favor of GitHub Actions,,0
Remove version section (#1893),0.7411485,1893 Remove version section from setup.cfg,,1
Fix imports and isort to remove from Makefile deprecated options (#1891),0.5169573,"1890, #1891 Update isort calls to be compatible with new API","Version Version 20.6.1 Fix imports and isort to remove from Makefile deprecated options duplicate the mypy ignore hint across both lines after splitting the from trio import ... statement onto two lines, need to duplicate the mypy ignore hint across both lines to keep mypy from complaining Co-authored-by: Ashley Sommer ashleysommer@gmail.com",0
Adjust isort options and invocation to work on isort 5.0.0 (#1890),0.73674524,"1890, #1891 Update isort calls to be compatible with new API",isort 5.0.0 removed command line option recursive and removed config option not_skip.,1
V2.6.3 changelog (#1886),0.64389586,Full Changelog: link,Version Version 20.6.1 v2.6.3 changelog and version,0
V20.6.2 changelog (#1885),0.6030133,2487 v22.6 deprecations and changes,Version Version 20.6.1 CHANGELOG for v20.6.2,0
Revert change to multiprocessing mode (#1884),0.63885546,Multiprocessing fix #276 (Thank you to @r0fls),Revert change to multiprocessing mode accidentally included in link Co-authored-by: Adam Hopkins admhpkns@gmail.com,0
Socket binding implemented properly for IPv6 and UNIX sockets. (#1641),0.9541167,1641 Socket binding implemented properly for IPv6 and UNIX sockets,"Socket binding implemented properly for IPv6 and UNIX sockets. app.run(""::1"") for IPv6 app.run(""unix:/tmp/server.sock"") for UNIX sockets app.run(""localhost"") retains old functionality (randomly either IPv4 or IPv6) Do note that IPv6 and UNIX sockets are not fully supported by other Sanic facilities. In particular, request.server_name and request.server_port are currently unreliable. Fix Windows compatibility by not referring to socket.AF_UNIX unless needed. Compatibility fix. Fix test of existing unix socket. Cleaner unix socket removal. Remove unix socket on exit also with workers=1. More pedantic UNIX socket implementation. Refactor app to take unix= argument instead of unix:-prefixed host. Goin' fast @ unix-socket fixed. Linter Proxy properties cleanup. Slight changes of semantics. SERVER_NAME now overrides everything. Have server fill in connection info instead of request asking the socket. Would be a good idea to remove request.transport entirely but I didn't dare to touch it yet. Linter 💣🌟✊💀 Fix typing issues. request.server_name returns empty string if host header is missing. Fix tests Tests were failing, fix connection info. Linter nazi says you need that empty line. Rename a to addr, leave client empty for unix sockets. Add --unix support when sanic is run as module. Remove remove_route, deprecated in 19.6. Improved unix socket binding. More robust creating and unlinking of sockets. Show proper and not temporary name in conn_info. Add comprehensive tests for unix socket mode. Hide some imports inside functions to avoid Windows failure. Mention unix socket mode in deployment docs. Fix merge commit. Make test_unix_connection_multiple_workers pickleable for spawn mode multiprocessing. Co-authored-by: L. Kärkkäinen tronic@users.noreply.github.com Co-authored-by: Adam Hopkins admhpkns@gmail.com",1
V20.6 version (#1882),0.80103636,Version 20.12.0,Version Version 20.6.1 Co-authored-by: 7 yunxu1992@gmail.com,1
CHANGELOG for v 20.6 and documentation change for sanic command (#1881),0.70715606,Major changes to bring sanic up to current. Please consult the changelog. There are breaking changes in this release; please continue to use 19.9.X or the previous 18.12.X LTS release which will continued to be supported until December 2021 for stability.,"CHANGELOG for v 20.6 and documentation change for sanic command Update CHANGELOG.rst 20.6.0 and 20.6.1 are the same release. One change from blueprints had not made it in by accident, therefore the second subsequent release.",1
Version 20.6.1,0.97359025,Version 20.12.0,,1
Version,0.5777799,Version 21.9,,0
Add handler names for websockets for url_for usage (#1880),0.97790015,1880 Add handler names for websockets for url_for usage,,1
Fix pickle error when attempting to pickle an application which contains websocket routes. (#1853),0.987674,1853 Fix pickle error when attempting to pickle an application which contains websocket routes,"Moves the websocket_handler subfunction out to a class-level method, which can be more easily pickled by the built-in python Pickler. Also includes a similar fix for the add_task deferred task scheduler subfunction. Co-authored-by: Adam Hopkins admhpkns@gmail.com",1
fix-#1851: correct step name (#1852),0.5228665,2173 Remove Duplicated Dependencies and PEP 517 Support,fix-#1851: correct step name fix-#1851: correct step name elsewhere as well Co-authored-by: Adam Hopkins admhpkns@gmail.com,0
