Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
switch to using net/url.URL struct for encoding rather than the incorrect QueryEscape for the whole URL.,0.35514754,New Datasource HTTP datasource retrieves information from a HTTP,,0
"pull ovftool uri generation into separate function, test function",0.2908785,Bump github.com/hashicorp/go-getter to fix the untarring of OVA files,,0
Merge pull request #9609 from satyamuralidhar/patch-1,0.465446,Packer patch release version 1.6.5,Here iam written a packer sample script for apache server,0
moved example files,0.31099766,     documentation and binary downloads will be redirected to,,0
fix agent auth in ssh communicator for ansible provisioner (#9488),0.47460473,ansible@v1.0.2 - CHANGELOG,,0
communicator/ssh: Add new option to supply custom key exchange algorithms in SSH client (#9634),0.6642493,    algorithms in SSH communicator.,  add kex algorithm option to ssh config   regenerate code ,0
ci/tech-debt: Fix vmware acceptance tests (#9636),0.49046168,vmware@v1.0.7 - CHANGELOG,"  add kex algorithm option to ssh config   regenerate code   This commit fixes old vmware acceptance tests that have not been run in some time. It does this in two parts: 1) It modifies the minimal vmware build configuration to use a custom kex algorithm, which enables the ssh connection to succeed. 2) It modifies logic in reading and defaulting hardware config values, which was crashing. 3) It adds a new acceptance test with a preseed file to test loading from an http directory. ",0
fix minimal json example to use new checksumming (#9633),0.5107456,"core: Fix regression introduced in 1.8.6, where legacy JSON templates with",,0
core: Decode: when in HCL2 decoding mode; reset the whole struct before preparing it. (#9622),0.5094814,core/hcl2: Fix crash when parsing malformed provisioner override blocks., core: Decode when in HCL2 decoding mode; reset the whole struct before preparing it. HCL2: add path variables + docs & tests  Co-authored-by: Megan Marsh megan@hashicorp.com,0
new chage,0.32211232,Yandex,,0
Delete apache_server,0.29584816,"Remove provisioner plugins for Chef, Converge, Puppet, Salt, and Inspec as",,0
Create apache_server,0.2551747,     concerns the net/http and golang.org/x/net,,0
Merge pull request #9614 from GennadySpb/yndx-import-create-new-from-another-one,0.45899558,yandex@v1.1.1 - CHANGELOG,yandex-import: allow create image based on another one,0
Merge pull request #9630 from szepeviktor/patch-1,0.44043437,Packer patch release version 1.6.5,Add CircleCI badge to README,0
Add CircleCI badge,0.2734206,        digitalocean = {,and remove Travis,0
Merge pull request #9619 from piggona/master,0.3632733,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",builder/tencent: add key source_image_name to get source image by name when creating image.#9548,0
update IAP docs to include WinRM,0.4247967,inspec@v1.0.0 - CHANGELOG,,0
Merge pull request #9579 from hashicorp/fix_9562,0.5941548,"     HashiCorp. This fix is implemented for any future releases, but will not be",wrap CreateImage call in a retry to account for eventual consistencey…,0
Fix failing tests due to IAP communicator host name,0.43787315,    hostnames.GH-9710,Moved setting the host from ApplyIAPTunnel to Config.Prepare but forgot to update the related tests.,0
go import file,0.50754476,core: Bump golang.org/x/text to v0.3.8.,,0
Merge pull request #9570 from hashicorp/azr-more-examples,0.5300017,    at hashicorp/packer now lives in the root of this repo. The README that,HCL2: More examples for vsphere & vmware ( esxi ),0
Merge pull request #9608 from hashicorp/amazon-inline-docs-hcl,0.5574561,amazon@v1.1.6 - CHANGELOG,add tabs to generated docs from access_config and run_config structs,0
change retry func to a 15 min timeout,0.3189407,    timed out if it has not posted an update after a certain number of minutes. For HCP,,0
change isAwsErr to an exported func so I can use it in other aws modules.,0.31269205,provisioner/powershell: Add use_pwsh configuration argument to support pwsh,,0
wrap CreateImage call in a retry to account for eventual consistencey issues with image state,0.49681765,     image iteration will now trigger a runtime build error due to the ,,0
"extend artifact, code refactoring",0.36474594,Future Scaffolding: This release contains additional changes that allow,,0
add HCL and artifice examples to vagrant postprocessor docs (#9606),0.5884294,vagrant@v1.0.2 - CHANGELOG,,0
update docstring (#9617),0.40755215,     updated to display the proper filename and line number where the unknown,,0
delete cvm-filter configuration,0.37710798,core: Remove external plugin for Digital Ocean as a vendored plugin.,,0
builder/tencent: add key source_image_name to get source image by name when creating image.#9548,0.5586497,    source for setting a builder's source image.,,0
run make generate,0.4891044,    build. GH-11574,,0
add:argument key SourceImageName to get source image by name.,0.46954048,    support specifying an exact build image when multiple images exist in the,,0
Merge pull request #9607 from hashicorp/amazon_hcl_docs,0.5701052,amazon@v1.1.6 - CHANGELOG,Amazon hcl docs,0
Update website/pages/docs/builders/amazon/ebs.mdx,0.66113937,amazon@v1.1.2 - CHANGELOG,Co-authored-by: Adrien Delorme azr@users.noreply.github.com,0
Update website/pages/docs/builders/amazon/index.mdx,0.6022618,amazon@v1.1.0 - CHANGELOG,Co-authored-by: Adrien Delorme azr@users.noreply.github.com,0
Update website/pages/docs/builders/amazon/chroot.mdx,0.5048109,amazon@v1.1.0 - CHANGELOG,Co-authored-by: Adrien Delorme azr@users.noreply.github.com,0
yandex-import: allow create image based on another one,0.43321583,    support specifying an exact build image when multiple images exist in the,Allow as source for a new Compute Image not only  URL to Storage Object but also a another one Compute Image Details at official doc about ImageCreateRequest https://cloud.yandex.com/docs/compute/grpc/image_service#CreateImageRequest,0
make friendly error message (#9605),0.4501947,     passing the -no-warn-undeclared-var flag to the validate command.,,0
Docs: Add HCL examples to docker-import postprocessor docs (#9604),0.56923246,    available under ./release/docker/README.md.,  add hcl to docker-import postprocessor docs   Update website/pages/docs/post-processors/docker-import.mdx   Co-authored-by: Adrien Delorme azr@users.noreply.github.com,0
docs: Add HCL2 code examples to shell-local provisioner and post-processor.  (#9602),0.6199653,"For HCL2 templates, the HCP_PACKER_REGISTRY environment variable can be used",  get start on shell-local postprocessor   HCL2 tabs for shell-local pp   shell local provisoner hcl examples ,0
builder/amazon/common/block_device.go: replace tabs with words,0.3411682,core: Bump golang.org/x/text to v0.3.8.,,0
builder/amazon/common/access_config.go: replace tabs with words,0.36443356,amazon@v1.1.2 - CHANGELOG,,0
builder/amazon/common/run_config.go: replace tabs with words,0.3938174,cmd/console: Add config-type flag to command help.,,0
remove tabs for security_group_filter too,0.27998963,SECURITY:,,0
better disable_stop_instance docs,0.3552194," the environment variable is now optional, and can be used for disabling the",,0
better/simpler pause_before_connecting example,0.38463438,Add pause_after configuration argument to Powershell provisioner.,,0
add alpine esxi example,0.41584292,vsphere@v1.0.4 - CHANGELOG,,0
better timing,0.36756873,    improvements.,,0
almost working,0.20630944,nan,,0
alpine: move floppy file to general folder,0.3085914,New Command packer plugins command and subcommands to manage external,,0
Update alpine-setup.sh,0.3906645,"    directives, have been removed from the Packer rpm installations packages,",,0
alpine example: restart ssh server instead of rebooting,0.36906207,There's been a change in the way the ssh_timeout and the,,0
Update variables.alpine.pkr.hcl,0.46210176,cmd/hcl2_upgrade: Fix crash when variables block is undefined.,,0
add alpine example for virtualbox-iso,0.4725806,virtualbox@v1.0.4 - CHANGELOG,,0
"move ""ubuntu"" examples to ""linux""",0.37745395,    now available under .release/linux.,,0
Support using WinRM over an IAP tunnel,0.2274132,provisioner/powershell: Add use_pwsh configuration argument to support pwsh,"This avoids the need to expose WinRM ports on the internet and allows using instances with only an internal private IP address. When using a WinRM tunnel there is a race condition between the tunnel connection attempt timing out and packer assuming the connection was successful. To allow for this, when using WinRM the default success timeout is increased to 40 seconds.",0
Create README.Md,0.39357558,     documentation portal. The main Packer site (https://www.packer.io) will,,0
Create packages.sh,0.43541002,core: Packer's linux package service configs and pre/post install scripts are,,0
Create apache.json,0.4145288,     legacy JSON templates for installing external plugins. ,,0
more additions to partials,0.2783146,     mixing of template types.,,0
add hcl example for session manager,0.41885066,"For HCL2 templates, the HCP_PACKER_REGISTRY environment variable can be used",,0
add tabs to generated docs from access_config and run_config structs,0.3002363,cmd/console: Add config-type flag to command help.,,0
upate standalone docs examples in amazon index file,0.44377118,amazon@v1.1.2 - CHANGELOG,,0
add hcl examples to all standalone code examples in the amazon-chroot page,0.50557184,"For HCL2 templates, the HCP_PACKER_REGISTRY environment variable can be used",,0
validate and hcl examples to all standalone examples in the EBS docs,0.39269772,"if using HCL2, a required_plugins block to define a list of plugins to use for building a template.",,0
Merge pull request #9603 from paulmey/disable-password,0.40567023,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,[azure-arm] Disable ssh password authentication unless password is explicitly specified,0
Merge pull request #9594 from GennadySpb/yndx-image-min-disk-size,0.40059555,yandex@v1.1.1 - CHANGELOG,yandex: Add new property 'min_disk_size' of built image,0
Merge pull request #9601 from GennadySpb/yndx-import-pp-url-input,0.40815568,yandex@v1.1.1 - CHANGELOG,yandex-import: support work with URL from yandex-export pp,0
Merge pull request #9593 from hashicorp/azr-docs-extractor,0.55007565,    at hashicorp/packer now lives in the root of this repo. The README that,add snippet-extractor for documentation,0
Merge pull request #9597 from romantomjak/multiqueue-net-option,0.38375586,     over to the Digital Ocean team. New releases for this plugin are available,builder/proxmox: add support for multiple NIC packet queues,0
Merge pull request #9592 from hashicorp/azr-docs-add-esxi-examples,0.4810228,vsphere@v1.0.5 - CHANGELOG,add esx5 build example,0
Support piping of yandex-import post-processors,0.46355632,yandex@v1.1.2 - CHANGELOG,,0
Add some error checking,0.46018934,     passing the -no-warn-undeclared-var flag to the validate command.,,0
Disable password auth on ssh key Linux builds,0.4547666,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,,0
Add package alias (fix lint),0.40254253,"Fix LDFLAGS for release pipelines: Between Packer 1.8.5 and Packer 1.8.7, changes",,0
Separate workflow for file on disk and prepared URL,0.3216762,Bump plugins relying on go-getter for downloading remote files to address,,0
"Support provision of token, SA key file and folder ID from OS env vars",0.53170246,     users to define the fingerprint in the environment manually in order to,As in yandex-export PP and yandex builder.,0
Add storage util funcs with test,0.3287972,cmd/validate: Add support for the -evaluate-datasources flag to evaluate,,0
Tiny update yandex-export PP doc,0.5324924,yandex@v1.1.2 - CHANGELOG,,0
yandex-export post-processor artifact id is url.,0.5117084,yandex@v1.1.2 - CHANGELOG,First storage path used.,0
Optionally disable password authentication for Linux builds,0.35141975,     checksum file. This should prevent Packer from trying to install versions,,0
make linter happy,0.41462326,       linode = {,,0
tweak docs,0.33119342,yandex@v1.1.2 - CHANGELOG,,0
configure packet queues on nics,0.2500518,     concerns the net/http and golang.org/x/net,,0
use helper method for mandatory config,0.4308133,required_plugins {,,0
update docs,0.44369695,     to the plugin will continue to work but users are advised to update the,,0
Forms urls and support get url for yandex-export artifact,0.41624746,yandex@v1.1.2 - CHANGELOG,,0
Update doc and example.,0.44017482,     Documentation for more,,0
Allow work with yandex-export artifact,0.5551809,yandex@v1.1.2 - CHANGELOG,,0
Rename config key name,0.32892847,cmd/console: Add config-type flag to command help.,,0
Add new property 'min_disk_size' of built image,0.4325151,    support specifying an exact build image when multiple images exist in the,,0
snippet-extractor: better docs,0.3870697,     Documentation for more,,0
tidy vendor/mod,0.4149045,"Users relying on these external plugin components should refer to the packer plugins sub-command and,",,0
Add snippet-extract cmd that allows to extract parts of examples for docs,0.23615581,cmd/validate: Add support for the -evaluate-datasources flag to evaluate,,0
remove docs scrapper ( it's old and unused now ),0.3700308,    still being bundled in the Packer binary but will be removed in a future,,0
add esx5 build example,0.44207537,vsphere@v1.0.5 - CHANGELOG,,0
quote packer build name to handle names with spaces (#9590),0.471976,"     as opposed to just the build name field (e.g ""name""=""windows-srv-2019""). ",,0
Merge pull request #9587 from romantomjak/disable-kvm-flag,0.44265208,qemu@v1.0.5 - CHANGELOG,Add option to disable KVM hardware virtualization in proxmox builder,0
add option to configure network adapter multiqueue support,0.23229693,provisioner/powershell: Add use_pwsh configuration argument to support pwsh,,0
go mod vendor,0.42181844,     https://developer.hashicorp.com/packer. Users are encouraged to visit the,,0
bump proxmox api library to include a fix for kvm flag,0.64844507,proxmox@v1.1.0 - CHANGELOG,,0
use the value of disable kvm flag when creating the VM,0.36636424,Add pause_after configuration argument to Powershell provisioner.,,0
bump proxmox api library,0.63983536,proxmox@v1.1.0 - CHANGELOG,,0
update proxmox docs to include disable_kvm flag,0.6448314,proxmox@v1.1.0 - CHANGELOG,,0
add option to disable kvm hardware virtualization,0.36013752,Hyper-V,,0
Merge pull request #9545 from hashicorp/fix_9528,0.584117,"     HashiCorp. This fix is implemented for any future releases, but will not be",builder/googlecompute: Make IAP tunnel timeout configurable.,0
rename launch timeout to launch wait,0.38853472,    the registry to prevent long builds from being marked as timed,,0
generate code,0.33287784,     list of plugins for building a template.,,0
make tunnel timeout configurable,0.42394763,There's been a change in the way the ssh_timeout and the,,0
Merge pull request #9565 from mk0x9/docker/builder-add-runner-params,0.5910621,docker@v1.0.7 - CHANGELOG,"builder/docker: runner support for --cap-add, --cap-drop, --tmpfs, --device",0
Merge pull request #9584 from hashicorp/azr-fix-esxi-checksum,0.4771391,"     HashiCorp. This fix is implemented for any future releases, but will not be",esx5driver.VerifyChecksum: try checksum remote file instead of local file,0
Merge pull request #9585 from hashicorp/azr-fix-uint64-buildvars,0.52437174,    at hashicorp/packer now lives in the root of this repo. The README that,post-processor/provisioner: handle uint64 buildvars,0
Merge pull request #9586 from jl2501/patch-1,0.4093712,"     CVE-2023-0475, CVE-2022-41723.",Update fix.mdx,0
Merge pull request #9577 from hashicorp/fix_9564,0.5843855,"     HashiCorp. This fix is implemented for any future releases, but will not be",improve validation and error handling around synced_folder,0
Update fix.mdx,0.4568545,BUG FIXES,"trivially minor typo: omission of ""out"" when referring to ""standard out""",0
Merge pull request #9580 from hashicorp/azr-update-go-docs-link,0.57086563,Bump github.com/hashicorp/go-getter to fix the untarring of OVA files,update go docs link in README.md to link to https://pkg.go.dev/,0
post-processor/provisioner: handle uint64 buildvars,0.4801283,core: Add a env argument to provisioner blocks that allow for setting a,,0
esx5driver.VerifyChecksum: try checksum remote file instead of local file,0.43036258,     available or has a missing checksum file. This should prevent Packer from,fix #9456,0
builder/docker: reference to docker docs regarding capabilities,0.5812026,docker@v1.0.5 - CHANGELOG,,0
convert relative to absolute path in prepare,0.28229386,"    is an alternative to using environment_vars for setting environment variables, ",,0
improve validation and error handling around synced_folder,0.37687883,     passing the -no-warn-undeclared-var flag to the validate command.,,0
builder/docker: runner support for --device,0.45574385,    describes how to build the docker targets defined in the Dockerfile are,,0
"builder/docker: runner support for --cap-add, --cap-drop, --tmpfs",0.50302684,core: The dockerfile that is used to build the packer docker image available,,0
Merge pull request #9573 from zhsj/bump-gophercloud,0.5284111,Bump github.com/hashicorp/hcp-sdk-go from 0.33.0 to 0.34.0 ,Bump gophercloud to latest version,0
Merge pull request #9574 from jhawk28/vsphere_usb_controllers,0.48615092,vsphere@v1.0.5 - CHANGELOG,(vsphere) add ability to add a xhci/usb3 controller,0
"ignore false and 0 in case someone defined the field as ""false"" or false",0.39980617,     error similar to fieldname type <no value> is invalid. Before executing a,,0
Don't use Packer context as vSphere driver context (#9576),0.5623832,Packer release version 1.7.7 with improved HCP Packer registry support,,0
fix file size descriptor (#9568),0.34864748,    This change raised the size of the built binaries by as much as 45%.,,0
post-processor/vagrant-cloud: missing vagrant_cloud_url in test (#9572),0.576103,vagrant@v1.0.2 - CHANGELOG,,0
add option to destroy vm after deploy to content library (#9569),0.3733352,Add pause_after configuration argument to Powershell provisioner.,,0
change usb controllers to a list. add ability to set as a usb3,0.14984415,hyperv@v1.0.3 - CHANGELOG,Closes #8874,0
Bump gophercloud to latest version,0.6655961,core: Bump Go module version to 1.20,,0
post-processor/digitalocean-import: replace deprecated oauth2.NoContext (#9566),0.41897058,Bump github.com/hashicorp/go-getter to fix the untarring of OVA files,,0
📌 Hard Pin Website Dependencies (#9543),0.42975295,The following external plugins have been updated and pinned to address open, Update and pin dependencies Update NextJS Scripts npm run lint npm run format docs generator: indent docs by two and make spacing better  Co-authored-by: Adrien Delorme azr@users.noreply.github.com,0
Merge pull request #9521 from rogerhu/ssh_ed2559,0.55880606,    open issues pertaining to the legacy SSH key algorithm fix made to the,adding basic support for OpenSSH certificate signing,0
update generated files,0.38901606,     updated to display the proper filename and line number where the unknown,,0
adding basic support for OpenSSH CertificateFile support,0.47893256,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,small fix,0
Merge pull request #9563 from hashicorp/fix_9025,0.59206355,"     HashiCorp. This fix is implemented for any future releases, but will not be",Add force_bios_setup configuration option,0
add force_bios_setup configuration option,0.327022,    enabled builds using the hcp_packer_image data source for setting a,,0
add ability to define multiple disk controllers (#9519),0.28058973,    which has the added ability to read from Packer datasources. GH-11569,,0
Add content_library_destination to import VM template to a Content Library (#9551),0.3873667,     upgrade command copies the template engine options as is support for the,,0
Merge pull request #9542 from jhawk28/bug_9511,0.40760106,BUG FIXES:,clean up folder path so that it is what vsphere expects,0
Merge pull request #9555 from yandex-cloud/yandex-export-templating,0.6112058,yandex@v1.1.2 - CHANGELOG,yandex-export: templating,0
Merge pull request #9560 from hashicorp/document_vsphere_support_versions,0.6286607,vsphere@v1.0.5 - CHANGELOG,add note about versioning to vsphere builder docs,0
Merge pull request #9556 from hashicorp/fix_9107,0.58233666,"     HashiCorp. This fix is implemented for any future releases, but will not be",Match network to host when multiple networks are found,0
Merge pull request #9557 from jhawk28/bug_9547,0.40539253,BUG FIXES:,unset HardwareConfig.Firmware for vsphere-iso,0
add note about versioning to vsphere builder docs,0.64937425,vsphere@v1.0.7 - CHANGELOG,,0
Merge pull request #9552 from sw-fastec/hyper-v-secure-boot-template,0.5374862,hyperv@v1.0.3 - CHANGELOG,Include Hyper-V secure boot template in box.xml,0
Update documentation,0.5217215,     Documentation for more,,0
unset HardwareConfig.Firmware since CreateConfig.Firmware configures the firmware in StepCreateVM,0.3554498,    enabled builds using the hcp_packer_image data source for setting a,,0
match network to host when multiple networks are found,0.26837242,    hostnames.GH-9710,,0
Update website/pages/docs/post-processors/yandex-export.mdx,0.6427388,yandex@v1.1.1 - CHANGELOG,Update doc example Co-authored-by: Wilken Rivera dev@wilkenrivera.com,0
Update post-processor/yandex-export/post-processor.go,0.6110593,yandex@v1.1.1 - CHANGELOG,Co-authored-by: Wilken Rivera dev@wilkenrivera.com,0
Provide 'GeneratedData' value for step 'StepCreateInstance',0.38174772,    enabled builds using the hcp_packer_image data source for setting a,,0
Validate and render 'paths' config value,0.46375093,     passing the -no-warn-undeclared-var flag to the validate command.,,0
Fill up build variables (aka generated_data),0.52488744,    automatically load for builds using JSON templates.,See description at https://packer.io/docs/extending/custom-builders#build-variables,0
fix typo,0.28656048,BUG FIXES:,,0
Update README,0.5230794,Packer patch release version 1.6.6, Fix typos in unmaintained plugins section,0
yandex-export: tiny improvements (#9554),0.6523156,yandex@v1.1.2 - CHANGELOG,,0
Merge pull request #9550 from hashicorp/unmaintained-plugins-note,0.5207455,    at hashicorp/packer now lives in the root of this repo. The README that,Add note for unmaintained community-supported plugins,0
Merge pull request #9553 from GennadySpb/yandex-import-post-processor,0.5576073,yandex@v1.1.1 - CHANGELOG,[WIP] Yandex Import post-processor,0
Update doc,0.41289106,     to the plugin will continue to work but users are advised to update the,,0
Add changelog record,0.44004714,puppet@v1.0.1 - CHANGELOG,,0
remove angle brackets,0.29567438,        },fix documentation build process,0
Image name not required attr,0.43871167,     image iteration will now trigger a runtime build error due to the ,,0
Update doc pages,0.3526312,     documentation and binary downloads will be redirected to,,0
Merge pull request #9480 from adongy/master,0.39512944,"    to version 1.9.1 or above. Starting with 1.9.1, you may specify a project ID to push",aws: retry fetching blockdevicemapping if empty,0
Add error check,0.48768973,     passing the -no-warn-undeclared-var flag to the validate command.,,0
Add record to CODEOWNERS,0.33097848,"     name, if it was set, would be displayed. Now for named builders",,0
Add yandex-import post-processor,0.5806541,yandex@v1.1.1 - CHANGELOG,,0
Add init doc,0.3795844,"The preinst and postrm user scripts, including the service configuration",,0
make inner image accessible from other packages,0.48555148,    support specifying an exact build image when multiple images exist in the,,0
don't error for no mappings if no mappings were set.,0.6394715,    empty map variable.,,0
Merge remote-tracking branch 'upstream/master' into hyper-v-secure-boot-template,0.47956216,hyperv@v1.0.3 - CHANGELOG,,0
Update copy for folks interested in maintaining a plugin,0.58796835,     plugin will continue to work but users are advised to update the,,0
Include Hyper-V secure boot template in box.xml,0.45019823,hyperv@v1.0.4 - CHANGELOG,,0
Add note for unmaintained community-supported plugins,0.5163787,     plugin will continue to work but users are advised to update the,This change borrowed from Terraform's archived provider documentation adds a documentation partial that can be applied to any provisioner plugin that is not actively maintained by Packer or the community. A call to action for anyone interested in supporting the plugin has been added to the Packer README until a better location is made available.  Mark the salt-masterless plugin as unmaintained,0
builder/googlecompute: add support for oslogin (#9339),0.44692653,     build for JSON templates. Previously only the builder type or the builder, feat: add support for oslogin  Signed-off-by: Wei Cheng calvinpohwc@gmail.com Co-authored-by: Wilken Rivera dev@wilkenrivera.com,0
fix link in deprecation warning (#9544),0.47299454,"         version = "">=1.0.5""",,0
Adds vApp properties config and save public ssh key to a vApp property (#9507),0.37542206,Add missing support for the env configuration argument in remote shell,,0
Merge pull request #9513 from hashicorp/undocument_ssh_temp_key,0.6566969,Bump github.com/hashicorp/packer-plugin-sdk to address legacy SSH key,Undocument ssh options not used by all builders,0
docs/builder/vsphere-iso: Add documentation for BootConfig (#9538),0.5867513,vsphere@v1.0.5 - CHANGELOG,  docs/builder/vsphere-iso: Add documentation for BootConfig   Add documenation for http_ip   Remove duplicate build configuration section ,0
Merge pull request #9505 from hashicorp/f-googlecompute-wrap_startup_script-option,0.52380216,googlecompute@v1.0.13 - CHANGELOG,builder/googlecompute: Add WrapStartupScriptFile configuration option,0
clean up folder path so that it is what vsphere expects,0.50254357,vsphere@v1.0.7 - CHANGELOG,,0
fix error message typo (#9541),0.4206645,"     *.pkr.hcl), the outputted error message will now include an example of",,0
Add 'cdrom_interface' option to QEMU builder (#9483),0.5241933,qemu@v1.0.4 - CHANGELOG," This option allows the user to select the interface type for the CDROM   drive, e.g. virtio-scsi, rather than the default virtio Background: Installation of Ubuntu 20.04 on ARM64 fails as it can't mount the   installation CDROM. While the default virtio CDROM fails, setting   cdrom_interface: virtio-scsi with this PR succeeds. Some links: ISO link: http://cdimage.ubuntu.com/ubuntu-legacy-server/releases/20.04/release/ubuntu-20.04-legacy-server-arm64.iso https://bugs.launchpad.net/ubuntu/+source/debian-installer/+bug/1605407 https://superuser.com/a/1376628/230508",0
builder/googlecompute: Add WrapStartupScriptFile configuration option,0.45083913,     variable block that can be added to the build template to remedy the issue.,By default the Google builder will wrap any provided startup script file in order to track its execution via custom metadata. The wrapper script can add a bit of complexity to the start script file so a new option is being added wrap_startup_script. This option allows a user to disable the script wrapping and just let GCE do its own thing when executing a startup script.,0
HCL2 only: Make provisioners and post-processors reprepare themselves with build data (#9534),0.6914194,core/hcl2: Fixes an issue preventing builds from pausing between provisioners when,"9444 allows to share builder infos with provisioners and post-processor by re-starting new provisioners and post-processors once the build has started; #9490 allows to 'excpect/only' on a full build blocks (after naming a block), merged together, the tests of #9490 fail. This means we would have to reimplement the only/except logic. While this could have worked, re-using the already started provisioners and post-processor for HCL2 is better/simpler IMO as we won't have to maintain a feature parity. Also with HCL2 and go-cty all struct ( here provisioner/post-processor) fields are set at the moment of configuring so we should not get weird 'default value' behaviour issue. This PR reverts some parts of #9444 and implement #9444 in a different manner: I created specific HCL2Provisioner and HCL2PostProcessor structs that both re-prepare themselves right before provisioning. I think this makes the code a little simpler and lays a nice ground for improvement.",0
Update build_windows_test.go,0.4570009,core: Bump Go module version to 1.20,,0
Update provisioner.go,0.6027167,    provisioners. GH-11819,,0
"Revert ""null builder: say that we are returnin the ID value""",0.44268292,     against the template and fix any invalid <no value> references.,This reverts commit 8e923977f055e9662cc9fcc78a843e0388f47895.,0
add language coment !,0.28725615,    communicator. GH-11909,,0
test builds can be 'excepted',0.58955145,     -only/exlude filters for running select builds.,,0
complete -> recipes,0.448196,     using packer init or with the Packer plugins sub-command packer plugins install github.com/hashicorp/chef.,,0
hcl2 GetBuilds: use packer.BuilderDataCommonKeys to avoid forcing all builders to return exactly what they will return,0.6454534,    enabled builds using the hcp_packer_image and hcp_packer_iteration data,It would have been a bit nicer if all builder were more specific in order for hcl to tell wether a value will be set during the first prepare time but that also totally works !,0
add BuilderDataCommonKeys var to see what common keys a builder can return,0.5857096,"     (""name"":""mybuilder"") the builder's type and name will be displayed (i.e",,0
add note about ansibles configuration powershell script in our docs (#9526),0.67794716,ansible@v1.0.2 - CHANGELOG,  add note about ansibles configuration powershell script in our docs   Update website/pages/docs/provisioners/ansible.mdx   Co-authored-by: Wilken Rivera dev@wilkenrivera.com,0
Merge pull request #9537 from geofftrojans/import-image-retry,0.40089446,     over to the Digital Ocean team. New releases for this plugin are available,Adding retry for ImportImage call in amazon-import post-processor.,0
unquote 'cooking...',0.2683316,     using packer init or with the Packer plugins sub-command packer plugins install github.com/hashicorp/chef.,,0
tests: fix line endings in windows,0.29482058,     updated to display the proper filename and line number where the unknown,,0
add a complete tests for builder variables + only/except,0.44339582,     -only/exlude filters for running select builds.,,0
null builder: say that we are returnin the ID value,0.37649646,     against the template and fix any invalid <no value> references.,,0
Adding retry for ImportImage call in amazon-import post-processor.,0.33768743,     image iteration will now trigger a runtime build error due to the ,,0
default build values to be unknown,0.5014523,     Builders with no defined name will continue to publish build,,0
pass source name from local source name too,0.35372186,    plugin source address.,,0
avoid passing generatedVars down during first prepare,0.40192503,core:hcl2: When a variable is set in a variables definitions file (i.e,,0
woops,0.25399065,nan,,0
add hcl2 post processor type that reprepares itself,0.4650415,core/hcl2: Packer will no longer warn on excluded post-processors when using,,0
Merge pull request #9515 from jhawk28/vsphere_tools_fix,0.6367115,vsphere@v1.0.7 - CHANGELOG,fix vsphere ToolsSyncTime and ToolsUpgradePolicy,0
Update package-lock.json,0.44777167,core: Update dependency to resolve GO-2022-0969.,,0
Bump internal hashicorp dependencies,0.50035775,    at hashicorp/packer now lives in the root of this repo. The README that,,0
clean up if logic,0.36329725,    retrieve an image from the associated iteration. If,,0
add hcl2 provisioner type that reprepares itself,0.6261318,    automatically load for builds using HCL2 templates without a,,0
Update post-processor.go,0.55025584,core: Update dependency to resolve GO-2022-0969.,,0
bring docs from master,0.21014538,     documentation and binary downloads will be redirected to,,0
WIP,0.29170465,Yandex,,0
create partials for each ssh key pair related config,0.49618447,    and ssh_handshake_attempts configuration arguments in the SSH,,0
"Revert ""Share build info with Provisioner and Post-Processor via HCL2 variables (#9444)""",0.62343365,core/hcl2: Fixes an issue preventing builds from pausing between provisioners when,This reverts commit 99046c917822ede71b32b46a841fd6b4f2fa5d79.,0
undocument ssh_keypair_name and ssh_agent_auth,0.57819676,    and ssh_handshake_attempts configuration arguments in the SSH,,0
Add complete HCL2 examples + allow to name a singular build.source blocks (#9490),0.60254765,core/hcl2: Templates with build blocks referencing an unknown source block, in the examples/hcl folder add possibility to name singular build.source blocks to differentiate their output and to filter on them,0
Merge pull request #9489 from ad-m/hyperone-freebsd,0.5974966,hyperone@v1.0.1 - CHANGELOG,builder/hyperone: Allow skip chroot device discovery,0
fix vshere ToolsSyncTime and ToolsUpgradePolicy,0.44285893,vsphere@v1.1.1 - CHANGELOG,,0
undocument temporary_key_pair_name and ssh_private_key_file,0.5199567,    open issues pertaining to the legacy SSH key algorithm fix made to the,,0
Merge pull request #9509 from hashicorp/fix_9508,0.57394904,"     HashiCorp. This fix is implemented for any future releases, but will not be",make statement an array of strings,0
Merge pull request #9497 from ad-m/hyperone-username,0.5604053,hyperone@v1.0.1 - CHANGELOG,builder/hyperone: Add support for custom username in vm create,0
make statement an array of strings,0.23190968,"    iteration first, and referencing it for subsequent uses, as every",,0
Proxmox NIC firewall flag (#9487),0.5338874,proxmox@v1.1.0 - CHANGELOG,  add test for firewall toggle   generate hcl config   send firewall toggle to proxmox   update docs   drop the pointer to bool   use setDeviceParamIfDefined ,0
Merge pull request #9503 from hashicorp/pruett.algolia-index-ci,0.45307994,    at hashicorp/packer now lives in the root of this repo. The README that,Add Algolia indexing to CI,0
Add Algolia indexing to CI,0.25728962,docs: Add HCP Ready label to Oracle builder components.,,0
