Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
743,refactor(runner) : create runners lib and change implemented design,0.6312372,refactor(cli): Schematic runner should use node require mechanism (66e54674),,0
744,fix() : manage path option,0.52231765,fix(): fix tsconfig paths on windows (6ebe17a),,0
745,Merge pull request #1385 from nestjs/renovate/angular-cli-monorepo,0.98307884,Merge pull request #1385 from nestjs/renovate/angular-cli-monorepo (17c24391),,1
746,dockerize : review CI description to try to push image on nestjs Docker Hub organization,0.523291,Merge pull request #1991 from nestjs/renovate/cimg-node-19.x (2b556bb5),,0
747,fix(deps): update dependency @types/webpack to v4.41.21,0.9904642,fix(deps): update dependency @types/webpack to v4.41.11 (2114920),,1
748,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.4.0,0.98712826,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.3.3 (afe798e8),,1
749,chore(deps): update dependency jest to v25.5.2,0.97477174,chore(deps): update dependency jest to v25.5.1 (1b578ae),,1
750,Merge pull request #1945 from HurSungYun/reorder_help_msg,0.9881499,Merge pull request #1945 from HurSungYun/reorder_help_msg (01eacd73),,1
751,fix(): resolve merge conflicts,0.88748825,fix(): resolve merge conflicts (0dff378a),,1
752,fix(deps): update dependency webpack to v4.44.0,0.98170114,fix(deps): update dependency webpack to v4.44.2 (02c926fa),,1
753,Update dependency typescript to v3.6.4,0.8268248,fix(deps): update dependency typescript to v4.9.4 (06f3cb4c),,1
754,chore(deps): update commitlint monorepo to v16,0.97197425,chore(deps): update commitlint monorepo to v16 (051ce905),,1
755,chore(deps): update dependency @types/node to v16.11.7,0.9898902,chore(deps): update dependency @types/node to v16.11.7 (a0e14355),,1
756,chore(deps): update dependency @types/node to v18.16.12,0.986669,chore(deps): update dependency @types/node to v18.16.2 (a1728be8),,1
757,fix(deps): update dependency @types/webpack to v4.41.3,0.98724633,fix(deps): update dependency @types/webpack to v4.41.10 (4a0c336),,1
758,Merge pull request #267 from nestjs/renovate/typescript-3.x,0.95996773,Merge pull request #1118 from nestjs/renovate/typescript-4.x (2572992b),,1
759,chore(deps): update dependency @commitlint/cli to v13.2.1,0.9834118,chore(deps): update dependency @commitlint/cli to v13.2.1 (6519dab5),,1
760,fix: pure functions,0.5135154,fix(): fix help filtering (1820556),,0
761,chore(deps): update typescript-eslint monorepo to v4.22.0,0.9794823,chore(deps): update typescript-eslint monorepo to v5.14.0 (559bec98),,1
762,chore(): release v9.3.0,0.821334,chore(): update version (89ed3fc5),,1
763,Merge pull request #416 from nestjs/renovate/node-12.x,0.97660506,Merge pull request #503 from nestjs/renovate/node-12.x (3a96841),,1
764,Merge pull request #34 from ThomRick/master,0.83450943,Merge pull request #1350 from rmlzy/master (96347e27),,1
765,chore(deps): update dependency ts-node to v10.7.0,0.97744304,chore(deps): update dependency ts-node to v10.8.1 (11913531),,1
766,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4.0.2,0.9848816,fix(deps): update dependency fork-ts-checker-webpack-plugin to v4.1.4 (78f5223),,1
767,fix(deps): update dependency @nestjs/schematics to v7.3.1,0.9798786,fix(deps): update dependency @nestjs/schematics to v7.3.1 (a3221d31),,1
768,chore(deps): update dependency ts-node to v10.8.2,0.98376405,chore(deps): update dependency ts-node to v10.8.1 (11913531),,1
769,chore(): release v8.2.6,0.84741914,chore(): publish 6.13.0 release (a7167e3),fix(deps): update angular-cli monorepo to v13 (major),1
770,chore(deps): update typescript-eslint monorepo to v4.31.2,0.9861175,chore(deps): update typescript-eslint monorepo to v5.14.0 (559bec98),,1
771,Merge branch 'generate-evolution',0.58215016,Merge branch 'getspooky-my-branch' (e186d776),fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.4.0,0
772,chore(): publish 6.1.2-next release,0.89035535,chore(): publish 6.13.0 release (a7167e3),fix(deps): update dependency webpack to v5.64.1,1
773,Merge pull request #987 from nestjs/dependabot/npm_and_yarn/ini-1.3.7,0.9884604,Merge pull request #987 from nestjs/dependabot/npm_and_yarn/ini-1.3.7 (1164a66f),chore(deps): update node.js to v17,1
774,Merge pull request #241 from nestjs/renovate/ts-jest-24.x,0.9571717,Merge pull request #1641 from nestjs/renovate/ts-jest-28.x (f944beb6),fix(deps): update dependency tsconfig-paths-webpack-plugin to v3.5.2,1
775,chore(deps): update typescript-eslint monorepo to v5.55.0,0.9888026,chore(deps): update typescript-eslint monorepo to v5.14.0 (559bec98),fix(deps): update angular-cli monorepo to v12.2.13,1
776,initialize module metadata update development,0.51126707,fix(doc): rename Developement to Development (eeb32157),,0
777,fix: unit tests,0.710145,test(): update schematic option unit tests (6cf2df92),,1
778,chore(): release v7.1.5,0.83508027,chore(): publish 6.13.0 release (a7167e3),,1
779,"test(): add test for ""strict"" flag",0.9167756,"test(): add test for ""strict"" flag (de611bcc)",,1
780,chore(deps): update dependency eslint to v8.30.0,0.9747408,chore(deps): update dependency eslint to v8.30.0 (a97360b4),,1
781,change fileExists to be synchronous,0.911455,change fileExists to be synchronous (097d53f2),,1
782,Merge pull request #1610 from Tony133/docs/update-logo,0.98201287,Merge pull request #1610 from Tony133/docs/update-logo (99d73d37),,1
783,Merge pull request #1556 from nestjs/renovate/tsconfig-paths-3.x,0.9805194,Merge pull request #1567 from nestjs/renovate/tsconfig-paths-3.x (0f5cc713),,1
784,Update commands/new.command.ts,0.9350214,Update commands/new.command.ts (a745a297),,1
785,chore(deps): update dependency @types/node to v12.12.7,0.98774385,chore(deps): update dependency @types/node to v12.12.15 (0a1d589),,1
786,fix(deps): update dependency @nestjs/schematics to v9.1.0,0.9846043,fix(deps): update dependency @nestjs/schematics to v9.1.0 (1a6d9079),,1
787,feature(gitignore) : update @nestjs/schematics + fix unit tests,0.6469803,feat(): update nestjs schematics to the latest patch version (0252ddf),,0
788,Merge pull request #1382 from nestjs/renovate/fork-ts-checker-webpack-plugin-6.x,0.9931048,Merge pull request #1382 from nestjs/renovate/fork-ts-checker-webpack-plugin-6.x (42ec5283),,1
789,Merge pull request #855 from nestjs/renovate/webpack-node-externals-2.x,0.989257,Merge pull request #855 from nestjs/renovate/webpack-node-externals-2.x (6208f01e),,1
790,upgrade module assets generation to generate modules in sub modules,0.47714406,"refactor(plugins) Plugins are loaded via node's require mechanisms, instead of a plain file call, allowing control of main file to be delegated to package, as well as support any format supported by the running node version (js, mjs, etc.) (142af07)",,0
791,chore(deps): update node.js to v16,0.9593229,chore(deps): update node.js to v16 (3d30c58b),,1
792,chore(deps): update typescript-eslint monorepo to v4.29.2,0.9867774,chore(deps): update typescript-eslint monorepo to v4.30.0 (56915933),,1
793,refactoring : fix script test imports,0.65392894,test(): removed the imports not used (38b151e3),,0
794,chore(deps): update dependency ts-loader to v9.0.1,0.9825107,chore(deps): update dependency ts-loader to v9.3.0 (9858ddf9),,1
795,chore(deps): update dependency jest to v26.3.0,0.97775257,chore(deps): update dependency jest to v26.3.0 (34913fc8),,1
796,add color service and using it in asset generators,0.49633774,refactor: Use chalk package instead of Colors (f1553789),docs(contributing): Fixed grammatical mistakes/typos,0
797,chore(): update webpack and typescript deps,0.9514276,chore(): update webpack and typescript deps (ee6f823f),,1
798,update typescript fix,0.74204254,fix(deps): Typescript 4.1  breaking changes (e15f8003),,1
799,chore(deps): update typescript-eslint monorepo to v5.42.1,0.9824227,chore(deps): update typescript-eslint monorepo to v5.42.0 (22e7d803),,1
800,chore(deps): update typescript-eslint monorepo to v5.4.0,0.98241055,chore(deps): update typescript-eslint monorepo to v5.5.0 (095ab127),,1
801,chore(deps): update dependency @types/jest to v24.0.17,0.98424757,chore(deps): update dependency @types/jest to v24.0.24 (b2991dc),,1
802,chore: publish 5.5.0 release,0.8061861,chore(): publish 6.13.0 release (a7167e3),,1
803,chore(deps): update dependency release-it to v15.10.1,0.985577,chore(deps): update dependency release-it to v15.10.0 (07111244),,1
804,Merge pull request #1419 from nestjs/renovate/webpack-5.x,0.98525894,Merge pull request #1419 from nestjs/renovate/webpack-5.x (482c4ce4),fix: assets copying from 'nest build' is problematic,1
805,fix: improve --no-flat description,0.8633381,fix: improve --no-flat description (e0dbfd9c),chore(deps): update dependency jest to v27.3.0,1
806,fix(deps): update dependency inquirer to v7.3.2,0.98147655,fix(deps): update dependency inquirer to v7.0.3 (053523d),,1
807,schematics : refactor service and info commands,0.75309277,refactor: clarify about schematics available on generate command (88752a6a),,1
808,fix(webpack): add externals presets,0.9161466,fix(webpack): add externals presets (74286eb4),chore(deps): update dependency cli-table3 to v0.6.0,1
809,Update package.json,0.7727996,chore(): update package json (29e0c8a9),fix(deps): update dependency webpack to v5.58.2,1
810,update readme,0.7941039,Update README.md (840b54db),fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.3.4,1
811,chore(deps): update typescript-eslint monorepo to v5.49.0,0.98512506,chore(deps): update typescript-eslint monorepo to v5.49.0 (00213cf9),chore(deps): update dependency ts-jest to v27.0.7,1
812,chore(deps): update dependency eslint to v8.6.0,0.9785105,chore(deps): update dependency eslint to v8.9.0 (184150a9),fix(deps): update angular-cli monorepo to v12.2.10,1
813,chore(deps): update dependency @types/node to v12.12.20,0.9855613,chore(deps): update dependency @types/node to v12.12.15 (0a1d589),,1
814,chore(license): Updated to 2023,0.9569204,chore(license): Updated to 2023 (f166776c),,1
815,Merge pull request #414 from nestjs/renovate/jest-24.x,0.942173,Merge pull request #1641 from nestjs/renovate/ts-jest-28.x (f944beb6),,1
816,chore(deps): update dependency eslint to v7.20.0,0.9849307,chore(deps): update dependency eslint to v7.23.0 (0f0449aa),,1
817,Merge branch 'axle-h-feat/support-webpack-multi-compiler',0.951326,Merge branch 'axle-h-feat/support-webpack-multi-compiler' (72ef5baf),,1
818,chore(): release v7.1.4,0.84237397,chore(): publish 6.13.0 release (a7167e3),,1
819,add update logs,0.5747801,"chore(): update commit hooks, add lint-staged (0258b9b6)",,0
820,Merge pull request #1248 from nestjs/renovate/fork-ts-checker-webpack-plugin-6.x,0.9873514,Merge pull request #1357 from nestjs/renovate/fork-ts-checker-webpack-plugin-6.x (400b52e9),,1
821,fix(deps): update dependency @types/webpack to v4.41.25,0.98882926,fix(deps): update dependency @types/webpack to v4.41.11 (2114920),,1
822,chore(deps): update commitlint monorepo to v12,0.964744,chore(deps): update commitlint monorepo to v12.0.1 (b1422b92),,1
823,nest-v4-rc3 : initialize contribute guidelines,0.6479203,feat: Allow passing arguments to nest start  (a20e0ce8),,0
824,fix() use SIGINT by default,0.5638769,Merge pull request #530 from Sikora00/feature/directory-option (44b4ac5),,0
825,Merge pull request #278 from nestjs/renovate/typescript-3.x,0.95317113,Merge pull request #1118 from nestjs/renovate/typescript-4.x (2572992b),,1
826,chore(deps): update dependency release-it to v13.6.8,0.98186827,chore(deps): update dependency release-it to v13.5.5 (dd06913),,1
827,Update dependency @types/node to v12.12.5,0.8688619,chore(deps): update dependency @types/node to v14.17.12 (16e60290),,1
828,chore(deps): update commitlint monorepo to v17.2.0,0.9727938,chore(deps): update commitlint monorepo to v17.0.3 (70c20988),,1
829,1.7.8,0.60389453,chore(deps): bump ini from 1.3.5 to 1.3.8 (192ab2bc),,0
830,Merge pull request #1925 from nestjs/renovate/angular-cli-monorepo,0.9733435,Merge pull request #1925 from nestjs/renovate/angular-cli-monorepo (f26ac6e7),,1
831,chore(deps): update dependency @types/node to v18.15.10,0.9824548,chore(deps): update dependency @types/node to v18.16.10 (a47ed500),,1
832,chore(deps): bump vm2 from 3.9.16 to 3.9.17,0.97926253,chore(deps): bump vm2 from 3.9.16 to 3.9.17 (09df66f5),,1
833,reniew : add dry-run option to generate command,0.5754925,fix generate dry run alias (8e92561),chore(): migrate to github issues forms,0
834,fix: add missing description field,0.88260055,fix: add missing description field (6e164a69),,1
835,chore(): update package.json file,0.92246044,chore(): update package json (29e0c8a9),fix(doc): rename Developement to Development,1
836,fix(deps): update dependency webpack to v4.41.6,0.9840652,fix(deps): update dependency webpack to v4.44.2 (02c926fa),,1
837,Merge pull request #404 from theghostyced/master,0.7988252,Merge pull request #1350 from rmlzy/master (96347e27),,1
838,Merge pull request #1857 from nestjs/renovate/commitlint-monorepo,0.9887092,Merge pull request #1857 from nestjs/renovate/commitlint-monorepo (08a25273),,1
839,"test(): include 'configuration', 'resolver', 'interface' schematic in Nest collection tests",0.95873404,"test(): include 'configuration', 'resolver', 'interface' schematic in Nest collection tests (db671c7c)",,1
840,Merge pull request #304 from nestjs/renovate/inquirer-6.x,0.9602907,Merge pull request #517 from nestjs/renovate/inquirer-7.x (5c65346),"feat(): add optional --strict flag on ""nest new""",1
841,fix multiple edge cases,0.45954686,fix(): resolve merge conflicts (0dff378a),This addresses the issue https://github.com/nestjs/schematics/issues/597 Now users can use: $ nest new --strict if they want to create a project with TS's strict mode enabled,0
842,chore: publish 5.6.0 release,0.8847643,chore(): publish 6.13.0 release (a7167e3),,1
843,chore(deps): update dependency eslint-config-prettier to v7,0.9734506,chore(deps): update dependency eslint-config-prettier to v7.2.0 (47560262),,1
844,chore(deps): update typescript-eslint monorepo to v5.59.1,0.99113595,chore(deps): update typescript-eslint monorepo to v5.14.0 (559bec98),"Since the strict option was released in v8.0.3 of @nestjs/schematics, we must upgraded it before",1
845,clean imports + add assets build command,0.6240092,feat: Add skip import option to generate command (1a0213e2),,0
846,chore(deps): update dependency release-it to v15.9.1,0.984828,chore(deps): update dependency release-it to v15.10.0 (07111244),,1
847,feat: Add skip import option to generate command,0.91955966,feat: Add skip import option to generate command (1a0213e2),feat(watch mode): toggle webpack development mode on watch,1
848,"feat() new commands (dev, build) wip",0.5950622,feat(): add strict option on new command (c028737d),fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.3.3,0
849,feature(ui) : replace package manager install messages by a spinner with user message,0.46912134,* fix: when selecting the package manager (cacca97e),chore(deps): bump path-parse from 1.0.6 to 1.0.7,0
850,fix error PipeTransform require 1 arguments,0.5123389,fix(): fix invalid double quotes stripping logic (5ca90a13),fix(deps): update dependency node-emoji to v1.11.0,0
851,chore(deps): update dependency ts-jest to v25.5.1,0.9805412,chore(deps): update dependency ts-jest to v25.1.0 (b371827),fix(deps): update dependency tsconfig-paths to v3.11.0,1
852,chore(deps): update dependency @types/node to v14.14.40,0.9887336,chore(deps): update dependency @types/node to v14.14.45 (be720449),fix(deps): update angular-cli monorepo to v12.2.7,1
853,build: speed up the TypeScript transpilation,0.94362855,build: speed up the TypeScript transpilation (5c18f47),fix(deps): update dependency source-map-support to v0.5.20,1
854,chore(deps): update dependency eslint to v8.26.0,0.98276603,chore(deps): update dependency eslint to v8.24.0 (d1834116),,1
855,Merge pull request #381 from nestjs/renovate/node-12.x,0.9728817,Merge pull request #503 from nestjs/renovate/node-12.x (3a96841),,1
856,resolve conflicts,0.69507086,chore: resolve conflicts (907969df),,0
857,rc-1 : normalize package.json version,0.55226624,chore(): update package json (29e0c8a9),,0
858,dept(test) : add test on nest schematics collection + refactor generate command,0.77333564,"test(): include 'configuration', 'resolver', 'interface' schematic in Nest collection tests (db671c7c)",,1
859,chore(deps): update dependency @types/node to v14.17.13,0.9865297,chore(deps): update dependency @types/node to v14.17.2 (eafe2417),,1
860,chore(deps): update dependency eslint to v7,0.9742985,chore(deps): update dependency eslint to v7 (dd93780),,1
861,chore(deps): update dependency release-it to v13.5.2,0.97998846,chore(deps): update dependency release-it to v13.5.5 (dd06913),,1
862,ci: use sudo to global install npm@latest,0.9682613,ci: use sudo to global install npm@latest (6062917a),,1
863,chore(deps): update typescript-eslint monorepo to v4.33.0,0.98186,chore(deps): update typescript-eslint monorepo to v4.30.0 (56915933),,1
864,fix(deps): update dependency chokidar to v3.4.3,0.9829825,fix(deps): update dependency chokidar to v3.4.0 (08e7731),,1
865,chore(deps): update dependency @types/jest to v26.0.2,0.98164445,chore(deps): update dependency @types/jest to v26.0.22 (4d11de87),,1
866,fix(deps): update angular-cli monorepo to v16,0.9727207,fix(deps): update angular-cli monorepo to v16 (0a70759d),,1
867,Merge pull request #1591 from nestjs/renovate/angular-cli-monorepo,0.98032135,Merge pull request #1591 from nestjs/renovate/angular-cli-monorepo (068f4e3e),,1
868,feature(update) : install jest unit test framework,0.70812464,test(lib): add unit tests for PackageManagerFactory.prototype.find (f37bde89),,1
869,Merge pull request #2017 from nestjs/renovate/angular-cli-monorepo,0.9756565,Merge pull request #2017 from nestjs/renovate/angular-cli-monorepo (d566a19a),,1
870,develop the nest dependency update,0.70180094,Update nest.collection.spec.ts (31045db1),,1
871,Merge pull request #318 from nestjs/renovate/tslint-5.x,0.9449566,Merge pull request #1553 from nestjs/renovate/ts-node-10.x (73ba6289),,1
872,Merge remote-tracking branch 'upstream/develop' into develop,0.59612226,Merge remote-tracking branch 'origin/master' into plugin/afterDeclarations (cdfeba52),,0
873,Merge branch 'configuration',0.7564086,Merge branch 'getspooky-my-branch' (e186d776),,1
874,chore(deps): update dependency @types/node to v16.11.12,0.98840415,chore(deps): update dependency @types/node to v12.12.15 (0a1d589),,1
875,fix: fix watch compile error when tsconfig modified,0.9521299,fix: fix watch compile error when tsconfig modified (1001a53f),,1
876,update README with the implemented features and usages,0.7106216,Update README.md (840b54db),,1
877,fix(new): fix language bug,0.8681771,fix(new): fix language bug (f5f26e14),,1
878,chore(deps): update typescript-eslint monorepo to v5.56.0,0.9894676,chore(deps): update typescript-eslint monorepo to v5.14.0 (559bec98),,1
879,nest-v5 : review Makefile to publish v5 version of docker cli,0.5438987,Merge pull request #1787 from nestjs/renovate/cli-table3-0.x (19412cea),,0
880,Merge pull request #667 from nestjs/renovate/angularcli-monorepo,0.9843054,Merge pull request #667 from nestjs/renovate/angularcli-monorepo (c011d58),,1
881,chore(deps): update dependency eslint-plugin-import to v2.23.1,0.9858193,chore(deps): update dependency eslint-plugin-import to v2.23.1 (06ece66f),,1
882,Update dependency @types/node to v12.7.7,0.85198987,chore(deps): update dependency @types/node to v14.17.19 (577b050d),Bumps path-parse from 1.0.6 to 1.0.7. - Release notes - Commits  updated-dependencies: - dependency-name: path-parse   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
883,feature(javascript) : fix wrong language parsed option,0.55162996,fix(new): fix language bug (f5f26e14),,0
884,fix(): inherit process exit code (start command) #1044,0.9706548,fix(): inherit process exit code (start command) #1044 (dd221717),docs: remove missing link from contributing.md,1
885,chore(deps): update dependency release-it to v13.7.0,0.97427964,chore(deps): update dependency release-it to v13.4.0 (c745366),remove the link referencing missing developer.md file resolves #1300,1
886,Merge pull request #1174 from nestjs/renovate/nestjs-schematics-7.x,0.9687313,Merge pull request #1174 from nestjs/renovate/nestjs-schematics-7.x (ff9debfd),,1
887,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6,0.9822317,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.5.0 (520030f7),,1
888,reniew : initialize the cli tool start over,0.51879525,feat(cli) add generateOptions to configuration (45957c9),,0
889,Merge pull request #1551 from stanimirovv/master,0.97046745,Merge pull request #1551 from stanimirovv/master (bf1e4950),,1
890,Merge pull request #297 from nestjs/renovate/prettier-1.x,0.9311356,Merge pull request #1860 from nestjs/renovate/prettier-2.x (f912450a),,1
891,dept(cli-framework) : remove logger from runners and use console instead,0.51009166,refactor(cli): Schematic runner should use node require mechanism (66e54674),,0
892,Merge pull request #53 from nestjs/info,0.8921542,Merge pull request #503 from nestjs/renovate/node-12.x (3a96841),,1
893,fix(): fix package-lock issues (sync),0.9579197,fix(): fix package-lock issues (sync) (20054ba8),,1
894,chore(deps): update commitlint monorepo to v9,0.96693504,chore(deps): update commitlint monorepo to v9 (ee8d3fe),,1
895,Merge pull request #594 from nestjs/renovate/inquirer-7.x,0.97214484,Merge pull request #805 from nestjs/renovate/inquirer-7.x (1d419ac3),,1
896,Merge pull request #376 from nestjs/renovate/ts-loader-6.x,0.9458122,Merge pull request #1854 from nestjs/renovate/ts-loader-9.x (d9ab4ff5),,1
897,update travis job build description,0.44575375,"chore(): minor tweaks, description updates, style updates (fbaf4922)",fix(compiler): remove type in afterDeclarations property,0
898,chore(deps): update dependency eslint to v7.15.0,0.98181367,chore(deps): update dependency eslint to v7.23.0 (0f0449aa),,1
899,develop the module file finder,0.5226666,fix(): reverse module paths (typescript loader) (16ace26),,0
900,Merge pull request #543 from nestjs/renovate/inquirer-7.x,0.9753485,Merge pull request #543 from nestjs/renovate/inquirer-7.x (90ccd0e),,1
901,replace git-clone by nodegit + wrap rimraf for testing + develop repository to create project command,0.5029272,Merge branch 'node-loader' of https://github.com/boenrobot/nest-cli into boenrobot-node-loader (56d1dfd),,0
902,chore(deps): update dependency @types/node to v16.11.58,0.99028337,chore(deps): update dependency @types/node to v16.11.7 (a0e14355),,1
903,dept(typescript) : migrate lib ui to typescript,0.6344476,chore(deps): update typescript-eslint monorepo to v5.1.0 (cbdddf24),,0
904,refactoring : increase metadata regsiter feature,0.502889,refactor: variable name is synced with the function returning it (774910b2),,0
905,chore(deps): update dependency eslint to v8.40.0,0.9834221,chore(deps): update dependency eslint to v8.24.0 (d1834116),,1
906,fix(deps): update dependency @angular-devkit/schematics-cli to v0.1000.0,0.96952915,fix(deps): update dependency @angular-devkit/schematics-cli to v0.1100.0 (404033e5),,1
907,"chore(deps): update webpack,angular-cli,release-it",0.9617449,"chore(deps): update webpack,angular-cli,release-it (0c13f1d5)",,1
908,fix: display custom schematics in help,0.88019717,fix: display custom schematics in help (4887baff),,1
909,fix(deps): update dependency webpack to v4.44.2,0.98276675,fix(deps): update dependency webpack to v4.44.2 (02c926fa),,1
910,fix(generator): Make usable as devDependency,0.6016816,fix(): move webpack types to dev deps (e39e95c4),,0
911,chore(): release v9.4.0,0.81090975,chore(): update version (89ed3fc5),,1
912,Merge pull request #319 from apricote/fix-package-manager-message,0.8190116,Merge pull request #1803 from micalevisk/fix-support-package-manager-selection (bd7a59f7),,1
913,chore() publish 6.11.0 release,0.9227973,chore(): publish 6.13.0 release (a7167e3),fix(deps): update dependency os-name to v4.0.1,1
914,chore(deps): update dependency prettier to v2.5.1,0.97463834,chore(deps): update dependency prettier to v2.8.2 (2016446a),fix(deps): update angularcli monorepo to v12.1.4,1
915,chore(deps): update dependency release-it to v15.9.3,0.9837737,chore(deps): update dependency release-it to v15.10.0 (07111244),fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.3.1,1
916,chore(deps): update dependency @types/node to v18.15.0,0.98444736,chore(deps): update dependency @types/node to v18.15.9 (72671509),,1
917,chore(deps): update commitlint monorepo to v13.2.0,0.97251153,chore(deps): update commitlint monorepo to v13.2.0 (acf50571),,1
918,1.5.0,0.6206156,chore: update (5bb80855),,0
919,chore(deps): remove unused dependency ts-node,0.948514,chore(deps): remove unused dependency ts-node (7152b8cf),,1
920,chore(deps): update dependency jest to v27.4.5,0.9747681,chore(deps): update dependency jest to v27.2.1 (b1246420),,1
921,feat() allow force use tsc,0.52083373,test(): hardcode loader tsconfig path (1920c2bd),,0
922,chore(deps): update dependency @types/node to v14.17.27,0.9895724,chore(deps): update dependency @types/node to v14.17.2 (eafe2417),feat(cli): add pnpm package manager support,1
923,Merge pull request #1274 from nestjs/renovate/fork-ts-checker-webpack-plugin-6.x,0.9922025,Merge pull request #1262 from nestjs/renovate/fork-ts-checker-webpack-plugin-6.x (7c799723),feat: reads versions from lock files,1
924,Merge branch 'update-clap-version' of https://github.com/Quadriphobs1/nest-cli into Quadriphobs1-update-clap-version,0.6721593,Merge branch 'feat/add-no-flat-option' of https://github.com/stanimirovv/nest-cli into stanimirovv-feat/add-no-flat-option (5f1cec4b),,0
925,Merge pull request #1884 from nestjs/renovate/fork-ts-checker-webpack-plugin-7.x,0.99070656,Merge pull request #1884 from nestjs/renovate/fork-ts-checker-webpack-plugin-7.x (7874c5bf),,1
926,Merge branch 'next-patch',0.7168118,Merge branch 'getspooky-my-branch' (e186d776),,1
927,signed: commit for RP,0.42744166,chore(deps): update dependency @commitlint/cli to v13.2.1 (6519dab5),,0
928,chore(deps): update typescript-eslint monorepo to v5.28.0,0.9883828,chore(deps): update typescript-eslint monorepo to v5.5.0 (095ab127),fix(deps): update dependency webpack to v5.46.0,1
929,chore(deps): update dependency release-it to v15.8.0,0.98467106,chore(deps): update dependency release-it to v15.8.0 (04518475),fix(deps): update angularcli monorepo to v12.1.3,1
930,Create PULL_REQUEST_TEMPLATE.md,0.5402806,Merge pull request #1671 from iamshabell/doc/ReadME (85f43852),fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.2.13,0
931,"Revert ""fix(): copy all assets on build""",0.91916573,"Revert ""fix(): copy all assets on build"" (bb8f35d1)",,1
932,chore(deps): update dependency jest to v26.2.2,0.9731873,chore(deps): update dependency jest to v26.2.2 (28848208),,1
933,chore(): downgrade to webpack 5.45 to fix hmr #1258,0.9887208,chore(): downgrade to webpack 5.45 to fix hmr #1258 (73250b66),,1
934,Update lib/compiler/plugins-loader.ts,0.93232846,Update lib/compiler/plugins-loader.ts (6b4bf6e2),,1
935,Merge pull request #728 from nestjs/renovate/fork-ts-checker-webpack-plugin-4.x,0.98945236,Merge pull request #728 from nestjs/renovate/fork-ts-checker-webpack-plugin-4.x (8e9bae4),,1
936,fix(deps): update dependency fork-ts-checker-webpack-plugin to v7.2.11,0.98874426,fix(deps): update dependency fork-ts-checker-webpack-plugin to v6.3.3 (afe798e8),,1
937,Merge pull request #264 from nestjs/renovate/ts-jest-24.x,0.92977643,Merge pull request #1641 from nestjs/renovate/ts-jest-28.x (f944beb6),,1
938,fix() : remove multi package installation calls,0.61271703,* Merge pull request #1803 from micalevisk/fix-support-package-manager-selection (bd7a59f7),,0
939,"feature(ui): improvements, messages update",0.5184374,"chore(): minor tweaks, description updates, style updates (fbaf4922)",,0
940,chore(deps): update dependency eslint to v8.4.1,0.9792035,chore(deps): update dependency eslint to v7.23.0 (0f0449aa),docs(types) - update plugins configuration interface,1
941,fix(deps): update dependency jest to v24,0.88221717,fix(deps): update dependency commander to v4.1.0 (508ea25),JSON Schema validation fails for nest-cli.json if an item in CompilerOptions.plugins[] uses the object notation.,1
942,Merge pull request #1847 from alko89/feat/start-optional-args,0.9865358,Merge pull request #1847 from alko89/feat/start-optional-args (a23e9220),JSON Schema validation fails for nest-cli.json if an item in CompilerOptions.plugins[] uses the object notation.,1
943,chore: rename function,0.8692489,chore: rename function (85e8452c),,1
944,chore(deps): update dependency eslint to v8.23.0,0.98198104,chore(deps): update dependency eslint to v7.23.0 (0f0449aa),,1
945,fix(build): concatenate string when app name contains dots #947,0.97796035,fix(build): concatenate string when app name contains dots #947 (12920e88),,1
946,docs(contributing): update contribution guide,0.97339296,docs(contributing): update contribution guide (84150e44),,1
947,style(): run prettier (format script),0.90440154,style(): run prettier (format script) (57be6edc),,1
948,chore(deps): update dependency lint-staged to v13.0.3,0.9779495,chore(deps): update dependency lint-staged to v13.2.0 (8e9ad200),,1
949,chore(deps): update dependency release-it to v15.7.0,0.9749185,chore(deps): update dependency release-it to v15.1.0 (3d734567),,1
950,task(artefact) : rename artifact to artefact,0.45747277,chore: rename function (85e8452c),,0
951,chore(deps): update dependency @types/jest to v29.2.5,0.9825159,chore(deps): update dependency @types/jest to v29.4.3 (39977523),,1
952,Merge pull request #1670 from nestjs/renovate/major-angular-cli-monorepo,0.9751291,Merge pull request #1863 from nestjs/renovate/major-angular-cli-monorepo (56679f4c),,1
953,Merge pull request #1246 from robtayl0r/plugins-json-shema,0.9854363,Merge pull request #1246 from robtayl0r/plugins-json-shema (fe433d8f),,1
954,Merge pull request #972 from Tony133/docs/added-license-readme,0.98169327,Merge pull request #972 from Tony133/docs/added-license-readme (dbf48f4f),fix(deps): update dependency webpack to v5.43.0,1
955,fix(): fix app name wrapping logic,0.93492824,fix(): fix app name wrapping logic (096d7c1a),,1
956,lint(): fix tslint issues,0.7139113,fix(): fix tsconfig paths on windows (6ebe17a),,1
