Index,Message,Description
272,docs: clarify license expiration upgrade behavior (#16464),
273,Docs/services refactor docs day 122022 (#16103),"  converted main services page to services overview page   set up services usage dirs   added Define Services usage page   converted health checks everything page to Define Health Checks usage page   added Register Services and Nodes usage page   converted Query with DNS to Discover Services and Nodes Overview page   added Configure DNS Behavior usage page   added Enable Static DNS Lookups usage page   added the Enable Dynamic Queries DNS Queries usage page   added the Configuration dir and overview page - may not need the overview, tho   fixed the nav from previous commit   added the Services Configuration Reference page   added Health Checks Configuration Reference page   updated service defaults configuraiton entry to new configuration ref format   fixed some bad links found by checker   more bad links found by checker   another bad link found by checker   converted main services page to services overview page   set up services usage dirs   added Define Services usage page   converted health checks everything page to Define Health Checks usage page   added Register Services and Nodes usage page   converted Query with DNS to Discover Services and Nodes Overview page   added Configure DNS Behavior usage page   added Enable Static DNS Lookups usage page   added the Enable Dynamic Queries DNS Queries usage page   added the Configuration dir and overview page - may not need the overview, tho   fixed the nav from previous commit   added the Services Configuration Reference page   added Health Checks Configuration Reference page   updated service defaults configuraiton entry to new configuration ref format   fixed some bad links found by checker   more bad links found by checker   another bad link found by checker   fixed cross-links between new topics   updated links to the new services pages   fixed bad links in scale file   tweaks to titles and phrasing   fixed typo in checks.mdx   started updating the conf ref to latest template   update SD conf ref to match latest CT standard   Apply suggestions from code review   Co-authored-by: Eddie Rowe 74205376+eddie-rowe@users.noreply.github.com   remove previous version of the checks page   fixed cross-links   Apply suggestions from code review   Co-authored-by: Eddie Rowe 74205376+eddie-rowe@users.noreply.github.com  Co-authored-by: Eddie Rowe 74205376+eddie-rowe@users.noreply.github.com"
274,cli: remove stray whitespace when loading the consul version from the VERSION file (#16467),Fixes a regression from #15631 in the output of consul version from: Consul v1.16.0-dev +ent Revision 56b86acbe5+CHANGES  to Consul v1.16.0-dev+ent Revision 56b86acbe5+CHANGES
275,Gateway Test HTTPPathRewrite (#16418),  add http url path rewrite   add Mike's test back in   update kind to use api.APIGateway 
276,gateways: add e2e test for API Gateway HTTPRoute ParentRef change (#16408),  test(gateways): add API Gateway HTTPRoute ParentRef change test   test(gateways): add checkRouteError helper   test(gateways): remove EOF check   in CI this seems to sometimes be 'connection reset by peer' instead  Update test/integration/consul-container/test/gateways/http_route_test.go
277,docs: Add backwards compatibility for Consul 1.14.x and consul-dataplane in the Envoy compat matrix (#16462), Update envoy.mdx
278,cli: ensure acl token read -self works (#16445),Fixes a regression in #16044 The consul acl token read -self cli command should not require an -accessor-id because typically the persona invoking this would not already know the accessor id of their own token.
279,grpc: fix data race in balancer registration (#16229),"Registering gRPC balancers is thread-unsafe because they are stored in a global map variable that is accessed without holding a lock. Therefore, it's expected that balancers are registered once at the beginning of your program (e.g. in a package init function) and certainly not after you've started dialing connections, etc.  NOTE: this function must only be called during initialization time (i.e. in an init() function), and is not thread-safe.  While this is fine for us in production, it's challenging for tests that spin up multiple agents in-memory. We currently register a balancer per- agent which holds agent-specific state that cannot safely be shared. This commit introduces our own registry that is thread-safe, and implements the Builder interface such that we can call gRPC's Register method once, on start-up. It uses the same pattern as our resolver registry where we use the dial target's host (aka ""authority""), which is unique per-agent, to determine which builder to use."
280,Update ingress-gateways.mdx (#16330), Update ingress-gateways.mdx  Added an example of running the HELM install for the ingress gateways using values.yaml   Apply suggestions from code review   Update ingress-gateways.mdx   Adds closing back ticks on example command. The suggesting UI strips them out.  Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com
281,Update docs for consul-k8s 1.1.0 (#16447),
282,UI: Fix rendering issue in search and lists (#16444),  Upgrade ember-cli-string-helpers   add extra lock change 
283,upgrade test: consolidate resolver test cases (#16443),
284,Delete Vagrantfile (#16442),
285,docs: remove extra whitespace in frontmatter (#16436),
286,Add missing link (#16437),
287,UI: Update Consul UI colors to use HDS colors (#16111),"  update red color variables to hds   change background red to be one step lighter   map oranges   map greens   map blues   map greys   delete themes, colours: lemon, magenta, strawberry, and vault color aliases   add unmapped rainbow colours   replace white and transparent vars, remove unused semantic vars and frame placeholders   small tweaks to improve contrast, change node health status x/check colours for non-voters to match design doc, replace semantic colour action w hds colour   add unmapped grays, remove dark theme, manually set nav bar to use dark colours   map consul pink colour   map yellows   add unmapped oranges, delete light theme   remove readme, base variables, clean up dangling colours   Start working on the nav disclosure menus   Update main-nav-horizontal dropdowns   Format template   Update box-shadow tokens   Replace --tone- usage with tokens   Update nav disabled state and panel border colour   Replace rgb usage on tile   Fix permissions modal overlay   More fixes   Replace orange-500 with amber-200   Update badge colors   Update vertical sidebar colors   Remove top border on consul peer list ul    Co-authored-by: wenincode tyler.wendlandt@hashicorp.com"
288,Refactor and move wal docs (#16387),  Add WAL documentation. Also fix some minor metrics registration details   Add tests to verify metrics are registered correctly   refactor and move wal docs   Updates to the WAL overview page   updates to enable WAL usage topic   updates to the monitoring WAL backend topic   updates for revert WAL topic   a few tweaks to overview and udpated metadescriptions   Apply suggestions from code review   Co-authored-by: Paul Banks pbanks@hashicorp.com   make revert docs consistent with enable   Apply suggestions from code review   Co-authored-by: Paul Banks pbanks@hashicorp.com   address feedback   address final feedback   Apply suggestions from code review   Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com  Co-authored-by: Paul Banks pbanks@hashicorp.com Co-authored-by: trujillo-adam ajosetru@gmail.com Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com
289,fix: ui tests run is fixed (applying class attribute twice to the hbs element caused the issue (#16428),
290,feat: update alerts to Hds::Alert component (CC-4035) (#16412),
291,update changelog (#16426),  update changelog   fix changelog formatting 
292,Fix attempt for test fail panics in xDS (#16319),  Fix attempt for test fail panics in xDS   switch to a mutex pointer 
293,Basic gobased API gateway spinup test (#16278),"  wip, proof of concept, gateway service being registered, don't know how to hit it   checkpoint   Fix up API Gateway go tests (#16297)   checkpoint, getting InvalidDiscoveryChain route protocol does not match targeted service protocol   checkpoint   httproute hittable   tests working, one header test failing   differentiate services by status code, minor cleanup   working tests   updated GetPort interface   fix getport    Co-authored-by: Andrew Stucki andrew.stucki@hashicorp.com"
294,NO_JIRA: refactor validate function in traffic mgt tests (#16422),
295,Fix a couple inconsistencies in operator usage instances command (#16260),
296,add back staging bits (#16411),
297,Try DRYing up createCluster in integration tests (#16199),
298,NET-2286: Add tests to verify traffic redirects between services (#16390),
299,Native API Gateway Docs (#16365),"  Create empty files   Copy over content for overview   Copy over content for usage   Copy over content for api-gateway config   Copy over content for http-route config   Copy over content for tcp-route config   Copy over content for inline-certificate config   Add docs to the sidebar   Clean up overview. Start cleaning up usage   Add BETA badge to API Gateways portion of nav   Fix header   Fix up usage   Fix up API Gateway config   Update paths to be consistent w/ other gateway docs   Fix up http-route   Fix up inline-certificate   rename path   Fix up tcp-route   Add CodeTabs   Add headers to config pages   Fix configuration model for http route and inline certificate   Add version callout to API gateway overview page   Fix values for inline certificate   Fix values for api gateway configuration   Fix values for TCP Route config   Fix values for HTTP Route config   Adds link from k8s gateway to vm gateway page   Remove versioning warning   Serve overview page at ../api-gateway, consistent w/ mesh-gateway   Remove weight field from tcp-route docs   Linking to usage instead of overview from k8s api-gateway to vm api-gateway   Fix issues in usage page   Fix links in usage   Capitalize Kubernetes   Apply suggestions from code review   Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com   remove optional callout   Apply suggestions from code review   Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com  Apply suggestions from code review  Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com   Apply suggestions from code review   Update website/content/docs/connect/gateways/api-gateway/configuration/api-gateway.mdx   Fix formatting of Hostnames   Update website/content/docs/api-gateway/index.mdx   Update website/content/docs/connect/gateways/api-gateway/configuration/http-route.mdx   Co-authored-by: Andrew Stucki andrew.stucki@hashicorp.com   Add cross-linking of config entries   Fix rendering error on new operator usage docs   Update website/content/docs/connect/gateways/api-gateway/configuration/http-route.mdx   Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com  Update website/content/docs/connect/gateways/api-gateway/configuration/http-route.mdx  Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com   Apply suggestions from code review   Apply suggestions from code review   Add BETA badges to config entry links   http route updates   Add Enterprise keys   Use map instead of list for meta field, use consistent formatting   Convert spaces to tabs   Add all Enterprise info to TCP Route   Use pascal case for JSON api-gateway example   Add enterprise to HCL api-gw cfg   Use pascal case for missed JSON config fields   Add enterprise to JSON api-gw cfg   Add enterprise to api-gw values   adds enterprise to http route   Update website/content/docs/connect/gateways/api-gateway/index.mdx   Co-authored-by: danielehc 40759828+danielehc@users.noreply.github.com   Add enterprise to api-gw spec   Add missing namespace, partition + meta to specification   fixes for http route   Fix ordering of API Gatetway cfg spec items   whitespace   Add linking of values to tcp   Apply suggestions from code review   Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com   Fix comma in wrong place   Apply suggestions from code review   Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com   Move Certificates down   Apply suggestions from code review   Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com   Tabs to spaces in httproute   Use configuration entry instead of config entry   Fix indentations on api-gateway and tcp-route   Add whitespace between code block and prose   Apply suggestions from code review   Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com  adds <> to http route   Co-authored-by: Nathan Coleman nathan.coleman@hashicorp.com Co-authored-by: Melisa Griffin melisa.griffin@hashicorp.com Co-authored-by: Tu Nguyen im2nguyen@users.noreply.github.com Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com Co-authored-by: Tu Nguyen im2nguyen@gmail.com Co-authored-by: Melisa Griffin missylbytes@users.noreply.github.com Co-authored-by: Andrew Stucki andrew.stucki@hashicorp.com Co-authored-by: danielehc 40759828+danielehc@users.noreply.github.com Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com"
300,Fix various flaky tests (#16396),
301,fix(docs): correct rate limit metrics (#16400),
302,add missing field to oss struct (#16401),
303,Fix rendering error on new operator usage docs (#16393),
304,Docs/cluster peering 1.15 updates (#16291),"  initial commit   initial commit   Overview updates   Overview page improvements   More Overview improvements   improvements   Small fixes/updates   Updates   Overview updates   Nav data   More nav updates   Fix   updates   Updates + tip test   Directory test   refining   Create restructure w/ k8s   Single usage page   Technical Specification   k8s pages   typo   L7 traffic management   Manage connections   k8s page fix   Create page tab corrections   link to k8s   intentions   corrections   Add-on intention descriptions   adjustments   Missing    Diagram improvements   Final diagram update   Apply suggestions from code review   Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com Co-authored-by: Tu Nguyen im2nguyen@users.noreply.github.com Co-authored-by: David Yu dyu@hashicorp.com   diagram name fix   Fixes   Updates to index.mdx   Tech specs page corrections   Tech specs page rename   update link to tech specs   K8s - new pages + tech specs   k8s - manage peering connections   k8s L7 traffic management   Separated establish connection pages   Directory fixes   Usage clean up   k8s docs edits   Updated nav data   CodeBlock Component fix   filename   CodeBlockConfig removal   Redirects   Update k8s filenames   Reshuffle k8s tech specs for clarity, fmt yaml files   Update general cluster peering docs, reorder CLI > API > UI, cross link to kubernetes   Fix config rendering in k8s usage docs, cross link to general usage from k8s docs   fix legacy link   update k8s docs   fix nested list rendering   redirect fix   page error    Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com Co-authored-by: Tu Nguyen im2nguyen@users.noreply.github.com Co-authored-by: David Yu dyu@hashicorp.com Co-authored-by: Tu Nguyen im2nguyen@gmail.com"
305,Troubleshoot service to service comms (#16385),  Troubleshoot service to service comms   adjustments   breaking fix   api-docs breaking fix   Links added to CLI pages   Update website/content/docs/troubleshoot/troubleshoot-services.mdx   Co-authored-by: Eric Haberkorn erichaberkorn@gmail.com  Update website/content/docs/troubleshoot/troubleshoot-services.mdx  Co-authored-by: Tu Nguyen im2nguyen@users.noreply.github.com  Update website/content/docs/troubleshoot/troubleshoot-services.mdx  Co-authored-by: Tu Nguyen im2nguyen@users.noreply.github.com   nav re-ordering   Edits recommended in code review    Co-authored-by: Eric Haberkorn erichaberkorn@gmail.com Co-authored-by: Tu Nguyen im2nguyen@users.noreply.github.com
306,upgrade test: peering with resolver and failover (#16391),
307,Add envoy extension docs (#16376),  Add envoy extension docs   Update message about envoy extensions with proxy defaults   fix tab error   Update website/content/docs/connect/proxies/envoy-extensions/usage/lua.mdx   fix operator prerender issue   Apply suggestions from code review   Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com   update envoyextension warning in proxy defaults so its inline   Update website/content/docs/connect/proxies/envoy-extensions/index.mdx    Co-authored-by: trujillo-adam 47586768+trujillo-adam@users.noreply.github.com
308,Refactor the disco chain -> xds logic (#16392),
309,chore: remove stable-website (#16386),
310,Correct WAL metrics registrations (#16388),
311,"[UI] CC-4031: change from Action, a and button to hds::Button (#16251)",
312,Docs/rate limiting 1.15 (#16345),"  Added rate limit section to agent overview, updated headings per style guide   added GTRL section and overview   added usage docs for rate limiting 1.15   added file for initializing rate limits   added steps for initializing rate limits   updated descriptions for rate_limits in agent conf   updated rate limiter-related metrics   tweaks to agent index   Apply suggestions from code review   Co-authored-by: Dhia Ayachi dhia@hashicorp.com Co-authored-by: Krastin Krastev krastin@hashicorp.com  Apply suggestions from code review  Co-authored-by: Krastin Krastev krastin@hashicorp.com   Apply suggestions from code review   Apply suggestions from code review   Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com  Co-authored-by: Dhia Ayachi dhia@hashicorp.com Co-authored-by: Krastin Krastev krastin@hashicorp.com Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com"
313,set BRANCH_NAME to release-1.15.x (#16374),
314,NET-2285: Assert total number of expected instances by Consul (#16371),
315,Add docs for usage endpoint and command (#16258), Add docs for usage endpoint and command
316,Documentation update: Adding K8S clusters to external Consul servers (#16285)," Remove Consul Client installation option  With Consul-K8S 1.0 and introduction of Consul-Dataplane, K8S has the option to run without running Consul Client agents.   remove note referring to the same documentation   Added instructions on the use of httpsPort when servers are not running TLS enabled   Modified titile and description "
317,Rate limiter/add ip prefix (#16342),  add support for prefixes in the config tree   fix to use default config when the prefix have no config 
318,[API Gateway] Fix infinite loop in controller and binding non-accepted routes and gateways (#16377),
319,Add changelog entry for API Gateway (Beta) (#16369),  Placeholder commit for changelog entry   Add changelog entry announcing support for API Gateway on VMs   Adjust casing 
320,initial code (#16296),
321,Update existing docs from Consul API Gateway -> API Gateway for Kubernetes (#16360),  Update existing docs from Consul API Gateway -> API Gateway for Kubernetes   Update page header to reflect page title change   Update nav title to match new page title 
322,Upgrade Alpine image to 3.17 (#16358),
323,upgrade test: splitter and resolver config entry in peered cluster (#16356),
324,[API Gateway] Various fixes for Config Entry fields (#16347),  [API Gateway] Various fixes for Config Entry fields   simplify logic per PR review 
325,[API Gateway] Fix targeting service splitters in HTTPRoutes (#16350),  [API Gateway] Fix targeting service splitters in HTTPRoutes   Fix test description 
326,[API Gateway] Turn down controller log levels (#16348),
327,Fix issue with peer services incorrectly appearing as connect-enabled. (#16339),"Prior to this commit, all peer services were transmitted as connect-enabled as long as a one or more mesh-gateways were healthy. With this change, there is now a difference between typical services and connect services transmitted via peering. A service will be reported as ""connect-enabled"" as long as any of these conditions are met:  a connect-proxy sidecar is registered for the service name. a connect-native instance of the service is registered. a service resolver / splitter / router is registered for the service name. a terminating gateway has registered the service."
328,[API Gateway] Validate listener name is not empty (#16340),  [API Gateway] Validate listener name is not empty   Update docstrings and test 
329,chore: document and unit test sdk/testutil/retry (#16049),
330,fix flakieness (#16338),
331,fix: add tls config to unix socket when https is used (#16301),  fix: add tls config to unix socket when https is used   unit test and changelog 
332,"fix: revert go mod compat for sdk,api to 1.19 (#16323)",
333,ISSUE_TEMPLATE: formatting for comments (#16325), Update all templates.
334,Fix HTTPRoute and TCPRoute expectation for enterprise metadata (#16322),
335,Normalize all API Gateway references (#16316),
336,new docs for consul and consul-k8s troubleshoot command (#16284),"  new docs for consul and consul-k8s troubleshoot command   add changelog   add troubleshoot command   address comments, and update cli output to match   revert changes to troubleshoot upstreams, changes will happen in separate pr   Update .changelog/16284.txt   Co-authored-by: Nitya Dhanushkodi nitya@hashicorp.com   address comments   update trouble proxy output   add missing s, add required fields in usage    Co-authored-by: Nitya Dhanushkodi nitya@hashicorp.com"
337,Protobuf Refactoring for Multi-Module Cleanliness (#16302),"Protobuf Refactoring for Multi-Module Cleanliness This commit includes the following: Moves all packages that were within proto/ to proto/private Rewrites imports to account for the packages being moved Adds in buf.work.yaml to enable buf workspaces Names the proto-public buf module so that we can override the Go package imports within proto/buf.yaml Bumps the buf version dependency to 1.14.0 (I was trying out the version to see if it would get around an issue - it didn't but it also doesn't break things and it seemed best to keep up with the toolchain changes) Why: In the future we will need to consume other protobuf dependencies such as the Google HTTP annotations for openapi generation or grpc-gateway usage. There were some recent changes to have our own ratelimiting annotations. The two combined were not working when I was trying to use them together (attempting to rebase another branch) Buf workspaces should be the solution to the problem Buf workspaces means that each module will have generated Go code that embeds proto file names relative to the proto dir and not the top level repo root. This resulted in proto file name conflicts in the Go global protobuf type registry. The solution to that was to add in a private/ directory into the path within the proto/ directory. That then required rewriting all the imports. Is this safe? AFAICT yes The gRPC wire protocol doesn't seem to care about the proto file names (although the Go grpc code does tack on the proto file name as Metadata in the ServiceDesc) Other than imports, there were no changes to any generated code as a result of this."
338,[OSS] security: update go to 1.20.1 (#16263), security: update go to 1.20.1
339,ISSUE TEMPLATE: update issue templates to include comments instead of inline text for instructions (#16313), Update bug_report.md Update feature_request.md Update ui_issues.md Update pull_request_template.md
340,Add stricter validation and some normalization code for API Gateway ConfigEntries (#16304), Add stricter validation and some normalization code for API Gateway ConfigEntries
341,Fix panicky xDS test flakes (#16305),  Add defensive guard to make some tests less flaky and panic less   Do the actual fix 
342,Fix hostname alignment checks for HTTPRoutes (#16300), Fix hostname alignment checks for HTTPRoutes
343,ISSUE_TEMPLATE: Update issue template to include ask for HCL config files for bugs (#16307), Update bug_report.md
344,Inline API Gateway TLS cert code (#16295),  Include secret type when building resources from config snapshot   First pass at generating envoy secrets from api-gateway snapshot   Update comments for xDS update order   Add secret type + corresponding golden files to existing tests   Initialize test helpers for testing api-gateway resource generation   Generate golden files for new api-gateway xDS resource test   Support ADS for TLS certificates on api-gateway   Configure TLS on api-gateway listeners   Inline TLS cert code   update tests   Add SNI support so we can have multiple certificates   Remove commented out section from helper   regen deep-copy   Add tcp tls test    Co-authored-by: Nathan Coleman nathan.coleman@hashicorp.com
345,troubleshoot: fixes and updated messages (#16294),
346,API Gateway Envoy Golden Listener Tests (#16221),  Simple API Gateway e2e test for tcp routes   Drop DNSSans since we don't front the Gateway with a leaf cert   WIP listener tests for api-gateway   Return early if no routes   Add back in leaf cert to testing   Fix merge conflicts   Re-add kind to setup   Fix iteration over listener upstreams   New tcp listener test   Add tests for API Gateway with TCP and HTTP routes   Move zero-route check back   Drop generateIngressDNSSANs   Check for chains not routes    Co-authored-by: Andrew Stucki andrew.stucki@hashicorp.com
347,add server side rate-limiter changelog entry (#16292),
348,Fix mesh gateways incorrectly matching peer locality. (#16257),"Fix mesh gateways incorrectly matching peer locality. This fixes an issue where local mesh gateways use an incorrect address when attempting to forward traffic to a peered datacenter. Prior to this change it would use the lan address instead of the wan if the locality matched. This should never be done for peering, since we must route all traffic through the remote mesh gateway."
349,Docs/reformat service splitters conf entry (#16264),  for tab testing   updates   Update   adding sandbox to test conf ref types   testing tweaks to the conf ref template   reintroduce tabbed specification   applied feedback from MKO session   applied feedback on format from luke and jared   Apply suggestions from code review   Co-authored-by: Dan Upton daniel@floppy.co   fixed some minor HCL formatting in complete conf   Apply suggestions from code review   Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com   fixed bad link   resolving conflicts    Co-authored-by: boruszak jeffrey.boruszak@hashicorp.com Co-authored-by: Dan Upton daniel@floppy.co Co-authored-by: Jeff Boruszak 104028618+boruszak@users.noreply.github.com
350,Fix infinite recursion in inline-certificate config entry (#16276), Fix infinite recursion on InlineCertificateConfigEntry  GetNamespace() + GetMeta() were calling themselves. This change also simplifies by removing nil-checking to match pre-existing config entries Co-Authored-By: Andrew Stucki 3577250+andrewstucki@users.noreply.github.com   Add tests for inline-certificate   Add alias for private key field on inline-certificate   Use valid certificate + private key for inline-certificate tests    Co-authored-by: Andrew Stucki 3577250+andrewstucki@users.noreply.github.com
351,Fix nil-pointer panics from proxycfg package. (#16277),"Prior to this PR, servers / agents would panic and crash if an ingress or api gateway were configured to use a discovery chain that both:  Referenced a peered service Had a mesh gateway mode of local  This could occur, because code for handling upstream watches was shared between both connect-proxy and the gateways. As a short-term fix, this PR ensures that the maps are always initialized for these gateway services. This PR also wraps the proxycfg execution and service registration calls with recover statements to ensure that future issues like this do not put the server into an unrecoverable state."
352,"[OSS] connect: Bump Envoy 1.22.5 to 1.22.7, 1.23.2 to 1.23.4, 1.24.0 to 1.24.2, add 1.25.1, remove 1.21.5 (#16274)"," Bump Envoy 1.22.5 to 1.22.7, 1.23.2 to 1.23.4, 1.24.0 to 1.24.2, add 1.25.1, remove 1.21.5"
353,Add inline-certificate as possible payload of config-entry wrapper (#16254),Co-authored-by: Andrew Stucki 3577250+andrewstucki@users.noreply.github.com
354,upgrade test: fix flaky peering through mesh gateway (#16271),
355,add integration tests for troubleshoot (#16223),"  draft   expose internal admin port and add proxy test   update tests   move comment   add failure case, fix lint issues   cleanup   handle error   revert changes to service interface   address review comments   fix merge conflict   merge the tests so cluster is created once   fix other test "
356,[OSS] Post Consul 1.15 updates (#16256),  chore: update dev build to 1.16   chore(ci): add nightly 1.15 test 
357,Update index.mdx (#16247),  Update index.mdx   Update website/content/docs/connect/dataplane/index.mdx   Co-authored-by: Tu Nguyen im2nguyen@users.noreply.github.com  Co-authored-by: Tu Nguyen im2nguyen@users.noreply.github.com
358,get clusters from route if listener uses RDS (#16243),
359,integ test: fix retry upstream test (#16246),
360,[API Gateway] Add integration test for HTTP routes (#16236),  [API Gateway] Add integration test for conflicted TCP listeners   [API Gateway] Update simple test to leverage intentions and multiple listeners   Fix broken unit test   [API Gateway] Add integration test for HTTP routes 
361,upgrade test: peering with http router config entry (#16231), upgrade test: peering with http router config entry
362,UI: CC-4032 - Update sidebar width (#16204),  Update chrome-width var to be 280px   Formatting & Changelog 
363,Bump x/time to 0.3.0 and fix related breakage linked to RPCRateLimit (#16241),  Bump x/time to 0.3.0 and fix related breakage linked to RPCRateLimit initialization   Apply limitVal(...) to other rate.Limit config fields 
364,ui: add vercel info to the ui readme (#16239),
365,[UI]: update Ember to 3.27  (#16227),  Upgrade to 3.25 via ember-cli-update   v3.25.3...v3.26.1   v3.26.1...v3.27.0   Co-authored-by: Michael Klein michael@firstiwaslike.com
366,[API Gateway] Update simple test to leverage intentions and multiple listeners (#16228),  [API Gateway] Add integration test for conflicted TCP listeners   [API Gateway] Update simple test to leverage intentions and multiple listeners   Fix broken unit test   PR suggestions 
367,Fix missing references to enterprise metadata (#16237),
368,troubleshoot: make output have tables and colors (#16235),Adds tables and colors using libraries used in consul-k8s. It doesn't add the full terminal UI package that consul-k8s uses since there is an existing UI in Consul that I didn't want to affect too much. So instead this adds to the existing UI.
369,[API Gateway] Add integration test for conflicted TCP listeners (#16225),
370,Fix peering acceptors in secondary datacenters. (#16230),"Prior to this commit, secondary datacenters could not be initialized as peering acceptors if ACLs were enabled. This is due to the fact that internal server-to-server API calls would fail because the management token was not generated. This PR makes it so that both primary and secondary datacenters generate their own management token whenever a leader is elected in their respective clusters."
371,update the api in envoyextensions and troubleshoot modules (#16226),
372,Simple API Gateway e2e test for tcp routes (#16222),  Simple API Gateway e2e test for tcp routes   Drop DNSSans since we don't front the Gateway with a leaf cert 
373,Synthesize anonymous token pre-bootstrap when needed (#16200),  add bootstrapping detail for acl errors   error detail improvements   update acl bootstrapping test coverage   update namespace errors   update test coverage   consolidate error message code and update changelog   synthesize anonymous token   Update token language to distinguish Accessor and Secret ID usage (#16044)   remove legacy tokens   remove lingering legacy token references from docs   update language and naming for token secrets and accessor IDs   updates all tokenID references to clarify accessorID   remove token type references and lookup tokens by accessorID index   remove unnecessary constants   replace additional tokenID param names   Add warning info for deprecated -id parameter   Co-authored-by: Paul Glass pglass@hashicorp.com  Update field comment  Co-authored-by: Paul Glass pglass@hashicorp.com  Co-authored-by: Paul Glass pglass@hashicorp.com   revert naming change   add testing   revert naming change    Co-authored-by: Paul Glass pglass@hashicorp.com
374,Add some fixes to allow for registering via consul connect envoy -gateway api (#16219),  Add some fixes to allow for registering via consul connect envoy -gateway api   Fix infinite recursion    Co-authored-by: Nathan Coleman nathan.coleman@hashicorp.com
375,troubleshoot basic envoy stats for an upstream (#16215),  troubleshoot basic envoy stats for an upstream   remove envoyID arg 
376,Fix typo in checks.mdx (#16187),Typo severeal -> several
377,API Gateway to Ingress Gateway Snapshot Translation and Routes to Virtual Routers and Splitters (#16127),"  Stub proxycfg handler for API gateway   Add Service Kind constants/handling for API Gateway   Begin stubbing for SDS   Add new Secret type to xDS order of operations   Continue stubbing of SDS   Iterate on proxycfg handler for API gateway   Handle BoundAPIGateway config entry subscription in proxycfg-glue   Add API gateway to config snapshot validation   Add API gateway to config snapshot clone, leaf, etc.   Subscribe to bound route + cert config entries on bound-api-gateway   Track routes + certs on API gateway config snapshot   Generate DeepCopy() for types used in watch.Map   Watch all active references on api-gateway, unwatch inactive   Track loading of initial bound-api-gateway config entry   Use proper proto package for SDS mapping   Use ResourceReference instead of ServiceName, collect resources   Fix typo, add + remove TODOs   Watch discovery chains for TCPRoute   Add TODO for updating gateway services for api-gateway   make proto   Regenerate deep-copy for proxycfg   Set datacenter on upstream ID from query source   Watch discovery chains for http-route service backends   Add ServiceName getter to HTTP+TCP Service structs   Clean up unwatched discovery chains on API Gateway   Implement watch for ingress leaf certificate   Collect upstreams on http-route + tcp-route updates   Remove unused GatewayServices update handler   Remove unnecessary gateway services logic for API Gateway   Remove outdate TODO   Use .ToIngress where appropriate, including TODO for cleaning up   Cancel before returning error   Remove GatewayServices subscription   Add godoc for handlerAPIGateway functions   Update terminology from Connect => Consul Service Mesh   Consistent with terminology changes in https://github.com/hashicorp/consul/pull/12690   Add missing TODO   Remove duplicate switch case   Rerun deep-copy generator   Use correct property on config snapshot   Remove unnecessary leaf cert watch   Clean up based on code review feedback   Note handler properties that are initialized but set elsewhere   Add TODO for moving helper func into structs pkg   Update generated DeepCopy code   gofmt   Begin stubbing for SDS   Start adding tests   Remove second BoundAPIGateway case in glue   TO BE PICKED: fix formatting of str   WIP   Fix merge conflict   Implement HTTP Route to Discovery Chain config entries   Stub out function to create discovery chain   Add discovery chain merging code (#16131)   Test adding TCP and HTTP routes   Add some tests for the synthesizer   Run go mod tidy   Pairing with N8   Run deep copy   Clean up GatewayChainSynthesizer   Fix missing assignment of BoundAPIGateway topic   Separate out synthesizeChains and toIngressTLS   Fix build errors   Ensure synthesizer skips non-matching routes by protocol   Rebase on N8s work   Generate DeepCopy() for API gateway listener types   Improve variable name   Regenerate DeepCopy() code   Fix linting issue   fix protobuf import   Fix more merge conflict errors   Fix synthesize test   Run deep copy   Add URLRewrite to proto   Update agent/consul/discoverychain/gateway_tcproute.go   Co-authored-by: Nathan Coleman nathan.coleman@hashicorp.com   Remove APIGatewayConfigEntry that was extra   Error out if route kind is unknown   Fix formatting errors in proto    Co-authored-by: Nathan Coleman nathan.coleman@hashicorp.com Co-authored-by: Andrew Stucki andrew.stucki@hashicorp.com"
378,Add basic smoke test to make sure an APIGateway runs (#16217),
