Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
628,"ATH: Agent setting, Environment variables via Editor, plus selector enhancements (#1716)",0.4516297,Switch from deprecated useAci syntax to useContainerAgent (#2360) @NotMyFault,,0
629,JENKINS-47022 - Fix for dropdown losing focus on selection (#1652),0.6668606,JENKINS-46193 - Add support for filtering out non regressed failures. (#1938) @halkeye,  fix missing go to classic link for input param not supported   fix failing gulp tests   add ATH test that tests the href attr of the go to classic link for the unsupported input param   implement PR feedback   implement PR feedback   fix lint error   fix merge ,0
630,Use git tests jar for GitSampleRepoRule (#1115),0.56709,GitHub ath test failure due to default branch change master to main (#2113) @olamy," Squashed commit of the following:  commit c667b821aea881c0636d1bc9a63068825131108f Author: Josh McDonald josh@joshmcdonald.info Date:   Tue Feb 27 12:43:11 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui-2 * Clean up all the debug logging  commit e9142f40c4a4e6b15087b293f05771d97f466b33 Author: Josh McDonald josh@joshmcdonald.info Date:   Tue Feb 27 12:25:06 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui-2 * Finally got the navigation problems squashed  commit b61077c7d6dc71d963503dbed3970cf11af129bd Author: Josh McDonald josh@joshmcdonald.info Date:   Thu Feb 22 15:02:47 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui-2 * Add a message prop for title, squash some more cleanup / documentation TODOs  commit b08b6f3ac66ebbff2a92cb9ff55cbed13fe66a72 Author: Josh McDonald josh@joshmcdonald.info Date:   Thu Feb 22 09:23:22 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui-2 * Clean up some TODOs  commit 349c94d0366bfe7b114217128dc6590613b8b550 Author: Josh McDonald josh@joshmcdonald.info Date:   Tue Feb 20 08:32:44 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui-2 * Fix a lint error in JDL  commit 283e12d9256e4b27a42777516adeb107873d6e3e Author: Josh McDonald josh@joshmcdonald.info Date:   Mon Feb 19 18:17:24 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui * Unit test for wrapping/coordinating component  commit d09267689e2cd1eb6c3e7648073d40a050be094e Author: Josh McDonald josh@joshmcdonald.info Date:   Fri Feb 16 16:11:28 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui * Clean up a bunch of stuff  commit 9ffde5fdcaf9a20e652daa28f5699d17135f01b4 Author: Josh McDonald josh@joshmcdonald.info Date:   Fri Feb 16 12:53:48 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui * Working component in-container  commit 6b6abad7cb0b485847b646d2a887118a2fc18947 Author: Josh McDonald josh@joshmcdonald.info Date:   Mon Feb 12 19:52:03 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui * Add links when run details are available  commit 402db9d1151903c2e79092338ee1f2f995ca242f Author: Josh McDonald josh@joshmcdonald.info Date:   Thu Feb 8 08:29:53 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui * WIP need to switch branches  commit fe104e01fbf1efce600094cbec69c8d775a0ca1a Author: Josh McDonald josh@joshmcdonald.info Date:   Tue Jan 30 14:04:19 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui * Clean up some junk  commit 89517db9ab1f2e06764285de12a80abe93bfd36c Author: Josh McDonald josh@joshmcdonald.info Date:   Mon Jan 29 13:38:19 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui * need to switch branches  commit 357584212dd0ca15a3dd2fa82dea0c0decebd2b3 Author: Josh McDonald josh@joshmcdonald.info Date:   Mon Jan 29 09:19:23 2018 +1000 feature/JENKINS-38339-downstream-job-links-ui * WIP on new components    feature/JENKINS-38339-downstream-job-links-ui-3 * re-pretty hand-merged file   feature/JENKINS-38339-downstream-job-links-ui-3 * Add acceptance test to verify downstream job links appear ",0
631,[FIX JENKINS-37793] Developer can see meaningful page titles (#529),0.5486326,[JENKINS-62666] Adding a /jwt-auth/jwks endpoint that follows the RFC7517 #2077 @Lucas-C @lenaing ,,0
632,Merge pull request #27 from cloudbees/feature/UX-37,0.56030935,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,,0
633,Support pagenation,0.5020236,📝 Documentation updates,,0
634,[JENKINS-37017] Implement full title in detail view (#548),0.54027206,JENKINS-47929 - Extensible run details tabs (#2345) @stuartrowe,,0
635,"I accendently published 0.0.100 as non-beta, this syncs things up (#988)",0.56862235,Bump release-drafter/release-drafter from 5.17.5 to 5.17.6 (#2234) @dependabot,,0
636,[UX-297] use TimeDuration in Runs list,0.52786803,validate 'run.causes' is set before checking length (#2020) @kevinushey,  show full log in case of no steps and no stages for a failed run   add ATH test that checks that the log is visible when no steps or stages   add Jenkinsfile for new ATH test ,0
637,Made the demo work,0.38485342,Bump powermock.version from 2.0.0-RC.4 to 2.0.2 (#1972) @dependabot-preview,Adding object to proptypes,0
638,Nice to have a readme,0.39399755,Make a comment more inclusive (#2278) @Ladyprowess,,0
639,fix commons-codec upperBound,0.63617826,Upgrade commons-codec to 1.15 (#2127) @olamy,,0
640,Story/jenkins 40855 creation GitHub enterprise (#1189),0.617378,Hacktoberfest - Project URL updated to use Github instead of Wiki (#2028) @ocristian,  JENKINS-48820# Fix for stack overflow in flownode sse event generation   PR feedback   PR feedback   PR feedback ,0
641,Merge pull request #305 from jenkinsci/bug/JENKINS-36208,0.6011982,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,,0
642,UX-156 - s/grunt/gulp,0.5453291,Bump groovy-maven-plugin from 2.0 to 2.1.1 (#2136) @dependabot,,0
643,Update autofavorite and display url plugin versions (#603),0.6052915,Bump plugin from 4.16 to 4.17 (#2147) @dependabot," JENKINS-44995 - Paginate default favorite iterator JENKINS-44995 - optimize personalization in many ways, remove redux",0
644,Revert back to jenkins 2.121.1 as it can be overridden for compiling with jdk11,0.6186729,JENKINS-58732 - Remove docker-workflow dep from blueocean-pipeline-editor - update minimum jenkins core version 2.222.4 (#2132) @jglick, JENKINS-48868# Dashboard page load performance fix  Exclude expensive and extra information that UI doesn't need from response.   Return pipeline specific latest run instance   Latest run should be returned with correct capabilities   Add missing code coverage   Added missing replay property and some refactoring ,0
645,Merge pull request #89 from cloudbees/feature/UX-110,0.58379763,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,,0
646,[SECURITY-1201] Add CSRF token to post requests,0.4540996,Ensure header is visible on scroll (#2026) @fredden,,0
647,Hotfix/savingorgs (#938),0.49630225,JENKINS-70808 - Fix isRestartable by only checking against the curren… (#2416) (#2417) @olamy,"  on IE, restore focus on dropdown button after selection   force the dropdown to regain focus after selection on all browsers   add test to verify that the dropdown component retains focus after option selection ",0
648,[JENKINS-36060] upgrade to latest js-extensions to get fix for premature init before all bundles were loaded,0.58708864,Upgrade sse-gateway plugin to 1.24 (#2118) @olamy,  add missing tooltip to the configure icon on the pipeline and rundetails screens   remove erroneous title tag from the favourite/remove favourite icon ,0
649,feature/UX-74-PipelineGraph * Run build before storybook,0.4936605,"Show ""Run build steps in a container"" from Kubernetes plugin (#2009) @edimarlnx",,0
650,Exclude poorly performing FlowGraphAction from action proxy results (#675),0.5037463,BlueOcean pipeline UI fails to render stages past the first parallel stage after I upgraded the plugins JENKINS-56383 ,,0
651,[JENKINS-39563] streamline DOM in RadioButtonGroup; rename classes for consistency; storybook,0.4895441,* Bump decode-uri-component from 0.2.0 to 0.2.2 in /jenkins-design-language (#2366) @dependabot,,0
652,[ux-412] Using the jdl component for the result item,0.49721652,* Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395) @dependabot,"Sezpoz actually doesn't care, but well let's reduce the WTF/line ratio :P.",0
653,[UX-297] JDL tick,0.59023833,Bump wiremock-jre8-standalone from 2.26.3 to 2.28.0 (#2171) @dependabot,,0
654,[JENKINS-39478] make exporting consistent w/ other JDL comps,0.53332543,JENKINS-55497 - Add ChangeSet information to its own unique container (#1948) @halkeye,"  use js-builder-jest for tests in blueocean-pipeline-editor module   POC of DnD in the editor albeit with some limitations (dragging before and after container steps can be problematic if in first or last position, respectively)   only show the drag handle on hover   drag and drop now allows flexible placement of item via ""drop zone"" targets at the end of lists; need to proof UX before some additional tests and refactoring   fix a bug where adding a new block-level step threw NPE for stage   prevent dragging a block-level step into itself or other block-level steps nested inside of it   test coverage and jsdoc for new PipelineStore methods   hide the ""no child steps"" message for a block level step during drag and drop   prevent clicking on the drag handle from opening step   give the original step being dragged a different visual cue   new design for pipeline steps; new drag and drop impl that removes visual drop zones and allows more precise placement   unused   clean up comments   remove irritating tooltip   fix a bug in Safari where moving left/right over drag handle would cause width of step container to jitter   clean up and remove some logging statements   cleanup   fix missing label by making Accordion able to derive label from ""title"" or ""data-label"" attribute   fix layout of step list when clicking through to a nested step   wire up drag and drop interactions for step list after having clicked through to nested step   remove obsolete css   reorganizing css for clarity   fix position of ""last child"" drop zone for a nested block-level step   hide the stage's ""last child"" drop zone until the user begins dragging   remove unused child step icon   use a lookup table for css class names so they are more discoverable   use a more obvious visual cue for dragging over the ""last child' drop zones   rename file extension   fix double declaration ",0
655,Bump groovy-maven-plugin from 2.0 to 2.1.1 (#2136),0.9716456,Bump groovy-maven-plugin from 2.0 to 2.1.1 (#2136) @dependabot,  [JENKINS-49272] Use node.type==PARALLEL to determine if a node is parallel   actually look for step label to ensure it has really been selected ,1
656,[UX-297] fix test that broke when CommitHash was tweaked to show 7 chars from hash instead of 8,0.5144831,JENKINS-70808 - Fix isRestartable by only checking against the curren… (#2416) (#2417) @olamy,  Add Chinese translation   Add English translation   Add Chinese localization for main editor page   Add Chinese localization pipline editor ,0
657,"[feature/UX-110] WIP Implement sticky header, now refactor.",0.53021955,Bump frontend-maven-plugin from 1.7.5 to 1.12.0 (#2173) @dependabot,,0
658,tick JDL after publishing 0.0.57,0.5785591,Bump wiremock-jre8-standalone from 2.26.3 to 2.28.0 (#2171) @dependabot,,0
659,[UX-531] remove ghost buttons,0.5133395,Bump handlebars from 3.0.6 to 3.0.8 in /jenkins-design-language (#2246) @dependabot,  Add Chinese translation   Add English translation ,0
660,Update pom.xml (#1185),0.6018371,* Upgrade plugin parent POM from 4.53 to 4.57 (#2418) @basil,  [JENKINS-41502] Link to upstream trigger pipelines   Real fix   ATH tests   RunMessageCell fixes   Fix css ,0
661,[UX-407] more storyboards for Toast,0.43541926,Bump handy-uri-templates from 2.1.6 to 2.1.8 (#2091) @dependabot,  [JENKINS-43588] Paginate Artifact list   Add test   Remove js spec for artifacts as it is covered by a more relevant ATH test ,0
662,Fix delete step,0.55704165,🚨 Removed,,0
663,[feature/UX-110] Raise the version since we have new stuff and publishing it will be easier,0.55992305,🚀 New features and improvements,  bug/JENKINS-48198-add-logging * Add logging when a property is skipped during JSON marshalling due to an exception   bug/JENKINS-48198-add-logging * Match local change to upstream class as close as possible ,0
664,"[UX-76] refactor the ""run details"" component into a parent component with just the header and tabs and a child component that just renders the console / logs",0.40963933,JENKINS-47929 Allow extensible run details tabs (#2268) @stuartrowe  ,  [JENKINS-45037] Remove download link if there are no artifacts   Add ATH test ,0
665,"JENKINS-56773 - Disable Executor plugin by default, and throttle requests for the api for those that have it installed (#1947)",0.95763254,"JENKINS-56773 - Disable Executor plugin by default, and throttle requests for the api for those that have it installed (#1947) @halkeye",  Fix JENKINS-49028 null protect call to getShortDescription()   Added test for getCauseOfBlockage() ,1
666,UX-12# blueocean-rest implementation,0.6299591,* Bump decode-uri-component from 0.2.0 to 0.2.2 in /blueocean-config (#2362) @dependabot,"  feature/JENKINS-38339-downstream-job-links-2 * Annotate flow nodes with pointers to any downstream jobs created, and add the data to the rest model   feature/JENKINS-38339-downstream-job-links-2 * Placeholder unit test for NodeDownstreamBuildAction   feature/JENKINS-38339-downstream-job-links-2 * Update pipeline-build-step dep version   feature/JENKINS-38339-downstream-job-links-2 * Keep NodeDownstreamBuildActions on the correct FlowNode, and collect them while walking the graph to apply to created FlowNodeWrappers   feature/JENKINS-38339-downstream-job-links-2 * Remove a bunch of debugging noise   feature/JENKINS-38339-downstream-job-links-2 * Fill in some JavaDoc TODOs and clean some things up   feature/JENKINS-38339-downstream-job-links-2 * WIP, added better graph node lookup code, need to look at changes to BlueActionProxy and I need those to be separate commits   feature/JENKINS-38339-downstream-job-links-2 * Rejigging action again   feature/JENKINS-38339-downstream-job-links-2 * Make a small change to ActionProxiesImpl so we can get links directly from the actions if Reachable   feature/JENKINS-38339-downstream-job-links-2 * Clean up some more stuff   feature/JENKINS-38339-downstream-job-links-2 * Change visitor to use sets, and fix Link to stop duplicate actions being collected   feature/JENKINS-38339-downstream-job-links-2 * Remove a bunch of redundant stuff, and revert most of the changes to PipelineNodeGraphVisitor   feature/JENKINS-38339-downstream-job-links-2 * Remove graphdumper, add doc comment   feature/JENKINS-38339-downstream-job-links-2 * Revert some space-only changes   feature/JENKINS-38339-downstream-job-links-2 * Add a test case for new code, remove silly coverage-only test   feature/JENKINS-38339-downstream-job-links-2 * Extra debug logging   feature/JENKINS-38339-downstream-job-links-2 * Revert removal of action collection during graph creation   feature/JENKINS-38339-downstream-job-links-2 * Move actions to pipeline-api-impl   Use timestamped version of pipeline-build-step plugin   Fix upper bound error for script-console   feature/JENKINS-38339-downstream-job-links-2 * Remove BluePipelineAction, and fix a problem with transitive deps   Removing exclusion of script-security, doesn't look like we need it   Upgraded to pipeline-build-step released version ",0
667,[UX-476] fix declaration of test sources glob; enable linting for all test specs,0.5137385,Update parent & use recommended jenkins-test-harness (#2108) @jglick,"  remove redux / trunk / nock bootstrap code from log-spec that was not actually used; remove commented out tests   remove obsolete spec that was testing dead redux / actions code   remove unused code mostly related to redux and smart-fetch   remove unused deps: redux, react-redux, redux-thunk, redux-mock-store, reselect and nock. npm / shrink complained about moving redux as it was a dep for storybook, so storybook had to be uninstalled and reinstalled, probably resulting in version bump for all storybook's deps + transitives   clean up package.json to remove annoying warnings every time we ""npm install"" anything   remove markdown from InputStep   remove markdown from ParametersRunButton   uninstall react-remarkable dep from core-js   uninstall react-remarkable dep from dashboard. note that it's still in shrinkwrap because the package.json is still referencing the last published version of core-js   remove obsolete redux docs from dashboard README ",0
668,[master] version dance,0.34321702,Merge Release/1.20 into master (#2034) @kshultzCB,,0
669,Merge pull request #93 from cloudbees/feature/UX-156,0.58068174,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,  for github server if url is invalid try appending /api/v3   modified test so a GHE url is still invalid (this new feature made the old url valid) ,0
670,[feature/UX-32] Fix tests in web,0.60257286,🐛 Bug fixes,,0
671,"JENKINS-47249 - Remove ""Name Parallel Group"" dialog (#1481)",0.5532898,Removing instance-identity dependency (#2317) @jglick,,0
672,Merge pull request #37 from jenkinsci/fix-time-alignment-on-result,0.50408816,Improve Jenkinsfile error handling by removing unnecessary catch block (#2070) @dwnusbaum,"  add generic error reporting for failed input step   implement PR feedback   implement PR feedback   add ATH test for failed input step   revert testing code that was commited by mistake on conflict resolution   fix ParallelNavigationTest, move the pipeline creation in each test becaused it caused all tests to run on the last jenkinsfile specified in the @before function   attempting to fix failing tests   replace wildcard import with specific imports ",0
673,[UX-407] fix a bug that was displaying an error log when removing the component; introduce a storybook that exposed the original error,0.5910306,🐛 Bug Fixes, Disable analytics  We need to work out how much data we are actually sending back before this gets turned on,0
674,Remove JDL from Blue Ocean repo because it has been moved to https://github.com/cloudbees/jenkins-design-language.git,0.6777873,Remove JSR-305 annotations from Blue-Ocean and replaced it with Spotbugs. (#2169) @StefanSpieker,  JENKINS-48872# Fix deserialization error for missing ModelObject field   Findbug fix ,0
675,Merge pull request #160 from cloudbees/feature/UX-283-1,0.58264637,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,,0
676,"Fix encoding of job name in ""Open Blue Ocean"" URLs (#676)",0.5375704,JENKINS-57209 - Switch Blueocean's calls to bitbucket API to use UUID instead of nickname since its going away (#1950) @halkeye,,0
677,rename model from blueocean-commons-js to blueocean-core-js,0.6561339,Minor refactoring in blueocean-commons (#2128) @StefanSpieker,,0
678,Implement new REST API for test results (#950),0.5631495,Ceasing to test against non-block-scoped stage (#2385) @jglick,  JENKINS-48219# When creating git pipeline check Item.READ permission   saveContent() should check for Item.CONFIGURE permission ,0
679,[JENKINS-38006] Fix condition which had been implemented wrong (#476),0.7117965,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,  cleanup imports   temporarily use SNAPSHOT build of pipeline-graph-analysis plugin   use release version of pipeline-graph-analysis ,1
680,fix typos in pull request template,0.41810542,[JENKINS-70559] Fix class not found exception in ssh Pipeline editor by @MarkEWaite in https://github.com/jenkinsci/blueocean-plugin/pull/2397,,0
681,[JENKINS-35690] tick JDL version to 0.0.45,0.64578277,* Bump ua-parser-js from 0.7.31 to 0.7.33 in /jenkins-design-language (#2395) @dependabot,This reverts commit 47ae1c6ba238241ea65a7ef7311556d62bf53b02.,0
682,Merge pull request #62 from jenkinsci/feature/JENKINS-35883,0.5842173,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,,0
683,"Added support for favorites for primary branches names other than ""master"" (#2168)",0.4466392,GitHub ath test failure due to default branch change master to main (#2113) @olamy,,0
684,Modify margin in PipelineResult (#43),0.6096443,JENKINS-55497 - PipelineRunSummary should include a change set (#1919) @stuartrowe,,0
685,Merge pull request #72 from cloudbees/feature/UX-96,0.57660866,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,"  Simple changes from wait.until to wait.click in hopes of deflaking this test some   Move pipeline creation to @Before, add teardown in @AfterClass, and move clicks to wait.click. Also adds a deleteThisPipeline method to aid cleanup. ",0
686,experiment/use karma ci (#40),0.36377934,JENKINS-46193 - Add support for filtering out non regressed failures. (#1938) @halkeye,,0
687,reduce open log icon size on result,0.5582407,Increase height of result item label desc in logConsole (#2060) @amritb,,0
688,[JENKINS-42408] Show Admin link only if user is admin (#873),0.506694,JENKINS-51057 - Use see-gateway plugin 1.18 (#1987) @olamy,,0
689,Remove jquery-detached as it's unused (#2111),0.7867018,Remove unused jquery-detached js dependency (#2111) @fqueiruga,,1
690,Add types field to core-js package.json (#1726),0.4742219,Fix response json data of API get SCM repositories in an organization (#1955) @soulseen,,0
691,javadoc,0.44884974,Spelling (#2048) @jsoref,,0
692,"don't try to run npm, it's not available in official jenkins image (#726)",0.5384952,JENKINS-51057 - Use see-gateway plugin 1.18 (#1987) @olamy,,0
693,Fix tests,0.7071211,Test fixes on Java 11,  first try at hardening   feedback from vivek ,1
694,Removed dead jquery-detached plugin dependency,0.7750989,Remove unused jquery-detached js dependency (#2111) @fqueiruga,,1
695,Topic/give more time for queue to process (#1171),0.5122473,https://issues.jenkins-ci.org/browse/JENKINS-57200 - Exit out early if replay's run isn't available so we dont infinite loop (#1957) @halkeye,This reverts commit 42188454624628a3fadb88c65b6d6e2984a6df09.,0
696,[feature/UX-80] triggering some changes,0.5955258,🚀 New features and improvements,"  tick up rest-impl dependency in ath   do not run the ""mvclean"" npm script anymore - triggering it from initialize means it happens too often / at wrong times   remove obsolete ""mvnclean"" npm scripts   for JDL and core-js, run ""clean"" from the ""mvnbuild"" npm script instead   do NOT delete the ""target"" dir from gulp build as this can nuke .jar's and other artifacts when the JS build is called unexpectedly from mvn release:prepare or release:perform ",0
697,0.0.123 release,0.6668706,Bump release-drafter/release-drafter from 5.15.0 to 5.17.5 (#2230) @dependabot,This will be installed automatically by Blue Ocean,0
698,"[JENKINS-38044] when logArray is not present and we are in karaoke, try to fetch again (#522)",0.5319433,Jenkins 56392 (#2042) @bpedersen2,"This reverts commit 0acb925d2d6458ede2d8e31348503191a639c951. Signing appears to require a persistent key to be created in our infrastructure which does not presently exist: Signing and pushing trust metadata You are about to create a new root signing key passphrase. This passphrase will be used to protect the most sensitive key in your signing system. Please choose a long, complex passphrase and be careful to keep the password and the key file itself secure and backed up. It is highly recommended that you use a password manager to generate the passphrase and keep it safe. There will be no way to recover this key. You can find the key in your config directory. Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: Enter passphrase for new root key with ID 66e9aff: maximum number of passphrase attempts exceeded  Fixes JENKINS-48572",0
699,Add some documentation,0.65678227,📝 Documentation updates,,0
700,tick JDL version after publishing 0.0.86,0.57970786,Bump wiremock-jre8-standalone from 2.26.3 to 2.28.0 (#2171) @dependabot,,0
701,bug/JENKINS-41554-missing-header * Fix header going missing when page contents long (#140),0.5569777,Ensure header is visible on scroll (#2026) @fredden,,0
702,Merge pull request #34 from jenkinsci/experiment/enzyme-karma,0.4781475,JENKINS-46193 - Add support for filtering out non regressed failures. (#1938) @halkeye,,0
703,[JENKINS-51372] De-flake BitbucketServerTest (#1756),0.6537029,Bump wiremock-jre8-standalone from 2.26.3 to 2.28.0 (#2171) @dependabot,"  add logic to validate the user's existing credential when scm/bitbucket-server is fetched   update the UI to provide a custom error message when an existing credential is no longer valid (aka ""revoked"")   remove inadvertent status code change ",0
704,[JENKINS-41434] Hide link when no create permission (#849),0.6124158,"JENKINS-55605 - Remove restriction that prevented clicking/url updating on unfinished nodes, or parallel nodes (#2018) @halkeye"," [JENKINS-47158] Ensure that synthetic FlowNode is not saved.  This is just a bandaid - as discussed on JENKINS-47158, the usage of synthetic FlowNodes for visualization-only purposes is not ideal. But at a minimum, this prevents the serialization of the synthetic FlowNodes, making JENKINS-45892 warnings go away, and not, well, serializing a bunch of stuff we almost certainly shouldn't be.  Add note as to why we're not saving.",0
705,[UX-531] use new button classes,0.4801787,Bump handlebars from 3.0.6 to 3.0.8 in /jenkins-design-language (#2246) @dependabot,  fix activity and branch rows ellipsis issues and clicking areas   implement PR suggestions   fix bugs   fix case where multiple issues with links are present in msg text   implement PR suggestions   change overflow ellipsis mixin name as suggested ,0
706,[JENKINS-37281] replace unnecessary StopPropagation component with simple stopProp func (#498),0.5584829,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,  implement logic that aborts fetch of a run if the pipeline hasn't been stored in the PipelineService's cache   allow the visibility of the loading indicator / worm to be controlled for Fetch.fetchJSON calls as well   don't show the loading indicator whenever we fetch runs in response to SSE ,0
707,UX-281: Renamed UnexpectedErrorExpcetion to UnexpectedErrorException,0.45947444,Bump jsoup from 1.10.3 to 1.13.1 (#2150) @dependabot,,0
708,[feature/UX-91] WIP implement icons from external lib,0.5381537,* Use `io.jenkins.plugins:commons-lang3-api` (#2433) @viceice,"  bug/JENKINS-48307-access-token-spaces * Trim the entered gh token when updating state in GithubCredentialsPicker   bug/JENKINS-48307-access-token-spaces * Intentionally break it in order to hunt down ATH test   bug/JENKINS-48307-access-token-spaces * Add ATH test for token with whitespace, unfsck the UI :D   bug/JENKINS-48307-access-token-spaces * Trim the new ATH test case down to just creation   Break it to make sure the test fails   bug/JENKINS-48307-access-token-spaces * Trim down the ATH test, after running some experiments to make sure it breaks when the token is bad.   Commit the package-lock in ATH   bug/JENKINS-48307-access-token-spaces * Add credential reset so we don't get any false positives   bug/JENKINS-48307-access-token-spaces * Replicate the token trimming at the API boundary ",0
709,"add ""write:repo_hook"" to list of scopes when adding new Github/Enterprise token (#1358)",0.55996907,Hacktoberfest - Project URL updated to use Github instead of Wiki (#2028) @ocristian,,0
710,Bug/jenkins 42719 dropdown fixes (#157),0.7567042,Fix for JENKINS-56383 without rolling back fix for JENKINS-38339 (#1933) @sophistifunk,,1
711,[UX-310] delint,0.4361018,Typo in the README.md (#2023) @v1v,,0
712,make stopping bitbucket optional,0.46599585,Check the error details from Bitbucket API response if exist before parsing it (#2141) @LinuxSuRen,,0
713,Bs poc pr (#956),0.5092183,Make a comment more inclusive (#2278) @Ladyprowess,,0
714,Merge pull request #11 from cloudbees/feature/UX-8,0.54763865,Bump cloudbees-bitbucket-branch-source from 2.4.4 to 2.9.11 (#2196) @dependabot,,0
715,merge branch 'master' into feature/JENKINS-35912,0.60969585,Merge Release/1.20 into master (#2034) @kshultzCB,,0
716,[master] Bump version,0.7255555,Bump powermock.version from 2.0.0-RC.4 to 2.0.2 (#1972) @dependabot-preview,,1
717,Bump Jenkins minimum to 2.7.4 (#1159),0.7379262,Bump jackson-core from 2.6.1 to 2.13.0 (#2207) @dependabot,,1
718,Make it final,0.37529075, Optional: add a release summary here ,"  make the step indicator animate (used to rely on css animation that didn't work on IE and was removed)   implement PR suggestions   Revert ""implement PR suggestions""   This reverts commit f3c9ca24d56fcec074c6acf3b3a75b1ce9f79485.  add test for icon rotating on state change",0
719,[JENKINS-35690] show job run status on PR's view,0.47713804,JENKINS-55497 - PipelineRunSummary should include a change set (#1919) @stuartrowe,  move the material icons from the JDL to a different npm module   implement PR suggestions   implement PR suggestions   implement PR suggestions   add material icons to shrinkwrap   implement suggestions and fix tests   update the correct licence with the current year ,0
720,[JEP-305] Incrementalify Blue Ocean (#1818),0.75610876,Adding Blue Ocean statement (#2325) @basil,"  .   .   Fix tests   Use webDriverMixin   Fix networking   wait for bb server to start   .   .   .   .   .   .   typo   Task/jenkins 45393 bitbucket server ath 2 (#1564)   add deps for HttpRequest   implement an endpoint for deleting a bitbucket server (for use in ATH)   implement a test that proves deleting a nonexistent server returns 404   rename test methods   still need later guava for UrlEscapers in AbstractPipeline   add a duplicative test that shows how successive runs of Bitbucket ATH creates a failure   simplify deleteUserDomainCredential util so it just issues a /doDelete request against the credential and gracefully handles a 404; no need to two do separate requests   implement logic to clean up server endpoint and user credential before Bitbucket ATH runs   remove unused step that was made obsolete during Github / multibranch project refactor   actually complete the bitbucket creation flow   add a semantic class to the ""complete"" step for Bitbucket / GitHub creation so the ATH waits for a successful completion before moving onto the next step   add a logging statement once creation's ""completed"" step is found   ensure the job created by Bitbucket creation ATH is deleted beforehand   rename test method   remove second test method that was added just to illustrate that it could be run multiple times ",1
721,added .editorconfig,0.51148593,Make executor plugin optional (#2117) @timja,  [JENKINS-45476] Only inserts one blueocean link   Revert use of getAllActions ,0
722,[maven-release-plugin] prepare release blueocean-parent-1.0-alpha-2,0.738369,https://github.com/jenkinsci/blueocean-plugin/compare/blueocean-parent-1.22.0...blueocean-parent-1.23.0,"  Change parallelPipeline so it uses wait.click instead of wait.until. Old way commented out for now.   Testability: Adding data-functionName to the list of steps for a stage. This mirrors the actual code that will be written to the Jenkinsfile, e.g. Shell Step is 'sh'   Still more selector changes to help the test be less fragile   More conversions to wait.click in EditorPage.java, for consistency. ",1
723,UX-387# Pipeline steps API,0.6116578,Bump pipeline-milestone-step from 1.3.1 to 1.3.2 (#2175) @dependabot,,0
