Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
669,docs: link typo,0.6890446,"<Link to=""link    {/ Document request /}",fix: useFormAction should not include pathless splat portion add changeset allow null to work for the conditional,0
670,Remove babel-plugin-size-snapshot,0.64423347,Fix usage with babel-plugin-transform-remove-prop-types (#4505 by @oliviertassinari),,0
671,remove any “DOM” stuff,0.6612342,- Removed,,0
672,Update data examples to pre.10,0.5818682,Submit data with the new  component,chore: Update version for release (pre) update changelogs formatting Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com Co-authored-by: Matt Brophy matt@brophy.org,0
673,Update nested animations example for 1.0 API & new code style,0.63336897,"Using a tool called jscodeshift, we have made available some codemods for upgrading your code to the new APIs automatically: link",fix: preserve search params on unspecified form action stengthen index tests Add useFormAction tests for nested routes account for splat routes and empty action add changeset,0
674,explicit source of variables in overview.md,0.5336791,"// to know the names of the parameters, and string templates are quite",,0
675,[v6] Allow generatePath to use empty string params (#7238),0.7391031,Fix generatePath when optional params are present (#9764),fix: fix up default history push behavior on redirects add changeset cleanup Handle historyAction=REPLACE for normal redirects Bump bundle properly handle redirects using origin replace Update comment Revert bundle bump,1
676,[added] Router.History,0.86561394,457d944 [added] Router.History,fix: avoid navigation loops in  re-renders Add empty dependencies array for Navigate useEffect Avoid confusion of paths and indices in test chore: data router specific fix Update changeset Clarify comment,1
677,Add back Link tests,0.67135036,link,fix: do not overwrite input value from button with same name Add changeset,0
678,Fix typos,0.55432326,🐛 Bug fixes,,0
679,Typo fix,0.6097605,🐛 Bug fixes,,0
680,docs: add better docs and console errors for data router features (#9311),0.7902494,Enhance console error messages for invalid usage of data router hooks (#9311),,1
681,Return null if this.props.children is undefined (#5278),0.6254491,Only nullify empty children array (#4475 by @pshrmn),chore: Update version for release (pre) Update changelogs Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com Co-authored-by: Matt Brophy matt@brophy.org,0
682,Fix indentation,0.57756656,Fix issue with deeply nested optional segments (#9727),,0
683,Merge pull request #802 from landonwilkins/patch-2,0.5426652,fix: Handle fetcher 404s as normal boundary errors (#9015),refactor(router): simplify types for path param detection,0
684,[changed] Use webpack instead of Browserify,0.69949436,"Use pagehide instead of beforeunload for . This has better cross-browser support, specifically on Mobile Safari. (#9945)",,0
685,Merge pull request #2193 from sgoll/master,0.5257853,fix: Handle fetcher 404s as normal boundary errors (#9015),,0
686,"Use ""pattern"" instead of ""path"" naming",0.6467428,Path Matching,,0
687,fix: rename resetScroll -> preventScrollReset (#9199),1.0,fix: rename resetScroll -> preventScrollReset (#9199),,1
688,Add version caveats for scroll-behavior docs,0.66625595,6192285 [added]  to opt out of scroll behavior for itself and descendants,feat: improve generatePath arg type,0
689,Evaluate if prevLocation is null,0.58694726,if (data instanceof Response) {,"fix: keep loaderData as promises and track values internally chore: rename  ->  chore: rename useDeferredData -> useAwaitedData bundle bump Fix up example of raw promise clean up await error boundary fix: cancel fetcher deferred loads on revalidations Handle fetcher deferred rejections at error boundaries change Await prop from value -> promise Add changeset Add test for not proying settled values through Add tests for raw promises and  Handle raw values with Await add useAsyncError, support raw objects, stop supporting arrays and single promises deferred() -> defer() change  to  bump bundle Remove defer utility in favor of naked objects Clean up test Revert ""Remove defer utility in favor of naked objects"" This reverts commit 3fd7850619f82f1028fe6ff257433b6d6ed2ea0a. disbale auto tracking on naked objects useRouteError => useAsyncError in changesets add rejection code path to raw Await example",0
690,Update data router examples to latest prerelease,0.7112742,feat: add basename support for data routers (#9026),,1
691,Remove exports field in package.json,0.63982,0a7298c [removed] browserify.transforms from package.json,,0
692,Update doc,0.7511628,Updates,,1
693,chore: update data-router example to pre.9 and fix changelog typo,0.61989135,Full Changelog,Fixes #9100,0
694,Update when dep to 3.4.6,0.67343247,Updates,,0
695,Update link,0.77850515,Updated website,,1
696,remove unused codes from docs/start/tutorial.md (#9340),0.5632308,"- Breaking: Remove all deprecated functionality as of v2.3.0 (#3340, #3435)",,0
697,Redux Integration (#4668),0.549972,"One other thing to mention, while I have your attention, is the deprecation of react-router-redux. It's no longer maintained and has a number of fundamental problems (particularly around time travel). Integrating Redux and the DOM History API is challenging because they don't maintain the same semantics and the resulting integration is error prone. Getting to the router context will be easier in future versions of React Router, so the main motivations for needing it will be going away. So, while I would advise against trying to integrate the two, for those that still want this functionality can turn to libraries like @supasate's connected-react-router.",,0
698,Remove unused import,0.6733606,Importing,,0
699,Polyfill Element for Node (#6607),0.5616147,Reduced component depth in withRouter() HOC. (10d78bb),,0
700,Preserve window.location.pathname when replacing hash,0.6939209,Fix partial object (search or hash only) pathnames losing current path value (#10029),chore: Update version for release (pre) Update changelogs Fix SSR example Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com Co-authored-by: Matt Brophy matt@brophy.org,0
701,fix: pass useMatches objects to ScrollRestoration getKey (#9157),0.6434355,Fix scroll reset if a submission redirects (#9886),,0
702,Move build to lib directory,0.45560458,92b9077 [changed] file name of dist builds,,0
703,Update index.md,0.66770047,Updates,,0
704,[removed] Dependency on react/lib/merge,0.7844979,ebf54ab [removed] Dependency on react/lib/merge,,1
705,Fix getIndexRoute docs,0.58512855,Bugfix: Fix this in getComponent and getComponents (#3306),chore: refactor useRenderDataRouter -> DataRouterProvider Update types and exports Remove foundMissingHydrationData check Use default as location.key during SSR Fix typo in docs Flatten routes param for createStaticHandler add unstable_ prefix for createStaticHandler Bump bundle threshold Expose statusCode and headers from query() Automatic hydration via DataStaticRouter Expose actionHeaders on static context Automatically add routeIds inside DataStaticRouter Built-in boundary tracking for static routers Add getStaticContextFromError utility Add unstable_ prex to static handler/router Bump bundle Remove  prop in favor of context add unit tests for automatic hydration update comments,0
706,remove references to indexComponent,0.64645916,Remove references to Link hash/query/state props (#4377 by @insin),"chore: remove Deferrable/ResolvedDeferrable types for raw Promises feat: support deferred arrays chore:"" remove typings from Deferred and useDeferredData To be added back in once we figur eout typing for useLoaderData in 6.5 Handle deferred render errors at the boundary internal renames do not handle fallback render errors in deferred error boundary Remove Suspense from inside Deferred Rename test files to align casing Update changeset for Suspense removal Support deferred(promise) Change deferred typings from any -> unknown Add changeset: Bump bundle add tests for data memory router arrays/single deferreds",0
707,Fixed typo in native animation docs (#4775),0.5335076,b8018b1 [added] animation example,Treat non-false shouldRevalidate as truthy change return type of useRouteError to unknown rename Deferred fallback prop to fallbackElement fix: add reloadDocument to  Fallback on defaultShouldRevalidate for non-boolean return Change hook return types from any to unknown,0
708,Add missing  prop to interface,0.7046728,Adds missing displayName back to  and  components,,1
709,Fix failing  test,0.6135798,🐛 Bug fixes,,0
710,"Revert ""Fix non-functional links to routers (#5911)"" (#5913)",0.8112676,fix: remove internal router singleton (#9227),,1
711,Version 1.0.0,0.82149506,// v1.0,,1
712,chore: add engines field to package.json (#8951),0.6904613,Re-add module entry to package.json,"Rework router internals to operate on Requests for SSR Add createStaticRouter Wire up DataStaticRouter to wirk with createStaticHandler Add ssr example with data router Add changeset Ensure deferred data isn't active during SSR Bump bundle size Remove DataFunctionArgs.signal in favor of request.signal Lift pendingNavigationController/request creation Update changeset Clean up example using random bumber instead of date Handle fetch submit 405 errors Update tests for aborted static query calls update changelog Update stub static router with new internal deferred prop enhance abort signal handling via race Remove stale import Fix changeset Fix lint warnings expose createStaticHAndler through index.ts Rename static router ""state"" to ""context"" chore: remove no longer used boundaryId cancellation",0
713,Move core classes into modules root,0.6183649,The package root modules were removed. Please import modules from the,,0
714,4.3.0,0.75920004,// 0.4.x,,1
715,Merge pull request #2627 from taion/getIndexRoute-docs,0.54836905,"- Feature: Add withRef option to withRouter that enables getWrappedInstance (#3735, #3740)",chore: Update version for release (pre) clean up changelogs Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com Co-authored-by: Matt Brophy matt@brophy.org,0
716,1.0.0-rc1 Documentation for DynamicRouting incorrect #1927,0.5540247,aef0dce [fixed] DefaultRoute/NotFoundRoute name regression,,0
717,Remove histories from top-level exports,0.70757246,Breaking: Removed default top-level  export (#2906),fix: Fix trailing slash behavior on pathless routing when using a basename Add changeset update to let basename control root link trailing slashes remove leftover fit,1
718,Remove dead code,0.59694695,- Removed,,0
719,Remove useRoutes,0.7800977,Remove useRenderDataRouter() in favor of /,"ci: prevent duplicate ci runs for PRs the real fix here was specifying which branches should trigger the ""push"" event, but  prevent duplicate runs for Pull Requests (cherry picked from commit 5ebc319581cff9039b42ec107dbf4690b697eb39) chore: add changeset ci: add ""ready_for_review"" to pr types adding ready_for_review makes it so actions are run when converting a PR from a draft to a normal PR in order to add additional types you also need to pass the default Signed-off-by: Logan McAnsh logan@mcan.sh",1
720,Avoid infinite loop,0.5856598,d47d7dd [fixed] potential infinite loop during transitions,Fix link to useRoutes in quote block.,0
721,remove ServerRouter changes,0.6217963,Can be disabled on the server via ,,0
722,Merge pull request #1015 from steida/patch-1,0.5138199,Missing generatePath in react-router-dom package.,"[Update] Need  Tag in  for React Native Tag needs  in React Native for usage, otherwise throws Errors Update contributors.yml",0
723,Add action to history context,0.69444275,Use history.createLocation where possible (#2910),feat: initial work on deferred() Add Deferred component and useDeferred hook Don't cancel reused routes rename DeferredCollection -> DeferredData fix lint warnings handle revalidations + deferred cancellation cancellation + fetcher flows resolve deferred fetchers on revalidation Fix TS/lint issue Update bundle thresholds Add spies and fix bug in revalidation cancellation Add changeset update changeset Fix logic regarding 400 binary FormData error flows Rename errorBoundary -> errorElement Bump bundle size Update API to leverage useDeferredData/useRouteError Update example to use new deferred APIs Switch Deferred from from data->value Add types for Deferred Change DeferredProps.value to use Data generic fix some fetcher controller cleanup logic await all deferreds during revalidation Handle edge case of navigation -> revalidation -> navigation Fix TS error Bump bundle size Fix test from merge conflict move tick into defer Adjust activeDeferred cleanup for better test assertions Update changeset for updated API surface,0
724,Use history.createLocation where possible,0.9422002,Use history.createLocation where possible (#2910),feat: add support for basename in data routers add changeset,1
725,Add Link component spec,0.7026924,Fix Link component prop type check (#7276 by @ypyakymiv),,1
726,Version 6.1.0,0.8579896,0.6.x ,docs: Fix element tree structure Update docs/getting-started/concepts.md Co-authored-by: Tim Dorr timdorr@users.noreply.github.com,1
727,the new way of describing app type in vite (#10165),0.5349914,var App = React.createClass({,,0
728,Double linked :two_women_holding_hands:,0.41053528,  // Both of these work the same:,Fix grammar mistake Update contributors.yml,0
729,Merge pull request #2318 from stanleycyang/patch-2,0.52070475,react-router-dom-v5-compat - Fix SSR useLayoutEffect console.error when using CompatRouter (#9820),,0
730,Example references deprecated API (#6646),0.68554497,Modified APIs,Fix the definition of the To type in the docs Add srmagura to contributors.yml,0
731,Remove unused QueryUtils,0.6419713,4a8b756 [fixed] empty query strings not being removed,Fix Link link in Native Link page Add frontsideair to contributors,0
732,ci: Update rollup setup (#8953),0.6725662,Changed build-process to rollup:,,0
733,Version 2.2.0,0.6905337,// 0.2.x,fix: Handle fetcher 404s as normal boundary erorrs Add changeset Bump threshold Co-authored-by: Ryan Florence rpflorence@gmail.com,0
734,[fixed] Use more correct children invariant,0.8104212,585d8ec [fixed] Use more correct children invariant,ci: Simplify router rollup build and dist directory Update bundle check for new router non-minified build Include TS source in package for deno,1
735,change createRouteElement signature,0.61188555,"Changed matchPath signature to matchPath(pathname, options)",fix docs typo fix docs typo which uses revalidate instead of revalidator add bavardage to contributors.yml,0
736,"Lerna 2.0.0. Also, npm@5 is now faster than yarn.",0.55611044,"This release fixes problems with the last release for users of npm 2.x and yarn. If you're having trouble with alpha 5, this version should give you less trouble.",,0
737,add lots of Link test coverage,0.64254045,link,,0
738,[fix] Set proper react dependency,0.6084663,"We removed the mini-create-react-context dependency, moving it into an internal module to eliminate peer dependency warnings for users on React 18 (#9382).",,0
739,should be float left,0.44570908,"// Works the same as before, except no params, just put them in the path",chore: Update version for release (pre) Trim changelogs Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com Co-authored-by: Matt Brophy matt@brophy.org,0
740,Get named children from props in test,0.64373976,4e48b6b [changed] Pass named children as props,,0
741,Update context method names.,0.649221,  contextTypes: {,,0
742,Fixed broken link in API doc,0.6538472,ca96f86 [fixed] typo in Link,fix: do not REPLACE if action redirected add changeset Enhance test to assert correct location key,0
743,Add note about ES6 syntax,0.6277746,e72812d [added] ,,0
744,Use lock-step versioning,0.50162196,Quick Version Note,8312 and also #6226 cla sign fix: properly handle trailing slashes in Navigate and Link fix: handle useSearchParams use case with undefined to.pathname Co-authored-by: Leszek Kobus l.kobus@infinity-group.pl Co-authored-by: Matt Brophy matt@brophy.org,0
745,note about transitioning,0.6576614,    this.transitionTo('something');,ci: Add tests for chained redirect cases move assertion,0
746,docs(start/tutorial): remove unnecessary dependency (#10093),0.57724214,Several docs improvements - #6410 (thanks @justsml),fix: preserve loaderData for non-revalidating loaders add changeset chore: refactor implementation to leverage mergeLoaderData,0
747,test(react-router-dom): streamline jsdom submitter bug workaround (#9824),0.8478748,Streamline jsdom bug workaround in tests (#9824),fix: handle multipart/form-data submissions add changeset,1
748,Merge pull request #1935 from jamiehill/updated-dynamic-routing-documentation,0.51645577,1. Clear up the coupling between History and Router with simpler APIs.,share matches logic between useResolvedPath and useNavigate sign CLA Fix 2 tests and add some comments add changeset update test descriptions for clarity change back the ../../.. to ../.. Co-authored-by: Matt Brophy matt@brophy.org,0
749,fix: Remove the internal router singleton (#9227),0.9974579,fix: remove internal router singleton (#9227),Co-authored-by: Tim Dorr timdorr@users.noreply.github.com,1
750,Pass basename to StaticRouter for createHref,0.6511705,Remove unstable_ prefix from createStaticHandler/createStaticRouter/StaticRouterProvider (#9738),,0
751,Fix Firefox scrolling with this one weird trick...,0.6311123,f4ed900 [fixed] correctly updates the window scroll position,,0
752,Use eslint-config-rackt and fix errors,0.57363105,696a706 [fixed] Use defaultProps of config components,,0
753,Allow  to render s,0.6526891,    render () {,,0
754,added applyRouterMiddleware (#3327),0.731046,Feature: Add applyRouterMiddleware for extending router rendering (#3327),Co-authored-by: Matt Brophy matt@brophy.org,1
755,actually bound cache…,0.60934424,Limit size of matcher cache (@alisd23 in #4004),fix: export ActionFunctionArgs/LoaderFunctionArgs up through router packages ci: add new packages dist/ directories to eslint ignore,0
756,ignore app.build.js files,0.4717017,bb7b666 [removed] .js files from repo root,fix: Pass along location prop from CompatRoute to the Routes it renders Add xavier-lc to contributors PR feedback Co-authored-by: Xavier Lozano Carreras xavier.lozano.carreras@a8c.com,0
757,"Remove routeWillChange, simplifies a lot",0.6850814,The Router function was removed.,,0
758,Update scroll-restoration.md (#6472),0.6977431,5fe6c08 [changed] Don't update scroll if only query has changed,,0
759,"added a CONTRIBUTING.md, but will anybody read it?",0.6407535,Updated the contributing guide,,0
760,Merge pull request #3715 from reactjs/node-oops,0.5397606,Update  to accept ReactNode as children function return result (#9896),,0
761,Use same optimizations on react-router modules build,0.69266963,Made react-router a regular dependency of react-router-dom and react-router-native,docs: update fetcher docs fix links useRevalidate -> useRevalidator,0
762,Add comments and update README,0.55357444,Read the blog post,,0
763,Rename Router#pattern => Router#path,0.7699088,var RouteHandler = Router.RouteHandler;,fix: Capture fetcher errors at contextual route error boundaries add invariants for lazy useState functions,1
764,Avoid visiting login page again on back button click (#8537),0.58728623,"fix: don't default to a REPLACE navigation on form submissions if the action redirected. The redirect takes care of avoiding the back-button-resubmit scenario, so by using a PUSH we allow the back button to go back to the pre-submission form page (#8979)","ci: update rollup to latest version ci: split rollup configs to individual packages soften yarn rollup versions Update to build to packages/[pkg]/dist remove duped files update package.json main/module/types references fix jest module scope issues fix static router tests update bundlesize paths in package.json Revert ""fix static router tests"" This reverts commit 5d97844a28a3adc0cb4977bcdb3600bf9feae25b. Revert ""fix jest module scope issues"" This reverts commit 65e5b34e527e49ca4141599729b10ef84f803dda. Add jest moduleNameMapper to point unit tests to source code clean up regexes Remove unnused node-resolve plugin Move typescript definition generation into rollup move rollup copy earlier for v5-compat Use relative import for private API fix LICENSE copy and add server build to root",0
765,fix typo in docs about dymanic segments params,0.5164237,Fix generatePath when optional params are present (#9764),,0
766,[fixed] empty query strings not being removed,0.90042144,4a8b756 [fixed] empty query strings not being removed,,1
767,Merge pull request #2573 from rackt/taion-patch-1,0.5392267,Missing generatePath in react-router-dom package.,docs: Update route.md use-routes instead of use-route Update contributors.yml,0
768,"Revert ""chore: update no-response workflow (#10355)"" (#10420)",0.6184294,A few error message improvements (#8202),long term plan is to update the markdown parser to let us deal with the relative resolution int he browser when there is no trailing slash to link to sibling docs,0
769,Version 2.0.0-rc5,0.773861,Don't worry about it. See v2.0.0-rc2 instead!,,1
770,[changed] Pass named children as props,0.8697612,4e48b6b [changed] Pass named children as props,,1
771,Add an example for animated parent and nested routes,0.62407917,  let routes = createRoutesFromElements(,,0
772,Remove closure compiler from dev builds,0.5350498,Minor: Do not include unused deprecation logic in production builds (#3296),,0
773,Grammar tweaks,0.5731392,Full Changes,,0
774,Improve title of useNavigate section in v5 -> v6 migration docs (#8207),0.5595932,Note: You can always abstract over this feature in a custom NavLink if you prefer the old v5 API.,,0
775,Remove multiple leave hooks.,0.5798577,- Removed,,0
776,Add  alias,0.657549,"ed0cf62 [added]  alias of ""imitateBrowser""",,0
777,v4.4.0-beta.6,0.77653515,This release fixes a few issues with the build in v4.4.0-beta.0 where the 4.4.0-beta.0 version was not specified correctly in the dependencies of react-router-dom.,update: remove PathPattern export not used in examples Co-authored-by: John Pangalos john@juni.co Co-authored-by: Matt Brophy matt@brophy.org,1
778,Memoize result from useMatch() between renders (#8431),0.6934119,render((,Feat: useSearchParams supports functional updates like React.useState (#8909) [Feat] add functional update to useSearchParams add contributor add update for react native docs Co-authored-by: Chris Park 54811538+promet99@users.noreply.github.com,0
779,"Typo in readme: ""stategy"" -> ""strategy""",0.4391361,// or use the State mixin,fix: relative navigation from index routes (#8697) fix: relative navigation from index routes fix: tests Handle nested pathless layout routes cleanups adjust approach to filter pathless routes undo reordering of deps array Co-authored-by: Jaff Parker andreykamozin@gmail.com,0
780,Update README and repo,0.6447181,Updates,,0
781,docs(start/overview.md): Fix typo (#9708),0.57462233,f5d4f36 [fixed] Docs Update,fix: webpack error export not found cuz of rollup output chore: sign CLA,0
782,Remove redux section,0.6481042,Remove an extraneous  sometimes added by ,,0
783,Better displayName for router context components,0.7238951,Render your router with ,Fix: respect the replace prop if it is defined Update contributors.yml,1
784,Remove validateRoute helper; clean up some tests,0.56675196,Remove instanceof check from isRouteErrorResponse to avoid bundling issues on the server (#9930),,0
785,"yap, more issue_template stuff",0.51434183,      } />,,0
786,docs: line highlights,0.5677779,Several docs improvements - #6410 (thanks @justsml),chore: remove unused use-sync-external-store dependency fix: make fallbackElement optional and change type to ReactNode fix: Include fetcher actionResult in shouldRevalidate docs: update stale info in router README,0
787,Update README and workflows for main branch,0.54298306,Full Changelog,"feat: add history package and createMemoryHistory implementation (#8702) feat: add initial empty history package feat: add createMemoryHistory + tests chore: add rollup buld for history chore: change state type from unknown -> any feat: Change listen interface to be pop only chore: fix lint warning Add history package to yarn workspace chore: Address PR feedback feat: Add remix-router package and loader functionality Additional notes:  - adds unique route id generation to react-router  - enhances test harness to manage at navigation level  - combines error/catch into a single exception feat: add support for submissions chore: code organization + cleanup ci: copy over unit test from transition manager fix: Fix action arguments bug feat: add createBrowserHistory and createHashHistory chore: rename package to @remix-run/router wip: initial router integration with React wip: add userLoaderData Remove history package and move history.ts into router fix: fix URLSearchParams keys typescript error This one was tricky:  - react-router-native used to find the type for URLSearchParams from @types/react-native  - The new history work added @types/jsdom  - react-router-native now finds that URLSearchParams before the @types/react-native one  - the jsdom one imports from the internal built-in TS DOM lib  - but it does not include the DOM.Iterable values such as keys See: link feat: add data loading/rendering APIs loader/action useLoaderData/useActionData/useTransition exceptionElement/useRouteException fallbackElement feat: add browser/hash routers and bring over useSubmit feat: bring  to react router-dom feat: support redirects returned from loaders feat: Support basename in data routers chore: remove backup _components file chore: extract dom.ts utils file feat: add  and fix bug in shouldReload logic chore: convert to router.subscribe for easier useSyncExternalStore usage chore: switch to babel-jest TS transform instead of ts-jest fix: make route id optional for backwards compatibility feat: default fallbackElement/exceptionElement + add useMacthes/useRouteData fix: Fix up build issues with v5-compat chore: renames and feedback cleanup feat: handle render errors through exceptionElement feat: move initial data load into router chore: do not handle exceptions for non-data-routers chore: remove historyv5 dependency feat: add support for router.revalidate() feat: add useRevalidator() hook fix: fix shouldReload support for revalidate() fix: handle 405 action responses correctly This matches the behavior added to Remix in link feat: handle X-Remix-Revalidate hesders returned from loader redirects This ports over the remix behavior from link chore: PR feedback chore: copy transition fetcher tests verbatim feat: add support for fetchers feat: add useFetcher ci: add tests for useFetcher/useFetchers chore: add formAction to submission chore: remove basename from data routers chore: change shouldReload url type chore: change default fallback element chore: add tests for cleanup and make Router type explicit feat: support returning responses from loaders/actions automatically parses the response body with json() or text() depending on the content type of the response. This makes it really convenient to use fetch and brings the server semantics to client loaders like json(data) or new Response(“”, { status: 404 }) etc. chore: cleanup auto-unwrap logic, add action info to request, remove action submission fields feat: provide full control to users in shouldRevalidate chore: remove hashchange and create createUrlBasedHistory abstraction fix: handle syncronous initial load fix request patch feat: support fetcher opt-in revalidation ci: clean up revalidating fetcher tests and logic feat: wiure up useFetcher and turn off revalidation on submit docs: update transition/fetcher diagrams ci: bump bundle thresholds for new data routing chore: update to latest @web-std/fetch with proper formData handling Our PR was merged and released in 4.1.0 so we can remove our local override. See: link feat: move to better cross-browser fallback spinner Revert ""feat: move to better cross-browser fallback spinner"" This reverts commit a887019fe3428ab43b216fa4b95550e3a46975db. chore: Rename ""exception"" to ""error"" Done in steps via grep/sed:  - exceptionElement -> errorElement  - useRouteException -> useRouteError  - Exception -> Error  - exceptions -> errors  - exception -> error feat: handle revalidation for interrupted submissions feat: change defaultShouldRevalidate from funciton -> boolean chore: simplify revalidation via isRevalidationRequired feat: opt-in fetcher.load to revalidation by default feat: send actionResult to shouldRevalidate feat: add  component and  chore: rename navigation -> transition feat: flatten submission onto shouldRevalidate feat: simplify form submit logic via event.submitter Copies the changes from remix link chore: clean up types chore: sync up react-router-native public api feat: properly support React 18 + React.StrictMode chore: fix lint warnings chore: remove default fallback element chore: add @remix-run/router to example vite configs for USE_SOURCE chore: add data-router and scroll-restoration examples chore: switch from @web-std/fetch to @remix-run/web-fetch for tests feat: add pending logic to NavLink (#8875) feat: add pending logic to NavLink chore: fixup type imports chore: add useMemo to nextMatch calculation chore: inline react use-sync-external-store/shim for UMD builds chore: clean up some exports and add some jsdocs feat: add DataStaticRouter for SSR chore: fix link fix: default replace=false only for GET submissions chore: update scroll restoration example to include data loading feat: remove fetcher.type since it can be derived feat: Remove promise from return signature of router methods chore: remove encType from Form props WIP docs feat: auto-unwrap error Responses into ErrorResponse chore: add error boundary example feat: support routes prop on data routers docs: moar docs chore: remove navigation.type docs docs docs dooooooooooooooooooocs docs: fix contributing link (#8885) docs: fix contributing link chore: add alexlbr to contributors Docs: Fix typo in getting-started > concepts (#8888) docs: fix small typo in getting-started > concepts Sign CLA: add tanayv to contributors.yml chore: sort contributors list docs: think it’s ready for the big time docs: notes demo Update overview.md (#8892) Update overview.md Update contributors.yml Version 6.4.0-pre.0 docs: link fixes chore: publish @remix-run/router Version 6.4.0-pre.1 chore: publish @remix-run/router Version 6.4.0-pre.2 docs: DataStaticRouter stub docs: not sure what this was 😂 docs: link to the demo fix: properly handle 404s using error boundaries docs: getting started installation Convert formMethod=GET to be a loading navigation instead of submitting Handle invalid GET formData via 400 Bad Request error fix: Properly handle descendent routes within a data router docs: update useMatches and useNavigation docs fix: better solution for 404 error boundaries chore: refactor resetScroll to avoid history state mutation docs: add note on useMatches and descendent routes chore: move newly added resolveTo test from react-router to router ci: Remove website workflow before merging remixing work into dev Co-authored-by: Ryan Florence rpflorence@gmail.com Co-authored-by: Alex Lobera alex.lobera@gmail.com Co-authored-by: Tanay Vardhan tvardha2@illinois.edu Co-authored-by: remix-cla-bot[bot] 92060565+remix-cla-bot[bot]@users.noreply.github.com Co-authored-by: Michal Petrik misopetrik@gmail.com",0
788,fix small error in tutorial documentation (#9313),0.5977268,A few error message improvements (#8202),,0
789,Put location on partialNextState (#3569),0.74599934,"Feature/Deprecation: Call getChildRoutes and getIndexRoute with partialNextState; deprecate accessing location directly in favor of partialNextState.location there (#3556, #3561, #3569, Upgrade Guide)",,1
790,fix: update  to accept ReactNode as result (#9896),0.78344536,Update  to accept ReactNode as children function return result (#9896),Fixed TSDoc docs link for react-router components Fixed TSDoc docs link for react-router hooks Add missing TSDoc docs link for react-router-dom Fixed some TSDoc Docs links on react-router Signed CLA,1
791,Use yarn workspaces and move website to repo root,0.4844508,createMemoryRouter/createBrowserRouter/createHashRouter used to live in @remix-run/router to prevent devs from needing to create their own history. These are now moved to react-router/react-router-dom and handle the RouteObject -> AgnosticRouteObject conversion.,"Update route.md change outdated ""location"" navlink to /utils/location Update routes.md Update route.md Update contributors.yml",0
792,Prefer React.createClass over react-mixin,0.8255651,React.createClass({,,1
793,Use whitelist instead of blacklist for packaging,0.43464953,Package now includes pre-minified files,Update routes.md use-routes instead of use-route Update contributors.yml,0
794,Merge pull request #4015 from brikou/patch-1,0.5103451,ebf54ab [removed] Dependency on react/lib/merge,,0
795,Update changelog for all the upcoming goodies.,0.7356455,Updates,,1
796,Use build matrix to run tests in different envs,0.4416055,I'm going to try and figure out a better way to detect if you're using 2 different builds so we can give you a better warning.,,0
797,Consolidate modules in website package into same dir,0.561187,Package now consists of single-file builds that include all modules.,,0
798,Add experimental release id to version script,0.5270749,"Note: experimental features rely on an experimental release of React and will probably be moved into a separate ""experimental"" release channel in the near future.",,0
799,Update .gitignore,0.62784934,Updates,,0
800,Add tutorial outline,0.5791945,Updated the contributing guide,Add info about changes in matchPath() to upgrading v5 guide Add signature,0
801,"Revert ""Pass route state to onUpdate callback""",0.6889436,"6878120 [added] onAbortedTransition, onActiveStateChange, onTransitionError Routes props",Update overview.md Update contributors.yml,0
802,added preview-release script,0.59629977,This release is based on v6.0.0-beta.0 and adds a few features that are targeted at supporting React suspense for data loading. These features are:,,0
803,unit tests,0.664748,Unit tests are a pain because you need to find a way to reset the singleton in-between tests,docs: fix small typo in getting-started > concepts Sign CLA: add tanayv to contributors.yml,0
804,Don't prettify package[-lock].json,0.56150544,Re-add module entry to package.json,docs: fix contributing link chore: add alexlbr to contributors,0
805,Fix BrowserStack config,0.6162511,Fix issues building with webpack + React 17 (#8938),,0
806,Fix typo: npm add -> npm install (#8247),0.61642367,3be6a2d [fixed] Workaround for nasty npm bug,,0
807,Merge pull request #237 from rackt/add-slash,0.5793445,Fix explicit replace on submissions and PUSH on submission to new paths (#9734),Don't use footnote-style links. I think the slugs are getting confused by the MD parser with others elsewhere in the docs.,0
808,Remove wrapper API from data browser router tests (#10196),0.6429577,"Eliminate all warnings when using the router under React 16's . In fact, we now wrap all our tests in !",fix: doc urls chore: update contributors,0
809,Upgrade Guide Correction for Custom Histories,0.6931788,Upgraded to history 4.9.0,,0
810,fix: preserve method on 307/308 redirects (#9597),0.85062027,Preserve the HTTP method on 307/308 redirects (#9597),,1
811,Add docs for data router SSR (#10254),0.7683755,feat: add basename support for data routers (#9026),,1
812,Merge branch 'release-6.4.0' into dev,0.6745909,Development for v6 has switched from dev to the main branch.,,0
813,Merge pull request #3315 from oliviertassinari/patch-2,0.55490774,fix: Handle fetcher 404s as normal boundary errors (#9015),,0
814,Typo (#5312),0.48933852, {}},,0
815,Add location descriptor caveat to Link to API docs,0.6362016,- Deprecated context.location,,0
816,RoutingContext should be RouterContext in server test,0.7279054,var RouteHandler = Router.RouteHandler;,,1
817,Fix HashHistory#makeHref signature,0.72169656,178efc3 [fixed]  when using HashHistory,,1
