Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
1453,Update GoReleaser config,0.8410786,Update GoReleaser config 1f0c4e1f @caarlos0 ,Fix resolve of package.json deps in submodules Fix directory logic for writing assets/jsconfig.json Fixes #7924 Fixes #7923,1
1454,tpl/encoding: Add noHTMLEscape option to jsonify,0.8842795,tpl/encoding: Add noHTMLEscape option to jsonify 09e10110 @bep ,[ci skip],1
1455,releaser: Add release notes to /docs for release of 0.27.1,0.8517156,releaser: Add release notes to /docs for release of 0.89.4 ab01ba6e @bep ,[ci skip],1
1456,modules: Make ignoreVendor a glob pattern,0.67750883,Make ignoreVendor a glob pattern 9a1e6d15 @bep #7642,[ci skip],0
1457,all: Fix spelling,0.63668114,Spelling corrections aff9c091 @bep ,,0
1458,Fix it so disableKinds etc. does not get merged in from theme,0.8425096,Fix it so disableKinds etc. does not get merged in from theme f4ffeea7 @bep #8866,Rename to *-ready.md to continue. [ci skip],1
1459,showcase layout improved when thumbnails are different proportions,0.54815984,- showcase returned and has been expanded,,0
1460,"Revert ""Update syntax-highlighting.md (#10929)"" (#10930)",0.6280666,Update links in CONTRIBUTING.md due to the org transition 95386544 @digitalcraftsman ,"57c1d1a67 Add note about issue with Instagram shortcode 2a4355113 Add example for regional language tags (#1139) 5e9a60fc0 Format dates with ""th"", ""nd"", and ""rd"". (#1254) 43df9a7f6 Update index.md f15f32590 Update index.md 5a15be93d Update configuration.md e71c1c545 Update configuration.md 5fd0439ff Release Hugo 0.77.0 5b875477c releaser: Add release notes to /docs for release of 0.77.0 09a2a3199 docs: Regen docs helper bebef9bbe Merge commit '9cabb46f68bae01aeb1859727dcb21e8a10f5ec7' f5ed02685 tpl: Refactor time.AsTime location implementation f3b8eccd2 tpl: Update Hugo time to support optional [LOCATION] parameter git-subtree-dir: docs git-subtree-split: 57c1d1a67b9da5ba8ad5151d464f3fd7a21a24d8",0
1461,vendor: Lock mage to v1,0.61525714,"snap: Replace mage with ""go build"" and set VendorInfo=snap 24148193 @anthonyfok ",Fixes #7865,0
1462,Squashed 'docs/' changes from 715741f73..4e7e1815b,0.76159906,Update Dockerfile to Go 1.11 bcbe57c6 @zyfdegh #5145,Fixes #7816 Fixes #7777 Fixes #7916,1
1463,build(deps): bump github.com/evanw/esbuild from 0.15.8 to 0.15.9,0.958465,build(deps): bump github.com/evanw/esbuild from 0.15.5 to 0.15.7 f2019f0a @dependabot[bot] ,Updates #7777 Added support to allow SourceMap files to be external to the build. In addition added more information when the js compilation has an error. Correctly append sourceMappingURL to output file. Fix merge conflict.,1
1464,hugolib: Remove unused slice,0.7347734,Remove unused slice 3011f36c @bep ,[ci skip],1
1465,hugolib: Don't write zero-bytes files to disk,0.6598282,Fix handling of zero-length files 0e87b18b @bep #3355 ,[ci skip],0
1466,tplimpl: Refactor imageConfig into a struct,0.6118493,Add imageConfig function #2677,[ci skip],0
1467,Add Go 1.16+ install method to README,0.83336264,Add Go 1.16+ install method to README 60e0e2c1 @vgnh ,,1
1468,tpl/transform: Add CanHighlight,0.8366122,tpl/transform: Add CanHighlight 39261b68 @bep #9573 ,[ci skip],1
1469,Add Node.Site.Pages to all nodes and ensure all pages from the site exist in the list before processing shortcodes.,0.61494225,"-   Sitemap.xml should include nodes, as well as pages #1303",Rename to *-ready.md to continue. [ci skip],0
1470,Make sure there are only one HugoInfo instance,0.5528449,Then start the Hugo server with:,Fixes #7910,0
1471,hugofs: Make FileMeta a struct,0.7045974,Make FileMeta a struct 022c4795 @bep #8749,,1
1472,hugolib: Add Godoc to pageSort,0.6693717,Add godoc packages comments 30a7c9ea @moorereason ,,0
1473,permitting empty files again. Fixing some tests to now pass.,0.5676544,Shuffle test files before insertion 3b721110 @bep ,d1157b687 Fix typo -- missing word in title 34c9a9ff3 Remove Hartwell Insurance subpage broken link d42f6d8eb Fix strings.Repeat documentation 09b49debb Release 0.76.5 149877735 Merge branch 'tempv0.76.5' 72ffeb026 releaser: Add release notes to /docs for release of 0.76.5 4150d8ae8 Fixed typo: update PrevPage to Prev c3e630db1 Update index.md deb7520a8 Release 0.76.4 f58bd7134 Merge branch 'tempv0.76.4' 2581fe4bc releaser: Add release notes to /docs for release of 0.76.4 26d8417fc Release 0.76.3 34c49e06a Merge branch 'tempv0.76.3' 0de2af2ef releaser: Add release notes to /docs for release of 0.76.3 cce12c0f7 Add missing closing quotes and fix code-block lang (#1250) 8c1c80d9f Update AMP link (#1251) 7b1211ffa Fix typos in multilingual.md 29e9d70fd Update index.md 172a5480b Release 0.76.2 93ff424d3 Merge branch 'temp762' 3cad3c23a releaser: Add release notes to /docs for release of 0.76.2 610221964 Update index.md 8a9d31709 Release 0.76.1 64b245aa4 Merge branch 'temp761' f19469ff8 releaser: Add release notes to /docs for release of 0.76.1 97f0ed030 Update front-matter.md cca71f263 Update index.md 23c64f6a3 Fix typo in 0.76.0 release note 5f79e034d Update index.md b66567de2 netlify: Bump to Hugo 0.76.0 a3e30300d Release 0.76.0 3b057e8fe releaser: Add release notes to /docs for release of 0.76.0 7fa1cd912 docs: Regen docshelper 769712aec Merge commit 'e5568488051a571df48401e03f1304b95dbc9028' 70ce6ae33 pagemeta: Make BuildConfig.Render an enum a78d3849f Allow cascade to be a slice with a _target discriminator 705fea656 Add force flag to server redirects config 04e4e1cc1 tpl: Add Do Not Track (dnt) option to Vimeo shortcode 025c19fe1 Fix CLI example for PostCSS 8 0c70c47b2 markup/asciidocext: Add preserveTOC option git-subtree-dir: docs git-subtree-split: d1157b687e25054501c3bcbb735da51229f66b74,0
1474,Add hugo.IsExtended,0.7187954,{{ if hugo.IsExtended }},Fixes #7904 Fixes #7908,1
1475,"Revert ""snap: Change confinement from strict to classic""",0.6868133,"Change confinement from strict to classic"" b82f440c @anthonyfok ",Fixes #7903,0
1476,helpers: Avoid adding language prefix if already present,0.51198053,Fix aliases with relativeURLs ,Value.Type().Key() must only be called on map values. Fixes #7899,0
1477,Merge commit 'f27faf9afd0a8db768a21954b8755f1bf1a14f1b',0.6839815,Add Merge function c624a779 @bep #5992,"Currently, if cache invalidation is enabled when running hugo deploy --dryRun with , the deployer does not take the dry run flag into consideration and triggers CloudFront/GoogleCloudCDN cache invalidation if any of those services are configured. This change will instead print a feedback message if a dry run is in effect and quiet mode is not enabled. Fixes #7884",0
1478,hugolib: Fix REF_NOT_FOUND logging to include page path,0.84761864,Fix REF_NOT_FOUND logging to include page path 6180c85f @bep #5371,"If newContentEditor has editor name with arguments like emacsclient -n, it fails with executable file not found in $PATH. This change parses the value correctly and passes it to the given editor. Signed-off-by: Bhavin Gandhi bhavin7392@gmail.com",1
1479,hugolib: Fix rendered empty msg,0.5955783,.Get doesn't crash on missing positional param fixes #4619 236f0c84 @paulcmal ,"Cobra 1.1.1 fixes internal formatting for go-md2man v2 (which caused man page generation e.g. ""hugo gen man"" to be broken since Cobra 0.0.6). See spf13/cobra#1049 for context.",0
1480,Remove empty href element from pagination template,0.9089428,Remove empty href element from pagination template 133e4bfb @jmooring #9149 ,Fixes #7826,1
1481,Add liveReloadPort flag to server,0.88896143,Add liveReloadPort flag to server b1804776 @bep #3882,"The TOML lib unmarshals slices of string maps to []map[string]interface{} whereas YAML and JSON decode to []interface{} The existing tests only check for TOML working correctly, and _target with cascade did not work at all for frontmatter defined in other formats. Add a function to normalize those slices Fixes #7874",1
1482,Some more random copyediting of Hugo docs,0.6603687,See the hugo.work file in the Hugo Docs repo for an example:,"This change is mostly motivated to get a more stable CI build (we're building the Hugo site there, with Instagram and Twitter shortcodes sometimes failing). Fixes #7866",0
1483,common/para: Add parallel task executor helper,0.735479,Add parallel task executor helper 628efd6e @bep ,Bumps github.com/evanw/esbuild from 0.7.15 to 0.7.18. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
1484,resource: Add some GoDoc,0.65886176,resources.Get,,0
1485,Squashed 'docs/' changes from 540aeddc7..41aae7abb,0.7408952,Update Dockerfile to Go 1.11 bcbe57c6 @zyfdegh #5145,,1
1486,docs: Optimize 11 showcase thumbnail images,0.6652156,Optimize Docker image size 606d6a8c @ellerbrock #3674,"We already have a lot of site building benchmarks. The main problem with adding the ""Hugo site docs"" to the list is that it cannot easiliy  be compared to any previous release, because its content/template/whatever has changed. This reverts commit 837e084bbe53e9e2e6cd471d2a3daf273a874d92.",0
1487,Create mariosanchez.md,0.5691964,"Create LICENSE rather than LICENSE.md in ""new theme"" ed4a345e @anthonyfok #4623",Avoid creating a local copy of the highlight configuration when no options are passed. Benchmarks of building the docs site: name        old time/op    new time/op    delta DocsSite-2     1.94s ± 4%     1.93s ± 4%    ~     (p=0.841 n=5+5) name        old alloc/op   new alloc/op   delta DocsSite-2     666MB ± 1%     656MB ± 0%  -1.48%  (p=0.008 n=5+5) name        old allocs/op  new allocs/op  delta DocsSite-2     8.85M ± 0%     8.76M ± 0%  -1.04%  (p=0.029 n=4+4),0
1488,resource: Preserve color palette for PNG images,0.8436658,Preserve color palette for PNG images 799c654b @bep #4416,,1
1489,vendor: Update Afero,0.58520806,Change version string format and add VendorInfo to help with issue triaging e8df0977 @anthonyfok ,Fixes #7523,0
1490,tpl: Fix echoParam,0.6488974,echo,,0
1491,Merge pull request #11 from noahcampbell/master,0.62144905,Merge pull request #6149 from bep/sort-caseinsensitive 53077b0d @bep ,Bumps github.com/frankban/quicktest from 1.11.0 to 1.11.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
1492,Docs: Add taxonomy term variables to the list of vars.,0.6199007,Add taxonomy terms’ pages to .Data.Pages #2826,Bumps github.com/evanw/esbuild from 0.7.14 to 0.7.15. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
1493,releaser: Add release notes for 0.65.0,0.82696486,releaser: Add release notes for 0.97.1 [ci skip] 45607255 @bep ,,1
1494,shortcodes using BBP,0.77266824,Add inline shortcode support bc337e6a @bep #4011,[ci skip],1
1495,Add .Title and .Page to MenuEntry,0.7667388,Add .Title and .Page to MenuEntry 9df3736f @rmetzler #2784,[ci skip],1
1496,"hugolib: Refactor tests for JSON, YAML and TOML equivalency, add coverage",0.9206866,"Refactor tests for JSON, YAML and TOML equivalency, add coverage 82eefded @vassudanagunta ",[ci skip],1
1497,resource: Use MD5 to identify image files,0.61307424,"Fix image format detection for upper case extensions, e.g. JPG c62bbf7b @bep #6137",[ci skip],0
1498,examples: Update multilingual example,0.8802028,Update multilingual example #2417,Fixes #7832,1
1499,Removing site.Directories.,0.7106366,.Site.Files is deprecated.,Fixes #7832,1
1500,"Revert ""publisher: Get the collector in line with the io.Writer interface""",0.7570225,Get the collector in line with the io.Writer interface a9bcd381 @bep ,Bumps github.com/spf13/afero from 1.4.0 to 1.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
1501,common/collections: Fix defines typo,0.77447486,common/collections: Fix defines typo 83468481 @coliff ,Bumps github.com/evanw/esbuild from 0.7.9 to 0.7.14. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
1502,simplify rssuri logic,0.6040273,"RSSUri is deprecated and will be removed in a future Hugo version, replace it with an output format definition.",,0
1503,hugolib: Add String() to fileInfo,0.660347,Add String() to fileInfo a7ee9b0b @bep #5784,,0
1504,Move alias rendering to target,0.6182587,Render aliases even if render=link 79a022a1 @bep #7832,,0
1505,media: Add DecodeTypes,0.5683244,Add proper Media Type handling in js.Build 9df98ec4 @bep #732,[ci skip],0
1506,Ignore dotfiles in content directory,0.5274418,Remove the examples/ folder 76c1248f @bep ,[ci skip],0
1507,docs: Clarify Usage,0.6871852,Docs,[ci skip],0
1508,Update the application/javascript media type,0.8038784,Update the application/javascript media type 3036d0ac @jmooring #9483 ,[ci skip],1
1509,tpl/embedded: Exclude pages without Permalink from sitemap,0.77279055,Exclude pages without Permalink from sitemap 4867cd1d @Jaza ,Fix Snap build failures since 2020-09-21,1
1510,Fix paginator with uglyurls,1.0000002,Fix paginator with uglyurls,Fixes #7804,1
1511,releaser: Remove unused function,0.61115444,releaser: Remove unused code bf537f1c @bep ,,0
1512,resource: Optimize integrity string generation,0.77605355,Optimize integrity string generation 0a3340e9 @moorereason ,,1
1513,"commands, tpl: Get rid of repeating viper accesses",0.6266651,Avoid repeated Viper loads of sectionPagesMenu #2728,[ci skip],0
1514,docs: Grammar fix in overview/quickstart.md,0.5905627,Simple doc fix in CONTRIBUTING.md 3a308912 @krisbudhram ,[ci skip],0
1515,Add www.thehome.dk to showcase,0.6359377,Launched website showcase. Show off your own hugo site!,[ci skip],0
1516,Fix broken shortcode test,0.75015765,Fix half-broken self-closing shortcodes #2499,[ci skip],1
1517,"Update Afero to avoid panic on ""file name is too long""",0.9068136,"Update Afero to avoid panic on ""file name is too long"" f8a119b6 @bep #4240",Closes #7798,1
1518,releaser: Add release notes to /docs for release of 0.78.1,0.8716415,releaser: Add release notes to /docs for release of 0.89.2 63e3a5eb @bep ,"Hugo 0.76.0 updated go-i18n from v1 to v2. This allowed us to set the TOML unmarshaler to use, so we set the one we use in other places in Hugo. But that does not support dotted bare keys, which caused some breakage in the wild. This commit fixes that by: Using go-toml for language files Updating go-toml to the latest version",1
1519,tpl: Fix metrics hint tracking,0.753886,Fix metrics hint tracking 0004a733 @moorereason #8125,[ci skip],1
1520,Calculate the next Hugo version in Deprecated,0.6979006,Hugo 0.92.0 is mostly a release to prepare for some cool stuff coming in the next releases. Most notable are the deprecation updates:,[ci skip],0
1521,Move the Goat template to the correct place,0.83826554,Move the Goat template to the correct place 1a257bb2 @bep #7765 ,[ci skip],1
1522,docs: Change OS X to macOS in README and CONTRIBUTING,0.6470109,Support for macOS Sierra,[ci skip],0
1523,Describe the use of custom archetypes in the docs,0.6024307,Docs,Closes #7792 This reverts commit b254532b52785954c98a473a635b9cea016d8565.,0
1524,Add Ace template engine support,0.9111357,Ace template engine support (#541),[ci skip],1
1525,modules/client: Vendor config directory if present,0.8469273,modules/client: Vendor config directory if present a8c221d3 @jmooring #9751 ,[ci skip],1
1526,Check spelling and some minor additions to Ace doc,0.5269321,More spelling corrections 782dd158 @bep ,[ci skip],0
1527,snap: Skip installing postcss due to failure on build server,0.8929714,Skip installing postcss due to failure on build server 66f688f7 @anthonyfok ,[ci skip],1
1528,docs: Add information about summary front matter variable,0.7916085,Add information about summary front matter variable ed65bda3 @mcdee ,Fixes #7787,1
1529,correct spelling for 'including' and 'counterpart',0.5145847,[related],,0
1530,docs: Update replace func,0.70237315,Update replaceRE func f7c1b5fe @moorereason ,[ci skip],1
1531,Remove the helpers_test.go file,0.5741203,Remove test artifact 018494f3 @bep ,[ci skip],0
1532,docs: Create path.Clean documentation,0.773722,Create path.Clean documentation f8d132d7 @jmooring ,[ci skip],1
1533,"Revert ""commands: Add .gitignore ""hugo new site""""",0.7510901,"Add .gitignore ""hugo new site"" 92979d92 @napei ",,1
1534,Add page context to error logging in rendering,0.81468004,Add page information to error logging in rendering #2570,Rename to *-ready.md to continue. [ci skip],1
1535,hugolib: Rewrite replaceDivider to reduce memory allocation,0.8469963,Rewrite replaceDivider to reduce memory allocation 71ae9b45 @bep ,,1
1536,cache/filecache: Add a filecache root dir,0.7676842,Allow to set cache dir in config file,,1
1537,Fix Viperized .Site.Params,0.64532447,Update Viper 79d517d8 @bep ,"9abd3043a Add docs for shimming JS libraries 6a1c8dcd7 Update sitemap-template.md (#1245) 37c397332 Update frontends.md a0f86f6df Update configuration.md bb00cb2c1 Update page-bundles.md 773212de6 Restructure and simplify fcba7dddf Some minor clarifications of weight sorting 759b967fc Update configuration-markup.md 56708f0b7 module import path remove slash at end 59f4f4acd Doc: Fix typo in hugo command faacf2e97 Clarify pagination documentation (#1208) d8eb60887 netlify: Bump to 0.75.1 8cedf6231 Merge branch 'temp751' 188e2bf56 releaser: Add release notes to /docs for release of 0.75.1 c96d4b7a3 Update index.md 1a9d192f7 Update index.md 32731b916 Update index.md a5bfa0c9a Restore the ... home page b6850bf96 Release 0.75.0 d6e5e624f releaser: Add release notes to /docs for release of 0.75.0 8cd6b4f47 typo: already -> already 2cb2b22bb Merge commit '534ae9c57a902aea9ed6e62390dec11fa74b7122' e3525de23 docs: Regen docs helper fd746dd83 docs: Regenerate CLI docs e20127980 Add ""hugo mod npm pack"" 8e82c7ce1 markup/highlight: Add support to linkable line anchors on Chroma 21e94911b markup/asciidocext: Fix AsciiDoc TOC with code 50b8dace5 modules: Add noVendor to module config d05b541fe modules: Make ignoreVendor a glob pattern c946082e7 docs: Update replaceRE func 149054341 docs: Update replace func d917567df docs: Update merge function f1e093c92 docs: Regen CLI docs c7bac967d docs: Regen docs helper 7a38f7a45 Merge commit '7d7771b673e5949f554515a2c236b23192c765c8' 1a5a7263a markup/asciidoc: Add support for .TableOfContents git-subtree-dir: docs git-subtree-split: 9abd3043a9214b390e8cc148f4588bf630620851",0
1538,importer: fix jekyll import highlight options,0.88057905,fix jekyll import highlight options ab921476 @jfyuen ,Allowing links on pages without rendering them. Fixes #7783,1
1539,travis: Bump to Go 1.7.5 and 1.8 (Yay!),0.68998617,Bump Travis/Snapcraft to Go 1.9.4 fc23a80f @bep ,Fixes #7782,0
1540,Merge commit '336622d5e7afd9334cd2de7150d4f16bdf7c24f9',0.69939554,Add Merge function c624a779 @bep #5992,Fixes #7778,0
1541,build: Update to Go 1.19.2,0.8279438,build: Update to Go 1.18.3 2c5943dd @bep #9964 ,Bumps github.com/evanw/esbuild from 0.7.8 to 0.7.9. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
1542,releaser: Add release notes to /docs for release of 0.70.0,0.84830666,releaser: Add release notes to /docs for release of 0.89.4 ab01ba6e @bep ,"Added a Vimeo EnableDNT privacy option to the Hugo config. This will enable the Vimeo 'Do Not Track' flag when either Vimeo shortcode tempalte options are used. When enabled, it will force the Vimeo player to be blocked from tracking any session data, including all cookies and stats. Fixes #7700",1
1543,.Get doesn't crash on missing positional param,0.86029196,.Get doesn't crash on missing positional param fixes #4619 236f0c84 @paulcmal ,Bumps github.com/tdewolff/minify/v2 from 2.9.5 to 2.9.7. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
1544,Release 0.36.1,0.74026,Release 0.42.2 1637d12e @bep ,Bumps github.com/aws/aws-sdk-go from 1.34.34 to 1.35.0. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
1545,Build on CircleCI outside of GOPATH,0.8486037,Build on CircleCI outside of GOPATH ef525b15 @felicianotech #5135,Bumps github.com/getkin/kin-openapi from 0.22.0 to 0.22.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
1546,docs: Fix typos in multilingual section,0.58687973,Fix typo in docshelper.go 7c7974b7 @jmooring #8380,Bumps github.com/aws/aws-sdk-go from 1.34.33 to 1.34.34. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
1547,Fixing image in readme,0.6622997,Fix MediaType when reading images from cache 397fce56 @bep #8931 ,Bumps github.com/evanw/esbuild from 0.7.7 to 0.7.8. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
1548,Add an install target to Makefile.,0.60908437,Create magefile from Makefile 384a6ac4 @natefinch ,Bumps github.com/aws/aws-sdk-go from 1.34.27 to 1.34.33. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
1549,Fixing typo in ordering.md fixed #401,0.63379765,Fix order of GetTerms #7213,Bumps github.com/evanw/esbuild from 0.7.4 to 0.7.7. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
1550,Add one more menu test,0.5609364,Add additional test to TestTemplateLookupOrder fc06d5c1 @moorereason #3505,Bumps github.com/tdewolff/minify/v2 from 2.9.4 to 2.9.5. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
1551,docs: Document refLinksErrorLevel and refLinksNotFoundURL,0.875256,Document refLinksErrorLevel and refLinksNotFoundURL 00c74ee7 @bep #4964,Fixes #5242,1
1552,releaser: Bump versions for release of 0.31,0.8944782,releaser: Bump versions for release of 0.99.1 d5240673 @bep ,Fixes #7746,1
1553,Prevent 404.html from prettifying into 404/index.html,0.74414885,Add option to disable rendering of 404 page #2037,Bumps github.com/evanw/esbuild from 0.7.2 to 0.7.4. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
1554,docs: Merge commit '7d63a23b0c68d9cd7c7c09c2755619237bc03485',0.6616335,docs: Another fix related docs example d5601e83 @bep ,,0
1555,"media: Rename application/javascript, application/typescript to text/javascript etc.",0.8295584,"media: Rename application/javascript, application/typescript to text/javascript etc. 588710a7 @bep ",Bumps github.com/aws/aws-sdk-go from 1.34.26 to 1.34.27. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
1556,tpl: Add missing arg to Fatalf,0.6001997,Fix strings.HasPrefix args order 72010429 @quasilyte ,Bumps github.com/alecthomas/chroma from 0.8.0 to 0.8.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
1557,docs: Fix typo: Janapese → Japanese,0.61337197,Fix typo in docshelper.go 7c7974b7 @jmooring #8380,Bumps github.com/evanw/esbuild from 0.7.1 to 0.7.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
1558,hubolig: Add a render hook whitespace test,0.8089513,Add a render hook whitespace test 58595864 @bep #6832,Fixes #7715,1
1559,Add context to asciidoc/-tor error logging,0.5673597,Add AsciiDoc support using external helpers.,,0
1560,docs: Add ttsreader.com to the showcase,0.6052522,Brand new docs site,Bumps github.com/aws/aws-sdk-go from 1.34.22 to 1.34.26. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
1561,releaser: Disable flaky test,0.62307894,commands: Skip flaky test on CI 08f0984f @bep ,,0
1562,Fixing issues go vet reports.,0.6129941,resources: Try to fix a Go 1.15 go vet error c0177fe2 @bep ,"due to CVE-2020-8201, CVE-2020-8251 and CVE-2020-8252, see link/",0
1563,Add sort and grouping functions for publish date and param of Page,0.6922983,"Add ability to sort pages by frontmatter parameters, enabling easy custom “top 10” page lists. #3022",,0
1564,Squashed 'docs/' changes from a393f4cf4..63386081c,0.74679375,Update Dockerfile to Go 1.11 bcbe57c6 @zyfdegh #5145,Bumps github.com/frankban/quicktest from 1.10.2 to 1.11.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
1565,Release 0.42,0.72770274,Release 0.42.2 1637d12e @bep ,Bumps github.com/evanw/esbuild from 0.6.32 to 0.7.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
1566,Add Mmark GitHub-flavoured markdown to release notes,0.72743946,Hugo now supports GitHub-flavoured markdown code fences for highlighting for md-files (Blackfriday rendered markdown) and mmark files (MMark rendered markdown). #362 #1258,Bumps github.com/rogpeppe/go-internal from 1.5.1 to 1.6.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
1567,tpl: Add a querify function to generate query strings inside templates,0.90675646,querify function to generate query strings inside templates #2257,Bumps github.com/jdkato/prose from 1.1.1 to 1.2.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
1568,Fix some corner cases in revised summary handling,0.5515357,Fix Plainify edge cases 3854a6fa @bep #9199 #9909 #9410 ,Bumps github.com/spf13/afero from 1.2.2 to 1.4.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
1569,resources/page: Fix permalinks pattern detection for some of the sections variants,0.8015539,Fix permalinks pattern detection for some of the sections variants c13d3687 @bep #8363,[ci skip],1
1570,Fix potential Windows path issue with Pygments cache,0.6613009,"Fix ""failed to create file caches from configuration: file exists"" on Windows 5178cd13 @bep #5497",[ci skip],0
1571,Use .Lastmod for og:updated_time,0.7684063,Use .Lastmod for og:updated_time 6205d56b @dtip ,[ci skip],1
1572,resource: Use the correct Destination FS,0.5450655,"{{ with resources.Get ""link"" }}",[ci skip],0
1573,tpl/path: Add tests,0.6194632,tpl/path: Add path.BaseName function 953f215f @jmooring #9973 ,E.g. PNG files. Fixes #7688,0
1574,Fix language handling in ExecuteAsTemplate,0.7857906,Fix language handling in ExecuteAsTemplate 96f09659 @bep #6331,Fixes #7690,1
1575,Release 0.37,0.739971,Release 0.42.2 1637d12e @bep ,,1
1576,Add Scratch to shortcode,0.9319762,Add Scratch to shortcode #2000,[ci skip],1
1577,"Add basic ""post resource publish support""",0.83554125,"Add basic ""post resource publish support"" 2f721f8e @bep #7146",[ci skip],1
1578,Add Translate to target,0.58285725,Support translation files with suffix *.yml 92c6c404 @bep #8212,[ci skip],0
1579,commands: Include drafts in convert command,0.6735495,Include drafts in convert command dcfeed35 @bep #5457,,0
1580,releaser: Bump versions for release of 0.65.3,0.8771851,releaser: Bump versions for release of 0.99.1 d5240673 @bep ,Rename to *-ready.md to continue. [ci skip],1
1581,docs: Limit the quotes on front page to the last two years,0.47261423,    {{/ Skip the 3rd page. /}},E.g. PostCSS and Babel. This is in line with what we do when running Go.,0
1582,Add go.mod,0.664839,Add go.mod fce32c07 @bep #5115,,0
1583,hugolib: More test helper cleanup,0.64948976,Minor cleanups 20f351ee @moorereason ,4895c29c5 Document strings.Count function git-subtree-dir: docs git-subtree-split: 4895c29c5b1e090eea69dc6223b2e20e3b934a6f,0
1584,commands: Fix broken --appendPort=false,0.7885809,Fix broken --appendPort=false 8afd7d9c @bep #4111,,1
1585,releaser: Prepare repository for 0.59.0-DEV,0.8774233,releaser: Prepare repository for 0.90.0-DEV 1ed8069a @bep ,,1
1586,docs: Add worldtowriters.com to the showcase,0.5934377,Brand new docs site,,0
1587,deps: Make the build flags shared between sites,0.86332524,deps: Make the build flags shared between sites 0df7bd62 @bep #6789,Fixes #7576,1
1588,Expand template newline testcase to commands,0.8072523,Expand template newline testcase to commands 21e9eb18 @bep ,"This commit also introduces a convention where these common JS config files, including package.hugo.json, gets mounted into: ` assets/_jsconfig ´ These files mapped to their real filename will be added to the environment when running PostCSS, Babel etc., so you can do process.env.HUGO_FILE_TAILWIND_CONFIG_JS to resolve the real filename. But do note that assets is a composite/union filesystem, so if your config file is not meant to be overridden, name them something specific. This commit also adds adds workDir/node_modules to NODE_PATH and HUGO_WORKDIR to the env when running the JS tools above. Fixes #7644 Fixes #7656 Fixes #7675",1
1589,examples: Add example for translation files,0.5995242,Support translation files with suffix *.yml 92c6c404 @bep #8212,Fixes #7617,0
1590,langs/i18n: Support translation files with suffix *.yml,0.80881125,Support translation files with suffix *.yml 92c6c404 @bep #8212,Bumps github.com/aws/aws-sdk-go from 1.34.21 to 1.34.22. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
1591,Merge commit '13e64d72763bf8d6d92d4cdfc15ed45ee9debfab',0.6833884,Add Merge function c624a779 @bep #5992,Fixes #7622,0
1592,Improve error message on new site command,0.64436245,Fix .Site.Pages handling on live reloads #2869,Fixes #7278,0
1593,travis: Fix asciidoctor build,0.6837716,Fix Asciidoctor args 45c665d3 @helfper #7493,"We need to wait until classic confinement review process at link is completed before ""confinement: classic"" uploads to the Snap Store are accepted. This reverts commit 6f4ff1a4617ec42861d255db718286ceaf4f6c8e.",0
1594,modules: Add noVendor to module config,0.7860334,Add noVendor to module config d4611c43 @bep #7647,Bumps github.com/getkin/kin-openapi from 0.14.0 to 0.22.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
1595,tpl: Fix panic in pairList.Less,0.59953606,Fix panic when using URLize #2274,Bumps github.com/aws/aws-sdk-go from 1.34.20 to 1.34.21. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
