Index,Message,Description
2960,refactoring for same regression in job versions,"In job versions, if you have an ACL token with a write policy you should be able to revert a job, however, that was not the case here. This is because we're using ember-can to check if the user can run a job. That permission relies on policiesSupportRunning which uses a function called namespaceIncludesCapability. We're going to need to refactor any cases that use this function."
2961,client: avoid acting on stale data after launch (#10907),"When the client launches, use a consistent read to fetch its own allocs, but allow stale read afterwards as long as reads don't revert into older state. This change addresses an edge case affecting restarting client. When a client restarts, it may fetch a stale data concerning its allocs: allocs that have completed prior to the client shutdown may still have ""run/running"" desired/client status, and have the client attempt to re-run again. An alternative approach is to track the indices such that the client set MinQueryIndex on the maximum index the client ever saw, or compare received allocs against locally restored client state. Garbage collection complicates this approach (local knowledge is not complete), and the approach still risks starting ""dead"" allocations (e.g. the allocation may have been placed when client just restarted and have already been reschuled by the time the client started. This approach here is effective against all kinds of stalness problems with small overhead."
2962,deps: sync oss versions with enterprise,see hashicorp/nomad-enterprise#586 for audit logger related dependency updates
2963,audit: add file mode configuration parameter,Rest of implementation is in nomad-enterprise
2964,Merge pull request #10849 from benbuzbee/benbuz/fix-destroy,Don't treat a failed recover + successful destroy as a successful recover
2965,docs: add changelog entry for #10849,
2966,Merge pull request #10886 from hashicorp/cli-handle-successful-deployment,Handle successful/canceled/blocked deployments in CLI output
2967,Merge pull request #10905 from tgxworld/patch-1,Fix typo.
2968,Update deployment status doc example output,
2969,Fix typo.,
2970,Handle DeploymentStatusFailed unless hasAutoRevert,
2971,core: remove internalization of affinity strings,"Basically the same as #10896 but with the Affinity struct. Since we use reflect.DeepEquals for job comparison, there is risk of false positives for changes due to a job struct with memoized vs non-memoized strings. Closes #10897"
2972,Merge pull request #10875 from hashicorp/b-namespace-flag-override,cli: -namespace should override job namespace
2973,Merge pull request #10864 from hashicorp/b-10746-plan-datacenter,scheduler: datacenter updates should be destructive
2974,ci: prepare unprivileged user for checkout (#10900),Job test-e2e uses an unprivileged user to compile and run tests. Ensure that the user has ssh and git properly configured to checkout dependencies.
2975,Merge pull request #10898 from hashicorp/f-rm-vendor,build: no longer use vendor directory
2976,Merge pull request #10896 from hashicorp/b-rm-constraint-memoization,core: do not internalize constraint strings
2977,docs: update changelog,
2978,build: no longer use vendor directory,"This PR removes the vendor directory from the Nomad repository. Contributers will no longer need to deal with our make sync step when working on Nomad, which was suprising when making changes to the api. It also causes huge diffs in PRs that nobody looks at."
2979,docs: add changelog entry,
2980,core: add spec changed test with constriants,
2981,core: fix constraint tests,
2982,core: do not memoize constraint strings,"This PR causes Nomad to no longer memoize the String value of a Constraint. The private memoized variable may or may not be initialized at any given time, which means a reflect.DeepEqual comparison between two jobs (e.g. during Plan) may return incorrect results. Fixes #10836"
2983,Merge pull request #10892 from hashicorp/b-gh-10890,deps: update consul-template to v0.25.2.
2984,changelog: add entry for GH-10563 (#10894),
2985,edit ember-can to add additional attribute for namespace,"We wanted the ability to get our namespace from query params in order to do this, we're using additional attributes via ember-can to set a bound property directly from our handlebar file. This sets us up better in the event that the namespace filter changes on the UI because our handlebar file will be aware of the change, whereas our ability may not update as the namespace filter updates."
2986,changelog: add entry for #10892,
2987,deps: update consul-template to v0.25.2.,
2988,Capture ACL Token from self API call for Reverse Proxy use-case (#10563), Proposed fix for #10561  Signed-off-by: Georges-Etienne Legendre legege@legege.com  Add acceptance tests for reverse proxy use-case  Signed-off-by: Georges-Etienne Legendre legege@legege.com  Use reads instead of computed/get  Signed-off-by: Georges-Etienne Legendre legege@legege.com  Move back the line closer to the task  Signed-off-by: Georges-Etienne Legendre legege@legege.com  skip a11y-audit-called lint rule on reverse proxy tests  Co-authored-by: Luiz Aoqui luiz@hashicorp.com
2989,Bump hashi-stack-menu (#10889),
2990,Merge pull request #10883 from hashicorp/b-multi-ingress,consul/connect: fix bug causing high cpu with multiple connect sidecars in group
2991,consul/connect: add missing import statements,
2992,consul/connect: use join host port,Co-authored-by: Michael Schurter mschurter@hashicorp.com
2993,Merge pull request #10755 from hashicorp/f-ui/nomad-agent-version,Closes Nomad UI showing 'vUnknown' #10672
2994,add name property back to agent schema in ember mirage,The name property had to be added back to the agent schema in the Agent Factory because the /agent/monitor endpoint in the config finds agents by their names and since member is not a proper entity in our Mirage Config we can't just findBy name of the member. So although we're following the correct schema we're set-up to rely on this.
2995,Handle successful/canceled/blocked deployments in CLI output,"Otherwise the spinner would just end, which felt a bit awkward. I wanted to see a  ""✓"" to know that everything was ok, and a ""!"" (maybe something else?) if something went wrong."
2996,consul/connect: fix bug causing high cpu with multiple connect sidecars in group,"This PR fixes a bug where the underlying Envoy process of a Connect gateway would consume a full core of CPU if there is more than one sidecar or gateway in a group. The utilization was being caused by Consul injecting an envoy_ready_listener on 127.0.0.1:8443, of which only one of the Envoys would be able to bind to. The others would spin in a hot loop trying to bind the listener. As a workaround, we now specify -address during the Envoy bootstrap config step, which is how Consul maps this ready listener. Because there is already the envoy_admin_listener, and we need to continue supporting running gateways in host networking mode, and in those case we want to use the same port value coming from the service.port field, we now bind the admin listener to the 127.0.0.2 loop-back interface, and the ready listener takes 127.0.0.1. This shouldn't make a difference in the 99.999% use case where envoy is being run in its official docker container. Advanced users can reference ${NOMAD_ENVOY_ADMIN_ADDR_} (as they 'ought to) if needed, as well as the new variable ${NOMAD_ENVOY_READY_ADDR_} for the envoy_ready_listener."
2997,docs: remove unnecessary redirect (#10802),
2998,[docs] Adds federation caveat to upgrade guide (#10847),
2999,e2e: use -detach mode when registering jobs with cli (#10877),"Pick up 15d39f0dee but for RegisterFromJobspec:  This PR changes the e2e helper thingy to set -detach option  when registering a job with the CLI instead of the API. This is  necessary for jobs which never become healthy, as the deployment  never finishes for failing jobs and the command never returns,  causing the test to timeout after 10 minutes.  This case occurs in TestVaultSecrets"
3000,Containerd task driver options. (#10878), Auth support via driver config pid_mode shm_size  Signed-off-by: Shishir Mahajan smahajan@roblox.com
3001,client: interpolate meta blocks with task environment (#10876),Adds missing interpolation step to the meta blocks when building the task environment. Also fixes incorrect parameter order in the test assertion and adds diagnostics to the test.
3002,Merge pull request #10873 from hashicorp/b-cc-rm-sidecar-first,consul/connect: remove sidecar proxy before removing parent service
3003,consul/connect: remove sidecar proxy before removing parent service,"This PR will have Nomad de-register a sidecar proxy service before attempting to de-register the parent service. Otherwise, Consul will emit a warning and an error. Fixes #10845"
3004,Merge pull request #10872 from hashicorp/b-cc-regex-checkids,consul/connect: Avoid assumption of parent service when filtering connect proxies
3005,consul/connect: improve regex from CR suggestions,
3006,Merge pull request #10874 from hashicorp/b-fix-logline,client: fix logline in group shutdown hook
3007,cli: -namespace should override job namespace,"When a jobspec doesn't include a namespace, we provide it with the default namespace, but this ends up overriding the explicit -namespace flag. This changeset uses the same logic as region parsing to create an order of precedence: the query string parameter (the -namespace flag) overrides the API request body which overrides the jobspec."
3008,client: fix logline in group shutdown hook,Fixes #10844
3009,consul/connect: Avoid assumption of parent service when filtering connect proxies,This PR uses regex-based matching for sidecar proxy services and checks when syncing with Consul. Previously we would check if the parent of the sidecar was still being tracked in Nomad. This is a false invariant - one which we must not depend when we make #10845 work. Fixes #10843
3010,Merge pull request #10806 from hashicorp/munda/idempotent-job-dispatch,Enforce idempotency of dispatched jobs using token on dispatch request
3011,cni: respect default cni_config_dir and cni_path (#10870),"The default agent configuration values were not set, which meant they were not being set in the client configuration and this results in fingerprints failing unless the values were set explicitly."
3012,service: remove duplicate name check during validation (#10868),"When a task group with service block(s) is validated, we validate that there are no duplicates, but this validation doesn't have access to the task environment because it hasn't been created yet. Services and checks with interpolation can be flagged incorrectly as conflicting. Name conflicts in services are not actually an error in Consul and users have reported wanting to use the same service name for task groups differentiated by tags."
3013,testing: prevent panic when job status output changes (#10869),The command/TestJobStatusCommand_Run test assumes that it gets back running allocations and will panic the test runner rather than failing.
3014,refactor tests that depend on Agent fixutres in Mirage,
3015,Sync vendored api,
3016,Changelog entry for dispatch idempotency token,
3017,Set/parse idempotency_token query param,
3018,Update idempotency comment to reflect all jobs,Co-authored-by: Mahmood Ali mahmood@hashicorp.com
3019,Merge pull request #10865 from hashicorp/b-deregister-noops,consul: avoid extra sync operations when no action required
3020,"cli: add -task flag to alloc signal, restart (#10859)","Alloc exec only works when task is passed as a flag and not an arg. Alloc logs currently accepts either, but alloc signal and restart only accept task as an arg. This adds -task as a flag to the other alloc commands to make the cli UX consistent. If task is passed as a flag and an arg, it ignores the arg."
3021,consul: avoid extra sync operations when no action required,"This PR makes it so the Consul sync logic will ignore operations that do not specify an action to take (i.e. [de-]register [services|checks]). Ideally such noops would be discarded at the callsites (i.e. users of [Create|Update|Remove]Workload], but we can also be defensive at the commit point. Also adds 2 trace logging statements which are helpful for diagnosing sync operations with Consul - when they happen and why. Fixes #10797"
3022,scheduler: datacenter updates should be destructive,"Updates to the datacenter field should be destructive for any allocation that is on a node no longer in the list of datacenters, but inplace for any allocation on a node that is still in the list. Add a check for this change to the system and generic schedulers after we've checked the task definition for updates and obtained the node for each current allocation."
3023,Merge pull request #10857 from hashicorp/b-rm-canarys,consul: avoid triggering unnecessary sync when removing workload
3024,Merge pull request #10861 from hashicorp/f-gh-10860,api: Added NewSystemJob job creation helper function.
3025,Merge pull request #10743 from holtwilkins/parse-term-gws,Parse term gws
3026,csi: account for nil volume_mount in API-to-structs conversion (#10855),Fix a nil pointer in the API struct to nomad/structs conversion when a volume_mount block is empty.
3027,changelog: add entry for #10861,
3028,api: Added NewSystemJob job creation helper function.,
3029,add agent serializer,"This commit adds a serializer for the Agent. When the factory was originally designed to have the Member properities directly on the Agent class which was not set-up properly technically, but since we didn't really make use of the Agent endpoint."
3030,consul: avoid triggering unnecessary sync when removing workload,"There are bits of logic in callers of RemoveWorkload on group/task cleanup hooks which call RemoveWorkload with the ""Canary"" version of the workload, in case the alloc is marked as a Canary. This logic triggers an extra sync with Consul, and also doesn't do the intended behavior - for which no special casing is necessary anyway. When the workload is marked for removal, all associated services and checks will be removed regardless of the Canary status, because the service and check IDs do not incorporate the canary-ness in the first place. The only place where canary-ness matters is when updating a workload, where we need to compute the hash of the services and checks to determine whether they have been modified, the Canary flag of which is a part of that. Fixes #10842"
3031,Adopt go-changelog in Nomad (#10825),"Adopts go-changelog for managing Nomad's changelog. go-changelog is becoming the HashiCorp defacto standard tool for managing changelog, e.g. Consul, Vault, Waypoint. Consul seems to be the first product to adopt it, and its PR has the most context - though I've updated .changelog/README.md with the relevant info here. Changes to developers workflow When opening PRs, developers should add a changelog entry in .changelog/<PR#>.txt. Check .changelog/README.md.  For the WIP release, entries can be amended even after the PR merged, and new files may be added post-hoc (e.g. during transition period, missed accidentally, community PRs, etc). Transitioning Pending PRs can start including the changelog entry files immediately. For 1.1.3/1.0.9 cycle, the release coordinator should create the entries for any PR that gets merged without a changelog entry file. They should also move any 1.1.3 entry in CHANGELOG.md to a changelog entry file, as this PR done for GH-10818. Changes to release process Before cutting a release, release coordinator should update the changelog by inserting the output of make changelog to CHANGELOG.md with appropriate headers. See .changelog/README.md for more details. Details go-changelog is a basic templating engine for maintaining changelog in HashiCorp environment. It expects the changelog entries as files indexed by their PR number. The CLI generates the changelog section for a release by comparing two git references (e.g. HEAD and the latest release, e.g. v1.1.2), and still requires manual process for updating CHANGELOG.md and final formatting. The approach has many nice advantages: * Avoids changelog related merge conflicts: Each PR touches different file! * Copes with amendments and post-PR updates: Just add or update a changelog entry file using the original PR numbers. * Addresses the release backporting scenario: Cherry-picking PRs will cherry-pick the relevant changelog entry automatically! * Only relies on data available through git - no reliance on GitHub metadata or require GitHub credentials The approach has few downsides though: * CHANGELOG.md going stale during development and must be updated manually before cutting the release   * Repository watchers can no longer glance at the CHANGELOG.md to see upcoming changes   * We can periodically update the file, but go-changelog tool does not aid with that * go-changelog tool does not offer good error reporting. If an entry is has an invalid tag (e.g. uses release-note:bugfix instead of release-note:bug), the entry will be dropped silently   * We should update go-changelog to warn against unexpected entry tags   * TODO: Meanwhile, PR reviewers and release coordinators should watch out Potential follow ups We should follow up with CI checks to ensure PR changes include a warning. I've opted not to include that now. We still make many non-changelog-worth PRs for website/docs, for large features that get merged in multiple small PRs. I did not want to include a check that fails often. Also, we should follow up to have go-changelog emit better warnings on unexpected tag."
3032,Merge pull request #10853 from shantanugadgil/patch-4,constraint on the Docker driver missing 'attr'
3033,constraint on the Docker driver missing 'attr',Between this page and https://www.nomadproject.io/docs/runtime/interpolation I realized that the syntax on the Docker page was missing the word attr.
3034,Don't treat a failed recover + successful destroy as a successful,"recover This code just seems incorrect. As it stands today it reports a successful restore if RecoverTask fails and then DestroyTask succeeds. This can result in a really annoying bug where it then calls RecoverTask again, whereby it will probably get ErrTaskNotFound and call DestroyTask once more. I think the only reason this has not been noticed so far is because most drivers like Docker will return Success, then nomad will call RecoverTask, get an error (not found) and call DestroyTask again, and get a ErrTasksNotFound err."
3035,Match idempotency key on all child jobs and return existing job when idempotency keys match.,
3036,Move idempotency check closer to validate. Log error.,
3037,CSI: Snapshot volume create should use vol.Secrets (#10840),Signed-off-by: Grant Griffiths ggriffiths@purestorage.com
3038,Update tests after moving idempotency token to WriteOptions,
3039,Move idempotency token to write options. Remove DispatchIdempotent,
3040,Update comment about idempotency check,
3041,Make idempotency error user friendly,Co-authored-by: Tim Gross tgross@hashicorp.com
3042,docker: move host path for hosts file mount to alloc dir (#10823),"In Nomad 1.1.1 we generate a hosts file based on the Nomad-owned network namespace, rather than using the default hosts file from the pause container. This hosts file should be shared between tasks in the same allocation so that tasks can update the file and have the results propagated between tasks."
3043,Merge pull request #10829 from hashicorp/gh-10820-docs,changelog: add entry for #10822
3044,Merge pull request #10831 from jcalonso/patch-1,[docs] Fix missing opening quote
3045,Enable parsing of terminating gateways,
3046,Fix missing opening quote,
3047,Add idempotency token to dispatch request instead of special meta key,
3048,Merge pull request #10805 from hashicorp/b-cn-tls-env,consul/connect: automatically set consul tls sni name for connect native tasks
3049,Always allow idempotency key meta. Tests for idempotent dispatch,
3050,Merge pull request #10822 from hashicorp/b-gh-10820,cli: fixed system commands so they correctly use passed flags.
3051,changelog: add entry for #10822,
3052,docs: unset port to field maps to dynamic port (#10828),
3053,docs: add missing backwards compat warning about port_map (#10827),"The docker driver's port_map field was deprecated in 0.12 and this is documented in the task driver's docs, but we never explicitly flagged it for backwards compatibility."
3054,chore: upgrade react-head and deps (#10811),
3055,consul/connect: automatically set consul tls sni name for connect native tasks,"This PR makes it so that Nomad will automatically set the CONSUL_TLS_SERVER_NAME environment variable for Connect native tasks running in bridge networking mode where Consul has TLS enabled. Because of the use of a unix domain socket for communicating with Consul when in bridge networking mode, the server name is a file name instead of something compatible with the mTLS certificate Consul will authenticate against. ""localhost"" is by default a compatible name, so Nomad will set the environment variable to that. Fixes #10804"
3056,docs: update csi_plugin example (#10821),"Current efs driver does not support telling it if its a node or a controller, and it will not print any error it will just ignore all other parameters then:( So this will result in endpoint being /tmp/csi.sock and not /csi/csi.sock which will in turn break nomad/csi integration. Also I changed the latest image tag to v1.3.2 to make sure anybody copy pasting this example is sure that it will work. Tested on nomad 1.1.2"
3057,cli: fixed system commands so they correctly use passed flags.,
3058,csi: fix CLI panic when formatting volume status with -verbose flag (#10818),"When the -verbose flag is passed to the nomad volume status command, we hit a code path where the rows of text to be formatted were not initialized correctly, resulting in a panic in the CLI."
3059,Enforce idempotency of dispatched jobs using special meta key,
3060,website: upgrade code-block (#10792),  website: upgrade code-block   website: bump to latest pre-releases   website: bump to stable releases 
3061,Merge pull request #10801 from hashicorp/merge-release-1.1.2,Prepare for 1.1.3 development
3062,prepare for 1.1.3 development,
3063,update website to 1.1.2 (#10800),
3064,docs: improve CSI deployment recommendations (#10798), add some more context to the recommendations add recommendations around per-AZ plugin_id
3065,remove generated files,
3066,Release v1.1.2,
3067,Generate files for 1.1.2 release,
3068,prepare changelog for 1.1.2,
3069,Add remaining pprof profiles to nomad operator debug (#10748), Add remaining pprof profiles to debug dump Refactor pprof profile capture Add WaitForFilesUntil and WaitForResultUntil utility functions Add CHANGELOG entry
3070,Merge pull request #10795 from hashicorp/docs-update-cl,docs: update cl with missing entries
3071,docs: update cl with missing entries,
3072,update-gopsutil (#10790),
3073,Merge pull request #10789 from hashicorp/b-cns-mups,consul/connect: Validate uniqueness of Connect upstreams within task group
3074,consul/connect: Validate uniqueness of Connect upstreams within task group,"This PR adds validation during job submission that Connect proxy upstreams within a task group are using different listener addresses. Otherwise, a duplicate envoy listener will be created and not be able to bind. Closes #7833"
3075,Adds error handling for client error in getRandomJobAlloc. (#10787),
3076,Merge pull request #10784 from hashicorp/b-dlskf,e2e: fix a couple recent e2e bugs
3077,e2e: use -detach mode when registering jobs with cli,"This PR changes the e2e helper thingy to set -detach option when registering a job with the CLI instead of the API. This is necessary for jobs which never become healthy, as the deployment never finishes for failing jobs and the command never returns, causing the test to timeout after 10 minutes."
3078,consul: set task name only for group service checks,"This PR fixes a bug introduced in a refactoring https://github.com/hashicorp/nomad/pull/10764/files#diff-56b3c82fcbc857f8fb93a903f1610f6e6859b3610a4eddf92bad9ea27fdc85ec where task level service checks would inherent the task name field, when they shouldn't. Fixes #10781"
3079,tests: allocrunner CNI tests are Linux-only (#10783),"Running the client/allocrunner tests fail to compile on macOS because the CNI test file depends on the CNI network configurator, which is in a Linux-only file."
3080,deps: bump go-getter to 1.5.4 (#10778),
3081,Merge pull request #10776 from hashicorp/b-cns-sysjob-ups,consul/connect: in-place update service definition when connect upstreams are modified
3082,docs: host_network does support Docker task port mapping (#10774),
3083,changelog entry for #10756,
3084,consul/connect: in-place update service definition when connect upstreams are modified,"This PR fixes a bug where modifying the upstreams of a Connect sidecar proxy would not result Consul applying the changes, unless an additional change to the job would trigger a task replacement (thus replacing the service definition). The fix is to check if upstreams have been modified between Nomad's view of the sidecar service definition, and the service definition for the sidecar that is actually registered in Consul. Fixes #8754"
3085,docker: generate /etc/hosts file for bridge network mode (#10766),"When network.mode = ""bridge"", we create a pause container in Docker with no networking so that we have a process to hold the network namespace we create in Nomad. The default /etc/hosts file of that pause container is then used for all the Docker tasks that share that network namespace. Some applications rely on this file being populated. This changeset generates a /etc/hosts file and bind-mounts it to the container when Nomad owns the network, so that the container's hostname has an IP in the file as expected. The hosts file will include the entries added by the Docker driver's extra_hosts field. In this changeset, only the Docker task driver will take advantage of this option, as the exec/java drivers currently copy the host's /etc/hosts file and this can't be changed without breaking backwards compatibility. But the fields are available in the task driver protobuf for community task drivers to use if they'd like."
3086,build(deps): bump postcss from 7.0.35 to 7.0.36 in /website (#10772),Bumps postcss from 7.0.35 to 7.0.36. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: postcss   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
3087,build(deps): bump ws from 7.3.1 to 7.4.6 in /scripts/screenshots/src (#10671),Bumps ws from 7.3.1 to 7.4.6. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
3088,Merge pull request #10765 from hashicorp/b-java-fp-version,client/fingerprint/java: improve java version string regex matching
3089,client/fingerprint/java: improve java version string regex matching,"This PR improves the regular expression used for matching the java version string, which varies a lot depending on the java vendor and version. These are the example strings we now test for: java version ""1.7.0_80"" openjdk version ""11.0.1"" 2018-10-16 openjdk version ""11.0.1"" 2018-10-16 java version ""1.6.0_36"" openjdk version ""1.8.0_192"" openjdk 11.0.11 2021-04-20 LTS The last one is a new test added on behalf of #6081, which is still broken on today's CentOS 7 default JDK package. openjdk 11.0.11 2021-04-20 LTS OpenJDK Runtime Environment 18.9 (build 11.0.11+9-LTS) OpenJDK 64-Bit Server VM 18.9 (build 11.0.11+9-LTS, mixed mode, sharing) ==> Evaluation ""21c6caf7"" finished with status ""complete"" but failed to place all allocations:     Task Group ""example"" (failed to place 1 allocation):       * Constraint ""${driver.java.version} >= 11.0.0"": 1 nodes excluded by filter     Evaluation ""2b737d48"" waiting for additional capacity to place remainder Fixes #6081"
3090,Merge pull request #10764 from hashicorp/b-passfail-lost,consul: make failures_before_critical and success_before_passing work with group services
3091,docs: add bugfix note to 1.0.8,
3092,consul: make failures_before_critical and success_before_passing work with group services,This PR fixes some job submission plumbing to make sure the Consul Check parameters - failure_before_critical - success_before_passing work with group-level services. They already work with task-level services.
3093,Merge pull request #10762 from hashicorp/docs-update-cl-2,docs: update changelog
3094,docs: update changelog,
3095,Merge pull request #10758 from hashicorp/b-fix-test-datarace-plugins,plugins: fix test data race.
3096,plugins: fix test data race.,
3097,cli: check deployment exists before monitoring (#10757),"System and batch jobs don't create deployments, which means nomad tries to monitor a non-existent deployment when it runs a job and outputs an error message. This adds a check to make sure a deployment exists before monitoring. Also fixes some formatting. Co-authored-by: Tim Gross tgross@hashicorp.com"
3098,deployment watcher: Reuse allocsCh if allocIndex remains the same (#10756),"Fix deployment watchers to avoid creating unnecessary deployment watcher goroutines and blocking queries. deploymentWatcher.getAllocsCh creates a new goroutine that makes a blocking query to fetch updates of deployment allocs. Background When operators submit a new or updated service job, Nomad create a new deployment by default. The deployment object controls how fast to place the allocations through max_parallel and health checks configurations. The scheduler and deploymentwatcher package collaborate to achieve deployment logic: The scheduler only places the canaries and max_parallel allocations for a new deployment; the deploymentwatcher monitors for alloc progress and then enqueues a new evaluation whenever the scheduler should reprocess a job and places the next max_parallel round of allocations. The deploymentwatcher package makes blocking queries against the state store, to fetch all deployments and the relevant allocs for each running deployments. If deploymentwatcher fails or is hindered from fetching the state, the deployments fail to make progress. Deploymentwatcher logic only runs on the leader. Why unnecessary deployment watchers can halt cluster progress Previously, getAllocsCh is called on every for loop iteration in deploymentWatcher.watch() function. However, the for-loop may iterate many times before the allocs get updated. In fact, whenever a new deployment is created/updated/deleted, all deploymentWatchers get notified through w.deploymentUpdateCh. The getAllocsCh goroutines and blocking queries spike significantly and grow quadratically with respect to the number of running deployments. The growth leads to two adverse outcomes:  it spikes the CPU/Memory usage resulting potentially leading to OOM or very slow processing it activates the query rate limiter, so later the watcher fails to get updates and consequently fails to make progress towards placing new allocations for the deployment!  So the cluster fails to catch up and fails to make progress in almost all deployments. The cluster recovers after a leader transition: the deposed leader stops all watchers and free up goroutines and blocking queries; the new leader recreates the watchers without the quadratic growth and remaining under the rate limiter.  Well, until a spike of deployments are created triggering the condition again. Relevant Code References Path for deployment monitoring: * Watcher.watchDeployments loops waiting for deployment updates. * On every deployment update, w.getDeploys returns all deployments in the system * watchDeployments calls w.add(d) on every active deployment * which in turns, updates existing watcher if one is found. * The deployment watcher updates local local deployment field and trigger deploymentUpdateCh channel * The deployment watcher deploymentUpdateCh selector is activated. Most of the time the selector clause is a no-op, because the flow was triggered due to another deployment update * The watch for-loop iterates again and in the previous code we create yet another goroutine and blocking call that risks being rate limited. Co-authored-by: Tim Gross tgross@hashicorp.com"
3099,edit the computed agent version property,"This PR edits the computed agent version that is returned upon hitting the agent self request endpoint. The reason is because we believe that the Agent Member Tag property sometimes returns null because we may have cases where there are only clients and no servers and only servers are included in the Serf Gossip Protocol. There may be other cases where we do in fact have servers but the node is erased for some reason. We are unsure how to replicate that issue, however. edit mirage config This commit updates the Mirage Config because our acceptance tests depend on the Mirage Config, while we rely on Mirage Factories to populate fixture data for us to use when to run the Nomad UI locally Revert ""update the open-button disability functionality depending on a job's state"" This reverts commit 5190b308a51d55a7b0617854164c155d36d7e513."
3100,Merge pull request #10754 from hashicorp/b-client-connect-constraint,consul/connect: remove unnecessary connect constraint on clients
3101,Merge pull request #10752 from hashicorp/b-fix-test-datarace-volumewatcher,volumewatcher: fix test data race.
3102,quotas: evaluate quota feasibility last in scheduler (#10753),"The QuotaIterator is used as the source of nodes passed into feasibility checking for constraints. Every node that passes the quota check counts the allocation resources agains the quota, and as a result we count nodes which will be later filtered out by constraints. Therefore for jobs with constraints, nodes that are feasibility checked but fail have been counted against quotas. This failure mode is order dependent; if all the unfiltered nodes happen to be quota checked first, everything works as expected. This changeset moves the QuotaIterator to happen last among all feasibility checkers (but before ranking). The QuotaIterator will never receive filtered nodes so it will calculate quotas correctly."
3103,consul/connect: remove unnecessary connect constraint on clients,"PR https://github.com/hashicorp/nomad/pull/10702 added 2 new constraints for connect jobs - one for Consul gRPC listener, and one for Connect being enabled on Clients. Connect does not need to be enabled on clients, only on Consul servers. Remove the extra constraint. Discuss: https://discuss.hashicorp.com/t/nomad-1-1-1-and-consul-connect-enabled-on-consul-clients/25295"
3104,volumewatcher: fix test data race.,
3105,Merge pull request #10750 from hashicorp/br.quote-image,Fix headshot image 404
3106,Fix headshot image 404,
3107,fix agent-info help message formatting (#10747),
3108,Merge pull request #10745 from hashicorp/b-fix-test-datarace-deploymentwatcher,deploymentwatcher: fix test data race.
3109,Merge pull request #10744 from hashicorp/b-remove-duplicate-imports,chore: remove duplicate import statements
3110,Merge pull request #10742 from hashicorp/deflake-tests-20210608,Deflaking Test 2021 June edition
3111,Merge pull request #10739 from hashicorp/f-remove-unused-types-pkg,core: remove unused types pkg and PeriodicCallback type.
3112,deploymentwatcher: fix test data race.,
3113,tests: remove duplicate import statements.,
3114,jobspec2: remove duplicate imports statements.,
3115,drivers: remove duplicate import statements.,
3116,e2e: remove duplicate import statements.,
3117,deflake TestNomad_BootstrapExpect and other leader tests,"The test fails reliably locally on my machine. The test uses non-dev mode where Raft actions get committed to disk, causing operations to exceed the 50ms tight Raft deadlines. So, here we ensure that non-dev servers use default Raft config files with longer timeouts. Also, noticed that the test queries a server, that may a follower with a stale state. I've updated the test to ensure we query the leader for its state. The Barrier call ensures that the leader is a ""stable"" leader with committed entries. Protects against a window where a new leader reports the previous term before it commits a raft log entry."
3118,tests: deflake TestAgentProfile_RemoteClient,"TestAgentProfile_RemoteClient test must wait for the client node to be registered in raft state store, and not merely that the server has a network connection from the client. In https://app.circleci.com/pipelines/github/hashicorp/nomad/15539/workflows/8dcbc3f3-946b-4da0-b089-9093788bc0c9/jobs/147919, notice how node registration complete log line occured after the test already have failed. This is another case of flakiness due to not waiting for client registration."
3119,tests: deflake TestMonitor_Monitor_RemoteServer and cross-region tests,"Ensure that all servers are joined to each other before test proceed, instead of just joining them to the first server and relying on background serf propagation. Relying on backgorund serf propagation is a cause of flakiness, specially for tests with multiple regions. The server receiving the RPC may not be aware of the region and fail to forward RPC accordingly. For example, consider TestMonitor_Monitor_RemoteServer failure in https://app.circleci.com/pipelines/github/hashicorp/nomad/16402/workflows/7f327235-7d0c-40ba-9757-600522afca51/jobs/158045  you can observe: * nomad-117 is joined to nomad-118 and nomad-119 * nomad-119 is the foreign region * nomad-117 gains leadership in the default region, nomad-118 is the non-leader *  search logs for nomad: adding server and notice that nomad-118    only added nomad-118 and nomad-118, but not nomad-119! * so the query to the non-leader in the test fails to be forwarded to   the appopriate region."
3120,tests: deflake CSI forwarding tests,"This updates client.Ready() so it returns once the client node got registered at the servers. Previously, it returns when the fingerprinters first batch completes, wtihout ensuring that the node is stored in the Raft data. The tests may fail later when it with unknown node errors later. client.Reedy() seem to be only called in CSI and some client stats now. This class of bug, assuming client is registered without checking, is a source of flakiness elsewhere. Other tests use other mechanisms for checking node readiness, though not consistently."
3121,Merge pull request #10740 from hashicorp/docs-deploy-monitor,"docs: add deployment monitor to docs, changelog"
3122,"docs: add deployment monitor to docs, changelog",Updates the deployment status and job run docs
3123,core: remove unused types pkg and PeriodicCallback type.,
3124,update release to 1.1.1 (#10735),
3125,prepare for 1.1.2 dev cycle,
3126,remove generated files,
3127,Generate files for 1.1.1 release,
3128,prepare changelog for 1.1.1/1.0.7 release,
3129,Update containerd task driver options., hostname auth  Signed-off-by: Shishir Mahajan smahajan@roblox.com
