Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
356,badges,0.41285157,Highligths,,0
357,Fix FID computation for non equal size (#1028),0.49989873,Used torch.bucketize in calibration error when torch>1.8 for faster computations (#769),docs: Try to fix links to source Apply Borda's suggestion Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
358,v0.4.0rc0,0.62777877,[0.5.0] - 2021-08-09,update docs docs in collection,0
359,CI: reuse workflow (#797),0.49717236,A standardized interface to increase reproducability,Blocking in a correct ssim implementation POC working SSIM and MS-SSIM Fix bug in ms-ssim Put some formatting back how it was Fix tensor on wrong device Fix formatting error Fix mypy error Update ssim and msssim to use the update/compute flow Add testing dependency on pytorch-msssim Add SSIM tests Fix unused import changelog move requirement Signed-off-by: Max Ehrlich max.ehr@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
360,Mean Average Precision metric for Information Retrieval (1/5) (PL^5032),0.7422456,- RetrievalMAP (Mean Average Precision),improved efficiency of all module retrieval metrics fixed efficiency also for fall_out and precision_recall_curve refactoring refactoring and doc fix refactoring to use variation of _bincount changelog Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com,1
361,Fix metrics in macro average (#303),0.69383,AveragePrecision will now as default output the macro average for multilabel and multiclass problems (#477),Fixed typo,0
362,cleaning ref. metric (#1418),0.58592194,"Cleaning remaining inconsistency and fix PL develop integration (#191, #192, #193, #194)",impl test + docs update tests changelog init files docs fix merging fix mypy fix doctest copy error renaming fix broken tests Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
363,Clarify input in Perplexity (#1709),0.52793086,ExplainedVariance,fix + input validation testing try fixing mypy,0
364,add JOSS status badge,0.5524947,Minor patches in JOSS paper.,add support 2d update tests changelog docs tolerance Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
365,Prune test cases/parametrization (#1513),0.60251546,Prune remaining deprecated (#92),,0
366,CI: cache transformers in Azure (#1424),0.5195341,Forward cache is reset when reset method is called (#260),multiprocessing tests changelog fix tests add docs Apply suggestions from code review,0
367,add labeler,0.6581707,"LabelRankingAveragePrecision and LabelRankingLoss were added to the classification package. Both metrics are used in multi-label ranking problems, where the goal is to give a better rank to the labels associated with each sample. Each metric gives a measure of how well your model is doing this.",update wrapped methods add testing,0
368,PSNR metric (PL^2483),0.7715269,Renamed image PSNR metrics (#732),fix ##1218 tests changelog Co-authored-by: Aws user for bootstrap aws_install@ip-10-102-147-234.ef73-poctrustai.aws.cloud.airbus-v.corp Co-authored-by: SkafteNicki skaftenicki@gmail.com,1
369,annotat unused vars (PL^5017),0.56195056,ExtendedEditDistance (#668),add normalize arg changelog,0
370,docs: complete fail list,0.43544716,"Removed deprecated BinnedAveragePrecision, BinnedPrecisionRecallCurve, RecallAtFixedPrecision (#1251)",fix float in mae for mps checking in input instead of diff Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
371,"build(deps): update pandas requirement from <=1.5.3,>1.0.0 to >1.0.0,<=2.0.0 in /requirements (#1686)",0.5134686,Changed minimum Pytorch version to be 1.8 (#1263),,0
372,GH feature template,0.4142577,Overview,,0
373,v0.2.0rc3,0.55625314,[0.3.0] - 2021-04-20,,0
374,Fix version incompatibility with pytest and pytest-doctestplus (#827),0.63357514,Changed minimum Pytorch version to be 1.8 (#1263),,0
375,Explicit cast to uint8 when bool inputs passed to argsort in MAP (#983),0.44880113,Deprecated num_thresholds argument in BinnedPrecisionRecallCurve (#322),"try return Metric fix top_k, average assert fixing imports",0
376,rename CorrCoef (#710),0.5255922,KendallRankCorrCoef (#1271),,0
377,simplify regression modules (#748),0.65566206,Removed module regression.psnr and regression.ssim (#382):,example stat scores revert remove old tests deprecate binned remove init warning functionals docs update add new for class wrapping update imports in docstrings fix one mistake fix doctests Apply suggestions from code review elif kwargs kwargs + elif text fix gpu testing Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
378,Information Retrieval (5/5) (#160),0.8225848,Information Retrieval,,1
379,paper: update torch reference (#830),0.7143296,Blog: TorchMetrics v0.9 — Faster forward,micro to macro new kl deprecate old move auc move tests around change import paths update test path change ref Apply suggestions from code review Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com update doctests doctests fix Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com,1
380,Fix a docstring for the format of ROUGE input (#599),0.52438796,WordInfoLost and WordInfoPreserved (#630),changes some code updates working calibration improve tests docs update init files docs calibration error update hinge loss docs fix type issue fix cast dtype ci skip non supported cpu half tests Co-authored-by: Jirka jirka.borovec@seznam.cz,0
381,typing for is_differentiable (#277),0.5622585,"Extend typing (#330, #332, #333, #335, #314)",some idea implementation stuff error message somethings working working working multilabel precision recall docstrings working average precision working roc working auroc working precision at recall docs init files beginning doctest more docs more docs more docs more docs more docs more docs correction to math fix mypy add suggestions change default from 100 to None fix fix some fixes suggestions for stancld try fixing try fix try again more fixing another fix skip half + cpu test for old versions fix link another fix nan safety another fix skip non working cpu half tests skip non working cpu + half tests,0
382,Update documentation to lightning 2.0 (#1633),0.73127335,Removed support for versions of Lightning lower than v1.5 (#788),ranking implementation tests init docs mypy fix doctest fix docs try fix cpu half test missing import,1
383,ci: drop Azure cache dues to huge performance issue (#1541),0.5237001,Forward cache is reset when reset method is called (#260),base structure partly working accuracy init files working accuracy exact match mix mistake exact matching init files fix doctest mypy fix docs fix integer division try fixing test dependency fix f-string fix integer division fix integer division fix? try again fix pep8 docs try something Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
384,Added Cosine Similarity metric (#305),0.71413404,* Addition of CosineSimilarity metric to the regression package. Useful for calculating the angle between two embedding vectors in domains such as metric learning.,,1
385,add ignore_index option to exact_match metric (#1540),0.6060525,"MetricCollection should return metrics with prefix on items(), keys() (#209)",docs update hamming working specificity hamming base structure init files for specificity done with specificity bit working hamming working hamming init files docstring specificity fix docs fix float division local/global Apply suggestions from code review Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
386,CI: install dir (#801),0.45463488,Renamed Fidelity & LPIPS image metric: (#752),"fbeta init structure working fbeta binary, multilabel precision and recall functional refactor testing working fbeta in all cases working precision recall with tests formatting docs init files fix stat score docstring docstrings flake8 add link fix integer division Apply suggestions from code review Apply suggestions from code review docs fix docs? naming mistake remove duplicate fix docs try fixing tests docs fix tests docs docs try again try again again again please fix please solve Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz",0
387,CI: default py3.8 (#689),0.66521573,Changed minimum Pytorch version to be 1.8 (#1263),base structure bincount binary files stat score multiclass + multilabel confmat update stat_score change bincount move back del tests rest of structure confmat working working binary stat scores full testing update update add missing tests update multilabel stat scores disable old testing more testing flaky tests changelog refactor class interface fixes typing update fix tests Update src/torchmetrics/functional/classification/confusion_matrix.py missing literal add docstring to functional confusion matrix add docstring to modular confusion matrix add docstring to functional stat scores add docstring to modular stat scores make private docs fix mypy and doctests fix docs formatting literal backwards custom movedim docs inits fix fix mistakes working cohen kappa Delete speed.py cohen kappa done working matthews working jaccard docstrings for jaccard small improve typing fix doctest try something Apply suggestions from code review Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
388,Add testing agains each feat PT version (#127),0.5694332,Improved testing speed (#820),base structure bincount binary files stat score multiclass + multilabel confmat update stat_score change bincount move back del tests rest of structure confmat working working binary stat scores full testing update update add missing tests update multilabel stat scores disable old testing more testing flaky tests changelog refactor fixes typing update fix tests Apply suggestions from code review Apply suggestions from code review Apply suggestions from code review Update src/torchmetrics/functional/classification/confusion_matrix.py missing literal add docstring to functional confusion matrix add docstring to modular confusion matrix add docstring to functional stat scores add docstring to modular stat scores make private docs fix mypy and doctests fix docs formatting literal backwards custom movedim debug debug fix tests fix tests fix tests fix tests add some testing fix tests fix docstring fix tests Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
389,use pytest-cov (#44),0.57695335,Migrate MAP metrics from pycocotools to PyTorch (#632),,0
390,pt 1.10.1,0.7394552,[0.11.4] - 2023-03-10,"Change _bincount calculation for MPS to run for loop fallback Use torch.where implementation to apply absent_score instead of relying on item assignment There's still a warning on PyTorch side (using CPU fallback for some operations), however, no actions on our users' side is now required and the results are obtained smoothly. Check for x.is_mps only when _TORCH_GREATER_EQUAL_1_12 Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com",1
391,Fix broken links in readme (#1130),0.5278702,link,,0
392,IoU Metric (PL^2062),0.7314445,MAE metric (#1210),remove reduction add tests changelog,1
393,New changelog section (#441),0.74104714,Full Changelog: link,"Changed FID to be online instead of storing each feature changelog Fixed bugs and rewrote tests add missing import, remove warning remove dep restriction fix dtype format Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com Co-authored-by: Jirka jirka.borovec@seznam.cz",1
394,Rename collections.py to metrics_collections.py (#695),0.64129305,Migrate MAP metrics from pycocotools to PyTorch (#632),Fix typo in torchmetrics/regression Fix typo in functional/regression Co-authored-by: Stefan stefan@Stefans-MacBook-Pro.local Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
395,fixing unsqueeze AUC (#242),0.59278,AUC,,0
396,Add plotting 11/n (#1621),0.5159689,"Fix empty predictions in MAP metric (#594, #610, #624)",,0
397,prune pytest.param,0.5494294,Prune remaining deprecated (#92),,0
398,mypy,0.40694726,Highligths,,0
399,"build(deps): update transformers requirement from <4.28.2,>=4.10.0 to >=4.10.0,<4.29.2 in /requirements (#1790)",0.48704273,Changed minimum Pytorch version to be 1.8 (#1263),,0
400,update default codeowners,0.4725714,Changed minimum Pytorch version to be 1.8 (#1263),Bumps pypa/gh-action-pypi-publish from 1.5.0 to 1.5.1. - Release notes - Commits updated-dependencies: - dependency-name: pypa/gh-action-pypi-publish   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
401,Fix notation typo in cosine similarity docs (#1155),0.5625127,pairwise_cosine_similarity,Bumps actions/setup-python from 2 to 4. - Release notes - Commits updated-dependencies: - dependency-name: actions/setup-python   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
402,Update audio docs (#1360),0.6230897,Audio,,0
403,refactor: pyDeprecate (#745),0.6438937,Changed minimum Pytorch version to be 1.8 (#1263),,0
404,Add interval for resetting cache hash in CI (#898),0.5577482,Forward cache is reset when reset method is called (#260),Bumps docker/login-action from 1 to 2. - Release notes - Commits updated-dependencies: - dependency-name: docker/login-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
405,Remove unnecessary pass (#315),0.5619919,Removed argument is_multiclass (#319),,0
406,"build(deps): update torchvision requirement from <=0.15.1,>=0.8 to >=0.8,<=0.15.2 in /requirements (#1767)",0.58079314,Deprecated torchmetrics.functional.mean_relative_error (#248),copy no call skip integrations missed,0
407,fix docs equation (#566),0.5211198,Calibration error (#394),,0
408,"build(deps): update scikit-learn requirement from <1.1.1,>1.0 to >1.0,<1.2.2 in /requirements (#1570)",0.47255588,Changed minimum Pytorch version to be 1.8 (#1263),,0
409,ruff: last fixes (#1595),0.53940034,"Cleaning remaining inconsistency and fix PL develop integration (#191, #192, #193, #194)",,0
410,setup - License,0.41180363,module,Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz,0
411,update codeowners,0.4987805,Calling compute before update will now give an warning (#164),CI: prune jobs GPU stable 1.12 pool,0
412,Use argmax when topk=1 (#419),0.6690896,Use torch.argmax instead of torch.topk when k=1 for better performance (#419),Bumps actions/download-artifact from 2 to 3. - Release notes - Commits updated-dependencies: - dependency-name: actions/download-artifact   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com,0
413,remove deprecated from v0.4 & fix past (#379),0.7002722,Removed (#379):,Bumps actions/upload-artifact from 2 to 3. - Release notes - Commits updated-dependencies: - dependency-name: actions/upload-artifact   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,1
414,update ddp example (#113),0.5392997,[0.3.0] - 2021-04-20,Bumps docker/build-push-action from 2 to 3. - Release notes - Commits updated-dependencies: - dependency-name: docker/build-push-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
415,update link (#516),0.5822246,link,Bumps codecov/codecov-action from 1 to 3. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: codecov/codecov-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
416,docs: typo in FID documentation (#1525),0.45205885,image.FID ->  image.FrechetInceptionDistance,Bumps pypa/gh-action-pypi-publish from 1.4.1 to 1.5.0. - Release notes - Commits updated-dependencies: - dependency-name: pypa/gh-action-pypi-publish   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
417,Fix dtype incorrectly being reset (#243),0.6766062,Removed dtype property (#493),,0
418,docs: update links in chlog (#1378),0.6318831,Full Changelog: link,,0
419,Fix Metric.iter by setting it to None (#1538),0.60371625,"half, double, float will no longer change the dtype of the metric states. Use metric.set_dtype instead (#493)","First full pass working Add InfoLM module metric and fix some minor issue Add module metric InfoLM Apply partially some suggestions from code review Fix an intendation in a docstring Uncoment test parameters Fix a minor bug, specify docstring + fix max_len for the test Add some missing part Add IDF support Add 'backsorting' of scores Update reference test results after finding the bug Fix functional metric tests and some minor things Update class test Skip checking whether a metric is scriptable as transformers are usually not scriptable Update test results Use different link for Fisher-rao distance Drop use_cache kwarg Use dim_zero_cat instead of torch.cat in class metric Set num_threads=1 when dist_sync_on_step=True Daemonic processes are not allowed to have children. As a consequence, when num_threads>1 and dist_sync_on_step=True is used, the application fails. We, therefore, enforce to automatically setting num_threads=1. Drop enforcing num_threads=1 and add linkk to repo for generating test results Replace _TRANSFORMERS_AUTO_AVAILABLE with _TRANSFORMERS_AUTO_AVAILABLE everywhere Fix device placement and Set num_threads=0 as default (SkafteNicki's review) Make testing conditional on dependency and connection Skip tests if transformers are not available Mark tests as skip if there's again any connection issue to HF Hub Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com",0
420,Remove check that preds value need to be smaller than num_classes (#357),0.72120315,Removed restriction that preds could not be bigger than num_classes to support logit input (#357),,1
421,Fix SSIM memory (#539),0.74351275,Changed SSIM and MSSSIM update to be online to reduce memory usage (#1231),Enable testing with Python 3.10 Update setup.py Fix Python version syntax Try unpinning numpy Add back skip 3.9 oldest Skip Python 3.10 on Windows Add back skip 3.9 oldest Apply suggestions from code review Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,1
422,Refactor: move args to kwargs (#833),0.52155095,Moved image_gradient from functional.image_gradients to functional.image.gradients (#381),missing reset changelog,0
423,Implement MultioutputWrapper (#510),0.505334,Improve mAP performance (#742),,0
424,fix typing tqdm (#491),0.5230006,"Extend typing (#330, #332, #333, #335, #314)",,0
425,Add readme to build docs locally (#1121),0.40851885,Full Changelog: link,updates: - github.com/pre-commit/pre-commit-hooks: v4.1.0 → v4.3.0 - github.com/asottile/pyupgrade: v2.31.1 → v2.34.0 - github.com/psf/black: 22.3.0 → 22.6.0 Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
426,Fix dead links in all metrics page (#1112),0.522038,"Removed deprecated LabelRankingAveragePrecision, LabelRankingLoss and CoverageError (#1251)",,0
427,"build(deps): update pytest requirement from <7.3.0,>=6.0.0 to >=6.0.0,<7.4.0 in /requirements (#1701)",0.651319,Changed minimum Pytorch version to be 1.8 (#1263),Add the Perplexity metric Add changelog line and missing imports in init Fix the test and the examples Make the mask optional Fix mypy issues Fix mypy Fix modules docs Fix test Update docs/source/references/functional.rst Update docs/source/references/modules.rst Move nanmean to a utils file docs update Update Perplexity metrics and tests to follow our test suite Update docs to fix doctest Add ddp test cases which were unintentionally dropped Fix device placement space Apply suggestions from code review fix mistake Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: stancld daniel.stancl@gmail.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
428,readthedocs,0.51649994,- TheilsU,sync option changelog more testing fix missing arg,0
429,"build(deps): update scipy requirement from <=1.10.0,>1.0.0 to >1.0.0,<1.11.0 in /requirements (#1566)",0.5514647,Changed minimum Pytorch version to be 1.8 (#1263),"allowing ""none"" in AveragePrecision class add optional typing hint to average parameter",0
430,Fix wrong accumulation with average='none' (#1046),0.53745997,Automatic accumulation over batches,specify mask format when iou_type is segm update example to include masks Apply suggestions from code review docs - readme Co-authored-by: Jeroen Delcour jeroen@track32.nl Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Rohit Gupta rohitgr1998@gmail.com,0
431,Update regression docs (#1410),0.57265687,"Removed deprecated LabelRankingAveragePrecision, LabelRankingLoss and CoverageError (#1251)",add readme to build docs locally Apply suggestions from code review Co-authored-by: Jeroen Delcour jeroen@track32.nl Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
432,CI: more OS testing (#1211),0.53331053,Improved testing speed (#820),,0
433,drop mergify duplicate,0.5464442,Changed reset method to use detach.clone() instead of deepcopy when resetting to default (#163),,0
434,Fix small reference error in classification docs (#1408),0.6065085,"Removed deprecated LabelRankingAveragePrecision, LabelRankingLoss and CoverageError (#1251)",,0
435,Fid: error on too few samples (#1655),0.47311783,Updated FBeta arguments (#111),Fix dead links in all metrics page fix CI for docs Co-authored-by: Jirka jirka.borovec@seznam.cz,0
436,deepsource fix: Consider using in - PYL-R1714,0.50426275,Changed minimum Pytorch version to be 1.8 (#1263),Removed the  argument from Removed unused import,0
437,small doc fix,0.5975063,Small improvements,,0
438,python: Add support for py3.11 (#1613),0.56862205,Changed minimum Pytorch version to be 1.8 (#1263),CI: abstract unittest action drop/move doctest UNITTEST_TIMEOUT shell -l {0},0
439,CI: fix ifs conditions (#1310),0.4999634,MatchErrorRate (#619),"Skip box conversion if no boxes are present The box_convert function from torchvision expects the input to be a Tensor[N, 4], where N > 0. Should N == 0 and in_fmt != out_fmt, unbind will error out on the boxes tensor during the conversion process. The workaround is, therefore to skip the box conversion if boxes is an empty tensor. Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz",0
440,"audio metrics: SNR, SI_SDR, SI_SNR (#292)",0.89475185,Renamed audio SNR metrics: (#712),,1
441,Refactor simplify tests (PL^5861),0.5637672,"Cleaning remaining inconsistency and fix PL develop integration (#191, #192, #193, #194)",,0
442,Regression metrics (PL^2221),0.6057887,PearsonsContingencyCoefficient (#1334),fix bugs changelog,0
443,Add torchmetrics' own implementation of Rouge score metrics (#443),0.6651428,"With the introduction of these models, many metrics have been proposed that measure how well these models perform. TorchMetrics v0.5 includes 4 such metrics: BERT score, BLEU, ROUGE and WER.",,0
444,Remove assert statement from non-test files (#279),0.5408395,"Removed deprecated functions, and warnings in Text (#773)",,0
445,pytorch_lighting.metrics -> torchmetrics,0.76926816,What is Torchmetrics,,1
446,Computing metrics per-class for imbalanced data (#204),0.7099745,"Improved per-class metric handling for imbalanced datasets for precision, recall, precision_recall, fbeta, f1, accuracy, and specificity (#204)",,1
447,drop duplicated metric helper (PL^5366),0.67562103,Removed embedding_similarity metric (#638),fix assistant docs imports,0
448,ruff: first line split + imperative mood (#1548),0.48911536,"Arguments reordered for TER, BLEUScore, SacreBLEUScore, CHRFScore now the expected input order is predictions first and target second (#696)",,0
449,Refactor: SDR & SI_SDR (#711),0.74592626,SI_SDR -> ScaleInvariantSignalDistortionRatio,,1
450,fuse compositional (#25),0.4469953,Blog: TorchMetrics v0.9 — Faster forward,,0
451,Fixed typo in documentation for MeanAveragePrecision (#1243),0.6196403,MeanSquaredError,,0
452,improved efficiency of all module retrieval metrics (#1242),0.82712203,Improved performance of retrieval metrics (#1242),,1
453,Adding psnrb (#1421),0.667645,PSNR and functional.psnr,,0
454,fix warning message (#1157),0.69873804,Calling compute before update will now give an warning (#164),Fix mAP calculation for areas with 0 predictions The issue was first dicussed here: link chlog Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Daniel Stancl 46073029+stancld@users.noreply.github.com,0
455,Add Specificity metric (#210),0.6632367,"MetricCollection should return metrics with prefix on items(), keys() (#209)",makefile: pull data gitignore,0
456,clean imports (PL^2867),0.61719406,Metrics having third party dependencies removed from global import (#463),,0
457,Remove unused normalize arg from docs (#1382),0.4884415,Removed deprecated KLDivergence and AUC (#1251),update fix states docstring changelog,0
458,Fix bug in metric tracker (#1306),0.6789458,MetricTracker.best_metric will now give a warning when computing on metric that do not have a best (#913),typing for kwargs imports,0
459,Add Tweedie Deviance Score Metric. (#499),0.9271579,Tweedie Deviance Score (#499),Fix for bug when providing superclass arguments as kwargs Fix code formatting chlog Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,1
460,Use literal syntax instead of function calls to create data structure (#280),0.46268815,Deprecated num_thresholds argument in BinnedPrecisionRecallCurve (#322),list all metrics freeze sphinx 4.x,0
461,restore functional metrics (PL^3943),0.6923858,Using functional metrics,Apply suggestions from code review Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com,0
462,Fix restrictive input check in pearson corr coef (#1649),0.6056623,PearsonCorrcoef -> PearsonCorrCoef,Apply suggestions from code review Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Justus Schock 12886177+justusschock@users.noreply.github.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,0
463,Investigate potential memory bug (#902),0.6063918,Constant memory implementations,bleuscore: Add weights argument to allow non-uniform n-gram weights Update chlog,0
464,[pre-commit.ci] pre-commit suggestions (#239),0.48817074,[0.9.1] - 2022-06-08,fix & suggestions Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Carlos Mocholí carlossmocholi@gmail.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com,0
465,Implement partial auroc metric (PL^3790),0.61391205,"To AUC, AUROC, CohenKappa and AveragePrecision (#178)",disable some SDR add docstring note LTS with CUDA 10.2 Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
466,"build(deps): update scikit-learn requirement from <1.2.2,>1.0 to >1.0,<1.2.3 in /requirements (#1657)",0.4869214,Changed minimum Pytorch version to be 1.8 (#1263),,0
467,Add plotting 18/n (#1660),0.5548488,ExtendedEditDistance (#668),,0
468,CI: add PyTorch 1.11 (#579),0.67776513,Changed minimum Pytorch version to be 1.8 (#1263),,0
469,remove tests from distribution,0.51945895,Removed module regression.psnr and regression.ssim (#382):,changelog check function torchmetrics spelling protobuf CUDA_LAUNCH_BLOCKING reduce load CI: use legacy pool Co-authored-by: Jirka jirka.borovec@seznam.cz Co-authored-by: Jirka Borovec Borda@users.noreply.github.com,0
470,Fix the use of logits in calibration error (#985),0.7227308,LogCoshError (#1316),,1
471,Fixed default value for mdmc_average in Accuracy (#1036),0.6919328,AveragePrecision,"Add tests for accuracy, precision, recall, no test for specificity input simple Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka jirka.borovec@seznam.cz",0
472,Character Error Rate  (#575),0.7416759,CharErrorRate (#575),Fixed default value for mdmc_average in Accuracy as per documentation fix tests changelog typo Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Skaftenicki skaftenicki@gmail.com Co-authored-by: mergify[bot] 37929162+mergify[bot]@users.noreply.github.com,1
473,flake8 + yapf,0.47653812,FBeta ->  FBetaScore,ENH: added micro average option for torch metrics remove reduction changelog fix docs if/return fix integer division Co-authored-by: pre-commit-ci[bot] 66853113+pre-commit-ci[bot]@users.noreply.github.com Co-authored-by: Jirka Borovec Borda@users.noreply.github.com Co-authored-by: Nicki Skafte Detlefsen skaftenicki@gmail.com,0
474,Bugfix: reset should set clear _computed (#147),0.54560107,Updated FBeta arguments (#111),,0
475,added initial support for extra argument metrics (#137),0.71294224,Allowed MetricCollection pass metrics as arguments (#176),,1
476,"build(deps): update netcal requirement from <=1.3.4,>1.0.0 to >1.0.0,<=1.3.5 in /requirements (#1661)",0.49652836,Changed minimum Pytorch version to be 1.8 (#1263),ci: pytest timeout Apply suggestions from code review fix flaky test Co-authored-by: SkafteNicki skaftenicki@gmail.com,0
