Index,Message,Description
1252,"Add ""consumerAcceptList"" and ""serviceAttachment"" to ApigeeInstance. (#5862) (#11595)","  Add support IAM policy for the Environment of Apigee X   Add support IAM policy for the Environment of Apigee X   Add support IAM policy for the Environment of Apigee X   Add support IAM policy for the Environment of Apigee X   Revert all changes to test files.   Revert all changes to test files.   Revert all changes to test files.   Add primary_resource_name to fix tests.   Update iam_attributes.tf.erb to honor skip_test.   Don't reject skip_tests when example is nil.   Update mmv1/products/apigee/api.yaml   Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com   Fix primary_resource_name for apigee organization name.   Add ""consumerAcceptList"" and ""serviceAttachment"" to ApigeeInstance.   Fix new test   Add tests   Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com"
1253,Add support to enable read replicas on existing redis instances (#5959) (#11592), Add support to enable read replicas on existing redis instances  Add support to enable read replicas on existing redis instances  Add support to enable read replicas on existing redis instances  Add support to enable read replicas on existing redis instances  Add support to enable read replicas on existing redis instances  Add support to enable read replicas on existing redis instances  removing redis_instance_test  Co-authored-by: Himani Khanduja khimani@google.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Himani Khanduja khimani@google.com
1254,Changed hyphens to underscores (#5976) (#11590),Signed-off-by: Modular Magician magic-modules@google.com
1255,Added files for spot VM examples for GA release (#5981) (#11586),Signed-off-by: Modular Magician magic-modules@google.com
1256,Prepared storgage_get_object_metadata snippet for inclusion on C.G.C (#5952) (#11585),Signed-off-by: Modular Magician magic-modules@google.com
1257,datasource google_compute_disk (#5978) (#11584),Signed-off-by: Modular Magician magic-modules@google.com
1258,Added Cloud SQL SSL/TLS example (#5980) (#11583),  Added Cloud SQL SSL/TLS example   Added skip test true to multiple examples   Added missing primary resource type   Signed-off-by: Modular Magician magic-modules@google.com
1259,Update CHANGELOG.md,
1260,Adding more Cloud SQL examples for TF tabs (#5972) (#11577),  Adding more Cloud SQL examples for TF tabs   Fixed errors   Changed resource names   Removed example that's not passing tests   Signed-off-by: Modular Magician magic-modules@google.com
1261,Support Managed Envoy in google_compute_instance_template (#5858) (#11576),Signed-off-by: Modular Magician magic-modules@google.com
1262,Fix docstring error (#5966) (#11570),Signed-off-by: Modular Magician magic-modules@google.com
1263,Add dependencies to fix VCR testing (#5969) (#11569),Signed-off-by: Modular Magician magic-modules@google.com
1264,"Revert ""Add support for Cloud Deploy resources (#5710)"" (#5968) (#11568)",This reverts commit e379f06c6e10d5c8e9071e5b3000b1981e08ef1a. Signed-off-by: Modular Magician magic-modules@google.com
1265,"Revert ""Support new features of IGM.updatePolicy (#4956)"" (#5964) (#11565)",This reverts commit 31d1d1663e8b5912730cb7009b379c338bad3723. Signed-off-by: Modular Magician magic-modules@google.com
1266,Add support for L4 ILB subsetting policy (#5944) (#11563),Signed-off-by: Modular Magician magic-modules@google.com
1267,Fixed binary log doc (#5963) (#11562),Signed-off-by: Modular Magician magic-modules@google.com
1268,Add deprecated annotation for output fields (#5962) (#11561),Signed-off-by: Modular Magician magic-modules@google.com
1269,Fix missing fields on Certificate (#5941) (#11553),Signed-off-by: Modular Magician magic-modules@google.com
1270,Turn Spot VMs to GA on GCE. (#5960) (#11552),Signed-off-by: Modular Magician magic-modules@google.com
1271,add deletion protection for CA (#5932) (#11551),Signed-off-by: Modular Magician magic-modules@google.com
1272,Update beta mentions in Provider docs (#5667) (#11547),Co-authored-by: upodroid cy@borg.dev Co-authored-by: Riley Karson rileykarson@google.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: upodroid cy@borg.dev Co-authored-by: Riley Karson rileykarson@google.com
1273,Add Warnings about sensitive Google Credentials in Remote State (#5953) (#11546),Signed-off-by: Modular Magician magic-modules@google.com
1274,Added Cloud SQL flag examples (#5943) (#11542),  Added Cloud SQL flags and user examples   Changed name to id to fix Reference to undeclared resource error   fixed references   fixed flags   Removed the user part because it's causing errors   Signed-off-by: Modular Magician magic-modules@google.com
1275,Fixed database version (#5927) (#11540),  Fixed database version   Updated DB versions   Signed-off-by: Modular Magician magic-modules@google.com
1276,Support new features of IGM.updatePolicy (#4956) (#11539),  Add new IGM.UpdatePolicy features - minimal_action=REFRESH and most_disruptive_allowed_action   Fix documentation of most_disruptive_allowed_action   Make most_disruptive_allowed_action an Optional field.   Fix RMIG UpdatePolicy flattening.   Fix most_disruptive_allowed_action documentation - new field is Optional.   Fix most_disruptive_allowed_action documentation - and improve testing.   Fix whitespaces in test.   Co-authored-by: Grzegorz Sancewicz gsancewicz@google.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Grzegorz Sancewicz gsancewicz@google.com
1277,Allow deleting google_logging_*_bucket_config (#5949) (#11538),Signed-off-by: Modular Magician magic-modules@google.com
1278,Add a new network_tier value FIXED_STANDARD to google_compute_instance_template & google_compute_instance resource (#5696) (#11536), update instance template validatefunc values  Co-authored-by: upodroid cy@borg.dev   add the change to instances as well   fix docs again   remove ValidateFunc   Signed-off-by: Modular Magician magic-modules@google.com
1279,Update CHANGELOG.md,
1280,add gke_backup_agent_config to google_container_cluster (#5940) (#11527),Signed-off-by: Modular Magician magic-modules@google.com
1281,Fixed statement about HA (#5948) (#11520),  Fixed statement about HA   Added postgres nuance   Update markdown   Signed-off-by: Modular Magician magic-modules@google.com
1282,fix(spanner): fix escaping of database name in spanner ddl with POSTGRES dialect (#5938) (#11518),Signed-off-by: Modular Magician magic-modules@google.com
1283,Set url_mask optional for network endpoint group (#5883) (#11517),Signed-off-by: Modular Magician magic-modules@google.com
1284,Added nested region tags to Cloud SQL private IP examples (#5945) (#11516),Signed-off-by: Modular Magician magic-modules@google.com
1285,Add support for Cloud Deploy resources (#5710) (#11513)," add cloud deploy resources  Co-authored-by: upodroid cy@borg.dev   add new test   apply suggestions from sam   remove custom flattener   fix import id, add new tests and fix bad rebase   Signed-off-by: Modular Magician magic-modules@google.com"
1286,Add CLOUD_LOGGING_ONLY to cloudbuild log options (#5935) (#11511),Signed-off-by: Modular Magician magic-modules@google.com
1287,Retry all GCE's 403 per-minute quota exceeded errors (#5913) (#11508),Co-authored-by: Radoslaw Majkut rmajkut@google.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Radoslaw Majkut rmajkut@google.com
1288,use correct path (#5939) (#11496),Signed-off-by: Modular Magician magic-modules@google.com
1289,Add input attrs for CA and Certificate (#5931) (#11495),Signed-off-by: Modular Magician magic-modules@google.com
1290,"Cloud SQL samples: clone, public IP, replica (#5912) (#11494)",Co-authored-by: Shuya Ma 87669292+shuyama1@users.noreply.github.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Shuya Ma 87669292+shuyama1@users.noreply.github.com
1291,Move filestore enterprise features out of beta and add support for cu… (#5875) (#11493),Signed-off-by: Modular Magician magic-modules@google.com
1292,Added redirect_options to compute_security_policy. (#5926) (#11492),Signed-off-by: Modular Magician magic-modules@google.com
1293,update containerImages config for Notebooks terraform (#5925) (#11491),Signed-off-by: Modular Magician magic-modules@google.com
1294,"Update f1-micro to e2-micro to be part of the ""always free"" tier (#5617) (#11490)",Signed-off-by: Modular Magician magic-modules@google.com
1295,Add override PRODUCT_DOCS_SECTION for privateca CertificateTemplate (#5937) (#11485),Signed-off-by: Modular Magician magic-modules@google.com
1296,update dataproc cluster image version (#5930) (#11484),  update dataproc cluster image version   update to 2.0.35   Signed-off-by: Modular Magician magic-modules@google.com
1297,Add gc_rules to BigTable's Garbage Collection policy TF resource. (#5800) (#11481),Signed-off-by: Modular Magician magic-modules@google.com
1298,Update dataproc image version past log4j (#5919) (#11480),Signed-off-by: Modular Magician magic-modules@google.com
1299,"Skip docs, test on ha_vpn_gateway_gcp_to_gcp (#5917) (#11479)",Signed-off-by: Modular Magician magic-modules@google.com
1300,Update azure multicloud cluster versions (#5920) (#11478),Signed-off-by: Modular Magician magic-modules@google.com
1301,Ignore new binauth etag when checking raw json in check func (#5918) (#11477),Signed-off-by: Modular Magician magic-modules@google.com
1302,Support updat on CA and Certificate (#5906) (#11476),Signed-off-by: Modular Magician magic-modules@google.com
1303,Dialogflow CX location (#5922) (#11470),  Change to use region API url for Dialogflow CX   change regexp in location extraction   Update operation location   Order custom functions by CRUD   Co-authored-by: “Javier javier-canizalez@outlook.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: “Javier javier-canizalez@outlook.com
1304,Added release notes for 4.17.0,
1305,Mark vpc access connector network as computed (#5886) (#11469),Signed-off-by: Modular Magician magic-modules@google.com
1306,Add support for Dataproc Metastore CMEK config (#5881) (#11468),Signed-off-by: Modular Magician magic-modules@google.com
1307,Update mutex on google_apigee_instance_attachment to lock globally (#5911) (#11467),  Add support IAM policy for the Environment of Apigee X   Add support IAM policy for the Environment of Apigee X   Add support IAM policy for the Environment of Apigee X   Add support IAM policy for the Environment of Apigee X   Revert all changes to test files.   Revert all changes to test files.   Revert all changes to test files.   Add primary_resource_name to fix tests.   Update iam_attributes.tf.erb to honor skip_test.   Don't reject skip_tests when example is nil.   Update mmv1/products/apigee/api.yaml   Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com   Fix primary_resource_name for apigee organization name.   Update mutex on google_apigee_instance_attachment to lock on org_id.   Create a global lock on instance attachments.   update mutex name to apigeeInstanceAttachments   Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com
1308,Add an example of creating a replicated Cloud Bigtable instance with a (#5923) (#11466),Signed-off-by: Modular Magician magic-modules@google.com
1309,Add IAM support for privateca CertificateTemplate (#5904) (#11464),Signed-off-by: Modular Magician magic-modules@google.com
1310,Fix test using project number (#5916) (#11456),  Fix test using project number   Fix ref   Signed-off-by: Modular Magician magic-modules@google.com
1311,"Revert ""Add new terraform sample - CDN XLB with Backend Bucket (#5869)"" (#5915) (#11455)",This reverts commit 67449dd2d842d3dc669615c9e6ad33a03cbabcc3. Signed-off-by: Modular Magician magic-modules@google.com
1312,Add skip_wait_on_job_termination option for dataflow job resources (#5844) (#11452),Signed-off-by: Modular Magician magic-modules@google.com
1313,Added MigInstancesAllowed to os_config_patch_deployment (#5807) (#11447),Signed-off-by: Modular Magician magic-modules@google.com
1314,Add basic deny policy support (#5854) (#11446), Add basic deny policy support  Add etag to update Add folder test   Fix format for SA principal   IAM deny test is only beta   Make deny policies in new projects to avoid conflicts   Dates   PR feedback   Signed-off-by: Modular Magician magic-modules@google.com
1315,Fix ApigeeInstance location to be a region instead of a zone in tests (#5872) (#11444),Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com
1316,fix test in PR 5852 (also test VCR) (#5910) (#11443),Signed-off-by: Modular Magician magic-modules@google.com
1317,Add mutex to google_tags_tag_binding (#5878) (#11442),Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com
1318,Cloud SQL sqlserver private IP address sample (#5879) (#11440),Signed-off-by: Modular Magician magic-modules@google.com
1319,Support V3 parser config for HL7 stores (#5888) (#11430),Signed-off-by: Modular Magician magic-modules@google.com
1320,Prepared storage_upload_object snippet for inclusion on C.G.C. (#5791) (#11429),Signed-off-by: Modular Magician magic-modules@google.com
1321,Add new terraform sample - CDN XLB with Backend Bucket (#5869) (#11427),Signed-off-by: Modular Magician magic-modules@google.com
1322,Support ANALYTICS_V2 and LOSSLESS schema types. (#5889) (#11426),Signed-off-by: Modular Magician magic-modules@google.com
1323,Add support for aliases like airflow-2 in Composer image version field (#5885) (#11422)," Add support for Airflow major version aliases  This covers the new aliases for Airflow major version ('airflow-1', 'airflow-2') in image version field, and updates to the related documentation.  Use image version aliases in Composer tests  Instead of finding the latest available image version for the given Composer and Airflow major versions, the new image version aliases are used to let Composer resolve them on the server side: 'composer-1-airflow-1', 'composer-1-airflow-2', 'composer-2-airflow-2'. Signed-off-by: Modular Magician magic-modules@google.com"
1324,Switch from an explicit default to O+C for redis readReplicasMode (#5899) (#11420),Signed-off-by: Modular Magician magic-modules@google.com
1325,Fix broken Cloudfunctions2 link (#5897) (#11418),Signed-off-by: Modular Magician magic-modules@google.com
1326,Adding Eventarc example for cgc docs (#5852) (#11415),Co-authored-by: Shuya Ma 87669292+shuyama1@users.noreply.github.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Shuya Ma 87669292+shuyama1@users.noreply.github.com
1327,Changed 'displayName' to 'display_name' in apigee example (#5892) (#11414),Signed-off-by: Modular Magician magic-modules@google.com
1328,Add support for ACM Scoped Policies and Access Policy IAM (#5785) (#11409),Co-authored-by: Charles Leon charlesleon@google.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Charles Leon charlesleon@google.com
1329,Update CHANGELOG.md,
1330,Access Approval custom signing key support (#5865) (#11407),Signed-off-by: Modular Magician magic-modules@google.com
1331,Removed SSH key metadata and added OS Login (#5891) (#11406),Signed-off-by: Modular Magician magic-modules@google.com
1332,Add deploymentType and apiProxyType to ApigeeEnvironment (#5884) (#11405),Signed-off-by: Modular Magician magic-modules@google.com
1333,Fix sidebar placement of resources generated by tpgtools (#5890) (#11402),Signed-off-by: Modular Magician magic-modules@google.com
1334,Update examples for Cloud Bigtable AppProfile. (#5871) (#11394),Signed-off-by: Modular Magician magic-modules@google.com
1335,Dataproc job  - add presto config (#5739) (#11393),  dataproc-job-log-level   add presto job   fmt   desc for presto props   docs   docs   actually add presto config   presto test   presto test actually   docs   presto expand/flatten   presto expand/flatten   fix test   Update resource_dataproc_job_test.go.erb   Signed-off-by: Modular Magician magic-modules@google.com
1336,Add IAM condition support for privateca CaPool (#5874) (#11392),Signed-off-by: Modular Magician magic-modules@google.com
1337,Added sample for TF Flask tutorial (#5839) (#11391),  Added sample for TF Flask tutorial   Fixed several errors   Added bucket and modified comments   Removed duplicate primary resource   Added missing primary_resource_type and commented out SSH-key metadata   Removed unexpected argument   Added missing Ruby tags   Removed public access prevention   Fixed Terraform formatting   Added back accidentally deleted region tag   Fixed filename   Added ignore_read_extra   Signed-off-by: Modular Magician magic-modules@google.com
1338,Added comments (#5876) (#11387),Signed-off-by: Modular Magician magic-modules@google.com
1339,Add support to verify data loss in Cloud Bigtable tests (#5850) (#11386),Signed-off-by: Modular Magician magic-modules@google.com
1340,Add enable_exactly_once_delivery to google_pubsub_subscription (#5849) (#11384),Co-authored-by: upodroid cy@borg.dev Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: upodroid cy@borg.dev
1341,Cloud SQL postgres public IP address sample (#5866) (#11380),Signed-off-by: Modular Magician magic-modules@google.com
1342,Added support for approval when build is run (#5837) (#11375),Signed-off-by: Modular Magician magic-modules@google.com
1343,Add resource google_endpoints_service_consumers_iam (#5836) (#11372),Signed-off-by: Modular Magician magic-modules@google.com
1344,Cloud SQL mysql replica sample for cgc (#5859) (#11371),Signed-off-by: Modular Magician magic-modules@google.com
1345,Add dialect to spanner database (#5799) (#11363),Signed-off-by: Modular Magician magic-modules@google.com
1346,Change container image_type to be _CONTAINERD variant due to deprecation (#5855) (#11360),Signed-off-by: Modular Magician magic-modules@google.com
1347,Make allAuthenticatedUsers case sensitive in iam members (#5853) (#11359),Signed-off-by: Modular Magician magic-modules@google.com
1348,metastore dataproc service data source (#5763) (#11358),  metastore dataproc service data source   provider   docs   test name   location optional   revert location and make required   docs   docs   tf test   Signed-off-by: Modular Magician magic-modules@google.com
1349,add support for Cloud Armor Edge Policies (#5794) (#11350),Signed-off-by: Modular Magician magic-modules@google.com
1350,Update link to sensitive value docs (#5848) (#11348),Signed-off-by: Modular Magician magic-modules@google.com
1351,Upgraded DCL (#5847) (#11347),Co-authored-by: avinash84 avikuma@google.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: avinash84 avikuma@google.com
1352,Add Bigtable autoscaling configs to Instance (#5803) (#11344),Design at go/cbt-autoscaler-terraform Fixes https://github.com/hashicorp/terraform-provider-google/issues/10758 release-note:enhancement bigtable: Added cluster autoscaling support Signed-off-by: Modular Magician magic-modules@google.com
1353,Mark start/end of handwritten resources in provider.go (#5842) (#11337),Signed-off-by: Modular Magician magic-modules@google.com
1354,update to more accurate error (#5841) (#11336),Signed-off-by: Modular Magician magic-modules@google.com
1355,Add included_cookie_names to cache_key_policy (#5781) (#11333),Signed-off-by: Modular Magician magic-modules@google.com
1356,"Revert ""add doc for iam_member"" (#5845) (#11332)",Signed-off-by: Modular Magician magic-modules@google.com
1357,Add beta fields to GA (#5838) (#11330),Signed-off-by: Modular Magician magic-modules@google.com
1358,Add repeat interval to Storage Transfer Job resource (#5811) (#11328),Co-authored-by: sg0221165 lukasz.kostrzewa@sabre.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: sg0221165 lukasz.kostrzewa@sabre.com
1359,4.15.0 Changelog,
1360,Remove an outdated note on cloudsql regions (#5840) (#11326),From the linked doc https://cloud.google.com/sql/docs/mysql/instance-locations  Cloud SQL is currently available in all Google Cloud regions and will be offered in upcoming regional launches at the time of launch.  Signed-off-by: Modular Magician magic-modules@google.com
1361,Fixed location (#5826) (#11318),Signed-off-by: Modular Magician magic-modules@google.com
1362,move setId until after possible errors (#5821) (#11314),  move setId until after possible errors   use id instead of d.Id   update set id in create   Signed-off-by: Modular Magician magic-modules@google.com
1363,remove conflicts with from authenticator_groups_config (#5833) (#11310),Signed-off-by: Modular Magician magic-modules@google.com
1364,make updating config.software_config.image_version beta-only (#5832) (#11309),Signed-off-by: Modular Magician magic-modules@google.com
1365,"if a sensitive value is settable, we want to set the returned value (#5835) (#11308)",Signed-off-by: Modular Magician magic-modules@google.com
1366,remove storage transfer jobs from state if their status is DELETED (#5830) (#11307),Signed-off-by: Modular Magician magic-modules@google.com
1367,Fix formatting in .html.markdown template (#5827) (#11302),Signed-off-by: Modular Magician magic-modules@google.com
1368,fixed a permadiff in google_monitoring_uptime_check_config.http_check.path (#5818) (#11301),Signed-off-by: Modular Magician magic-modules@google.com
1369,add doc for iam_member (#5588) (#11299),Signed-off-by: Modular Magician magic-modules@google.com
1370,Add FirebaseRules resources (#5695) (#11297),Signed-off-by: Modular Magician magic-modules@google.com
1371,Add support for aliases like composer-2 in Composer image version field (#5787) (#11296),Signed-off-by: Modular Magician magic-modules@google.com
1372,don't retry on storage bucket data source (#5820) (#11295),Signed-off-by: Modular Magician magic-modules@google.com
1373,Added examples for Cloud SQL backup retention (#5809) (#11294),Signed-off-by: Modular Magician magic-modules@google.com
1374,Allow recurring_schedule.time_of_day to be set to 00:00 (#5822) (#11293),Signed-off-by: Modular Magician magic-modules@google.com
1375,Add billingType attribute to Apigee Organization resource (#5796) (#11285),Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com
1376,Added logging service from DCL and log view resource. (#5795) (#11282), Added logging service from DCL and log view resource.  Ran make serialize.   Added USE_DCL_ID override.   Ran make upgrade-dcl.   Removed some debug lines and ran make serialize.   Made the test ignore long-form vs short-form bucket name for import purposes.   Signed-off-by: Modular Magician magic-modules@google.com
1377,fix nil entry crash (#5817) (#11280),Signed-off-by: Modular Magician magic-modules@google.com
1378,check for nil (#5816) (#11279),Signed-off-by: Modular Magician magic-modules@google.com
1379,Update EdgeCacheOrigin resources to reflect current API (#5776) (#11277),Signed-off-by: Modular Magician magic-modules@google.com
1380,Update CHANGELOG.md,
1381,Update CHANGELOG.md,
1382,Add disable_http2 to google_network_services_edge_cache_service resource (#5780) (#11258),Signed-off-by: Modular Magician magic-modules@google.com
1383,Added Cloud SQL mysql with authorized network example (#5801) (#11256),Signed-off-by: Modular Magician magic-modules@google.com
1384,Make revoked access warning appear in red (#5720) (#11254),Co-authored-by: Alex smithyuk@users.noreply.github.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Alex smithyuk@users.noreply.github.com
1385,Cloud SQL backup location samples for cgc (#5804) (#11253),Signed-off-by: Modular Magician magic-modules@google.com
1386,Update github worfklow master->main (#11250),
1387,Add apikeys key resource (#5637) (#11249),  Add apikeys key resource   Update branch   Update go.mod & sum for required fields   Signed-off-by: Modular Magician magic-modules@google.com
1388,Fix documentation formatting (#5797) (#11248),Co-authored-by: Joel W. joelwould@users.noreply.github.com Co-authored-by: Joel W. joelwould@users.noreply.github.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Joel W. joelwould@users.noreply.github.com
1389,Artifact Registry: add version policy support for maven (#5294) (#11246),  Artifact Registry: add version policy support for maven   Artifact Registry: add version policy support for maven   Fixing description   tests   Fixing camelcase to snake case   Update mmv1/third_party/terraform/tests/resource_artifact_registry_repository_test.go.erb   Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com  Update mmv1/products/artifactregistry/api.yaml  Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com  Update mmv1/products/artifactregistry/api.yaml  Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com  Update mmv1/products/artifactregistry/api.yaml  Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com   Resolving comments   Addressing comments   Restricting modifications for allowSnapshotsOverwrite   fixing test names   Fixing tests   Co-authored-by: Yury Gridasov gridasov@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Yury Gridasov gridasov@google.com Co-authored-by: Stephen Lewis (Burrows) stephen.r.burrows@gmail.com
1390,container_node_pool : add gvnic support (#5789) (#11240),Signed-off-by: Modular Magician magic-modules@google.com
1391,Update CONTRIBUTING.md (#11239),
1392,Added Cloud SQL postgres + authorized network example (#5792) (#11238),  Added Cloud SQL postgres with authorized network example for inclusion in CGC docs   Added missing primary_resource_type   Fixed deletion protection   Added Cloud SQL postgres + authorized network example   Signed-off-by: Modular Magician magic-modules@google.com
1393,Change to allow forward slash in Import Format (#5775) (#11233),Co-authored-by: avinash84 avikuma@google.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: avinash84 avikuma@google.com
1394,fix a crash when logging_config only contains nil entry  in google_dataproc_job (#5783) (#11232),  fix a crash   add a test   Signed-off-by: Modular Magician magic-modules@google.com
1395,Add support for non-preemptible secondary dataproc workers (#5686) (#11230),Co-authored-by: Matthew Barnes matthew.simon.barnes@gmail.com Co-authored-by: Stephen Lewis (Burrows) stephenrlewis@google.com Co-authored-by: Riley Karson rileykarson@google.com Co-authored-by: Scott Suarez ScottMSuarez@gmail.com Co-authored-by: Sampath Kumar sampathm@google.com Co-authored-by: Sam Levenick slevenick@google.com Co-authored-by: John Pellman pellman.john@gmail.com Co-authored-by: Jacek Kikiewicz jaceq@users.noreply.github.com Co-authored-by: Alex Ellis alexellis@google.com Co-authored-by: megan07 mbang@hashicorp.com Co-authored-by: Daniel Randell drandell@users.noreply.github.com Co-authored-by: Iris Chen 10179943+iyabchen@users.noreply.github.com Co-authored-by: prateek2408 prateek.khushalani@gmail.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Matthew Barnes matthew.simon.barnes@gmail.com Co-authored-by: Stephen Lewis (Burrows) stephenrlewis@google.com Co-authored-by: Riley Karson rileykarson@google.com Co-authored-by: Scott Suarez ScottMSuarez@gmail.com Co-authored-by: Sampath Kumar sampathm@google.com Co-authored-by: Sam Levenick slevenick@google.com Co-authored-by: John Pellman pellman.john@gmail.com Co-authored-by: Jacek Kikiewicz jaceq@users.noreply.github.com Co-authored-by: Alex Ellis alexellis@google.com Co-authored-by: megan07 mbang@hashicorp.com Co-authored-by: Daniel Randell drandell@users.noreply.github.com Co-authored-by: Iris Chen 10179943+iyabchen@users.noreply.github.com Co-authored-by: prateek2408 prateek.khushalani@gmail.com
1396,Added new examples for Cloud SQL DB backup (#5761) (#11229),Signed-off-by: Modular Magician magic-modules@google.com
1397,Composer psc ga (#5766) (#11223),Signed-off-by: Modular Magician magic-modules@google.com
1398,Update EdgeCacheService documentation (#5782) (#11222),Signed-off-by: Modular Magician magic-modules@google.com
1399,chore: fix docs typo (#5774) (#11221),Signed-off-by: Modular Magician magic-modules@google.com
1400,"Add support for manual builds, git source for webhook/pubsub triggered builds and filter field (#5738) (#11219)","  add filter support for cloudbuild   Add support for sourceToBuild and gitFileSource. Add examples for pubsub_config, webhook_config trigger and manual mode   Add support for sourceToBuild and gitFileSource. Add examples for pubsub_config, webhook_config trigger and manual mode   Fix description for field uri in sourceToBuild to be required   Signed-off-by: Modular Magician magic-modules@google.com"
1401,Added Cloud SQL Server with authorized network example (#5756) (#11216),Signed-off-by: Modular Magician magic-modules@google.com
1402,BigqueryReservation Assignment (#5748) (#11215),Co-authored-by: Stephen Lewis stephenrlewis@google.com Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Stephen Lewis stephenrlewis@google.com
1403,rename master to main (#5745) (#11211),Signed-off-by: Modular Magician magic-modules@google.com
1404,Add rocky-linux-cloud to the builtin project to search for images if image name contains rocky-linux Closes #11184 (#5773) (#11209),Co-authored-by: Rens Sikma rens@atcomputing.nl Signed-off-by: Modular Magician magic-modules@google.com Co-authored-by: Rens Sikma rens@atcomputing.nl
1405,Removed incorrect statement and fixed some capitalization issues (#5764) (#11207),Signed-off-by: Modular Magician magic-modules@google.com
1406,support force delete consumer quota override (#5753) (#11205),Signed-off-by: Modular Magician magic-modules@google.com
1407,Adding initial support for GCF Gen2 terraform integration (#5670) (#11203),Signed-off-by: Modular Magician magic-modules@google.com
1408,Shared reservation update (#5653) (#11202),Signed-off-by: Modular Magician magic-modules@google.com
1409,hotfix in docs (#5767) (#11199),Signed-off-by: Modular Magician magic-modules@google.com
1410,Upgrade dcl (#5762) (#11191),  upgrade dcl   Fix go.sum   Signed-off-by: Modular Magician magic-modules@google.com
1411,Update CHANGELOG.md,
1412,Add keepalive to compute router (#5760) (#11188),Signed-off-by: Modular Magician magic-modules@google.com
1413,Add Region Backend Service IAM support (#5754) (#11187), Add Region Backend Service IAM support  Fixes gap in RegionBackendService IAMSupport  Update terraform.yaml  Signed-off-by: Modular Magician magic-modules@google.com
1414,Add PrivateCA CertificateAuthority data source (#5750) (#11182),  Add CA ds   Provider   Fmt   Add CA datasource   Write docs   Check err   Signed-off-by: Modular Magician magic-modules@google.com
1415,Update terraform google_sql_user documentation (#5752) (#11181),Signed-off-by: Modular Magician magic-modules@google.com
1416,Add google_dns_record_set data source (#5625) (#11180),Signed-off-by: Modular Magician magic-modules@google.com
1417,add comma for bad build (#5758) (#11179),Signed-off-by: Modular Magician magic-modules@google.com
1418,Allow composer_environment region to be computed (#5747) (#11178),Signed-off-by: Modular Magician magic-modules@google.com
1419,Added region tags for inclusion on cgc cloud SQL docs (#5749) (#11177),Signed-off-by: Modular Magician magic-modules@google.com
1420,Document change - Add more detail about how to use provisioning_model (#5727) (#11172),Signed-off-by: Modular Magician magic-modules@google.com
1421,Cloud composer maintenance window GA (#5471) (#11170),Signed-off-by: Modular Magician magic-modules@google.com
1422,Quantify version import statement in error (#5743) (#11169),Signed-off-by: Modular Magician magic-modules@google.com
1423,Documentation update: state that compute address is computed if not defined (#5742) (#11168),Signed-off-by: Modular Magician magic-modules@google.com
1424,"Allow vertical pod autoscaling to be computed, auto_pilot can enable it (#5741) (#11167)",Signed-off-by: Modular Magician magic-modules@google.com
