Index,Message,Description
8378,CHANGELOG.md for #12535,
8379,New resource azurerm_api_management_tag (#12535),Fix #10833 --- PASS: TestAccApiManagementTag_basic (274.12s) --- PASS: TestAccApiManagementTag_requiresImport (289.36s) --- PASS: TestAccApiManagementTag_update (416.31s)
8380,Update CHANGELOG.md for #12745,
8381,azurerm_app_service - support for the acr_use_managed_identity_creds and acr_user_managed_identity_id properties (#12745),Co-authored-by: Steve 11830746+jackofallops@users.noreply.github.com
8382,up timeout by 10m while we investigate (#12863),
8383,updating to include #12421,
8384,Merge pull request #12421 from hoodbsa/fix-subresource-apiversion-search,Fix issue: azurerm_(resource_group|subscription)_template_deployment delete provisioned resources fix - apiVersion
8385,Merge pull request #10 from terraform-providers/master,[pull] master from terraform-providers:master
8386,address review,
8387,r/template_deployment_(resource_group|subscription): fixing code review comments,
8388,updating to include #12845,
8389,Merge pull request #12845 from terraform-providers/b/notification-hubs,notificationhubs: switching to use ID Formatters
8390,updating to include #12800,
8391,Merge pull request #12800 from wasfree/b/12794-fix-ssh-public-key-format,data source: azurerm_ssh_public_key - normalize ssh public key attribute
8392,linting,
8393,update testing location to work around resource creation issue in Primary (#12851),
8394,Update CHANGELOG.md for #12510,
8395,azurerm_static_site - support Standard SKU (#12510),
8396,Add Learn link to Azure provider docs (#12846),"This PR adds a link to Learn to the Azure provider docs, and mirrors the structure of the cross link from the AWS provider. Let me know if you need any changes! Thank you!"
8397,CHANGELOG.md for #12762,
8398,kubernetes_cluster supports maintenance_config (#12762),"rewrite #12305, embed maintenance resource to kubernetes_cluster"
8399,CHANGELOG.md for #12818,
8400,Supporting workspace mode for application_insights_resource (#12818),"As per issue #7667, updating the application_insights_resource to enable support of workspace mode, available with updated package 2020-02-02 in the Go SDK at v56.0. Updated the insights API from 2015-05-01 to 2020-02-02 Fixed upgrade issues (enum changes ) Supporting workspace ID as an optional parameter when creating AI resources Added workspace_id to data source resource Documentation updates"
8401,updating to include #12667,
8402,Merge pull request #12667 from liammoat/upgrade-channel,"""azurerm_kubernetes_cluster"" - Add node-image to k8s upgrade channel"
8403,updating to include #12842,
8404,Merge pull request #12842 from cloutier/patch-1,Redis enterprise is available in Canada Central
8405,r/notification_hub_authorization_rule: switching to use an ID parser/adding a state migration,
8406,CHANGELOG.md for #12820,
8407,"azurerm_redis_cache - support replicas_per_primary, redis_version, tenant_settings (#12820)","Redis Cache enhancemnent: Support redisVersion, tenantSettings, replicasPerPrimary Bump redis cache API from 2020-06-01 to 2020-12-01"
8408,r/notification_hub_namespace: refactoring to use an id parser / adding a state migration,
8409,r/notification_hub: adding the missing schema version,
8410,d/notification_hub_namespace: refactoring to use an id parser,
8411,d/notification_hub: refactoring to use an ID Parser,
8412,r/notification_hub: refactoring to use an id parser / adding a state migration,
8413,notificationhubs: generating insensitive parsers too,
8414,Redis enterprise is available in Canada Central,
8415,Fix issue: #12794 - normalize ssh public key output, rename NormaliseSSHKey func to NormalizeSSHKey (better fit in naming compared to other functions) move NormalizeSSHKey to utils package normalize public_key attribute in azurerm_ssh_public_key data source
8416,updating to include #12785,
8417,Merge pull request #12785 from terraform-providers/f/signalr-embedded-sdk,SignalR: refactoring to use an Embedded SDK
8418,updating to include #12829,
8419,Merge pull request #12829 from patst/4482-fix-all-apis-subscriptions,r/azurerm_api_management_api_subscription: fix subscription for all apis
8420,updating to include #12835,
8421,Merge pull request #12835 from wasfree/f/12830-extend-mssql-db-sku-validation,add free and fsv2 to azurerm_mssql_database sku validation
8422,reverting #12544,
8423,Merge pull request #12836 from terraform-providers/revert/cognitive-account-cmk,"Revert ""add resource ""azurerm_cognitive_account_customer_managed_key"" #12544"
8424,updating to include #12824,
8425,Merge pull request #12824 from terraform-providers/b/12570-private-dns-zone-crash,r/private_dns_zone: fixing a crash during deletion
8426,updating to include #12822,
8427,Merge pull request #12822 from terraform-providers/b/crash-lng-12143,r/local_network_gateway: fixing a crash where the LocalNetworkAddressSpace block was nil
8428,updating to include #12823,
8429,Merge pull request #12823 from terraform-providers/b/12143-postgres-crash,r/postgresql_database: working around a crash in the Azure SDK
8430,"Revert ""add resource ""azurerm_cognitive_account_customer_managed_key"" (#12544)""",This reverts commit 922d94a9a4db92f94d075437af5e555e544823fd.
8431,Merge pull request #12832 from ahmedig/patch-1,Update script to use the new georeplications
8432,r/signalr_service: working around a broken future api,
8433,dependencies: removing the Azure SDK for Go SignalR SDK,
8434,signalr: refactoring to use the embedded sdk,
8435,signalr: embedding the 2020-05-01 sdk,
8436,add free and fsv2 to mssql database sku validation,
8437,make terrafmt,
8438,Updated to include #12799,
8439,merge #12799,"  Initial checkin   Add examples and update docs   Update examples and documentation   Update docs   Update doce, examples, and tests   terrafmt   Fix misspelling   Add check for Entities being nil   Remove purge protection   Move tests back to EastUs2   Update test template   Remove purge protection from key vault   Change name to managed_services_key_vault_key_id   PR comments   Terrafmt "
8440,CHANGELOG.md for #12746,
8441,New Resource: azurerm_bot_channel_line (#12746),"Currently, TF doesn't support to create Bot Line Channel. So I submitted this PR to implement it. With creating test data of Line Channel, please refer this doc. --- PASS: TestAccBotChannelsRegistration/channel/lineComplete (238.88s) --- PASS: TestAccBotChannelsRegistration/channel/lineUpdate (300.47s) --- PASS: TestAccBotChannelsRegistration/channel/lineBasic (250.22s) --- PASS: TestAccBotChannelsRegistration/channel/lineRequiresImport (226.83s) API reference: Azure/azure-rest-api-specs@e3dbb82/specification/botservice/resource-manager/Microsoft.BotService/stable/2021-03-01/botservice.json#L1903"
8442,Update container_registry.html.markdown,
8443,Update container_registry.html.markdown,
8444,Add type checking to flatten of azurerm_managed_application (#12825),
8445,Update script to use the new georeplications,"georeplication_locations is obsolete now, and georeplications should be used now, however your example is still showing the old georeplication_locations"
8446,Update changelog for #12775,
8447,azurerm_public_ip_resource - Added sku_tier property (#12775),  Added sku_tier property to azurerm_public_ip_resource   Add tests and doc update for azurerm_public_ip_resource   public_ip docs correction and remove suppress case from sku_tier 
8448,Update azurerm/internal/services/apimanagement/api_management_subscription_resource.go,Co-authored-by: Tom Harvey tombuildsstuff@users.noreply.github.com
8449,make fmt,
8450,4482 fix all apis subscriptions,
8451,r/private_dns_zone: fixing a crash during deletion,
8452,r/postgresql_database: working around a crash in the Azure SDK,Fixes the second part of #12143
8453,r/local_network_gateway: fixing a crash where the LocalNetworkAddressSpace block was nil,Fixes #12143
8454,Merge pull request #12815 from DSollickOnyx/patch-1,Typo Fix - Wrong max RU number.
8455,fix dependencies txt for databricks,
8456,Typo Fix - Wrong max RU number.,"Max RUs are 10k, not 1k, in the backing CosmosDB settings."
8457,"CHANGELOG>,d for #12804",
8458,update machine learning sdk to 2021-04-01 (#12804),
8459,Update CHANGELOG.md for #12808,
8460,azurerm_linux_virtual_machine_scale_set - fix crash in checking for latest image (#12808),
8461,updating to include #12543,
8462,fixes #11158 and #7799,"  Upgrade databricks API to 2021-04-01-preview   Fix documentation lint error   Expose new fields in API   Fix lint error   Fix new line lint error...   Stable removes depends_on requirement   add nil checks incase resource is in failed state   Stable new validation checks   Update azurerm/internal/services/databricks/databricks_workspace_resource.go   Co-authored-by: kt kt@katbyte.me  Update azurerm/internal/services/databricks/databricks_workspace_resource.go  Co-authored-by: kt kt@katbyte.me   Fully working private link   Add datasource, example, and documentation   Ignore custom params not returned by the ARM GET   Update names in example   Update require_network_security_group_rules name   Update name in example   PR feedback, added examples and updated docs   rename test to remove test case ambiguity   Update tests and documentation   Fix misspelling in documentation   Co-authored-by: kt kt@katbyte.me"
8463,CHANGELOG.md for #12782,
8464,Support for operation_name_format in azurerm_api_management_api_diagnostic (#12782),Fix #12733
8465,CHANGELOG.md for #12496,
8466,New resource - azurerm_cdn_endpoint_custom_domain (http only) (#12496),"New resource: azurerm_cdn_endpoint_custom_domain (http only). There are still something needs figure out for https cases, but want to unblock some users don't need https feature first (as #398 has been opened long ago)."
8467,CHANGELOG.md for #12386,
8468,"""azurerm_kubernetes_cluster"" - supports property ""local_account_disabled"" (#12386)",
8469,CHANGELOG.md for #12790,
8470,azurerm_virtual_machine_extension - publisher change should force new resource (#12790),This PR should fix #12721
8471,updating to include #12792,
8472,Merge pull request #12792 from terraform-providers/b/webapp_active_slot_readfix,azurerm_app_service_active_slot - fix 404 not found on read for slot
8473,updating to include #12787,
8474,Merge pull request #12787 from terraform-providers/f/powerbi-embedded-sdk,PowerBI: refactoring to use the Embedded SDK
8475,updating to include #12781,
8476,Merge pull request #12781 from ms-henglu/ticket-1859724-update-ml-sdk,update azure-sdk-for-go to v56.0.0
8477,update read for active slot after api change,
8478,dependencies: removing the Azure SDK for Go powerbidedicated sdk,
8479,powerbi: refactoring to use the embedded sdk,
8480,powerbi: adding the embedded sdk,
8481,update azure-sdk-for-go to v56.0.0,
8482,CHANGELOG.md for #12588,
8483,"new resource ""azurerm_data_factory_data_flow"" (#12588)",fix #10080
8484,CHANGELOG.md for #12544,
8485,"add resource ""azurerm_cognitive_account_customer_managed_key"" (#12544)","  add resource ""azurerm_cognitive_account_customer_managed_key""   update   add doc   doc update "
8486,CHANGELOG.md for #12314,
8487,azurerm_logic_app_workflow - add supports for workflow_parameters (#12314),"Add supports for the workflow_parameters (the paramter definition), and also make the parameters (the paramter value) to support different kinds of types (previously it only supports String). Fixes: #7241, #11505"
8488,CHANGELOG.md for #12747,
8489,update containerservice to 2021-05-1 (#12747),
8490,v2.70.0,
8491,CHANGELOG.md for #12693,
8492,New Data Source: azurerm_storage_share (#12693),re #4931
8493,Fix windows function app slots on premium plans (#12778),
8494,CHANGELOG.md for #12735,
8495,New Resource: azurerm_bot_channel_direct_line_speech (#12735),
8496,Updated changelog for #12696,
8497,azurerm_firewall_polcy - Added new property private_ip_ranges (#12696),  Add property private_ip_ranges to firewall_policy   change setting of privateIpRanges to set even if empty   correct formatting in azurerm_firewall_policy 
8498,updating to include #12772,
8499,Merge pull request #12772 from terraform-providers/f/relay-embedded-sdk,relay: refactoring to use an embedded SDK
8500,changelog cleanup/consistency,
8501,updating to include #12771,
8502,Merge pull request #12771 from terraform-providers/f/analysisservices-embedded-sdk,analysisservices: refactoring to use an Embedded SDK
8503,r/analysis_services_server: fixing the test state check,
8504,IOT-hub DeviceConnectionStateEvents routing added (#12477),Microsoft added the DeviceConnectionStateEvents routing source in this commit. This pull-request adds support for this new routing source.
8505,CHANGELOG.md for #12682,
8506,New Resource: azurerm_bot_channel_alexa (#12682),
8507,CHANGELOG.md for #12685,
8508,"""azurerm_data_factory_pipeline"" - supports ""concurrency"", ""elapsed_time_metric_duration"" and ""run_dimension"" (#12685)","fix #11506 ""run_dimension"" is a key value pair, but the value could be a string or an expression type, so made it TypeList. It's used by ChainingTrigger. ChainingTrigger allows the referenced pipeline to depend on other pipeline runs based on runDimension Name/Value pairs. Upstream pipelines should declare the same runDimension Name and their runs should have the values for those runDimensions. The referenced pipeline run would be triggered if the values for the runDimension match for all upstream pipeline runs."
8509,CHANGELOG.md for #12767,
8510,Add encryption_in_transit_enabled to hdinsight_spark_cluster and hdinsight_interactive_query_cluster (#12767),Fixes #11968
8511,dependencies: removing the Azure SDK for Go AnalysisServices SDK,
8512,r/analysis_services_server: refactoring to use the embedded sdk,
8513,analysisservices: embedding the sdk for 2017-08-01,
8514,Add auxiliary_tenant_ids (#12765),
8515,updating to include #12761,
8516,Merge pull request #12761 from yupwei68/wyp-pe,azurerm_private_endpoint - correct casing issue for private_connection_resource_id field for Microsoft.DBforPostgreSQL
8517,relay: updating the embedded sdk,
8518,dependencies: removing the Azure SDK for Go Relay SDK,
8519,r/app_service_hybrid_connection: switching to use the embedded relay sdk,
8520,relay: updating the embedded sdk,
8521,update,
8522,update,
8523,updating to include #12751,
8524,Merge pull request #12751 from terraform-providers/f/vmware-embedded-sdk,VMware: refactoring to use an embedded SDK
8525,update,
8526,update,
8527,Update subnet.html.markdown (#12759),Fixes #7563 (although really the attributes should be renamed)
8528,relay: re-introducing the Track1 SDK for the moment to workaround a bug,"We should look to export the top-level ""list complete"" method"
8529,r/relay_hybrid_connection: refactoring to use the embedded sdk,
8530,r/relay_namespace: refactoring to use the embedded sdk,
8531,relay: vendoring the embedded 2017-04-01 sdk,
8532,Update changelog for #12738,
8533,azurerm_automation_certificate - Allow exportable property to be set (#12738),  Allow property exportable to be set in azurerm_automation_certificate   Update azurerm_automation_certificate docs for exportable property   lint correction 
8534,updating to include #12736,
8535,Merge pull request #12736 from yupwei68/wyp-apim-d3,Support for operation_name_format in azurerm_api_management_diagnostic
8536,make generate,
8537,vendor: removing the old vmware sdk,
8538,vmware: removing final usages on the parse package,
8539,vmware: refactoring the shared logic out,
8540,r/vmware_private_cloud: refactoring to use the embedded sdk,
8541,teamcity: limiting the vmware tests to 1 for now,
8542,r/vmware_express_route_authorization: refactoring to use the embedded sdk,
8543,r/vmware_cluster: refactoring to use the embedded sdk,
8544,vmware: vendoring the embedded sdk,
8545,updating to include #12743,
8546,Merge pull request #12743 from terraform-providers/b/cdn-crash-12727,r/cdn_endpoint: fixing a crash when the future is nil
8547,Merge pull request #12744 from terraform-providers/f/identity-type,identity: adding a base type for the constant that we can reference elsewhere
8548,CHANGELOG.md for #12644,
8549,azurerm_data_factory_trigger_blob_event: Support for activation (#12644),Fixes #12621
8550,CHANGELOG.md for #12676,
8551,Bugfix: azurerm_data_factory_dataset_binary - Make blob path/filename optional (#12676),
8552,Removing http_listener_ids and path_based_rule_ids properties from docs - WAF (#12678), Removing the properties which are no longer required  http_listener_ids and path_based_rule_ids are now read only  moved the readonly props to attributes references
8553,update,
8554,update,
8555,CHANGELOG.md for #12437,
8556,"new resource ""azurerm_data_factory_trigger_tumbling_window"" (#12437)",fix #9126 doc: docs.microsoft.com/en-us/azure/data-factory/how-to-create-tumbling-window-trigger
8557,Changelog for #12705,
8558,add ip_addresses field to data_azurerm_storage_account_sas (#12705),
8559,identity: the type needs to be exported since this is used elsewhere,
8560,Merge pull request #12731 from codycodes/fix-docs-function-identity-export,Note for accessing Identity exports on azurerm_function_app
8561,r/cdn_endpoint: fixing a crash when the future is nil,Fixes #12727
8562,splitting the changelog up to 2.69.0,
8563,splitting the changelog,
8564,Merge pull request #12739 from terraform-providers/f/appconfig-data-plane,Embedding a Data Plane SDK for AppConfiguration
8565,identity: adding a base type for the constant that we can reference elsewhere,
8566,vendored sdk: changes necessary for that to work,
8567,update,
8568,Update CHANGELOG.md for #12635,
8569,Dependencies: Upgrade web (App Service) API to 2021-01-15 (#12635),
8570,update,
8571,Merge remote-tracking branch 'upstream/master',
8572,"Revert ""sdkv2 shim - firewall (#11941)""",This reverts commit e27b4408e18b28d321af3976e5eb3505e432485d.
