Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
971,chore(deps): update all non-major dependencies (#5248),0.6671672,update dependencies (#6587) (753dc53),,0
972,tests: added more tests (#5193),0.48868042,Better propType checking #163 #167,,0
973,chore(deps): bump webpack from 5.75.0 to 5.79.0 in /www (#6583),0.5953263,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
974,chore(deps): update all non-major dependencies (#6312),0.6745011,update dependencies (#6587) (753dc53),Bumps astroturf from 0.9.18 to 0.9.20. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
975,chore(deps): update dependency @4c/rollout to v3 (#6042),0.662568,update dependencies (#6587) (753dc53),Bumps gatsby-source-filesystem from 2.1.29 to 2.1.31. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
976,chore(deps): bump gatsby-plugin-mdx from 1.0.44 to 1.0.46 in /w… (#4541),0.6320098,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps @babel/core from 7.6.2 to 7.6.3. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
977,Merge pull request #2108 from tgriesser/babel-6,0.51939154,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps @babel/runtime from 7.6.2 to 7.6.3. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
978,Fix side nav links on components page,0.6179972,"NavDropdown: fix align=""end"" not working (#5878) (a307102)",Bumps @babel/cli from 7.6.2 to 7.6.3. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
979,Release v0.26.0,0.81530595,2.5.0-beta.0 (2022-06-10),Bumps gatsby from 2.15.29 to 2.15.33. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
980,Define eventKey on MenuItem to be PropTypes.any,0.6037297,"From React 0.12 it's no longer possible to access a component instance's key from within that component. Previously we were using the key prop as a unique identifier for child components. We have had to change this usage to a new prop, eventKey in: ListGroupItem, MenuItem, Nav, Navbar, NavItem, PageItem and Panel",Bumps gatsby-plugin-mdx from 1.0.47 to 1.0.49. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
981,chore(deps): update all non-major dependencies (#6132),0.67241335,update dependencies (#6587) (753dc53),,0
982,chore: update package.json (#6095),0.5618825,v5: Update Accordion (#5517) (5acddf3),Bumps @mdx-js/mdx from 1.5.0 to 1.5.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
983,Merge pull request #1173 from AlexKVal/modal-show,0.516152,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps @mdx-js/react from 1.5.0 to 1.5.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
984,Merge pull request #614 from react-bootstrap/unrevert-536,0.56226605,update react-overlays and @restart/hooks packages (#6333) (9654ca2),Bumps lint-staged from 9.4.1 to 9.4.2. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
985,Add link to 1.0.0 Roadmap in README,0.44565606,New Pager and PageItem components thanks to @brainary,,0
986,Changed prop check in CollapsableMixin to IsExpanded call.,0.5572824,OverlayMixin container prop change for better compatibility with React 0.11 thanks to @jsdf #161,Bumps gatsby-source-filesystem from 2.1.28 to 2.1.29. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
987,Input tweaks,0.62650126,"In addition this version includes many bug fixes and small propType changes for added API flexibility, thanks to all contributors.",Bumps execa from 2.0.4 to 2.0.5. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
988,docs: fix changelog,0.41675347,v5: Update Accordion (#5517) (5acddf3),,0
989,chore(deps): bump object-path from 0.11.4 to 0.11.8 in /www (#6117),0.5212349,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps gatsby-transformer-remark from 2.6.26 to 2.6.27. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
990,chore(deps-dev): bump dtslint from 0.7.7 to 0.7.8 (#3875),0.6304996,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps gatsby-remark-prismjs from 3.3.16 to 3.3.17. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
991,Merge pull request #203 from trentgrover-wf/locationFix,0.5065317,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps gatsby from 2.15.28 to 2.15.29. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
992,Fix SplitButton,0.78601944,fix types for DropdownButton and SplitButton (#5589) (df6024b),Bumps gatsby-plugin-mdx from 1.0.46 to 1.0.47. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
993,chore(deps): bump json5 from 1.0.1 to 1.0.2 in /www (#6527),0.48354977,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),fix(toggle-button-group): migrate to be ref forwarder,0
994,[fixed] Bug in Server vs Client side rendering of Navbar,0.6735995,"NavBar: navOpen ==> navExpanded, thanks @alasdaircs",fix(Popover): support for ref attribute,0
995,Merge pull request #76 from stevoland/feature/nav-buttons,0.56421584,v5: drop form row support (e156483),ci(actions): fix build not triggering on forked prs,0
996,React 0.12 support,0.721479,React 0.12 support! Thanks everyone.,,1
997,Update for React v0.14.0-rc1,0.7013701,2.0.0-rc.0 (2021-09-21),tests: reworked sometimes failing tests,1
998,test(CloseButton): migrate to rtl,0.58649135,RTL: Update tooltip classes (d87e377),Relevant to #4194.,0
999,Upgrade 'marked' to v.0.3.6 in package.json,0.51462847,2.0.0-beta.5 (2021-08-17),Basically the same deal as the React Overlays issue.,0
1000,Merge pull request #349 from cell303/master,0.5049515,use shared modal manager to sync container state (#5917) (46eb1bb),style: Rename variable in ,0
1001,chore(deps): bump @mdx-js/react from 1.0.16 to 1.0.20 in /www (#3842),0.5822085,"Requires React >= 0.12.0, massive thanks @trentgrover-wf, also @jquense ",fix(TabContent): support for ref attribute,0
1002,chore(deps-dev): bump husky from 2.1.0 to 2.2.0 (#3733),0.59141326,2.1.0 (2021-12-31),fix(ResponsiveEmbed): support for ref attribute,0
1003,Update ToggleButtonProps.inputRef typedef (#5586),0.77596366,v5: Refactor ToggleButton (4daed01),,1
1004,chore(deps): bump @babel/runtime from 7.5.4 to 7.5.5,0.6377579,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
1005,chore(deps-dev): bump dtslint from 0.6.2 to 0.7.0 (#3689),0.62893105,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
1006,update lock,0.46980408,update dependencies (#6587) (753dc53),,0
1007,Use different properties for mouseover and mouseout (#2908),0.47945353,v5: Set new arrow class for popover and tooltip (2ce3e08),,0
1008,chore(deps): bump gatsby-plugin-sass from 2.1.17 to 2.1.18 in /www,0.59295434,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),"The official term is ""function component"" Removed only found two occurrences",0
1009,Deprecate interpolation in ,0.48636916,isCollapsable -> collapsable,,0
1010,Modify tests for refactor,0.47372895,Better propType checking #163 #167,,0
1011,Release v0.32.2,0.83725685,2.0.0-beta.0 (2021-06-03),,1
1012,Fix intermittent slide animation,0.66876113,Carousel: fix crossfade animation (#5671) (a24ab44),,0
1013,Release 0.7.1,0.79726475,2.7.0 (2022-12-07),,1
1014,chore(deps): bump gatsby-remark-prismjs from 3.3.8 to 3.3.9 in /www,0.5077641,1.4.1 (2021-01-07),,0
1015,Merge pull request #1753 from taion/Modal-dialogComponentClass,0.5772356,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),,0
1016,chore(deps): bump gatsby from 2.4.2 to 2.4.3 in /www (#3769),0.59074587,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
1017,Merge pull request #643 from taion/docs-copyedit,0.48192537,InputGroup: fix export (#6060) (4bfc054),,0
1018,Assert that correct classes are applied,0.34669918,Modal: apply 'show' class when animation = false (#6447) (8f5e903),Bumps eslint-plugin-react from 7.14.3 to 7.16.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1019,chore(deps): bump lodash from 4.17.13 to 4.17.14 in /www (#4037),0.6274786,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps @types/react from 16.9.4 to 16.9.5. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1020,docs: fix playground tabbing and add copy button (#6608),0.5581542,Tabs: support passing custom attributes to Tab (#5879) (6afa734),Bumps react from 16.10.1 to 16.10.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1021,Merge pull request #8 from pieter-vanderwerff/tabbed-area-refactor,0.60284984,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps uncontrollable from 7.0.1 to 7.0.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1022,fix(types): Toast component (#4246),0.7876947,ToastContext: fix toast context type (#6073) (3fa3b28),Bumps react-test-renderer from 16.10.1 to 16.10.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1023,Merge pull request #803 from react-bootstrap/pagination-safe-anchor,0.5064803,"CollapsableMixin: Fixed not removing event handlers correctly, thanks @justjake",Bumps react-dom from 16.10.1 to 16.10.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1024,[fixed] update link to react-router-bootstrap in README,0.6703641,update react-overlays and @restart/hooks packages (#6333) (9654ca2),Bumps cross-env from 6.0.2 to 6.0.3. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1025,chore(ci): pin netlify node version to 16 (#6121),0.55254304,add NavbarOffcanvas component (#5999) (0bb7b42),Bumps react-dom from 16.10.1 to 16.10.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1026,NavItem includes anchor attributes on the li tag,0.57582486,"NavBar: navOpen ==> navExpanded, thanks @alasdaircs",Bumps react from 16.10.1 to 16.10.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1027,Update gatsby-node.js (#3112),0.5251313,v5: Update Accordion (#5517) (5acddf3),Bumps dom-helpers from 3.4.0 to 5.1.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1028,fix: Fix up accordions a bit (#3615),0.5244368,Carousel: Fix ref type (#5613) (4e28124),,0
1029,fix(Overlay): fix initial positioning of overlays (#6348),0.9336264,Overlay: fix initial positioning of overlays (#6348) (bdb89d5),,1
1030,"fix(Modal): set display block always, fixes #3399 (#3571)",0.6063949,FormSelect: fix props not being defined (#6106) (4dd40db),fix: Fix main and module,0
1031,docs(Form): Add info about noValidate (#5264),0.5447791,add SSRProvider (#6031) (ca97dc8),,0
1032,fix: separate state variables for Controlled example of Carousel,0.58141166,Carousel: Fix ref type (#5613) (4e28124),,0
1033,Use useContext in createBootstrapComponent instead of Consumer (#3556),0.55302,New Input component thanks to @liamcmitchell,Add 'as' prop to Form.Check,0
1034,Pass onMouseEnter and onMouseLeave to ,0.58973515,remove onSelect from DropdownItem,Bumps cross-env from 6.0.0 to 6.0.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1035,Fixed ButtonToolbar displayName,0.709188,v5: Drop toggle prop from ButtonGroup (64b78a5),Bumps husky from 3.0.7 to 3.0.8. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1036,Replace node-dev for supervisor,0.4175979,Change internal module system from ES6 modules -> CJS and general code clean up thanks to @kellec #158 ,Bumps react-live from 2.2.0 to 2.2.1. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1037,Fix removing already removed DOM els in FadeMixin,0.5965028,"FadeMixin: Fixed not fading in when element already had fade class, thanks @jquense","It can be useful to override the element/component used as the underlying form component. This was already possible in Form.Control via its ""as"" prop but not in Form.Check. Example use case: the Formik library provides form components which pull form context information and automatically control form element state and event handlers. It's possible to use its component for checkboxes or radio buttons by passing its Field component with this ""as"" prop to Form.Check. Closes #4565",0
1038,Merge pull request #685 from thetimbanks/popover-tooltip-animation,0.57636416,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps eslint from 6.4.0 to 6.5.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1039,Publish v2.0.0-beta.3,0.8306036,2.0.0-beta.3 (2021-07-15),Bumps lint-staged from 9.4.0 to 9.4.1. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1040,chore(deps): bump gatsby-remark-prismjs from 3.2.9 to 3.2.10 in /www (#3874),0.5409611,1.4.1 (2021-01-07),Bumps @types/react from 16.9.3 to 16.9.4. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1041,Forward ref (#3080),0.70555234,FormLabel: forward ref when rendering as Col (#5835) (af24cfa),docs: Added copy to clipboard option for import statements in API doc…,1
1042,affix bottom bounds fix,0.558051,Pagination: Wrap Pagination sub-components in forward refs (#6306) (2686ae3),users want to quickly copy the import statement from the documentation Update www/src/components/CopyImport.js Co-Authored-By: Jimmy Jia tesrin@gmail.com encapsulated both import display and copy into a single component docs: Added copy to clipboard option for import statements in API documentation users want to quickly copy the import statement from the documentation Update www/src/components/CopyImport.js Co-Authored-By: Jimmy Jia tesrin@gmail.com removed unused variable change the overlay text to indicate to the end-user that it's been copied after they click on it,0
1043,feat(Dropdown): add autoClose behaviour (#5873),0.9232773,Dropdown: add autoClose behaviour (#5873) (f5b511c),fix typings for Components passing props to other component by default (no change in intrinsics) run prettier fix Tabs also add $ExpectError test in simple.test.tsx to assert that invalid properties are not allowed include in simple.test.tsx cases using 'as' fixes,1
1044,fix: Allow tab to un/mount with transition (#4312),0.67222196,Tabs: migrate to restart/ui (8e3f3c2),Bumps react-dom from 16.9.0 to 16.10.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1045,chore(deps-dev): bump @4c/rollout from 1.3.7 to 1.3.9 (#4353),0.6185136,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps react from 16.9.0 to 16.10.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1046,fix: make each context unique to prevent them being optimized away by Parcel (#5181),0.46150535,"RTL: Update popover classes, fix placement proptypes (67bf18d)",Bumps react-dom from 16.9.0 to 16.10.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1047,docs(Toast): fix examples (#6567),0.7534722,docs: fix missing img on toast (fix #5729) (#5814) (488e5c0),Bumps @fortawesome/react-fontawesome from 0.1.4 to 0.1.5. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1048,fix: Fix DropdownToggleProps,0.6797855,fix types for DropdownButton and SplitButton (#5589) (df6024b),Bumps react from 16.9.0 to 16.10.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1049,chore(deps-dev): bump enzyme-adapter-react-16 from 1.11.2 to 1.12.1 (#3603),0.40630186,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps mocha from 6.2.0 to 6.2.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1050,Initial,0.4039876,nan,Bumps react-test-renderer from 16.9.0 to 16.10.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1051,Update LICENSE,0.4814027,v5: Update Badge classes (#5389) (651ae24),Bumps husky from 3.0.5 to 3.0.7. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1052,Merge pull request #2336 from taion/validateState-null,0.5401294,"CollapsableMixin: Fixed not removing event handlers correctly, thanks @justjake",,0
1053,Merge pull request #932 from AlexKVal/help,0.4966946,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps gatsby-remark-prismjs from 3.3.14 to 3.3.16. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1054,Merge pull request #673 from taion/button-input-example-warning,0.5918827,ToggleButtonGroup: remove extra onChange check (#6345) (52220e0),Bumps gatsby-plugin-catch-links from 2.1.10 to 2.1.12. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1055,docs(Carousel): added a crossfade example (#5668),0.6054772,Carousel: fix crossfade animation (#5671) (a24ab44),Bumps gatsby-plugin-mdx from 1.0.44 to 1.0.46. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1056,"""Release v0.15.1""",0.71435034,1.5.0 (2021-02-16),Bumps gatsby from 2.15.26 to 2.15.28. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1057,chore(deps): update dependency gh-pages to v3 (#5206),0.6376784,update dependencies (#6587) (753dc53),Bumps lint-staged from 9.3.0 to 9.4.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1058,chore(deps): bump @mdx-js/react from 1.3.0 to 1.3.1 in /www,0.5197059,"Requires React >= 0.12.0, massive thanks @trentgrover-wf, also @jquense ",Bumps gatsby-plugin-sass from 2.1.15 to 2.1.17. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1059,Merge pull request #148 from JamesTrigg/patch-1,0.5118786,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps gatsby-source-filesystem from 2.1.26 to 2.1.28. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1060,Add react-bootstrap-extended to the related modules section (#2690),0.6236193,Renamed Collapsable component props to be more Bootstrap-y,Bumps gatsby-transformer-remark from 2.6.24 to 2.6.26. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1061,Merge pull request #70 from pieterv/nav-onselect-fix,0.6066463,NavDropdown: fix onSelect type (#6151) (253c998),"The TypeScript maintainers recommend putting @types/* packages in dependencies instead of devDependencies. link When using pnpm (a really awesome package manager that attempts to solve the issues with phantom dependencies), I have to manually add @types/react to the list of dependencies in order to get this package to work. For more on phantom dependencies: link/",0
1062,ci(actions): fix build not triggering on forked prs,0.5392853,FormSelect: fix props not being defined (#6106) (4dd40db),Bumps astroturf from 0.9.17 to 0.9.18. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1063,Merge pull request #1608 from react-bootstrap/rm-deprecations,0.5787521,update react-overlays and @restart/hooks packages (#6333) (9654ca2),Bumps @types/react from 16.9.2 to 16.9.3. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1064,Merge pull request #4049 from react-bootstrap/dependabot/npm_and_yarn/www/gatsby-2.13.15,0.5554472,update react-overlays and @restart/hooks packages (#6333) (9654ca2),Bumps gatsby from 2.15.22 to 2.15.26. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1065,chore(deps): bump url-parse from 1.5.3 to 1.5.7 in /www (#6251),0.46869048,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),,0
1066,fix: fix exports and types (#5969),0.95352125,fix exports and types (#5969) (3531dc8),Bumps @fortawesome/free-brands-svg-icons from 5.11.1 to 5.11.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1067,chore: Update all dependencies (#4072),0.7620065,update dependencies (#6587) (753dc53),Bumps @fortawesome/free-solid-svg-icons from 5.11.1 to 5.11.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1068,Add defaultOpen to Dropdown propTypes,0.6890845,defaultIsOpen -> defaultExpanded,Bumps @babel/runtime from 7.6.0 to 7.6.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1069,Merge pull request #1183 from insin/button-type-docs,0.5521643,v5: Drop InputGroupPrepend and InputGroupAppend (#5351) (8e73b63),Bumps @babel/core from 7.6.0 to 7.6.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1070,Merge pull request #953 from ncnlinh/patch-2,0.50521886,feat(NavLink)!: migrate to restart/ui (87bf01a),Bumps @babel/register from 7.6.0 to 7.6.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1071,Merge pull request #703 from react-bootstrap/new-logo-survey,0.5522163,"FormCheck: fix Form.Check.Label spacing (#5983) (250655c), closes /github.com/react-bootstrap/react-bootstrap/issues/5938#issuecomment-883704209",Bumps @fortawesome/fontawesome-svg-core from 1.2.24 to 1.2.25. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1072,Merge pull request #66 from dkastner/fix/modal-backdrop-click,0.5616106,Dropdown: fix html structure when inside InputGroup (#5713) (d4b086a),Bumps @mdx-js/mdx from 1.4.5 to 1.5.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1073,[fixed] ModalTrigger passes onFocus prop and onBlur prop to child,0.5995462,Modal: fix autofocus for inputs when animation is enabled (#6278) (08e1bbc),Bumps @babel/cli from 7.6.0 to 7.6.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1074,Release v0.24.0-alpha.0,0.87645084,2.0.0-alpha.0 (2021-03-13),Bumps sinon from 7.4.2 to 7.5.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1075,feat: Add Carousel touch support via Hammer.js,0.5261952,Carousel: add indicatorLabels prop and fix indicator styling (#5773) (0f7b39d),Bumps webpack from 4.40.2 to 4.41.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1076,Remove restoreFocusOptions default prop,0.658897,removes alignRight and menuAlign props in favor of align,Bumps gatsby-plugin-mdx from 1.0.43 to 1.0.44. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1077,Merge pull request #712 from react-bootstrap/remove-logo-survey-link,0.5347854,"FormCheck: fix Form.Check.Label spacing (#5983) (250655c), closes /github.com/react-bootstrap/react-bootstrap/issues/5938#issuecomment-883704209",Bumps gatsby from 2.15.20 to 2.15.22. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1078,Merge pull request #857 from react-bootstrap/accessibility,0.5445336,update react-overlays and @restart/hooks packages (#6333) (9654ca2),chore(deps-dev): bump colors from 1.3.3 to 1.4.0,0
1079,[changed] deprecate 'utils/CustomPropTypes' exporting,0.66729313,fix exports and types (#5969) (3531dc8),Bumps @restart/hooks from 0.3.13 to 0.3.14. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1080,Merge branch 'master' into v0.26-rc lift-up,0.44086623,migrate components to restart/ui (73a559e),Bumps @restart/hooks from 0.3.13 to 0.3.14. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1081,docs(Badge): remove information about padding (#6043),0.57698613,"refactor(CardColumns)!: remove component (#6030) (d36718f), closes #6030",Bumps gatsby-source-filesystem from 2.1.25 to 2.1.26. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1082,Fix ComponentsPage ScrollSpy - last section active,0.62574387,Pagination: Wrap Pagination sub-components in forward refs (#6306) (2686ae3),Bumps codecov from 3.6.0 to 3.6.1. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1083,Merge branch 'master' into pr540,0.37588966,migrate components to restart/ui (73a559e),Bumps gatsby from 2.15.19 to 2.15.20. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1084,chore(deps-dev): bump dtslint from 2.0.1 to 2.0.2,0.55205023,2.0.3 (2021-12-01),Bumps lint-staged from 9.2.5 to 9.3.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1085,"fix: refactor Modal, add ref deprecation warning (#5132)",0.6902874,"Modal: Fix wrong types on ModalProps (#6022) (18ef232), closes #5894",Bumps colors from 1.3.3 to 1.4.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1086,Fix warnings in tests,0.52230835,types: fix type of 'safeFindDOMNode' function (#6465) (f2f1847),Bumps gatsby from 2.15.18 to 2.15.19. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1087,chore(deps): bump gatsby-remark-prismjs from 3.3.20 to 3.3.21 in /www,0.5463447,1.4.1 (2021-01-07),Bumps gatsby-remark-prismjs from 3.3.13 to 3.3.14. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1088,"fix: use upstream types and fix Overlay, Modal, Tooltip, and Popover … (#5124)",0.6924024,DropdownMenu: Fix base styles being overridden by popper styles (#5466) (aec9151),Bumps dtslint from 0.9.6 to 0.9.8. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1089,Typo fix in overlays.js (#3745),0.63491666,Overlay: fix initial positioning of overlays (#6348) (bdb89d5),Bumps gatsby-source-filesystem from 2.1.24 to 2.1.25. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1090,figured this test was unnecessary. also fixed some linting errors. for #2711,0.51753867,Better propType checking #163 #167,Bumps gatsby-plugin-catch-links from 2.1.9 to 2.1.10. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1091,[changed] collapsable => collapsible property,0.7669059,isCollapsable -> collapsable,,1
1092,chore(deps): bump gatsby from 2.6.0 to 2.7.1 in /www (#3830),0.60299397,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps codecov from 3.5.0 to 3.6.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1093,fix(Offcanvas): prevent children mounting twice on show when not responsive (#6416),0.94223017,Offcanvas: prevent children mounting twice on show when not responsive (#6416) (e2c4eeb),Bumps gatsby-transformer-remark from 2.6.23 to 2.6.24. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1094,[added] lower level tab components,0.69313216,Tabs: allow fill and justify settings for tabs (#6391) (239c459),Bumps gatsby-link from 2.2.14 to 2.2.15. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1095,feat(Carousel): add RTL keyboard support (#5855),0.92333925,Carousel: add RTL keyboard support (#5855) (4bbf8ac),Bumps gatsby-plugin-sass from 2.1.14 to 2.1.15. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
1096,Remove docs for deprecated ,0.54660845,remove unused files from build output,"Found a typo in the ToggleButton component, which blocks disabling Togglebuttons.",0
1097,chore(deps-dev): bump sinon from 7.4.0 to 7.4.1,0.56824493,bump @restart/hooks to v0.4.6 (#6294) (dceb74b),Bumps gatsby from 2.15.16 to 2.15.18. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
1098,Merge pull request #636 from react-bootstrap/revert-635-revert-630-TravisChrome,0.6286603,update react-overlays and @restart/hooks packages (#6333) (9654ca2),Bumps @fortawesome/fontawesome-svg-core from 1.2.22 to 1.2.24. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
