Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
209,Merge pull request #21 from vinkla/patch-3,0.46510068,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),Correctly order assertions and accompanying tests,0
210,Merge pull request #760 from laravel/phpunit-9,0.64208114,Drop PHPUnit 7 by @driesvints in link,Formatting Add test for assertValue() Customise error message returned by assertValue() Formatting Add test for assertDialogOpened() Add tests for assertVue() /  assertVueIsNot() Customise error messages returned by assertVue() / assertVueIsNot() Add tests for assertInputValue() / assertInputValueIsNot(),0
211,Update dependencies,0.72512233,Update Symfony dependencies to latest version (788e79c),Formatting Add tests for assertChecked() /  assertNotChecked() Add tests for assertRadioSelected() /  assertRadioNotSelected() Add tests for assertSelected() /  assertNotSelected() Add tests for assertSelectHasOptions() /  assertSelectMissingOptions() Add tests for assertSelectHasOption() /  assertSelectMissingOption() Add tests for assertVisible() /  assertMissing() Add tests for assertSee() /  assertDontSee() Add tests for assertSourceHas() /  assertSourceMissing(),1
212,Merge pull request #711 from browner12/patch-1,0.475774,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
213,Merge pull request #737 from laravel/update-webdriver-version,0.5508994,Remove php-webdriver constraints (#737),,0
214,Merge pull request #192 from deleugpn/doc-block,0.4608066,Bump dependencies by @driesvints in link,Conflicts: CHANGELOG.md,0
215,Merge pull request #292 from deleugpn/patch-1,0.49805555,Drop PHPUnit 7 by @driesvints in link,,0
216,Merge pull request #365 from deleugpn/revert-364-2.0,0.47060236,Drop PHPUnit 7 by @driesvints in link,"Vue 3 no longer adds a vue property to DOM nodes to allow querying for props. Instead the __vueParentComponent must be inspected. Its 'ctx' property will return the: passed in component props data() computed props When Dusk is looking up the Vue prop value of a DOM node, it will first look for a Vue 2 vue property, then fallback to __vueParentComponent.ctx for Vue 3.",0
217,PHP 8 Support (#831),0.99127954,PHP 8 Support (#833)  ﻿,Conflicts: .github/workflows/tests.yml CHANGELOG.md,1
218,make screenshot dir configurable,0.70435053,Allow saving screenshots in a subdirectory (#662),,1
219,formatting,0.44137546,Fit content to  instead of  (#726),"Revert ""Revert ""PHP 8 Support (#831)"""" This reverts commit c005c11576daef5b955b6650b37aa3f403391039. Bump php-webdriver Exclude non compatible phpunit versions",0
220,[7.x] Add support for arm64 macOS (#869),0.9212507,Add support for Mac ARM64 architecture (#876)﻿,Conflicts: CHANGELOG.md,1
221,Update minimum webdriver version,0.6067624,Update minimum Laravel version (fcb2226),,0
222,[6.x] Add assertNotPresent() assertion (#879),0.95989645,Add assertNotPresent() assertion (#879)﻿,,1
223,tweak testing env setup,0.4287899,Allow dotenv 5.0 to be installed (#803),,0
224,[6.x] Try clicking all elements before throwing ElementClickInterceptedException (#989),0.8519578,Try clicking all elements before throwing ElementClickInterceptedException by @SjorsO in link,,1
225,Add assertQueryStringHas() tests,0.6139616,Add assert attribute methods (#751),,0
226,Merge pull request #156 from themsaid/addStop,0.5543338,Fix assertVueContains and assertVueDoesNotContain (#638),This reverts commit 0736268d018d34421aa0c21fe9916ca599816ebe.,0
227,Provide test coverage for whenAvailable() (#930),0.40403682,Support waiting for URLs with waitForLocation (#916)﻿,,0
228,Update .gitignore,0.593919,Updated,,0
229,Update email address,0.62537706,Updated,,0
230,Merge pull request #75 from mnabialek/master-add-options-param-docblock,0.5069335,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
231,Add latest version of facebook WebDriver,0.9262674,Add latest version of Facebook Webdriver (#654),,1
232,remove unnecessary whitespace,0.50754666,Removed,[6.x] add missing change for v6.8.0,0
233,Remove useless test statement,0.46984154,Removed,,0
234,Removed unused import,0.619972,Removed,,0
235,Use same chrome driver as system chrome (#1010),0.7146642,"Implement ChromeDriverCommand (#643, 60339a5, #644) ",Conflicts: CHANGELOG.md,1
236,Remove unused WebDriverBy class,0.57921845,Remove php-webdriver constraints (#737),,0
237,Merge branch '3.0',0.43611598,Bumped minimum Symfony dependencies to 4.3 (1ee28e1),,0
238,Apply fixes from StyleCI (#902),0.6091397,Fix unicode support in appendSlowly method (#907),[6.x] Update the badges to use shields.io,0
239,clean up code,0.54911196,Refactor redundant purging methods (#886)﻿,,0
240,Create pull-requests.yml,0.4984901,Add clickAndWaitForReload by @SjorsO in link,"Allow to utilise browser ""about:blank"" page. Tested: - Chrome - Firefox - Safari This would be useful to stop page to executing any ajax when completing each test. In my case, keep seeing page error between teardown and setup for next test when using chrome (with GUI). Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com Update Browser.php Co-authored-by: Taylor Otwell taylor@laravel.com",0
241,Size sanity check at fitContent (fixes #729),0.9756602,Size sanity check at fitContent (#730),,1
242,Ensure the DISPLAY variable is set when the env variable is empty,0.40095773,Fix assertValue for select elements (#942),,0
243,Merge pull request #117 from sileence/browser_dump,0.5109821,Drop PHPUnit v8 by @driesvints in link,,0
244,add assertions for url host and port,0.5185589,Domain routing should only be optional (#776),,0
245,Allow to pass array for select multiple. (#904),0.99364084,Allow to pass array for select multiple (#904),only choose a random element from a  input if no second parameter is passed,1
246,Merge pull request #767 from u01jmg3/6.x,0.45728114,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),Conflicts: CHANGELOG.md,0
247,Exlude php 7.2 and Laravel 8,0.72708356,Drop old PHP and Laravel versions by @driesvints in link,,1
248,add doc block,0.45942736,"Add clickAtXPath (#723, effe73d)",,0
249,Merge pull request #18 from rogervila/master,0.49556372,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),"if an assertion has been made against the source code, capture the source code for analysis",0
250,Merge pull request #828 from browner12/patch-1,0.4660277,Allow passing mixed to assertVue and assertVueIsNot (#853)﻿,,0
251,Merge pull request #800 from laravel/laravel8,0.50915307,Drop PHPUnit v8 by @driesvints in link,,0
252,"use selector to double click, and to click and hold (#848)",0.76332533,"Use selector to double click, and to click and hold by @rodrigopedra in link",,1
253,Merge branch 'check-radio-provided-with-value' of link into ockle-check-radio-provided-with-value,0.3877104,Add assertIndeterminate assertion for checkbox. by @crynobone in link,,0
254,Apply fixes from StyleCI (#807),0.616272,Fix unicode support in appendSlowly method (#907),,0
255,Re-order use statements,0.36063397,Add assertNotPresent() assertion (#879)﻿,Conflicts: CHANGELOG.md,0
256,Fixes,0.5902527,Updated,,0
257,Merge pull request #123 from schreck84/fix-fluent-syntax,0.55520236,Fix assertVueContains and assertVueDoesNotContain (#638),this conditional was basically blocking all content fitting from happening.,0
258,fixed proxy for getting latest version (#805),0.94843405,Allow proxy for getting latest version (#805),Conflicts: CHANGELOG.md,1
259,Use $browser given from closure to received scoped selector.,0.685055,Support executing closures outside of the current selector scope (#784),,0
260,Merge pull request #769 from mr-feek/mr-feek-patch-1,0.45478952,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),Update phpunit.xml stub to PHPUnit 9.3.0 format,0
261,Update ElementResolver.php,0.63489974,Rename php-webdriver package (#720),,0
262,Provide Dusk logout route in order to avoid potential issues with the app’s logout route.,0.7125061,"Allow Dusk route to be configurable (#774, 668289a)","PHPUnit 9.3.0 changed coverage filtering from filter tag to coverage tag. This pull request adds coverage element to phpunit.xml stub, so that both older and newer versions of PHPUnit has valid coverage configuration. Once dependencies go past phpunit@^9.3, filter element can be removed. This change introduces 'element not expected' warnings on all PHPUnit versions.  I believe it's not harmful as PHPUnit ignores unrecognized tags. Of course, there should be a better way to gracefully deprecate older PHPUnit versions. I'd be glad if someone suggests one.",1
263,Fix storing page source to disk when source assertions fail. (#976),0.89872146,Fix storing page source to disk when source assertions fail. by @calmdev in link,,1
264,Merge pull request #67 from alex-LE/master,0.45776922,Bump dependencies by @driesvints in link,,0
265,Changed input assertion to check textarea,0.623955,"Add new assertion assertAttributeContains() (#931, ab47680)",,0
266,Merge pull request #51 from splatEric/master,0.4795968,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),Add missing parentheses,0
267,Add Windows support,0.45225587,Add support for Mac ARM64 architecture (#876)﻿,,0
268,Add PHP 8.1 support,0.8475567,Support PHPUnit 8 (788e79c),,1
269,Uses Pest if available,0.71945083,Uses Pest if available by @nunomaduro in link,,1
270,Update phpunit.xml.dist,0.48266673,Updated,,0
271,Merge pull request #231 from deleugpn/changelog,0.4382156,Drop PHPUnit 7 by @driesvints in link,,0
272,Add Laravel 5.8 support,0.88357204,Support Laravel 5.8 (5b2e9aa),Update phpdotenv requirement to ^5.0 for Laravel 8,1
273,Update link,0.7331648,Updated,"Laravel 8 includes  ""vlucas/phpdotenv"": ""^5.0"", We need to update this requirement",1
274,Allow falsy value,0.52266276,Allow passing mixed to assertVue and assertVueIsNot (#853)﻿,,0
275,remove broken settings,0.52989864,Removed,Conflicts: .github/workflows/tests.yml CHANGELOG.md,0
276,Merge pull request #617 from staudenmeir/cookie,0.5793507,Fix cookies with falsey values (#617),[6.x] Support Laravel 8,0
277,Add Chromium path for Debian 10 (#855),1.0,Add Chromium path for Debian 10 (#855),,1
278,Catch NoSuchCookieException when getting cookie,0.6567874,Fix cookies with falsey values (#617),,0
279,Merge pull request #625 from staudenmeir/page-assert,0.53176785,Drop PHPUnit 7 by @driesvints in link,,0
280,Adds PHPUnit 10 support  (#1023),0.7915555,Adds PHPUnit 10 support  by @crynobone in link,Update tests.yml,1
281,allow user to select a random option from dropdown field,0.5387176,Fix choosing random elements on  (#822),,0
282,support auto-discovery coming in Laravel 5.5,0.67639947,Laravel 9 Support (#956),793 - Pass ssl-no-verify option into latestVersion 793 - Fix styleCI quotes Update ChromeDriverCommand.php Update ChromeDriverCommand.php Co-authored-by: Dries Vints dries@vints.io,0
283,Merge pull request #19 from vinkla/patch-1,0.47272596,Bump dependencies by @driesvints in link,Update docblocks to clarify the type of cookie: unencrypted Update docblocks to clarify the type of cookie: encrypted,0
284,Merge pull request #41 from fetzi/master,0.3893999,Refactor redundant purging methods (#886)﻿,Conflicts: CHANGELOG.md,0
285,Merge pull request #201 from diegofelix/patch-1,0.5541785,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
286,Add new assertion assertAttributeContains(),0.92295754,"Add new assertion assertAttributeContains() (#931, ab47680)",,1
287,simplify use of consistent PHP binary for command,0.484635,Avoid deprecation messages on PHPUnit 8 (#620),Conflicts: CHANGELOG.md,0
288,fit content to  instead of ,0.7971356,Fit content to  instead of  (#726),,1
289,[6.x] Add assertInputPresent and assertInputMissing assertions (#914),0.96296823,Add assertInputPresent and assertInputMissing assertions (#914),,1
290,Merge pull request #47 from sileence/docblock,0.4983476,Fix PHPUnit v10 stubs by @driesvints in link,[6.x] Support executing closures outside of the current selector scope,0
291,Merge pull request #766 from u01jmg3/6.x,0.4534111,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
292,Laravel bugfix,0.7529481,Support Laravel 5.8 (5b2e9aa),Conflicts: CHANGELOG.md,1
293,Merge branch '3.0-allow-to-use-env' of link into mnabialek-3.0-allow-to-use-env,0.44010335,Add hasStartMaximizedEnabled method by @roksprogar in link,,0
294,update readme,0.65304804,Updated,[6.x] Fix for cookie assertions,0
295,Add global wait time default on Browser.php,0.6095863,Support waiting for URLs with waitForLocation (#916)﻿,,0
296,Merge pull request #214 from duncan3dc/id-with-colon,0.51035136,Drop PHPUnit 7 by @driesvints in link,[6.x] Domain routing should only be optional.,0
297,add readme,0.45897108,"Add clickAtXPath (#723, effe73d)",,0
298,Merge pull request #778 from funkjedi/fix-cookies,0.611156,Fix cookies with falsey values (#617),This fix failing test when running Dusk within Package Development environment. e.g: link Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
299,Import Browser class,0.64878535,Fix for class imports (#905)﻿,,0
300,tweak env handling,0.5809673,"Add graceful handler for SIGINT for .env restoration (#682, f843b8a)",,0
301,assertVue*() methods support Vue 3 (#834),0.95290387,Add Vue 3 support to the assertVue*() methods (#834)﻿,,1
302,Add assertion tests,0.73578477,Add assertNotPresent() assertion (#879)﻿,,1
303,Use beStrictAboutTestsThatDoNotTestAnything in phpunit.xml,0.45611018,Add assertInputPresent and assertInputMissing assertions (#914),,0
304,Merge pull request #507 from browner12/url-messages,0.48010525,Drop PHPUnit 7 by @driesvints in link,,0
305,"Revert ""extend base .env values instead of redefining in .env.dusk.local""",0.40906802,"Add graceful handler for SIGINT for .env restoration (#682, f843b8a)",[6.x] Uses Pest if available,0
306,Unify namespaces,0.34374806,Uses PHP Native Type Declarations 🐘  by @nunomaduro in link,,0
307,Merge pull request #76 from mnabialek/master-docblock-consistent-spacing,0.50437963,Automatically fit content on failures (#704),chore: update docblock to valid docblock,0
308,Update composer.json,0.48376566,Update jQuery file (#721),dynamic isn't a valid annotation. This breaks static analyzers. Found this: link,0
309,revert port,0.4659941,Redirect page to previous URL after asserting authentication (#912)﻿,Conflicts: CHANGELOG.md,0
310,Fix tests (#1021),0.5750181,Fix with() and page assertions (#625),,0
311,"Revert ""Allow custom chromedriver install path (#1007)"" (#1008)",0.69265795,"Implement ChromeDriverCommand (#643, 60339a5, #644) ",Support navigating forward in the browser,0
312,Remove unnecessary construct override,0.43464136,Add assertInputPresent and assertInputMissing assertions (#914),,0
313,assertVue*() methods support Vue 3 composition API (#969),0.86544746,assertVue*() methods support Vue 3 composition API by @derekmd in link,[6.x] Support scrolling an element into view,1
314,Merge pull request #581 from laravel/test-7.3,0.4548729,Bump dependencies by @driesvints in link,,0
315,Add missing param to DocBlock,0.5167101,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),Conflicts: CHANGELOG.md,0
316,Create issues.yml,0.48510084,Fix assertVueContains and assertVueDoesNotContain (#638),,0
317,Cleanup toProcess method,0.62359464,Refactor redundant purging methods (#886)﻿,[6.x] Trim trailing slash,0
318,fix id selector matching,0.5554949,Fix assertValue for select elements (#942),,0
319,Add waitForReload method to wait for page reload to continue,0.66954213,Add waitUntilEnabled and waitUntilDisabled (#918)﻿,Conflicts: CHANGELOG.md,0
320,Merge branch '6.x',0.32433653,Add support for Mac ARM64 architecture (#876)﻿,,0
321,[6.x] Add $seconds options to Browser::elseWhenAvailable() (#865),0.9674783,Add $seconds options to Browser::elseWhenAvailable() (#865)﻿,[7.x] Drop PHPUnit 7,1
322,Update docblocks (#844),0.5304716,Updated,,0
323,Merge pull request #589 from dkulyk/checkbox_without_name,0.4134682,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
324,style-ci,0.39692178,Adds typeSlowly & appendSlowly (#748),,0
325,Merge pull request #12 from vinkla/patch-2,0.46122143,Bump dependencies by @driesvints in link,This reverts commit 72932c8502ff65017014c94cd36eee8561e746c4.,0
326,Upgraded ChromeDriver to 2.32,0.7630146,Improve detection of latest stable ChromeDriver release (#677),,1
327,Add option to disable direct tty output,0.46103066,"Use custom DISPLAY variable when set on Linux (#613, 2480495)",,0
328,fix extension,0.5389737,Fix unicode support in appendSlowly method (#907),,0
329,Merge pull request #720 from OndraM/patch-2,0.48198587,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
330,Make url() method on Page mandatory,0.5354773,assertVue*() methods support Vue 3 composition API by @derekmd in link,,0
331,Add the assert route is method.,0.5686183,Add assertNotPresent() assertion (#879)﻿,[6.x] Fix tests,0
332,Replace ProcessBuilder with Process and remove redundant method.,0.61064285,Refactor redundant purging methods (#886)﻿,,0
333,Codestyle,0.5450467,Adds typeSlowly & appendSlowly (#748),,0
334,Merge pull request #181 from acidjazz/master,0.44068918,Bump dependencies by @driesvints in link,,0
335,Move commands to boot method (#884),0.9999998,Move commands to boot method (#884),[6.x] PHPUnit 9,1
336,Fixed unused and incorrect cookie expiry variable,0.6694832,Fix cookies with falsey values (#617),,0
337,Merge pull request #587 from driesvints/unify-namespaces,0.54307365,Drop PHPUnit 7 by @driesvints in link,,0
338,Attempt to solve TTY issue,0.45407352,Fix assertVueContains and assertVueDoesNotContain (#638),,0
339,Add dusk route prefix,0.7458666,"Allow Dusk route to be configurable (#774, 668289a)",Conflicts: CHANGELOG.md,1
340,Add .editorconfig,0.4907496,Update fitContent() (#717),[6.x] Allow to install Laravel 8.,0
341,Add tests for screenshot and console filenames,0.5347111,Allow saving screenshots in a subdirectory (#662),,0
342,Add assert source has and assert source missing methods,0.61431634,Fix assertVueContains and assertVueDoesNotContain (#638),Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
343,Wrap path in quotes,0.49735606,scrollTo: add support for selectors with quotes (#697),,0
344,Fix the page stub,0.6677513,Fix with() and page assertions (#625),,0
345,Fix Call to undefined method [appendWithPauses],0.8522196,Fix Call to undefined method (#750),,1
346,Merge pull request #577 from staudenmeir/purge,0.51533544,Refactor redundant purging methods (#886)﻿,[5.x] Avoid throwing exception on production.,0
347,Fix DuskCommand syntax mistake,0.6324889,Make DuskCommand compatible with Pest (#913),Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
348,Merge pull request #271 from masterwto/patch-1,0.48014233,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),The risk of running Dusk in production revolve assigning unsecure routing to assist testing with Dusk. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
349,Merge pull request #228 from deleugpn/single-quotes-on-links,0.5233134,Drop PHPUnit 7 by @driesvints in link,,0
350,Merge pull request #368 from alexbowers/2.0,0.4824317,Fix assertVueContains and assertVueDoesNotContain (#638),[5.x] Add assert attribute methods,0
351,"Revert ""Use proper PHPUnit assertions""",0.6237699,Avoid deprecation messages on PHPUnit 8 (#620),,0
352,Use configured UserProvider instead of Eloquent to retrieve user instance,0.41553324,Add ProvidesBrowser::getCallerName() (#725),,0
353,[6.x] Tweak cookie() and plainCookie() return types (#941),0.5895355,Fix for cookie assertions (#778),,0
354,fix check,0.51468647,Fix with() and page assertions (#625),Fix Call to undefined method [appendWithPauses],0
355,PHPUnit v10 (#863),0.81960106,"PHPUnit 9 support (2770f25, 45ae210)",Currently the method typeSlowly throws a BadMethodCallException: Call to undefined method [appendWithPauses]. The cause of this is that the typeSlowly method should be calling the appendSlowly instead of appendWithPauses.,1
356,[6.x] Add waitUntilEnabled and waitUntilDisabled (#918),0.94377905,Add waitUntilEnabled and waitUntilDisabled (#918)﻿,,1
357,Purging console files before starting tests,0.59328556,Add purge console command (#887),Conflicts: CHANGELOG.md,0
358,browser and element resolver tests,0.47708,Support navigating forward in the browser (#767),,0
359,[6.x] Pass ssl-no-verify option into latestVersion of ChromeDriver install (#794),0.9821308,Pass ssl-no-verify option into latestVersion of ChromeDriver install (#794),"[5.x] Adds typeWithPauses(), appendWithPauses() methods",1
360,ordering,0.34339398,﻿,,0
361,Merge pull request #476 from laravel/revert-472-3.0,0.45853102,Drop PHPUnit 7 by @driesvints in link,,0
362,Matches the end of a line,0.43345988,Trim trailing slash (#764),,0
363,Fixes link assertion with single or double quote (#965),0.5553116,Fix with() and page assertions (#625),Conflicts: .travis.yml,0
364,Test against PHP 7.2,0.6323691,Support PHPUnit 8 (788e79c),[5.x] Switch to Github Actions,0
365,update assertions,0.7165149,Updated,,1
366,Cleanup gitignore,0.48011142,Refactor redundant purging methods (#886)﻿,Conflicts: CHANGELOG.md composer.json,0
367,Merge pull request #333 from hmazter/master,0.4548915,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
368,fix method names,0.58218634,Fix assertVueContains and assertVueDoesNotContain (#638),[5.x] Update minimum webdriver version,0
369,Adds back PHP_BINARY to phpunit process,0.4749998,"PHPUnit 9 support (2770f25, 45ae210)",,0
370,Test on PHP 8.2 (#1003),0.69940674,PHP 8 Support (#833)  ﻿,[5.x] Bugfix quoting for InteractsWithElements::value,0
371,Fix broken console log tests,0.42925364,Add purge console command (#887),(cherry picked from commit 24be4cf6692f426ca4860aaf338c1ce898e2544f),0
372,first,0.3808513,﻿,(cherry picked from commit c2f665e508e02affc2e763f4f2dfb9445de49b29),0
373,update fitContent(),0.93029356,Update fitContent() (#717),(cherry picked from commit 348ac6c5d600a3089b380cda426e5c151253a6c2),1
374,Update gitattributes,0.60680115,Updated,Conflicts: CHANGELOG.md composer.json,0
375,Merge pull request #598 from kapi2289/wait-until-vue,0.5513013,Add waitUntilEnabled and waitUntilDisabled (#918)﻿,[6.x] Bugfix quoting for InteractsWithElements::value,0
376,Change data-dusk attribute to just 'dusk',0.36926115,"Revert ""feat: add alternative tag for element selection"" by @driesvints in link",,0
377,Merge pull request #25 from drawmyattention/fix-remove-import,0.6571983,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
378,Merge branch 'master' of link into helmut-master,0.3956176,Bump dependencies by @driesvints in link,,0
379,Add note for setting the APP_URI setting in .env,0.45634875,"Add graceful handler for SIGINT for .env restoration (#682, f843b8a)",,0
380,Merge pull request #429 from carusogabriel/phpstan,0.62337613,Drop PHPUnit 7 by @driesvints in link,[5.x] Lock php-webdriver constraints for now,0
381,fix formatting,0.48747963,Automatically fit content on failures (#704),,0
382,Merge pull request #546 from derekmd/dont-serialize-cookies,0.58388305,Fix cookies with falsey values (#617),[5.0] do not nest conditionals,0
383,Merge pull request #20 from vinkla/patch-2,0.4561751,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
384,Allow dusk attribute selectors to be chained (#1034),0.7948251,Allow dusk attribute selectors to be chained by @JayBizzle in link,Size sanity check at fitContent (fixes #729),1
385,Tweak stub.,0.51880145,﻿,,0
386,Merge pull request #513 from staudenmeir/assertions,0.5276387,Allow passing mixed to assertVue and assertVueIsNot (#853)﻿,,0
387,Add the possibility to extend the browser class.,0.6335746,Add option to fullsize the browser (#655),[5.0] Adds the missing import for InteractsWithMouse@clickAtXPath,0
388,Merge pull request #176 from sahibalejandro/master,0.47738045,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
389,update binaries,0.58219707,Updated,,0
390,"Revert ""Adds back PHP_BINARY to phpunit process""",0.47217816,Rename php-webdriver package (#720),Conflicts: CHANGELOG.md composer.json,0
391,add Chrome driver auto detection,0.951944,Add Chrome driver auto detection (#816)﻿,,1
392,Add .styleci.yml to .gitattributes,0.45378765,Adds typeSlowly & appendSlowly (#748),[5.0] Fit content to  instead of ,0
393,Merge pull request #517 from jk3us/patch-2,0.45306483,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),"most browsers apply a margin of 8px to the  tag automatically. it's very common for most CSS frameworks to ""normalize"" this to zero, which is why for most people the  size and the  size are the same. since it's not the case for everyone, we can use the  size here instead.",0
394,add fails command,0.52409863,Fix assertVueContains and assertVueDoesNotContain (#638),[5.x] Add ProvidesBrowser::getCallerName();,0
395,Log console content into files,0.3979064,Add purge console command (#887),This would allow better support when we need to use laravel/dusk outside of PHPUnit\Framework\TestCase. Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
396,Merge pull request #199 from bbashy/upgrade-chromedriver,0.47223568,Add purge console command (#887),,0
397,Adjust ChromeDriver command to beta releases,0.7398466,Improve detection of latest stable ChromeDriver release (#677),[5.0] Add InteractsWithMouse@clickByXPath,1
398,Loose the checking,0.47770926,Refactor redundant purging methods (#886)﻿,,0
399,Add Missing Type Hints and Fix Some Typos (#927),0.5360285,Adds typeSlowly & appendSlowly (#748),,0
400,"Revert ""Remove Laravel 8 dependencies""",0.73083794,Drop Laravel v6 & v7 support by @driesvints in link,,1
401,Merge pull request #282 from calebporzio/fix-wait-for-reload,0.53351337,Fix assertVueContains and assertVueDoesNotContain (#638),Update jQuery file,0
402,Merge pull request #549 from Wol/positionfix,0.50872636,Automatically fit content on failures (#704),,0
403,Remove no-suggest,0.6117345,Removed,Rename php-webdriver package,0
404,Merge pull request #235 from deleugpn/phpunit,0.6343868,Drop PHPUnit 7 by @driesvints in link,,0
405,Test PHPUnit 10 (#1026),0.68665236,Support PHPUnit 8 (788e79c),[5.0] update fitContent(),0
406,Merge pull request #472 from staudenmeir/3.0,0.4675487,Drop PHPUnit 7 by @driesvints in link,"if the user is in an iframe when a failure occurs, fitContent() will grab the dimensions of the iframe body, not the root body that we actually want. this change makes sure we switch back to the default scope before resizing the browser to fit the content.",0
407,Merge pull request #89 from ockle/quote-fields-and-values,0.52769494,Bugfix quoting for InteractsWithElements::value (#735),Conflicts: CHANGELOG.md,0
408,[6.x] Domain routing should only be optional.,0.893231,Domain routing should only be optional (#776),,1
409,Add assertDataAttribute method,0.76754725,Add assert attribute methods (#751),,1
410,Merge pull request #242 from deleugpn/changelog,0.44067168,Drop PHPUnit 7 by @driesvints in link,[5.0] Cast boolean values to appropriate string,0
411,Fix PHPDoc,0.68734205,Fix PHPUnit v10 stubs by @driesvints in link,,0
412,kiss,0.290246,﻿,cast boolean value to their appropriate string integer value.,0
413,Rename .editerconfig to .editorconfig,0.44531992,Fix updated Mac image name by @driesvints in link,[5.0] Add missing docblocks,0
414,Merge pull request #847 from crynobone/elsewhere-when-available,0.48506287,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
415,Merge pull request #39 from lkmadushan/use-jquery-explicitly,0.5006172,assertVue*() methods support Vue 3 composition API by @derekmd in link,[6.0] Update ElementResolver.php,0
416,Improve assertion tests,0.5584961,Add assertNotPresent() assertion (#879)﻿,[5.0] use FQN,0
417,Update 1_Bug_report.md,0.5631068,Updated,consistency,0
418,Add package url,0.5462216,Adds PHPUnit 10 support  by @crynobone in link,move the generic $field selector to the end of our firstOrFail priority list,0
419,fix spelling errors,0.3778239,Fix logout() when using AuthenticateSession middleware (#826)﻿,Conflicts: CHANGELOG.md,0
420,Prevent screenshot and console filename collisions,0.55755496,Allow saving screenshots in a subdirectory (#662),,0
421,Merge pull request #31 from spyric/patch-1,0.50115585,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
422,fix order,0.36241573,Changed,use FQN in docblock,0
423,Update ExampleTest.php,0.5764413,PHP 8 Support (#833)  ﻿,,0
424,Loosen up check even more,0.42898378,Updated,,0
425,Merge pull request #697 from mbardelmeijer/patch-4,0.47839764,Adds the missing import for InteractsWithMouse@clickAtXPath (#728),,0
426,Allowed to check checkboxes without the name attribute.,0.5431107,Add assertIndeterminate assertion for checkbox. by @crynobone in link,,0
427,working on jquery support,0.5790708,Add clickAndWaitForReload by @SjorsO in link,,0
428,[7.x] Remove chrome binaries (#873),0.77579206,Remove chrome binaries by @driesvints in link,,1
429,Make sure all option is executed,0.45028648,Add waitUntilEnabled and waitUntilDisabled (#918)﻿,,0
430,Merge pull request #661 from SjorsO/5.0,0.4837042,Add clickAndWaitForReload by @SjorsO in link,"[5.x] add ""waitUntilMissingText""",0
431,"Revert ""Attempt to solve TTY issue""",0.423695,Fix assertVueContains and assertVueDoesNotContain (#638),,0
432,Merge pull request #364 from austenc/2.0,0.46075317,Automatically fit content on failures (#704),,0
433,Merge pull request #111 from sileence/visit_route,0.47588712,Drop PHPUnit v8 by @driesvints in link,[5.0] automatically fit content on failures,0
434,Merge pull request #225 from deleugpn/revert-223-TTY,0.45391548,Drop PHPUnit 7 by @driesvints in link,,0
435,wip,0.36618233,"Add clickAtXPath (#723, effe73d)",,0
436,clean up formatting,0.43097967,Refactor redundant purging methods (#886)﻿,this will automatically resize the browser to fit the content before taking screenshots on failures.,0
437,Update ChromeDriverCommand.php,0.75143516,"Implement ChromeDriverCommand (#643, 60339a5, #644) ",,1
438,add missing period,0.395714,"Add ""waitUntilMissingText"" (#706)",[5.x] Test on PHP 7.4,0
439,Remove unused imports and parameters,0.57532203,Fix for class imports (#905)﻿,,0
440,Add extra issue links,0.61053514,Bump dependencies by @driesvints in link,"[5.0] Fix docs, import sorting in stubs",0
441,Update .styleci.yml,0.49161094,Update fitContent() (#717),,0
442,Merge pull request #226 from deleugpn/revert-223-TTY,0.46774086,Drop PHPUnit 7 by @driesvints in link,Conflicts: CHANGELOG.md composer.json,0
443,Redirect page to previous URL after asserting authentication (#912),0.9999999,Redirect page to previous URL after asserting authentication (#912)﻿,,1
