Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
211,Use correct resources path on OS X,0.40567794,"Replace extract-zip with cross-zip - on macOS/Linux, the zip binary is required; on Windows,",Bumps eslint-plugin-ava from 8.0.0 to 9.0.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
212,Cache node_modules instead of the NPM cache,0.6164663,cache is now cacheRoot,Bumps eslint-plugin-node from 9.2.0 to 10.0.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
213,Clarify asar options code,0.7027575,asar options can be specified as an Object (via the API) or with dot notation (via the CLI) -,,1
214,"Clarify linux icon notes; add note about icon extensions (refs: #125, #128)",0.49598303,"Upgrade electron-osx-sign to 0.5.0 which adds a new option, entitlementsForFile (#1189)",,0
215,Merge pull request #276 from develar/add-use-temp-dir-option,0.54265654,derefSymlinks option (#410),,0
216,Add --no-bin-links argument to npm install,0.49166548,Ignore node_gyp_bins directory if it exists,,0
217,5.2.1,0.6424602,  1.8.0 or above (#711),,0
218,"add basic tests, remove unused folder, make linux out dir behave like other OSes",0.5742663,Ignore the generated temporary directory on Linux (#596),,0
219,Add Appveyor config,0.5094557,packageManager option (#819),  fix: ensure that CFBundleExecutable and friends are correct for helper apps   Update darwin.js ,0
220,Merge pull request #327 from malept/remove-deprecated-version-string-params,0.5364647,"version-string is deprecated in favor of win32metadata (#331, #463)",,0
221,readme typos,0.4400092,Typo when using extend-info (#510),,0
222,fix: emit a warning if --osx-sign and a sub-property are specified in the CLI (#1087),0.6778485,Not specifying strict-ssl CLI parameter no longer triggers a deprecation warning (#335),,0
223,Ensure relative out dirs are correctly ignored when copying (#919),1.0000002,Ensure relative out dirs are correctly ignored when copying (#919),,1
224,8.5.1,0.6511743,  1.8.0 or above (#711),,0
225,Merge pull request #783 from electron-userland/fix-arm-hostarch,0.6178602,"hostArch and unameArch in electron-packager/targets, replaced with host and uname in",,0
226,"Upgrade eslint, eslint-plugin-node, & nyc",0.5465802,"Host arch utilities moved to electron-download. This is not a breaking change, as the existing API",,0
227,chore(deps): bump electron-osx-sign from 0.4.17 to 0.5.0 (#1189),0.7405615,  electron-osx-sign (#286),,1
228,"Add NEWS entry, test, & Node 4 compatibility",0.5583654,Node 16 & 18 support (#1399),,0
229,ci: skip CircleCI for automatic commits to gh-pages (#1187),0.50246745,derefSymlinks option (#410),,0
230,build: do not run CircleCI on the gh-pages branch,0.48956814,Support for Node 10 via the CLI (#835),  fix electron helper error on mac   fix electron helper error on mac ,0
231,build: update GitHub actions workflows (#1475),0.54022765,Full Changelog: https://github.com/electron/electron-packager/compare/v17.1.0...v17.1.1,,0
232,feat: add usageDescription option for darwin/mas targets (#1049),0.8683765,(darwin/mas only) usageDescription option (#1049),,1
233,Merge pull request #819 from electron-userland/prune-via-js-only,0.5303377,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,,0
234,Fix multitarget test on AppVeyor,0.47915286,"(Test) apps named ""Electron"" can be packaged successfully (#415)",,0
235,CI: build against Node 7,0.67929035,Support for Node 10 via the CLI (#835),,0
236,add windows support #3,0.5466597,Support for customizing Windows targets on darwin/arm64 (#1260),Fixes #1032,0
237,gitignore,0.5100833,"The GitHub repository has been moved into an organization,",  chore: use CircleCI for Linux/macOS tests   docs: update test running docs   chore: add CircleCI badge to readme   Add CI for Node 10   chore: remove Travis CI support   chore: use x64 workers on AppVeyor ,0
238,Upgrade fs-extra to 3.0.0,0.84991693,Upgrade fs-extra to ^8.1.0 (#993),,1
239,Merge pull request #823 from jsg2021/asar-filename,0.53054535,win32metadata.ProductName defaults to productName or name from nearest package.json (#667),,0
240,Move compare links in NEWS to their respective sections,0.47408968,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
241,10.0.0,0.6388813,  1.8.0 or above (#711),,0
242,Default build version to app version  on Windows (#501),0.687503,  app-version property value on Windows (#501),,0
243,Merge pull request #332 from electron-userland/travis-osx,0.54319197,BREAKING: Replaced electron-osx-sign with @electron/osx-sign.  The accepted properties on the osxSign options object are now slightly different.  Please see the migration guide for more information on these changes. (#1428),,0
244,Restore error reporting for darwin and win32 targets,0.52980596,Support for customizing Windows targets on darwin/arm64 (#1260), chore(deps-dev): update eslint-config-standard requirement  Updates the requirements on eslint-config-standard to permit the latest version. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com  chore: fix lint warnings,0
245,Merge pull request #223 from sethlu/master,0.45542154,win32metadata.requested-execution-level option (#610),,0
246,Add download.quiet to news,0.642225,quiet is removed as the default downloader no longer has a progress bar,,0
247,Merge pull request #731 from electron-userland/add-faq,0.5358715,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,,0
248,Merge pull request #758 from electron-userland/custom-executable-name,0.51199305,Send the properly formatted options from the CLI to electron-osx-sign (#1047),,0
249,Merge pull request #157 from malept/readme-cleanup,0.45535943,win32metadata.requested-execution-level option (#610),Updates the requirements on fs-extra to permit the latest version. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@dependabot.com,0
250,3.0.0,0.6547713,"  < 1.3.2, plus all of the download options have changed, notably:",,0
251,chore: Use issue config instead of a fake issue template for questions,0.46564192,common.warning for codesigning (#694),Fixes #1018.,0
252,Update asar to 0.14.0,0.6033392,"Upgrade asar to ^1.0.0, which removes a vulnerable transitive dependency (#952)",Link to the GitHub collaborators graph instead of keeping a manual list.,0
253,Merge pull request #669 from electron-userland/camel-case-only-options,0.5029595,Send the properly formatted options from the CLI to electron-osx-sign (#1047),,0
254,Delete default_app.asar,0.7223617,default_app.asar is deleted during packaging (necessary when Electron ≥ 0.37.4 is used).,,1
255,docs(issue-template): fix invite link to discord server (#1264),0.52906495,Clarify symlink error message for Windows,Version 14,0
256,feat: allow extension of helper app plists with extendHelperInfo (#1233),0.90558565,extendHelperInfo option to allow extending helper app Info.plist files (#1233),,1
257,chore: upgrade to GitHub-native Dependabot (#1238),0.5970729,"The GitHub repository has been moved into an organization,",,0
258,Handle inferring electron-prebuilt-compile versions better (#932),0.82925236,Limited support for electron-prebuilt-compile (#608),,1
259,1.2.0,0.5868969,  is 1.8.2-beta.5 or above (#800),,0
260,docs: update required version of Nodejs from 10.0 to 14.17.5 in README.md (#1483),0.58567613,API documentation moved from readme.md to docs/api.md (#296),BREAKING CHANGE: The download options are completely different.,0
261,Travis: update Coveralls token,0.58523536,[contributors] Add code coverage support via Coveralls (#257), chore: replace Electron 1.3.1 with 1.4.13 in tests,0
262,Don't include default_app,0.56113803,"Prevent app names from ending in "" Helper"" (#600)",,0
263,3.2.0,0.63860965,"  < 1.3.2, plus all of the download options have changed, notably:",,0
264,Run packager tests serially,0.6020806,"(Test) apps named ""Electron"" can be packaged successfully (#415)",,0
265,docs: add link to plugins from HookFunction,0.56647617,feat: add new afterFinalizePackageTargets hook by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1437, chore: test Travis/macOS with xcode10.1 chore: copy codesign setup from electron/electron chore: only run codesign test on macOS hosts,0
266,Use a dependency we already have,0.43567958,  compatibility) and optionally takes several of the same sub-parameters as,"We only need a subset of the modules available for tests, so stub them out instead.",0
267,In-function requires no longer necessary,0.5804759,  is no longer required.,,0
268,chore: bump sinon from 11.1.2 to 12.0.1 (#1300),0.69206846,Bump got to 2.0.0 (#1397),,0
269,asar-unpack: mention multiple directory support in documentation (#347),0.65681815,asar-unpack-dir is removed in favor of asar.unpackDir,,0
270,Tweak description of app-copyright,0.7183779,Add app-copyright parameter (#223),,1
271,Merge pull request #335 from malept/cli-args-refactor,0.46092522,derefSymlinks option (#410),,0
272,Travis: revert back to using a container for Linux builds,0.42166537,Ignore the generated temporary directory on Linux (#596),,0
273,update asar to fix https://github.com/electron/asar/pull/61,0.56151056,"rcedit module updated to 1.0.0, which fixes some bugs (#804)",,0
274,Fix link to version docs,0.5713682,[win32] version-string.FileVersion and version-string.ProductVersion are replaced by,,0
275,Add allOfficialArchsForPlatformAndVersion(),0.7710911,hostArch() and allOfficialArchsForPlatformAndVersion() (#727),,1
276,Update readme.md,0.67249167,API documentation moved from readme.md to docs/api.md (#296),,0
277,Merge pull request #609 from electron-userland/eslint-config-standard-7,0.5852899,Convert from electron-download to @electron/get (#1002). Drops support for versions of Electron,Updates the requirements on tempy to permit the latest version. - Release notes - Commits Signed-off-by: dependabot[bot] support@dependabot.com,0
278,Merge pull request #1121 from electron/dependabot/npm_and_yarn/semver-7.1.3,0.5801118,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,,0
279,16.0.0,0.62422836,  1.8.0 or above (#711),Fixes #975.,0
280,Make file trees more readable,0.5286117,  files (#253),Refactor the test helpers so that it's easier to isolate tests to run when developing.,0
281,fix: ensure that CFBundleExecutable and friends are correct for helper apps (#1046),0.98151815,ensure that CFBundleExecutable and friends are correct for helper apps (#1046), Move cli.js to a bin folder Move source files to src folder Move CLI code to its own file,1
282,Replace rimraf as a module dependency with fs-extra,0.5024104,  compatibility) and optionally takes several of the same sub-parameters as, Replace pify with util.promisify Don't run CI against Node 6 Convert from Promise syntax to async/await Drop Promise example from docs Update docs to indicate Node 8 requirement Use Object.entries Ignore package lock files Upgrade pkg-up to ^3.0.1 Use object spread syntax when possible Ignore caught icon error in code coverage,0
283,move archs and platforms from index.js/test util.js to common.js,0.51252997,Deprecated target arch APIs (#915),,0
284,docs: say more about unpack-dir.,0.6199821,asar-unpack-dir is deprecated in favor of asar.unpackDir (#417),,0
285,Add common function to ensure certain values are Arrays,0.39041775,  compatibility) and optionally takes several of the same sub-parameters as,Updates the requirements on nyc to permit the latest version. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@dependabot.com,0
286,Merge pull request #746 from electron-userland/probot-config,0.577525,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,,0
287,8.2.0,0.6666292,  is 1.8.2-beta.5 or above (#800),Updates the requirements on semver to permit the latest version. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@dependabot.com,0
288,Merge pull request #481 from malept/dependency-bump,0.4188372,Default the platform option to the host platform (#464), Update eslint-plugin-ava requirement from ^5.1.1 to ^6.0.0 AppVeyor: use yarn instead of npm  Works around eslint/eslint#11018 (which seems to be a bug in NPM),0
289,15.1.0,0.6234796,  1.8.0 or above (#711),Works around https://github.com/eslint/eslint/issues/11018 (which seems to be a bug in NPM),0
290,Ability to set tmpdir to false to disable using temp directory,0.8728062,Add tmpdir parameter to specify a custom temp directory (#230); set to false to disable,Updates the requirements on eslint-plugin-ava to permit the latest version. - Release notes - Commits Signed-off-by: dependabot[bot] support@dependabot.com,1
291,Merge pull request #722 from electron-userland/clean-up-cli,0.6232628,electronVersion (--electron-version via CLI) option (#547),,0
292,Rename variable which mirrors the function name,0.40163147,Allow scoped package names as Electron app names - invalid characters are replaced with,,0
293,5.1.0,0.66893715,  is 1.8.2-beta.5 or above (#800),See:  https://electronjs.org/blog/linux-32bit-support https://github.com/electron/electron/issues/16407,0
294,Remove deprecated target arch API (#915),0.9390884,Deprecated target arch APIs (#915),,1
295,Replace waterfall with Promises in mac tests,0.43501955,"Refactor to use Promises internally. This has the side effect of somewhat parallelizing building two or more targets at once and/or two or more functions for a given hook, via Promise.all (#753)",Upgrade asar and yargs-parser dependencies,0
296,object params support for extend-info,0.5735507,Allow extend-info to specify an object instead of a filename (#510),,0
297,Update news for 6.0.1,0.6781509,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
298,Fix bug with tmpdir=false and extract-zip >= 1.6.1,0.68220866,Support for extract-zip >= 1.6.1,,0
299,Prepare NEWS for 7.0.4,0.55336845,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
300,9.1.0,0.6063467,  1.8.0 or above (#711),,0
301,chore: upgrade eslint to ^6 (#1020),0.57664686,"Upgrade electron-osx-sign to 0.5.0 which adds a new option, entitlementsForFile (#1189)",Only apply the electron-prebuilt-compile workaround when Electron < 1.6.5,0
302,Fix typo,0.46166146,Typo when using extend-info (#510),,0
303,Implemented an 'afterExtract' function hook  RE: #270,0.7710064,"afterExtract hook (#354, #403)", Upgrade ava to ^1. Disable AVA's Babel support to speed up the testsuite.,1
304,Use an alias for the deprecated --strict-ssl flag,0.60975546,  strict-ssl (#349),,0
305,Note which notarize sub-properties are required,0.47736138,"[contributors] Code contributions need to be validated in ""strict"" mode (#342, #351)",,0
306,chore(deps): bump yargs-parser from 13.1.1 to 15.0.0 (#1057),0.6420877,Switch from minimist to yargs-parser (#732),,0
307,Add error guard in infer Electron test,0.59149253,Handle inference when electron-prebuilt-compile points to a non-version (#978),,0
308,Add Windows support to app-copyright,0.65935606,Add app-copyright parameter (#223),,0
309,build: move filters to workflow.jobs,0.40324992,Usage docs for win32metadata.application-manifest and win32metadata.requested-execution-level,,0
310,Send usage text to stdout if --help specified,0.6791302,--help prints usage to stdout (#805),,0
311,Validate the --arch argument,0.5127625,Better type checking when validating arch/platform (#534),This happens when both the dir and the out dir are relative to the current working directory. Fixes #918.,0
312,update collabs,0.5437261,Full Changelog: https://github.com/electron/electron-packager/compare/v17.1.0...v17.1.1,,0
313,chore: bump actions/setup-node from 2.2.0 to 2.3.0 (#1265),0.7020794,Bump got to 2.0.0 (#1397),,1
314,feat: convert from electron-download to @electron/get  (#1002),0.8942757,Convert from electron-download to @electron/get (#1002). Drops support for versions of Electron,,1
315,Add note about OSX problems with the CFBundleExecutable change,0.5575652,ensure that CFBundleExecutable and friends are correct for helper apps (#1046), Upgrade Linux CI to Ubuntu 16.04 Let Travis CI handle x64 windows tests,0
316,Merge pull request #930 from electron-userland/ava-1.0,0.5654399,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,"Removes callback-style support (use nodeify if you need that still), and adds an async/await example to the API docs.",0
317,chore: bump actions/checkout from 3.3.0 to 3.5.2 (#1498),0.69191533,Bump got to 2.0.0 (#1397),,0
318,Clarify some CLI option usage,0.7402388,Show CLI option when showing option deprecation message (#560),,1
319,Travis: use Wine 1.6,0.54022515,Clarified message when wine is not found (#357),feat: add support for Mojave app notarization,0
320,fix(infer): make the error message clearer when infer cannot find a package.json file (#1079),0.90993375,Clarify the error message when infer cannot find a package.json file (#1079),,1
321,build: try another branch filter syntax,0.43499184,"The build-version property, when unspecified, now defaults to the",,0
322,Fix comment typo,0.3614915,Typo when using extend-info (#510),,0
323,Merge pull request #286 from electron-userland/osx-sign-single-param,0.57659674,  electron-osx-sign (#286),,0
324,Add a hook for afterCopy,0.7724711,[API] hook for afterCopy (#448),Drop Node 4 support,1
325,Merge pull request #209 from lukeapage/master,0.50675726,derefSymlinks option (#410),,0
326,Add smoketest for win32 icons,0.6140266,win32metadata.application-manifest option (#610),,0
327,Add cnpm support and refactor,0.48022863,Support for Node 10 via the CLI (#835),,0
328,Use template strings,0.4262742,[contributors] Add code coverage support via Coveralls (#257),,0
329,Use buffer-equal instead of reinventing the wheel,0.3812202,"Refactor to use Promises internally. This has the side effect of somewhat parallelizing building two or more targets at once and/or two or more functions for a given hook, via Promise.all (#753)",Add support for prebuilt asars,0
330,Merge pull request #759 from mironal/fix-mz-dependencies,0.66960216,mz dependency (#759),,0
331,test: add scheduled canary workflow to run against nightly Electron builds (#1080),0.51708287,Support for inferring version from Electron nightlies (#931),Fixes #161.,0
332,Attempt to fix intermittent test error,0.5101406,Regression that caused the symlink test on Windows to not work as intended (#1071),,0
333,Upgrade eslint-plugin-promise,0.56552064,"Upgrade electron-osx-sign to 0.5.0 which adds a new option, entitlementsForFile (#1189)",,0
334,Readme: be more generic about zipped minimal Electron app size,0.5586607,electronZipDir option (#1094), Add test helpers to assert that files/directories/symlinks exist Deduplicate test code,0
335,merge,0.3779676,Deprecated,,0
336,Merge pull request #665 from electron-userland/rip-version,0.57063234,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,feat: add darwinDarkModeSupport option to support mojave dark mode for older Electron versions,0
337,Better type checking when validating arch/platform,0.97031343,Better type checking when validating arch/platform (#534),,1
338,17.0.0,0.630056,  1.8.0 or above (#711),,0
339,Travis: Force installing Node >= 5.1.0 on Node8/OSX,0.6346295,Dropped support for running on Node < 4.0. (#319),,0
340,Remove deprecated options for asar & electron-download,0.7622056,default_app.asar is deleted during packaging (necessary when Electron ≥ 0.37.4 is used).,,1
341,5.1.1,0.6368084,  1.8.0 or above (#711),,0
342,fix: remove ElectronAsarIntegrity when asar is disabled (#1281),0.72146124,default_app.asar is deleted during packaging (necessary when Electron ≥ 0.37.4 is used).,Prune user-namespaced modules,1
343,Merge pull request #20 from jden/windows-support,0.473922,Clarify symlink error message for Windows,,0
344,build: use CircleCI cimg/node images (#1506),0.55655444,Support for Node 10 via the CLI (#835),,0
345,Merge pull request #293 from dmurtari/master,0.5095573,derefSymlinks option (#410),"See: https://github.com/electron-userland/electron-download/pull/77 This is not a breaking change, the existing API has been kept for backwards-compatibility purposes until the next major version.",0
346,Replace waterfall with Promises in win32 tests,0.46391165,"version-string is deprecated in favor of win32metadata (#331, #463)",,0
347,Automatically ignoring --out path — Fix #64 (out dir equals to working directory and we exclude previous artifacts directories),0.74557185,Ignore the directory specified by the out parameter by default (#255),Better detection of node modules when pruning,1
348,chore: upgrade rcedit to ^2.0.0 (#1003),0.8362961,rcedit upgraded to 0.8.0,Fixes #845.,1
349,add collaborator,0.51223266,Better docs around contributing to the project (#258),Prevent trying to download mips64el arch for Electron 2.x,0
350,Note the minimum version of Wine required,0.5869055,Clarified message when wine is not found (#357),,0
351,Merge pull request #312 from develar/patch-1,0.5742209,derefSymlinks option (#410),"Add --version to print out Packager/Node versions, target platform/arch",0
352,chore: bump @electron/asar from 3.2.2 to 3.2.3 (#1469),0.6736021,Bump got to 2.0.0 (#1397),,0
353,Prevent trying to download mips64el arch for Electron 2.x,0.83991206,mips64el arch is only available with Electron 1.8.x (#843),,1
354,Merge pull request #462 from electron-userland/remove-deprecated-options,0.5679091,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,,0
355,readme clarifications,0.4329359,API documentation moved from readme.md to docs/api.md (#296),,0
356,Merge pull request #475 from electron-userland/upgrade-asar,0.57252437,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,Ignore the warning in code coverage,0
357,Opts app-copyright (NSHumanReadableCopyright on OS X),0.6976646,[win32] version-string.LegalCopyright is deprecated in favor of app-copyright (#268),Use semver to check the Node version in the CLI,0
358,Merge pull request #56 from jden/contributing-platform,0.48777762,Default the platform option to the host platform (#464),Fixes #831.,0
359,Merge pull request #1235 from electron/dependabot/npm_and_yarn/eslint-plugin-promise-5.1.0,0.6171668,refactor: migrate from electron-notarize to @electron/notarize by @MarshallOfSound in https://github.com/electron/electron-packager/pull/1433,,0
360,chore: bump eslint-plugin-import from 2.26.0 to 2.27.5 (#1468),0.5558485,Properly import info logger (#1405),,0
361,fix(mac): check for osxNotarize.hardened-runtime in addition to hardenedRuntime,0.40501198,mac: don't fail if the icon path doesn't exist (#1101),,0
362,chore: update NEWS.md,0.7110822,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,1
363,13.0.0,0.6022366,  1.8.0 or above (#711),,0
364,Upgrade to ESLint 5,0.54546213,"Upgrade electron-osx-sign to 0.5.0 which adds a new option, entitlementsForFile (#1189)",,0
365,Update fs-extra requirement from ^7.0.0 to ^8.1.0 (#993),0.8580407,Upgrade fs-extra to ^8.1.0 (#993),Drop packageManager support & refactor pruning to be part of the copy filter,1
366,Ensure Packager uses at least Galactus 0.2.1,0.6706364,Upgraded galactus to ^0.2.1 to fix a bug with relative paths,,0
367,More links for the API docs,0.6681372,API documentation moved from readme.md to docs/api.md (#296),,0
368,Indent test/mac,0.38574484,Regression that caused the symlink test on Windows to not work as intended (#1071),Add a utility function to execute hooks serially,0
369,Travis CI: test with Node 4.0 and 4.1 as well,0.5636295,Support for Node 10 via the CLI (#835),,0
370,Replace series/waterfall with Promises in ignore tests,0.46922392,"Refactor to use Promises internally. This has the side effect of somewhat parallelizing building two or more targets at once and/or two or more functions for a given hook, via Promise.all (#753)",,0
371,14.0.0,0.6553292,  1.8.0 or above (#711),,0
372,7.3.0,0.6076952,"  < 1.3.2, plus all of the download options have changed, notably:",Add MAS Login Helper support,0
373,refactor: rename ignore source files/functions to copy-filter (#1151),0.511877,Replace cross-zip with extract-zip (#1139),,0
374,Add test for the camelCase function,0.5817195,"  favor of their camelCase variants, per JavaScript naming standards (#669)",See: https://github.com/electron/electron/pull/10856,0
375,Move logging into operation function,0.47910637,Properly import info logger (#1405),,0
376,Add prune option,0.69331586,"Default the prune option to true (#235, #472)",,0
377,Merge pull request #547 from electron-userland/electron-version,0.6628067,electronVersion (--electron-version via CLI) option (#547),,0
378,refactor: always test against post-1.0 versions of Electron (#1012),0.66243684,Upgrade electron-notarize to ^0.2.0 (#1069),Send usage text to stdout if --help specified,0
379,Ignore electron-prebuilt-compile,0.7733811,Limited support for electron-prebuilt-compile (#608),Fixes #802.,1
380,Move user ignore filter to common module,0.45085537,Add package manager lockfiles to default ignore list (#1182),Upgrade rcedit to 1.0.0,0
381,build: use github pages action v1.0.1 (fixes ssh deploys),0.4556481,Full Changelog: https://github.com/electron/electron-packager/compare/v17.1.0...v17.1.1,,0
382,Upgrade sinon to 5.x,0.49370658,"  < 1.3.2, plus all of the download options have changed, notably:",,0
383,feat: add darwin/arm64 and mas/arm64 as official platform/arch combinations (#1168),0.9747634,add darwin/arm64 and mas/arm64 as official platform/arch combinations (#1168),,1
384,Add keywords to package.json,0.67275864,Retrieving metadata from package.json by upgrading get-package-info (#505),Add support for official MIPS64EL arch on Linux,0
385,feat: Add support for macOS app API key notarization (#1127),0.9473098,mac: app API key notarization (#1127),[ci skip],1
386,Update links,0.5383498,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
387,Merge pull request #384 from sethlu/osx-sign-pass-electron-version,0.57075685,Upgrade to electron-osx-sign 0.4.x (#384),[ci skip],0
388,Merge pull request #403 from electron-userland/after-extract-hook,0.5853837,"afterExtract hook (#354, #403)",Replace coveralls with codecov,0
389,fix: support Electron v6 helpers (#1033),0.73566055,  Electron GPU Helper bundles (#1036),,1
390,fix(mac): handle spaces when signing,0.43551144,"Allow spaces when specifying archs/platforms as a string, rather than an array (#487)",,0
391,Fixed typos,0.44344115,Typo when using extend-info (#510),,0
392,Merge pull request #463 from malept/win32metadata-option,0.69162494,"win32metadata option (#331, #463)",,0
393,add --ignore support,0.4903289,Node 16 & 18 support (#1399),Fix overwrite when default platform/arch are used,0
394,Merge pull request #670 from electron-userland/custom-arches-from-custom-mirrors,0.55843496,  electron-userland,Fixes #792.,0
395,feat!: upgrade electron-osx-sign to @electron/osx-sign (#1428),0.8230495,Upgrade to electron-osx-sign 0.4.x (#384),,1
396,build(canary): fix path to quick start,0.410757,Use get-package-info (again) to support finding prebuilt in parent directories (#445),,0
397,Attempt to fix possible race condition with sinon.spy,0.48129618,Regression that caused the symlink test on Windows to not work as intended (#1071),,0
398,chore: remove references to Travis CI,0.44333908,Removed,,0
399,Travis: test with node 5.0,0.574282,better detection of node modules (#847),Fix protocols API docs,0
400,chore(deps): bump yargs-parser from 16.1.0 to 17.0.0 (#1118),0.6317931,Switch from minimist to yargs-parser (#732),[ci skip],0
401,chore: upgrade the ava ecosystem to ^2,0.52749705,"If you are upgrading from ≤ 5.2.1 and building for a darwin target, you may experience problems. See #323 for details.",related issue: https://github.com/electron-userland/electron-packager/issues/643,0
402,docs: OS X => macOS (#958),0.60836196,mac: don't fail if the icon path doesn't exist (#1101),[ci skip],0
403,mention linux icon details (closes #128),0.5626828,"linux platform, armv7l arch support (#106, #474)",,0
404,chore(deps): bump electron-notarize from 0.1.1 to 0.2.0 (#1069),0.7609085,Upgrade electron-notarize to ^0.2.0 (#1069),,1
405,fix: symlink test regression (#1071),0.85429597,Regression that caused the symlink test on Windows to not work as intended (#1071),,1
406,Use a Set instead of a Map to store pruneable modules,0.57014066,Prune user-namespaced modules (#889),,0
407,build(canary): use absolute paths,0.49691147,Resolve to absolute path when inferring app name/Electron version (#440),[ci skip],0
408,Refactor building the Mac app bundle,0.67511797,"Add support for a new target platform, Mac App Store (mas), including signing OS X apps",,0
409,4.0.0,0.64972353,  1.8.0 or above (#711),Fix ARM detection on armv7l Node,0
410,Document using Function ignore,0.657695,Allow the ignore parameter to take a function (#247),Don't create yarn.lock when pruning with Yarn,0
411,skipping the rcedit when both icon & version-string hash is not,0.56959516,rcedit upgraded to 0.8.0,Several versions of Node for armv7l incorrectly identify as arm_version: '6'. See: https://github.com/nodejs/node/issues/4531 and related,0
412,Simplify usage example; document sourcedir/appname,0.52720654,Usage docs for win32metadata.application-manifest and win32metadata.requested-execution-level,Fixes #764.,0
413,chore(deps-dev): remove unused eslint-plugin-standard (#1192),0.5406338,default_app.asar is deleted during packaging (necessary when Electron ≥ 0.37.4 is used).,Use AVA instead of tape,0
414,feat!: upgrade Node.js to 14 LTS (#1399),0.6056323,Node 12 support (#1399),,0
415,Deprecate version-string in favor of win32metadata,0.9086066,"version-string is deprecated in favor of win32metadata (#331, #463)",,1
416,Use a better error message when wine is not found,0.81601775,Clarified message when wine is not found (#357),,1
417,Fix ARM detection on armv7l Node,0.89575124,ARM detection with prebuilt armv7l Node.js (#783),,1
418,update readme,0.59008133,"Add NEWS.md, a human-readable list of changes in each version (since 5.2.0) (#263)",,0
419,Merge pull request #278 from mcfedr/child-entitlements,0.43096596,derefSymlinks option (#410),,0
420,feat: require Node 10 (#1122),0.7841364,Node < 10 support (#1122),,1
421,chore: bump actions/setup-node from 1 to 2.2.0 (#1263),0.6873706,Bump got to 2.0.0 (#1397),,0
422,chore: update discord URL,0.50945485,"rcedit module updated to 1.0.0, which fixes some bugs (#804)",,0
423,Merge pull request #753 from malept/finish-promisifying,0.46439308,win32metadata.requested-execution-level option (#610),,0
424,Remove semicolon,0.4836273,Removed,,0
425,Use fs.rename instead of fs.move when renaming Mac app (#416),0.5198784,"[darwin/mas] OSX-specific binaries are correctly renamed to the application name (#244, #293)",Upgrade fs-extra to ^5,0
426,Handle inference where electron-prebuilt-compile points to a non-version (#978),0.99670434,Handle inference when electron-prebuilt-compile points to a non-version (#978),,1
427,Merge pull request #610 from dmascord/master,0.51708925,win32metadata.requested-execution-level option (#610),Add electron-packager-languages in README,0
428,chore(deps): bump yargs-parser from 20.2.9 to 21.1.1 (#1395),0.6315355,Switch from minimist to yargs-parser (#732),,0
429,Add ffmpeg plugin to related links,0.49905467,derefSymlinks option (#410),,0
430,Add docs for mips64el support,0.6260638,"linux platform, mips64el arch builds (Electron 1.8.2-beta.5 and above) (#800)",[ci skip],0
431,rename maxogden -> electron-userland,0.74681497,  electron-userland,[ci skip],1
432,"readme - ignore should be a regex, not a string",0.37296104,[CLI] ensure --out has either a string or null value (#442),,0
433,Use Travis CI for some Windows CI (#917),0.4875347,"win32metadata option (#331, #463)",,0
434,Upgrade eslint-config-standard to 7.0.0,0.55470926,Upgrade fs-extra to ^8.1.0 (#993),,0
435,Tweak wording,0.36070645,"  hyphens (#308, #455)",[ci skip],0
436,Use semver to check the Node version in the CLI,0.62212294,Support for Node 10 via the CLI (#835),,0
437,Merge pull request #50 from jasonhinkle/patch-1,0.53439164,derefSymlinks option (#410),fix mz dependencies,0
438,Test refactors (#896),0.5353563,Better type checking when validating arch/platform (#534),,0
