Index,Message,Description,Message Abstract,Description Abstract
4524,Add cucumber specs.,,Add cucumber specs.,
4525,Merge branch 'master' into themes, master: (58 commits)   Update history to reflect merge of #4792 [ci skip]   Update history to reflect merge of #4793 [ci skip]   Update history to reflect merge of #4804 [ci skip]   Update history to reflect merge of #4754 [ci skip]   Update history to reflect merge of #4813 [ci skip]   Added missing single quote on rsync client side command   Add v3.0.4 and v3.1.3 to the history.   Fixed typo   Add jekyll-autoprefixer plugin   Explicitly require Filters rather than implicitly.   Update history to reflect merge of #4786 [ci skip]   Update history to reflect merge of #4789 [ci skip]   updates example domain in config template   Globalize Jekyll's Filters.   Update JRuby to 9.0.5.0; Drop the double digit test.   Update Rack-Jekyll Heroku deployment blog post url   convertible: use Document::YAML_FRONT_MATTER_REGEXP to parse transformable files   Update history to reflect merge of #4734 [ci skip]   Update history to reflect merge of #4478 [ci skip]   Fix rubocop warning.   ...,Merge branch 'master' into themes,master: (58 commits)   Update history to reflect merge of #4792 [ci skip]   Update history to reflect merge of #4793 [ci skip]   Update history to reflect merge of #4804 [ci skip]   Update history to reflect merge of #4754 [ci skip]   Update history to reflect merge of #4813 [ci skip]   Added missing single quote on rsync client side command   Add v3.0.4 and v3.1.3 to the history.   Fixed typo   Add jekyll-autoprefixer plugin   Explicitly require Filters rather than implicitly.   Update history to reflect merge of #4786 [ci skip]   Update history to reflect merge of #4789 [ci skip]   updates example domain in config template   Globalize Jekyll's Filters.   Update JRuby to 9.0.5.0; Drop the double digit test.   Update Rack-Jekyll Heroku deployment blog post url   convertible: use Document::YAML_FRONT_MATTER_REGEXP to parse transformable files   Update history to reflect merge of #4734 [ci skip]   Update history to reflect merge of #4478 [ci skip]   Fix rubocop warning.   ...
4526,Empty release posts,,Empty release posts,
4527,Use source_dir instead of my own computer's path,,Use source_dir instead of my own computer's path,
4528,Update history to reflect merge of #4792 [ci skip],,Update history to reflect merge of #4792 [ci skip],
4529,Merge pull request #4792 from jekyll/feature/globalize-filters,Merge pull request 4792,Merge pull request #4792 from jekyll/feature/globalize-filters,Merge pull request 4792
4530,Update history to reflect merge of #4793 [ci skip],,Update history to reflect merge of #4793 [ci skip],
4531,Merge pull request #4793 from sl4m/change-example-domain-url,Merge pull request 4793,Merge pull request #4793 from sl4m/change-example-domain-url,Merge pull request 4793
4532,Merge pull request #4799 from vwochnik/patch-1,Merge pull request 4799,Merge pull request #4799 from vwochnik/patch-1,Merge pull request 4799
4533,Update history to reflect merge of #4804 [ci skip],,Update history to reflect merge of #4804 [ci skip],
4534,Merge pull request #4804 from henrywright/patch-1,Merge pull request 4804,Merge pull request #4804 from henrywright/patch-1,Merge pull request 4804
4535,Update history to reflect merge of #4754 [ci skip],,Update history to reflect merge of #4754 [ci skip],
4536,Merge pull request #4754 from lexoyo/patch-1,Merge pull request 4754,Merge pull request #4754 from lexoyo/patch-1,Merge pull request 4754
4537,Update history to reflect merge of #4813 [ci skip],,Update history to reflect merge of #4813 [ci skip],
4538,Merge pull request #4813 from joshaidan/patch-1,Merge pull request 4813,Merge pull request #4813 from joshaidan/patch-1,Merge pull request 4813
4539,Added missing single quote on rsync client side command,The rsync command was missing a single quote around the --rsh='ssh -p2222' parameter.,Added missing single quote on rsync client side command,The rsync command was missing a single quote around the --rsh='ssh -p2222' parameter.
4540,Add v3.0.4 and v3.1.3 to the history.,,Add v3.0.4 and v3.1.3 to the history.,
4541,test_document: scopes are based on relative_path,,test_document: scopes are based on relative_path,
4542,Document#read: frontmatter.all should get relative_path not URL,,Document#read: frontmatter.all should get relative_path not URL,
4543,add failing test for scope values in subdirs,ref #4458,add failing test for scope values in subdirs,ref #4458
4544,Fixed typo,Add an apostrophe.,Fixed typo,Add an apostrophe.
4545,Add jekyll-autoprefixer plugin,,Add jekyll-autoprefixer plugin,
4546,Explicitly require Filters rather than implicitly.,,Explicitly require Filters rather than implicitly.,
4547,Update history to reflect merge of #4786 [ci skip],,Update history to reflect merge of #4786 [ci skip],
4548,Merge pull request #4786 from jekyll/convertible-use-doc-frontmatter-regexp,Merge pull request 4786,Merge pull request #4786 from jekyll/convertible-use-doc-frontmatter-regexp,Merge pull request 4786
4549,Update history to reflect merge of #4789 [ci skip],,Update history to reflect merge of #4789 [ci skip],
4550,Merge pull request #4789 from duksis/master,Merge pull request 4789,Merge pull request #4789 from duksis/master,Merge pull request 4789
4551,updates example domain in config template,,updates example domain in config template,
4552,Globalize Jekyll's Filters.,As it stands Jekyll does not globalize it's filters.  So anybody wishing to go into Jekyll's context to process their own Liquid (say in a plugin) may be taken aback when they find out that Jekyll's filters are not available. See: jekyll/jekyll-assets#252.,Globalize Jekyll's Filters.,As it stands Jekyll does not globalize it's filters.  So anybody wishing to go into Jekyll's context to process their own Liquid (say in a plugin) may be taken aback when they find out that Jekyll's filters are not available. See: jekyll/jekyll-assets#252.
4553,Update JRuby to 9.0.5.0; Drop the double digit test.,"We've tested enough of the double digit stuff, it's only slowing down our specs and we've got an idea about what's going on with it.",Update JRuby to 9.0.5.0; Drop the double digit test.,"We've tested enough of the double digit stuff, it's only slowing down our specs and we've got an idea about what's going on with it."
4554,Update Rack-Jekyll Heroku deployment blog post url,Failed to deploy to heroku by following old blog post but after stumbling up on https://github.com/adaoraul/rack-jekyll/issues/20 managed to do it and would like to avoid the trouble for others.,Update Rack-Jekyll Heroku deployment blog post url,Failed to deploy to heroku by following old blog post but after stumbling up on link managed to do it and would like to avoid the trouble for others.
4555,convertible: use Document::YAML_FRONT_MATTER_REGEXP to parse transformable files,,convertible: use Document::YAML_FRONT_MATTER_REGEXP to parse transformable files,
4556,Update history to reflect merge of #4734 [ci skip],,Update history to reflect merge of #4734 [ci skip],
4557,Merge pull request #4734 from nsgonultas/master,Merge pull request 4734,Merge pull request #4734 from nsgonultas/master,Merge pull request 4734
4558,Update history to reflect merge of #4478 [ci skip],,Update history to reflect merge of #4478 [ci skip],
4559,Merge pull request #4478 from edgemaster/where-exp,Merge pull request 4478,Merge pull request #4478 from edgemaster/where-exp,Merge pull request 4478
4560,Fix rubocop warning.,,Fix rubocop warning.,
4561,Fix minor code style recommendations and typos.,,Fix minor code style recommendations and typos.,
4562,Add a where_exp filter for filtering by expression,"This commit introduces a where_exp filter, which can be used as follows:   {{ array | where_exp: ""item"", ""item == 10"" }} {{ array | where_exp: ""item"", ""item.field > 10"" }} {{ site.posts | where_exp: ""post"", ""post contains 'field'"" }} {{ site.posts | where_exp: ""post"", ""post.array contains 'giraffes'"" }} This permits a variety of use cases, such as reported in: jekyll#4467, jekyll#4385, jekyll#2787.",Add a where_exp filter for filtering by expression,"This commit introduces a where_exp filter, which can be used as follows:   {{ array | where_exp: ""item"", ""item == 10"" }} {{ array | where_exp: ""item"", ""item.field > 10"" }} {{ site.posts | where_exp: ""post"", ""post contains 'field'"" }} {{ site.posts | where_exp: ""post"", ""post.array contains 'giraffes'"" }} This permits a variety of use cases, such as reported in: jekyll#4467, jekyll#4385, jekyll#2787."
4563,Fix history for #4693 & its cherry-pick into master which doesn't need a history line,,Fix history for #4693 & its cherry-pick into master which doesn't need a history line,
4564,Update History.markdown to reflect the cherry-pick of 2b9e849.,,Update History.markdown to reflect the cherry-pick of 2b9e849.,
4565,Fix #4689: Use SSLEnable instead of EnableSSL and make URL HTTPS.,,Fix #4689: Use SSLEnable instead of EnableSSL and make URL HTTPS.,
4566,Update history to reflect merge of #4769 [ci skip],,Update history to reflect merge of #4769 [ci skip],
4567,Merge pull request #4769 from lorentrogers/lr/update_collection_docs,Merge pull request 4769,Merge pull request #4769 from lorentrogers/lr/update_collection_docs,Merge pull request 4769
4568,Update history to reflect merge of #4771 [ci skip],,Update history to reflect merge of #4771 [ci skip],
4569,Merge pull request #4771 from menatankush/patch-1,Merge pull request 4771,Merge pull request #4771 from menatankush/patch-1,Merge pull request 4771
4570,Update history to reflect merge of #4775 [ci skip],,Update history to reflect merge of #4775 [ci skip],
4571,Merge pull request #4775 from KrzysiekJ/jekyll-i18n_tags,Merge pull request 4775,Merge pull request #4775 from KrzysiekJ/jekyll-i18n_tags,Merge pull request 4775
4572,Update history to reflect merge of #4781 [ci skip],,Update history to reflect merge of #4781 [ci skip],
4573,Merge pull request #4781 from kevee/docs-data-file-format,Merge pull request 4781,Merge pull request #4781 from kevee/docs-data-file-format,Merge pull request 4781
4574,Made statement about data file format more explicit,The doc read “These files must be YAML files…” then lists a few extensions that are not YAML.,Made statement about data file format more explicit,The doc read “These files must be YAML files…” then lists a few extensions that are not YAML.
4575,Add jekyll-i18n_tags plugin,,Add jekyll-i18n_tags plugin,
4576,Removed Leonard Lamprecht's website,"Removed Leonard Lamprecht's website, he isn't using Jekyll for blogging anymore. Ref - https://medium.com/@leo/jekyll-medium-41a058ac2c91#.36e95k7de",Removed Leonard Lamprecht's website,"Removed Leonard Lamprecht's website, he isn't using Jekyll for blogging anymore. Ref - link"
4577,Updates documentation for collections,Closes #4687,Updates documentation for collections,Closes #4687
4578,Revert moving to 2.1.9,It seems that Travis has made available 2.1.10 which is for double digit testing but skipped 2.1.10 (for some reason.) This reverts us back to 2.1.8 so that we can maintain a working build since we are triggering no known bugs in 2.1 at this time.,Revert moving to 2.1.9,It seems that Travis has made available 2.1.10 which is for double digit testing but skipped 2.1.10 (for some reason.) This reverts us back to 2.1.8 so that we can maintain a working build since we are triggering no known bugs in 2.1 at this time.
4579,2.1.8 => 2.1.9,,2.1.8 => 2.1.9,
4580,Do as Ruby maintainers requested.,"Lets see if anything breaks by using a 2 digit Ruby version number, they are looking for people to see if stuff breaks because this.",Do as Ruby maintainers requested.,"Lets see if anything breaks by using a 2 digit Ruby version number, they are looking for people to see if stuff breaks because this."
4581,Update history to reflect merge of #4756 [ci skip],,Update history to reflect merge of #4756 [ci skip],
4582,Merge pull request #4756 from keegoid/master,Merge pull request 4756,Merge pull request #4756 from keegoid/master,Merge pull request 4756
4583,Update history to reflect merge of #4760 [ci skip],,Update history to reflect merge of #4760 [ci skip],
4584,Merge pull request #4760 from clarkwinkelmann/patch-2,Merge pull request 4760,Merge pull request #4760 from clarkwinkelmann/patch-2,Merge pull request 4760
4585,Update history to reflect merge of #4741 [ci skip],,Update history to reflect merge of #4741 [ci skip],
4586,Merge pull request #4741 from jekyll/sortable-doc-drop,Merge pull request 4741,Merge pull request #4741 from jekyll/sortable-doc-drop,Merge pull request 4741
4587,Update history to reflect merge of #4763 [ci skip],,Update history to reflect merge of #4763 [ci skip],
4588,Merge pull request #4763 from shengbinmeng/patch-1,Merge pull request 4763,Merge pull request #4763 from shengbinmeng/patch-1,Merge pull request 4763
4589,Fix a typo in pagination doc,,Fix a typo in pagination doc,
4590,Merge pull request #4758 from nscyclone/typo-in-contributing.md,Fixed a typo in 'contributing'.,Merge pull request #4758 from nscyclone/typo-in-contributing.md,Fixed a typo in 'contributing'.
4591,Merge pull request #4759 from clarkwinkelmann/patch-1,Fixed the example fork url in CONTRIBUTING,Merge pull request #4759 from clarkwinkelmann/patch-1,Fixed the example fork url in CONTRIBUTING
4592,Switch second GitHub Pages link to HTTPS,This was pretty disturbing,Switch second GitHub Pages link to HTTPS,This was pretty disturbing
4593,Fixed the example fork url in CONTRIBUTING,,Fixed the example fork url in CONTRIBUTING,
4594,Fixed a typo in 'contributing'.,,Fixed a typo in 'contributing'.,
4595,fix typo,lcoally => locally Changes to be committed:     modified:   .github/CONTRIBUTING.markdown     modified:   site/_docs/contributing.md,fix typo,lcoally => locally Changes to be committed:     modified:   .github/CONTRIBUTING.markdown     modified:   site/_docs/contributing.md
4596,Update history to reflect merge of #4755 [ci skip],,Update history to reflect merge of #4755 [ci skip],
4597,Merge pull request #4755 from awood/master,Merge pull request 4755,Merge pull request #4755 from awood/master,Merge pull request 4755
4598,Add entry linking to the Hawkins plugin.,,Add entry linking to the Hawkins plugin.,
4599,more form baas,,more form baas,
4600,Merge pull request #4750 from SuriyaaKudoIsc/patch-23,Small edits in .github/CONTRIBUTING.markdown,Merge pull request #4750 from SuriyaaKudoIsc/patch-23,Small edits in .github/CONTRIBUTING.markdown
4601,Merge pull request #4751 from SuriyaaKudoIsc/patch-24,Set protocol of jekyllrb.com to HTTPS,Merge pull request #4751 from SuriyaaKudoIsc/patch-24,Set protocol of jekyllrb.com to HTTPS
4602,Set protocol of jekyllrb.com to HTTPS,,Set protocol of jekyllrb.com to HTTPS,
4603,Small edits,,Small edits,
4604,Update history to reflect merge of #4717 [ci skip],,Update history to reflect merge of #4717 [ci skip],
4605,Merge pull request #4717 from jekyll/cleanup-launch-browser,Merge pull request 4717,Merge pull request #4717 from jekyll/cleanup-launch-browser,Merge pull request 4717
4606,Update history to reflect merge of #4537 [ci skip],,Update history to reflect merge of #4537 [ci skip],
4607,Merge pull request #4537 from Crunch09/fix-warnings,Merge pull request 4537,Merge pull request #4537 from Crunch09/fix-warnings,Merge pull request 4537
4608,Update history to reflect merge of #4720 [ci skip],,Update history to reflect merge of #4720 [ci skip],
4609,Merge pull request #4720 from jekyll/feature/upgrade-rake,Merge pull request 4720,Merge pull request #4720 from jekyll/feature/upgrade-rake,Merge pull request 4720
4610,DocumentDrop: add #<=> which sorts by date (falling back to path),,DocumentDrop: add #<=> which sorts by date (falling back to path),
4611,Added an explicit rerun note,,Added an explicit rerun note,
4612,Fix slugify test,,Fix slugify test,
4613,"One final ""urlsafe"" replaced with ""ascii""",,"One final ""urlsafe"" replaced with ""ascii""",
4614,Change urlsafe to ascii also when actually slugifying,,Change urlsafe to ascii also when actually slugifying,
4615,Add tests for ascii slugify mode,,Add tests for ascii slugify mode,
4616,"Rename urlsafe to ascii, and document it (on utils.rb)",,"Rename urlsafe to ascii, and document it (on utils.rb)",
4617,Update Rake.,"Update Rake and disable verbosity when running the specs because we have some deprecated usage (for now -- however, see: jekyll/jekyll#4719) and because Rouge, and Liquid throw out thousands (probably hyperbolic) of warnigns when the specs are being ran.  We need upstream to fix their problems while we fix ours or we'll all have a bad day, not that we aren't already.",Update Rake.,"Update Rake and disable verbosity when running the specs because we have some deprecated usage (for now -- however, see: jekyll/jekyll#4719) and because Rouge, and Liquid throw out thousands (probably hyperbolic) of warnigns when the specs are being ran.  We need upstream to fix their problems while we fix ours or we'll all have a bad day, not that we aren't already."
4618,Don't blindly assume the last-system.,As it was we assumed that any system that wasn't Windows or OS X must be Linux but the reality of that can be very unlikely. BSD is popular in some places and it's not Linux and this would cause an error there.  If we do not know the launcher for a platform we should ship an error and have the user file a bug if they feel it necessary and skip the launch otherwise.,Don't blindly assume the last-system.,As it was we assumed that any system that wasn't Windows or OS X must be Linux but the reality of that can be very unlikely. BSD is popular in some places and it's not Linux and this would cause an error there.  If we do not know the launcher for a platform we should ship an error and have the user file a bug if they feel it necessary and skip the launch otherwise.
4619,Use EntryFilter throughout & update tests,,Use EntryFilter throughout & update tests,
4620,Add test that filters out symlink pointing outside site source,,Add test that filters out symlink pointing outside site source,
4621,Rename EntryFilter#bad_symlink? to EntryFilter#symlink_outside_site_source?,,Rename EntryFilter#bad_symlink? to EntryFilter#symlink_outside_site_source?,
4622,IncludeTag: implement multiple load paths,,IncludeTag: implement multiple load paths,
4623,LayoutReader#read: read in Theme layouts if they aren't already registered,,LayoutReader#read: read in Theme layouts if they aren't already registered,
4624,Merge remote-tracking branch 'origin/master' into themes," origin/master: (65 commits)   Update history to reflect merge of #4703 [ci skip]   Update history to reflect merge of #4712 [ci skip]   Highlight the test code   Update history to reflect merge of #4640 [ci skip]   readded ""env=prod""-condition   Update history to reflect merge of #3849 [ci skip]   Update history to reflect merge of #4624 [ci skip]   Update history to reflect merge of #4704 [ci skip]   Update history to reflect merge of #4706 [ci skip]   Checks for link file extension in tests   Updating assets documentation   Fix test teardown for cleaner.   Update history to reflect merge of #4542 [ci skip]   Add explanation of site variables in the example _config.yml   Use double quotes in the gemfile   Add test for creation of Gemfile by 'jekyll new'   Add comment about github-pages   Update history to reflect merge of #4533 [ci skip]   Ensure Rouge closes its div/figure properly after highlighting ends.   Add Site#config= which can be used to set the config   ...",Merge remote-tracking branch 'origin/master' into themes,"origin/master: (65 commits)   Update history to reflect merge of #4703 [ci skip]   Update history to reflect merge of #4712 [ci skip]   Highlight the test code   Update history to reflect merge of #4640 [ci skip]   readded ""env=prod""-condition   Update history to reflect merge of #3849 [ci skip]   Update history to reflect merge of #4624 [ci skip]   Update history to reflect merge of #4704 [ci skip]   Update history to reflect merge of #4706 [ci skip]   Checks for link file extension in tests   Updating assets documentation   Fix test teardown for cleaner.   Update history to reflect merge of #4542 [ci skip]   Add explanation of site variables in the example _config.yml   Use double quotes in the gemfile   Add test for creation of Gemfile by 'jekyll new'   Add comment about github-pages   Update history to reflect merge of #4533 [ci skip]   Ensure Rouge closes its div/figure properly after highlighting ends.   Add Site#config= which can be used to set the config   ..."
4625,Add Layout#relative_path so the layout can tell us what its path is for error messages,,Add Layout#relative_path so the layout can tell us what its path is for error messages,
4626,Update history to reflect merge of #4703 [ci skip],,Update history to reflect merge of #4703 [ci skip],
4627,Merge pull request #4703 from jekyll/after_init_hook,Merge pull request 4703,Merge pull request #4703 from jekyll/after_init_hook,Merge pull request 4703
4628,Update test_theme.rb,,Update test_theme.rb,
4629,Update history to reflect merge of #4712 [ci skip],,Update history to reflect merge of #4712 [ci skip],
4630,Merge pull request #4712 from chrisfinazzo/highlight-code-samples,Merge pull request 4712,Merge pull request #4712 from chrisfinazzo/highlight-code-samples,Merge pull request 4712
4631,Fix warnings,This removes the following warnings:  /lib/jekyll/configuration.rb:151: warning: instance variable @default_config_file not initialized /lib/jekyll/converter.rb:12: warning: instance variable @highlighter_prefix not initialized /lib/jekyll/converter.rb:24: warning: instance variable @highlighter_suffix not initialized /lib/jekyll/converters/markdown.rb:9: warning: instance variable @setup not initialized /lib/jekyll/converters/markdown/kramdown_parser.rb:60: warning: instance variable @highlighter not initialized /lib/jekyll/frontmatter_defaults.rb:97: warning: shadowing outer local variable - path /lib/jekyll/plugin.rb:66: warning: instance variable @safe not initialized /lib/jekyll/regenerator.rb:147: warning: instance variable @disabled not initialized /test/test_convertible.rb:40: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_filters.rb:154: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_new_command.rb:84: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_site.rb:234: warning: assigned but unused variable - site /test/test_site.rb:240: warning: assigned but unused variable - site /test/test_site.rb:522: warning: assigned but unused variable - source /test/test_tags.rb:153: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_tags.rb:425: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_tags.rb:449: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_tags.rb:496: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_tags.rb:496: warning: instance variable @result not initialized /test/test_tags.rb:511: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_tags.rb:773: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_tags.rb:773: warning: instance variable @result not initialized /test/test_tags.rb:788: warning: ambiguous first argument; put parentheses or a space even after `/' operator /test/test_url.rb:66: warning: shadowing outer local variable - doc /lib/jekyll/url.rb:119:in `escape_path': warning: URI.escape is obsolete,Fix warnings,This removes the following warnings: /lib/jekyll/configuration.rb:151: warning: instance variable @default_config_file not initialized /lib/jekyll/converter.rb:12: warning: instance variable @highlighter_prefix not initialized /lib/jekyll/converter.rb:24: warning: instance variable @highlighter_suffix not initialized /lib/jekyll/converters/markdown.rb:9: warning: instance variable @setup not initialized /lib/jekyll/converters/markdown/kramdown_parser.rb:60: warning: instance variable @highlighter not initialized /lib/jekyll/frontmatter_defaults.rb:97: warning: shadowing outer local variable - path /lib/jekyll/plugin.rb:66: warning: instance variable @safe not initialized /lib/jekyll/regenerator.rb:147: warning: instance variable @disabled not initialized /test/test_convertible.rb:40: warning: ambiguous first argument; put parentheses or a space even after module/' operator /test/test_new_command.rb:84: warning: ambiguous first argument; put parentheses or a space even after module/' operator /test/test_tags.rb:425: warning: ambiguous first argument; put parentheses or a space even after module/' operator /test/test_tags.rb:496: warning: ambiguous first argument; put parentheses or a space even after module/' operator /test/test_tags.rb:773: warning: ambiguous first argument; put parentheses or a space even after module/' operator /test/test_url.rb:66: warning: shadowing outer local variable - doc /lib/jekyll/url.rb:119:in `escape_path': warning: URI.escape is obsolete
4632,Highlight the test code,,Highlight the test code,
4633,Update history to reflect merge of #4640 [ci skip],,Update history to reflect merge of #4640 [ci skip],
4634,Merge pull request #4640 from surrim/symlink_static_files,Merge pull request 4640,Merge pull request #4640 from surrim/symlink_static_files,Merge pull request 4640
4635,but who will test the testers?,,but who will test the testers?,
4636,test that themes register with sass,,test that themes register with sass,
4637,register sass path,,register sass path,
4638,"readded ""env=prod""-condition",,"readded ""env=prod""-condition",
4639,Allow symlinks iff they point to stuff inside site.source,,Allow symlinks iff they point to stuff inside site.source,
4640,Update history to reflect merge of #3849 [ci skip],,Update history to reflect merge of #3849 [ci skip],
4641,Merge pull request #3849 from shinkondo/master,Merge pull request 3849,Merge pull request #3849 from shinkondo/master,Merge pull request 3849
4642,Update history to reflect merge of #4624 [ci skip],,Update history to reflect merge of #4624 [ci skip],
4643,Merge pull request #4624 from jeffkole/feature/add-collection-url-tag,Merge pull request 4624,Merge pull request #4624 from jeffkole/feature/add-collection-url-tag,Merge pull request 4624
4644,Update history to reflect merge of #4704 [ci skip],,Update history to reflect merge of #4704 [ci skip],
4645,Merge pull request #4704 from jekyll/parkr-patch-1,Merge pull request 4704,Merge pull request #4704 from jekyll/parkr-patch-1,Merge pull request 4704
4646,Update history to reflect merge of #4706 [ci skip],,Update history to reflect merge of #4706 [ci skip],
4647,Merge pull request #4706 from yordis/patch-1,Merge pull request 4706,Merge pull request #4706 from yordis/patch-1,Merge pull request 4706
4648,Checks for link file extension in tests,,Checks for link file extension in tests,
4649,Updating assets documentation,"Just because developer are lazy and tools like this is for move forward faster, normally we don't read (it's a fact) and because of that I missed this super important sentence. At least this should help.",Updating assets documentation,"Just because developer are lazy and tools like this is for move forward faster, normally we don't read (it's a fact) and because of that I missed this super important sentence. At least this should help."
4650,Fix test teardown for cleaner.,,Fix test teardown for cleaner.,
4651,Update history to reflect merge of #4542 [ci skip],,Update history to reflect merge of #4542 [ci skip],
4652,Merge pull request #4542 from jekyll/jekyll-new-with-gemfile,Merge pull request 4542,Merge pull request #4542 from jekyll/jekyll-new-with-gemfile,Merge pull request 4542
4653,Add explanation of site variables in the example _config.yml,,Add explanation of site variables in the example _config.yml,
4654,Merge remote-tracking branch 'upstream/master',,Merge remote-tracking branch 'upstream/master',
4655,Use double quotes in the gemfile,,Use double quotes in the gemfile,
4656,Add test for creation of Gemfile by 'jekyll new',,Add test for creation of Gemfile by 'jekyll new',
4657,Add comment about github-pages,,Add comment about github-pages,
4658,Update history to reflect merge of #4533 [ci skip],,Update history to reflect merge of #4533 [ci skip],
4659,Merge pull request #4533 from hgoodman/feature/show-dir-listing,Merge pull request 4533,Merge pull request #4533 from hgoodman/feature/show-dir-listing,Merge pull request 4533
4660,Ensure Rouge closes its div/figure properly after highlighting ends.,Fixes #4474,Ensure Rouge closes its div/figure properly after highlighting ends.,Fixes #4474
4661,Add Site#config= which can be used to set the config,,Add Site#config= which can be used to set the config,
4662,Add Hook for :site :after_init,,Add Hook for :site :after_init,
4663,Update history to reflect merge of #4700 [ci skip],,Update history to reflect merge of #4700 [ci skip],
4664,Merge pull request #4700 from KrzysiekJ/jekyll-paspagon-plugin,Merge pull request 4700,Merge pull request #4700 from KrzysiekJ/jekyll-paspagon-plugin,Merge pull request 4700
4665,Add jekyll-paspagon plugin,,Add jekyll-paspagon plugin,
4666,Update history to reflect merge of #4694 [ci skip],,Update history to reflect merge of #4694 [ci skip],
4667,Merge pull request #4694 from pathawks/pr/xml_escape,Merge pull request 4694,Merge pull request #4694 from pathawks/pr/xml_escape,Merge pull request 4694
4668,Update history to reflect merge of #4699 [ci skip],,Update history to reflect merge of #4699 [ci skip],
4669,Merge pull request #4699 from chrisfinazzo/fix-resources-url,Merge pull request 4699,Merge pull request #4699 from chrisfinazzo/fix-resources-url,Merge pull request 4699
4670,"Use the correct URL, Fixes #4698",,"Use the correct URL, Fixes #4698",
4671,Add test to inspect strings,,Add test to inspect strings,
4672,Use encode for xml_escape filter,,Use encode for xml_escape filter,
4673,Update history to reflect merge of #4686 [ci skip],,Update history to reflect merge of #4686 [ci skip],
4674,Merge pull request #4686 from yanisvieilly/patch-1,Merge pull request 4686,Merge pull request #4686 from yanisvieilly/patch-1,Merge pull request 4686
4675,Update windows.md,Fix typo on Chocolatey name,Update windows.md,Fix typo on Chocolatey name
4676,Update history to reflect merge of #4491 [ci skip],,Update history to reflect merge of #4491 [ci skip],
4677,Merge pull request #4491 from jekyll/ignore-tilde,Merge pull request 4491,Merge pull request #4491 from jekyll/ignore-tilde,Merge pull request 4491
4678,Update history to reflect merge of #4685 [ci skip],,Update history to reflect merge of #4685 [ci skip],
4679,Merge pull request #4685 from smacz42/master,Merge pull request 4685,Merge pull request #4685 from smacz42/master,Merge pull request 4685
4680,Additional repo needed for Fedora 23 Workspace,"After running: sudo dnf install ruby ruby-devel rubygems nodejs sudo dnf group install ""C Development and Tools""  I was unable to install Jekyll via gem due to an error: The compiler failed to generate an executable file. (RuntimeError) You have to install development tools first.  Taken from the fedoraproject.org Gem page:  If you installed all the above, but the extensions would still not compile, you are probably running a Fedora image that misses redhat-rpm-config >package. In that case gcc compiler would complain about one of the following:  gcc: error: conftest.c: No such file or directory gcc: error: /usr/lib/rpm/redhat/redhat-hardened-cc1: No such file or directory   To solve this, simply run sudo dnf install redhat-rpm-config.  After doing so it downloaded, compiled and installed without a problem.",Additional repo needed for Fedora 23 Workspace,"After running: sudo dnf install ruby ruby-devel rubygems nodejs sudo dnf group install ""C Development and Tools"" I was unable to install Jekyll via gem due to an error: The compiler failed to generate an executable file. (RuntimeError) You have to install development tools first. Taken from the fedoraproject.org Gem page: If you installed all the above, but the extensions would still not compile, you are probably running a Fedora image that misses redhat-rpm-config >package. In that case gcc compiler would complain about one of the following: gcc: error: conftest.c: No such file or directory gcc: error: /usr/lib/rpm/redhat/redhat-hardened-cc1: No such file or directory To solve this, simply run sudo dnf install redhat-rpm-config. After doing so it downloaded, compiled and installed without a problem."
4681,Add installing devel libraries to fedora,"I followed the troubleshooting and came up with sudo gem install jekyll unable to generate the binary file because the development libraries were not installed on my system. Per fedoraproject.org -- Gems this is necessary to install this. The instructions mirror what is listed on that page, but using yum instead of dnf - which is understandable because RH and CentOS still use yum.",Add installing devel libraries to fedora,"I followed the troubleshooting and came up with sudo gem install jekyll unable to generate the binary file because the development libraries were not installed on my system. Per fedoraproject.org -- Gems this is necessary to install this. The instructions mirror what is listed on that page, but using yum instead of dnf - which is understandable because RH and CentOS still use yum."
4682,Update history to reflect merge of #4682 [ci skip],,Update history to reflect merge of #4682 [ci skip],
4683,Merge pull request #4682 from DirtyF/patch-1,Merge pull request 4682,Merge pull request #4682 from DirtyF/patch-1,Merge pull request 4682
4684,replace with @parkr suggestion,,replace with @parkr suggestion,
4685,benchmark: add benchmarks for String#=~ vs String#include?,,benchmark: add benchmarks for String#=~ vs String#include?,
4686,typo,,typo,
4687,future option also works for collections,Following the discussion on #4676,future option also works for collections,Following the discussion on #4676
4688,Add urlsafe to accepted slugify modes,,Add urlsafe to accepted slugify modes,
4689,Add urlsafe method for slugify,,Add urlsafe method for slugify,
4690,Fix documentation for push/pop/shift/unshift,/cc https://github.com/jekyll/jekyll/pull/4384,Fix documentation for push/pop/shift/unshift,/cc link
