Index,Message,Description,Message Abstract,Description Abstract
868,Add placeholder variant (#6106),  add placeholder variant   update changelog ,Add placeholder variant (#6106),add placeholder variant update changelog
869,Update eslint to version 8.2.0,,Update eslint to version 8.2.0,
870,Enforce the order of pseudo elements (#6018),  enforce the order of some variants   update changelog   use better algorithm ,Enforce the order of pseudo elements (#6018),enforce the order of some variants update changelog use better algorithm
871,Improve nesting detection (#6011),,Improve nesting detection (#6011),
872,Update cssnano to version 5.0.10,,Update cssnano to version 5.0.10,
873,make version number dynamic in the test (#6017),,make version number dynamic in the test (#6017),
874,3.0.0-alpha.2,,3.0.0-alpha.2,
875,Update changelog,,Update changelog,
876,Update esbuild to version 0.13.12,,Update esbuild to version 0.13.12,
877,Add test for using variants with multi-class selectors,,Add test for using variants with multi-class selectors,
878,add test to prove @supports is kept in @layer rule (#5992),,add test to prove @supports is kept in @layer rule (#5992),
879,Update changelog,,Update changelog,
880,Update changelog,,Update changelog,
881,Add support for colored box shadows (#5979),"  WIP   add box shadow parser   use box shadow parser   Update default shadows, add boxShadowColor key, add shadow datatype   Update tests   add valid flag to boxShadow parser   Co-authored-by: Robin Malfait malfait.robin@gmail.com",Add support for colored box shadows (#5979),"WIP add box shadow parser use box shadow parser Update default shadows, add boxShadowColor key, add shadow datatype Update tests add valid flag to boxShadow parser Co-authored-by: Robin Malfait malfait.robin@gmail.com"
882,Update autoprefixer to version 10.4.0,,Update autoprefixer to version 10.4.0,
883,Update @swc/core to version 1.2.106,,Update @swc/core to version 1.2.106,
884,Update changelog,,Update changelog,
885,Add full color palette for fill/stroke (#5933),"Historically we've only included fill-current and stroke-current due to file size considerations, and recommended combining them with text color utilities like this: html <svg class=""fill-current text-blue-500""> With the JIT engine, there's no real reason for this anymore, so this PR enables all colors by default, allowing you to write this out of the box instead: html <svg class=""fill-blue-500""> Giddy up.",Add full color palette for fill/stroke (#5933),"Historically we've only included fill-current and stroke-current due to file size considerations, and recommended combining them with text color utilities like this: html  With the JIT engine, there's no real reason for this anymore, so this PR enables all colors by default, allowing you to write this out of the box instead: html  Giddy up."
886,update changelog,,update changelog,
887,update changelog,,update changelog,
888,bump due to security vulnerabilities (#5924),,bump due to security vulnerabilities (#5924),
889,Update postcss to version 8.3.11,,Update postcss to version 8.3.11,
890,Update jest to version 27.3.1,,Update jest to version 27.3.1,
891,"Add new outline style, color, width and offset utilities (#5887)"," Add new outline style, color, width and offset utilities  Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com  Remove old outline property from default config  Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com  Tweak order of outline plugins  Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com  Revert to previous outline-none styles  Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com   Drop quotes from outline property   Add offset back to outline-none utility   Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com","Add new outline style, color, width and offset utilities (#5887)","Add new outline style, color, width and offset utilities Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Remove old outline property from default config Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Tweak order of outline plugins Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Revert to previous outline-none styles Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Drop quotes from outline property Add offset back to outline-none utility Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com"
892,Add print variant (#5885),Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com,Add print variant (#5885),Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com
893,Allow the use of @media print without parens (#5898),,Allow the use of @media print without parens (#5898),
894,Handle color transformations properly with theme(...) for all relevant plugins (#5871),"  call function for colors that are not in colors   add all color related thingies   transformThemeValue in a very verbose way   handle functions by default   cleanup, make sure we handle functions everywhere   update changelog   Co-authored-by: Bill Criswell bill_criswell@comcast.com",Handle color transformations properly with theme(...) for all relevant plugins (#5871),"call function for colors that are not in colors add all color related thingies transformThemeValue in a very verbose way handle functions by default cleanup, make sure we handle functions everywhere update changelog Co-authored-by: Bill Criswell bill_criswell@comcast.com"
895,Ensure @apply of a utility with multiple definitions works (#5870),,Ensure @apply of a utility with multiple definitions works (#5870),
896,Fix debug mode being active although explicitly disabled (#5837),  fix debug mode being active although explicitly disabled   also set debug mode correctly in sharedState ,Fix debug mode being active although explicitly disabled (#5837),fix debug mode being active although explicitly disabled also set debug mode correctly in sharedState
897,Update autoprefixer to version 10.3.7,,Update autoprefixer to version 10.3.7,
898,Ensure comments in @layer rules don't crash (#5854),  ensure comments in @layer rules don't crash   update changelog ,Ensure comments in @layer rules don't crash (#5854),ensure comments in @layer rules don't crash update changelog
899,Allow _ inside url() when using arbitrary values (#5853),  allow for underscores in url()   update changelog ,Allow _ inside url() when using arbitrary values (#5853),allow for underscores in url() update changelog
900,Update eslint to version 8.0.1 (#5807),Co-authored-by: depfu[bot] 23717796+depfu[bot]@users.noreply.github.com,Update eslint to version 8.0.1 (#5807),Co-authored-by: depfu[bot] 23717796+depfu[bot]@users.noreply.github.com
901,Dedupe duplicate properties (#5830)," add collapseDuplicateDeclarations  This will allow us to remove duplicate declarations. This occurs when you are using @apply for example. The reason I implemented it as a separate step, is because this doesn't only happen for @apply, but it also happens if you do something like: js addComponents({ '.btn-blue, .btm-red': { padding: '10px' } }) So instead of tracking down every place this is happening, it now happens at the very end.   use new plugin in processTailwindFeatures   add/update tests by removing duplicate declarations   update changelog ",Dedupe duplicate properties (#5830),"add collapseDuplicateDeclarations This will allow us to remove duplicate declarations. This occurs when you are using @apply for example. The reason I implemented it as a separate step, is because this doesn't only happen for @apply, but it also happens if you do something like: js addComponents({ '.btn-blue, .btm-red': { padding: '10px' } }) So instead of tracking down every place this is happening, it now happens at the very end. use new plugin in processTailwindFeatures add/update tests by removing duplicate declarations update changelog"
902,Remove prefix as a function (#5829),  mark prefix as a function as a breaking change   remove prefix as a function related code   remove prefix as a function related tests   update changelog ,Remove prefix as a function (#5829),mark prefix as a function as a breaking change remove prefix as a function related code remove prefix as a function related tests update changelog
903,Improve before and after variants (#5820),"  remove unused withRule   ensure all ::before and ::after elements have content   update --tw-content for the content plugin   simplify before and after variants   update tests, to reflect changes   make new format and wrap API's private for now   allow returning a format string from addVariant callback   add content: var(--tw-content) for before/after variants   update tests to add content: var(--tw-content)   update changelog ",Improve before and after variants (#5820),"remove unused withRule ensure all ::before and ::after elements have content update --tw-content for the content plugin simplify before and after variants update tests, to reflect changes make new format and wrap API's private for now allow returning a format string from addVariant callback add content: var(--tw-content) for before/after variants update tests to add content: var(--tw-content) update changelog"
904,Improve css expectations in tests (#5819)," use String.raw for css escapes  This will allow us to write code like: css .mobile\:font-bold {} Instead of css .mobile\\:font-bold {} Which resembles ""real"" css way better in our tests.  use String.raw in integration tests as well",Improve css expectations in tests (#5819),"use String.raw for css escapes This will allow us to write code like: css .mobile\:font-bold {} Instead of css .mobile\:font-bold {} Which resembles ""real"" css way better in our tests. use String.raw in integration tests as well"
905,Improve addVariant API (#5809)," fix incorrect comment  Probably messed this up in another PR, so just a bit of cleaning.  implement a formatVariantSelector function  This will be used to eventually simplify the addVariant API. The idea is that it can take a list of strings that define a certain format. Then it squashes everything to a single format how you would expect it. E.g.: Input:   - '&:hover'   - '&:focus'   - '.dark &'   - ':merge(.group):hover &'   - ':merge(.group):focus &' Output:   - ':merge(.group):focus:hover .dark &:focus:hover' The API here is:   - &, this means ""The parent"" or ""The previous selector"" (you can     think of it like if you are using nested selectors)   - :merge(.group), this means insert a .group if it doesn't exist     yet, but if it does exist already, then merge the new value with the     old value. This allows us to merge group-focus, group-hover into a     single .group:focus:hover ...   add new format, withRule and wrap API for addVariant   implement backwards compatibility   This will ensure that the backwards compatibility for modifySelectors and direct mutations to the container will still work. We will try to capture the changes made to the rule.selector, we will also ""backup"" the existing selector. This allows us to diff the old and new selectors and determine what actually happened. Once we know this, we can restore the selector to the ""old"" selector and add the diffed string e.g.: .foo &, to the collectedFormats as if you called format() directly. This is a bunch of extra work, but it allows us to be backwards compatible. In the future we could also warn if you are using modifySelectors, but it is going to be a little bit tricky, because usually that's implemented by plugin authors and therefore you don't have direct control over this. Maybe we can figure out the plugin this is used in and change the warning somehow?  fix incorrect test  This was clearly a bug, keyframes should not include escaped variants at all. The reason this is here in the first place is because the nodes in a keyframe are also ""rule"" nodes.  swap the order of pseudo states  The current implementation had a strange side effect, that resulted in incorrect class definitions. When you are combining the :hover and :focus event, then there is no difference between :hover:focus and :focus:hover. However, when you use :hover::file-selector-button or ::file-selector-button:hover, then there is a big difference. In the first place, you can hover over the full file input to apply changes to the File selector button. In the second scenario you have to hover over the File selector button itself to apply changes. You can think of it as function calls: - focus(hover(text-center)) What you would expect is something like this: .focus\:hover\:text-center:hover:focus, where hover is on the inside, and focus is on the outside. However in the current implementation this is implemented as .focus\:hover\:text-cener:focus:hover   add more variant tests for the new API   update parallel variants tests to make use of new API   implement core variants with new API   simplify/cleanup existing plugin utils   We can get rid of this because we drastically simplified the new addVariant API.  add addVariant shorthand signature  The current API looks like this: ```js addVariant('name', ({ format, wrap }) => {   // Wrap in an atRule   wrap(postcss.atRule({ name: 'media', params: '(prefers-reduced-motion: reduce)' })) // ""Mutate"" the selector, for example prepend .dark   format('.dark &') }) ``` It is also pretty common to have this: js addVariant('name', ({ format }) => format('.dark &')) So we simplified this to: js addVariant('name', '.dark &') It is also pretty common to have this: js addVariant('name', ({ wrap }) => wrap(postcss.atRule({ name: 'media', params: '(prefers-reduced-motion: reduce)' }))) So we simplified this to: js addVariant('name', '@media (prefers-reduced-motion: reduce)')  improve fontVariantNumeric implementation  We will use @defaults, so that only the resets are injected for the utilities we actually use.   fix typo   allow for nested addVariant shorthand   This will allow to write something like: js addVariant('name', `   @supports (hover: hover) {     @media (print) {       &:hover     }   } `) // Or as a one-liner addVariant('name', '@supports (hover: hover) { @media (print) { &:hover } }')  update changelog",Improve addVariant API (#5809),"fix incorrect comment Probably messed this up in another PR, so just a bit of cleaning. implement a formatVariantSelector function This will be used to eventually simplify the addVariant API. The idea is that it can take a list of strings that define a certain format. Then it squashes everything to a single format how you would expect it. E.g.: Input:   - '&:hover'   - '&:focus'   - '.dark &'   - ':merge(.group):hover &'   - ':merge(.group):focus &' Output:   - ':merge(.group):focus:hover .dark &:focus:hover' The API here is:   - &, this means ""The parent"" or ""The previous selector"" (you can     think of it like if you are using nested selectors)   - :merge(.group), this means insert a .group if it doesn't exist     yet, but if it does exist already, then merge the new value with the     old value. This allows us to merge group-focus, group-hover into a     single .group:focus:hover ... add new format, withRule and wrap API for addVariant implement backwards compatibility This will ensure that the backwards compatibility for modifySelectors and direct mutations to the container will still work. We will try to capture the changes made to the rule.selector, we will also ""backup"" the existing selector. This allows us to diff the old and new selectors and determine what actually happened. Once we know this, we can restore the selector to the ""old"" selector and add the diffed string e.g.: .foo &, to the collectedFormats as if you called format() directly. This is a bunch of extra work, but it allows us to be backwards compatible. In the future we could also warn if you are using modifySelectors, but it is going to be a little bit tricky, because usually that's implemented by plugin authors and therefore you don't have direct control over this. Maybe we can figure out the plugin this is used in and change the warning somehow? fix incorrect test This was clearly a bug, keyframes should not include escaped variants at all. The reason this is here in the first place is because the nodes in a keyframe are also ""rule"" nodes. swap the order of pseudo states The current implementation had a strange side effect, that resulted in incorrect class definitions. When you are combining the :hover and :focus event, then there is no difference between :hover:focus and :focus:hover. However, when you use :hover::file-selector-button or ::file-selector-button:hover, then there is a big difference. In the first place, you can hover over the full file input to apply changes to the File selector button. In the second scenario you have to hover over the File selector button itself to apply changes. You can think of it as function calls: - focus(hover(text-center)) What you would expect is something like this: .focus\:hover\:text-center:hover:focus, where hover is on the inside, and focus is on the outside. However in the current implementation this is implemented as .focus\:hover\:text-cener:focus:hover add more variant tests for the new API update parallel variants tests to make use of new API implement core variants with new API simplify/cleanup existing plugin utils We can get rid of this because we drastically simplified the new addVariant API. add addVariant shorthand signature The current API looks like this: module It is also pretty common to have this: js addVariant('name', ({ format }) => format('.dark &')) So we simplified this to: js addVariant('name', '.dark &') It is also pretty common to have this: js addVariant('name', ({ wrap }) => wrap(postcss.atRule({ name: 'media', params: '(prefers-reduced-motion: reduce)' }))) So we simplified this to: js addVariant('name', '@media (prefers-reduced-motion: reduce)') improve fontVariantNumeric implementation We will use @defaults, so that only the resets are injected for the utilities we actually use. fix typo allow for nested addVariant shorthand This will allow to write something like: js addVariant('name', module) // Or as a one-liner addVariant('name', '@supports (hover: hover) { @media (print) { &:hover } }') update changelog"
906,update build script name in CONTRIBUTING.md (#5814),,update build script name in CONTRIBUTING.md (#5814),
907,Update @swc/cli to version 0.1.51,,Update @swc/cli to version 0.1.51,
908,Update jest-diff to version 27.2.5,,Update jest-diff to version 27.2.5,
909,Update changelog,,Update changelog,
910,Neaten extract.DEFAULT resolution (#5778),,Neaten extract.DEFAULT resolution (#5778),
911,Fix CLI --content option (#5775),  Add failing test   Fix CLI --content option ,Fix CLI --content option (#5775),Add failing test Fix CLI --content option
912,Update changelog,,Update changelog,
913,Configure awaitWriteFinish for chokidar (#5774),  Configure awaitWriteFinish for chokidar   Enable awaitWriteFinish on Windows only ,Configure awaitWriteFinish for chokidar (#5774),Configure awaitWriteFinish for chokidar Enable awaitWriteFinish on Windows only
914,Don't use pointer cursor on disabled buttons by default (#5772),,Don't use pointer cursor on disabled buttons by default (#5772),
915,Update changelog,,Update changelog,
916,Add text-decoration-color utilities (#5760),  utilities and tests in place for textDecorationColor and textDecorationOpacity   change 'backgroundColor' to 'textDecorationColor' in corePlugin declaration for latter   remove explicit textDecorationOpacity utility (the JIT slash syntax suffices)   Co-authored-by: Michael Warner michaelwarner@Michaels-MacBook-Pro.local,Add text-decoration-color utilities (#5760),utilities and tests in place for textDecorationColor and textDecorationOpacity change 'backgroundColor' to 'textDecorationColor' in corePlugin declaration for latter remove explicit textDecorationOpacity utility (the JIT slash syntax suffices) Co-authored-by: Michael Warner michaelwarner@Michaels-MacBook-Pro.local
917,Update esbuild to version 0.13.4,,Update esbuild to version 0.13.4,
918,Update changelog,,Update changelog,
919,Add grow and shrink aliases (#5733),"This adds grow-* and shrink-* utilities as aliases for flex-grow-* and flex-shrink-* since those names are unnecessarily verbose. We will stop documenting the long form ones and consider them deprecated. diff - <div class=""flex-grow-0 flex-shrink""> + <div class=""grow-0 shrink"">",Add grow and shrink aliases (#5733),This adds grow- and shrink- utilities as aliases for flex-grow- and flex-shrink- since those names are unnecessarily verbose. We will stop documenting the long form ones and consider them deprecated. diff -  + 
920,Update changelog,,Update changelog,
921,Support all  utilities in JIT mode: https://github.com/tailwindlabs/tailwindcss/discussions/5724 (#5734),,Support all  utilities in JIT mode: link (#5734),
922,Remove reference to undefined variable in DEBUG mode,,Remove reference to undefined variable in DEBUG mode,
923,Update changelog,,Update changelog,
924,Update changelog,,Update changelog,
925,Add min-content and max-content utilities for (min/max) height (#5729),,Add min-content and max-content utilities for (min/max) height (#5729),
926,Use join instead of resolve and update path import,This fixes pkg bundling,Use join instead of resolve and update path import,This fixes pkg bundling
927,Use path.resolve instead of string concatenation,"This allows the path to be statically analysed when bundling, for example with pkg",Use path.resolve instead of string concatenation,"This allows the path to be statically analysed when bundling, for example with pkg"
928,Ensure we log flag notices (#5726),,Ensure we log flag notices (#5726),
929,Add fit-content utilities for (min/max) height and width (#5638),,Add fit-content utilities for (min/max) height and width (#5638),
930,Update glob-parent to version 6.0.2,,Update glob-parent to version 6.0.2,
931,Update changelog,,Update changelog,
932,"Make negative values a first-class feature, rather than theme-driven (#5709)",  WIP   Add failing test for negating default values   Add dynamic negative value opt-in (#5713)   Add supportsNegativeValues plugin option   Update getClassList to support dynamic negative values   Add test for using a negative scale value with a plugin that does not support dynamic negative values   Support dynamic negation of DEFAULT values (#5718)   Add test case   Co-authored-by: Brad Cornes bradlc41@gmail.com,"Make negative values a first-class feature, rather than theme-driven (#5709)",WIP Add failing test for negating default values Add dynamic negative value opt-in (#5713) Add supportsNegativeValues plugin option Update getClassList to support dynamic negative values Add test for using a negative scale value with a plugin that does not support dynamic negative values Support dynamic negation of DEFAULT values (#5718) Add test case Co-authored-by: Brad Cornes bradlc41@gmail.com
933,Enable optimize universal defaults by default (#5635)," enabled optimizeUniversalDefaults by default  This PR is done in a way so that the default is set to true, but you can still disable it if it causes issues. In this case we do appreciate an issue in that case 😅.   update tests to use optimized universal selector   update integration tests   add dedicated tests for the optimized universal selector   improve minimumImpactSelector algorithm   I think I cracked the algorithm, but I will probably need another pair of eyes on the subject. The current implementation works like this: Prerequisites:  The selector should already have been parsed using the selectorParser   from 'postcss-selector-parser'.  Algorithm:  Remove all of the pseudo classes from the list of nodes.   1.1. We do want to keep pseudo elements (E.g.: ::before, ::first-line, ...)   1.2. We do want to keep pseudo classes that contain nodes (E.g.:     :not(...))  Reverse the list of nodes.   This will make it easier to search from the end to the start. For   example .group:hover .group-hover should result in .group-hover   not .group.   2.1. Find the index of the best match (class, id, attribute), and     convert the node if required. (E.g.: span#app -> #app => [id=""app""])   2.2. Remove the rest of the selector that is not important anymore   2.3. Re-join the left-over nodes together   update tests using new algorithm   also look for tag types   take tag into account   simplify logic   add test to prove rest.reverse() in first case is required   In case we don't find a match (idx === -1), we use rest.reverse(). However, it looks like you can just use nodes instead. This is not entirely true, because the rest variable will contain only the nodes that are not pseudo elements. *:hover would result in *:hover instead of just *  replace all nodes after > with a single universal selector",Enable optimize universal defaults by default (#5635),"enabled optimizeUniversalDefaults by default This PR is done in a way so that the default is set to true, but you can still disable it if it causes issues. In this case we do appreciate an issue in that case 😅. update tests to use optimized universal selector update integration tests add dedicated tests for the optimized universal selector improve minimumImpactSelector algorithm I think I cracked the algorithm, but I will probably need another pair of eyes on the subject. The current implementation works like this: Prerequisites: The selector should already have been parsed using the selectorParser   from 'postcss-selector-parser'. Algorithm: Remove all of the pseudo classes from the list of nodes.   1.1. We do want to keep pseudo elements (E.g.: ::before, ::first-line, ...)   1.2. We do want to keep pseudo classes that contain nodes (E.g.:     :not(...)) Reverse the list of nodes.   This will make it easier to search from the end to the start. For   example .group:hover .group-hover should result in .group-hover   not .group.   2.1. Find the index of the best match (class, id, attribute), and     convert the node if required. (E.g.: span#app -> #app => [id=""app""])   2.2. Remove the rest of the selector that is not important anymore   2.3. Re-join the left-over nodes together update tests using new algorithm also look for tag types take tag into account simplify logic add test to prove rest.reverse() in first case is required In case we don't find a match (idx === -1), we use rest.reverse(). However, it looks like you can just use nodes instead. This is not entirely true, because the rest variable will contain only the nodes that are not pseudo elements. :hover would result in :hover instead of just * replace all nodes after > with a single universal selector"
934,Update jest to version 27.2.4,,Update jest to version 27.2.4,
935,Update changelog,,Update changelog,
936,Add flex-basis utilities (#5671),,Add flex-basis utilities (#5671),
937,Update is-glob to version 4.0.3,,Update is-glob to version 4.0.3,
938,Update changelog,,Update changelog,
939,Update @swc/core to version 1.2.92,,Update @swc/core to version 1.2.92,
940,Update changelog,,Update changelog,
941,Update changelog,,Update changelog,
942,Update changelog,,Update changelog,
943,Update changelog,,Update changelog,
944,update integration tests for alpha version,,update integration tests for alpha version,
945,update integration tests for alpha version,,update integration tests for alpha version,
946,Update changelog,,Update changelog,
947,3.0.0-alpha.1,,3.0.0-alpha.1,
948,Update release.yml,,Update release.yml,
949,Improve warnings (#5666),,Improve warnings (#5666),
950,Update autoprefixer to version 10.3.6,,Update autoprefixer to version 10.3.6,
951,Polish match APIs (#5664),  fix incorrect logic for validating content paths   remove includeRules helper   generate keyframes as part of the animate plugin   add matchUtilities   splitup variantPlugins and corePlugins ,Polish match APIs (#5664),fix incorrect logic for validating content paths remove includeRules helper generate keyframes as part of the animate plugin add matchUtilities splitup variantPlugins and corePlugins
952,Handle old to new config when normalizing the config (#5658)," immediately take the safelist values into account  Currently we had to manually add them in the setupTrackingContext, setupWatchingContext and the cli. This was a bit cumbersome, because the safelist function (to resolve regex patterns) was implemented on the context. This means that we had to do something like this: js let changedContent = [] let context = createContext(config, changedContent) for (let content of context.safelist()) {   changedContent.push(content) } This just feels wrong in general, so now it is handled internally for you which means that we can't mess it up anymore in those 3 spots.  drop the dot from the extension  Our transformers and extractors are implemented for html for example. However the path.extname() returns .html. This isn't an issue by default, but it could be for with custom extractors / transformers.   normalize the configuration   make shared cache local per extractor   ensure we always have an extension   Defaults to html   splitup custom-extractors test   update old config structure to new structure   ensure we validate the ""old"" structure, and warn if invalid   add tests with ""old"" config, to ensure it keeps working   add missing content object   inline unnecessary function abstraction ",Handle old to new config when normalizing the config (#5658),"immediately take the safelist values into account Currently we had to manually add them in the setupTrackingContext, setupWatchingContext and the cli. This was a bit cumbersome, because the safelist function (to resolve regex patterns) was implemented on the context. This means that we had to do something like this: js let changedContent = [] let context = createContext(config, changedContent) for (let content of context.safelist()) {   changedContent.push(content) } This just feels wrong in general, so now it is handled internally for you which means that we can't mess it up anymore in those 3 spots. drop the dot from the extension Our transformers and extractors are implemented for html for example. However the path.extname() returns .html. This isn't an issue by default, but it could be for with custom extractors / transformers. normalize the configuration make shared cache local per extractor ensure we always have an extension Defaults to html splitup custom-extractors test update old config structure to new structure ensure we validate the ""old"" structure, and warn if invalid add tests with ""old"" config, to ensure it keeps working add missing content object inline unnecessary function abstraction"
953,Change color warning key,,Change color warning key,
954,Rename completions and remove color information (#5662),,Rename completions and remove color information (#5662),
955,Add warning about RTL features being in preview,Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com,Add warning about RTL features being in preview,Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com
956,Implement one-time logging to prevent duplicate warnings (#5661),Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com,Implement one-time logging to prevent duplicate warnings (#5661),Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com
957,Remove darkMode from simpleConfig,,Remove darkMode from simpleConfig,
958,Standardize default config to use unified callback argument syntax,,Standardize default config to use unified callback argument syntax,
959,Detect ambiguity in arbitrary values (#5634),  detect ambiguity in arbitrary values   update warning message ,Detect ambiguity in arbitrary values (#5634),detect ambiguity in arbitrary values update warning message
960,fix: improve negative proformance (#5652) (#5652),,fix: improve negative proformance (#5652) (#5652),
961,Fix fallback argument in CLI (#5646),"I don't know exactly what happened here, but it seems like I screwed this trivial fallback up in a spectacular way... anyway, here to fix it!",Fix fallback argument in CLI (#5646),"I don't know exactly what happened here, but it seems like I screwed this trivial fallback up in a spectacular way... anyway, here to fix it!"
962,Update changelog,Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com,Update changelog,Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com
963,"Add border-x-{width}, border-y-{width}, border-x-{color} and border-y-{color} utilities (#5639)",Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-Authored-By: Davy davy@prepr.io,"Add border-x-{width}, border-y-{width}, border-x-{color} and border-y-{color} utilities (#5639)",Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-Authored-By: Davy davy@prepr.io
964,Update changelog,Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com,Update changelog,Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com
965,Add scroll-snap utilities (#5637),Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Peter Jonsson 4572231+95jonpet@users.noreply.github.com Co-authored-by: Enzo Innocenzi enzo@innocenzi.dev,Add scroll-snap utilities (#5637),Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Peter Jonsson 4572231+95jonpet@users.noreply.github.com Co-authored-by: Enzo Innocenzi enzo@innocenzi.dev
966,Fix using backslashes in content globs (#5628),  Normalize content globs   Update changelog ,Fix using backslashes in content globs (#5628),Normalize content globs Update changelog
967,Fix using negated content globs (#5625),  Fix negated content patterns   Update changelog ,Fix using negated content globs (#5625),Fix negated content patterns Update changelog
968,Update postcss to version 8.3.8,,Update postcss to version 8.3.8,
969,Update changelog,,Update changelog,
970,Resolve overflow-clip naming collision issue (#5630)," Rename overflow-clip to text-clip, add text-ellipsis, deprecate overflow-ellipsis  Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com  Add overflow-clip utilities  Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com",Resolve overflow-clip naming collision issue (#5630),"Rename overflow-clip to text-clip, add text-ellipsis, deprecate overflow-ellipsis Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Add overflow-clip utilities Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com"
971,Update package version import to allow for tree-shaking (#5629),,Update package version import to allow for tree-shaking (#5629),
972,Add [open] variant (#5627), Add [open] variant  Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-Authored-By: Sean Doyle 2575027+seanpdoyle@users.noreply.github.com  Add new applyStateToMarker() function  This function replaces the existing applyPseudoToMarker() and applyAttributeToMarker() functions. Co-Authored-By: Robin Malfait 1834413+RobinMalfait@users.noreply.github.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Sean Doyle 2575027+seanpdoyle@users.noreply.github.com Co-authored-by: Robin Malfait 1834413+RobinMalfait@users.noreply.github.com,Add [open] variant (#5627),Add [open] variant Co-Authored-By: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-Authored-By: Sean Doyle 2575027+seanpdoyle@users.noreply.github.com Add new applyStateToMarker() function This function replaces the existing applyPseudoToMarker() and applyAttributeToMarker() functions. Co-Authored-By: Robin Malfait 1834413+RobinMalfait@users.noreply.github.com Co-authored-by: Adam Wathan 4323180+adamwathan@users.noreply.github.com Co-authored-by: Sean Doyle 2575027+seanpdoyle@users.noreply.github.com Co-authored-by: Robin Malfait 1834413+RobinMalfait@users.noreply.github.com
973,Drop unused tailwindDirectives argument (#5624),,Drop unused tailwindDirectives argument (#5624),
974,"Ensure full node stays, if only a partial is used (#5617)",,"Ensure full node stays, if only a partial is used (#5617)",
975,Support arbitrary color with opacity modifier (#4723),,Support arbitrary color with opacity modifier (#4723),
976,Update changelog,,Update changelog,
977,Update CHANGELOG.md,,Update CHANGELOG.md,
978,Add inherit to color palette (#5597),Re-implementation of #2706. Co-Authored-By: Jorge González yo@jorgeglz.io Co-authored-by: Jorge González yo@jorgeglz.io,Add inherit to color palette (#5597),Re-implementation of #2706. Co-Authored-By: Jorge González yo@jorgeglz.io Co-authored-by: Jorge González yo@jorgeglz.io
979,Add touch-action utilities (#5603),Co-Authored-By: Mattèo Gauthier matteo.gauthier@gmail.com Co-authored-by: Mattèo Gauthier matteo.gauthier@gmail.com,Add touch-action utilities (#5603),Co-Authored-By: Mattèo Gauthier matteo.gauthier@gmail.com Co-authored-by: Mattèo Gauthier matteo.gauthier@gmail.com
980,Update changelog,,Update changelog,
981,ensure we don't override the name (#5602),"Keep track of unknown values (like css variables) in an unknown section. Currently we only need to know the name, so this will be good enough for now.",ensure we don't override the name (#5602),"Keep track of unknown values (like css variables) in an unknown section. Currently we only need to know the name, so this will be good enough for now."
