Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
1680,tweaks,0.870878,- Various Minor tweaks. ,,1
1681,Merge pull request #715 from MWGitHub/dev,0.50281596,Remove duplicated base url from loader path in the bitmapFontParser #4101 ,,0
1682,fixes DestroyTexture,0.7424508,TilingSprite and AnimatedSprite destroy fix #3995 ,,1
1683,added comments,0.6566349,🎁Added,,0
1684,Fix update textures in handleContextRestored,0.7340251,Reset textures on Renderer's reset operation (#5430),,1
1685,changed [] to Array<> as the former throws up errors as invalid syntax and stops jsdocs from working,0.5294282,Updating jsdocs for settings (#5214),,0
1686,Remove unused option from Application (#6816),0.5609392,Chore: Remove unused Assets.init options (#8903) @bigtimebuddy ,,0
1687,Merge pull request #1833 from JiDW/tilingspritetrim,0.54721105,"Chore: nullish coalescing and optional chaining (#8419, #8730) @bigtimebuddy ",,0
1688,"Add Circle and Ellipse, and move hit tests into shapes",0.62419844,Custom object hitAreas can now be circles / rectangles / or polys.,,0
1689,Merge branch 'dev-mesh-utils' into dev,0.44538546,"Cleanup devDependencies, don't require package order (#7664) @bigtimebuddy ",,0
1690,added pre and post render events to renderers,0.9052129,"- Add ""prerender"" and ""postrender"" events to renderers",,1
1691,Expose standard shaders on PIXI namespace as documented,0.6723579,4 export as namespace PIXI;,,0
1692,Merge pull request #1982 from adelciotto/fixed_canvas_renderer_options,0.58202744,- #2229: Fix issue in CanvasRenderer where previous blend mode was used,,0
1693,moved ObservablePoint to a better home,0.44791687,Fix documentation ObservablePoint (#7415) @jrod-disco ,,0
1694,Merge pull request #2097 from SanderSpies/fix_shaders_leak2,0.5731685,Fix Texture leak with SpritesheetLoader (#6508),,0
1695,allow Container.addChildAt when zero children,0.7805959,Move settings.SORTABLE_CHILDREN to Container.defaultSortableChildren ,,1
1696,fixed lint brace style warnings,0.53517556,TextStyle fixes #3405,,0
1697,Republished main pixie files,0.66861486,Renamed PIXI.extras.MovieClip to PIXI.extras.AnimatedSprite #3244,,0
1698,Update graphics documentation (#7641),0.889776,Update graphics documentation (#7641) @doehyunbaek ,,1
1699,Chore: Fix prerelease tag (#9202),0.858135,Chore: Fix prerelease tag (#9202) @bigtimebuddy ,,1
1700,add back in currentRenderer,0.6035038,Don't query currentState again #3764,,0
1701,Follow W3 specs for pointerId mouse value (#4606),1.0000001,Follow W3 specs for pointerId mouse value (#4606),,1
1702,Merge pull request #904 from FedeOmoto/dev,0.5205672,Remove redundant release branch pushes upon publish #4099,,0
1703,add missing drawCount increments,0.6965226,Fix line and fill style drawCalls count (#5981),,0
1704,move TextureUvs to textures/,0.7607068,Multi texture renderering,,1
1705,Update license with up-to-date year,0.5615203,update();,,0
1706,Deprecate filters namespace (#9039),0.8542297,Deprecate filters namespace (#9039) @bigtimebuddy ,,1
1707,revert dom element event listeners,0.6324488,Remove accessibility event listeners with capture (#5085),,0
1708,Added set function to Point,0.691352,Point and ObservablePoint self-return on set (#6199),,0
1709,Chore: Simplify extra TSConfig files (#8460),0.90557885,Chore: Simplify extra TSConfig files (#8460) @bigtimebuddy ,"  Allows developer to limit the texture update rate of videos Can really help the performance; no need to be updating the texture when no change to the video has occured https://github.com/pixijs/pixi.js/issues/4789   Updated autoDetectResource docs, and added a test for the updateFPS setting & property for VideoResource ",1
1710,Missing destroy of complexPrimitiveShader in WebGLShaderManager.destroy method,0.78954744,- Fixed DestroyTexture function in webGLRenderer,,1
1711,hitArea now is a thing!,0.50332856,@ayamada ,  Remove accessibility manager hook div from dom on destruction   Mark accessibility hooks methods as private ,0
1712,Trying to fix additive blending in v3,0.69000524,BlendMode alpha fix (#5739),,0
1713,A couple of more deprecations after moving from v4 to v5 (#5951),0.9999999,A couple of more deprecations after moving from v4 to v5 (#5951),,1
1714,Merge pull request #3617 from themoonrat/event-types-doc,0.592643,Add missing events to FederatedEventMap (#8770) @spencerflem ,,0
1715,Reformat documentation for TimeLimiter (#8010),0.6529552,"Modernize documentation examples (#8637, #8729) @bigtimebuddy ",,0
1716,Remove pixi-spine dependency. Tested on real project :),0.7193622,Removal of pixi-gl-core dependency #4547,,1
1717,Small bit of code file organisation for webGL renderer,0.81077874,New webGL renderer,,1
1718,Added overlapping children tests (#3535),0.7240867,Adds recursive children hitTest tests #3665 ,,1
1719,updated tests,0.67235637,Rectangle test updates #3578 ,,0
1720,Fix line and fill style drawCalls count (#5981),0.9999999,Fix line and fill style drawCalls count (#5981),,1
1721,Bugfix/masking whilst rendering to a render texture (#4739),0.7569097,Fix mask ignored using RenderTexture on Firefox/Linux (#8008) @dev7355608 ,  Enables WebGL test on Travis   Removes GL-only test gate ,1
1722,Sag / image / canvas all in!,0.5995746,Fix holes in Graphics when used as masks with canvas (#7556) @a-c-sreedhar-reddy ,,0
1723,"Support for built, deployable documentation (#2864)",0.9778478,"Support for built, deployable documentation #2864 ",,1
1724,added setFromMatrix,0.7733682,"Add support for setMatrix with drawEllipse and drawCircle (#6562, #6565)",,1
1725,Merge pull request #882 from iccthedral/dev,0.5126178,Remove unused extractUniformsFromSrc (#7223),,0
1726,Fix Basis package typos (#7087),0.71272624,Fix parameter typings of BasePrepare (#7954) @andrewstart ,,1
1727,Merge pull request #2464 from ivanpopelyshev/dev-clearfix,0.5091266,Fix loseContext/restoreContext (#9051) @yordan-kanchelov @dev7355608 ,,0
1728,Added webGL2 hello,0.7582349,New webGL renderer,,1
1729,jsdoc fixes for all Texture classes.,0.6213461,Updating jsdocs for settings (#5214),,0
1730,updated del version and clean taksk,0.5427052,"More fixes and cleanup from alpha.2. Whenever relevant, this release cherry-picks all changes from 4.8.0 and 4.8.1.",,0
1731,added extra bind,0.58040583,Bind polyfill updated,,0
1732,Fixed busted examples,0.59561014,Multiude of bug fixes,,0
1733,Re-adds the release script,0.5568098,"In 5.4.0, we have completely replaced our process for generating TypeScript typings and added typings for all packages. We wanted to make a prerelease to sort out any issues related to typings before going live. Release notes will be available once these pieces are sorted.",,0
1734,Updated Stencil Mask System,0.7483411,Restore stencil params after mask stack swap (#5982),,1
1735,few small doc changes,0.7073225,- Various Minor tweaks. ,,1
1736,Fix incorrect typing of OnLoadSignal (#7894),0.9153044,Fix incorrect typing of OnLoadSignal (#7894) @fluffy-heinzelman ,,1
1737,Fixed canvas graphics tinting.,0.85997933,Fix issue with tinting in canvas,,1
1738,centralise isWebGLSupported (#3740),0.83730316,Centralize isWebGLSupported in unit-tests #3740,,1
1739,removed some white spaces,0.6867408,Removed the trailing whitespace when wordwrapping a PIXI.Text.,,0
1740,Add wordbreak option,0.6409143,Add TextMetrics.wordWrapSplit customization of splitting method (#6251),,0
1741,Merge pull request #2562 from ivanpopelyshev/dev,0.48758537,Fix SVGResource test for data-URIs (#8655) @ivanpopelyshev,,0
1742,Merge pull request #2474 from themoonrat/ticket-negative-deltaTime,0.50224876,"Federated Events API, alternative package to interaction (#7213, #7350, #7381, #7376, #7616, #7652) @SukantPal @bigtimebuddy @miltoncandelero ","  Updates internal dependencies   Updates dependencies, removes bit-twiddle, removes circular import   Removes render tests app   Oops, copypasta   Fixes Graphics tests   Removes unused test, caches isWebGLSupported   Revert changes to isWebGLSupported   Use environment variable to disable WebGL tests   Fixes env line   Missed one! ",0
1743,Merge pull request #1768 from gprzybylowicz/rope_supports_spritesheets,0.6193973,"- Add support for spritesheets in Rope (#1768, thanks @gprzybylowicz)",,0
1744,remove debug,0.6671995,Remove v6 deprecations (#8415) @bigtimebuddy ,,0
1745,browserify display objects,0.6104144,CacheAsBitmap added to displayObjects,,0
1746,Tweaked tiling texture and jshinted code,0.6574427,Fix kerning rendering with letterSpacing (#6090),,0
1747,Merge pull request #1063 from SebastianNette/patch-4,0.5496774,Fix node WebGLRenderingContext (#8643) @michaeljherrmann,,0
1748,Allow for easier overriding of Text resolution (#8912),0.81983566,Allow for easier overriding of Text resolution (#8912) @Zyie ,,1
1749,v6.0.3,0.7485297,https://github.com/pixijs/pixi.js/compare/v6.3.0...v6.3.1,,1
1750,Upgrade to webdoc 1.5.5 (#7829),0.87903774,"Chore: Upgrade webdoc to 1.5.5 (#7791, 7829) @ShukantPal",,1
1751,Merge pull request #2417 from frankbaele/patch-1,0.5130766,Fix unbind issue when using different targets (#6914),,0
1752,remove movie clip update using context; fixes #1693,0.6656974,Updates MovieClip frame immediately with gotoAndPlay #3203,,0
1753,add bunny mark benchmark baseliner,0.5299587,Add unit tests for Application.ticker setter (#4730),,0
1754,"Fixed references to global variables (window, document) that prevent Pixi from being loaded into environments that don’t necessarily have these available (like Node)",0.6435333,Fix GlobalMixins for @pixi/node (#8634) @Zyie ,,0
1755,Fix sync of uniform arrays of size 1 (#8585),0.96148336,Fix sync of uniform arrays of size 1 (#8585) @dev7355608,,1
1756,Fix: BaseTexture.fromBuffer creating float texture with wrong type (#9330),0.98048735,Fix: BaseTexture.fromBuffer creating float texture with wrong type (#9330) @dev7355608 ,,1
1757,tweak graphics,0.71431804,Fix for Graphics: get points for newly created shape #3363 ,,1
1758,Fixes SpriteMaskFilter clear param (#5435),0.7481791,Fix some SpriteBatch issues,,1
1759,tweak tempDisplayObjectTransform,0.69105774,DisplayObject.updateTransform function rewritten with for better performance,,0
1760,alpha update,0.63084066,Rename PREMULTIPLY_ALPHA to  PREMULTIPLIED_ALPHA (#7846) @ShukantPal ,,0
1761,Fixed tiny cacheAsBitmap alpha issue for graphics,0.85216355,Fix cacheAsBitmap problem with Renderer (#6742),,1
1762,Updating the buffer to have proper size,0.60884726,Vertex buffer and and vertex shader optimisation and reduced memory footprint on the tint and alpha : @bchevalier,,0
1763,update docs a smidge,0.73678374,Doc updates and minor API updates/fixes,disabled batching for now as I noticed an issue that needs fixing,1
1764,update colorAttribute to be aColor,0.7342071,Add ColorSource support for BaseRenderTexture's clearColor,,1
1765,Merge pull request #2199 from ivanpopelyshev/dev,0.47957405,Fix BitmapText regressions (#8699) @ivanpopelyshev ,  fixed the premultiply issue with graphics   fixed tinting in webGL graphics ,0
1766,code review fixes,0.6507012,Code clean up in TransformStatic.updateTransform #3404 #3435,,0
1767,"Remove unused field, fix typings (#5527)",1.0,"Remove unused field, fix typings (#5527)","Also defaults precision fragment on ios to 'highp' - to stop issues of wobbling sprites by default like with https://github.com/pixijs/pixi.js/issues/3742 canUploadSameBuffer to not use it's own ios detection code, and use 'ismobilejs'",1
1768,fixed mask issue,0.8374432,Fix an issue with empty masks (#313),,1
1769,Fix comment mistake for Matrix (#4655),1.0,Fix comment mistake for Matrix (#4655),,1
1770,fix cacheAsBitmap alpha issue,0.91758657,Fix for cacheAsBitmap (#5603),This reverts commit 4743491b6186c675866e13ff0fb144ade6c86842.,1
1771,Remove accessibility event listeners with capture (#5085),0.9999999,Remove accessibility event listeners with capture (#5085),,1
1772,Merge branch 'webgl-speed-up' into dev,0.6516683,- Speed up dev builds,,0
1773,Remove redundant defaults in Mesh (#6908),1.0,Remove redundant defaults in Mesh (#6908),,1
1774,"Karma cleanup, spec reporter",0.64243853,Karma verison updated,,0
1775,Merge pull request #1654 from spaceribs/blurfix,0.51469046,Fix error event for BaseTexture resources (#6035),Fixes test,0
1776,Fix SVG disposed while loading (#6486),1.0000001,Fix SVG disposed while loading (#6486),Fixes test,1
1777,"Strip and rope docs, and usage examples",0.52900195,"- Add support for spritesheets in Rope (#1768, thanks @gprzybylowicz)",,0
1778,"merge #969, fix a logic error in spine impl",0.559752,Fix rendering tinted Spines (#6923),,0
1779,Fix parameter typings of BasePrepare (#7954),0.9558597,Fix parameter typings of BasePrepare (#7954) @andrewstart ,,1
1780,add brfs browserify transform,0.5079279,- BlendModes tweaked in webGL to work with pre-multiplied alpha sprites.,,0
1781,Merge remote-tracking branch 'upstream/dev' into dev-rotateTexture,0.4507259,Account for scaling between sourceFrame → destinationFrame in ScissorSystem (#6867),,0
1782,Fix: Workaround for transpilation failure with create-react-app (#9093),0.819768,Fix: Workaround for transpilation failure with create-react-app (#9093) @SuperSodaSea ,,1
1783,Fix core usage of extensions,0.5691726,"Extensions now Self-Install, users do not need to call extensions.add anymore (#8558, #8667) @bigtimebuddy ",,0
1784,Merge pull request #2986 from pixijs/bower-workflow,0.5870306,Moves PIXI.loaders.Resource to PIXI.LoaderResource #4471 ,Fixes test,0
1785,Merge branch 'dev' of https://github.com/DarkDev-/pixi.js into dev,0.5338266,Migrate @pixi/node bundle to separate project (#9217) @bigtimebuddy ,Fix,0
1786,Linting,0.58165264,Chore: improve documentation linting (#8342) @Zyie ,,0
1787,[next] Math copy inconsistencies (#4595),0.5868659,Temporarily remove math-extra divide (#8202) @bigtimebuddy ,,0
1788,Fixes trimming a Text object with an empty string (#5045),0.5897621,Adds ability to customize strings in TextMetrics.measureFont() (#4550),,0
1789,Tiny docs improvements,0.7306896,- Fix some docs,,1
1790,"use a different name than char, which is reserved. Fixes #177",0.5296689,Rename parameters for user-friendly (#5274),"As it was the code did check for exact equality of X and Y coordinates. This wasn't sufficient, since extremely small differences still lead to problems further down the line due to floating point inaccuracies.",0
1791,"remove watch, we don't use it right now",0.46893656,Removed,,0
1792,fix texture size,0.8617326,- Fixed a resize bug in render textures,,1
1793,Fix import issue in canvas-renderer (#8469),0.74715424,"Fix CanvasRenderer ""translate"" parameter behavior (#6133)",,1
1794,cross hatch..,0.44975105,        },"When defining a path, any call to beginFill results in the path being closed, but only for the Canvas renderer, not for the WebGL renderer. This commit removes the check that sets the shape to be closed when a fill is active. This unifies the rendering behavior between Canvas and WebGL.",0
1795,"Added TextStyle object, a reusable style setter for PIXI.Text.",0.85801595,Introduces PIXI.TextStyle class to manage the styling of text fields,,1
1796,minor README cleanup from #3137,0.6085907,Link improvements to README (#8149) @bigtimebuddy ,,0
1797,Added removeStageReference fix,0.63942516,Fix missing removeEventListener in ResizePlugin (#7271) @epaezrubio ,,0
1798,added state to vaos,0.55920494,Mesh created Extra VAO #3293 ,,0
1799,commit 3.0.3 builds,0.6739334,Commits: https://github.com/pixijs/pixi.js/compare/v4.3.0...v4.3.1,"The default alignement value is 0.5, not 1.",0
1800,ensure that sprite width and height are never negative,0.62103724,Don't render rectangles with negative width/height (#8312) @dev7355608 ,,0
1801,Add callback for when children change; #1988,0.6383188,addChild / addChildAt functions now return the child.,,0
1802,Merge pull request #1488 from woutercommandeur/todo-spritemaskfilter,0.5854199,Fix docs removeEventListener & addEventListener (#7487) @bigtimebuddy ,,0
1803,Chore: Jest running on Windows (#8864),0.8031892,Chore: Jest running on Windows (#8864) @SuperSodaSea ,,1
1804,renamed totalTime to currentTime,0.4416024,Changed,,0
1805,bump version to 2.2.8,0.8044324,Bump tar from 2.2.1 to 2.2.2 (#5730),,1
1806,Add example #24 of rigid body physics Box2DJS integration,0.45555097,Improve Graphics calculateBounds to consider matrix (#5991),,0
1807,Uses super instead of prototype.call (#5898),0.9999998,Uses super instead of prototype.call (#5898),,1
1808,Explicitly prioritize the LoaderParser extensions (#8577),0.88438475,Explicitly prioritize the LoaderParser extensions (#8577) @bigtimebuddy ,,1
1809,Adds format and quality options to extract plugins (#5592),1.0000002,Adds format and quality options to extract plugins (#5592),,1
1810,Merge pull request #1806 from FletcherD/dev,0.48011035,Fix loseContext/restoreContext (#8835) @dev7355608,,0
1811,"Decentralize Asset extensions, remove Loader (#8616)",0.73846006,Decentralize Asset extensions (#8616) @Zyie ,  Fixes listener not getting removed   Update Sprite.js   blah,1
1812,"fix typo in texture docs, fixes #332",0.733023,"Update typo on docs (#6072, #6076)",,1
1813,fixed text not resizing,0.60915995,Fix canvas resizing in Text when resolution is not 1 (#7571) @ShukantPal ,,0
1814,Merge pull request #1696 from gprzybylowicz/currentFrame_renamed,0.5618574,Fix Cubemap resources not being reuploaded on GL context loss (#8479) @lunarraid ,Do something,0
1815,Clarify STRICT_TEXTURE_CACHE documentation (#6602),0.6215385,"Reformat documentation to better support documentation in types (#7942, #7876, #7965, #7966, #7963, #7992, #8009, #8010, #7993) @ShukantPal @Reza9472 ",,0
1816,Fixed render texture issue where textures not getting uploaded to GPU before render,0.7451036,Fix broken batch rendering of Graphics by custom Graphics plugin (#6061),,1
1817,3.0.5 builds,0.61125815,"Updates build tool dependencies, Lerna v3, Rollup v1, etc (#5327)",Updated tests,0
1818,minor doc cleanup,0.794534,- Lots of docs cleanup.,,1
1819,Merge pull request #1792 from drkibitz/chore/move2core,0.55841064,Fix loading assets that need the resolver (#9119) @Zyie ,,0
1820,v6.5.0-rc.4,0.77072346,https://github.com/pixijs/pixi.js/compare/v6.4.2...v6.5.0-rc.4,,1
1821,Fix running unit-tests on Windows (#7609),0.69667226,Fix unit-test failures from npm@7.12.0 (#7476) @bigtimebuddy ,,0
1822,Add support for RGB Float format (#7425),0.9165496,Add support for RGB Float format (#7425) @GoodBoyDigital ,,1
1823,Improvement of PR #3053,0.67402893,Updated documentation #3529 #3548 #3553 #3555 #3597 #3591 #3603 #3604,,0
1824,Fix some loading issues; fixes #2687,0.71459794,Fix #1594,,1
1825,Renamed CanvasExtract Class,0.74400926,Restructured the canvas renderer,,1
1826,Doc update (#3661),0.8642517,Doc updates #3401 #3399  #3470 #3471 ,,1
1827,fixes #2884,0.88887215,Fix #1594,,1
1828,Added touches to InteractionManger,0.7537815,add touchenter and touchleave support to interaction manager,,1
1829,Adds exports to package.json in Assets (#8504),0.95627713,Adds exports to package.json in Assets (#8504) @Nahdus,,1
1830,Set GLTexture.samplerType based on the internal format (#9333),0.7680058,Fix default type and internalFormat of GLTexture (#7438) @dev7355608 ,,1
1831,Fixed MovieClip when using negative animationSpeed,0.8468994,"- Support negative animation speeds in MovieClip (#1762, thanks @snc)",,1
1832,Reformat Sprite documentation (#7841),0.71350014,Fix Sprite documentation (#6784),,1
1833,fixed cachAsBitmap issue,0.7972739,Fix for cacheAsBitmap (#5603),,1
1834,Merge pull request #3069 from pixijs/fix-bucket,0.60429466,Moves PIXI.loaders.Resource to PIXI.LoaderResource #4471 ,,0
1835,Support v4 filters as legacy in v5 (#4703),0.81158334,Make default filter work like in v4 (#5310),"No allows you to specify if a line is inner or outer aligned. 0 = inner, 1 = outer, 0.5 = middle (default)",1
1836,pass one of geom,0.502332,        },,0
1837,tons of jshint and typo fixes,0.6672878,Fix typos in documentation (#8177) @jasonsturges ,,0
1838,Add jsdoc for Filter.uniforms,0.66854,Make default filter work like in v4 (#5310),Fixes tests,0
1839,Hotfix cached OffscreenCanvas in TextMetrics (#8318),0.95083994,Hotfix cached OffscreenCanvas in TextMetrics (#8318) @bigtimebuddy ,,1
1840,move CAN_UPLOAD_SAME_BUFFER to settings (#3309),0.83104825,Move settings.CAN_UPLOAD_SAME_BUFFER to BatchRenderer.canUploadSameBuffer ,,1
1841,Forcing the loss of the WebGL context after detecting WebGL capabilities,0.78427964,Fix WebGL context cannot be restored (#5872),"  More work to remove from methods from tests, docs, code   Fixes linting ",1
1842,added blendModes to depracation,0.7166457,Adds more Blend Modes (#5391),,1
1843,fix mesh canvas rendering for resolution=2,0.86626655,Fix Mesh rendering on canvas (#7463) @dev7355608 ,,1
1844,Texture and Resources Refactor (v5) (#4507),0.691331,"Add Generics to Texture, BaseTexture for Resource types (#7246)",,0
1845,math -> PIXI,0.8290402,@pixi/math,,1
1846,Update documentation for TextStyle.padding,0.78842735,TextStyle.lineJoin documentation improvement #4412 ,,1
1847,Minor update,0.98773074,Minor update:,,1
1848,added from function to texture and sprite,0.69822526,- Plane now support textures from a sprite sheets.,,0
1849,jsdocs shapes list for issue #2425,0.63128227,Updating jsdocs for settings (#5214),,0
1850,v7.0.5,0.73194057,https://github.com/pixijs/pixi.js/compare/v7.0.5...v7.1.0,,1
1851,Fixing cachAsBitmap functionality,0.8028902,Fix for cacheAsBitmap (#5603),  Clean up of sprite helper functions   Full deprecated Sprite.from and Texture.from methods ,1
1852,Merge pull request #1395 from serprex/glTexturesIsArray,0.5414372,Fix: add SVG Assets parser to list of parsers (#9046) @MattTreichelYeah ,"Fixes IE11, which doesn't have this functionality (as reported in https://github.com/pixijs/pixi.js/pull/4724) Moved file",0
1853,Merge pull request #1515 from drkibitz/feature/sourcemaps,0.6239664,* Add `crossOrigin` and `preferCreateImageBitmap` config options in loadTextures (#9168) @Zyie ,,0
1854,"fix up more extras, graphics, and text with new render methods",0.7333921,Fix for Graphics' generateCanvasTexture() #3605 ,,1
1855,uniforms separated from shader part 1,0.6338221,Adds support for structs in shader uniforms (#6298),,0
1856,Give the possibility to get the local position with your own global position.,0.6096542,globalmousemove,,0
1857,Add generic type variable for ParticleContainer (#9350),0.718228,Adds autoResize parameter for ParticleContainer #4295,,1
1858,Fix documents. (#3765),0.7596676,"Fix documentation and typings (#6105, #6139, #6145)",,1
1859,Merge pull request #3096 from staff0rd/more_container_tests,0.5492753,Fix LoaderResource tests (#8518) @Julien-Marcou ,,0
1860,Merge pull request #2608 from webbiesdk/dev,0.5577006,Fix README Webpack link formatting (#8685) @StanFlint ,,0
1861,Fixes #2073,0.8159427,Fix #1594,,1
1862,VideoBaseTexture fixes and changes,0.70541006,Fix VideoResource for non-looping playback (#8806) @animanathome ,,1
1863,Fix federated events API with TypeScript (#8085),0.9361584,Fix federated events API with TypeScript (#8085) @caasi ,,1
1864,Adds fullScreen (#4722),0.7180723,"Creates implicit fullscreen mode for filters that match renderers screen size (#4682, #4736)",,1
1865,Merge pull request #727 from wojciak/master,0.50217557,Add crossOrigin with credentials support for XHR requests (#7948) @sergaks ,,0
1866,First-Class Support for Rendering with Node.js (#8397),0.79352045,"First-Class Support for Rendering with Node.js (#8397, #8493, #8495, #8497, #8505) @Zyie @bigtimebuddy ",,1
1867,filter fix,0.8559529,Fix filter clamping #3030 ,,1
1868,Chore: Bump @pixi/webdoc-template 1.5.5 (#8927),0.8501174,Chore: Bump @pixi/webdoc-template 1.5.5 (#8927) @SuperSodaSea ,,1
1869,removed spaces,0.6835102,Removed,,0
1870,fixing up render texture,0.8180031,Fix some canvas rendering issues,,1
1871,update scale modes constants,0.6150042,- #2166: Fix scale being 0,,0
1872,"Merge and close #347, use inherit for cursor style instead of default",0.6187742,Reworked cursor handling to expand cursor options. #3331,,0
1873,Implemented animationSpeed for Spine animations.,0.6169092,"- Support negative animation speeds in MovieClip (#1762, thanks @snc)",,0
1874,Small jsdoc fixes.,0.6946864,Updating jsdocs for settings (#5214),,0
1875,fix issues w/ Container destroy; see #2863 and #2995,0.6814984,- Fix some issues in a couple destroy methods,,0
1876,fix for lineHeight (#2749),0.77819824,Line-height fix from v3 #2837 ,,1
1877,fix the font name parsing,0.6781945,Fix generic font families (#5598),,0
1878,"Multiple renerers for Graphics fastRect, solution that will work for sure.",0.7778039,Multiple renderers for Graphics fastRect #2963,,1
1879,v7.1.2,0.7228235,https://github.com/pixijs/pixi.js/compare/v7.2.0...v7.2.1,"  Fixed up fromBuffer   Lint   Options can now be passed to from methods   Full power to all! Recommended defaults are used for buffer texture creation., but can be overridden if required.",1
1880,fixed initial mesh values,0.633328,Add writable Mesh.geometry property (#7744) @dev7355608 ,,0
1881,fixed updateTransform bug,0.8903843,Fix an issue with updateTransform (#569),,1
1882,Clarify the onProgress limitations in documentation (#8962),0.84885186,Clarify the onProgress limitations in documentation (#8962) @bigtimebuddy,  Lets do it :)   Docs for property ,1
1883,Adds Graphics close points epsilon (#5988),1.0,Adds Graphics close points epsilon (#5988),,1
1884,Merge pull request #2038 from mjhasbach/DisplayObject.setParent,0.5775322,Add getter for DisplayObject destroyed (#7582) @ShukantPal ,,0
1885,Update package.json,0.88478464,Updating package.json descriptions (#5362),,1
1886,Chore: Bump required Node.js in repo to 18+ (#9135),0.92298836,Chore: Bump required Node.js in repo to 18+ (#9135) @bigtimebuddy ,  Set globals in the correct place   Fixed lint issue ,1
1887,Hotfix for Spritesheet memory leak PR #6508 (#6580),1.0000004,Hotfix for Spritesheet memory leak PR #6508 (#6580),  First pass at tidying up shader   reduced GLShader to be a storage object  also GLShader renamed to GLProgram as it is attached to programs This above two points bring it in line with GLTexture and GLBuffer Now shader inspection only happens once instead of twice! Removed unused classes  moved precision check to program   Fixes linting   tidy up of GLProgram   Set type to be object ,1
1888,Convert text-bitmap package to TypeScript (#6479),0.7958906,Support Text-based format for BitmapText example (#6347),  Fixed nested stencil masks not rendering correctly.   Fixed jslint errors.   Documented the changes.   Fixed Matrix.setTransform gives different result from Transform.updateLocalTransform. Return rotation instead of skew if skewX+skewY is slightly below 360 degrees.   Reset rotation when there is skew.   Added test case for setTransform->decompose.   2 * Math.PI -> PI_2 ,1
1889,Chore: More optional-chaining and startsWith/includes (#8730),0.66874135,"Chore: nullish coalescing and optional chaining (#8419, #8730) @bigtimebuddy ",,0
1890,fix #2757 by adding to cache by name & url,0.66949564,Fix for cacheAsBitmap (#5603)," Done filters working nested filters working Less GPU calls than v4 Now passing destination and source frames to shader to calculate verbs ONLY Color Matrix Filter working Filter Area is now transformed (like hit area, much more useful!) Less code :D  Todo - Apply Filter no complete - Multiple filters not. Complete - Refactor other filters Optimisations - need to pool the FilterStates   Smarter check to eliminate needles enabling of stencil    Quad draws with triangle strip    multiple filters now working   Fixed up resolution   Not only does resolution now work - but any texture pass can be ANY resolution and it works like a champ!   Moved docs removed a needless comment   More optimisations   Added caching layer to viewport  renamed getRenderTarget -> getFilterTexture added active state to filter for easy access  fixed and optimised blur filter at least 66% less gpu calls required now :)   Fix up alpha filter   Fixed up all bundled filters!   Filter clamp added to Displacement filter   Fixed lint fail   Fixed up use of ba instead of zw in shader   Also added defaultFilter vert   Added doc to state in filter   space..   Added pooling and a few docs bits   more tweaks   fixed blur Y filter bug Fixed default filter frag bug Set default padding to 0   Removed the slice from filters #3639   Added auto fit back in   We now Loop through filters to find appropriate padding / autoFit / resolution rather than just checking first filter. Also clamped blur in vertex shader so that it does not bleed transparency around its edges  Update eslint package  this seemed to fix it last time..",0
1891,Tweaked interaction manager to include resolution,0.6531361,- Fix some issues with interaction manager.,,0
1892,Fixed Canvas mask issue,0.8593739,Fix some canvas rendering issues,,1
1893,Fixes a bug when resizing RenderTexture with resolution other than one (#5492),0.8502407,- Fixed a resize bug in render textures,,1
1894,Merge pull request #3060 from englercj/fix-image-url-detect,0.66301596,Fix ImageResource load behavior (#6374),  Fixed issue where uTransform was not being set causing uvs to be calculated incorrectly   oops.. used PIXI instead of importing ,0
1895,Manually merge #2970,0.641528,"Merge PRs: #1592, #1601, #1607, #1609, #1627, #1640",,0
1896,little tweak,0.870355,- Various Minor tweaks. ,,1
1897,"Adds support for inline version with babel, not browserify",0.6456425,Add Browser Module Bundles (#6832),,0
1898,Merge pull request #2098 from mreinstein/dev,0.49242872,Fix loading assets that need the resolver (#9119) @Zyie ,See: https://www.w3.org/Submission/pointer-events/#widl-PointerEvent-pointerId,0
1899,Supports resolutions less than 1 (#5836),0.99999976,Supports resolutions less than 1 (#5836),,1
1900,Fixed parameter ordering (#5589),0.62124777,Fix fillGradientStops descending ordered (#7081),,0
1901,Updated deprecation file,0.6369473,Updated,,0
1902,removed sneaky console.log,0.62791383,Rebuilt with clean dependencies (removes console.logs from pixi-gl-core),,0
1903,Merge pull request #1524 from JanAmbrozic/v2.x,0.543356,Add crossOrigin with credentials support for XHR requests (#7948) @sergaks ,,0
1904,bump version to 3.0.2,0.7539797,Bump tar from 2.2.1 to 2.2.2 (#5730),,1
1905,Adding CanvasRender worldAlpha (#2763),0.96804136,Adds CanvasRenderer worldAlpha #2763 ,,1
1906,Merge pull request #157 from namuol/master,0.5319119,"Implement swapChildren (#431, @namuol)",,0
1907,Fixed webGL tiling sprite bug,0.76977515,- Fixed tiling sprite resolution issue.,  copy-from and copy-to inconsistency   faster copyFrom for ObservablePoint   deprecations   Fixes deprecations docs ,1
1908,Merge branch 'dev',0.39600742,Remove redundant release branch pushes upon publish #4099,,0
