Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
248,Fix README link for documentation,0.6153351,Fix README.md for CRTFilter (#336) @akiomik,  Adds AlphaFilter to examples   Replaced other instances of VoidFilter with AlphaFilter   Fixes config   Adds alpha filter to demo   Bump the pixi.js peerDependency version for bloom ,0
249,v2.1.1,0.6317823,https://github.com/pixijs/pixi-filters/compare/v3.2.0...v3.2.1,  Moves all bundle to top-level pixi-filters folder   Fixes travis path   Renames pixi-filters folder to bundle ,0
250,Support for PixiJS core AlphaFilter (#42),0.99628717,Support for PixiJS core AlphaFilter #42 ,"On some Android device , the webgl doesn't support that  compute variable with uniform parames in global scope. Must move them in a function.",1
251,Fixes #211,0.6473129,:bug: Fixed,,0
252,Adds alternative installation options,0.4269508,Can now use npm install to bootstrap the repo instead of npm run bootstrap #48,"  Move examples to tools/demo and use Rollup to build   Fixes tabbing   Fixes linting issues, adds build:dev to demo   Scale background proportionally   Fixes deploy paths   Optimizes images with ImageOptim (31% savings) ",0
253,Use strict engines,0.42808652,Optimized the internal build process #110 ,,0
254,Add HslAdjustmentFilter (#369),0.8697845,"Add HslAdjustmentFilter (#369, #370, #375, #378) @vikpe ","I suggest the developers of PIXI team could install some plugins for remove trailing-white-space in their code editor. BTW , I use sublime text 3 , the feature built in it.",1
255,v3.2.0,0.6643294,https://github.com/pixijs/pixi-filters/compare/v3.2.0...v3.2.1, Change the default of radius  Use -1 or Infinity replace 1E8.  Update zoom-blur.frag,0
256,Alphabetized filter list in demo (#104),0.9961567,Alphabetized filter list in demo #104 ,,1
257,Fixed bugs of fragment shader in glow-fliter. (#117),0.6899687,GlowFilter,,0
258,v2.0.1,0.6507071,https://github.com/pixijs/pixi-filters/compare/v3.2.0...v3.2.1,  update the arguments of MultiColorReplaceFilter   rename colorPairs --> replacements   add param maxColorCount to MultiColorReplaceFilter   API and docs cleanup ,0
259,"Remove TravisCI, replace with GitHub Actions (#282)",0.8991355,"Remove TravisCI, replace with GitHub Actions (#282) @bigtimebuddy ",  Support the argument blur as Array   Update types.d.ts   Update types.d.ts   Update types.d.ts   Update BloomFilter.js   Update types.d.ts ,1
260,Optimize the Build Process (#110),0.94670904,Optimized the internal build process #110 ,  rename some properties & update some annotations   Update ExtractBrightnessFilter.js ,1
261,Convert TiltShiftFilter constructor arguments to options (#376),0.88597816,Convert TiltShiftFilter constructor arguments to options (#376) @bigtimebuddy,  Add the AdvancedBloom Filter   add some docs (just a little)   create screenshot   fix the bug about arguments of blur filters   fix a bug about alpha channel   refactor the agruments of AdvancedBloomFilter   update example   update index.html   Update index.html   Cleans up docs and API to be more dev-friendly ,1
262,"Chore: Update README typos, missing GrayscaleFilter (#357)",0.90010387,"Chore: Update README typos, missing GrayscaleFilter (#357) @bigtimebuddy ",,1
263,1.0.6,0.53923714,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319)," Add obj.arguments for required arguments  Sometime , the filter with required arguments ,  call new FilterClass() directly will take some errors. If add obj.arguments feature , filter developer could  add arguments in  config.json like this:  {             ""name"": ""MultiColorReplaceFilter"",             ""filename"": ""multi-color-replace"",             ""arguments"": [                 [3238359, 938417, 1464209],                 [16711680, 65280, 16776960],                 0.2             ]         },  Update renderer.js",0
264,Renames all output,0.44602072,Changed,"  Added godray   tabs   fixed one but got another error, ""string not ascii""   Fixes ASCII issues, adds time slider to Godray, adds to docs   Oops, accidentally deleted   Adds customizable angle to rays   More parameters for Godray to adjust look   Simplified fragments for Godray   Adds typings and default parameters   angle does not depend on w/h, however perlin still depends on scale   Clean-up, fixes example   More dramatic default values ",0
265,Fix OutlineFilter doc (#246),0.9999999,Fix OutlineFilter doc (#246),,1
266,"Update to npm 7 workspaces, consolidate env on actions (#290)",0.89758956,"Update to npm 7 workspaces, consolidate env on actions (#290) @bigtimebuddy ",,1
267,Publishing Improvements (#248),1.0,Publishing Improvements (#248),,1
268,Fix bugs of ZoomBlure about resolution & size (#58),0.7680012,Adds support lowering MAX_KERNEL_SIZE on ZoomBlurFilter (88b9b5b) @bigtimebuddy ,,1
269,Add filterClamp option to KawaseBlur (#144),0.996993,Add filterClamp option to KawaseBlur #144,  fix bugs of ZoomBlure about resolution & size   remove apply   remove blank line   Update index.html   Removed typings for setSize and clearSize ,1
270,v5.2.1,0.63084614,Drop support for v4 (#195),,0
271,v4.1.1,0.6703263,https://github.com/pixijs/pixi-filters/compare/v4.1.0...v4.1.1,,0
272,Use KawaseBlurFilter instead of BlurFilter for DropShadowFilter (#138),0.99789035,Use KawaseBlurFilter instead of BlurFilter for DropShadowFilter #138,,1
273,Change the default value of radius (#82),0.5502876,"ZoomBlurFilter, support default infinite outer radius #82 #92",,0
274,Creates plugin to dedupe default vertex in bundle output (#112),0.6763621,De-duplicates default vertex in pixi-filters bundle #112,,0
275,"Refactor how global PIXI is imported, update READMEs (#133)",0.9192666,Refactor how global PIXI is imported #133,,1
276,Improve performance of GlowFilter (#239),0.7673496,GlowFilter,"  Add ZoomBlur Filter   Update index.html   Adds typings and documentation, improves preview, conforms frag/vert and center   Fix default radius ",1
277,Custom event tracking for filters,0.5598155,Update all filters links to their own docs (#342) @mauriciomassaia ,  Adding typings of pixi-filters   Renamed types file   Add typings for each solo filter   Fixes publishing files ,0
278,Do not mutate defaults in DropShadowFilter (#303),0.9332241,Do not mutate defaults in DropShadowFilter (#303) @a-c-sreedhar-reddy ,,1
279,Merge pull request #295 from pixijs/chore/webdoc-1.3.1,0.5356958,Import PixiJS as a peer dependency (#221)," Add arguments quality, resolution, kernelSize  See https://github.com/pixijs/pixi-filters/issues/43   Update BloomFilter.js   Update BloomFilter.js   Fixed default arguments and docs ",0
280,Use the latest dev branch to catch issues earlier,0.59748906,"Build process improvements, like watching, dev releases #86 ",,0
281,Add auto-padding based on the outline thickness (#258),0.90002364,Add auto-padding based on the outline thickness (#258) @bigtimebuddy ,,1
282,Add alpha setting to OutlineFilter (#353),0.85910195,Add alpha setting to OutlineFilter (#353) @vikpe ,,1
283,"Don't stop shader , when fish & pond are stopped (#97)",0.39010954,Remove unncessary if in drop shadow frag shader (#223),,0
284,Updated readme for pixi-filters,0.73375857,Adds new filters from pixi-extra-filters repo #30 ,,1
285,"Add arguments quality, resolution, kernelSize (#44)",0.7767156,"Adds additional constructor arguments to BloomFilter quality, resolution, kernelSize #44 ","  Adds electron app to generate screenshots   Deploy screenshots   Fixes other colors   Added auto-generating animated gifs   Customize delay   Add screenshots to docs   Add external links   Add all images   Ignore screenshots on Travis   Add textures for displacement and simple lightmap   Added pixelate & bulge-pinch anims   Clean up docs for light map   Fix light map, update readme   Update alt text   Version bump images ",1
286,Adds ColorOverlayFilter (#214),0.9999999,Adds ColorOverlayFilter (#214),  Add light map filter example   trying to fix the problem   fix fragment   kinda working   it works.   Adds ability to change alpha independently ,1
287,Add directory field to repository entry,0.4331286,Adds source-maps and un-minified files to the build files.,,0
288,Add ColorMapFilter (#136),0.98779565,Adds ColorMapFilter #136 ,  Adds more consistent experience dealing with namespaces   Adds missing devDependency ,1
289,deploy list updated,0.49345043,Update Dependencies & Build Tooling (#181),,0
290,v4.1.5,0.68094313,Drop support for v4 (#195),,0
291,Remove whitespace,0.8154974,Remove trailing-white-space #74,,1
292,Fix typo in workflow file,0.63020563,Updated typos in the README,,0
293,Change default branch paths,0.35565376,Do not mutate defaults in DropShadowFilter (#303) @a-c-sreedhar-reddy ,,0
294,Fixes the bug about gl_FragColor on iOS (#140),0.56301945,Adds ColorMapFilter #136 ,,0
295,HslAdjustmentFilter: Update calculations of saturation and lightness (#378),0.5712912,"Update GodrayFilter to support non-parallel lights. This changes the constructor arguments from angle, gain, lacunarity, time to options. The options now are the following: #118",,0
296,"Adds missing protocols, GA",0.40934157,Replace dat.gui with lil-gui in demo (#310) @georgealways,,0
297,Fixes #296,0.5645223,:bug: Fixed,,0
298,Reduces shockwave preview size,0.6014867,Refactor ShockwaveFilter to support more options #95,,0
299,"Fixes ZoomBlurFilter for iOS devices, better hash generation (#180)",0.612116,Adds support lowering MAX_KERNEL_SIZE on ZoomBlurFilter (88b9b5b) @bigtimebuddy ,,0
300,See if we can generate screenshots on Travis,0.5801661,Auto-generate screenshot previews #36,,0
301,Typo,0.48543805,Updated typos in the README,,0
302,MIT LICENSE (#22),0.5918075,Update LICENSE year and author #132 ,,0
303,v2.7.0,0.5937481,https://github.com/pixijs/pixi-filters/compare/v3.2.0...v3.2.1,,0
304,dat.gui => lil-gui (#310),0.7675012,Replace dat.gui with lil-gui in demo (#310) @georgealways,,1
305,1.0.1,0.56936395,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),,0
306,Bump mixin-deep from 1.3.1 to 1.3.2 (#229),0.6785112,Bump node-fetch from 2.6.1 to 2.6.7 (#318),,0
307,"Fixes ConvolutionFilter bug for IE11, better defaults (#183)",0.5964476,Fix link in documentation for ConvolutionFilter (e13ff66) @bigtimebuddy ,,0
308,Support the argument blur as Array (#73),0.7478253,"Bloom constructor blur argument can be Array (e.g., [0, 0]) #73",,1
309,Remove browser bundles for individual packages,0.8399973,Remove the browser bundles for individual filters,,1
310,Adds rimraf,0.64329875,Adds CRTFilter #123,,0
311,"Removes ""umd"" suffix",0.44923344,🚽 Deprecated,,0
312,v2.1.0,0.6488301,https://github.com/pixijs/pixi-filters/compare/v3.2.0...v3.2.1,"  Adds pixi-extra-filters   Adds filters to readme   fix ColorReplace   Converted to ES6 and Rollup   Removes preprocess, unused   Adds DropShadowFilter   Removed the Readme bit about Bower   Fixes path for pixi.js file ",0
313,Small cosmetic change with CRTFilter fragment shader (#257),0.9623169,Small cosmetic change with CRTFilter fragment shader (#257) @finscn ,,1
314,Add MotionBlurFilter (#99),0.9526402,Adds new MotionBlurFilter #99 ,,1
315,fix Pixelate filter (#23),0.71440005,Fix drop shadow filter shift (#204),,1
316,Bump handlebars from 4.1.2 to 4.7.2 (#241),0.75485563,Bump node-fetch from 2.6.1 to 2.6.7 (#318),,1
317,v3.0.1,0.66584074,https://github.com/pixijs/pixi-filters/compare/v3.0.3...v3.1.0,,0
318,Make sure filters are rebuilt-after version bump (#59),0.875857,Make sure filters are rebuilt-after version bump so version in comments match #59,"  Updated examples, fixes RGBSplitFilter   Update title   Fixes Docs and Readme ",1
319,Add display info of fillMode for glitch example (#134),0.7762928,Add better select list for fillMode for GlitchFilter demo #134,The badge will show the version on CDNJS.,1
320,Fixes screen shot in docs for blur,0.5997429,Updates the ZoomBlur screenshot and documentation,,0
321,1.0.8,0.52239466,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),resolves #19,0
322,Color map tweaks,0.71219575,Adds ColorMapFilter #136 ,"on set, assign new value to uniforms.size, not uniforms.size.value",1
323,Fixes deploy bug,0.7666352,:bug: Fixed, MIT LICENSE,1
324,v3.0.2,0.6807902,https://github.com/pixijs/pixi-filters/compare/v3.2.0...v3.2.1,Update README.md,0
325,Add automated publishing to NPM,0.6319152,Re-published to NPM with bin folder,Added link to publish branch.,0
326,.gitattributes added; stops all files showing up as changed when checking out and building on windows (#151),0.49396437,Fix OutlineFilter doc (#246),,0
327,Add x/y pixelate in the demo,0.57804257,Adds ColorOverlayFilter (#214),,0
328,Better PIXI Namespace Definitions (#35),0.9944937,Better PIXI Namespace Definitions #35 ,,1
329,Bump screenshots pixi.js version,0.6578169,Auto-generate screenshot previews #36,,0
330,Fix package name in README.md (#338),0.9060157,Fix package name in README.md (#338) @akiomik ,,1
331,Adding TypeScript typings (#51),0.88454837,Adds TypeScript typings for all modules #51,,1
332,Support for v5 Filters (#149),0.79314286,Adds support for PixiJS v5 filters #149 ,,1
333,Upgrade demo,0.70116407,Refactored the demo to tools/demo #85 #88,,1
334,Bower fixes,0.596984,Drops support for Bower #30 ,,0
335,added post version task,0.5214613,Update Dependencies & Build Tooling (#181),,0
336,Adds deprecation notice to ShockwaveFilter,0.6796682,Refactor ShockwaveFilter to support more options #95,,0
337,1.0.3,0.6046681,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),Support for travis building and deploying,0
338,Fixes typings (#96),0.63869894,Fix typo in readme (#153),,0
339,v4.1.3-rc.2,0.6336751,https://github.com/pixijs/pixi-filters/compare/v3.2.1...v4.0.0,,0
340,Change from-git to from-package,0.55760026,Updates Github Actions dependencies,,0
341,Provide options for bulge-pinch and zoom-blur (#245),0.99999976,Provide options for bulge-pinch and zoom-blur (#245),,1
342,Update package-lock.json,0.512571,Bump json5 from 2.2.1 to 2.2.3 (#366) @dependabot ,,0
343,Adds GlitchFilter (#119),0.99366415,Adds GlitchFilter #119,,1
344,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),0.99999976,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),,1
345,Fixes publishing,0.7540765,Cleaned-up publishing process,,1
346,1.0.2,0.579234,Bump trim-off-newlines from 1.0.1 to 1.0.3 (#319),,0
347,Added GA ID and fixes deploy message,0.42815477,Update to @pixi/eslint-config,,0
348,Bump decode-uri-component from 0.2.0 to 0.2.2,0.62769556,Bump node-fetch from 2.6.1 to 2.6.7 (#318),,0
349,Fixes the README for drop-shadow  (#105),0.6875304,Fix drop shadow filter shift (#204),,0
350,Delete example redirect (#129),0.9912283,Delete example redirect #129 ,,1
351,update LICENSE (#132),0.83100104,Update LICENSE year and author #132 ,,1
352,Add alpha setting to GlowFilter (#359),0.887822,Add alpha setting to GlowFilter (#359) @vikpe ,Conflicts: package.json,1
353,Create README.md,0.5686853,Add CDNJS version badge in README.md #15,,0
354,Support for deploying latest tag,0.49105656,Update Dependencies & Build Tooling (#181),,0
355,Fix all dependencies,0.6298892,:bug: Fixed,,0
356,Fixes AsciiFilter bug due to an old WegGL compiler bug (#194),0.6462662,:bug: Fixed,,0
357,Fix travis scripts,0.57134277,"Remove TravisCI, replace with GitHub Actions (#282) @bigtimebuddy ",,0
358,Fixes BulgePinchFilter allows 0 as radius and strength argument (#174),0.603053,BulgePinchFilter,,0
359,"For lerna, root package must include unique name that doesn't match package",0.44235253,Fix package name in README.md (#338) @akiomik ,,0
360,Update all filters links to their own docs (#342),0.9019303,Update all filters links to their own docs (#342) @mauriciomassaia ,,1
361,remove debugger (#47),0.86538064,Removed debugger statement from examples #47 ,,1
362,Merge branch 'next',0.356211,"Update to npm 7 workspaces, consolidate env on actions (#290) @bigtimebuddy ",,0
363,Used debug filters build,0.602788,"Creates cjs, esm & iife builds for all filters and bundle",,0
364,Support public scoped packages,0.5209805,Testing preprelease publishing with GitHub Actions.,,0
365,Fixes ZoomBlurFilter README,0.7674724,ZoomBlurFilter Demo,,1
