Index,Message,Description
357,fix: app.dock.setIcon() crash before app ready (#36279),fix: dock.setIcon() crash before app ready
358,feat: add app.getPreferredSystemLanguages() API (#36035),  feat: add app.getSystemLanguage() API   Change the API to getPreferredSystemLanguages   Fix test   Clarify docs and add Linux impl   Remove USE_GLIB   Don't add C to list   Remove examples since there's a lot of edge cases   Fix lint   Add examples   Fix compile error   Apply PR feedback   Update the example 
359,build(deps): bump loader-utils from 1.2.3 to 1.4.1 in /spec (#36281),Bumps loader-utils from 1.2.3 to 1.4.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: loader-utils   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
360,chore: remove unsupported OS_FREEBSD flag check (#36273),Co-authored-by: Milan Burda miburda@microsoft.com Co-authored-by: Shelley Vohr shelley.vohr@gmail.com
361,build(deps): bump loader-utils from 1.2.3 to 1.4.1 (#36276),Bumps loader-utils from 1.2.3 to 1.4.1. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: loader-utils   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com
362,refactor: move draggable regions to WebContents (#36230),
363,fix: arm linux glibc dependency (#36247),
364,docs: fix driverId -> deviceId typo (#36246),
365,docs: Fixed outdated documentation (uploading to App Store) (#35116),"  Updated docs on uploading    replaced mention of Application Loader with Apple Transporter, its replacement  replaced mention of iTunes Connect with App Store Connect  updated link for creating a record   Update mac-app-store-submission-guide.md   Co-authored-by: Cheng Zhao zcbenz@gmail.com"
366,feat: Add BrowserWindow option to hide window in Mission Control (macOS) (#36092)," feat: Add BrowserWindow option to ignore Mission Control (macOS) There are many circumstances when app developers may want to hide their windows from mission control. E.g., full screen overlays, small helper windows, dialogs, etc.  This PR adds the functionality, docs, and tests.   chore:Rename variables   Update shell/browser/native_window_mac.h   Co-authored-by: Samuel Maddock samuel.maddock@gmail.com Co-authored-by: Samuel Maddock samuel.maddock@gmail.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org"
367,test: re-enable window.open referrer test (#36155),Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org
368,build: fix building with enable_plugins = false (#36193),Co-authored-by: Milan Burda miburda@microsoft.com
369,docs: add EOL dates to timeline doc (#36187),
370,fix: remove undocumented feature and flaky test for webview resize event (#36154),
371,build: prefix version in uploader script (#36169),build: prefix v in uploader script
372,chore: bump chromium to 109.0.5382.0 (main) (#36057),  chore: bump chromium in DEPS to 109.0.5364.0   chore: update patches   chore: bump chromium in DEPS to 109.0.5366.0   chore: update patches   i3940364: Change PermissionType::WINDOW_PLACEMENT to WINDOW_MANAGEMENT   https://chromium-review.googlesource.com/c/chromium/src/+/3940364  3866812: Change content::PluginList to only run on the UI thread.  https://chromium-review.googlesource.com/c/chromium/src/+/3866812   chore: bump chromium in DEPS to 109.0.5368.0   [cleanup] Replace enable_basic_printing with enable_printing   https://chromium-review.googlesource.com/c/chromium/src/+/3957357   chore: update patches   3956318: Desktop PWAs: Retire kWebAppWindowControlsOverlay flag   https://chromium-review.googlesource.com/c/chromium/src/+/3956318  fixup! Change content::PluginList to only run on the UI thread.  (cherry picked from commit 7b5ec87d4ff5d34e7493b4fb46c40c0afeef2005) Co-Authored-By: Robo hop2deep@gmail.com   chore: bump chromium in DEPS to 109.0.5370.0   3956299: Quota: Cleanup QuotaPermissionContext   https://chromium-review.googlesource.com/c/chromium/src/+/3956299   chore: update patches   3803867: Add Mojo interface to parse XML for OOP printer capabilities   https://chromium-review.googlesource.com/c/chromium/src/+/3803867   fixup: Add Mojo interface to parse XML for OOP printer capabilities   chore: bump chromium in DEPS to 109.0.5372.0   chore: update patches   chore: bump chromium in DEPS to 109.0.5374.0   chore: bump chromium in DEPS to 109.0.5376.0   chore: bump chromium in DEPS to 109.0.5378.0   chore: update patches   Quota: Cleanup kPersistent in BrowsingDataRemover   https://chromium-review.googlesource.com/c/chromium/src/+/3964859  3955976: serial: Create DOMException with V8ThrowDOMException  https://chromium-review.googlesource.com/c/chromium/src/+/3955976  3758405: Append trailer data to serialized messages.  https://chromium-review.googlesource.com/c/chromium/src/+/3758405  chore: revert clang roll  This patch reverts https://chromium-review.googlesource.com/c/chromium/src/+/3967491 because that roll breaks the WOA build: https://crbug.com/1377819   chore: update patches   chore: bump chromium in DEPS to 109.0.5380.0   chore: update patches   3859750: [linux/wayland] Added plumbing for the state of tiled edges.   https://chromium-review.googlesource.com/c/chromium/src/+/3859750 Also 3970920: [linux/wayland] Fixed the tiled edges for the GTK frame. https://chromium-review.googlesource.com/c/chromium/src/+/3970920   chore: bump chromium in DEPS to 109.0.5382.0   chore: update patches   chore: revert Use accessibility.pkey when setting page access.   https://chromium-review.googlesource.com/c/chromium/src/+/3949281 breaks our Linux builds run under Docker. This patch should be removed once https://chromium-review.googlesource.com/c/chromium/src/+/3949284 is merged.  3976312: Roll clang llvmorg-16-init-8189-g97196a2d-2 : llvmorg-16-init-8697-g60809cd2-1  https://chromium-review.googlesource.com/c/chromium/src/+/3976312  3967841: [heap] Remove AllocationSpace::MAP_SPACE enum constant  https://chromium-review.googlesource.com/c/v8/v8/+/3967841  3956131: [cleanup] Remove flag for Wasm threads & atomics  https://chromium-review.googlesource.com/c/v8/v8/+/3956131  chore: update docs for Quota: Cleanup kPersistent in BrowsingDataRemover  https://chromium-review.googlesource.com/c/chromium/src/+/3964859  test: fixup HID test for ARM CI  Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@github.com Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org Co-authored-by: Jeremy Rose jeremya@chromium.org Co-authored-by: electron-patch-conflict-fixer[bot] 83340002+electron-patch-conflict-fixer[bot]@users.noreply.github.com
373,test: fix flake in will-navigate test (#36153),
374,docs: add utility process info to tutorial docs (#36074),
375,docs: correcting main example in WebRequest documentation (#36113),Correcting main example The entry *://electron.github.io is invalid and produces an exception. i.e.  UnhandledPromiseRejectionWarning: TypeError: Invalid url pattern *://electron.github.io: Empty path.  Setting a valid path to resolve this issue
376,refactor: handle uncaught promise error (#35484),
377,build: use npm@7 for npm view command,
378,build: strip v in the getElectronVersion helper,
379,fix: resolve loadURL properly for in-page navigations (#36129),
380,"docs: document that when invoke rejects, it gives a different Error (#36127)",
381,build: use python3 for appveyor commands (#36131),
382,build: ensure get-version runs in the electron git checkout (#36128),
383,build: determine electron version from tags not files (#36106),  build: determine electron version from tags not files   build: make electron_version dependent on packed-refs and git HEAD   build: do not delete electron/.git   build: do not revert a commit we didn't make   build: gen version file instead of just writing it   build: update cache and ninja targets   build: copy resource.h to generated electron.rc   build: electron_win32_resources should be public deps   build: also copy the icon 
384,docs: fixed MenuItem documentation to use the same formatting for all role options (#36112),"Fixed MenuItem documentation Some of the items in the list of possible roles were formatted differently, which made it harder to read. Sorry if this was intended, but I found it easier to read with them all formatted the same."
385,Bump v23.0.0-nightly.20221024,
386,Bump v23.0.0-nightly.20221021,
387,test: exit properly when node-spec-runner validates specs (#36091),test: exit properly when node spec runner validates specs
388,test: disable flaky linux arm/arm64 crash test case (#36094),test: disable failing linux arm/arm64 crash test case
389,refactor: enable OOPIF printing to PDF (#36051),
390,Bump v23.0.0-nightly.20221020,
391,feat: UtilityProcess API (#34980),  chore: initial scaffolding   chore: implement interface and docs   chore: address code style review   fix: cleanup of utility process on shutdown   chore: simplify NodeBindings::CreateEnvironment   chore: rename disableLibraryValidation => allowLoadingUnsignedLibraries   chore: implement process.parentPort   chore(posix): implement stdio pipe interface   chore(win): implement stdio interface   chore: reenable SetNodeOptions for utility process   chore: add specs   chore: fix lint   fix: update kill API   fix: update process.parentPort API   fix: exit event   docs: update exit event   fix: tests on linux   chore: expand on some comments   fix: shutdown of pipe reader   Avoid logging since it is always the case that reader end of pipe will terminate after the child process.   fix: remove exit code check for crash spec   fix: rm PR_SET_NO_NEW_PRIVS for unsandbox utility process   chore: fix incorrect rebase   fix: address review feedback   chore: rename utility_process -> utility   chore: update docs   chore: cleanup c++ implemantation   fix: leak in NodeServiceHost impl   chore: minor cleanup   chore: cleanup JS implementation   chore: flip default stdio to inherit   fix: some api improvements   Support cwd option  Remove path restriction for modulePath  Rewire impl for env support   fix: add tests for cwd and env option   chore: alt impl for reading stdio handles   chore: support message queuing   chore: fix lint   chore: new UtilityProcess => utilityProcess.fork   fix: support for uncaught exception exits   chore: remove process.execArgv as default   fix: windows build   fix: style changes   fix: docs and style changes   chore: update patches   spec: disable flaky test on win32 arm CI   Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com
392,refactor: migrate from asar to @electron/asar (#36070),  refactor: migrate from asar to @electron/asar   fix: update asar require calls 
393,Bump v23.0.0-nightly.20221019,
394,fix: printToPDF default margins (#36060),printToPDF default margins The document printToPDF has a 1cm margin and this default value has been added in the code.
395,fix: headless job tracking in printToPDF (#36046),
396,Bump v23.0.0-nightly.20221018,
397,feat: support serialPort.forget() (#35310),feat: enable serialPort.revoke()
398,chore: Move draggable regions implementation from NativeBrowserView into InspectableWebContentsView (#35007)," hore: Move draggable regions implementation from NativeBrowserView into InspectableWebContentsView  The draggable regions implementation is related to WebView, so InspectableWebContentsView is a more appropriate place to put it there. Also, this refactoring will allow the subsequent extension of the WebContentsView API, which will eventually replace BrowserView API.   fix: Lint error   fix: Adjusted owner-window "
399,chore: bump chromium to 108.0.5355.0 (main) (#35900),  chore: bump chromium in DEPS to 108.0.5339.0   chore: bump chromium in DEPS to 108.0.5341.0   chore: sync patch to unrelated upstream code shear   patches/chromium/network_service_allow_remote_certificate_verification_logic.patch Xref: https://chromium-review.googlesource.com/c/chromium/src/+/3927793  chore: sync patch to unrelated upstream code shear  patches/chromium/printing.patch Xref: https://chromium-review.googlesource.com/c/chromium/src/+/3927793  chore: sync patch to unrelated upstream code shear  patches/chromium/chore_add_electron_deps_to_gitignores.patch Xref: https://chromium-review.googlesource.com/c/chromium/src/+/3906023   chore: refresh patches - e patches all   chore: remove unused parameter from WillCreateURLLoaderRequestInterceptors   Xref: https://chromium-review.googlesource.com/c/chromium/src/+/3932218  perf: avoid unique pointer round trip  Xref: https://chromium-review.googlesource.com/c/chromium/src/+/3913938  refactor: Simplify entropy provider management.  Xref: https://chromium-review.googlesource.com/c/chromium/src/+/3901211   fixup! perf: avoid unique pointer round trip   fixup! perf: avoid unique pointer round trip   refactor: update typeof FileSelectHelper::select_file_dialog_   Xref: https://chromium-review.googlesource.com/c/chromium/src/+/3930092   fixup! fixup! perf: avoid unique pointer round trip   chore: bump chromium in DEPS to 108.0.5343.0   chore: update patches   chore: bump chromium in DEPS to 108.0.5345.0   chore: bump chromium in DEPS to 108.0.5347.0   chore: bump chromium in DEPS to 108.0.5349.0   chore: bump chromium in DEPS to 108.0.5351.0   chore: bump chromium in DEPS to 108.0.5353.0   chore: bump chromium in DEPS to 108.0.5355.0   chore: update patches   Refactor display::win::DisplayInfo to display::win::internal::DisplayInfo   Refs https://chromium-review.googlesource.com/c/chromium/src/+/3929014  Update proxy resolution to use NAK - Part 2  Refs https://chromium-review.googlesource.com/c/chromium/src/+/3934016  Disable PreconnectManager when the user disabled preloading.  Refs https://chromium-review.googlesource.com/c/chromium/src/+/3928470 Refs https://chromium-review.googlesource.com/c/chromium/src/+/3937183   chore: update patches   chore: update sysroot   linux: Remove breakpad integration   Refs https://chromium-review.googlesource.com/c/chromium/src/+/3764621  chore: update comments  Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: Charles Kerr charles@charleskerr.com Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com Co-authored-by: deepak1556 hop2deep@gmail.com Co-authored-by: electron-patch-conflict-fixer[bot] 83340002+electron-patch-conflict-fixer[bot]@users.noreply.github.com
400,Bump v23.0.0-nightly.20221017,
401,"docs: update VS Code debugger types to remove ""pwa-"" prefix (#36042)",
402,fix: override app's desktop name and v8 flags in default-app (#35997),
403,test: re-enable  tag DOM events emits resize event (#36026),
404,chore: remove useless Node.js V8 patch (#36013),
405,Bump v23.0.0-nightly.20221014,
406,docs: fix erroneous removal warning for decrementCapturerCount (#36016),
407,fix: Windows 7 frame showing for frameless non-resizable windows (#35365),
408,Bump v23.0.0-nightly.20221013,
409,"Revert ""Bump v23.0.0-nightly.20221013""",This reverts commit 294f27900c20f9b6864e65faf261893fcadf5c07.
410,test: re-enable power monitor tests on arm64 (#36015),test: re-enable powermonitor on arm64
411,Bump v23.0.0-nightly.20221013,
412,refactor: use views NonClientHitTest for draggable regions on mac (#35603),  refactor: use views NonClientHitTest for draggable regions on mac   iwyu   add backport of 9bb5f0316   chore: update patches   remove some unneeded functions   remove test for triggering when BW is focused   chore: update patches   simplify views/mac split now that the draggable logic is the same   Apply suggestions from code review   Co-authored-by: Charles Kerr charles@charleskerr.com  Update shell/browser/native_window.h  Co-authored-by: Charles Kerr charles@charleskerr.com  fix build  Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com Co-authored-by: Charles Kerr charles@charleskerr.com
413,fix: disable nodeIntegrationInWorker for certain Worker types (#35919),fix: disable nodeIntegrationInWorker for certain Worker types
414,docs: use webContents.mainFrame.on() in MessagePort tutorial (#35824),  docs: use webContents.mainFrame.on() in MessagePort tutorial   Update docs/tutorial/message-ports.md   Co-authored-by: Samuel Maddock smaddock@salesforce.com Co-authored-by: Samuel Maddock smaddock@salesforce.com
415,test: more robust PDF specs (#35979),
416,build: fix building with enable_ppapi = false (#35988),
417,Bump v23.0.0-nightly.20221012,
418,chore: remove WebKit leftovers after it was renamed to Blink (#35966),
419,fix: webContents.printToPDF option plumbing (#35975),fix: contents.printToPDF option plumbing
420,docs: remove references to Widevine (#35980),
421,fix: on-screen-keyboard hides on input blurred in webview (#35921),Co-authored-by: Kyrylo Hrechykhin khrechykhin@microsoft.com
422,test: remove redundant color diffing dependency (#33215),
423,fix: drag and drop should copy on macOS (#35963),
424,Bump v23.0.0-nightly.20221011,
425,test: add tests for valid electron module names (#35931)," test: add tests for valid electron module names  https://github.com/electron/electron/pull/35915 landed without any tests, so this change adds some. This also documents why these variations exist. Signed-off-by: Darshan Sen raisinten@gmail.com  fixup! doc: rephrase comment  Signed-off-by: Darshan Sen raisinten@gmail.com  fixup! test: remove ""Uncaught Error:"" from error regex  Signed-off-by: Darshan Sen raisinten@gmail.com Signed-off-by: Darshan Sen raisinten@gmail.com"
426,Bump v23.0.0-nightly.20221010,
427,fix: override content::ContentMainDelegate::CreateContentClient() (#35932),
428,"Revert ""Bump v23.0.0-nightly.20221010""",This reverts commit 6072c4c71b5c1ba14e9bd3d0874b27cc0c9b3e45.
429,Bump v23.0.0-nightly.20221010,
430,fix: expose the built-in electron module via the ESM loader (#35930),
431,docs: remove pywin32 mention in Windows build instructions (#35940),
432,"fix: add missing #include ""base/cxx17_backports.h"" (#35945)",
433,Bump v23.0.0-nightly.20221007,
434,Bump v23.0.0-nightly.20221006,
435,chore: cherry-pick c83640db21b5 from chromium (#35924),  chore: cherry-pick c83640db21b5 from chromium   chore: update patches   Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com
436,fix: only override valid electron module names (#35915),Fixes #33014
437,refactor: eliminate DecrementCapturerCount patch (#35710),
438,build: clean up patch linting errors (#35917),
439,Bump v23.0.0-nightly.20221005,
440,docs: update supported Mac versions (#35911),
441,docs: update bluetooth fiddle example event name to trigger correct event (#35894),  Fix event type spelling for bluetooth fiddle example   docs: Fix event type spelling for bluetooth documentation fiddle example 
442,Bump v23.0.0-nightly.20221004,
443,chore: update libcxx filenames (#35904),  chore: update libcxx filenames   chore: update patches   Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com
444,"Revert ""Bump v23.0.0-nightly.20221004""",This reverts commit 256d4678bb0b281d787e3b9ac0beb94c99389655.
445,Bump v23.0.0-nightly.20221004,
446,fix: ensure mas builds of the same application can use safestorage (#35864),"feat: ensure mas builds of the same application can use safestorage This change ensures that MAS builds of applications with an equivilant darwin build that share the same name do not fight over access to the same Safe Storage account. Specifically this changes the account name for app ""My App"" from ""My App"" to ""My App AppStore"" if the app is using a MAS build of Electron. We attempt to migrate the safe storage key from the old account, if that migration succeeds we delete the old key and move on. Existing apps that aren't built for the app store should be unimpacted, there is one edge case where a user uses BOTH an AppStore and a darwin build of the same app only one will keep it's access to the safestorage key as during the migration we delete the old account.  This is an acceptable edge case as no one should be actively using two versions of the same app."
447,build: move from stale GH app to stale action (#35845),  build: move from stale GH app to stale action   Update .github/workflows/stale.yml   Co-authored-by: Jeremy Rose jeremya@chromium.org   Update stale.yml   Update .github/workflows/stale.yml   Co-authored-by: Jeremy Rose jeremya@chromium.org   Update stale.yml   Update .github/workflows/stale.yml   Co-authored-by: Jeremy Rose jeremya@chromium.org  Update stale.yml  Co-authored-by: Jeremy Rose jeremya@chromium.org
448,fix: TryCatch scope in node_bindings (#35850),fix: TryCatch scope in node_bindings
449,chore: bump chromium to 108.0.5329.0 (main) (#35628),Co-authored-by: Samuel Attard sattard@salesforce.com Co-authored-by: VerteDinde vertedinde@electronjs.org Co-authored-by: Keeley Hammond khammond@slack-corp.com Co-authored-by: Jeremy Rose jeremya@chromium.org
450,Bump v23.0.0-nightly.20221003,
451,Bump v23.0.0-nightly.20220930,
452,Bump v23.0.0-nightly.20220929,
453,docs: update breaking changes for v21 (#35820),
454,Bump v22.0.0-nightly.20220928,
455,feat: replace scroll-touch* with generic input-event (#35531),
456,build: fix deps workflow tag comparison (#35830),
457,fix: set display_id in desktop capturer on Linux (#33861),"Previously, display_id was an empty string, pending Chrome support for sharing individual screens. Now that this has been added, it is desirable to have this property set correctly. Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org"
458,Bump v22.0.0-nightly.20220927,
459,fix: Handle an electron.d.ts file in a custom build (#33979),  Handle an electron.d.ts file in a custom build   Fix linter issues   Co-authored-by: Felix Rieseberg felixr@stripe.com
460,feat: add WebContents.opener and webContents.fromFrame() (#35140),  feat: add WebContents.opener   feat: add webContents.fromFrame(frame)   fix: unknown type name   test: fix and add more fromFrame cases   docs: clarified terminology 
461,feat: add support for Web Bluetooth pin pairing (#35416),  feat: add bluetooth pairing handler   Update docs/api/session.md   Co-authored-by: Charles Kerr charles@charleskerr.com  Update docs/api/session.md  Co-authored-by: Charles Kerr charles@charleskerr.com   docs: update based on review   Apply suggestions from code review   Co-authored-by: Erick Zhao erick@hotmail.ca Co-authored-by: Charles Kerr charles@charleskerr.com   chore: update docs per review   chore: cleanup callback per review   Co-authored-by: Charles Kerr charles@charleskerr.com Co-authored-by: Erick Zhao erick@hotmail.ca
462,build: fix major dependencies update workflow file (#35811),
463,Bump v22.0.0-nightly.20220926,
464,build: remove unused GitHub app config file (#35797),
465,docs: minor grammar fixes in tutorial (#35804),
466,chore: bump node to v16.17.1 (main) (#35800),  chore: bump node in DEPS to v16.17.1   chore: update patches   Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: PatchUp 73610968+patchup[bot]@users.noreply.github.com
467,fix: potential exception when calling webFrameMainBinding.fromIdOrNull() (#35785),  fix: potential exception when calling webFrameMainBinding.fromIdOrNull()   replace try/catch in getWebFrameForEvent   Co-authored-by: Milan Burda miburda@microsoft.com
468,fix: set macOS crypto keychain name earlier (#34683),  fix: set macOS crypto keychain name earlier   spec: ensure arm64 mac tests are cleaned up 
469,feat: add app.getSystemLocale() method (#35697),  feat: add app.getSystemLocale() method   Update shell/browser/electron_browser_main_parts.cc   Co-authored-by: Charles Kerr charles@charleskerr.com   Change methods to be const   Apply PR feedback   Fix mac compile   Add missing scope   Apply style changes   Change note   Add braces to get the comment indentation right   Change to static   Apply PR feedback   Fix the documentation   Remove extraneous file   Co-authored-by: Charles Kerr charles@charleskerr.com
470,chore: update NMV for Electron 22 (#35772),
471,docs: update E22 release dates (#35773),  doc: update E22 release dates   chore: update 18.0.0 supported chart 
472,Bump v22.0.0-nightly.20220923,
473,docs: changed event.data to data under the message.port in docs (#35086),  docs: changed event.data to data under the message.port in docs   docs: corrected BrowserWindow wrong usage and change window.messagePort to window.electronMessagePort 
474,build: make patches owned by patch-owners (formed by upgrades + security) (#35778),
475,docs: update the link for Introduction to Node.js (#35761),Updated the link for Introduction to NodeJs
476,Bump v22.0.0-nightly.20220922,
477,fix: allow docking DevTools with WCO (#35754),fix: allow for docking devtools with WCO
478,docs: add forge-overview.md (#35473),  docs: move forge-specific docs to electronforge.io   docs: add reference to forge icon tutorial   docs: add references to forge-overview.md   docs: add recommended   docs: update forge-overview   docs: apply code review comments   Co-authored-by: Charles Kerr charles@charleskerr.com
479,docs: remove claim that HTTPS authenticates the remote server (#35526),Update security.md I don't think this is accurate. This is not a feature of HTTPS. This would require certificate pinning. It has been in the security docs since https://github.com/electron/electron/commit/2db125890cf901f939ab60b550dee54a091d57a4 Related https://github.com/electron/electron/issues/3330 https://www.npmjs.com/package/electron-ssl-pinning https://cheatsheetseries.owasp.org/cheatsheets/Pinning_Cheat_Sheet.html
480,"feat: add exposeInIsolatedWorld(worldId, key, api) to contextBridge (#34974)","  feat: add exposeInIsolatedWorld(worldId, key, api) to contextBridge   Updates exposeInIslatedWorld worldId documentation "
481,Bump v22.0.0-nightly.20220921,
482,ci: add blocked/needs-repro issues-helper  (#35605),
483,fix: WebAuthn Discoverable Credential (Resident Credential) (#35374)," fix: WebAuthn Discoverable Credential (Resident Credential) #33353  Enables support for Webauthn discoverable credentials (aka resident credentials). This allows users to authenticate without first having to select or type a username. To decide if discoverable credentials are supported, the class 'AuthenticatorCommon', in the chrome content code, indirectly calls the method 'context::WebAuthenticationDelegate.SupportsResidentKeys(..)'. The default implementation of this returns false, leaving it up to specific implementations to override. This change adds a new class 'ElectronWebAuthenticationDelegate' to subclass 'WebAuthenticationDelegate' and override the behaviour of the 'SupportsResidentKeys' method to return true. The implementation is copied from the Chrome browser equivalent 'ChromeWebAuthenticationDelegate', though the chrome class includes other methods that don't seem to be required for this functionality. The 'ElectronContentClient' class was also updated to store an instance of 'ElectronWebAuthenticationDelegate', and to provide an accessor method, GetWebAuthenticationDelegate().   Remove redundant, commented-out code   style: comment cleanup   style: updated comments and formatting based on pull request review   style: fix lint error on header guard clause "
484,chore: add missing .eslintrc.json files to limit imports properly (#35719),
485,docs: fix wording mistake in security.md section 4 (#35682),"Update security.md Under ""4. Process Sandboxing"", it said ""For mor information on what contextIsolation is..."" which was the previous section (copied from there). This updates it to say ""For more information on what Process Sandboxing is..."""
486,Bump v22.0.0-nightly.20220920,
487,chore: fix ambiguous reference gcc compile error (#35714),
488,fix: edge case in app.isInApplicationsFolder() (#35636),  fix: edge case in IsInApplicationsFolder   use realpath instead   lint   revert lowercasing   optimize   Update shell/browser/ui/cocoa/electron_bundle_mover.mm   lint   Co-authored-by: John Kleinschmidt jkleinsc@electronjs.org
489,Bump v22.0.0-nightly.20220919,
490,"Revert ""Bump v22.0.0-nightly.20220919""",This reverts commit 9aed5bcac5361de4fd1f0543a6ae7e9e45d49ef0.
491,Bump v22.0.0-nightly.20220919,
492,feat: add webContents.close() (#35509),"  feat: add webContents.close()   update docs, add test for beforeunload override   Update web-contents.md "
493,Bump v22.0.0-nightly.20220916,
494,fix: uv_os_gethostname failing on Windows 7 (libuv patch regression) (#35702),Co-authored-by: Milan Burda miburda@microsoft.com
495,docs: reverse support matrix order (#35699),
496,build: update .nvmrc Node.js version from 14 to 16 (#35676),"Update .nvmrc Node.js version from 14 to 16 The DEPS file states that Electron is on Node.js ^16.x. I am guessing that the PR bumping to Node.js 16 overlooked the .nvmrc file, which is updated in this PR. If leaving the .nvmrc file on 14 was intentional, please disregard this PR."
497,build: add stale configuration (#35698),  build: add stale configuration   Update .github/stale.yml   Co-authored-by: Jeremy Rose jeremya@chromium.org   Update stale.yml   Update stale.yml   Update .github/stale.yml   Co-authored-by: Jeremy Rose jeremya@chromium.org Co-authored-by: Jeremy Rose jeremya@chromium.org
498,feat: allow custom v8 snapshots to be used in the main process and the default snapshot in the renderer process (#35266),  Updates to allow for using a custom v8 snapshot file name   Allow using a custom v8 snapshot file name   Fix up patch due to merge   Use fuse to set up custom v8 snapshot file in browser process   Refactor to use delegate instead of command line parameter   Refactoring   Update due to merge   PR comments   Rename patch   Rename patch 
499,build: fix building with enable_basic_printing false (#35687),Co-authored-by: Milan Burda miburda@microsoft.com
500,fix: EventEmitter is missing properties in sandbox preload script. (#35522),
501,Bump v22.0.0-nightly.20220915,
502,chore: make macOS spellchecker fns formal no-ops (#35514),  chore: make macOS spellchecker fns formal no-ops   docs: correct no-op note   test: add no-op specs 
503,Bump v22.0.0-nightly.20220914,
504,build: make check-symlinks.js aware of BRANDING.json changes (#35579),"Right now the check-symlinks.js assumes that the branding product name is ""Electron"". If users change BRANDING.json on custom builds, the script will fail. Signed-off-by: Juan Cruz Viotti jv@jviotti.com Signed-off-by: Juan Cruz Viotti jv@jviotti.com"
505,docs: add back docs about asar archives (#35563),
506,docs: add IPC validation guideline link in checklist (#35573),
507,docs: Markdown linting and typo (#35568),  Fix reference definitions should be needed   typo   typo   typo and style   Fix reference definitions should be needed   Fix typo   restore to previous 
508,fix: allow maximizing when window enters tablet mode with WCO (#35617),  fix: Backport CL 3753528 for WCO   Update comment   Update shell/browser/ui/views/win_caption_button_container.cc   Co-authored-by: Robo hop2deep@gmail.com Co-authored-by: Robo hop2deep@gmail.com
509,fix: remove extra dot in extension (#35618),
510,feat: expose content-bounds-updated event (#35533),
511,docs: fix typescript error in code samples (#35641),Fixed typescript error
512,Bump v22.0.0-nightly.20220913,
513,docs: Use inline image link in faq.md (#35413)," Use absolute URL in faq.md image link  The relative link is rendered relative to the host domain, which works fine when viewing it on Github, but since you also use the same generated HTML in your doc site, the link is broken. See here: https://www.electronjs.org/docs/latest/faq#the-font-looks-blurry-what-is-this-and-what-can-i-do Using an absolute URL here should fix the issue on the main site.  Use inline image reference for subpixel rendering example  As suggested by @dsanders11"
514,docs: add performance advice to disable default menu creation (#35525),
515,"fix: potential ""Object has been destroyed"" error in BrowserWindow.getFocusedWindow (#35520)",
516,Bump v22.0.0-nightly.20220912,
517,Bump v22.0.0-nightly.20220909,
518,fix: ensure history navigations are sandboxed-iframe-aware (#35420),
519,chore: bump chromium to 107.0.5286.0 (main) (#35590),  chore: bump chromium in DEPS to 107.0.5286.0   3866335: media: Rename KeySystemProperties to KeySystemInfo - file renaming   https://chromium-review.googlesource.com/c/chromium/src/+/3866335  3864686: [PA] Introduce *Scan buildflag  https://chromium-review.googlesource.com/c/chromium/src/+/3864686   chore: fixup patch indices   3849359: Remove unused PrefValueStore::Delegate   https://chromium-review.googlesource.com/c/chromium/src/+/3849359  3873005: [CodeHealth] Modernising extensions Tab utils  https://chromium-review.googlesource.com/c/chromium/src/+/3873005  3846595: Auto-select PipeWire target once selection is made  https://chromium-review.googlesource.com/c/chromium/src/+/3846595  3826169: [json-schema-compiler] Support abs::optional  https://chromium-review.googlesource.com/c/chromium/src/+/3826169  fixup! Remove unused PrefValueStore::Delegate  Co-authored-by: electron-roller[bot] 84116207+electron-roller[bot]@users.noreply.github.com Co-authored-by: Shelley Vohr shelley.vohr@gmail.com Co-authored-by: deepak1556 hop2deep@gmail.com
520,chore: remove UnresponsiveSuppressor altogether (#35507),  chore: drop unresponsive suppressor for menu_mac   also for views   header   chore: remove UnresponsiveSuppressor altogether 
521,docs: fix misspelling in fuses (#35609),
