Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
chore(deps): update dependency typeorm to v0.3.7,0.9833671,chore(deps): update dependency typeorm to v0.3.10 (867fb52),,1
chore(deps): update dependency jest to v28.1.2,0.99124855,chore(deps): update dependency jest to v28.1.1 (4566ab0),,1
chore(deps): update dependency release-it to v15.1.1,0.9810653,chore(deps): update dependency release-it to v15.1.2 (266e9ed),,1
chore(deps): update typescript-eslint monorepo to v5.30.0,0.99543184,chore(deps): update typescript-eslint monorepo to v5.30.4 (f07571c),,1
chore(deps): update commitlint monorepo to v17.0.3,0.9935163,chore(deps): update commitlint monorepo to v17.4.3 (d7a6a2e),,1
chore(deps): update dependency lint-staged to v13.0.3,0.99234813,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
chore(deps): update dependency postgres to v14.4,0.98988235,chore(deps): update dependency postgres to v14.4 (599b3e6),,1
chore(deps): update dependency release-it to v15.1.0,0.9821583,chore(deps): update dependency release-it to v15.1.2 (266e9ed),,1
chore(deps): update dependency @types/jest to v28.1.3,0.99239576,chore(deps): update dependency @types/jest to v28.1.3 (03d5a3c),,1
chore(deps): update typescript-eslint monorepo to v5.29.0,0.99420667,chore(deps): update typescript-eslint monorepo to v5.29.0 (9241f83),,1
chore(deps): update dependency eslint to v8.18.0,0.98060775,chore(deps): update dependency eslint to v8.19.0 (06018aa),,1
chore(deps): update dependency typescript to v4.7.4,0.99176824,chore(deps): update dependency typescript to v4.7.4 (4b13119),,1
chore(deps): update dependency @types/jest to v28.1.2,0.9921999,chore(deps): update dependency @types/jest to v28.1.2 (71aa188),,1
chore(deps): update dependency lint-staged to v13.0.2,0.994221,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
chore(deps): update dependency prettier to v2.7.1,0.99144113,chore(deps): update dependency prettier to v2.7.1 (72f34b3),,1
chore(): release v8.1.4,0.7834345,chore(): improve backward compatibility with v0.2 (8f4f57d),,1
chore(): add deprecated tag to keep connection alive,0.97804695,chore(): add deprecated tag to keep connection alive (4d689eb),,1
Merge branch 'master' of https://github.com/nestjs/typeorm,0.9951601,Merge branch 'master' of https://github.com/nestjs/typeorm (33ffb9d),,1
fix(): revert keep connection alive flag,0.9204638,fix(): revert keep connection alive flag (56c4598),,1
chore(deps): update nest monorepo to v8.4.7,0.9934523,chore(deps): update nest monorepo to v8.4.2 (7b0eb0e),,1
chore(deps): update dependency prettier to v2.7.0,0.99139684,chore(deps): update dependency prettier to v2.7.1 (72f34b3),,1
chore(): release v8.1.3,0.7720034,chore(): improve backward compatibility with v0.2 (8f4f57d),,1
chore(): add todo comments,0.9404142,chore(): add todo comments (153da09),,1
Merge pull request #1300 from mo4islona/master,0.99155456,Merge pull request #1300 from mo4islona/master (3a4c65c),Do not initialize datasource if already initialized,1
chore(deps): update typescript-eslint monorepo to v5.28.0,0.9943042,chore(deps): update typescript-eslint monorepo to v5.28.0 (3454481),,1
chore(deps): update dependency ts-jest to v28.0.5,0.98927784,chore(deps): update dependency ts-jest to v28.0.5 (0bf3259),,1
chore(deps): update dependency lint-staged to v13.0.1,0.9943924,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
fix(): do not initialize datasource if already initialized,0.93620133,fix(): do not initialize datasource if already initialized (d359f4d),,1
chore(deps): update dependency jest to v28.1.1,0.99202514,chore(deps): update dependency jest to v28.1.1 (4566ab0),,1
chore(deps): update typescript-eslint monorepo to v5.27.1,0.99429554,chore(deps): update typescript-eslint monorepo to v5.27.0 (d65d38c),,1
chore(deps): update dependency @types/jest to v28.1.1,0.99197525,chore(deps): update dependency @types/jest to v28.1.2 (71aa188),,1
chore(deps): update dependency eslint to v8.17.0,0.990322,chore(deps): update dependency eslint to v8.17.0 (492cd59),,1
chore(deps): update dependency typescript to v4.7.3,0.99024284,chore(deps): update dependency typescript to v4.7.4 (4b13119),,1
chore(deps): update dependency ts-jest to v28.0.4,0.99315906,chore(deps): update dependency ts-jest to v28.0.4 (38e173c),,1
chore(): release v8.1.2,0.77544326,chore(): improve backward compatibility with v0.2 (8f4f57d),,1
Merge pull request #1292 from gulaandrij/patch-1,0.9867885,Merge pull request #1292 from gulaandrij/patch-1 (4773c05),docs(readme): update readme,1
chore(): release v8.1.1,0.7507146,chore(deps): update dependency release-it to v13.6.1 (8bcd016),,1
chore(): improve backward compatibility with v0.2,0.9458147,chore(): improve backward compatibility with v0.2 (8f4f57d),,1
chore(deps): update dependency @types/jest to v28,0.98543775,chore(deps): update dependency @types/jest to v28 (e6e8d51),,1
chore(deps): update dependency @types/jest to v27.5.2,0.99291,chore(deps): update dependency @types/jest to v27.5.2 (12645e3),,1
chore(deps): update dependency lint-staged to v13,0.9882592,chore(deps): update dependency lint-staged to v13.2.1 (1bee49b),,1
chore(): release v8.1.0,0.7527578,chore(): improve backward compatibility with v0.2 (8f4f57d),,1
chore(): upgrade typeorm to the latest version,0.9029254,chore(): upgrade typeorm to the latest version (cbca8ba),,1
Merge pull request #1233 from nestjs/feat/typeorm-0.3-migration,0.99740386,Merge pull request #1233 from nestjs/feat/typeorm-0.3-migration (9271d25),feat(): support typeorm ^0.3.0 version,1
Merge branch 'feat/typeorm-0.3-migration' of https://github.com/nestjs/typeorm into feat/typeorm-0.3-migration,0.9947409,Merge branch 'feat/typeorm-0.3-migration' of https://github.com/nestjs/typeorm into feat/typeorm-0.3-migration (d4ff918),,1
chore(): resolve conflicts,0.90213597,chore(): resolve conflicts (1f699cd),,1
chore(deps): update dependency @commitlint/cli to v17.0.2,0.99264276,chore(deps): update dependency @commitlint/cli to v17.0.2 (06372e8),,1
chore(deps): update dependency lint-staged to v12.5.0,0.9872148,chore(deps): update dependency lint-staged to v12.1.2 (775b55d),,1
chore(deps): update nest monorepo to v8.4.6,0.9918593,chore(deps): update nest monorepo to v8.4.6 (5fd8ccf),,1
chore(deps): update typescript-eslint monorepo to v5.27.0,0.9946785,chore(deps): update typescript-eslint monorepo to v5.27.0 (d65d38c),,1
chore(deps): update dependency lint-staged to v12.4.3,0.99190027,chore(deps): update dependency lint-staged to v12.1.4 (3e3d56f),,1
chore(deps): update dependency @commitlint/cli to v17.0.1,0.9919708,chore(deps): update dependency @commitlint/cli to v17.0.1 (5394906),,1
chore(deps): update dependency typescript to v4.7.2,0.9913741,chore(deps): update dependency typescript to v4.7.2 (80f9a5d),,1
chore(deps): update dependency lint-staged to v12.4.2,0.99068975,chore(deps): update dependency lint-staged to v12.1.4 (3e3d56f),,1
chore(deps): update dependency ts-jest to v28.0.3,0.9911833,chore(deps): update dependency ts-jest to v28.0.3 (7a623ce),,1
chore(deps): update typescript-eslint monorepo to v5.26.0,0.9950139,chore(deps): update typescript-eslint monorepo to v5.26.0 (9372964),,1
chore(deps): update dependency eslint to v8.16.0,0.99285626,chore(deps): update dependency eslint to v8.16.0 (3e77ee1),,1
chore(): release v8.0.4,0.7829628,chore(): improve backward compatibility with v0.2 (8f4f57d),,1
Merge pull request #1236 from jevillard/fix-allow-adding-providers-loading-module-async,0.9940901,Merge pull request #1236 from jevillard/fix-allow-adding-providers-loading-module-async (7a43ef3),feat: allow adding providers when the module is loaded asynchronously,1
Merge pull request #1269 from thomasconner/feat/typeorm-0.3-migration,0.99600774,Merge pull request #1269 from thomasconner/feat/typeorm-0.3-migration (3b14f13),Check if datasource is initialized before destroying it,1
Merge pull request #1276 from nestjs/renovate/postgres-14.x,0.9965682,Merge pull request #1276 from nestjs/renovate/postgres-14.x (a0b9000),chore(deps): update dependency postgres to v14.3,1
chore(deps): update dependency postgres to v14.3,0.9835309,chore(deps): update dependency postgres to v14.4 (599b3e6),,1
chore(deps): update typescript-eslint monorepo to v5.25.0,0.99001837,chore(deps): update typescript-eslint monorepo to v5.24.0 (2e78711),,1
chore(deps): update typescript-eslint monorepo to v5.24.0,0.9953066,chore(deps): update typescript-eslint monorepo to v5.24.0 (2e78711),,1
chore(deps): update commitlint monorepo to v17,0.9862907,chore(deps): update commitlint monorepo to v17.4.3 (d7a6a2e),,1
chore(deps): update commitlint monorepo to v16.3.0,0.99309385,chore(deps): update commitlint monorepo to v16.3.0 (e6ce5a2),,1
chore(deps): update nest monorepo to v8.4.5,0.9909136,chore(deps): update nest monorepo to v8.4.6 (5fd8ccf),,1
chore(deps): update dependency @types/jest to v27.5.1,0.99264383,chore(deps): update dependency @types/jest to v27.5.0 (72ecb4f),,1
fix: check if the dataSource is initialized before destroying it,0.9390168,fix: check if the dataSource is initialized before destroying it (a5e84c1),,1
chore(deps): update typescript-eslint monorepo to v5.23.0,0.99532056,chore(deps): update typescript-eslint monorepo to v5.23.0 (2ef228d),,1
chore(deps): update dependency husky to v8.0.1,0.988444,chore(deps): update dependency husky to v8.0.1 (34c0450),,1
chore(deps): update dependency husky to v8,0.97775483,chore(deps): update dependency husky to v8 (8ab6dd2),,1
chore(deps): update dependency ts-jest to v28.0.2,0.99109745,chore(deps): update dependency ts-jest to v28.0.4 (38e173c),,1
chore(deps): update dependency eslint to v8.15.0,0.9920423,chore(deps): update dependency eslint to v8.15.0 (217485f),,1
chore(deps): update dependency jest to v28.1.0,0.9919938,chore(deps): update dependency jest to v28.1.1 (4566ab0),,1
chore(deps): update dependency ts-jest to v28.0.1,0.9908368,chore(deps): update dependency ts-jest to v28.0.4 (38e173c),,1
chore(deps): update dependency release-it to v15,0.9698873,chore(deps): update dependency release-it to v15 (f6ee7d0),,1
chore(deps): update typescript-eslint monorepo to v5.22.0,0.991866,chore(deps): update typescript-eslint monorepo to v5.23.0 (2ef228d),,1
chore(deps): update dependency @types/jest to v27.5.0,0.99326813,chore(deps): update dependency @types/jest to v27.5.0 (72ecb4f),,1
chore(deps): update dependency ts-jest to v28,0.9830894,chore(deps): update dependency ts-jest to v28.0.4 (38e173c),,1
chore(deps): update dependency jest to v28,0.9874189,chore(deps): update dependency jest to v28 (7347fa3),,1
chore(deps): update dependency release-it to v14.14.3,0.9837262,chore(deps): update dependency release-it to v14.3.0 (004aa43),,1
chore(deps): update dependency typescript to v4.6.4,0.98874867,chore(deps): update dependency typescript to v4.6.2 (c06e7cb),,1
chore(deps): update commitlint monorepo to v16.2.4,0.99411476,chore(deps): update commitlint monorepo to v16.2.4 (84955de),,1
chore(deps): update dependency supertest to v6.2.3,0.9848174,chore(deps): update dependency supertest to v6.3.1 (2d702e9),,1
chore(deps): update dependency lint-staged to v12.4.1,0.99164987,chore(deps): update dependency lint-staged to v12.1.4 (3e3d56f),,1
chore(deps): update typescript-eslint monorepo to v5.21.0,0.99551666,chore(deps): update typescript-eslint monorepo to v5.21.0 (9479ebf),,1
chore(deps): update dependency eslint to v8.14.0,0.99086165,chore(deps): update dependency eslint to v8.14.0 (fa20478),,1
chore(deps): update dependency lint-staged to v12.4.0,0.9915385,chore(deps): update dependency lint-staged to v12.1.4 (3e3d56f),,1
chore(deps): update typescript-eslint monorepo to v5.20.0,0.9902509,chore(deps): update typescript-eslint monorepo to v2.20.0 (7511dd8),,1
chore(deps): update dependency lint-staged to v12.3.8,0.99143004,chore(deps): update dependency lint-staged to v12.3.8 (3779e0b),,1
chore(deps): update typescript-eslint monorepo to v5.19.0,0.9947135,chore(deps): update typescript-eslint monorepo to v5.19.0 (b473de6),,1
chore(deps): update dependency release-it to v14.14.2,0.98744154,chore(deps): update dependency release-it to v14.14.1 (1ee6c4a),,1
chore(deps): update dependency release-it to v14.14.1,0.99187887,chore(deps): update dependency release-it to v14.14.1 (1ee6c4a),,1
chore(deps): update dependency eslint to v8.13.0,0.99303883,chore(deps): update dependency eslint to v8.13.0 (5a6efeb),,1
feat(): add get connection token alias for backward comp,0.96775734,feat(): add get connection token alias for backward comp (3d3a3f1),,1
feat: allow adding extraProviders when the module is loaded asynchronously,0.96636665,feat: allow adding extraProviders when the module is loaded asynchronously (c44b6bc),,1
Merge pull request #1239 from nestjs/renovate/nest-monorepo,0.9952036,Merge pull request #1239 from nestjs/renovate/nest-monorepo (b02bd0c),chore(deps): update nest monorepo to v8.4.4,1
chore(deps): update nest monorepo to v8.4.4,0.9910677,chore(deps): update nest monorepo to v8.4.2 (7b0eb0e),,1
chore(): add inject connection alias and mark it as deprecated,0.9782316,chore(): add inject connection alias and mark it as deprecated (2f91da4),,1
chore(deps): update dependency eslint-plugin-import to v2.26.0,0.9943948,chore(deps): update dependency eslint-plugin-import to v2.26.0 (4388212),,1
chore(deps): update typescript-eslint monorepo to v5.18.0,0.9957787,chore(deps): update typescript-eslint monorepo to v5.18.0 (3acd4a7),,1
chore(deps): update dependency prettier to v2.6.2,0.99225557,chore(deps): update dependency prettier to v2.6.0 (88b5d47),,1
Update lib/common/typeorm.decorators.ts,0.9833037,Update lib/common/typeorm.decorators.ts (9ce3a03),,1
chore(): resolve merge conflicts,0.92868865,chore(): resolve merge conflicts (42d0e92),,1
Merge pull request #1224 from nestjs/dependabot/npm_and_yarn/minimist-1.2.6,0.99775994,Merge pull request #1224 from nestjs/dependabot/npm_and_yarn/minimist-1.2.6 (29de0e7),chore(deps): bump minimist from 1.2.5 to 1.2.6,1
feat(): support typeorm ^0.3.0 version,0.9855491,feat(): support typeorm ^0.3.0 version (9001b56),,1
chore(deps): update dependency release-it to v14.14.0,0.98877907,chore(deps): update dependency release-it to v14.14.1 (1ee6c4a),,1
chore(deps): update typescript-eslint monorepo to v5.17.0,0.99017555,chore(deps): update typescript-eslint monorepo to v4.17.0 (496025f),,1
chore(deps): update dependency eslint to v8.12.0,0.9842608,chore(deps): update dependency eslint to v8.12.0 (4e4eadf),,1
chore(deps): bump minimist from 1.2.5 to 1.2.6,0.98025197,chore(deps): bump minimist from 1.2.5 to 1.2.6 (0bc8435),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits  updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update nest monorepo to v8.4.3,0.99107885,chore(deps): update nest monorepo to v8.4.2 (7b0eb0e),,1
chore(deps): update dependency prettier to v2.6.1,0.9921291,chore(deps): update dependency prettier to v2.6.0 (88b5d47),,1
chore(deps): update dependency typescript to v4.6.3,0.9882885,chore(deps): update dependency typescript to v4.6.2 (c06e7cb),,1
chore(deps): update dependency ts-jest to v27.1.4,0.9909992,chore(deps): update dependency ts-jest to v27.1.4 (8ab69e0),,1
Merge pull request #1217 from Tony133/docs/update-readme,0.962239,Merge pull request #1217 from Tony133/docs/update-readme (e3ee27d),docs(): update readme,1
chore(deps): update typescript-eslint monorepo to v5.16.0,0.9962919,chore(deps): update typescript-eslint monorepo to v5.16.0 (c140ebf),,1
chore(deps): update dependency @types/supertest to v2.0.12,0.9928631,chore(deps): update dependency @types/supertest to v2.0.12 (1ec61eb),,1
docs(): update readme,0.9064223,docs(): update readme (7742fcd),,1
chore(deps): update nest monorepo to v8.4.2,0.9916563,chore(deps): update nest monorepo to v8.2.4 (1a9dcef),,1
chore(deps): update dependency release-it to v14.13.1,0.98816884,chore(deps): update dependency release-it to v14.13.0 (00f70f7),,1
chore(deps): update dependency release-it to v14.13.0,0.9895074,chore(deps): update dependency release-it to v14.13.0 (00f70f7),,1
chore(deps): update dependency lint-staged to v12.3.7,0.9931295,chore(deps): update dependency lint-staged to v12.3.7 (9558148),,1
chore(deps): update dependency prettier to v2.6.0,0.9926666,chore(deps): update dependency prettier to v2.6.0 (88b5d47),,1
chore(deps): update dependency lint-staged to v12.3.6,0.9915848,chore(deps): update dependency lint-staged to v12.3.7 (9558148),,1
chore(deps): update commitlint monorepo to v16.2.3,0.99277747,chore(deps): update commitlint monorepo to v16.2.4 (84955de),,1
chore(deps): update typescript-eslint monorepo to v5.15.0,0.99510247,chore(deps): update typescript-eslint monorepo to v5.15.0 (716117c),,1
chore(deps): update nest monorepo to v8.4.1,0.9910586,chore(deps): update nest monorepo to v8.4.2 (7b0eb0e),,1
chore(deps): update dependency eslint to v8.11.0,0.98433197,chore(deps): update dependency eslint to v8.11.0 (ab81d96),,1
chore(deps): update dependency rxjs to v7.5.5,0.9939152,chore(deps): update dependency rxjs to v7.5.4 (1e17ac0),,1
chore(deps): update typescript-eslint monorepo to v5.14.0,0.99332726,chore(deps): update typescript-eslint monorepo to v5.14.0 (43a5816),,1
chore(deps): update dependency lint-staged to v12.3.5,0.9920247,chore(deps): update dependency lint-staged to v12.3.4 (31fa17e),,1
chore(deps): update dependency typeorm to v0.2.45,0.9880148,chore(deps): update dependency typeorm to v0.2.45 (9f6b6e2),,1
chore(deps): update dependency eslint-config-prettier to v8.5.0,0.9924271,chore(deps): update dependency eslint-config-prettier to v8.5.0 (47875b8),,1
chore(deps): update nest monorepo to v8.4.0,0.9907937,chore(deps): update nest monorepo to v8.4.0 (421d175),,1
chore(deps): update dependency typescript to v4.6.2,0.9897906,chore(deps): update dependency typescript to v4.6.2 (c06e7cb),,1
chore(deps): update typescript-eslint monorepo to v5.13.0,0.99453473,chore(deps): update typescript-eslint monorepo to v5.13.0 (e1de6ea),,1
chore(deps): update dependency eslint to v8.10.0,0.98786426,chore(deps): update dependency eslint to v8.10.0 (45c1622),,1
chore(deps): update dependency typeorm to v0.2.44,0.9897248,chore(deps): update dependency typeorm to v0.2.44 (06f9637),,1
chore(deps): update dependency @types/jest to v27.4.1,0.9953998,chore(deps): update dependency @types/jest to v27.4.1 (1a8e33a),,1
chore(deps): update dependency release-it to v14.12.5,0.99129736,chore(deps): update dependency release-it to v14.12.4 (5a3be0e),,1
chore(deps): update typescript-eslint monorepo to v5.12.1,0.99462265,chore(deps): update typescript-eslint monorepo to v5.12.1 (659cfe4),,1
chore(deps): update dependency eslint-config-prettier to v8.4.0,0.98932016,chore(deps): update dependency eslint-config-prettier to v8.4.0 (d54f173),,1
chore(deps): update dependency typeorm to v0.2.43,0.9895419,chore(deps): update dependency typeorm to v0.2.41 (57bf871),,1
chore(deps): update dependency typeorm to v0.2.42,0.9913535,chore(deps): update dependency typeorm to v0.2.42 (4b83dbc),,1
chore(deps): update nest monorepo to v8.3.1,0.99036866,chore(deps): update nest monorepo to v8.3.1 (4ead6cd),,1
chore(deps): update typescript-eslint monorepo to v5.12.0,0.9950633,chore(deps): update typescript-eslint monorepo to v5.12.1 (659cfe4),,1
Merge pull request #1160 from nestjs/dependabot/npm_and_yarn/node-fetch-2.6.7,0.9972466,Merge pull request #1160 from nestjs/dependabot/npm_and_yarn/node-fetch-2.6.7 (384ba88),chore(deps): bump node-fetch from 2.6.1 to 2.6.7,1
Merge pull request #1183 from nestjs/renovate/nest-monorepo,0.99598867,Merge pull request #1183 from nestjs/renovate/nest-monorepo (24422a2),chore(deps): update nest monorepo to v8.3.0,1
chore(deps): update nest monorepo to v8.3.0,0.98971,chore(deps): update nest monorepo to v8.3.1 (4ead6cd),,1
Merge pull request #1176 from nestjs/renovate/npm-follow-redirects-vulnerability,0.99381137,Merge pull request #1176 from nestjs/renovate/npm-follow-redirects-vulnerability (17cee58),chore(deps): update dependency follow-redirects to 1.14.8 [security],1
Merge pull request #1179 from nestjs/renovate/postgres-14.x,0.99617696,Merge pull request #1179 from nestjs/renovate/postgres-14.x (70d3f1a),chore(deps): update dependency postgres to v14.2,1
Merge pull request #1161 from nestjs/renovate/npm-node-fetch-vulnerability,0.99247897,Merge pull request #1161 from nestjs/renovate/npm-node-fetch-vulnerability (a679ad3),chore(deps): update dependency node-fetch to 2.6.7 [security],1
chore(deps): update dependency lint-staged to v12.3.4,0.9927087,chore(deps): update dependency lint-staged to v12.3.4 (31fa17e),,1
chore(deps): update commitlint monorepo to v16.2.1,0.9930853,chore(deps): update commitlint monorepo to v16.2.4 (84955de),,1
chore(deps): update postgres docker tag to v14.2,0.99453557,chore(deps): update postgres docker tag to v14.2 (416be7c),,1
chore(deps): update dependency eslint to v8.9.0,0.99189126,chore(deps): update dependency eslint to v8.9.0 (3f04b3c),,1
chore(deps): update dependency follow-redirects to 1.14.8 [security],0.99015504,chore(deps): update dependency follow-redirects to 1.14.8 [security] (0f3c110),,1
chore(deps): update dependency rxjs to v7.5.4,0.9948419,chore(deps): update dependency rxjs to v7.5.4 (1e17ac0),,1
chore(deps): update dependency rxjs to v7.5.3,0.99336666,chore(deps): update dependency rxjs to v7.5.3 (62584c3),,1
chore(deps): update dependency jest to v27.5.1,0.99382746,chore(deps): update dependency jest to v27.5.1 (943685d),,1
chore(deps): update typescript-eslint monorepo to v5.11.0,0.99303925,chore(deps): update typescript-eslint monorepo to v5.11.0 (0b68482),,1
chore(deps): update dependency jest to v27.5.0,0.99344695,chore(deps): update dependency jest to v27.5.1 (943685d),,1
chore(deps): update dependency pg to v8.7.3,0.98502135,chore(deps): update dependency pg to v8.7.1 (77c41b0),,1
chore(deps): update dependency lint-staged to v12.3.3,0.99325097,chore(deps): update dependency lint-staged to v12.3.4 (31fa17e),,1
chore(deps): update typescript-eslint monorepo to v5.10.2,0.9946395,chore(deps): update typescript-eslint monorepo to v5.10.2 (d1a5c65),,1
Merge pull request #1167 from caucik/fix-imports,0.98991853,Merge pull request #1167 from caucik/fix-imports (f4bbffc),Fix imports,1
revert: refactor: update @nestjs/common imports to reference top level index.ts,0.98724294,revert: refactor: update @nestjs/common imports to reference top level index.ts (86d9390),This reverts changes made to package-lock.json by commit 038b5cf,1
chore(deps): update dependency eslint to v8.8.0,0.9869144,chore(deps): update dependency eslint to v8.8.0 (a384965),,1
chore(deps): update dependency lint-staged to v12.3.2,0.9928355,chore(deps): update dependency lint-staged to v12.3.4 (31fa17e),,1
chore(deps): update typescript-eslint monorepo to v5.10.1,0.9943763,chore(deps): update typescript-eslint monorepo to v5.10.1 (d1129c1),,1
chore(deps): bump node-fetch from 2.6.1 to 2.6.7,0.99184537,chore(deps): bump node-fetch from 2.6.1 to 2.6.7 (8b229a6),Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Changelog - Commits  updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
chore(deps): update dependency release-it to v14.12.4,0.98746526,chore(deps): update dependency release-it to v14.12.4 (5a3be0e),,1
chore(deps): update dependency lint-staged to v12.3.1,0.99277157,chore(deps): update dependency lint-staged to v12.3.4 (31fa17e),,1
chore(deps): update dependency node-fetch to 2.6.7 [security],0.9869318,chore(deps): update dependency node-fetch to 2.6.7 [security] (237d384),,1
chore(deps): update dependency lint-staged to v12.3.0,0.9932425,chore(deps): update dependency lint-staged to v12.3.4 (31fa17e),,1
chore(deps): update dependency typescript to v4.5.5,0.9886587,chore(deps): update dependency typescript to v4.5.5 (9a112b5),,1
chore(deps): update dependency lint-staged to v12.2.2,0.99068564,chore(deps): update dependency lint-staged to v12.0.2 (885a122),,1
chore(deps): update nest monorepo to v8.2.6,0.9913431,chore(deps): update nest monorepo to v8.2.6 (d214875),,1
chore(deps): update dependency @commitlint/cli to v16.1.0,0.9914633,chore(deps): update dependency @commitlint/cli to v16.1.0 (f6ed75e),,1
chore(deps): update dependency lint-staged to v12.2.1,0.99123096,chore(deps): update dependency lint-staged to v12.1.2 (775b55d),,1
chore(deps): update dependency @commitlint/cli to v16.0.3,0.99033606,chore(deps): update dependency @commitlint/cli to v16.0.2 (2a51821),,1
chore(deps): update dependency supertest to v6.2.2,0.98577607,chore(deps): update dependency supertest to v6.2.0 (90536ff),,1
chore(deps): update dependency lint-staged to v12.2.0,0.9917838,chore(deps): update dependency lint-staged to v12.0.2 (885a122),,1
chore(deps): update typescript-eslint monorepo to v5.10.0,0.9942763,chore(deps): update typescript-eslint monorepo to v5.10.2 (d1a5c65),,1
chore(): release v8.0.3,0.771439,chore(): improve backward compatibility with v0.2 (8f4f57d),,1
chore(): update typescript,0.9289993,chore(): update typescript (bf61957),,1
fix(): import from the top level barrel file (nestjs/common),0.943699,fix(): import from the top level barrel file (nestjs/common) (6dc2303),,1
Merge pull request #1048 from nestjs/renovate/circleci-node-17.x,0.9972592,Merge pull request #1048 from nestjs/renovate/circleci-node-17.x (f94e636),chore(deps): update node.js to v17,1
Merge pull request #1018 from nestjs/renovate/postgres-14.x,0.9907892,Merge pull request #1179 from nestjs/renovate/postgres-14.x (70d3f1a),chore(deps): update postgres docker tag to v14,1
Merge pull request #1078 from Ginden/master,0.9888824,Merge pull request #1078 from Ginden/master (0d36ed7),fix: allow to use @InjectConnection and @InjectEntityManager as property decorators,1
chore(deps): update dependency release-it to v14.12.3,0.98606646,chore(deps): update dependency release-it to v14.12.1 (12a8c08),,1
chore(deps): update dependency eslint to v8.7.0,0.9893414,chore(deps): update dependency eslint to v8.7.0 (418fe7a),,1
chore(deps): update dependency release-it to v14.12.2,0.98939025,chore(deps): update dependency release-it to v14.12.1 (12a8c08),,1
chore(deps): update dependency ts-jest to v27.1.3,0.9921318,chore(deps): update dependency ts-jest to v27.1.3 (2ae2721),,1
chore(deps): update node.js to v17,0.9600836,chore(deps): update node.js to v16 (0b7eab5),,1
chore(deps): update postgres docker tag to v14,0.9920376,chore(deps): update postgres docker tag to v14 (1640f79),,1
chore(deps): update nest monorepo to v8.2.5,0.98960316,chore(deps): update nest monorepo to v8.2.4 (1a9dcef),,1
chore(deps): update dependency supertest to v6.2.1,0.9866549,chore(deps): update dependency supertest to v6.2.1 (17427cb),,1
chore(deps): update typescript-eslint monorepo to v5.9.1,0.9945537,chore(deps): update typescript-eslint monorepo to v5.9.1 (b6e3f22),,1
chore(deps): update dependency rxjs to v7.5.2,0.9939712,chore(deps): update dependency rxjs to v7.5.4 (1e17ac0),,1
chore(deps): update dependency supertest to v6.2.0,0.9869168,chore(deps): update dependency supertest to v6.2.0 (90536ff),,1
Merge pull request #1072 from caucik/patch-1,0.98345345,Merge pull request #1072 from caucik/patch-1 (33cd107),style: update PR template markdown file,1
chore(deps): update dependency release-it to v14.12.1,0.9909821,chore(deps): update dependency release-it to v14.12.1 (12a8c08),,1
chore(deps): update dependency @commitlint/cli to v16.0.2,0.99410224,chore(deps): update dependency @commitlint/cli to v16.0.2 (2a51821),,1
chore(deps): update dependency lint-staged to v12.1.7,0.9917667,chore(deps): update dependency lint-staged to v12.1.7 (337b99a),,1
chore(deps): update dependency lint-staged to v12.1.6,0.9919669,chore(deps): update dependency lint-staged to v12.1.6 (77413bc),,1
Merge pull request #1133 from thiagomini/patch-1,0.97950995,Merge pull request #1133 from thiagomini/patch-1 (87dc611),chore(license),1
chore(license),0.91887015,chore(license) (bf8a3fa),update for 2022,1
chore(deps): update dependency @types/uuid to v8.3.4,0.98882186,chore(deps): update dependency @types/uuid to v8.3.1 (19d5b57),,1
chore(deps): update dependency jest to v27.4.7,0.9941599,chore(deps): update dependency jest to v27.4.4 (1d39fb5),,1
chore(deps): update dependency jest to v27.4.6,0.9932704,chore(deps): update dependency jest to v27.4.4 (1d39fb5),,1
chore(deps): update dependency @types/node to v16.11.19,0.99383056,chore(deps): update dependency @types/node to v16.11.15 (82799ea),,1
chore(deps): update typescript-eslint monorepo to v5.9.0,0.9949527,chore(deps): update typescript-eslint monorepo to v5.9.1 (b6e3f22),,1
chore(deps): update dependency @types/node to v16.11.18,0.9939251,chore(deps): update dependency @types/node to v16.11.15 (82799ea),,1
chore(deps): update dependency eslint-plugin-import to v2.25.4,0.9961932,chore(deps): update dependency eslint-plugin-import to v2.25.4 (4f1c2ba),,1
chore(deps): update dependency lint-staged to v12.1.5,0.9905014,chore(deps): update dependency lint-staged to v12.1.2 (775b55d),,1
chore(deps): update dependency eslint to v8.6.0,0.9899118,chore(deps): update dependency eslint to v8.6.0 (32c7b84),,1
chore(deps): update dependency @types/jest to v27.4.0,0.99521756,chore(deps): update dependency @types/jest to v27.4.1 (1a8e33a),,1
chore(deps): update dependency @commitlint/cli to v16.0.1,0.99290144,chore(deps): update dependency @commitlint/cli to v16.0.2 (2a51821),,1
