Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
383,fix(): fix default values in comments,0.82665217,fix(): fix default values in comments (d2fddd3),,1
384,chore(): release v7.0.1,0.736776,chore(deps): update dependency prettier to v2.1.2 (7ec7eed),,1
385,chore(deps): update dependency typescript to v4.5.5,0.97552896,chore(deps): update dependency typescript to v4.2.2 (75e9000),,1
386,chore(deps): update nest monorepo to v7.4.2,0.98158133,chore(deps): update nest monorepo to v7.0.5 (7ba0624),,1
387,chore(deps): update nest monorepo to v6.10.9,0.9794995,chore(deps): update nest monorepo to v9.0.3 (7cd5624),,1
388,chore(deps): update dependency typeorm to v0.2.30,0.98590696,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
389,chore(deps): update dependency husky to v3.0.2,0.97172594,chore(deps): update dependency husky to v5.2.0 (0674d33),,1
390,chore(deps): update typescript-eslint monorepo to v5.10.2,0.9863373,chore(deps): update typescript-eslint monorepo to v5.24.0 (2e78711),,1
391,chore(deps): update dependency supertest to v6,0.9810885,chore(deps): update dependency supertest to v6 (353ced4),,1
392,chore(deps): update dependency lint-staged to v11.1.0,0.9845869,chore(deps): update dependency lint-staged to v11.2.0 (05865bd),,1
393,chore(deps): update nest monorepo to v6.11.11,0.9783256,chore(deps): update nest monorepo to v6.11.11 (d4e914b),,1
394,chore(deps): update typescript-eslint monorepo to v5.8.0,0.9853845,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
395,chore(deps): update nest monorepo to v7.0.3,0.97956765,chore(deps): update nest monorepo to v7.0.3 (929ded4),,1
396,chore(deps): update typescript-eslint monorepo to v4.25.0,0.9860761,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
397,chore(deps): update dependency eslint to v7.26.0,0.98557615,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
398,chore(deps): update dependency eslint to v8.19.0,0.9833898,chore(deps): update dependency eslint to v8.19.0 (06018aa),,1
399,chore(deps): update dependency @types/node to v16.11.15,0.98720163,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
400,chore(deps): update dependency jest to v25.4.0,0.9706081,chore(deps): update dependency jest to v25.5.3 (4cb1525),,1
401,chore(deps): update dependency lint-staged to v10.3.0,0.97838694,chore(deps): update dependency lint-staged to v10.3.0 (391486c),,1
402,chore(deps): update dependency @types/node to v18.15.8,0.9768819,chore(deps): update dependency @types/node to v16.11.15 (82799ea),,1
403,chore(deps): update nest monorepo to v6.0.2,0.9795529,chore(deps): update nest monorepo to v8.0.6 (6680204),,1
404,chore(deps): update typescript-eslint monorepo to v5.2.0,0.97954416,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
405,chore(deps): update dependency typescript to v4.8.2,0.979542,chore(deps): update dependency typescript to v4.2.2 (75e9000),,1
406,chore(deps): update typescript-eslint monorepo to v3.10.0,0.987044,chore(deps): update typescript-eslint monorepo to v3.4.0 (a775801),,1
407,chore(deps): update nest monorepo to v9.4.0,0.97697973,chore(deps): update nest monorepo to v7.0.3 (929ded4),,1
408,chore: publish 5.2.1 release,0.66854554,chore(deps): update dependency release-it to v14.2.1 (5c5f8ba),,0
409,chore(deps): update dependency @types/jest to v26.0.23,0.98604375,chore(deps): update dependency @types/jest to v26.0.3 (7d2e624),,1
410,chore(deps): update dependency lint-staged to v10.2.12,0.9780265,chore(deps): update dependency lint-staged to v10.2.0 (09b1e9c),,1
411,chore(deps): update dependency typescript to v5.0.4,0.9740795,chore(deps): update dependency typescript to v4.2.2 (75e9000),,1
412,Merge pull request #75 from nestjs/renovate/rxjs-6.x,0.86881053,Merge pull request #1276 from nestjs/renovate/postgres-14.x (a0b9000),chore(deps): update nest monorepo to v8.4.4,1
413,chore(deps): update dependency @types/uuid to v7.0.3,0.9822084,chore(deps): update dependency @types/uuid to v7.0.3 (03715d6),,1
414,chore(deps): update nest monorepo to v7.6.14,0.98272705,chore(deps): update nest monorepo to v7.0.13 (0653eff),,1
415,chore(deps): update dependency eslint-plugin-import to v2.21.0,0.98691696,chore(deps): update dependency eslint-plugin-import to v2.21.0 (21d19d8),,1
416,chore(deps): update dependency @types/node to v14.17.3,0.98733556,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
417,chore(deps): update dependency eslint-config-prettier to v8.7.0,0.9775598,chore(deps): update dependency eslint-config-prettier to v8.5.0 (47875b8),,1
418,chore(deps): update nest monorepo to v8.0.3,0.9801514,chore(deps): update nest monorepo to v8.0.8 (2a880ca),,1
419,chore(deps): update nest monorepo to v6.11.6,0.9800482,chore(deps): update nest monorepo to v8.0.6 (6680204),,1
420,style: update PR template markdown file,0.957327,style: update PR template markdown file (47e01c8),chore(deps): bump minimist from 1.2.5 to 1.2.6,1
421,Remove code duplication,0.8308065,Remove code duplication (88f8f7b),,1
422,Merge pull request #101 from nestjs/renovate/rxjs-compat-6.x,0.87164855,Merge pull request #312 from nestjs/renovate/docker-postgres-11.x (55e4142),,1
423,chore(deps): update dependency typeorm to v0.3.13,0.9655915,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
424,chore(deps): update nest monorepo to v6.10.4,0.9772978,chore(deps): update nest monorepo to v8.0.6 (6680204),,1
425,chore(deps): update dependency typescript to v3.4.4,0.97600764,chore(deps): update dependency typescript to v4.3.3 (ad0577a),Bumps minimist from 1.2.5 to 1.2.6. - Release notes - Commits updated-dependencies: - dependency-name: minimist   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,1
426,chore(deps): update dependency mysql to v2.18.1,0.80332565,chore(deps): update dependency pg to v8.4.2 (2230911),,1
427,chore(deps): update dependency jest to v24.9.0,0.9700744,chore(deps): update dependency jest to v27.0.5 (0945dff),,1
428,Merge pull request #1217 from Tony133/docs/update-readme,0.9712169,Merge pull request #1217 from Tony133/docs/update-readme (e3ee27d),,1
429,chore(deps): update dependency eslint to v7.12.0,0.9814511,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
430,Merge pull request #972 from nestjs/dependabot/npm_and_yarn/path-parse-1.0.7,0.99288255,Merge pull request #972 from nestjs/dependabot/npm_and_yarn/path-parse-1.0.7 (0398e23),docs(): update readme,1
431,Update dependency husky to v3.0.9,0.85580117,chore(deps): update dependency husky to v4.3.8 (b476729),,1
432,Merge pull request #1064 from micalevisk/patch-1,0.9787482,Merge pull request #1064 from micalevisk/patch-1 (423b500),,1
433,chore(deps): update typescript-eslint monorepo to v4.16.1,0.98731035,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
434,chore(deps): update dependency ts-jest to v29.0.4,0.98021513,chore(deps): update dependency ts-jest to v25.3.1 (a392944),,1
435,chore(deps): update dependency ts-jest to v24.1.0,0.97745526,chore(deps): update dependency ts-jest to v25.3.1 (a392944),,1
436,chore(deps): update dependency husky to v3.1.0,0.9744454,chore(deps): update dependency husky to v5.2.0 (0674d33),,1
437,chore(deps): update dependency lint-staged to v12.0.3,0.9819598,chore(deps): update dependency lint-staged to v12.3.1 (3b074e0),,1
438,chore(deps): update dependency lint-staged to v10.2.3,0.97965705,chore(deps): update dependency lint-staged to v10.2.0 (09b1e9c),,1
439,chore(deps): update dependency @types/jest to v26.0.4,0.9844682,chore(deps): update dependency @types/jest to v26.0.9 (c427b50),,1
440,chore(deps): update typescript-eslint monorepo to v4.20.0,0.9858944,chore(deps): update typescript-eslint monorepo to v4.4.1 (82eb015),,1
441,chore(deps): update typescript-eslint monorepo to v4.28.1,0.98840904,chore(deps): update typescript-eslint monorepo to v4.4.1 (82eb015),,1
442,Merge pull request #111 from nestjs/renovate/lint-staged-8.x,0.9041302,Merge pull request #312 from nestjs/renovate/docker-postgres-11.x (55e4142),,1
443,chore(deps): update dependency lint-staged to v13.2.0,0.98177636,chore(deps): update dependency lint-staged to v13.0.2 (501211a),,1
444,chore(deps): update commitlint monorepo to v17,0.9666599,chore(deps): update commitlint monorepo to v17 (fe40c82),,1
445,chore(deps): update dependency lint-staged to v10.5.3,0.9829271,chore(deps): update dependency lint-staged to v10.5.0 (d07a93a),,1
446,chore(deps): update dependency husky to v4.0.1,0.977443,chore(deps): update dependency husky to v5.2.0 (0674d33),,1
447,chore(deps): update dependency supertest to v6.3.3,0.9851062,chore(deps): update dependency supertest to v6.2.3 (31aa946),,1
448,chore(deps): update typescript-eslint monorepo to v5.40.1,0.9856961,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
449,Update nest monorepo to v6.8.5,0.85104144,chore(deps): update nest monorepo to v8.0.6 (6680204),,1
450,Merge branch 'michaelbromley-display-typeorm-errors',0.69747865,Merge branch 'feat/typeorm-0.3-migration' of link into feat/typeorm-0.3-migration (d4ff918),,0
451,chore(deps): update dependency jest to v25.5.2,0.9704961,chore(deps): update dependency jest to v25.2.3 (2188254),,1
452,fix(): resolve merge conflicts,0.8705417,fix(): resolve merge conflicts (4deffc2),,1
453,Merge remote-tracking branch 'origin/master',0.69606596,Merge branch 'master' of link (5925dd1),,0
454,Update dependency typescript to v3.6.4,0.82826656,chore(deps): update dependency typescript to v3.9.6 (f4ff715),,1
455,chore(deps): update commitlint monorepo to v16,0.9720248,chore(deps): update commitlint monorepo to v16.2.4 (84955de),,1
456,chore(deps): update dependency @types/jest to v29.1.0,0.977983,chore(deps): update dependency @types/jest to v27.4.1 (1a8e33a),,1
457,chore(deps): update dependency lint-staged to v13,0.97007674,chore(deps): update dependency lint-staged to v13.0.2 (501211a),,1
458,chore(deps): update dependency typeorm to v0.3.16,0.9771732,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
459,chore(deps): update dependency @types/node to v16.11.7,0.9881899,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
460,chore(deps): update dependency @types/node to v18.16.12,0.97724384,chore(deps): update dependency @types/node to v16.11.17 (02250ac),,1
461,Merge pull request #1292 from gulaandrij/patch-1,0.9803941,Merge pull request #1292 from gulaandrij/patch-1 (4773c05),,1
462,Merge branch 'master' into update/version-5,0.6526438,Merge branch 'master' of link (5925dd1),chore(deps): bump node-fetch from 2.6.1 to 2.6.7,0
463,chore(deps): update dependency lint-staged to v10.0.10,0.98241335,chore(deps): update dependency lint-staged to v10.0.10 (0b83180),chore(deps): update nest monorepo to v8.3.0,1
464,chore(deps): update dependency @commitlint/cli to v13.2.1,0.9838515,chore(deps): update dependency @commitlint/cli to v13.2.1 (de9fb8d),,1
465,chore(deps): update typescript-eslint monorepo to v4.22.0,0.9821353,chore(deps): update typescript-eslint monorepo to v4.32.0 (8248371),chore(deps): update dependency follow-redirects to 1.14.8 [security],1
466,chore(deps): update dependency lint-staged to v12.3.1,0.9835496,chore(deps): update dependency lint-staged to v12.3.1 (3b074e0),chore(deps): update dependency postgres to v14.2,1
467,chore(deps): update dependency pg to v8.7.0,0.9756854,chore(deps): update dependency pg to v8.7.0 (75c5807),chore(deps): update dependency node-fetch to 2.6.7 [security],1
468,Merge pull request #79 from nestjs/renovate/lint-staged-8.x,0.9179115,Merge pull request #792 from nestjs/renovate/docker-postgres-11.x (6587be2),,1
469,chore(deps): update nest monorepo to v8.2.6,0.9833118,chore(deps): update nest monorepo to v8.2.4 (1a9dcef),,1
470,chore(deps): update typescript-eslint monorepo to v2.29.0,0.9839654,chore(deps): update typescript-eslint monorepo to v2.26.0 (debba89),,1
471,chore(deps): update dependency lint-staged to v11.1.1,0.9843376,chore(deps): update dependency lint-staged to v11.2.0 (05865bd),,1
472,Update lib/typeorm-core.module.ts,0.951657,Update lib/typeorm-core.module.ts (9238f1c),,1
473,chore(deps): update typescript-eslint monorepo to v4.31.2,0.9883766,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
474,chore(deps): update typescript-eslint monorepo to v5.55.0,0.98752844,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
475,Merge pull request #1072 from caucik/patch-1,0.9780977,Merge pull request #1072 from caucik/patch-1 (33cd107),,1
476,chore(): release v7.1.5,0.7281283,chore(deps): update dependency prettier to v2.1.2 (7ec7eed),,1
477,chore(deps): update dependency eslint to v8.30.0,0.97709006,chore(deps): update dependency eslint to v8.16.0 (3e77ee1),,1
478,chore(deps): update dependency lint-staged to v13.0.1,0.9840502,chore(deps): update dependency lint-staged to v13.0.2 (501211a),,1
479,chore(deps): update dependency lint-staged to v10.1.2,0.9819859,chore(deps): update dependency lint-staged to v10.2.0 (09b1e9c),,1
480,chore(deps): update node.js to v16,0.97001845,chore(deps): update node.js to v16 (0b7eab5),,1
481,chore(deps): update typescript-eslint monorepo to v4.29.2,0.988069,chore(deps): update typescript-eslint monorepo to v4.32.0 (8248371),Fix imports,1
482,chore(deps): update dependency jest to v26.3.0,0.97549415,chore(deps): update dependency jest to v26.3.0 (f0890ee),This reverts changes made to package-lock.json by commit 038b5cf,1
483,chore(deps): update dependency pg to v8.7.1,0.98176384,chore(deps): update dependency pg to v8.7.3 (9dd0495),,1
484,fix: add missing README file,0.6295749,Update README.md (3a1582b),,0
485,chore(deps): update typescript-eslint monorepo to v2.34.0,0.98300993,chore(deps): update typescript-eslint monorepo to v5.24.0 (2e78711),,1
486,chore(): publish 6.1.3 release,0.66771173,chore(deps): update dependency release-it to v13.6.7 (c36ba15),Bumps node-fetch from 2.6.1 to 2.6.7. - Release notes - Changelog - Commits updated-dependencies: - dependency-name: node-fetch   dependency-type: indirect ... Signed-off-by: dependabot[bot] support@github.com,0
487,chore(deps): update typescript-eslint monorepo to v5.42.1,0.98484683,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
488,chore(deps): update typescript-eslint monorepo to v5.4.0,0.98204076,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
489,chore(deps): update dependency @types/jest to v24.0.17,0.98221326,chore(deps): update dependency @types/jest to v26.0.22 (047e409),,1
490,chore(): publish 6.1.2 release,0.65206516,chore(deps): update dependency release-it to v13.6.7 (c36ba15),,0
491,Merge branch 'Paul0523-feature/fix-custom-repository-nometadata-error',0.9664742,Merge branch 'Paul0523-feature/fix-custom-repository-nometadata-error' (afa8bec),,1
492,Merge pull request #916 from nestjs/renovate/npm-hosted-git-info-vulnerability,0.9857669,Merge pull request #916 from nestjs/renovate/npm-hosted-git-info-vulnerability (87efa9e),,1
493,chore(deps): update dependency release-it to v15.10.1,0.9784275,chore(deps): update dependency release-it to v14.10.0 (3791456),,1
494,chore(deps): update nest monorepo to v8.2.5,0.98118365,chore(deps): update nest monorepo to v8.0.8 (2a880ca),,1
495,Update package.json,0.58306354,chore(deps): update node.js to v17 (acb5433),,0
496,chore(deps): update typescript-eslint monorepo to v5.49.0,0.98617446,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
497,chore(deps): update dependency lint-staged to v12.3.7,0.9843928,chore(deps): update dependency lint-staged to v12.3.7 (9558148),,1
498,chore(deps): update dependency eslint to v8.6.0,0.9816342,chore(deps): update dependency eslint to v8.8.0 (a384965),,1
499,chore(deps): update dependency eslint to v7.20.0,0.9823966,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
500,Merge pull request #131 from nestjs/renovate/typeorm-0.x,0.89678305,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement (4d57edc),,1
501,chore(deps): update dependency typescript to v3.8.3,0.97601044,chore(deps): update dependency typescript to v3.8.2 (040eb21),,1
502,chore(): release v7.1.4,0.7410819,chore(deps): update dependency prettier to v2.1.2 (7ec7eed),,1
503,chore(deps): update commitlint monorepo to v12,0.9684459,chore(deps): update commitlint monorepo to v12 (052fa08),,1
504,chore(deps): update dependency release-it to v13.6.8,0.98510736,chore(deps): update dependency release-it to v13.6.2 (afe3b18),chore(deps): update node.js to v17,1
505,chore(deps): update dependency @types/jest to v29.0.3,0.98026836,chore(deps): update dependency @types/jest to v27.0.3 (8802570),chore(deps): update postgres docker tag to v14,1
506,chore(deps): update commitlint monorepo to v17.2.0,0.96760744,chore(deps): update commitlint monorepo to v16.2.4 (84955de),fix: allow to use @InjectConnection and @InjectEntityManager as property decorators,1
507,chore(deps): update dependency typeorm to v0.2.25,0.9805285,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
508,chore(deps): update dependency @types/node to v18.15.10,0.976457,chore(deps): update dependency @types/node to v16.11.15 (82799ea),,1
509,chore(deps): update nest monorepo to v7.6.4,0.9823615,chore(deps): update nest monorepo to v7.0.5 (7ba0624),,1
510,chore(deps): update dependency jest to v29,0.9624915,chore(deps): update dependency jest to v27.2.5 (30bf987),,1
511,chore(deps): update nest monorepo to v9.0.3,0.98046994,chore(deps): update nest monorepo to v7.0.3 (929ded4),,1
512,chore(deps): update typescript-eslint monorepo to v4.2.0,0.9829718,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
513,Merge pull request #469 from ISlavinskyi/fix-connection-error-output,0.981558,Merge pull request #469 from ISlavinskyi/fix-connection-error-output (6acde56),,1
514,Merge pull request #1224 from nestjs/dependabot/npm_and_yarn/minimist-1.2.6,0.99254364,Merge pull request #1224 from nestjs/dependabot/npm_and_yarn/minimist-1.2.6 (29de0e7),,1
515,chore(deps): update dependency lint-staged to v12.4.0,0.97980374,chore(deps): update dependency lint-staged to v12.0.2 (885a122),,1
516,Merge pull request #318 from nestjs/renovate/docker-postgres-11.x,0.98856384,Merge pull request #318 from nestjs/renovate/docker-postgres-11.x (5357510),,1
517,chore(deps): update dependency eslint-config-prettier to v7,0.96566665,chore(deps): update dependency eslint-config-prettier to v7 (f1f6186),,1
518,chore(deps): update typescript-eslint monorepo to v5.59.1,0.9911498,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),style: update PR template markdown file,1
519,chore(deps): update dependency typeorm to v0.2.33,0.9788998,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
520,chore(deps): update dependency release-it to v15.9.1,0.97970355,chore(deps): update dependency release-it to v14.10.0 (3791456),,1
521,chore(deps): update nest monorepo to v6.2.4,0.97668016,chore(deps): update nest monorepo to v8.0.6 (6680204),,1
522,deps: bump rxjs dependency (6.0.0),0.7867351,chore(deps): update dependency rxjs-compat to v6.6.6 (49f89d8),,1
523,chore(deps): update nest monorepo to v6.10.5,0.9782316,chore(deps): update nest monorepo to v7.0.13 (0653eff),chore(license),1
524,chore(deps): update dependency ts-jest to v25.5.1,0.9841502,chore(deps): update dependency ts-jest to v25.3.0 (05d0b86),update for 2022,1
525,chore(deps): update typescript-eslint monorepo to v5.23.0,0.9844233,chore(deps): update typescript-eslint monorepo to v3.4.0 (a775801),,1
526,chore(deps): update dependency eslint to v8.26.0,0.98442876,chore(deps): update dependency eslint to v8.20.0 (4e06d87),,1
527,chore(deps): update dependency pg to v8.0.2,0.9794974,chore(deps): update dependency pg to v8.3.2 (8dd649e),,1
528,chore(deps): update nest monorepo to v8.2.1,0.98526263,chore(deps): update nest monorepo to v8.2.4 (1a9dcef),,1
529,chore(deps): update dependency rxjs to v7.5.3,0.9824202,chore(deps): update dependency rxjs to v7.5.4 (1e17ac0),,1
530,fix(): use absolute paths to typeorm classes,0.91005987,fix(): use absolute paths to typeorm classes (6a82da8),,1
531,resolve conflicts,0.5951507,fix(): resolve merge conflicts (4deffc2),,0
532,chore(deps): update typescript-eslint monorepo to v4.4.0,0.98524904,chore(deps): update typescript-eslint monorepo to v4.4.0 (1b12573),,1
533,chore(deps): update dependency eslint to v7,0.96762013,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
534,chore(deps): update dependency release-it to v13.5.2,0.9824386,chore(deps): update dependency release-it to v13.6.2 (afe3b18),,1
535,chore(deps): update typescript-eslint monorepo to v4.33.0,0.98640674,chore(deps): update typescript-eslint monorepo to v3.4.0 (a775801),,1
536,chore(deps): update dependency @types/jest to v26.0.2,0.98325145,chore(deps): update dependency @types/jest to v26.0.9 (c427b50),,1
537,chore(deps): pin dependencies,0.9511323,chore(deps): pin dependencies (d511637),,1
538,chore(deps): update dependency @types/node to v18.11.6,0.98284155,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
539,chore(deps): bump handlebars from 4.1.2 to 4.5.3,0.8043412,chore(deps): bump minimist from 1.2.5 to 1.2.6 (0bc8435),,1
540,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement,0.98722255,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement (4d57edc),,1
541,chore(deps): update dependency @typescript-eslint/parser to v2.30.0,0.9765996,chore(deps): update dependency @typescript-eslint/parser to v2.30.0 (635e5f1),,1
542,chore(deps): update dependency typeorm to v0.2.22,0.9790225,chore(deps): update dependency typeorm to v0.2.30 (652eb12),,1
543,chore(deps): update dependency @types/node to v16.11.12,0.9893118,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
544,chore(): add todo comments,0.9500638,chore(): add todo comments (153da09),,1
545,chore(deps): update nest monorepo to v6.10.13,0.98098373,chore(deps): update nest monorepo to v7.0.13 (0653eff),,1
546,build(): Use strict option in tsconfig.json,0.45965564,feat(@nestjs/typeorm): added connectionFactory option (8e87f25),,0
547,chore(deps): update typescript-eslint monorepo to v5.56.0,0.988232,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
548,chore(deps): update dependency typescript to v3.4.3,0.97549474,chore(deps): update dependency typescript to v4.3.3 (ad0577a),,1
549,chore(deps): update dependency lint-staged to v10.2.5,0.98253685,chore(deps): update dependency lint-staged to v10.2.5 (04ca5db),,1
550,chore(deps): update dependency eslint-plugin-import to v2.23.1,0.9863663,chore(deps): update dependency eslint-plugin-import to v2.20.2 (3008039),,1
551,chore(deps): update postgres docker tag to v13,0.96460307,chore(deps): update postgres docker tag to v13 (e4bd79b),,1
552,chore(deps): update dependency release-it to v13.7.0,0.98021644,chore(deps): update dependency release-it to v13.7.1 (3507504),,1
553,feat: allow adding extraProviders when the module is loaded asynchronously,0.93574715,feat: allow adding extraProviders when the module is loaded asynchronously (c44b6bc),,1
554,chore(deps): update nest monorepo to v7.6.6,0.98271763,chore(deps): update nest monorepo to v7.0.5 (7ba0624),,1
555,chore(deps): update dependency release-it to v15.3.0,0.9726319,chore(deps): update dependency release-it to v13.3.1 (622e497),,1
556,chore(deps): update commitlint monorepo to v9,0.9674054,chore(deps): update commitlint monorepo to v12.1.4 (9de6ea0),,1
557,chore(deps): update dependency eslint to v7.15.0,0.98202145,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
558,Merge pull request #128 from nestjs/renovate/typescript-3.x,0.8840507,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement (4d57edc),,1
559,chore(deps): update dependency supertest to v6.3.1,0.98478717,chore(deps): update dependency supertest to v6.1.3 (c157357),,1
560,chore(deps): update dependency typescript to v4.0.3,0.97481275,chore(deps): update dependency typescript to v4.2.2 (75e9000),,1
561,chore(deps): update dependency lint-staged to v10.2.0,0.9806326,chore(deps): update dependency lint-staged to v10.2.0 (09b1e9c),,1
562,chore(deps): update dependency pg to v7.12.1,0.97731173,chore(deps): update dependency pg to v7.18.2 (1eddb29),,1
563,chore(deps): update dependency eslint to v8.40.0,0.9856162,chore(deps): update dependency eslint to v8.20.0 (4e06d87),,1
564,chore(deps): update dependency pg to v8,0.96784014,chore(deps): update dependency pg to v8.3.2 (8dd649e),,1
565,chore(deps): update nest monorepo to v7.6.2,0.9813075,chore(deps): update nest monorepo to v7.0.5 (7ba0624),,1
566,chore(deps): update dependency prettier to v2.5.1,0.98160774,chore(deps): update dependency prettier to v2.2.1 (5d01395),,1
567,chore(deps): update nest monorepo to v6.10.8,0.9796215,chore(deps): update nest monorepo to v7.0.13 (0653eff),,1
568,chore(deps): update dependency release-it to v15.9.3,0.9794469,chore(deps): update dependency release-it to v14.10.0 (3791456),,1
569,chore(deps): update dependency @types/node to v18.15.0,0.97603434,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
570,chore(deps): update commitlint monorepo to v13.2.0,0.9748293,chore(deps): update commitlint monorepo to v13.2.0 (550e6f0),,1
571,getRepositoryToken returns correct tokens for custom repositories,0.49225438,fix(provider): return proper repository (92781d8),,0
572,chore(deps): update dependency jest to v27.4.5,0.9782377,chore(deps): update dependency jest to v27.0.5 (0945dff),,1
573,Update dependency lint-staged to v9.4.1,0.83426654,chore(deps): update dependency lint-staged to v11.2.4 (3516fc9),,1
574,chore(deps): update typescript-eslint monorepo to v5.28.0,0.9892313,chore(deps): update typescript-eslint monorepo to v5.24.0 (2e78711),,1
575,chore(deps): update dependency @types/node to v7.10.14,0.98361903,chore(deps): update dependency @types/node to v16.11.13 (55dd912),,1
576,chore(deps): update dependency release-it to v15.8.0,0.9772093,chore(deps): update dependency release-it to v14.10.0 (3791456),,1
577,fix(): revert keep connection alive flag,0.94832784,fix(): revert keep connection alive flag (56c4598),,1
578,chore(deps): update dependency jest to v26.2.2,0.971256,chore(deps): update dependency jest to v26.2.2 (fd0a256),,1
579,chore: publish 5.0.1 release,0.66544735,chore(deps): update dependency release-it to v13.5.5 (076dc5e),,0
580,Merge pull request #77 from nestjs/renovate/typeorm-0.x,0.9028071,Merge pull request #813 from nestjs/revert-811-chore/typeorm-utils-improvement (4d57edc),,1
581,chore(): release v6.3.4,0.7175539,chore(deps): update dependency prettier to v2.6.1 (a71aac9),,1
582,chore(deps): update dependency lint-staged to v12.1.6,0.9840258,chore(deps): update dependency lint-staged to v12.1.6 (77413bc),,1
583,chore(deps): update dependency eslint to v8.4.1,0.98100424,chore(deps): update dependency eslint to v7.1.0 (8814172),,1
584,chore(deps): update dependency eslint to v8.23.0,0.97743344,chore(deps): update dependency eslint to v8.20.0 (4e06d87),Match file contents with the nestjs/nest/.github/PULL_REQUEST_TEMPLATE.md,1
585,docs(contributing): update contribution guide,0.9657714,docs(contributing): update contribution guide (9a0751e),,1
586,bugfix: fix multiple forRootAsync calls,0.53304243,fix(@nestjs/typeorm): move keepConnectionAlive check into retry loop (6295073),,0
587,chore(deps): update dependency lint-staged to v13.0.3,0.9818549,chore(deps): update dependency lint-staged to v13.0.2 (501211a),build: do not remove comments,1
588,chore(deps): update typescript-eslint monorepo to v4.15.0,0.9860773,chore(deps): update typescript-eslint monorepo to v4.4.1 (82eb015),,1
589,chore(deps): update dependency release-it to v15.7.0,0.97101974,chore(deps): update dependency release-it to v14.5.0 (da47974),,1
590,chore(deps): update dependency @types/jest to v29.2.5,0.97694576,chore(deps): update dependency @types/jest to v27.0.3 (8802570),,1
591,chore(deps): update nest monorepo to v8.0.10,0.9765036,chore(deps): update nest monorepo to v8.0.4 (1a397b9),,1
592,refactor(): Resolve incorrect TS assumptions,0.4755247,feat(): add a new config option to determine whether retry or not (6d11779),,0
593,chore(deps): update dependency @types/uuid to v3.4.5,0.9729963,chore(deps): update dependency @types/uuid to v7.0.1 (4e4e4a3),,1
594,Merge pull request #190 from nestjs/renovate/ts-jest-24.x,0.90076876,Merge pull request #1179 from nestjs/renovate/postgres-14.x (70d3f1a),,1
595,chore(deps): update dependency jest to v26.1.0,0.9755734,chore(deps): update dependency jest to v26.0.1 (06339f2),,1
596,chore(deps): update dependency @types/jest to v26.0.19,0.9880586,chore(deps): update dependency @types/jest to v26.0.21 (0186634),,1
597,chore(deps): update typescript-eslint monorepo to v5.8.1,0.9870721,chore(deps): update typescript-eslint monorepo to v5.3.1 (5ed4796),,1
598,chore(deps): update dependency eslint to v8.24.0,0.98175544,chore(deps): update dependency eslint to v8.20.0 (4e06d87),,1
599,chore(deps): update dependency pg to v7.13.0,0.9729248,chore(deps): update dependency pg to v8.7.3 (9dd0495),,1
600,chore(deps): update nest monorepo to v9.3.8,0.9817158,chore(deps): update nest monorepo to v7.0.3 (929ded4),,1
601,Merge pull request #107 from nestjs/renovate/node-7.x,0.9098364,Merge pull request #1048 from nestjs/renovate/circleci-node-17.x (f94e636),,1
