Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Check for explicit typescript dep for react-docgen (#313),0.7746896,Fix react-docgen-typescript in some monorepos by @joshwooding in link,"Fixes #312. Previously, we'd just look to see if typescript was in the project at all, but turns out that it can be included as a peer dependency of some storybook dependencies. So, this tightens the check a bit, to search the package.json for typescript in either devDependencies or dependencies (in case someone forgot to use --save-dev I guess). To verify, I removed the typescript config from our react example (that should have been a clue to me this was broken, I assumed it was due to our monorepo), and I also checked that vite:react-docgen-typescript is still being used in our react-ts example.",1
chore(docs): update readme to use mergeConfig vite helper function (#315),0.9716915,chore(docs): update readme to use mergeConfig vite helper function by @benatshippabo in link,Summary Recommend users to use the mergeConfig vite helper function to easily recursively merge config options without troublesome nesting and object spreading shallow copy pitfalls.,1
v0.1.24,0.4357694,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Create / use react-docgen vite plugin to show docsPage info (#299),0.7234477,Support react-docgen by @IanVS in link,"Fixes link Closes link Fixes link This takes a slightly different approach from #190.  Instead of using a babel transform, this creates a vite plugin, similar to the vue-docgen plugin, but based on the babel-plugin-react-docgen.  This gives us the chance to rely directly on react-docgen, without needing another package in between, and it avoids being accidentally overwritten if users replace our @vitejs/plugin-react with their own config. This new vite plugin is not configurable like the babel plugin is, but I'm not certain those configurations are necessary in the first place.  If we hear from users that it's something they need, we can find a way to make them customizable, but I prefer to avoid extra options if possible. This version does not create a global list of all the docs, like the babel plugin does (DOC_GEN_COLLECTION_NAME).  I looked through the storybook source, and it doesn't seem like anything still relies on it, so I think it's just a legacy detail for now that we can probably avoid supporting. I've updated the react example to demonstrate the use of the plugin, so feel free to check this out there.",1
Add sourcemap support to vue-docgen,0.9572535,Add sourcemap support to vue-docgen by @joshwooding in link,,1
Bump @joshwooding/vite-plugin-react-docgen-typescript to v0.0.4,0.7404738,Fix react-docgen-typescript in some monorepos by @joshwooding in link,,1
v0.1.23,0.4647005,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Merge pull request #301 from storybookjs/setup-addon-channel,0.53778774,"Revert ""Fix package duplication issues by aliasing all storybook packages (#160)"" by @IanVS in link",Set up addon channel before importing addons,0
Cannot make iframe dynamic,0.56045806,Prevent FOUC in the iframe while loading by @IanVS in link,,0
Create addon channel in non-storyStoreV7,0.6015141,Set up addon channel before importing addons by @IanVS in link,,0
Consolidate virtual file name constants in one place,0.35142392,Avoid forcing prebundle each start by @IanVS in link,,0
Add migration to readme (#297),0.74041784,"Add migration to readme, other updates by @IanVS in link","This makes a few tweaks to our project readme: 1) Adds a ## Project has been renamed section, with instructions how to migrate. 2) Moves the call for maintainers to the ## Contributing section, to avoid making it seem like this is a struggling project. 3) Adds pnpm installation instructions, including shameful hoisting, and moves Requirements into the installation section. 4) Updates the ""for a new project"" section to use npm create vite@latest. 5) Removes a few mentions of known issues that have been fixed. \o/",1
[examples] Update vite and vite plugins,0.88085467,[examples] Update vite and vite plugins by @IanVS in link,,1
Publish @storybook/builder-vite publicly,0.5367828,Rename to @storybook/builder-vite by @shilman in link,,0
Update README.md,0.875204,Update README.md by @eirslett in link,,1
Merge pull request #293 from storybookjs/move-to-storybook-org,0.5579952,Update storybook in examples to 6.4.0-beta.19 (link),Rename to @storybook/builder-vite,0
Fix linting,0.5366925,Improving maintainability: run lint by @mrauhu in link,,0
Rename storybook-builder-vite to @storybook/builder-vite,0.7871584,Rename to @storybook/builder-vite by @shilman in link,,1
v0.1.22,0.47895193,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Move import of framework module after configs (#289),0.84749174,Move import of framework module after configs by @IanVS in link,"This should fix link.  You can check it in the vue example of this repo.  In main, the docs tab does not work, and neither does the introduction story.  But with this PR, it does.  This also aligns us more closely with the webpack builder, which imports the configure function in the virtual story entry, not the config entry.  I tested this change in our examples back to storybook 6.4.0.",1
Update vite in examples to 2.9.0-beta.8 (#288),0.9466976,Update vite in examples to 2.9.0-beta.8 by @IanVS in link,link,1
v0.1.21,0.47323596,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Update examples to storybook 6.5.0-alpha.49 (#275),0.94274426,Update examples to storybook 6.5.0-alpha.49 by @IanVS in link,"This updates the examples' storybook packages to 6.5.0-alpha.49, and updates vue to 3.2+ due to link.",1
Add '@storybook/react > acorn-jsx' to optimizeDeps (#280),0.9718653,Add '@storybook/react > acorn-jsx' to optimizeDeps by @IanVS in link,"Fixes #273 And sorts our optimizeDeps dependencies, just cuz I like them sorted.",1
fix: handle server closure promise to be able to catch rejection (#277),0.70759696,Fix handling of rejected promises when attempting to close the server by @Codex- in link,,1
Test built storybooks in CI (#274),0.8830265,Test built storybooks in CI by @IanVS in link,"So far, we've only been building our storybooks, but not doing any testing on them.  This adds link which will render each of the stories and smoke test them (make sure that there are no runtime errors).  This is at least a step towards having more confidence that our stories aren't broken.  The next step would be to actually write assertions in the stories to be sure they're rendering correctly, but that can be done another time.",1
v0.1.20,0.48264974,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Use req.query instead of custom parsing.,0.9564785,Use req.query instead of custom parsing. by @joshwooding in link,,1
v0.1.19,0.47322404,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Fix style modules not being resolved from iframe.html (#266) (#268),0.8738543,Fix style modules not being resolved from iframe.html (#266) by @Dschungelabenteuer in link,Fixes #266 See comment link Upgraded to Vite 2.8.5 to reproduce the issue Updated outdated CONTRIBUTING.md,1
v0.1.18,0.46656293,Support vite 3.1 by @IanVS in link,,0
Add jest-mock to optimized deps (#269),0.8931422,Add jest-mock to optimized deps by @IanVS in link,,1
Add typescript to svelte example,0.74820197,Fix svelte-preprocess typescript support by @bfanger in link,,1
fix: svelte-preprocess typescript support,0.87901735,Fix svelte-preprocess typescript support by @bfanger in link,,1
Fix Node 12 support,0.8574473,Fix Node 12 support by @joshwooding in link,,1
Allow sub-dependencies in base optimizeDeps.include (#262),0.8826634,Allow sub-dependencies in base optimizeDeps.include by @IanVS in link,"Fixes #232  This tweaks the way we do our optimizeDeps.include slightly, allowing us to add '@storybook/addon-docs > acorn-jsx'.  I needed to change our filter function to use the resolution that vite does (see link), but in the end I think this is more reliable than what we were doing before, anyway. With this syntax in place, we might also be able to avoid optimizing the storybook deps themselves, like @storybook/addon-docs, which already has an ESM export and doesn't really need to be pre-bundled at all, only its sub-dependencies do.  I haven't changed anything like that in this PR, though, since I wanted to take it one-step-at-a-time.  The only change made to the list itself is the addition of '@storybook/addon-docs > acorn-jsx'. I also needed to prevent the vue alias from being added unless vue is actually being used, or else vite threw an error when I tried to resolve the config.",1
Use setup-node caching solution,0.3382718,Specify vite cache directory in dev mode as well by @bodograumann in link,,0
Run lint check during CI,0.52813315,Improving maintainability: run lint by @mrauhu in link,,0
Lint svelte csf-plugin.ts,0.64664394,Fix svelte-preprocess typescript support by @bfanger in link,,0
Move examples,0.39435235,Move examples out of workspaces by @IanVS in link,,0
fragile fix for: Singleton client API not yet initialized,0.74445295,Example singleton client API not yet initialized by @bfanger in link,@storybook/client-api peer depends on react. @storybook/svelte@6.4.3 depends on @storybook/client-api and react@16.14.0. But your workspaces depend on @storybook/client-api and react@17.0.2. yarn why -R @storybook/client-api yarn why -R react Thats why Yarn has to create two copies of @storybook/client-api: the first copy which uses react@16.14.0 and the other copy which uses react@17.0.2,1
v0.1.17,0.47172844,Support vite 3.1 by @IanVS in link,,0
Fix error when no preview file is present.,0.9207193,Fix error when no preview file is present. by @joshwooding in link,,1
Enable auto-title for non-storyStoreV7 (#218),0.85680455,Enable auto-title for non-storyStoreV7 by @IanVS in link,"Fixes #201  This enables the omission of title properties in the default export of stories (the new storybook ""autotitle"" feature).  It's a little less powerful without link, but it's still nice to support this, I think. I did notice an issue with HMR, but it seems not to be introduced in this PR, but exists in the react example on main as well.  Changing a css value does still HMR, so I think there is no regression here.",1
Import story loading module from vite-app virtual module (#239),0.9582051,Import story loading module from vite-app virtual module by @IanVS in link,"I'm working on enabling Chromatic Turbosnap capability for vite storybook projects, and it requires a small change to the way we load in our stories to match up more closely to how the webpack builders work.  They have a separate entrypoint for just the stories, so I've moved what used to be done in the virtual storybook-stories.js imported directly off of the iframe, into a virtual file that's imported from the virtual vite-app module.  This actually more closely aligns with the way that the ""modern"" (storyStoreV7) code works too, which is a nice side-benefit. I also needed to move the preview entry to it's own file, for the same reason.  I didn't move anything in the storyStoreV7 version, mostly because I'm not using storyStoreV7, and don't have a great way to test out that it's working correctly if I do muck with it.  For now I'd like to take things one step at a time and support turbosnap for non-storyStoreV7 builds. I've used patch-package to run this code in my own storybook at work to ensure that turbosnap works the way I am intending.  So far it seems to be working well.  Here is the corresponding PR in chromatic-cli to enable vite support: link.",1
Fix: svelte (#240),0.72937876,Fix: svelte by @bfanger in link,"Re-enabled the csfPlugin for svelte Updated svelte dependencies, that fixed a TypeError: RegisterContext is not a constructor error. (Svelte compiler was in 'ssr' mode) Fixes #224 (Also implemented support for preprocessors inside *.stories.svelte files)",1
fix: svelte story regex (#244),0.8858276,fix: svelte story regex by @lokshunhung in link,Resolves #243 by updating the regex to match svelte stories,1
Update known issues,0.67993975,Update known issues by @joshwooding in link,,0
Refactor common vite config options in one place,0.48736808,Prevent vite:define from replacing in story source by @IanVS in link,,0
Specify vite cache directory in dev mode as well,0.9194319,Specify vite cache directory in dev mode as well by @bodograumann in link,"In #223 the vite cache directory for production build was set to a custom location, in order not to conflict with a vite application in the same project. This commit also applies that configuration for the development server.",1
v0.1.15,0.47209647,Support vite 3.1 by @IanVS in link,,0
Add react-docgen-typescript (#226),0.92524207,Add react-docgen-typescript by @joshwooding in link,Related to #103 #2 #79 This PR adds doc-gen via react-docgen-typescript. | | Before | After| | --- | --- | --- | | Sidebar |  |  | Docs |  |  I haven't noticed any significant impact to speed. 🎉  It's hooked up to the storybook config so it should act as a drop-in for the webpack functionality for typescript types.,1
Default Cache Directory Conflict Resolution (#223),0.8299514,Default Cache Directory Conflict Resolution by @GuyGooL5 in link,There is a problem starting Vite app and Storybook under storybook-builder-vite because they share the same cache directory   node_modules/.vite/  unless explicitly reassigning.   This PR retargets storybook-builder-vite's cache directory into a different one to not affect the app it's running along with.,1
0.1.14,0.5057661,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Fix params.fileName being null when storyStoreV7 is false (#216),0.926985,Fix params.fileName being null when storyStoreV7 is false by @joshwooding in link,,1
Remove unfetch import,0.84412944,Remove unfetch import by @joshwooding in link,,1
Add some common issues to README (#214),0.83004093,Add some common issues to README by @IanVS in link,"Closes #213. In response to link, I thought it might be good to mention some of the more common issues that folks experience to the README.",1
Bump @vitejs/plugin-vue to 1.10.2,0.9504565,Bump @vitejs/plugin-vue to 1.10.2 by @joshwooding in link,,1
Improving maintainability: Documentation (#200),0.78338665,Improving maintainability: Documentation by @mrauhu in link,Created example* scripts in package.json Created How to contribute guide in the CONTRIBUTING.md file Added link to CONTRIBUTING.md in the packages/storybook-builder-vite/README.md file,1
Add CSF3 default render example (#194),0.84815353,Add CSF3 default render example by @shilman in link,,1
Fixed commit id in .git-blame-ignore-revs,0.5037611,Improving maintainability: fix ignore revs by @mrauhu in link,,0
Improving maintainability: TypeScript (#195),0.8456198,Improving maintainability: TypeScript by @mrauhu in link,"Created tsconfig.json for Node.js 16 Created tsconfig.json in packages/storybook-builder-vite directory Renamed .js files to .ts files in packages/storybook-builder-vite directory Converted from require() and module.exports to import and export Temporary fix types for .filter() of stories in svelte/csf-plugin.ts Provided empty object to createCompiler() function in mdx-plugin.ts file Importing promisified version of the glob from glob-promise package Removed wrong extension from import of createViteServer() function Ignoring the dist directory Using the dist directory: updated main field; created types field in storybook-builder-vite/package.json Created start and prepublish scripts in the root package.json Updated tsconfig.json: emit declarations, enabled source maps (with inlined sources) and skip libraries check Start unused arguments with underscore in pluginConfig() function and the server watcher change callback in configureServer() function Ran prepublish script manually in GitHub Workflows. Fix: link See: link Fix: updated resolved path of the iframe.html, because we're serving from dist Fix: async import of exported vueDocgen() function from local file instead of require() Added the dist directory to .prettierignore Installed packages: @types/express as dev dependency and @storybook/core-common as peer dependency. Version of @storybook/core-common package is based on nested installed dependency in yarn.lock. Created declarations for @storybook/addon-svelte-csf files Created types: EnvsRaw and ExtendedOptions Enabled strict flag in packages/storybook-builder-vite/tsconfig.json file Added types for variables and functions. Created additional types. Fixed: the config.build property may be undefined Simplify JSDoc Created TODO: Maybe convert injectExportOrderPlugin to function that returns object, and run await init; once and then call parse() without await, instead of calling await parse() every time. Fixed rare case if the envPrefix is undefined in stringifyProcessEnvs() function Reorder imports in build.ts and vite-server.ts Added check for a case if the StoriesEntry is object in functions: generateImportFnScriptCode(); generateIframeScriptCode(); getOptimizeDeps(). Created listStories() function and removed duplicated code.",1
Improving maintainability: run lint (#196),0.7987645,Improving maintainability: run lint by @mrauhu in link,"Ran lint script Disabled max-len ESLint rule for Page.jsx files Reformat code for prevent warnings from max-len ESLint rule Simplify RegEx from (t|j) to ([tj]) Setup language of template literals string via comment Fixed iframe.html false-positive warnings, use comments: suppress HtmlUnknownTarget and noinspection CssUnusedSymbol Conflicts: packages/storybook-builder-vite/input/iframe.html Added noinspection UnnecessaryLocalVariableJS for codegen*-iframe-script.ts. TODO: Inline variable and remove noinspection. We are using /* / comment between // comments, because it's only way to make work both JetBrains IDE comments. Added noinspection JSUnusedGlobalSymbols comments Conflicts: packages/storybook-builder-vite/index.js TODO: Check if the 'unfetch' package is used in codegen-modern-iframe-script.ts file Removed trailing spaces in a generated code from the generateModernIframeScriptCode() function Removed unused arguments: type in pluginConfig() function and e in the server watcher change callback of configureServer() function Created .git-blame-ignore-revs file for ignoring bulk change commits For using it, run one time: git config blame.ignoreRevsFile .git-blame-ignore-revs",1
Improving maintainability: ESLint and Prettier (#193),0.9440086,Improving maintainability: ESLint and Prettier by @mrauhu in link,"Removed unused fields from package.json: main and author from storybook-builder-vite-parent package Moved Prettier config from package.json to .prettierrc file Removed indent_style, indent_size and insert_final_newline from .editorconfig Using 2 spaces indent for package.json file Setup engines.node version to be greater or equal of current LTS version Setup two spaces indent for *.json files in the .editorconfig Created .eslintignore file Installed ESLint with plugins as dev dependencies: cross-env; eslint; eslint-config-prettier; eslint-plugin-only-warn; eslint-plugin-prettier; eslint-plugin-storybook. Created ESLint config in the .eslintrc.js file Set max line length to 120 Using ESlint for linting. Renamed scripts: from lint to lint-ci, from format to lint. Running lint and lint-ci scripts in production mode, for getting console and debugger warnings. Removed cross-env package and usages Removed NODE_ENV=production from lint* scripts Setup lint-ci for future usage in GitHub Actions. Added --max-warnings=0 argument for returning error with ESLint only-warn plugin. Installed TypeScript and ESLint dev dependencies: @types/node for LTS version; @typescript-eslint/eslint-plugin; @typescript-eslint/parser; typescript. Configure TypeScript ESLint parser and plugin Added .ts and .tsx file patterns to lint* scripts Fix: disable no-unused-vars ESLint rule for TypeScript files Ignoring comments for the max-len ESLint rule Enabled no-console and no-debugger warnings in development mode Removed plugin:prettier/recommended and put ESLint config prettier to extends array Updated package.json: run Prettier before ESLint Removed eslint-plugin-prettier from package.json Updated prettier package",1
v0.1.13,0.46716246,Support vite 3.1 by @IanVS in link,,0
Avoid forcing prebundle each start (#189),0.8058885,Avoid forcing prebundle each start by @IanVS in link,,1
Fix: all environment variables are exposed to the client (#187),0.7871897,Fix: all environment variables are exposed to the client by @mrauhu in link,Greetings. This pull request fixes: #185  Rules based on: Storybook — Environment variables Vite — Env Variables and Modes Allowed on the client Environment variables prefixes STORYBOOK_; VITE_. Used for setup default envPrefix value in Vite config. Environment variables Storybook: STORYBOOK; Vite: BASE_URL; MODE; DEV; PROD; SSR. Used for filtering. Co-authored-by: Ian VanSchooten ian.vanschooten@gmail.com,1
v0.1.12,0.44368917,Support vite 3.1 by @IanVS in link,,0
Fix storybook builds and CI (#181),0.840481,Fix storybook builds and CI by @IanVS in link,"Fixes a bug I introduced in link. There was a bug in yarn that was causing a zero exit code when yarn workspaces foreach errored, so I needed to update yarn here.  I pushed up one commit without any fixes to the build to verify that CI correctly failed, and then another to actually make the fix. Since this updates yarn, it also replaces link.",1
Apply svelteOptions correctly (#180),0.77646935,Apply svelteOptions correctly by @IanVS in link,,1
Add optimizeDeps.entries,0.66688764,Add optimizeDeps.entries by @joshwooding in link,,0
Bump example-workspaces vite version to 2.7.0,0.58647895,Update vite in examples to 2.9.0-beta.8 by @IanVS in link,,0
Fix importers[path] is not a function in yarn workspaces (#172),0.9713034,Fix importers[path] is not a function in yarn workspaces by @kazuma1989 in link,,1
v0.1.11,0.47053003,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Fix builder for vite 2.7.0 (#174),0.93115366,Fix builder for vite 2.7.0 by @IanVS in link,"Fixes #171  Also updates our examples to 2.7.0. I also tested this change before updating the examples, and confirmed it works with vite 2.6 as well.",1
Update storybook in examples to ^6.4.0,0.93201375,Update storybook in examples to ^6.4.0 by @joshwooding in link,,1
v0.1.10,0.45298815,Support vite 3.1 by @IanVS in link,,0
"Revert ""Fix package duplication issues by aliasing all storybook packages (#160)"" (#166)",0.9235805,"Revert ""Fix package duplication issues by aliasing all storybook packages (#160)"" by @IanVS in link",This reverts commit 5100593ce2067e46e2a0ff7608911bb39a70236c. As discussed in link,1
Fix source-loader-plugin CSF3 compatibility (#165),0.96342206,Fix source-loader-plugin CSF3 compatibility by @joshwooding in link,Closes #164,1
v0.1.9,0.46736544,This release is necessary to support vite 2.9.0.,,0
Move README to builder workspace,0.5070679,Add webpack/cra migration section to readme by @IanVS in link,,0
Fix package duplication issues by aliasing all storybook packages (#160),0.92941636,Fix package duplication issues by aliasing all storybook packages by @joshwooding in link,Closes link Closes link This is the same fix as link,1
v0.1.8,0.44310158,Support vite 3.1 by @IanVS in link,,0
Support features.storyStoreV7 (#126),0.8981097,Support features.storyStoreV7 by @joshwooding in link,Closes #125,1
Update @vitejs/plugin-react to avoid sourcemap warning (#153),0.94427985,Update @vitejs/plugin-react to avoid sourcemap warning by @IanVS in link,"Fixes #129  Updating the version of @vitejs/plugin-react removes the warnings about missing source files.  See link. I also was seeing these warnings, and updating made them disappear.",1
glimmerx support (#136),0.7116278,add experimental glimmerx support by @lifeart in link,,1
v0.1.7,0.46644527,Support vite 3.1 by @IanVS in link,,0
Merge pull request #144 from eirslett/139-ws,0.47520453,chore(docs): update readme to use mergeConfig vite helper function by @benatshippabo in link,Update examples to storybook 6.4.0-rc.0,0
Merge pull request #151 from simenbrekken/skip-generating-mdx-source-maps,0.6706059,Don't generate source maps for MDX files by @simenbrekken in link,Don't generate source maps for MDX files,0
Don't generate source maps for MDX files,0.89659286,Don't generate source maps for MDX files by @simenbrekken in link,,1
Update storybook in examples to 6.4.0-rc.0,0.9273828,Update storybook in examples to 6.4.0-beta.19 (link),,1
Bump version,0.3511069,Bug fixes,,0
Merge pull request #147 from simenbrekken/vite-source-loader-plugin,0.70517147,Add Vite source-loader plugin by @simenbrekken in link,Add Vite source-loader plugin,1
Add working React example,0.62575936,Support React 18 by @IanVS in link,,0
Refactor MDX plugin,0.53322285,Inject mdx compiler for mdx1 by @IanVS in link,,0
Add source-loader plugin,0.7730606,Add Vite source-loader plugin by @simenbrekken in link,,1
Fix bug and prepare new version,0.5401518,Bug fixes,,0
Merge pull request #135 from razor1895/add-new-optimized-deps,0.45043004,Add synchronous-promise as optimized dependencies by @razor1895 in link,Add synchronous-promise as optimized dependencies,0
Add synchronous-promise as optimized dependencies,0.66713315,Add synchronous-promise as optimized dependencies by @razor1895 in link,,0
Merge pull request #133 from simenbrekken/config-file-load-order,0.57744026,chore(docs): update readme to use mergeConfig vite helper function by @benatshippabo in link,Ensure preview or config file is loaded last,0
Ensure preview or config file is loaded last,0.8158494,Ensure preview or config file is loaded last by @simenbrekken in link,,1
v0.1.3,0.50361156,Support vite 3.1 by @IanVS in link,,0
Update storybook in examples to 6.4.0-beta.19 (#118),0.9824219,Update storybook in examples to 6.4.0-beta.19 (link),"This updates our examples to use storybook 6.4.0-beta.19. One regression I've noticed so far is that the stories are no longer sorted by the export order, but rather alphabetically.  I haven't traced that down to a particular storybook version yet though. This also uses yarn's workspace: protocol so we don't need to update them every time we bump the version of the builder. (link)",1
Merge pull request #121 from joshwooding/support-feature-flags,0.611441,Support storybook feature flags (link),Support feature flags,0
Add @base2/pretty-print-object and react-is as optimized dependencies. (#124),0.50968695,Fix react-docgen-typescript in some monorepos by @joshwooding in link,,0
Support feature flags,0.75923926,Support storybook feature flags (link),,1
Merge pull request #117 from eirslett/avoid-srcmap-warning,0.4941594,chore(docs): update readme to use mergeConfig vite helper function by @benatshippabo in link,Fix rollup warning about sourcemaps from inject-export-order-plugin,0
Fix rollup warning about sourcemaps from inject-export-order-plugin,0.9934441,Fix rollup warning about sourcemaps from inject-export-order-plugin (link),,1
Bump version of vite and es-module-lexer,0.6571231,"If you'd like to continue using Vite 3, please stick with 0.2.x versions of this package.",Looks like es-module-lexer has a memory bug.,0
v0.1.1,0.46878535,Support vite 3.1 by @IanVS in link,,0
Widen vite peer dep range (#110),0.43889266,Breaking: Update peer dependencies for Vite 4 by @IanVS in link,Fixes #109.,0
Provide glob-promise's peer dependency on glob (#107),0.4022586,fix: add missing peer deps by @adalinesimonian in link,Fix for Yarn 2+ users,0
Inject storybook environment variables (#105),0.49273086,Update storybook in examples to 6.4.0-beta.19 (link),"Fixes #104. This injects storybook environment variables through the define config of vite, similar to what the webpack builder does using the DefinePlugin.  I needed to create a customized version of one of the core storybook functions, since it assumes that process.env is going to be used, whereas with vite we use import.meta.env. I also added example stories in react, vue, and svelte (my first time writing vue and svelte!).  They're ugly, but they show that the STORYBOOK environment variable is being provided correctly (it wasn't previously). Before: After:",0
Also inject env vars into build,0.41877228,Move import of framework module after configs by @IanVS in link,,0
Avoid string replacement when we don't want it,0.28243932,Improving maintainability: fix ignore revs by @mrauhu in link,,0
Inject storybook environment variables,0.4536739,Update storybook in examples to 6.4.0-beta.19 (link),,0
Run prettier formatting,0.43904027,Improving maintainability: ESLint and Prettier by @mrauhu in link,,0
Bump to version 0.1.0,0.5385641,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Merge pull request #101 from eirslett/upgrade-vite-and-react-plugin,0.590635,Update @vitejs/plugin-react to avoid sourcemap warning by @IanVS in link,Upgrade vite and react plugin,0
Fix error message (must have been a typo),0.41882664,Fix error when no preview file is present. by @joshwooding in link,,0
Upgrade Vite and its React plugin,0.78817016,"To fully support Vite 4, we've updated our mdx handling to no longer require the use of @vitejs/plugin-react.  This means that non-react projects will no longer be getting that plugin added to their projects, and react projects will need to make sure they include it as a dependency (changes to viteFinal are not required).",,1
Merge pull request #98 from eirslett/add-slash-dep,0.46252733,"Revert ""Fix package duplication issues by aliasing all storybook packages (#160)"" by @IanVS in link",Add storybook 6.4 deps to optimizeDeps,0
Add lodash/startCase to optimizeDeps,0.46223885,Add missing dependencies to optimizeDeps (link),,0
Add slash as optimized dependency,0.6112754,Allow sub-dependencies in base optimizeDeps.include by @IanVS in link,,0
Sort optimized deps,0.30594677,Add missing dependencies to optimizeDeps (link),,0
Merge pull request #72 from dimfeld/svelte-options,0.5811701,[breaking] Read svelte.config.js by @benmccann in link,Allow passing options to vite-plugin-svelte,0
Allow passing options to vite-plugin-svelte,0.7312711,fix: Load @sveltejs/vite-plugin-svelte conditionally by @IanVS in link,This uses the same svelteOptions key used with other builders.,1
Merge pull request #70 from offlinehacker/patch-1,0.48031715,chore(docs): update readme to use mergeConfig vite helper function by @benatshippabo in link,Add remark about autoreload for stories to README,0
Add remark about autoreload for stories to README,0.44527018,Fix svelte story files not reloading by @IanVS in link,Today I spent some time trying to figure out why autoreload for story files doesn't work. This pull request adds remark to README about naming of story files for autoreload to work. This is related to: link,0
Merge pull request #67 from eirslett/fix/add-package-readme,0.57243246,Update README.md by @eirslett in link,Link root README to show in NPM,0
Link root README to show in NPM,0.5461435,Add webpack/cra migration section to readme by @IanVS in link,,0
Flip condition to fix static build,0.44160798,Respect existing build.rollupOptions by @IanVS in link,,0
Bump to version 0.0.11,0.54585814,"Note: version 0.1.40 accidentally included breaking changes, which are not included in this version.",,0
Tweaks for Vite 2.4.1,0.71298456,"If you'd like to continue using Vite 3, please stick with 0.2.x versions of this package.",,1
Bump all dependencies,0.5459709,Add missing dependencies to optimizeDeps (link),,0
fix(stories): uncommented button story argTypes,0.5083738,Update storybook in examples to 6.4.0-beta.19 (link),,0
fix(plugin): added docgen info to vite,0.67671686,fix: Load @sveltejs/vite-plugin-svelte conditionally by @IanVS in link,Added docgen info to Vite output to automatically generate controls and docs for SFC components,0
Merge pull request #54 from schalk-b/38-fix-export-order,0.5085643,chore(docs): update readme to use mergeConfig vite helper function by @benatshippabo in link,Sort stories by their export order,0
Apply suggested PR feedback,0.2678194,Update known issues by @joshwooding in link,,0
Fix bug if __namedExportsOrder is already defined,0.46504706,Fix rollup warning about sourcemaps from inject-export-order-plugin (link),,0
Rename namedExportOrder to injectExportOrder,0.44216222,Fix rollup warning about sourcemaps from inject-export-order-plugin (link),,0
Add __namedExportsOrder for svelte,0.5698802,Fix: pass options read from config file to svelteDocgen by @benmccann in link,,0
Sort stories by their export order,0.47668892,Fix order of MDX stories in sidebar by @joshwooding in link,,0
Run prettier for code formatting,0.4688672,Improving maintainability: ESLint and Prettier by @mrauhu in link,,0
update publish script/github action,0.40932092,No changes from v0.2.0-beta.1.  Publishing error.,,0
Merge pull request #53 from eirslett/3-react-hmr,0.53799796,Fix react-docgen-typescript in some monorepos by @joshwooding in link,Fix React HMR in story files,0
Fix React HMR in story files,0.63230646,Fix react mdx stories by @IanVS in link,,0
Merge pull request #45 from schalk-b/31-improve-iframe-building,0.44499928,Fix style modules not being resolved from iframe.html (#266) by @Dschungelabenteuer in link,Fixes #31 Fix windows build,0
Fix windows build,0.44752932,Fix mdx1 in Windows by @joshwooding in link,"Bust yarn workflows cache Revert ""Bust yarn workflows cache"" This reverts commit b866eab20e364349f489433380bf36fe3e4e860a.",0
Ensure examples build in CI (#51),0.44969487,Test built storybooks in CI by @IanVS in link,"The main problem this addresses is that we need to ensure that yarn install is run no matter what, even if the cache is restored.  This is because yarn relies on having an install-state.gz file that is gitignored and created during installations.  We were skipping the installation entirely before if there was a cache, which is the reason that link is failing in CI. This also adds a missing dependency, @sveltejs/vite-plugin-svelte to the svelte example.  It would be yarn installed along with the rest of the workspace, but for folks using npm or using the example as a guide, it's important to have it there.",0
Always perform a yarn install in CI,0.36911783,Fix importers[path] is not a function in yarn workspaces by @kazuma1989 in link,,0
Update dependencies in svelte example,0.6118667,Update dependencies in examples by @IanVS in link,,0
Merge pull request #42 from eirslett/41-remove-some-deps,0.47833735,"Revert ""Fix package duplication issues by aliasing all storybook packages (#160)"" by @IanVS in link",Do not depend on framework plugins (mostly),0
Do not depend on framework plugins (mostly),0.3579617,Remove pluginutils from dependencies by @kazuma1989 in link,,0
Add build examples workflow (#34),0.5305865,"Add composed ""overview"" example that builds/includes all framework examples by @dohooo in link","Context Please read link Changes My very first idea was to add a new step in the current Build and Publish to NPM workflow in order to build all the examples packages. However, I've decided to create a new workflow because the build examples step must run three times, one for each operative system, so this behavior isn't properly along with a publish step.",0
Run prettier format,0.39547962,Improving maintainability: ESLint and Prettier by @mrauhu in link,,0
Add workflow_dispatch to workflow,0.2028635,chore(docs): update readme to use mergeConfig vite helper function by @benatshippabo in link,,0
Delete eof,0.31593084,Remove unfetch import by @joshwooding in link,,0
Add missing identation,0.27778602,Fix new stories not appearing in the importFn by @joshwooding in link,,0
Add Build Examples workflow,0.5352359,"Add composed ""overview"" example that builds/includes all framework examples by @dohooo in link",,0
