Index,Message,Description
573,Allow privileged system service 'amfid' to hydrate," When amfid is invoked to check the code signature of a library which has not been hydrated,   blocking hydration would cause the launch of an application which depends on the library to fail,   so amfid should always be allowed to hydrate."
574,Merge pull request #1431 Add lock around writes to SQLite database tables,Add lock around writes to SQLite database tables
575,Add lock around writes to SQLite database tables,
576,Merge pull request #1409 from Halterer/SubDirectoryInfoObject,SubDirectoryInfo Object
577,Merge pull request #1417: Update mac uninstall script to remove GVFS service directory,Update mac uninstall script to remove GVFS service directory
578,Update mac uninstall script to remove GVFS service directory,"The mac uninstall script did not remove the GVFS service directory, resulting in GVFS artifacts being left around. This change updates the uninstall script to also remove the GVFS service directory. This brings the behavior of the mac uninstall script to match the Windows uninstall script in src/Scripts/UninstallGVFS.bat. One motivation for this change was that the Mac Functional test machines were gathering cruft from repeated test runs, such as the list of registered repositories in the repo-registry growing. This apparently caused the GVFS service start up time to grow, resulting in test failures."
579,Merge pull request #1425: update NUnit dependencies,Update NUnit dependencies
580,Merge pull request #1416 Mac: Fix and enable remaining dehydrate functional tests,Mac: Fix and enable remaining dehydrate functional tests
581,Update NUnit dependencies,"Update the following dependencies: NUnit:              3.10.1 -> 3.12.0   NUnitLite:          3.10.1 -> 3.12.0   NUnite3TestAdapter: 3.10.1 -> 3.13.0 This update includes a fix for the following issue we have have observed in our CI builds, where tests fail with the following exception: System.InvalidOperationException: Stack empty. Which appears to be this issue #2772 in https://github.com/nunit/nunit which indicates it is fixed in NUnit 3.12."
582,Update ShouldMatchInOrder to validate order,
583,Include panic logs for vfs in diagnose,
584,Remove '/System/Volumes/Data' when only in path,
585,"Merge pull request #1421: Update Git, drop MIDX writes","This PR does two things: Updates Git to include the slow commit-graph write fix from microsoft/git#168. Also see #1420 for the M153 hotfix. Removes the multi-pack-index writes from the PostFetchStep and instead only writes the multi-pack-index during the PackfileMaintenanceStep. In order to get the most out of the step, we need to ensure we have a multi-pack-index before running the expire and repack steps. Also, we can only expire the packs from that day if they are contained in the multi-pack-index. If we agree that we should send (2) as a hotfix to the M155 release (in addition to (1), which is necessary), then I'll create a hotfix PR to that branch."
586,add MoveIndexFileFails() functional test,"On some platforms (notably Linux), we may receive only a pre-rename notification event rather than a pre-delete event, so the virtualization instance's OnPreRename() handler becomes responsible for ensuring that, outside of a GVFS lock, the .git/index file can not be renamed or renamed over. The BasicFileSystemTests.DeleteIndexFileFails() test handles the case of a true delete of .git/index, as well as platforms which deliver a pre-delete event on the source path prior to a rename action. As well, several GVFSLockTests tests such as LockPreventsRenameFromInsideWorkingTreeOnTopOfIndex() test the case of a file being renamed to .git/index, but no existing test checks for the case of .git/index being renamed to another path (although DeleteIndexFileFails() suffices on platforms which send a pre-delete event). Therefore we add an explicit MoveIndexFileFails() functional test to cover this case."
587,PostFetchJob: stop writing multi-pack-index,"The multi-pack-index write is taking a lot of memory. Instead of writing it with every prefetch (every hour) let's write it during the packfile maintenance step (once a day). This will lead to a few packs not covered by the multi-pack-index between runs, but that will not be a huge loss to performance. Signed-off-by: Derrick Stolee dstolee@microsoft.com"
588,Update Git to fix slow commit-graph writes,See microsoft/git#168 for full details. Signed-off-by: Derrick Stolee dstolee@microsoft.com
589,Merge pull request #1208 from pmj/mac-kext-182-no-writes-on-offline-roots,"Mac ProjFS: Deny I/O on offline roots, with exceptions, part 1 This is the first stage of implementing #182 - the kext now blocks write I/O to empty or placeholder files on offline roots. I/O needs to be blocked when:  A message failed to deliver to the provider. A process attempts to write to an empty file in an offline root (this file would subsequently be overwritten by a hydration event) A process attempts to write to a placeholder (hydrated unmodified) file when the provider is offline. The file would not show up in git status and could be overwritten by a subsequent checkout/rebase/merge. A process attempts to rename a file in an offline root. A process attempts to read/execute an empty file in an offline root. The result of the read would be bad data, so failing with denied authorisation is preferable to letting the bad data propagate. A process attempts to create files or directories in an offline root.  This change implements cases 1-4. Cases 5-6 will be covered in a future change. At first glance this seems like it would be a very simple change, but in practice, some processes must be allowed unfettered access to files in offline roots. So a large part of this patch set is dedicated to implementing a system for allowing exceptions - there is a new type of IOKit user client for processes which need unrestricted access to offline roots, and this needed to be implemented all the way through from kext, via native lib, to (managed) VFS4G code proper. Next, the vnode handler, which is in the actual business of denying or allowing file access, has been expanded to allow returning different results based on whether the root's provider is offline. Finally, ""deny"" results are actually returned for a number of different cases - so far, this only includes writes. Even this caused some test failures, so the test process itself needs to register as an exception with unrestricted offline root access."
590,Merge pull request #1280 from pmj/mac-kext-resize-roots,"Mac kext: Drop lock for allocating virtualization root array memory Performing a blocking memory allocation while holding a lock in a vnode listener callback is not necessarily safe. (There is potential for a deadlock in low-memory situations.) When growing the virtualization root array, this was exactly what the existing code was doing. This change restructures the virtualization root insertion logic so that the lock can be dropped for allocating the larger memory block. Dropping the lock means it must be re-checked whether an insertion is still necessary, which was not readily possible with the old code structure."
591,Merge pull request #1415: Update Git to include octopus merge bugfix,"See microsoft/git#167 for details. This package also includes a Linux installer, since we have updated the build definition since the last Git update."
592,Mac: Fix and enable remaining dehydrate functional tests,
593,Some smaller cleanup,Stop passing around KeyValuePairs instead of data objects Update unit tests accordingly
594,Merge pull request #1403 Mac: Do not lookup or download file sizes when updating placeholders,Mac: Do not lookup or download file sizes when updating placeholders
595,Mac kext: Drop lock for allocating virtualization root array memory,"Performing a blocking memory allocation while holding a lock in a vnode listener callback is not necessarily safe. (There is potential for a deadlock in low-memory situations.) When growing the virtualization root array, this was exactly what the existing code was doing. This change restructures the virtualization root insertion logic so that the lock can be dropped for allocating the larger memory block. Dropping the lock means it must be re-checked whether an insertion is necessary, which was not readily possible with the old code structure."
596,Mac ProjFS kext: Hardcodes offline I/O process array to fixed length of 128,"Some reduction in code complexity, as 128 ought to be enough for anyone."
597,Move thread calculation into MultiThreadedPlaceholderUpdatesAndDeletes,
598,Update Git to include octopus merge bugfix,See microsoft/git#167 for details. Signed-off-by: Derrick Stolee dstolee@microsoft.com
599,Mac: Do not lookup or download file sizes when updating placeholders,
600,Mac ProjFS kext: Blocks renaming files in offline roots at the hydration stage,This causes the offline root check to block the file renaming operation at the hydration stage for empty files. The unit test is updated to check both the empty and hydrated scenarios.
601,Mac ProjFS kext: Unit test for rename blocking on offline roots,"This adds a unit test for disallowing file renames in offline roots on Mojave or newer, while also testing that on High Sierra, the rename is not blocked."
602,Mac ProjFS Kext: Disallows file/directory renames in offline roots,Renaming a file or directory in an offline virtualisation root should not be permitted. This change implements that functionality on OS versions which enable us to distinguish between KAUTH_VNODE_DELETE operations that are caused by a rename operation versus not. Older OSes necessarily must allow any KAUTH_VNODE_DELETE operation.
603,Mac ProjFS Kext: Denies write access to placeholder files in offline root,"Placeholder (non-full) files, although hydrated, should not be modified while the provider is offline, as the provider would miss the PreConvertToFull/FileModified events. This change enforces this and updates the tests to reflect this new expected behaviour."
604,Mac ProjFS kext: Denies write access to empty files in offline root,Writes of any kind to empty files in an offline root should be denied to prevent data loss when the provider comes back online. File deletions meanwhile must be allowed so that the user may recursively delete the entire repository even if it is not mounted. A test has been added to verify that write access to empty files is indeed denied.
605,Mac ProjFS kext: Denies access when provider does not respond,"If for some reason the provider does not respond to a kernel request originating from an authorisation check callback, we now deny that authorisation."
606,Register/Unregister for offline I/O in functional tests,
607,Mac ProjFS kext: Preparation for denying access to offline roots.,"This change rearranges the TryGetVirtualizationRoot() and HandleVnodeOperation() logic to include decision points to deny or allow certain file operations if the root's provider is offline, to protect the integrity of the repository. All the new logic is added, but operations are not yet denied. Some new tests for HandleVnodeOperation are also added to cover the new code paths."
608,Mac ProjFS: User-space support for offline I/O process registration.,
609,Mac ProjFS kext: Adds system for registering processes for offline root I/O,"This change is in preparation for enabling I/O protection for offline virtualization roots.  Processes which must access the contents of offline roots, such as VFSForGit's own, may register with the kext to be granted permission by opening a new type of user client connection to the kext's service. There is no restriction on this mechanism, it simply prevents accidental untracked changes. There are new unit tests covering the new functionality."
610,Mac ProjFS Kext: Minor macro tweak,This protects the vnodeType parameter of the KextLog_VnodeOp() macro from bugs due to operator precedence in expanded expressions.
611,MountTests fixes,
612,use RepoBackingRoot as needed in functional tests,
613,use WorkingDirectoryBackingRoot in RepairJobs,"Repair jobs run while the GVFS enlistment is not mounted, which on Linux requires us to use the backing root in order to access the .git contents."
614,Merge pull request #1330 Add sparse verb for allowing projection of only specific folders,Add sparse verb for allowing projection of only specific folders
615,Cleanup Sparse code from PR feedback,
616,Use IsIncluded only on folder entries (#1345),  Use IsIncluded only on folder entries   Add more tests for SortedFolderEntries   Add comments for better understanding of the code   Remove call to GetFolderSparseState in UpdateOrDeleteFilePlaceholder 
617,Add unit tests for SparseTable and pull out some common code to base class (#1379),
618,More cleanup sparse (#1368),  Normalize paths that are saved in the sparse table   Add comment for how the IsRecursive for a sparse folder is set   Add verification for mockCommand3 in GVFSDatabaseTests   Rename sparse test   Add some validation to sparse folder test   Rename method that validate folders to ValidateFoldersInSparseList   Add to and update the sparse tests   Add tests for various paths for the sparse verb and trim spaces 
619,Rename include to sparse throughout the code to more closely match git and it's sparse (#1348),
620,Some suggested cleanup for included folders (#1346),"  Add unit tests, comments, and renamed variables to make code more understandable   Update include verb to give more information to the user   Change OnFolderCreated to have an out parameter instead of return value   Add comment for when there is an EIOError and why OnFileConvertedToFull is called   Log warning when TryAddIncludedFolder gets an exception from the database   Remove isDirectory parameter from MarkDirectoryAsPlaceholder since it is not used   Rename IncludedFoldersList to GetIncludedFolders   Revert changes to the GitIndexProjection constructor   Add test for mac creating a folder and file that are excluded "
621,Extend GitRepoTests to allow include mode (#1331)," Extend GitRepoTests to allow include mode  The GitRepoTests can be initialized with a ValidateWorkingTree mode that is currently a boolean. If enabled, we will add extra checks to make sure the working tree of our virtual enlistment matches the enlistment from a vanilla Git repo. To extend this to the ""include"" mode, we need to first modify this boolean into an enum and add it as an extra option. Second, we need to be very careful about what we are comparing. We will no longer virtualize outside of the included folders. Be careful to include files in the root directory. The functional tests can then be run with ""--partial-mode"" to exercise only this option, which will isolate the test failures to this setting AND keep the test suite from getting too slow. Currently, the partial mode space is probably wider than necessary and can be reduced in later iterations. This does provide some coverage. Signed-off-by: Derrick Stolee dstolee@microsoft.com   Use enum for passing into all tests instead of an int   Clean up functional tests file system should extensions   Rename argument to --include-mode to match the feature   Add included folders below top level "
622,Default include verb to show list of folders when no arguments are passed,
623,Add different method for creating a folder for windows and mac,
624,Check return code when trying to add new folder to include,
625,Add comments for more information,
626,Fix issues when a file is read or modified before changing included folders,
627,Adding more functional tests for included folders,
628,Handle folder created adding to included folder for Mac,
629,Add to included when folder created inline instead of on BG thread,
630,Add and clean up functional tests for included folders,
631,Fix ReExpanding folders when included folders are being used,
632,Use enum for projection state for paths so it is more explicit in checks,
633,Fix unit tests using include folders,
634,Add some parenthesis to make code more readable,
635,Update IncludeVerb HelpText and output for --list when there are none,
636,Add path to included folders when folder created that is in the index but not in the included list,
637,Force untracked files to be shown when running status for Dehydrate and Include verbs,
638,Update projection to use the included folders,
639,Add Include Verb,
640,Add include folder interface to the FileSystemCallbacks constructor,
641,Add new interface and class for storing the include folders,
642,Merge pull request #1363: Handle corrupt objects on Mac,Handle corrupt objects on Mac
643,Updated functional tests,
644,Implemented SubDirectoryInfo object,"Some organizational improvements to the code, since the SubDirectoryInfo object has named fields. Sub directory list now shows the fraction of files which are hydrated, sorting remains by number of hydrated files Added unit tests for the newly available information, the total number of files per sub directory."
645,Added SubDirectoryInfo object,
646,Merge pull request #1351 No longer set PATH for git process and remove use of gvfs hooks root,No longer set PATH for git process and remove use of gvfs hooks root
647,Merge pull request #1392 Mac: Add version information to kext and PrjFS logging daemon,Mac: Add version information to kext and PrjFS logging daemon
648,Remove unused code,
649,"GeneratePrjFSXCConfig.sh should exit early if it fails to determine BUNDLE_VERSION.  Additionally, make BUNDLE_VERSION Major.Minor",
650,Merge pull request #1308: Updating README.md,"Now, that local cache path defaults to $HOME/.gvfsCache, there's no need to specify --local-cache-path explicitly."
651,Merge pull request #1384: [Mac] Don't allow cloning or mounting on case sensitive volumes,[Mac] Don't allow cloning or mounting on case sensitive volumes
652,Handle corrupt objects on Mac,
653,Merge pull request #1399 Add SetupFixture for teardown to get the test results at the end,Add SetupFixture for teardown to get the test results at the end
654,Merge pull request #1398 Mac: Don't download file sizes as part of OnEnumerateDirectory,Mac: Don't download file sizes as part of OnEnumerateDirectory
655,Merge pull request #1394 Increasing precision of timestamps being logged,Increasing precision of timestamps being logged
656,Add SetupFixture for teardown to get the test results at the end,Currently the output for running functional tests put the service logs and the run times for each of the tests at the end after the actual test summary results. This makes finding the actual results of failures harder to find since you have to scroll up an indeterminate amount to get to the results. This change will move the test run summary to the bottom of the output. So you can go straight to the bottom to see any failures.
657,Reject case senstive volumes on Mac,
658,Merge pull request #1388: Proper error message for 'git gui' on Mac,Proper error message for 'git gui' on Mac
659,Changes for PR feedback:,- Add comments where needed - Stop creating BlobSizeConnections in OnEnumerateDirectory - Remove populateSizes parameter from GetProjectedItems
660,Return correct errror message for 'git gui' on Mac,
661,No longer set PATH for git process and remove use of gvfs hooks root,"The git process was launched using a PATH environment variable with the gvfs hooks path to make sure that when a path in the repo was included in the user's PATH environment variable that it would only search outside the repo.  This was when the code was using git cat-file to hydrate files and searching for gvfs hooks would cause it to hydrate files which would cause it to search for hooks and it would be in a loop. This is no longer the case, the code is using libgit2 and the hooks are not called.  Since the gvfs hooks root was only used for setting the PATH for the git process, all references to it can be removed."
662,Mac: Don't download file sizes as part of OnEnumerateDirectory,
663,Merge pull request #1393: Setup.iss: use {sys} variable when calling sc.exe,The InnoSetup constants documentation lists {sys} as the way to expand to what is typically C:\Windows\System32. This should reduce issues with PATH modifications or system drive swaps. I manually tested upgrade to see that these paths were expanded correctly.
664,Increasing precision of timestamps being logged,
665,Setup.iss: use {sys} variable when calling sc.exe,Signed-off-by: Derrick Stolee dstolee@microsoft.com
666,Add PrjFSConfig.xcconfig to input path of GeneratePrjFSVersionFiles,
667,Mac: Add version information to kext and PrjFS logging daemon,
668,Merge pull request #1303: GVFS Health Feature,Initial cut of Health Feature
669,Quote paths when calling the command line,
670,Merge pull request #1382: Update Git to include more tracing updates,Includes updates from microsoft/git#164.
671,Merge pull request #1381: Upgrade: Fix test flakiness around upgrade reminders,"Should fix #852. The fix is to use an environment variable to always show the upgrade message, if present. While looking at the post-command hook code, I discovered some simple cleanups that are isolated to different commits:  Removed unreachable code. Changed a message to refer to gvfs status instead of git status."
672,Merge pull request #1380: GitProcess: Catch InvalidOperationException when setting priority class,"As specified in the documentation [1], the PriorityClass setter will throw an InvalidOperationException if the process ID is not available. This could happen due to a race condition where the process completes before we can set its priority. The other exceptions it can throw are either platform-specific or signal a bug, so do not be overly aggressive in the 'catch'. [1] https://docs.microsoft.com/en-us/dotnet/api/system.diagnostics.process.priorityclass?view=netframework-4.8"
673,Update Git to include more tracing updates,Includes updates from microsoft/git#164. Signed-off-by: Derrick Stolee dstolee@microsoft.com
674,Upgrade: make reminder deterministic for tests,"Use a new environment variable, GVFS_UPGRADE_DETERMINISTIC, to always print the ""upgrade available"" message, if it is present. This should fix test flakiness and issue #852. Signed-off-by: Derrick Stolee dstolee@microsoft.com"
675,Hooks: Fix message around 'gvfs status',"If we fail to communicate with the mount process, then 'gvfs status' gives us the information we want, not 'git status'. Signed-off-by: Derrick Stolee dstolee@microsoft.com"
676,Hooks: Remove unused code,Signed-off-by: Derrick Stolee dstolee@microsoft.com
677,GitProcess: Catch InvalidOperationException when setting priority class,"As specified in the documentation [1], the PriorityClass setter will throw an InvalidOperationException if the process ID is not available. This could happen due to a race condition where the process completes before we can set its priority. The other exceptions it can throw are either platform-specific or signal a bug, so do not be overly aggressive in the 'catch'. [1] https://docs.microsoft.com/en-us/dotnet/api/system.diagnostics.process.priorityclass?view=netframework-4.8 Signed-off-by: Derrick Stolee dstolee@microsoft.com"
678,Merge pull request #1318 from jamill/mac_installer_pkg,Mac build scripts: consume git installer pkg directly
679,Merge pull request #1375 Remove all TODO(POSIX) and TODO(Mac) comments.,Remove all TODO(POSIX) and TODO(Mac) comments.
680,GetGitVersionNumber: handle more git version strings,"The script would fail to properly parse Git Version strings that included multiple hyphens, which broke Git Version strings that were generated by ""draft"" pipelines, which had the form: 1.2.3-DRAFT-pr as it would not include any text after the second hyphen."
681,CreateMacInstaller: consume pkg installer directly,"Previously, the GitForMac.GVFS.Installer NuGet package contained only the git for mac installer as a .dmg file. This .dmg package contained the Git for Mac installer .pkg. The VFS4G installer takes a .pkg installer as input to the combined VFS4G / Git for Mac installer. As the NuGet package only contained the .dmg, the script to build the VFS4G combined installer had to mount the .dmg and extract the .pkg file. The GitForMac.GVFS.Installer package has been updated to include both a .dmg and .pkg file, so the installer script can now consume the installer .pkg directory, instead of mounting and extracting it from the .dmg file."
682,Merge pull request #1340 PrjFSKextLogDaemon: Don't log every time a dropped kext message is detected,PrjFSKextLogDaemon: Don't log every time a dropped kext message is detected
683,Update issue number for TryGetGVFSHooksPathAndVersion,
684,Update comment for CreateGitScript,
685,Rename TryFetchAndLogKextHealthData and StartKextHealthDataPolling to more appropriate names,
686,Remove all TODO(POSIX) and TODO(Mac) comments.,These comments were replaced with specific issue numbers or removed if no longer relevant.
687,Added experimental tag and status message,"Now upon starting to run the verb tells the user that it's collecting statistics for the repository, and the help message now displays a tag explaining that the feature is still experimental."
688,Merge pull request #1342: Update Git to include tracing updates,Includes changes from:  microsoft/git#158 (experimental tracing: trace threading and cache-tree extension) microsoft/git#159 (experimental tracing: prime_cache_tree()) microsoft/git#160 (experimental tracing: checkout and reset perf) microsoft/git#162 (support building with GCC v9.x)
689,Update Git to include tracing updates,Includes changes from:  microsoft/git#158 microsoft/git#159 microsoft/git#160 microsoft/git#162  Signed-off-by: Derrick Stolee dstolee@microsoft.com
690,Use static runtime for hooks,
691,PrjFSKextLogDaemon: Don't log every time a dropped kext message is detected,
692,Small UX changes and GitProcess edit,
693,Remove some unused code,
694,Set of improvements to health verb,
695,Remove the design docment from the branch,
696,Actionable notifications,"Native notifications can now have actions associated with them. When user clicks on the action button on a notification bubble, VFSForGit will run a Command in response. Example: Mount_Failure notification can specifiy the gvfs command ""gvfs mount "" as its associated action. Actionable notifications also have an actionTitle, which get displayed as text in a Button control on the Notification bubble. Other details - Commands are run using Terminal app. - Terminal is launched using Applescript. - Only UpgradeAvailable and Mount_Failure notifications are actionable now. - VFSForGitNotification class now confirms to NSCoding protocol.   VFSForGitNotification object holds details of the notification   including associated commands. It is archived and sent to the   OS notification center. When user clicks the notification   bubble, the archived VFSForGitNotification is retrieved from   the native notification, its associated Command is read and   executed."
697,Bugfix for non skip worktree files,The files without the skip worktree bit set were not being correctly unioned into the EnlistmentPathData object. Now those files will be included in the count of files which are managed by git (slow files) Small fix for formatting breaking with commas in the list of directories
698,Merge pull request #1328 from jeschu1/teststouserdir,Move Enlistment Directory For Functional tests to ~/GVFS.FT
699,Merge pull request #1320 Making max pipe length platform-dependant,Making max pipe length platform-dependant
700,Merge pull request #1317: Setup.iss: Update GitHub URL,
701,Adding max pipe length explanations to POSIX and Windows platforms as well,
702,Merge pull request #1322 from jamill/generate_mac_upgrader_nuspec,Script to generate GVFS.Installer.Mac nuspec
703,More Enlistment Directory For Functional tests to ~/GVFS.FT,
704,MacInstaller: Include script to generate GVFS.Installer.Mac nuspec,
705,Heath rating now based on total hydrated files (#1325),"Instead of displaying the hydration percent for directories, the total number of hydrated files is now displayed, and that is how the list of directories is sorted. Unit and functional tests have been updated accordingly."
706,Merge pull request #1319 from Don't change version number for dev builds,
707,Dont change version no for dev builds,Apple's agvtool changes version number contained in Info.plist files during build. Info.plist is part of VFSForGit sources and the version changes created by the agvtool end up creating noise in git command outputs. This PR updates the build script to not trigger version update when running dev builds.
708,Merge pull request #1312: Use the new signing certificate.,
709,Comment upkeep (#1321),Added and updated documentation in HealthVerb and HealthCalculator
710,Adding manpage link to comment,
711,Making max pipe length platform-dependant,
712,Health functional tests (#1313),"Functional tests are now implemented with EnlistmentPerFixture as their methodology. Tests cloning, placeholders, modified paths, the conversion from placeholders to modified paths, and filtering by directory. Only focuses on basic functionality, more tests to come when the final output design is decided on. Additional bugfix for non skip-worktree files in the health verb."
713,Update GVFS/GVFS.Installer.Windows/Setup.iss,Co-Authored-By: John Briggs jobriggs@microsoft.com
714,Setup.iss: Update GitHub URL,"I don't know where this actually shows up as part of the generated installer, but it can't hurt to update this correctly."
715,Merge pull request #1250: Switch on UTF-8 Tests,"When we were standing up the Functional Tests on macOS, we saw failures in tests that involved UTF-8 strings on the Azure Pipelines hosted macOS agents which we could never repro locally. Now that they've moved to a newer image, these tests now pass on both our local dev machines, our dedicated functional test machines and the Azure Pipelines hosted machines. Let's enable the tests."
716,Merge pull request #1285 from Installer reliability,Installer reliability
717,Use the new signing certificate.,
718,Merge pull request #1283: Incremental commit graph,"The incremental commit-graph format is designed to speed up commit-graph writes, and especially to allow fast verification of the new data. At least, most of the time. Uses the new feature in microsoft/git#156. By only writing the new data to a small ""tip"" commit-graph file, we can write much less data and only verify the new tip file. Current settings include --size-multiple=4: This guarantees each level of the chain is half the size of the level below. This means the chain length will be limited by log_4(N) where N is the number of commits. This means ~6 levels is the maximum theoretical chain length with 4,000,000 commits. We are not currently using the --max-commits setting. With these settings, the git commit-graph verify command will be much faster on most new tip files. For example, a tip graph with 3,300 commits uses 183 KB of data and took 0.7 seconds to verify."
719,DiagnoseVerb: Copy commit-graph files from info dir,Signed-off-by: Derrick Stolee dstolee@microsoft.com
720,PostFetchStep: log commit-graph chain,Signed-off-by: Derrick Stolee dstolee@microsoft.com
721,Updating README.md,"Now, that local cache path defaults to $HOME/.gvfsCache, there's no need to specify --local-cache-path explicitly."
722,Write incremental commit-graph files,Signed-off-by: Derrick Stolee dstolee@microsoft.com
723,Merge pull request #1300: Update Git to include status deserialize fix,"Includes status deserialziation bug fix from microsoft/git#157. Further, update the dehydrate verb to specifically use -uall when checking for local changes."
724,Reorganize health assets (#1307),Renamed the following classes:   GVFSEnlistmentHealthCalculator -> EnlistmentHealthCalculator   GVFSEnlistmentPathData -> EnlistmentPathData   GVFSEnlistmentHealthData -> EnlistmentHealthData Extracted EnlistmentPathData and EnlistmentHealthData to be standalone classes instead of inner classes of EnlistmentHealthCalculator. Created a GVFS.Common.HealthCalculator to house the 3 health classes
725,Unit Test Refactoring (#1302),A test case was renamed to better specify the case being tested. Added a few more checks in test cases to test small missed behavior Used the test data to determine expected results instead of hardcoded values to increase readability Added comments in several test cases to increase the readability of checks Refactored the test fixture to use the builder design pattern to create GVFSEnlistmentPathData objects in a much more expressive way Slight change to GVFSEnlistmentHealthCalculator to allow arrays to be passed instead of only List objects
726,Merge pull request #1301 from github/simplify-case-match-tests,"simplify Git functional tests of case-sensitive file paths The FileShouldHaveCaseMatchingName() and related FolderShouldHaveCaseMatchingName() methods used in the GitCommands functional tests currently take two arguments, first a file path, and then a file name which must match case-sensitively against the last component of the path. On Linux, the use of at least one of these matching tests fails due to an incorrect usage: the caller, CaseOnlyRenameFileAndChangeBranches(), is passing a file path which differs in case from the case-sensitive name. This happens to work fine on Windows and Mac because the intended file is found regardless of case, but on Linux, it fails as the intended file can't be located. In order to clarify the function of these matching test methods, we change them to take a single, case-sensitive file path, and then check that the file or folder found at that path has the matching case in its parent directory's listing. This is effectively a no-op on Linux, but should retain the same functionality as before on other platforms."
727,simplify path case-matching Git functional tests,"The FileShouldHaveCaseMatchingName() and related FolderShouldHaveCaseMatchingName() methods used in the GitCommands functional tests currently take two arguments, first a file path, and then a file name which must match case-sensitively against the last component of the path. On Linux, the use of at least one of these matching tests fails due to an incorrect usage: the caller, CaseOnlyRenameFileAndChangeBranches(), is passing a file path which differs in case from the case-sensitive name. This happens to work fine on Windows and Mac because the intended file is found regardless of case, but on Linux, it fails as the intended file can't be located. In order to clarify the function of these matching test methods, we change them to take a single, case-sensitive file path, and then check that the file found at that path has the matching case in its parent directory's listing. This is effectively a no-op on Linux, but should retain the same functionality as before on other platforms."
728,Force untracked files to be shown when running status for Dehydrate verb,
729,GVFS Health Verb Initial Merge (#1249),"The health verb adds analytic functionality in the form of an outward facing tool which can equip consumers to better diagnose the performance issues they see in their VFS4G repositories. It has two command line arguments, -n which specifies the number of child directories to be displayed, and -d which specifies a target directory to run the health verb in. The default for -n is 5, and then default for -d is the current working directory. It also inherits a third command line argument from GVFSVerb.ForExistingEnlistment which is an optional path to the enlistment to run the command against in the case of being outside of it. The HealthVerb is what is run from the command line, and interacts with the enlistment to get the path data needed to compute the health of the enlistment. It uses the SQLite database to get placeholder data, the named pipe to get modified paths data, and the git index to get overall enlistment data. It packages this information into a GVFSEnlistmentPathData object which is passed to the GVFSEnlistmentHealthCalculator. The GVFSEnlistmentHealthCalculator takes in a GVFSEnlistmentPathData object and then analyzes it by building a local cone of the git tree and using that cone to compute health data (hydration) for the current directory as well as minimal information about the health of its child directories (to help when searching for the root cause of a problem). It then returns a GVFSEnlistmentHealthData object containing all of the corresponding data. The GVFSEnlistmentHealthCalculator is unit tested by the GVFSEnlistmentHealthTests unit test file. Squash merged from https://github.com/microsoft/VFSForGit/pull/1249"
730,Update Git to include status deserialization fix,Includes status deserialziation bug fix from microsoft/git#157.
731,Merge pull request #1284 from jamill/enable_mac_upgrade,Enable mac upgrade MVP
732,Merge pull request #1287 from github/diff-tree-result-relative,use repository relative paths in DiffTreeResult.TargetPath
733,Merge pull request #1297 from jamill/upgrade_fix,Upgrader: NuGet Upgrader should use GitHub endpoint for notifications
734,ProjFSKext: indicate support for upgrade,
735,MacPlatform: indicate support for upgrade,
736,UpgradeVerb: run upgrade tool in same window,
737,Upgrader: NuGet Upgrader should use GitHub endpoint for notifications,"Fixes a bug where NuGet Upgrader no longer checks the GitHub endpoint to determine whether to show a notification that an upgrade is available. This did not affect the actual upgrade command, just whether to show a notification. (cherry picked from commit 9a6710335fd20acbb200ad0fbc3b6f8180925408)"
738,use repository relative paths in DiffTreeResult.TargetPath,"We construct absolute paths at point of use -- some cases use the Enlistment's WorkingDirectoryRoot, and others use the WorkingDirectoryBackingRoot.  (These are identical on Windows and Mac, but different on Linux.)"
739,Merge pull request #1291 from github/fastfetch-checkout-threads,"use correct checkout thread maximum in FastFetch The --checkout-thread-count parameter to FastFetch, when set to 1, previously caused the program to fail because no executions of HandleAll*Operations() methods occurred. This was due to the Parallel.For() method being called with equal fromInclusive and toExclusive parameters, both set to 1, so the number of executions was zero. We adjust the fromInclusive parameter to zero so that the number of parallel executions will be this.maxParallel (i.e., toExclusive-fromInclusive == this.maxParallel-0), which is the value from CheckoutThreadCount, as set by the --checkout-thread-count command line option. Note that this failure condition could also be triggered when run in a single-core environment (e.g., a small VM), in which case CheckoutThreadCount, being constrained to a maximum of Environment.ProcessorCount, is always 1."
740,use correct checkout thread maximum in FastFetch,"The --checkout-thread-count parameter to FastFetch, when set to 1, previously caused the program to fail because no executions of HandleAll*Operations() methods occurred. This was due to the Parallel.For() method being called with equal fromInclusive and toExclusive parameters, both set to 1, so the number of executions was zero. We adjust the fromInclusive parameter to zero so that the number of parallel executions will be this.maxParallel (i.e., toExclusive-fromInclusive = this.maxParallel-0), which is the value from CheckoutThreadCount, as set by the --checkout-thread-count command line option. Note that this failure condition could also be triggered when run in a single-core environment (e.g., a small VM), in which case CheckoutThreadCount, being constrained to a maximum of Environment.ProcessorCount, is always 1."
741,Merge pull request #1281: PrefetchStep: don't send post-fetch request if no new packs,"Every time the post-fetch step runs, we write a new multi-pack-index. This is important to catch any leftover packs that were added by gvfs prefetch --files or by the loose objects step. However, for a normal git fetch that calls gvfs prefetch --commits, there are likely no new packs. This previously triggered a post-fetch step anyway, and now it will not make that request if there are no new packs. This can save about one minute of CPU time per ""trivial"" prefetch."
