Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
412,Merge pull request #1308: Updating README.md,0.59774935,1750: Update Readme.md,,0
413,Merge pull request #434 Update Readme.md,0.58598006,1750: Update Readme.md,Call multi-pack-index with --no-progress,0
414,GitProcess: return true when process is null,0.47893798,"- GVFS can now recover from corrupted git object files (e.g. caused by a torn write), by re-downloading them whenever git asks for an object. The assumption is that git would not be asking GVFS for it if the object was valid.",,0
415,Merge pull request #1159 from jamill/upgrader_tasks/gvfs_config,0.5213186,Pull Requests,,0
416,"renamed upgrade ring config to ""gvfs.upgrade-ring""",0.7142838,"gvfs config upgrade.ring [""fast"", ""slow"", ""none""]",,1
417,Do not attempt to approve credentials for anonymous access,0.59509635,  - Now approves credentials on authentication success,Add prune argument to the sparse verb,0
418,Enable most reset soft functional tests,0.5353273,"Other bug fixes, engineering improvements, and test reliability fixes.",,0
419,Remove unused using statements,0.52415633,1689: Make delete docs more verbose,Setting FileSystemCallback instance in FileSystemVirtualizer early,0
420,PR Feedback,0.51543504,Release notes,,0
421,GVFS.Service checks for upgrade availability periodically. When an new release is available it will be downloaded in the background.,0.8283585,"VFS for Git will check in the background for an available upgrade. If one is available, a message will be shown periodically to the user in the post-command hook to run gvfs upgrade to install the new version.",,1
422,Remove extra assertion for expected error,0.45047677,1652: RepoRegistry: ignore non-existent repos,,0
423,Merge pull request #965: [Port from releases/shipped] Turn off Commit Graph Verify,0.7500713,- Disable commit-graph verify for performance concerns,,1
424,Switch to using daemon on POSIX and add logging to clone/mount paths,0.48831993,Adds additional logging for folder and file placeholder creation.,,0
425,Merge pull request #619 Remove parameterization from GitBlockCommandsTests,0.5588037,- Consume new GCM to fix git credential erase behavior,,0
426,"Move files that are general to git, not specific to prefetch",0.657753,"- VFS for Git will prefetch commits and trees from a cache server in the background on a schedule, to improve the speed of user-initiated fetches, pulls, and pushes",,0
427,exclude .a files,0.46482128,1703: Delete all macOS projects,,0
428,Merge remote-tracking branch 'upstream/master' into features/upgrade_extensibility,0.5042113,Upgrade supports an anonymous endpoint to decouple rollouts to different engineering systems.,,0
429,NuGetUpgrader: verify integrity of downloaded NuGet package,0.70940506,Update NuGet upgrader with new Microsoft package signing certificate,,1
430,Merge pull request #1798 from neerajsi-msft/neerajsi/read-index-tickcount,0.55703443,Pull Requests,,0
431,Update error message in PostIndexChanged to match check,0.56601775,- Fixed an issue where some concurrent updates to the placeholder database would fail,Sparse ui cleanup,0
432,Fix WindowsTombstoneTests using SQLite,0.523959,- Fixed an issue where some concurrent updates to the placeholder database would fail,,0
433,Merge pull request #1536 Add newline before outputting sparse was aborted,0.47261986,Pull Requests,,0
434,Merge pull request #375 from nickgra/ProfilingBuild,0.48351592,Pull Requests,Don't allow Executables to be Placeholders,0
435,Merge pull request #1023: make ProductUpgrader more testable,0.6044137,1685: minor path comparison fixup in ProductUpgrader,,0
436,Use DataSources.AllBools in unit tests,0.41591108,"Other bug fixes, engineering improvements, and test reliability fixes.",,0
437,Merge kewillford/untracked_missing,0.45809048,- Gracefully handle a missing shared object cache pack directory.,This fixes the failure when a Phython Executable is called before hydration.,0
438,PrefetchStep: Close libgit2 repo before deleting .idx files,0.5499006,1730: Fix an issue with FastFetch when deleting files,,0
439,Merge pull request #429 from pmj/ioshareddataqueue-workaround-dylib,0.5177498,Pull Requests,Dehydrate folders,0
440,Merge pull request #1155 from jamill/upgrader_tasks/rooted_pipe,0.5687076,Pull Requests,diff: use csharp driver for better function headers in .cs files,0
441,Fix case only folder rename test,0.45536247,Adds additional logging for folder and file placeholder creation.,Mac ProjFS: Don't perform user/kernel version validation for offline I/O,0
442,Mac EndpointSecurity prototype: Try muting own process,0.5965322,Initial Mac platform native notifications,,0
443,Merge pull request #1150: Update Git to vfs-2.21.0,0.69503844,1712: git-vfs: update to Git 2.30.0,Update .gitattributes to use the csharp pattern for hunk headers in *.cs files. This will result in the csharp function name that a change occurs in to be included in the hunk header.,0
444,Merge pull request #179 Fix test reliability issues with checks in GetObjectRoot,0.632711,Other bug fixes for reliability,,0
445,Merge pull request #1009: Remove Code Coverage Exclusion for ShouldIgnoreVnodeType,0.5149262,1674: Config: disable status.submoduleSummary,,0
446,Merge pull request #1184: Mac: Support Hardlinks,0.4594681,Pull Requests,Check the disposing flag in Dispose methods,0
447,Update tests to match new messages,0.4449458,- Disable commit-graph verify for performance concerns,,0
448,Changes to fix perf build break,0.7054465,Perf improvements:,,1
449,Track tombstones so that we know when DeleteFile needs to be called,0.47246477,1730: Fix an issue with FastFetch when deleting files,,0
450,Merge pull request #1409 from Halterer/SubDirectoryInfoObject,0.62107456,1674: Config: disable status.submoduleSummary,When implementing Dispose the disposing flag needs to be checked so that objects that may have already been disposed of through gc will not be used and cause a ObjectDisposedException.,0
451,Compress the entries in the modified paths database when mounting,0.49124038,"A background task will now compress and deduplicate the pack-file data in the shared object cache, resulting in more sustainable disk usage",All registered repositories should be unmounted before unloading the PrjFS Kext.,0
452,Merge pull request #334 Mac: Prevent double hydration and directory expansion,0.50562316,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,"On case-insensitive filesystems, we can restore the use of non-case-matching mixed-case file and folder paths in several PrefetchVerbTests, while retaining case-sensitive exact matches on Linux. These changes are a follow-up based on PR feedback from wilbaker on PR #1412 and commit 5c7890237893.",0
453,Add flag to indicate if GetProcessById should used,0.45744514,1674: Config: disable status.submoduleSummary,"Use the PathComparison we set in our MirrorProviders to actually perform path comparisons, and add a PathComparer for use on Windows in particular. Also repair a handful of line endings while we're here.",0
454,Add functional test the fails on Windows without fix,0.5665561,1697: Fix functional tests to skip around ProjFS issue,,0
455,Remove using that was no longer being used,0.5250767,1689: Make delete docs more verbose,"Offline I/O registration uses a trivial user/kernel API which is not sensitive to version differences, and there have been instances where gvfs upgrade has failed and left VFS4G in an unusable state because version validation failed mid-upgrade. This change disables validation for offline I/O registration only.",0
456,PerfProfiling should not initialize GVFSPlatform twice,0.5880913,* gvfs upgrade could fail if its background processes were launched in an existing enlistment.,,0
457,Add method that is only for getting the external lock holder,0.5118977,Includes fixes to config settings for internal users only,,0
458,Mac: Changes prjfs-log tool to handle kext unload/reload,0.50591946,"A new config setting allows updating USN journals, which is needed when using BuildXL with VFS for Git.",,0
459,Configure BundleIsVersionChecked to false,0.4915939,1726: Config: commitGraph.generationVersion=1,,0
460,"Mac EndpointSecurity prototype: Removes random delay, reduces debug output",0.5470345,Initial Mac platform native notifications,,0
461,ProductUpgrader: add SuportsAnonymousQuery flag,0.48466748,1710: Add new Microsoft certificate thumbprint,,0
462,Merge pull request #964:  Log when a path can't be looked up from fsid,0.4778747,  - Correlate trace2 stream with VFS for Git stream with the Git session ID.,,0
463,Ignore test for build machines because WSL not enabled on them,0.48313773,1697: Fix functional tests to skip around ProjFS issue,,0
464,Mac kext: Fixes potential issues flagged by clang static analyser,0.46722358,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,,0
465,Change log to informational when IsReady fails,0.60710907,See the full change log,,0
466,NuGetUpgrader: fix issue with upgrader using interop services,0.65083635,Update NuGet upgrader with new Microsoft package signing certificate,,0
467,use repository relative paths in DiffTreeResult.TargetPath,0.46573895,1685: minor path comparison fixup in ProductUpgrader,,0
468,Microsoft mandatory file,0.49919483,1710: Add new Microsoft certificate thumbprint,,0
469,Add dehydrate message to named pipe messages,0.36848602,1747: UpgradeVerb: write deprecation notice,,0
470,Merge pull request #1380: GitProcess: Catch InvalidOperationException when setting priority class,0.5108142,1674: Config: disable status.submoduleSummary,,0
471,Merge pull request #313 CloneVerb: Force download of commit and trees on failed initial checkout,0.47913072,- Fixes a copy failure when copying the upgrade tool to its temporary location.,,0
472,Merge pull request #1064: Maintenance: Check Stopping before reacting to error code,0.54895526,Pull Requests,,0
473,Update BuildGVFSForMac.sh to set GVFSVersion,0.7259502,Instructions for installing and using GVFS are available at link,,1
474,PreCommandHook: don't lock pack-objects,0.943369,1675: PreCommandHook: don't lock pack-objects,,1
475,Mac ProjFS userlib: Fixes resource leaks from shadowed variables,0.5381689,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,,0
476,Add wait for background operations to complete in modified paths test,0.4721274,1685: minor path comparison fixup in ProductUpgrader,,0
477,Fix placeholder flag,0.49559507,1741: Fix winget tag specification,,0
478,Adding max pipe length explanations to POSIX and Windows platforms as well,0.42343017,"* The client will now also query the /gvfs/sizes endpoint on a cache server that implements that endpoint, reducing the latency on those requests even further",,0
479,GVFS.UnitTests: enable running tests with dotnet test,0.5645558,- Added better diagnostic info in the GVFS logs when there are network errors,,0
480,Mac: Prevent deletes of the index by non-git processes and enable related functional tests,0.563872,1703: Delete all macOS projects,,0
481,Adding dry-run and no-verify.,0.48498943,- Other perf and reliability fixes.,,0
482,Don't warn about higher packages,0.45608392,1675: PreCommandHook: don't lock pack-objects,,0
483,First steps towards moving to using native stat for index generation on Unix OSes,0.41950482,1666: Docs: start basic template,,0
484,Merge pull request #590 Set core.filemode according to platform,0.49214464,"A background task will now compress and deduplicate the pack-file data in the shared object cache, resulting in more sustainable disk usage",,0
485,Make FileTypeAndMode an internal struct and fix StyleCop unit test issue,0.47017515,1666: Docs: start basic template,Save last 100KB of /var/log/installer.log immediately after   an upgrade failure. Installer logs would be available through gvfs diagnose. Added new platform property SupportsSystemInstallLog. This will be   set to true for Platforms(macOS) that keep system wide installer log   (vs custom logs specific to VFSForGit installer package).,0
486,Merge pull request #1652: RepoRegistry: ignore non-existent repos,0.65372777,1652: RepoRegistry: ignore non-existent repos,"VFSForGit installer fails in postinstall script while trying to launch Service and UserNotification agents in GUI context of logged in users. To determine users logged into the GUI context, postinstall script looks for loginwindow commands and the user running the command. When Fast User switching is enabled, then loginwindow can be running as root user, even though root user is Not logged in. In such cases, postinstall tries to launch Service and UserNotifcation agents in GUI context of root user (that does not exist) resulting in failure. This commit makes postinstall look for Finder command (which only runs after a user has successfully logged into GUI context and is therefore more reliably associated with GUI session) rather than loginwindow. Also Updated launchd plist for Service and Notification agents, added LimitLoadToSessionType = Aqua, just to make sure the agents get launched into the GUI context only. Fixes #1444",0
487,Update message for failed folders during dehydrate,0.5677077,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,Clean up Register/Unregister for OfflineIO,0
488,hoist case-sensitivity check out of compare loop,0.36141995,- Disable commit-graph verify for performance concerns,Add a call from MountSetsCoreHooksPath Ensure we check Register is successful when starting up Have verbs explicitly unregister,0
489,ResetMixedTests: drop test that behaves differently,0.49791324,1652: RepoRegistry: ignore non-existent repos,Mark panic strings as 'public' so they appear in Console,0
490,Fix issues when a file is read or modified before changing included folders,0.54606456,Adds additional logging for folder and file placeholder creation.,"Mac ProjFS: Don't follow symlinks in kext & userlib, logging improvements",0
491,Cleanup for PR feedback,0.5433243,Improves the rate of .gvfsCache cleanup.,,0
492,Use fixed GIT_COMMITTER_DATE in functional tests,0.5741751,Git: Includes incremental commit graph,For some reason the test coverage check fails when we return from the default: switch case. Removing the default: case and returning after the switch block instead seems to make it happy.,0
493,Update 4 Changes,0.7733585,Major Updates,"As ProjFS operates on symlinks themselves, vnode lookups must not follow symlinks.",1
494,Merge pull request #1340 PrjFSKextLogDaemon: Don't log every time a dropped kext message is detected,0.4812268,- Disable commit-graph verify for performance concerns,"The code previously used a mixture of symlink-following and non-symlink following function calls. As ProjFS operates on symlinks as well, all such calls must be non-following.",0
495,Add path to included folders when folder created that is in the index but not in the included list,0.5840293,Adds additional logging for folder and file placeholder creation.,"The KextLog_File* macros are extended to output the vnode type as well as path. Failures on vnode_lookup() will now only generate an ""error"" level log event if the path lies within an active root, otherwise the default log level is used.",0
496,Table formatting polish,0.29976636,1666: Docs: start basic template,,0
497,Merge pull request #764: Log ring when querying for upgrades on the background timer,0.49744946,- Disable commit-graph verify for performance concerns,,0
498,Merge pull request #644 Update Git to include commit-graph BUG statement,0.733137,Git: Includes incremental commit graph,"Mac ProjFS: shadowed variable bugfixes This fixes a few subtle bugs caused by accidentally shadowed variables, and enables a compiler warning to prevent the class of bug in future.",1
499,docs: add basic user-facing documentation,0.6741869,1666: Docs: start basic template,,0
500,Fix sparse issue on Mac when folder is left around but not in placeholders,0.497489,- Fixed an issue on Mac where files were not being hydrated when signed as part of a build,"[Linux] Support case-sensitive filesystems Introduce case-sensitive file path matching and sorting of file and folder names within the repository as well as the modified paths and placeholder list databases, but only on Linux and other case-sensitive file systems, while retaining existing case-insensitive behaviour on Windows and Mac platforms. We use filesystem-specific case matching when comparing path throughout the functional test suite, and also make sure to exclude the case-sensitive filesystem unit tests when running on Windows or Mac platforms. We include some filename case corrections to prevent test case regressions on case-sensitive filesystems, and use lowercase paths generated from SHA1 values because that ensures consistency with Git's own naming scheme for files under .git/objects on case-sensitive filesystems.",0
501,Remove var,0.5027415,1746: Delete custom upgrader,"To avoid bugs resulting from shadowed variables in future, the corresponding compiler warning is now turned on across the entire project. A few benign instances discovered by the setting are resolved as well.",0
502,Use Sqlite for the placeholders,0.6651145,Moves placeholder database into SQLite for better performance.,"Variables were re-declared instead of simply assigned, potentially causing resource leaks and incorrect return codes on error control flow paths.",0
503,Merge pull request #670 from changeworld/patch-2,0.5463077,Pull Requests,"As wilbaker noted in PR review, we really don't need the Case[In]SensitiveFileSystem functional test categories because we've now created the public boolean flag in FileSystemHelpers, so we can just toggle case-sensitive behaviour on that flag instead of duplicating tests and moving code around.  Nice catch!",0
504,Merge pull request #1796 from ldennington/remove-nuget-commands-ref,0.52741635,Pull Requests,,0
505,Add a bespoke index.lock file to protect fastfetch operations,0.5142169,1730: Fix an issue with FastFetch when deleting files,Per PR advice from wilbaker.,0
506,Merge pull request #1276 [master] POSIX: Switch to Process.Start for launching GVFS.Mount,0.56489533,- Fixed a bug that would cause VFS for Git mount process to shut down if it receives out-of-order ProjFS callbacks.,"Per PR suggestion from wilbaker, we hoist the check on whether to perform a case-sensitive string comparison or not out of the core loop of the LazyUTF8String.Compare() method in GitIndexProjection.  This should reduce the number of additional conditional tests to just one per Compare() invocation, as opposed to one per compared byte. (We could, if need be, further reduce the overhead by creating two independent Compare() methods and not passing in a bool flag, and then hoisting the comparsion-mode check higher in SortedFolderEntries.GetSortedEntriesIndexOfName() so that different versions of that method were executed depending on the mode.  However, we reserve this option for now, depending on the results of performance tests.) We also add labels to the bool flags used in some of the helper methods used by the unit tests, per PR advice.",0
507,"Refactoring certificate loading into different methods, when loading from file and from store. Adding filtering and ordering, when loading from store",0.47428793,1711 [HOTFIX] Fix upgrader's expectation of a single certificate,Per PR suggestion from kewillford.,0
508,Merge pull request #422 PostFetchJob: Delete stale .lock files,0.5676899,1730: Fix an issue with FastFetch when deleting files,Per PR suggestion from kewillford.,0
509,Remove incorrect file header,0.45237666,1730: Fix an issue with FastFetch when deleting files,"Simplify a few more platform-specific case-sensitivity checks in the functional tests and CmdRunner by using FileSystemHelpers, as suggested by kewillford on PR review.",0
510,Merge pull request #608 Mac: Cleanup while investigating converting files to full,0.5371758,1703: Delete all macOS projects,Make sure to use the exact case-sensitive name of FastFetch.dll in the test suite.,0
511,"Cleanup - Use Enlistment.GitBinPath when available, rather than invoking Platform.",0.61179936,- Built-in git rebase is on by default.,"On Linux, file paths are case-sensitive, so we always use lowercase paths generated from SHA1 values because that ensures consistency with Git's own naming scheme for files under .git/objects.",0
512,Merge pull request #817 Add retry and sleep while checking if file/folder exists for predelete cases,0.5464995,Pull Requests,"We divide the FilterNonUTF8FileName() functional test into a pair, one for case-sensitive filesystems such as Linux, and one for case-insensitive filesystems like Mac and Windows.",0
513,Add sparse option for disabling and returning to a full enlistment,0.4731759,- Improvements to compact and maintain the ModifiedPaths.dat database to help mitigate the problem of command perf degrading over time in an enlistment.,"We divide the FolderContentsProjectedAfterFolderCreateAndCheckout() functional test into a pair, one for case-sensitive filesystems such as Linux, and one for case-insensitive filesystems like Mac and Windows.",0
514,Mac: Update MirrorProvider to support symbolic links,0.47816467,Initial Mac platform native notifications,"We divide the HydratingFileUsesNameCaseFromRepo() and HydratingNestedFileUsesNameCaseFromRepo() functional tests into pairs, one for case-sensitive filesystems such as Linux, and one for case-insensitive filesystems like Mac and Windows.",0
515,build: drop old Azure Pipelines YAML CI/PR builds,0.48868185,Previous builds were not including fully-signed DLLs. This is now fixed.,Use filesystem-specific case matching when comparing path throughout the functional test suite.,0
516,Merge pull request #943 Add check for existing pipe on clone and better error messaging,0.4932884,- Disable commit-graph verify for performance concerns,Includes filename case corrections in PrefetchVerbTests to prevent test case regressions on Linux.,0
517,UpgradeOrchestrator: tweak tracing,0.57400477,1685: minor path comparison fixup in ProductUpgrader,"Introduce case-sensitive file path matching and sorting of file and folder names within the repository as well as the modified paths and placeholder list databases, but only on Linux and other case-sensitive file systems, while retaining existing case-insensitive behaviour on Windows and Mac platforms. Also make sure to exclude the case-sensitive filesystem unit tests when running on Windows or Mac platforms.",0
518,Replace calls to Count with IsEmpty,0.44855046,1652: RepoRegistry: ignore non-existent repos,"This only applies to on-disk operations like locating the "".git"" directory or "".idx"" files, etc. -- the repository contents remain case-insensitive. Co-authored-by: Chris Darroch chrisd8088@github.com",0
519,Create specific flag for ConfigVerb,0.4188159,1741: Fix winget tag specification,Correct Upgrade Messages for Mac,0
520,Mac: Support 'gvfs diagnose' verb,0.5143228,- Added better diagnostic info in the GVFS logs when there are network errors,Mark MoveIndexFileFails as MacOnly because CmdRunner on Windows failing,0
521,Build: include SharpZipLib,0.49794358,1679: BuildGVFSForWindows.bat: use nuget on PATH,,0
522,Functional Tests: validate clone and mount create expected directories in root,0.48065534,1697: Fix functional tests to skip around ProjFS issue,Mac: Add mdworker_shared to the IsFileSystemCrawler block list,0
523,IsFileSystemSupported: cleanup test files on Mac,0.5489011,1703: Delete all macOS projects,,0
524,Add try/catch/finally for the task running git command with stdin,0.54534143,"* Added a git config setting to disable the calculations for detecting force pushes during 'git fetch' and 'git pull'. That calculation can take 10's of seconds on a large graph, and users can now opt out of it.",,0
525,Merge pull request #469 from jeschu1/WriteFileTelemetryFix,0.5814538,Pull Requests,"See microsoft/git#165 for the rebase onto v2.23.0.windows.1. This PR has a few reactions to that update: A newline was dropped in a message. Remove it from our expectation in a test. Rebase now has unpredictable extra line of whitespace sometimes. However, -q doesn't work in tandem with --merge, but using GIT_QUIET=true makes the output quiet on Windows. Still doesn't work on OSX for some reason, so also ignore the error output and focus on the end-result. Use git rev-parse HEAD^{tree} to ensure we got the same resulting working directory. FileContentsShouldMatch() used to fail if both of the files didn't exist. Something changed in v2.23.0 such that a cherry-pick loses a file in both vanilla Git and VFS for Git, so the test started failing on that path. Relax the condition, since the files do match. KnownGitCommands needs to include restore and switch, resolving #1463. Includes the performance fix for git checkout -b from microsoft/git#183.",0
526,Move ShouldHandleFileOpEvent unit tests into their own class,0.41310722,1674: Config: disable status.submoduleSummary,mdworker_shared is part of the Spotlight indexing service and should not be allowed to hydrate files.,0
527,LooseObjectStepTests: use Git to delete loose objects,0.5111246,1717 [HOTFIX] Update Git to remove ODB string check,Add a global setup class when using a --test= option,0
528,Use better names in the modified paths test,0.50666595,1685: minor path comparison fixup in ProductUpgrader,Includes updates from microsoft/git#183. Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
529,"Using new API, FileNotFound will not be called",0.43666714,1658: ProjFSFilter: Be more robust to missing PowerShell,,0
530,GetInsertionIndex should include the entry's name when it throws an InvalidOperationException,0.3556993,1674: Config: disable status.submoduleSummary,Check for new Panic Logs where PrjFSKextLogDaemon is started,0
531,Update Readme.md,0.8883261,1750: Update Readme.md,,1
532,Merge pull request #1578 Create shared cache folders with the same ACLs as repo folders,0.69961715,- Gracefully handle a missing shared object cache pack directory.,Removed Category.MacTODO.NeedsServiceVerb Updated the category of SharedCacheTests::CloneCleansUpStaleMetadataLock   to TestNeedsToLockFile. The test case assumes Windows style file   locking behavior; causing it to fail on the Mac. Fixes #1217,0
533,UpgradeOrchestrator: handle platform differences,0.5568984,1711 [HOTFIX] Fix upgrader's expectation of a single certificate,A time file is used to differentiate the last sweep The name of the panic file is sent to telemetry,0
534,Call git-credential approve on successful credential usage,0.6928586,This includes the Git Credential Manager Core v2.0.394.50751.,New text: $(PRODUCT_NAME) uses Terminal app to run gvfs   commands.,0
535,Fix Bash Delete Test Failure,0.43374982,- Multiple mount process reliability bugs have been squashed.,Add LogInfo / LogWarning messages to PrjFSLib,0
536,LibGit2RepoPool: Dispose of unused LibGit2Repos,0.44114298,1741: Fix winget tag specification,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
537,Update Git to include commitGraph.generationVersion config,0.75030625,Includes Git v2.27.0,,1
538,Merge pull request #456 Mac: Disable StatusTests.MoveFileIntoDotGitDirectory,0.557644,1674: Config: disable status.submoduleSummary,,0
539,Merge pull request #1393: Setup.iss: use {sys} variable when calling sc.exe,0.45936453,Pull Requests,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
540,ProductUpgrader: platform specific upgrade directories,0.61065453,Update components included with internal distribution,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
541,Update gitignore for new TestResult filenames,0.67052627,- Updated Git for a security issue.,"The output is strangely off by some whitespace, so instead of worrying about that, make sure the resulting tree is the same. Signed-off-by: Derrick Stolee dstolee@microsoft.com",0
542,Merge pull request #1289 from Actionable notifications,0.5193139,Pull Requests,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
543,Some smaller cleanup,0.630707,Improves the rate of .gvfsCache cleanup.,Signed-off-by: Derrick Stolee dstolee@microsoft.com,0
544,Dispose previous invoker at beginning of setup to avoid timing bugs,0.54204446,1740: Skip launching UI if running unattended,"[Linux] Convert tests and repair jobs to use backing root Convert all relevant uses of RepoRoot and WorkingDirectoryRoot in the GVFS provider and functional tests to use the backing root, to ensure these tests will pass on systems where they are distinct (e.g., Linux). For example, repair jobs run while the GVFS enlistment is not mounted, which on Linux requires us to use the backing root in order to access the "".git"" contents; similarly, the MountTests are adjusted to ensure they don't expect file contents within an unmounted repository.",0
545,Allow output from execution of verb to send output to status spinner,0.32982004,- We have enabled the generation of the serialized commit graph in the post-fetch thread. This should provide across-the-board perf wins in any command that walks many commits.,Mac installer pkg would now automatically unmount all repositories registered for auto mount Fixes #1124,0
546,"Revert ""Fix handling of >>""",0.52483463,1652: RepoRegistry: ignore non-existent repos,"Mac ProjFS kext: Deny I/O on offline roots, with exceptions, part 2 This is a continuation of the work on issue #182. The remaining operations to block are: A process attempts to read/execute an empty file in an offline root. The result of the read would be bad data, so failing with denied authorisation is preferable to letting the bad data propagate. A process attempts to create files or directories in an offline root. The commits implementing those 2 changes are fairly straightforward, however they did cause some knock-on effects: During gvfs clone, the git subprocess itself wants to create files/directories in the offline root, so we need it to inherit the parent gvfs process's entitlement to access offline roots. The exception check therefore now walks up the process hierarchy. One of the functional tests, CheckoutBranchWithOpenHandleBlockingProjectionDeleteAndRepoMetdataUpdate needs to mess with the repo while it's not mounted, so I've registered the test runner for offline I/O for the duration of that test. To avoid weird edge cases, I've made the offline I/O registration in the native userlib thread-safe and reference counted, so registering multiple times is fine, and we only actually deregister once it's been matched with an equal number of unregister calls.",0
547,Automount and other updates:,0.5767784,Update components included with internal distribution,"Also adds a kext unit test for blocking file/directory creation in offline roots. This further access restriction to offline roots causes problems in the CheckoutBranchWithOpenHandleBlockingProjectionDeleteAndRepoMetdataUpdate functional test, so this test now registers for offline I/O as well.",0
548,"Make rebase validation use -q, check tree after",0.42625064,- Commit-graph and multi-pack-index are validated after writing to eliminate corruption scenarios,"Calling PrjFS_RegisterForOfflineIO() twice and then PrjFS_UnregisterForOfflineIO() twice no longer causes a failed assertion, is more efficient (only one shared user client instance) and is now thread-safe.",0
549,Merge pull request #1207 from pmj/mac-kext-vnode-put-race-fix,0.46500307,Pull Requests,,0
550,Add newline before outputting sparse was aborted,0.41799697,1647: Fix commit-graph expiration,,0
551,Mac: Change default location of .gvfsCache folder from /.gvfsCache to ~/.gvfsCache,0.55601454,Instructions for installing and using GVFS are available at link,"add MoveIndexFileFails() functional test On some platforms (notably Linux), we receive only a pre-rename permission request rather than a pre-delete permission request during a rename(2) operation, so the virtualization instance's OnPreRename() handler becomes responsible for ensuring that, outside of a GVFS lock, the .git/index file can not be renamed or overwritten. The BasicFileSystemTests.DeleteIndexFileFails() test handles the case of a true delete of .git/index, as well as platforms which deliver a pre-delete event on the source path prior to a rename action. As well, several GVFSLockTests tests such as the LockPreventsRenameFromInsideWorkingTreeOnTopOfIndex() test the case of a file being renamed to .git/index, but no existing test checks for the case of .git/index being renamed to another path (although DeleteIndexFileFails() likely suffices on platforms which send a pre-delete event). Therefore we add an explicit MoveIndexFileFails() functional test to cover this case.  Note that we use System.IO.File.Replace() in the SystemIORunner because File.Move() is implemented on Unix/POSIX systems such that it actually performs a copy or hard link first, then a delete, not a true rename(2).  The effect on a platform where pre-rename but not pre-delete events are delivered on rename operations is that the link succeeds, then the delete fails (since that does send a pre-delete permission request, which is denied as the path is .git/index), leaving behind a spurious extra file link.  So we want to trigger a true rename(2), which is what File.Replace() does.",0
552,Add functionality for the --disable option for sparse verb,0.39994025,1689: Make delete docs more verbose,"Per PR suggestion from wilbaker, we can align the messages and tests in the AccessShouldBeDenied versions of the DeleteFile and ReplaceFile methods with those found in the other runner classes.",0
553,Mac: Do not lookup or download file sizes when updating placeholders,0.5633637,"* The post-command step to update placeholder files now batches its size requests to the server, resulting in significant speedups in situations where many placeholder files needed to be updated","[POSIX] Use platform-specific path separators in repair jobs and cache tests Avoid hard-coding the Windows backslash path separator in messages printed by the repair jobs. Per @kewillford's suggestion, we use GVFSConstants.DotGit.* properties throughout. Also fix the path matching in the HydrateEntireRepo() helper for MultiEnlistmentTests.SharedCacheTests, which was not excluding {repoRoot}/.git/ paths on Mac (or Linux) due to hard-coded Windows path separators.",0
554,Merge pull request #731 NuGetUpgrader: verify integrity of downloaded NuGet package,0.6989942,Update NuGet upgrader with new Microsoft package signing certificate,Add information for when lock is release by process not owning the lock,0
555,Merge pull request #1664: Update USN journal entries for projected folders,0.8453074,1664: Update USN journal entries for projected folders,Cleanup virtualizer tests,1
556,Merge pull request #261 Clean up code that was referring to sparse-check our always_exclude,0.47971773,Improves the rate of .gvfsCache cleanup.,,0
557,Merge pull request #675 from New UpgradeOrchestrator UT,0.5220901,Pull Requests,Don't log errors when MaintenanceSteps fail due to the repo being deleted,0
558,Fix totalFindRootForVnodeHits so that it's pulling the value from VnodeCacheHealthStat_TotalFindRootForVnodeHits,0.4372267,1674: Config: disable status.submoduleSummary,,0
559,Merge pull request #1016 from jeschu1/UseMainForkIfNamedStream_coverage,0.55640674,Pull Requests,"Fix the path matching in the HydrateEntireRepo() helper for MultiEnlistmentTests.SharedCacheTests, which was not excluding ""{repoRoot}/.git/"" paths on Mac (or Linux) due to hard-coded Windows path separators.",0
560,Remove unused local variable,0.38345933,1689: Make delete docs more verbose,Avoid hard-coding the Windows backslash path separator in messages printed by the repair jobs.,0
561,Mac ProjFS: Don't perform user/kernel version validation for offline I/O,0.6314743,1697: Fix functional tests to skip around ProjFS issue,,0
562,Updating README.md,0.81826687,1750: Update Readme.md,,1
563,rename common Mac hook code to share with Linux,0.5228215,1744: Overhaul build and project systems and drop Mac/POSIX code,,0
564,Add FileOp Handling tests,0.5180704,- gvfs prefetch learned how to take --files-list.,,0
565,Pull all platform specific code into FastFetch's directory. Refactor PrefetchLibGit2 and move it into FastFetch. Rename PrefetchLibGit2Repo -> FastFetchLibGit2Repo,0.5998504,1730: Fix an issue with FastFetch when deleting files,,0
566,Fix handling of >>,0.5968301,- Other bug fixes,,0
567,use WorkingDirectoryBackingRoot in RepairJobs,0.4970135,1734: Adding winget workflow,,0
