Index,Message,Description,Message Abstract,Description Abstract
1832,Remove legacy Admin UI for image field types (#5193),,Remove legacy Admin UI for image field types (#5193),
1833,fixed title for tutorial (#5200),Co-authored-by: Charles cc.lee@live.com.au,fixed title for tutorial (#5200),Co-authored-by: Charles cc.lee@live.com.au
1834,Remove legacy Admin UI for advanced field types (#5192),,Remove legacy Admin UI for advanced field types (#5192),
1835,Remove session args from Keystone constructor (#5198),,Remove session args from Keystone constructor (#5198),
1836,Remove legacy keystone.getAdminViews (#5195),,Remove legacy keystone.getAdminViews (#5195),
1837,Remove unused functions from utils package (#5197),,Remove unused functions from utils package (#5197),
1838,Remove legacy getAdminMeta() method (#5196),,Remove legacy getAdminMeta() method (#5196),
1839,Remove legacy field-views-loader package (#5191),,Remove legacy field-views-loader package (#5191),
1840,Remove legacy app-admin-ui package (#5186),,Remove legacy app-admin-ui package (#5186),
1841,Version Packages (#5172),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,Version Packages (#5172),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
1842,Add sqlite support for cloudinary (#5189),,Add sqlite support for cloudinary (#5189),
1843,Add File field type support to prisma_sqlite (#5188),,Add File field type support to prisma_sqlite (#5188),
1844,Remove legacy references to test projects (#5185),,Remove legacy references to test projects (#5185),
1845,Update dependency aws-sdk to ^2.869.0 (#5179),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency aws-sdk to ^2.869.0 (#5179),Co-authored-by: Renovate Bot bot@renovateapp.com
1846,Remove legacy test-projects/client-validation package (#5165),,Remove legacy test-projects/client-validation package (#5165),
1847,Remove legacy test-projects/login package (#5164),,Remove legacy test-projects/login package (#5164),
1848,Remove legacy test-projects/access-control package (#5166),,Remove legacy test-projects/access-control package (#5166),
1849,Update dependency codemirror to ^5.60.0 (#5180),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency codemirror to ^5.60.0 (#5180),Co-authored-by: Renovate Bot bot@renovateapp.com
1850,Update dependency stripe to ^8.139.0 (#5182),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency stripe to ^8.139.0 (#5182),Co-authored-by: Renovate Bot bot@renovateapp.com
1851,Update dependency react-select to ^4.3.0 (#5181),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency react-select to ^4.3.0 (#5181),Co-authored-by: Renovate Bot bot@renovateapp.com
1852,Update typescript-eslint monorepo to ^4.19.0 (#5183),Co-authored-by: Renovate Bot bot@renovateapp.com,Update typescript-eslint monorepo to ^4.19.0 (#5183),Co-authored-by: Renovate Bot bot@renovateapp.com
1853,Update patch dependencies (patch) (#5178),,Update patch dependencies (patch) (#5178),
1854,SQLite support for the document field (#5173),  SQLite support for the document field   Remove from unsupported adapter list ,SQLite support for the document field (#5173),SQLite support for the document field Remove from unsupported adapter list
1855,Remove legacy test-projects/basic package (#5167),,Remove legacy test-projects/basic package (#5167),
1856,First tutorial (#5136),"  added example roles page   fixed types, added mdx   added another tutorial, added to navigation and added images   Added file structure   removed code from tutorials, added more tutorial words   added image   updated yarn lock file   Adjust eslint rule.   updated cover image   tweaked nav   updated adminui image   Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx   Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au   added password string to login   added a section to getting started and fixed heading overrides   removed other tutorial so this PR can be merged   Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx   Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au   moved tutorials to top of nav   Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx   Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au   fixed script confusion   Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx   Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx  Co-authored-by: Tim Leslie timl@thinkmill.com.au  removed installation guide  Co-authored-by: Thomas Walker bladey@me.com Co-authored-by: Tim Leslie timl@thinkmill.com.au",First tutorial (#5136),"added example roles page fixed types, added mdx added another tutorial, added to navigation and added images Added file structure removed code from tutorials, added more tutorial words added image updated yarn lock file Adjust eslint rule. updated cover image tweaked nav updated adminui image Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au added password string to login added a section to getting started and fixed heading overrides removed other tutorial so this PR can be merged Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au moved tutorials to top of nav Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au fixed script confusion Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs-next/pages/tutorials/getting-started-with-create-keystone-next-app/index.mdx Co-authored-by: Tim Leslie timl@thinkmill.com.au removed installation guide Co-authored-by: Thomas Walker bladey@me.com Co-authored-by: Tim Leslie timl@thinkmill.com.au"
1857,Document editor documentation wasn't being passed inlined prose styles (#5171),  fix until we rip out prose for good   resolve type issues and formatting issues   rebase resolution ,Document editor documentation wasn't being passed inlined prose styles (#5171),fix until we rip out prose for good resolve type issues and formatting issues rebase resolution
1858,Fix withItemData treating sessions that don't match an item as valid (#5168),  Fix withItemData treating sessions that don't match an item as valid   Try fixing the tests   Fix the test ,Fix withItemData treating sessions that don't match an item as valid (#5168),Fix withItemData treating sessions that don't match an item as valid Try fixing the tests Fix the test
1859,Version Packages (#5086),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,Version Packages (#5086),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
1860,Replace keystone-next prototype with keystone-next dev and a config option to determine if migrations should be used or not (#5163),  Replace keystone-next prototype with keystone-next dev and a config option to determine if migrations should be used or not   Fix test utils   Update cypress test   Fix a thing   Fix the tests   Make smoke tests run dev   Update purple-swans-sort.md   Apply suggestions from code review   Co-authored-by: Tim Leslie timl@thinkmill.com.au Co-authored-by: Tim Leslie timl@thinkmill.com.au,Replace keystone-next prototype with keystone-next dev and a config option to determine if migrations should be used or not (#5163),Replace keystone-next prototype with keystone-next dev and a config option to determine if migrations should be used or not Fix test utils Update cypress test Fix a thing Fix the tests Make smoke tests run dev Update purple-swans-sort.md Apply suggestions from code review Co-authored-by: Tim Leslie timl@thinkmill.com.au Co-authored-by: Tim Leslie timl@thinkmill.com.au
1861,Lock file maintenance (#5170),  Lock file maintenance   Fix types   Co-authored-by: Renovate Bot bot@renovateapp.com Co-authored-by: Tim Leslie timl@thinkmill.com.au,Lock file maintenance (#5170),Lock file maintenance Fix types Co-authored-by: Renovate Bot bot@renovateapp.com Co-authored-by: Tim Leslie timl@thinkmill.com.au
1862,Update prisma monorepo to v2.19.0 (minor) (#5142),,Update prisma monorepo to v2.19.0 (minor) (#5142),
1863,Fix migrations not being awaited (#5161),,Fix migrations not being awaited (#5161),
1864,Use Prisma's programmatic API for keystone-next generate (#5155),,Use Prisma's programmatic API for keystone-next generate (#5155),
1865,Factor out a withMigrate wrapper (#5153),  Factor out a withMigration wrapper   Add await   Rename withMigration to withMigrate   Co-authored-by: Mitchell Hamilton mitchell@hamil.town,Factor out a withMigrate wrapper (#5153),Factor out a withMigration wrapper Add await Rename withMigration to withMigrate Co-authored-by: Mitchell Hamilton mitchell@hamil.town
1866,Remove legacy keystone.dumpSchema() (#5154),,Remove legacy keystone.dumpSchema() (#5154),
1867,Use Prisma's programmatic API in keystone-next reset and make keystone-next reset actually work (#5152),,Use Prisma's programmatic API in keystone-next reset and make keystone-next reset actually work (#5152),
1868,Update patch dependencies (patch) (#5126),,Update patch dependencies (patch) (#5126),
1869,Fix example todo deploy (#5151),,Fix example todo deploy (#5151),
1870,Put next versions back into carat range (#5146),,Put next versions back into carat range (#5146),
1871,Use programmatic Prisma API for keystone-next deploy  (#5148),  WIP   WIP   WIP   Finish things   Add a changeset   Add back schemaDir to ensureDatabaseExists   Fix cypress test projects   Update to how Prisma 2.19 prints warnings   Use programmatic Prisma API for keystone-next deploy   Add a comment   Add more comments   Update message when no migrations need to be created   Pass args to deployMigrations ,Use programmatic Prisma API for keystone-next deploy  (#5148),WIP WIP WIP Finish things Add a changeset Add back schemaDir to ensureDatabaseExists Fix cypress test projects Update to how Prisma 2.19 prints warnings Use programmatic Prisma API for keystone-next deploy Add a comment Add more comments Update message when no migrations need to be created Pass args to deployMigrations
1872,remove hash-link offset (#5149),,remove hash-link offset (#5149),
1873,Updated keystone-next dev so that it interactively prompts for creating and applying a migration (#5135),,Updated keystone-next dev so that it interactively prompts for creating and applying a migration (#5135),
1874,Use import/order eslint check (#5150),  Use import/order eslint check   Move ts-ignore comment ,Use import/order eslint check (#5150),Use import/order eslint check Move ts-ignore comment
1875,Remove custom access control (#5147),,Remove custom access control (#5147),
1876,Convert extendGraphqlSchema tests to typescript (#5144),,Convert extendGraphqlSchema tests to typescript (#5144),
1877,Remove legacy keystone.extendGraphQLSchema() (#5145),,Remove legacy keystone.extendGraphQLSchema() (#5145),
1878,Update dependency stripe to ^8.138.0 (#5141),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency stripe to ^8.138.0 (#5141),Co-authored-by: Renovate Bot bot@renovateapp.com
1879,Update dependency eslint-plugin-jest to ^24.3.2 (#5139),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency eslint-plugin-jest to ^24.3.2 (#5139),Co-authored-by: Renovate Bot bot@renovateapp.com
1880,Update dependency mongoose to ^5.12.0 (#5140),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency mongoose to ^5.12.0 (#5140),Co-authored-by: Renovate Bot bot@renovateapp.com
1881,Update dependency aws-sdk to ^2.864.0 (#5137),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency aws-sdk to ^2.864.0 (#5137),Co-authored-by: Renovate Bot bot@renovateapp.com
1882,Update dependency eslint to ^7.22.0 (#5138),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency eslint to ^7.22.0 (#5138),Co-authored-by: Renovate Bot bot@renovateapp.com
1883,Add some missing references to prisma_sqlite in the docs (#5134),,Add some missing references to prisma_sqlite in the docs (#5134),
1884,Fix variable name in generated code (#5133),,Fix variable name in generated code (#5133),
1885,Replace prose (#5132),"  remove tailwindcss/typography and prose class, add supplementary styles module as replacement   remove !important flags   fix types in prose-lite   consolidate styles   deary me css ",Replace prose (#5132),"remove tailwindcss/typography and prose class, add supplementary styles module as replacement remove !important flags fix types in prose-lite consolidate styles deary me css"
1886,Port the graphQL limits tests to the new interfaces (#4894),,Port the graphQL limits tests to the new interfaces (#4894),
1887,Add CodeSandbox CI (#5123),  CodeSandbox CI experimenting   Name the config correctly   Fix things   Use the right filename   Try a thing   Try a thing   Fix a thing   manypkg fix   Remove session   Try a thing   Remove some deps   Little things ,Add CodeSandbox CI (#5123),CodeSandbox CI experimenting Name the config correctly Fix things Use the right filename Try a thing Try a thing Fix a thing manypkg fix Remove session Try a thing Remove some deps Little things
1888,Add config.graphql.apolloConfig (#4912),,Add config.graphql.apolloConfig (#4912),
1889,Convert field API tests to typescript (#5121),,Convert field API tests to typescript (#5121),
1890,Update dependency @graphql-tools/utils to ^7.6.0 (#5127),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency @graphql-tools/utils to ^7.6.0 (#5127),Co-authored-by: Renovate Bot bot@renovateapp.com
1891,Update dependency cross-fetch to ^3.1.0 (#5130),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency cross-fetch to ^3.1.0 (#5130),Co-authored-by: Renovate Bot bot@renovateapp.com
1892,Fix type for float defaultValue (#5131),,Fix type for float defaultValue (#5131),
1893,Update dependency aws-sdk to ^2.863.0 (#5129),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency aws-sdk to ^2.863.0 (#5129),Co-authored-by: Renovate Bot bot@renovateapp.com
1894,Render links in DocumentRenderer (#5122),,Render links in DocumentRenderer (#5122),
1895,Add prisma schema location to packages.json in examples-next (#5094),  Prisma schema location to examples packages.json   Changeset ,Add prisma schema location to packages.json in examples-next (#5094),Prisma schema location to examples packages.json Changeset
1896,Add sqlite support to the prisma adapter (#3946),Co-authored-by: Jed Watson jed@keystonejs.com,Add sqlite support to the prisma adapter (#3946),Co-authored-by: Jed Watson jed@keystonejs.com
1897,Convert relationship tests to typescript (#5120),  Convert relationship tests to typescript   Apply review comments ,Convert relationship tests to typescript (#5120),Convert relationship tests to typescript Apply review comments
1898,Convert nested-mutation tests to typescript (#5119),Co-authored-by: Mitchell Hamilton mitchell@hamil.town,Convert nested-mutation tests to typescript (#5119),Co-authored-by: Mitchell Hamilton mitchell@hamil.town
1899,"Fix Admin UI not allowing negative values for float, decimal and integer (#5113)",,"Fix Admin UI not allowing negative values for float, decimal and integer (#5113)",
1900,Removed some unused types from roles example (#5116),  removed some unused types from roles example   remove comments ,Removed some unused types from roles example (#5116),removed some unused types from roles example remove comments
1901,Removed skin color for emojis and fixed typos (#5115),,Removed skin color for emojis and fixed typos (#5115),
1902,Add indexes to relationship fields (#5118),,Add indexes to relationship fields (#5118),
1903,Convert meta query tests to typescript (#5117),,Convert meta query tests to typescript (#5117),
1904,Convert more tests to typescript (#5114),,Convert more tests to typescript (#5114),
1905,Update comingsoon message (#5112),  add coming soon component   update ComingSoon component to use next Link + minore style override   add component to docs   Update docs-next/components/ComingSoon.tsx   Co-authored-by: Tim Leslie timl@thinkmill.com.au Co-authored-by: Tim Leslie timl@thinkmill.com.au,Update comingsoon message (#5112),add coming soon component update ComingSoon component to use next Link + minore style override add component to docs Update docs-next/components/ComingSoon.tsx Co-authored-by: Tim Leslie timl@thinkmill.com.au Co-authored-by: Tim Leslie timl@thinkmill.com.au
1906,Convert more tests to typescript (#5111),,Convert more tests to typescript (#5111),
1907,Convert the relationship CRUD tests to typescript (#5110),,Convert the relationship CRUD tests to typescript (#5110),
1908,Lock file maintenance (#5108),,Lock file maintenance (#5108),
1909,Convert default value tests to typescript (#5104),,Convert default value tests to typescript (#5104),
1910,Port the access control unit tests to typescript (#5103),,Port the access control unit tests to typescript (#5103),
1911,Skip generating prisma client in keystone-next start (#5102),  Skip generating prisma client in keystone-next start   Fix things ,Skip generating prisma client in keystone-next start (#5102),Skip generating prisma client in keystone-next start Fix things
1912,Port access control tests to new interfaces (#4931),,Port access control tests to new interfaces (#4931),
1913,Run db push against programmatic Prisma API and remove faulty optimisation (#5059),  Prisma experimenting   Experimenting   WIP   Experimenting   Add --skip-generate   Convert it to a preconstruct package   Experimenting   Fix a thing   Fix a thing   WIP   Add _runPrismaCmd back for now   Try a thing   add an await   Test a thing   Remove the skip   Test a thing   Hopefully fix things?   Revert some changes   Revert more things   Another thing   Add a newline   Cleanup and run in parallel   Fix things   Test perf things   Try a thing   Fix things   Add changesets   Fix some things ,Run db push against programmatic Prisma API and remove faulty optimisation (#5059),Prisma experimenting Experimenting WIP Experimenting Add --skip-generate Convert it to a preconstruct package Experimenting Fix a thing Fix a thing WIP Add _runPrismaCmd back for now Try a thing add an await Test a thing Remove the skip Test a thing Hopefully fix things? Revert some changes Revert more things Another thing Add a newline Cleanup and run in parallel Fix things Test perf things Try a thing Fix things Add changesets Fix some things
1914,Optimise hashing in prisma tests (#5100),,Optimise hashing in prisma tests (#5100),
1915,Optimise filter api tests (#5101),,Optimise filter api tests (#5101),
1916,Use graphql() instead of execute() (#5099),,Use graphql() instead of execute() (#5099),
1917,Update relationship tests to use new interfaces (#5097),,Update relationship tests to use new interfaces (#5097),
1918,Support access: false in items API and schema type printer (#5096),,Support access: false in items API and schema type printer (#5096),
1919,Convert API test to typescript (#5098),,Convert API test to typescript (#5098),
1920,Update .sudo() to use the internal schema (#5084),,Update .sudo() to use the internal schema (#5084),
1921,Update 1.Bug_report.md (#5093),,Update 1.Bug_report.md (#5093),
1922,Update config.yml (#5092),Co-authored-by: Tim Leslie timl@thinkmill.com.au,Update config.yml (#5092),Co-authored-by: Tim Leslie timl@thinkmill.com.au
1923,Update slate to have a single version (#5089),,Update slate to have a single version (#5089),
1924,Remove unused deps from root package.json (#5091),,Remove unused deps from root package.json (#5091),
1925,Remove references to gatsby (#5088),,Remove references to gatsby (#5088),
1926,Make sure that yarn format doesn't break things (#5090),,Make sure that yarn format doesn't break things (#5090),
1927,Change createKeystone and createSystem to accept a migration mode rather than script (#5087),  Change createKeystone to accept a migration mode rather than script   Update nice-crews-jog.md ,Change createKeystone and createSystem to accept a migration mode rather than script (#5087),Change createKeystone to accept a migration mode rather than script Update nice-crews-jog.md
1928,Update dependency react-select to v4 (#4717),  resolve yarn.lock conflicts   use actual OptionType type instead of coercing it from the Options component   Co-authored-by: gwyneplaine cc.lee@live.com.au,Update dependency react-select to v4 (#4717),resolve yarn.lock conflicts use actual OptionType type instead of coercing it from the Options component Co-authored-by: gwyneplaine cc.lee@live.com.au
1929,Version Packages (#5083),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,Version Packages (#5083),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
1930,Fix Prisma + enableNextJsGraphqlApiEndpoint on Vercel (#5085),  WIP   Progress   use the regular apollo server in dev   Finish things ,Fix Prisma + enableNextJsGraphqlApiEndpoint on Vercel (#5085),WIP Progress use the regular apollo server in dev Finish things
1931,Remove legacy app-graphql-playground (#5038),,Remove legacy app-graphql-playground (#5038),
1932,Remove legacy keystone CLI (#5041),,Remove legacy keystone CLI (#5041),
1933,Remove legacy auth-passport (#5042),,Remove legacy auth-passport (#5042),
1934,Remove legacy app-version (#5062),,Remove legacy app-version (#5062),
1935,Remove unused methods (#5065),,Remove unused methods (#5065),
1936,Remove unused utils package functions (#5066),,Remove unused utils package functions (#5066),
1937,Remove all-contributors support (#5070),,Remove all-contributors support (#5070),
1938,Update copyright notices (#5071),,Update copyright notices (#5071),
1939,Remove legacy app-next (#5063),,Remove legacy app-next (#5063),
1940,Refactor createApolloServer code (#5082),,Refactor createApolloServer code (#5082),
1941,Version Packages (#5064),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,Version Packages (#5064),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
1942,Update patch dependencies (patch) (#5075),,Update patch dependencies (patch) (#5075),
1943,Update dependency @hapi/iron to v6 (#5079),,Update dependency @hapi/iron to v6 (#5079),
1944,Update dependency eslint-plugin-jest to ^24.2.0 (#5078),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency eslint-plugin-jest to ^24.2.0 (#5078),Co-authored-by: Renovate Bot bot@renovateapp.com
1945,Update dependency @changesets/changelog-github to ^0.3.0 (#5076),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency @changesets/changelog-github to ^0.3.0 (#5076),Co-authored-by: Renovate Bot bot@renovateapp.com
1946,Stop prisma migrate dev running when building (#5068), Ensure that prisma migrate dev does not get called when build script is run,Stop prisma migrate dev running when building (#5068),Ensure that prisma migrate dev does not get called when build script is run
1947,Fix viewport meta tag (#5073),  move viewport meta tag from _document to _app to avoid dedupe issues and next warnings   changeset ,Fix viewport meta tag (#5073),move viewport meta tag from _document to _app to avoid dedupe issues and next warnings changeset
1948,Prebuild docs site before tests (#5072),,Prebuild docs site before tests (#5072),
1949,Remove unused heroku config files (#5069),,Remove unused heroku config files (#5069),
1950,Remove release-count file (#5067),,Remove release-count file (#5067),
1951,Update dependency knex to ^0.95.1 (#5049),,Update dependency knex to ^0.95.1 (#5049),
1952,Update dependency tinymce to ^5.7.0 (#5052),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency tinymce to ^5.7.0 (#5052),Co-authored-by: Renovate Bot bot@renovateapp.com
1953,Update dependency stripe to ^8.137.0 (#5051),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency stripe to ^8.137.0 (#5051),Co-authored-by: Renovate Bot bot@renovateapp.com
1954,Version Packages (#5026),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,Version Packages (#5026),Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com
1955,Update dependency resolve to ^1.20.0 (#5050),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency resolve to ^1.20.0 (#5050),Co-authored-by: Renovate Bot bot@renovateapp.com
1956,Add ability to enable a graphql API endpoint in the Admin UI. Add example for this feature in examples-next (#5033),"  Added basic example for this feature, added new boolean config option, added api template stub   Made some progress but graphql api route is returning HTML instead of JSON at this point   Fix little things   Fix things   it works 🎉   Made API template conditional based on the option, removed unneeded string concat   Ran yarn manypkg fix   Made experimental config top level, put new key val in here   Updated new config option name   Added changeset   Ran yarn format   Update packages-next/keystone/src/lib/createKeystone.ts   refactor to use evaluated path rather than dot file string literal Co-authored-by: Tim Leslie timl@thinkmill.com.au   Fix it   Fixed broken package names in template. Made api template primarily code, now much cleaner, fixed issue with config option being in incorrect namespace   Ran manypkg fix   Added ts-ignore for missing formatError types   Reverted MDX files to master   Updated changeset to be more descriptive   Update packages-next/admin-ui/src/system/buildAdminUI.ts   Co-authored-by: Mitchell Hamilton mitchell@hamil.town  Update packages-next/keystone/src/lib/createKeystone.ts  Co-authored-by: Tim Leslie timl@thinkmill.com.au Co-authored-by: mitchellhamilton mitchell@hamil.town Co-authored-by: Tim Leslie timl@thinkmill.com.au",Add ability to enable a graphql API endpoint in the Admin UI. Add example for this feature in examples-next (#5033),"Added basic example for this feature, added new boolean config option, added api template stub Made some progress but graphql api route is returning HTML instead of JSON at this point Fix little things Fix things it works 🎉 Made API template conditional based on the option, removed unneeded string concat Ran yarn manypkg fix Made experimental config top level, put new key val in here Updated new config option name Added changeset Ran yarn format Update packages-next/keystone/src/lib/createKeystone.ts refactor to use evaluated path rather than dot file string literal Co-authored-by: Tim Leslie timl@thinkmill.com.au Fix it Fixed broken package names in template. Made api template primarily code, now much cleaner, fixed issue with config option being in incorrect namespace Ran manypkg fix Added ts-ignore for missing formatError types Reverted MDX files to master Updated changeset to be more descriptive Update packages-next/admin-ui/src/system/buildAdminUI.ts Co-authored-by: Mitchell Hamilton mitchell@hamil.town Update packages-next/keystone/src/lib/createKeystone.ts Co-authored-by: Tim Leslie timl@thinkmill.com.au Co-authored-by: mitchellhamilton mitchell@hamil.town Co-authored-by: Tim Leslie timl@thinkmill.com.au"
1957,Tell prettier to leave our docs code alone (#5060),,Tell prettier to leave our docs code alone (#5060),
1958,Update dependency date-fns to ^2.19.0 (#5048),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency date-fns to ^2.19.0 (#5048),Co-authored-by: Renovate Bot bot@renovateapp.com
1959,Update dependency typescript to ^4.2.3 (#5053),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency typescript to ^4.2.3 (#5053),Co-authored-by: Renovate Bot bot@renovateapp.com
1960,Update dependency aws-sdk to ^2.859.0 (#5047),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency aws-sdk to ^2.859.0 (#5047),Co-authored-by: Renovate Bot bot@renovateapp.com
1961,Reorder tests to kick off critical path early (#5056),,Reorder tests to kick off critical path early (#5056),
1962,Tweak renovate schedule (#5058),,Tweak renovate schedule (#5058),
1963,Update dependency @popperjs/core to ^2.9.1 (#5046),Co-authored-by: Renovate Bot bot@renovateapp.com,Update dependency @popperjs/core to ^2.9.1 (#5046),Co-authored-by: Renovate Bot bot@renovateapp.com
1964,Update typescript-eslint monorepo to ^4.17.0 (#5054),Co-authored-by: Renovate Bot bot@renovateapp.com,Update typescript-eslint monorepo to ^4.17.0 (#5054),Co-authored-by: Renovate Bot bot@renovateapp.com
1965,Fix changeset package name (#5044),😔 we really need to check this in CI Co-authored-by: Tim Leslie timl@thinkmill.com.au,Fix changeset package name (#5044),😔 we really need to check this in CI Co-authored-by: Tim Leslie timl@thinkmill.com.au
1966,Remove Keystone 5 docs (#5039),  Removed legacy website   Removed Keystone 5 docs   Remove docs references   Co-authored-by: Tim Leslie timl@thinkmill.com.au,Remove Keystone 5 docs (#5039),Removed legacy website Removed Keystone 5 docs Remove docs references Co-authored-by: Tim Leslie timl@thinkmill.com.au
1967,Update patch dependencies (patch) (#5045),,Update patch dependencies (patch) (#5045),
1968,Fix package name in changeset (#5043),,Fix package name in changeset (#5043),
1969,Remove arch-ui packages and website (#5035),  Remove arch packages and website   Cleanup arch references and update yarn.lock   Update package.json ,Remove arch-ui packages and website (#5035),Remove arch packages and website Cleanup arch references and update yarn.lock Update package.json
