Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Release #6711 (#6713),0.5907328,Patch release.,,0
Fix KeystoneContext type exported from .keystone/types (#6711),0.82086986,[core] Fixes .keystone/types including invalid definitions (#8256) @dcousens,,1
Version Packages (#6483),0.6228706,The following packages have been updated,Co-authored-by: github-actions[bot] github-actions[bot]@users.noreply.github.com,0
Lock file maintenance (#6697),0.440221,[core] Fixes error when deleting an item that has a file or image that is no longer on the filesystem (#8239) @borisno2,Lock file maintenance resolve yarn.lock Co-authored-by: Renovate Bot bot@renovateapp.com Co-authored-by: gwyneplaine cc.lee@live.com.au,0
Feature/relationship filters (#6608),0.80454165,Relationship Filtering ❤️,"relationship filter in place refactor RelationshipSelect so that portalMenu is no longer the default and must be explicitly specified update relationship label to be more inline with select wip tests add item id to Field, update LinkToRelatedItem query construction logic iron out kinks, clean up filter query Fields graphql selection also now returns the item id revert change to pass itemId down to the Fields component update relationship controller such that the relationship field value also includes the item id update Filter logic and types remove logs and bad types tests first passing test update filter tests update filter tests and tests.yml update tests to run on a browser context each, as clearing localStorage and cookies is not a very stable workflow in playwright update tests to clear  cookies and localstorage without tearing down and setting up browser every time relationships changeset document-field changeset remove unnecessary many flag update foreignIds to a map that is the shape that relationship select expects Remove an old comment use item.id if item[list.labelField] is not accessible Update .changeset/lemon-suns-yawn.md Update packages/keystone/src/fields/types/relationship/views/index.tsx Co-authored-by: mitchellhamilton mitchell@hamil.town",1
Change default for isFilterable/isOrderable to true (#6707),0.6860339,Disabled filtering and ordering (by default) 🙅‍♀️,,0
Move isNullable to db.isNullable and default db.isNullable based on validation.isRequired (#6708),0.6244364,isRequired has moved to validation.isRequired,,0
Fix cloudinaryImage on postgres (#6706),0.6536208,We've fixed an issue with cloudinaryImage and relationship fields. 🔥,,0
Update dependency @testing-library/dom to ^8.7.2 (#6700),0.5440625,#5212 module Thanks @timleslie! - Moved test fixtures into the new packages.,Co-authored-by: Renovate Bot bot@renovateapp.com Co-authored-by: Charles cc.lee@live.com.au,0
Fix typo in with-auth example readme (#6696),0.67289174,[auth] Adds type refinement for withAuth using a TypeInfo type parameter (#7831) @dcousens,Co-authored-by: Tim Leslie timl@thinkmill.com.au,0
Update virtual-fields.mdx (#6695),0.60266155,#5906 module Thanks @mitchellhamilton! - Updated virtual fields to match those in the guide.,,0
Update readme-header.png (#6688),0.5120884,The following packages have been updated,,0
Remove __legacy from field type implementations (#6691),0.61105436,FieldTypeFunc now has a required type parameter which must satisfy BaseListTypeInfo,,0
Update required tests (#6690),0.5778794,#5212 module Thanks @timleslie! - Moved test fixtures into the new packages.,,0
Timestamp field updates (#6674),0.5924724,#6237 module Thanks @gwyneplaine! - Updated timestamp field to default time to 00:00 when no time is selected.,Co-authored-by: Ben Conolly Noviny@users.noreply.github.com,0
Move graphql export to @keystone-next/keystone (#6689),0.8906443,"Also, we've moved the graphql export of @keystone-next/keystone/types to @keystone-next/keystone.",,1
Consolidate before/after hooks (#6684),0.6758367,#6263 module Thanks @timleslie! - Made the original stacktraces for before/after hooks available on module.,,0
Capture and group field resolver errors (#6685),0.5128407,[core] Fixes incompatible field key types when working with resolvedData (#8485) (#8551) @dcousens,,0
Password field updates (#6683),0.6282457,"  secretField: 'password',",,0
Auth GraphQL API changes (#6682),0.71481544,[auth] Fixes GraphQL error when using autoincrement for auth list id (#8182) @borisno2,,1
Rename originalInput to inputData in hook functions (#6681),0.85505474,originalInput for hook functions to inputData,,1
Rename originalInput to inputData in access control functions (#6680),0.760857,originalInput for access control functions to inputData,,1
Change newsletter opt-in to unchecked on create first user page (#6675),0.3783108,"#5624 module Thanks @timleslie! - Disabled the module button on the signin page, which is not yet functional.",Update InitPage.tsx Create dull-files-sniff.md,0
Float field updates (#6656),0.5719093,float,"float initial implementation add back in error handling changes based on feedback Fix tests, exceptions Co-authored-by: Mitchell Hamilton mitchell@hamil.town thanks Mitchell no null Update packages/keystone/src/fields/types/float/tests/non-null/test-fixtures.ts Apply suggestions from code review added changeset and docs updates Update packages/keystone/src/fields/types/float/views/index.tsx check validations are finite numbers small fixes remove bad regex Fix things Update docs/pages/docs/apis/fields.mdx Co-authored-by: Noviny noviny@thinkmill.com.au Co-authored-by: Mitchell Hamilton mitchell@hamil.town",0
Re-enable all field-type CRUD tests (#6676),0.5049116,FieldTypeFunc now has a required type parameter which must satisfy BaseListTypeInfo,,0
Remove reference to defaultValue on relationship field (#6679),0.6258317,Removed defaultValue,,0
Aff filter coercion and validation back to filter access control (#6678),0.62640715,Improved error messages when returning bad filters from filter access control,,0
Update patch dependencies (patch) (#6669),0.7414617,Updated dependencies []:,"Update patch dependencies revert next patch bump, to resolve type errors Co-authored-by: Renovate Bot bot@renovateapp.com Co-authored-by: Charles cc.lee@live.com.au",1
Create email-welcome-banner.png (#6677),0.38421392,#5666 module Thanks @gwyneplaine! - Prettified the logo in the admin-ui.,,0
Update dependency react-select to v5 (#6658),0.8684304,#4717 module Thanks @renovate! - Updated dependency react-select to v4,"Update dependency react-select to v5 Update dependency react-select to v5 react select v4 - v5 mupgrade tasks update shouldDisplaySearchControl to be passed via context, rather than through selectProps simplify Option component logic, to negate need for special context or select props remove unecessary react imports Add changeset Change-set added to document minor internal refactor Co-authored-by: Renovate Bot bot@renovateapp.com Co-authored-by: gwyneplaine cc.lee@live.com.au",1
New updates for /updates (#6671),0.6199222,The following packages have been updated,Update index.tsx Update docs/pages/updates/index.tsx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update docs/pages/updates/index.tsx Co-authored-by: Tim Leslie timl@thinkmill.com.au Update index.tsx Update index.tsx Co-authored-by: Tim Leslie timl@thinkmill.com.au,0
Try bumping the cache version number (#6673),0.6003767,We highly recommend you upgrade to this release:,,0
Use extensionError for all extensions (#6672),0.452329,#6200 module Thanks @timleslie! - Updated internal error handling to use the module package instead of module.,,0
Simplify validation hook code (#6667),0.50633097,#6218 module Thanks @timleslie! - Added more details to validation failure error messages.,,0
Add a specific test check for filter/order errors (#6666),0.55902004,Improved error messages when returning bad filters from filter access control,,0
Update Header.tsx (#6661),0.44898462,#5848 module Thanks @renovate! - Updated TypeScript to 4.3.2,,0
Update typescript-eslint monorepo to ^4.32.0 (minor) (#6659),0.67842966,#5848 module Thanks @renovate! - Updated TypeScript to 4.3.2,Update typescript-eslint monorepo to ^4.32.0 update yarn.lock Co-authored-by: Renovate Bot bot@renovateapp.com Co-authored-by: Charles cc.lee@live.com.au,0
Update resolvedData docs for relationships - take 2 (#6665),0.6735673,[core] Fixes incompatible field key types when working with resolvedData (#8485) (#8551) @dcousens,,0
Update patch dependencies (patch) (#6657),0.74214995,Updated dependencies []:,"Update patch dependencies revert next patch, update @apollo dep in yarn.lock to resolve type errors Co-authored-by: Renovate Bot bot@renovateapp.com Co-authored-by: gwyneplaine cc.lee@live.com.au",1
Improved invalid access control return value error messages (#6664),0.7508598,If access control functions return invalid values we state what we got and what we expected,,1
Decimal field updates (#6663),0.59201354,decimal,,0
Update Header.tsx (#6662),0.4545902,#5848 module Thanks @renovate! - Updated TypeScript to 4.3.2,,0
Upgrade focus-trap (#6654),0.45113504,Hook Updates 🪝,,0
improved messaging on startup (#6617),0.5905285,Improved Error Messaging 📟,improved messaging on startup Update based on Tim's feedback fixing tests fix tests tests passing Co-authored-by: Noviny noviny@thinkmill.com.au,0
Text updates (#6461),0.50039506,#5229 module Thanks @raveling! - Updated command line output emojis to be more friendly,,0
Update changelog to latest version on master (#6653),0.56691635,You can view the verbose changelog in the related PR (link) for this release.,Fix typo in Admin UI Changelog. Fix operation argument to field access control (#6498) fix windows issues in view resolver (#6477) Fix item form submitting an invalid request after saving returns errors (#6509) Version packages. Fixes Relationship field inline connect fields throwing 400 errors (#6526) Changes. Fixed cloud integration issues (#6627) Version packages. Co-authored-by: Tim Leslie timl@thinkmill.com.au,0
Update patch dependencies (patch) (#6622),0.75105685,Updated dependencies []:,,1
Lock file maintenance (#6651),0.43222767,[core] Fixes error when deleting an item that has a file or image that is no longer on the filesystem (#8239) @borisno2,,0
Fix bug in focus-trap (#6652),0.56858,"Focus control is now handled better in the Keystone UI, see the PR for the before and after 👀!",,0
REST API example (#6634),0.8761938,REST API Example 👩‍🏫,Adding REST API example Add smoke test for rest-api example Add changeset Update select field config,1
Fix typo (#6649),0.47969642,#5471 module Thanks @raveling! - Fixed typo in guide meta title.,,0
Remove unused enum values in auth package (#6645),0.57489467,Some unused return types and unused values from enum definitions have been removed:,,0
Added railway example (#6648),0.44289082,#5087 module Thanks @mitchellhamilton! - Added module type,,0
Add API tests for the auth package (#6642),0.5800048,[auth] Adds type refinement for withAuth using a TypeInfo type parameter (#7831) @dcousens,,0
Youtube 2 (#6646),0.35132653,- @u-ishii (#8078),Added Youtube component Add YouTube SVG path Added YouTube link to Socials component,0
Edit suggestions (#6586),0.4465683,"Lastly, thanks to @dcousens (#8016) for changes not shown above, but none-the-less appreciated.",,0
Optimise relationship queries (#6639),0.6420611,[core] Improves performance of querying to-one relationships (#8000) @mitchellhamilton,,0
Select field updates (#6638),0.54338825,Improved select field type 🔽,,0
comments explaining necessary hack for tests (#6637),0.43156588,#6207 module Thanks @timleslie! - Suppressed error logging during tests.,,0
Integer field updates (#6588),0.5874293,integer,,0
Adding Splitbee. (#6636),0.38112783,7665 - @EvonuX,,0
Update prisma monorepo to v3.1.1 (minor) (#6625),0.90957105,Updated Prisma monorepo to v3.6.0,,1
Update banner post Q&A. (#6633),0.38554427,"Lastly, thanks to @mitchellhamilton (#8063,#8059,#8027), @renovate (#8056,#8055,#8053,#8045,#8041,#8036,#7974), @flexdinesh (#8060,#8039,#8048), @bladey (#8057), @dcousens (#8026) for changes not shown above, but none-the-less appreciated.",,0
Improve the createContext API in extendExpressApp (#6632),0.8812181,REST API Example using the new createContext inside extendExpressApp 👩‍🏫,,1
Typo (#6628),0.4733497,#5471 module Thanks @raveling! - Fixed typo in guide meta title.,a => at,0
Consolidate non-major changes in auth (#6618),0.48504752,[auth] Fixes loading Admin Metadata and  cannot appear as a child of  errors on signin (#8234) @borisno2,,0
Fixed cloud integration issues (#6627),0.49863246,"[cloudinary, core] Updates graphql-upload to 15.0.2 (#7803) @mitchellhamilton",,0
Update dependency playwright to ^1.15.0 (#6624),0.5305594,Updated dependencies []:,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Update dependency eslint-plugin-react to ^7.26.0 (#6623),0.5866527,#4717 module Thanks @renovate! - Updated dependency react-select to v4,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Fix unorderable fields looking orderable in the Admin UI (#6619),0.6576072,A variety of UI fixes are in this release when rendering fields in the Admin UI:,,0
[RFC] Rename context.lists to context.query and context.db.lists to context.db (#6535),0.8574254,"The API context.lists has been renamed to context.query, and context.db.lists has been renamed to context.db.",,1
Json field updates (#6607),0.6174493,JSON Field 👩🏻‍💻,,0
Add createContext argument to config.server.extendExpressApp (#6616),0.76393855,REST API Example using the new createContext inside extendExpressApp 👩‍🏫,,1
Update patch dependencies (patch) (#6613),0.74868363,Updated dependencies []:,,1
Update dependency graphql to ^15.6.0 (#6615),0.70218486,[core] Upgrade to graphql@16 (#7817) @mitchellhamilton,,1
Update prisma monorepo to v3 (major) (#6490),0.9038282,Updated Prisma monorepo to v3.4.0,,1
Remove internal protectIdentities flag (#6606),0.5657335,"Finally, the internal protectIdentities variable which was previously hardcoded to true to protect user data, there are no immediate plans to implement this as a configurable option.",,0
Update docs for config.db.prismaPreviewFeatures (#6605),0.70237875,[core] Updates Prisma version to 4.12.0 (#8432) @renovate,,1
enable prisma previes features via keystone config (#6574),0.70400226,@keystone-next/adapter-prisma-legacy@4.0.1,Co-authored-by: Tim Leslie timl@thinkmill.com.au,1
Lock file maintenance (#6601),0.42116743,[core] Fixes error when deleting an item that has a file or image that is no longer on the filesystem (#8239) @borisno2,,0
Add improved access denied error messages (#6591),0.6625332,[core] Changes access-control error messages to only show the list key and operation (#7914) @dcousens,,0
Update schema.mdx (#6594),0.71671116,There are two different ways you can update your schema:,Remove reference to allUsers,1
Return correct error messages on failed auth attempts (#6593),0.5470104,Clearer sign-in errors when logging into the Admin UI,,0
Remove unused code path in Admin UI (#6592),0.6990831,#6219 module Thanks @timleslie! - Removed unused code path in Admin UI error display.,,0
Fix dynamic isFilterable/isOrderable in the Admin UI (#6587),0.56890357,#5633 module Thanks @gwyneplaine! - Added minor fixes to filters dialog.,,0
Remove unused arguments to expectAccessDenied (#6590),0.39490116,"#5244 module Thanks @timleslie! - Removed the legacy arguments module and module, and the method module.",,0
Q&A banner for website (#6589),0.3943066,#5666 module Thanks @gwyneplaine! - Prettified the logo in the admin-ui.,Q&A Banner. Update Page.tsx Formatting. Updates. Update Keystone5DocsCTA.tsx TS.,0
Add support for dynamic isFilterable and isOrderable (#6560),0.51167065,Disabled filtering and ordering (by default) 🙅‍♀️,,0
6306/fix deletion pagination bug (#6571),0.53435373,#5286 module Thanks @gwyneplaine! - Added styling and quality of life updates to the pagination component.,add effect to reroute when all items on a page have been deleted add comments to clarify why we add the effect add pagination bug tests move effect to Pagination component remove effect from ListPage page remove unused router property assignments update utils Update packages/keystone/src/admin-ui/components/Pagination.tsx Co-authored-by: Mitchell Hamilton mitchell@hamil.town chnageset Co-authored-by: Mitchell Hamilton mitchell@hamil.town,0
Update custom-admin-ui-logo.mdx (#6585),0.68686676,#6145 module Thanks @gwyneplaine! - Initial version of the custom-admin-ui-logo example.,,0
Improve documentation for chromeless feature (#6572),0.45958057,Big shoutout to the following community members for their help in improving our documentation with their contributions:,Improve documentation for chromeless feaure Making docs clearer. Update document-fields.mdx Co-authored-by: Thomas Walker bladey@me.com,0
Document field updates (#6564),0.59131056,#5955 module Thanks @timleslie! - Initial version of the document field example project.,,0
Update getting-started-with-create-keystone-app.mdx (#6566),0.7791357,## @keystone-next/app-basic@1.0.4,,1
Add userInputError error function (#6565),0.5134423,#6220 module Thanks @timleslie! - Updated css to preserve whitespace formatting of error messages.,,0
Updates. (#6563),0.48795396,Bug Fixes,,0
Simplify fake IDs in tests (#6562),0.3917759,#5320 module Thanks @timleslie! - Removed legacy default ID field support.,,0
Update patch dependencies (patch) (#6555),0.7492435,Updated dependencies []:,,1
Update docs. (#6561),0.58015,See pull request #7070 for information on how to upgrade and solutions to common problems.,,0
Remove dependency on typescript (#6559),0.6631477,#5848 module Thanks @renovate! - Updated TypeScript to 4.3.2,,0
Update dependency eslint-plugin-cypress to ^2.12.1 (#6557),0.605166,## @keystone-next/cypress-project-basic-legacy@7.0.6,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Update dependency chalk-cli to v5 (#6558),0.50593036,Updated dependencies [module]:,Co-authored-by: Renovate Bot bot@renovateapp.com,0
fix windows build issue (#6530),0.3781617,[core] Fixes platform configuration for esbuild (#8031) @mmachatschek,,0
Update patch dependencies (patch) (#6489),0.7398439,Updated dependencies []:,,1
Lock file maintenance (#6531),0.43211916,[core] Fixes error when deleting an item that has a file or image that is no longer on the filesystem (#8239) @borisno2,,0
Update RELEASE.md with branch syncing instructions (#6471),0.43811855,"See pull request #7428 for information on how to upgrade and solutions to common problems.  If you have any other questions, please don't hesitate to open a GitHub discussion.",Update RELEASE.md Update RELEASE.md Update RELEASE.md Update RELEASE.md,0
export field types (#6481),0.68756497,Exported Field types to help in updating contrib packages. Thanks @gautamsi!,,0
Virtual field updates (#6538),0.61232984,#5906 module Thanks @mitchellhamilton! - Updated virtual fields to match those in the guide.,,0
Update dependency prettier to ^2.4.0 (#6550),0.612491,Updated dependencies []:,,0
Update dependency @babel/plugin-proposal-object-rest-spread to ^7.15.6 (#6545),0.57026374,Updated dependencies [module]:,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Update dependency cloudinary to ^1.27.0 (#6548),0.6652489,"""@keystone-next/cloudinary"": ""7.0.0"",",Co-authored-by: Renovate Bot bot@renovateapp.com,0
Update dependency @testing-library/dom to ^8.5.0 (#6546),0.5543553,#5212 module Thanks @timleslie! - Moved test fixtures into the new packages.,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Update dependency @types/inflection to ^1.13.0 (#6549),0.596602,#5403 module Thanks @gwyneplaine! - Replaced inflection.humanize usage with custom fn to account for edge cases.,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Update dependency @testing-library/react to ^12.1.0 (#6547),0.6190379,#4717 module Thanks @renovate! - Updated dependency react-select to v4,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Update jest monorepo to ^27.2.0 (#6551),0.4947263,#5848 module Thanks @renovate! - Updated TypeScript to 4.3.2,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Remove createSchema (#6542),0.5471962,  lists: createSchema({,,0
Updated Quote component styles in Docsfield Demo (#6541),0.43022323,"Lastly, thanks to @dcousens (#8016) for changes not shown above, but none-the-less appreciated.",Updated Quote component styles in Docsfield Demo Linty stuff,0
Rename checkOperationAccess to getOperationAccess (#6537),0.53579617,ListOperationAccessControl,,0
Landing page cta (#6464),0.59414846,#5340 module Thanks @raveling! - copy changes to home page (including CTA to getting started tut),WIP make gradients pass AA responsive tweaks landings cleanup add arrow back to well place CTA on relevant pages revert tokens decomponentise WIP copy stamp remove bounding box WIP Introduce new icons Landing page CTA block content updates Tweak max width slightly for Firefox. Co-authored-by: Thomas Walker bladey@me.com,0
text sizing and color fixes (#6536),0.46329933,"Lastly, thanks to @dcousens (#8012,#7998,#7997,#7995,#7981,#7979,#7973,#7897,#7895,#7894,#7864), @renovate (#8008,#7988,#7976,#7938,#7854,#7892,#7886,#7885,#7868), @flexdinesh (#8004,#8002,#7987,#7994,#7983,#7937,#7813), @mitchellhamilton (#7999,#7990,#7991,#7960,#7951,#7953,#7928,#7921,#7911,#7903,#7882,#7887,#7871,#7872,#7845,#7844), @Tekipeps (#7989), @Noviny (#7941) for changes not shown above, but none-the-less appreciated.",text sizing and color fixes Update index.tsx Co-authored-by: Matt Barron longhaul12@gmail.com,0
"create-keystone-app outputed URLs sometimes have hidden characters, cater for this (#6533)",0.60493827,"Lastly, thanks to @keystonejs-release-bot (#8064,#8064,#8064) for changes not shown above, but none-the-less appreciated.",Update redirects.js Fixes.,0
Update schema export message to reflect required update (#6532),0.5866544,There are two different ways you can update your schema:,Update index.ts Create eight-buckets-breathe.md,0
Update DocumentEditorDemo.tsx (#6529),0.5259181,[fields-document] Updates slate and slate-react to ^0.81.1 (#7701) @mitchellhamilton,,0
Deployment examples (#6528),0.49210346,Note:  You can find all of our examples in our examples folder on GitHub.,"Updated examples index Exposed example subsections, and docs parent links in nav Fixed links Update Navigation.tsx Fixed Noviny's suggestions Lint fix Co-authored-by: Thomas Walker bladey@me.com",0
Deployment examples (#6527),0.49710053,Note:  You can find all of our examples in our examples folder on GitHub.,"Updated examples index Exposed example subsections, and docs parent links in nav Fixed links",0
Checkbox updates (#6448),0.6248492,checkbox,,0
Skip fetching fields with static fieldMode: 'hidden' on the item view (#6519),0.732007,The Admin UI will also skip fetching fields that have a statically set itemView.fieldMode: 'hidden' on the itemView.,,1
Fixes Relationship field inline connect fields throwing 400 errors (#6526),0.6247609,#6036 module Thanks @mitchellhamilton! - Fixed the relationship name not being passed to the inline relationship renderer,Update index.tsx Create large-actors-worry.md,0
Only check for a valid db.provider once (#6524),0.4550873,"The db.onConnect function (if specified) will only be run once when Keystone is started, and not when your config is hot reloaded.",,0
Optimise item view field mode item fetching (#6523),0.6525041,We've optimised the itemView field mode fetching - we now only fetch the item once to determine the field modes rather than once per field.,,0
Consolidate concept of sudo internally (#6520),0.47625268,"[core] Fixes regression from #8073, .sudo now retains the context.session (#8441) @dcousens",,0
Remove unused BaseKeystone type (#6521),0.67647505,The following types now have a required type parameter which must satisfy BaseKeystoneTypeInfo:,,0
Remove deprecated config.db.adapter option (#6518),0.8010186,We've removed the deprecated config.db.adapter option. Please use config.db.provider to indicate the database provider for your system.,,1
Update embedded-mode-with-sqlite-nextjs.mdx (#6516),0.56390744,#5366 module Thanks @renovate! - Updated Next.js dependency to module.,,0
Relationship field updates (#6514),0.66823804,"Input Types: we’ve updated the input types used for relationship fields in update and create operations, removing obsolete options and making the syntax between the two operations easier to differentiate.",,0
Remove isRequired and defaultValue from some fields (#6513),0.56626475,Removed defaultValue,,0
Remove unqueryable lists from admin meta (#6512),0.4688949,#5194 module Thanks @timleslie! - Removed legacy Admin UI views.,update createAdminMeta to not include lists with graphql querying disabled. also appy this to relationships to those omitted lists chnageset Update .changeset/twelve-apples-happen.md Co-authored-by: Tim Leslie timl@thinkmill.com.au Co-authored-by: Tim Leslie timl@thinkmill.com.au,0
Remove changesets which were released in the hot-fix (#6511),0.47737572,"💡 For any affected package, you'll need to change your import references and remove deprecated packages from your package.json as they will no longer be updated.",,0
Fix explanation of allowed Field-level operations (#6510),0.4858299,#5525 module Thanks @timleslie! - Moved field-related types into their own internal module.,,0
Add Margin to error messages in the Admin UI Item Form (#6508),0.61024845,#6220 module Thanks @timleslie! - Updated css to preserve whitespace formatting of error messages.,Add Margin to error messages in the Admin UI Item Form,0
Fix item form submitting an invalid request after saving returns errors (#6509),0.5222179,[core] Fixes inline related item form submitting the parent form (#8123) @januzis,,0
fix: the error tabbable error when you click the popover (#6501),0.58579624,#5924 module Thanks @gwyneplaine! - Fixed popover arrow misalignment.,Co-authored-by: Thomas Walker bladey@me.com,0
Add filter api links to access control api page (#6506),0.5831823,See the Access Control API for a full description of the new API.,,0
Add more tests for error cases when ordering/filtering (#6505),0.5155942,Improved error messages when returning bad filters from filter access control,,0
Fix bug in DB API with null values (#6500),0.60805243,"Unlike previous behaviour, a null value will now consistently map to a Prisma.DbNull. (#7671) @renovate",,0
Fix link to item section in page (#6502),0.47575456,#5122 module Thanks @mitchellhamilton! - Fixed module not rendering links,,0
Add tests for incomplete relationship data in update operations (#6499),0.5410203,#6317 module Thanks @timleslie! - Separated the resolving of non-relationship field from relationship fields in create/update inputs to allow for better error handling.,,0
Fix operation argument to field access control (#6498),0.6073173,#5509 module Thanks @mitchellhamilton! - Fixed incorrect types which said that field level delete access control exists when it does not,,0
Add tests for more ID field error code paths (#6497),0.52161396,#5320 module Thanks @timleslie! - Removed legacy default ID field support.,,0
Remove unnecessary calls to context.exitSudo() from tests (#6496),0.5720128,[core] .exitSudo is now deprecated and will be removed in the next major version (#8438) @dcousens,,0
fix windows issues in view resolver (#6477),0.4489612,Removed resolveFields 🚧,,0
Make all docs pages editable via Github (#6494),0.37444872,#5544 module Thanks @raveling! - copy changes to document-fields guide,,0
typo fix (#6493),0.5284977,#5471 module Thanks @raveling! - Fixed typo in guide meta title.,,0
Revert project creation instructions (#6492),0.4341609,#5445 module Thanks @timleslie! - Removed unused and inaccessible code from the core.,Revert project creation instructions Update embedded-mode-with-sqlite-nextjs.mdx Update embedded-mode-with-sqlite-nextjs.mdx Update embedded-mode-with-sqlite-nextjs.mdx Co-authored-by: Thomas Walker bladey@me.com,0
Fixed typos (#6491),0.5583792,Miscellaneous Fixes ⚙️,,0
Remove unnecessary try/catch block (#6488),0.45503956,#6104 module Thanks @timleslie! - Cosmetic changes to the core code in preparation for improvements to the error handling logic.,,0
Fix types of (#6487),0.5704658,"[core] Fixes types for allOperations, regression from link (#8617) @dcousens",,0
content updates (#6486),0.49913794,Security Updates,,0
Update patch dependencies (patch) (#6478),0.73734283,Updated dependencies []:,,1
Upgrade apollo server packages (#6409),0.77883023,Apollo Server Upgrade 👩‍🚀,,1
typo (#6485),0.4889248,#5471 module Thanks @raveling! - Fixed typo in guide meta title.,,0
Make sure prisma error code isn't lost (#6484),0.74762636,Prisma updated to 2.24.0 ⬆️,,1
Handle Prisma errors explicitly (#6482),0.796267,Runtime type errors from Prisma are now actually returned instead of being returned as Prisma error:,,1
Update intermittently failing nav test (#6476),0.39801595,Node updates :rocket:,more navigation related tests update nav tests update nav test to be a bit more deterministic update init.test.ts update intermittently failing nav test to avoid timeouts on CI update mock task name for sense,0
Update typescript-eslint monorepo to ^4.31.0 (#6480),0.6657281,#5848 module Thanks @renovate! - Updated TypeScript to 4.3.2,Co-authored-by: Renovate Bot bot@renovateapp.com,0
Remove deprecated packages (#6468),0.6788467,"💡 For any affected package, you'll need to change your import references and remove deprecated packages from your package.json as they will no longer be updated.",,0
Fix typo in Admin UI (#6474),0.6143613,#6219 module Thanks @timleslie! - Removed unused code path in Admin UI error display.,Fix typo in Admin UI Changelog. Co-authored-by: Thomas Walker bladey@me.com,0
Remove link to non-existant document (#6475),0.42658937,#5147 module Thanks @timleslie! - Removed module and module.,,0
