Index,Release Note
157,"9.6.0 (2019-10-23)
Features

throw errors during startup if NODE_ENV is production and the application is not in a usable state (#1046) (ca3d2f8)
"
158,"9.5.3 (2019-10-12)
Bug Fixes

update insecure dependencies (ed1cdf7)
"
159,"9.5.2 (2019-10-09)
Bug Fixes

read environment variables before initiating logging (#1036) (c5f7a32)
"
160,"9.5.1 (2019-10-07)
Bug Fixes

package: update deepmerge to version 4.1.0 (422f7da)
"
161,"9.5.0 (2019-09-19)
Bug Fixes

config: handle cases when .github/<app name>.yml is not a file, but a directory, symlink or submodule (31c3602)

Features

@octokit/rest v16.29.0. Besides new methods also plenty of new Typescript definitions (61be0fd)
"
162,"9.4.0 (2019-09-12)
Features

add LOG_LEVEL_IN_STRING to set bunyan-format levelInString option (#1015) (bf354ff)
"
163,"9.3.4 (2019-09-09)
Bug Fixes

update @octokit/graphql to v4 (#1006) (27cecb0)
"
164,"9.3.3 (2019-09-02)
Bug Fixes

package: update is-base64 to version 1.0.0 (95978f5)
"
165,"9.3.2 (2019-08-18)
Bug Fixes

package: update dotenv to version 8.1.0 (fd24686)
"
166,"9.3.1 (2019-08-11)
Bug Fixes

package: update commander to version 3.0.0 (1867b39)
"
167,"9.3.0 (2019-08-05)
Features

Implement probot-config on context.config (#619) (3f0491f)
"
168,"9.2.20 (2019-07-24)
Bug Fixes

update hbs dependency to ^4.0.4 (#973) (de79aab)
"
169,"9.2.19 (2019-07-12)
Bug Fixes

package: update @octokit/app to version 4.0.0 (e59aba5)
"
170,"9.2.18 (2019-07-12)
Bug Fixes

package: update @octokit/graphql to version 3.0.1 (a3ee78a)
"
171,"9.2.17 (2019-07-12)
Bug Fixes

package: update @octokit/graphql to version 3.0.0 (9d1878d)
"
172,"9.2.16 (2019-07-09)
Bug Fixes

package: update @octokit/graphql to version 2.1.3 (b2d7ead)
"
173,"9.2.15 (2019-06-12)
Bug Fixes

package: bump @octokit/app dependency (#944) (05af801)
"
174,"9.2.14 (2019-06-11)
Bug Fixes

package: update supports-color to version 7.0.0 (fc282f3)
"
175,"9.2.13 (2019-05-24)
Bug Fixes

typescript: use typescript [@deprecated](https://github.com/deprecated) tag for context.github.query (#938) (ade14ae)
"
176,"9.2.12 (2019-05-22)
Bug Fixes

package: update @octokit/app to version 3.0.0 (232ce07)
"
177,"9.2.11 (2019-05-17)
Bug Fixes

package: update @octokit/graphql to version 2.1.2 (aa16435)
"
178,"9.2.10 (2019-05-03)
Bug Fixes

package: update dotenv to version 8.0.0 (c335748)
"
179,"9.2.9 (2019-04-28)
Bug Fixes

typescript: log.child options (#924) (6f75599)
"
180,"9.2.8 (2019-04-24)
Bug Fixes

remove deprecation message on /probot/stats endpoint (93d6899)
"
181,"9.2.7 (2019-04-22)
Bug Fixes

Support GitHub Enterprise Server in GitHub App Manifest flow implementation (#902) (66a3b14)
"
182,"9.2.6 (2019-04-18)
Bug Fixes

update js-yaml (#916) (e831d3e)
"
183,"9.2.5 (2019-04-15)
Bug Fixes

check if err.message exists (#914) (9cc6131)
"
184,"7.5.3 (2019-04-12)
Bug Fixes

normalize payload string before verifying signature (via update to latest @octokit/webhooks) (91cf5b0)
"
185,"Bug Fixes

Update dependencies (#870) (a135244)
"
186,"9.2.4 (2019-04-11)
Bug Fixes

package: bump @octokit/app (#910) (ecae3fc)
"
187,"9.2.3 (2019-04-11)
Bug Fixes

propagate errors to @octokit/webhooks (#907) (de871e1)
"
188,"9.2.2 (2019-04-09)
Bug Fixes

package: update @octokit/graphql to version 2.1.1 (89a27c6), closes #903
"
189,"9.2.1 (2019-04-06)
Bug Fixes

package: update @octokit/webhooks to version 6.0.0 (172a0b3)
"
190,"9.2.0 (2019-04-03)
Features

Update @octokit/rest to 16.23.2 (#901) (23e8eab)
"
191,"9.1.1 (2019-03-27)
Bug Fixes

package: update semver to version 6.0.0 (fd63724), closes #897
"
192,"9.1.0 (2019-03-25)
Features

typescript: export type OnCallback (#896) (036ee3b)
"
193,"9.0.2 (2019-03-19)
Bug Fixes

package: update @octokit/graphql to version 2.0.2 (e584124)
"
194,"9.0.1 (2019-03-13)
Bug Fixes

package: update dotenv to version 7.0.0 (28ead7e)
"
195,"Breaking changes

⚠️ all previously deprecated methods have been removed. Make sure you address all deprecation messages you see with Probot v7 before upgrading.
context.github.query(): Changes in errors thrown due to GraphQL errors
error.name is now GraphqlError, was GraphQLQueryError
error.query is now error.request.query
preview headers that are not required to use an API are no longer set automatically. Set using {headers: { accept: '<preview header here>'}
.gitdata.getTags() has been removed. Use .git.listRefs({namespace: tags}) instead
Methods for undocumented endpoints have been removed.
Instead of octokit.users.getById({id}) use octokit.request('GET /user/:id', {id})
Instead of octokit.repos.getById({id}) use octokit.request('GET /repositories/:id', {id})
octokit.enterprise.* methods have been removed. Use your own @ocotkit/rest instance and install the @octokit/enterprise-rest plugin
octokit.issues.addLabels sends labels parameter with ""labels"" namespace instead of sending the array in the request body root. This is not supported by GitHub Enterprise 2.15 or older. You have several options.
Use the @octokit/enterprise-compatibility plugin
Use the @octokit/enterprise-rest plugin loading all routes for the GHE version you want to support

Use octokit.request() directly:
js
octokit.request('/repos/:owner/:repo/issues/:number/labels', {
  owner,
  repo,
  number,
  data: ['label1', 'label2']
})
* The milestone parameter is no longer validated using a regex as it cannot be derived from octokit/routes
* error.status is now the response status code number. The status text is no longer returned
* Deprecated event.event property is no longer supported. Use event.name instead
* Deprecated new Probot({catchErrors}) has been removed
* probot simulate hase been removed, use probot receive instead


Features

Pagination: the .paginate API from @octokit/rest.js is now used
.paginate(options, mapFn) now accepts the request options, just like ocotkit.request.
.paginate.iterator(options) allows for async iteration.
Custom requests using octokit.request & octokit.request.endpoint.
Improved Typescript definitions for context.github
add constructor option for redis config (#846) (4bbf29c), closes #845
Add overloads for all Webhook events (#858) (19fb9d2)
Cluster support for request throttling (86f5312)
moar Typescript foo (fa9a228)
new github.paginate API, github.paginate.iterator() (e0868f1)
new throttling & automated retries (c6cbc97)
options.Octokit to pass custom Octokit version (#840) (9b11084)
standalone run command (#751) (bd42feb)

Deprecations

context.github.query() is now context.github.graphql()
context.github.query(query, variables, headers) is now context.github.graphql(query, options). options.headers is passed as headers. Other options are passed as variables, with the exception of method, baseUrl, url, headers, request, and query.
context.github.paginate(promise, mapFn) is now context.github.paginate(requestOptions, mapFn). Example:

Before
js
  const allIssues = await context.github.paginate(
    context.github.issues.getAll(context.repo())
  )
After
js
  const allIssues = await context.github.paginate(
    context.github.issues.getAll.endpoint.merge(context.repo())
  )
Bug Fixes

create only a single redis connection when REDIS_URL is set (6638331)
error.code => error.status (#871) (596a42d)
make .issues.addLabels() compatible with current GHE versions (aa1c570)
make smee-client requirement optional again (#868) (1581315)
pass baseUrl option to @octokit/app (#839) (eab6851)
remove deprecated ""simulate"" command (57587b8)
remove deprecated catchErrors constructor option (f46c41c)
remove handling deprecated .event property (1f76ec6)
logging: error.status is the new error.code. The old error.status is no more (2918249)
package: update pkg-conf to version 3.0.0 (b77e06c)
remove unnecessary escaping in private key error message  (#862) (8c47d1f)
Update dependencies (#870) (d32ce60)
typescript: @octokit/webhooks import (#854) (30ac1a4)
"
196,"8.0.2 (2019-03-03)
Bug Fixes

error.code => error.status (#871) (f360c5f)
"
197,"8.0.1 (2019-03-03)
Bug Fixes

make smee-client requirement optional again (#868) (99784f3)
"
198,"🤦‍♂️We did a little 💩
We released both v8.0.0 and v9.0.0 at the same time. Please update directly to v9. See changelogs at https://github.com/probot/probot/releases/tag/v9.0.0"
199,"8.0.0-beta.12 (2019-03-03)
Bug Fixes

package: update pkg-conf to version 3.0.0 (faefc44)
"
200,"7.5.1 (2019-03-03)
Bug Fixes

Update dependencies (#870) (d32ce60)
"
201,"8.0.0-beta.11 (2019-02-28)
Features

Add overloads for all Webhook events (#858) (e367c81)
"
202,"8.0.0-beta.10 (2019-02-27)
Bug Fixes

remove unnecessary escaping in private key error message  (#862) (9dd9a15)
"
203,"8.0.0-beta.9 (2019-02-20)
Features

standalone run command (#751) (067966f)
"
204,"8.0.0-beta.8 (2019-02-16)
Features

options.Octokit to pass custom Octokit version (#840) (bae8285)
"
205,"8.0.0-beta.7 (2019-02-14)
Bug Fixes

typescript: @octokit/webhooks import (#854) (8f949e2)
"
206,"8.0.0-beta.6 (2019-02-07)
Features

add constructor option for redis config (#846) (1c71952), closes #845
"
207,"8.0.0-beta.5 (2019-01-31)
Bug Fixes

pass baseUrl option to @octokit/app (#839) (dc59207)
"
208,"8.0.0-beta.4 (2019-01-30)
Bug Fixes

remove deprecated ""simulate"" command (739e3a1)
remove deprecated catchErrors constructor option (4a740ce)
remove handling deprecated .event property (a3fb089)

BREAKING CHANGES

Deprecated event.event property is no longer handled. Use event.name instead
Deprecated new Probot({catchErrors}) has been removed
probot simulate hase been removed, use probot receive instead
"
209,"8.0.0-beta.3 (2019-01-27)
Bug Fixes

create only a single redis connection when REDIS_URL is set (e1d7873)
"
210,"8.0.0-beta.2 (2019-01-26)
Features

Cluster support for request throttling (37938d2)
"
211,"BREAKING CHANGES

context.github.query(): Changes in errors thrown due to GraphQL errors
error.name is now GraphqlError, was GraphQLQueryError
error.query is now error.request.query
all previously deprecated methods have been removed
preview headers that are not required to use an API are no longer set automatically. Set using {headers: { accept: '<preview header here>'}
.gitdata.getTags() has been removed. Use .gitdata.listRefs({namespace: tags}) instead

Methods for undocumented endpoints have been removed.


Instead of octokit.users.getById({id}) use octokit.request('GET /user/:id', {id})

Instead of octokit.repos.getById({id}) use octokit.request('GET /repositories/:id', {id})
octokit.enterprise.* methods have been removed. Use your own @ocotkit/rest instance and install the @octokit/enterprise-rest plugin

octokit.issues.addLabels sends labels parameter with ""labels"" namespace instead of sending the array in the request body root. This is not supported by GitHub Enterprise 2.15 or older. You have several options.


Use the @octokit/enterprise-compatibility plugin

Use the @octokit/enterprise-rest plugin loading all routes for the GHE version you want to support

Use octokit.request() directly:
js
octokit.request('/repos/:owner/:repo/issues/:number/labels', {
  owner,
  repo,
  number,
  data: ['label1', 'label2']
})
* The milestone parameter is no longer validated using a regex as it cannot be derived from octokit/routes
* error.status is now the response status code number. The status text is no longer returned


Deprecations

context.github.query() is now context.github.graphql()
context.github.query(query, variables, headers) is now context.github.graphql(query, options). options.headers is passed as headers. Other options are passed as variables, with the exception of method, baseUrl, url, headers, request, and query.
context.github.paginate(promise, mapFn) is now context.github.paginate(requestOptions, mapFn). Example:

Before
js
  const allIssues = await context.github.paginate(
    context.github.issues.getAll(context.repo())
  )
After
js
  const allIssues = await context.github.paginate(
    context.github.issues.getAll.endpoint.merge(context.repo())
  )
Features

Pagination: the .paginate API from @octokit/rest.js is now used
.paginate(options, mapFn) now accepts the request options, just like ocotkit.request.
.paginate.iterator(options) allows for async iteration.
Custom requests using octokit.request & octokit.request.endpoint.
Improved Typescript definitions for context.github
new github.paginate API, github.paginate.iterator() (153a3fa)
new throttling & automated retries (6f06f82)

Bug Fixes

logging: error.status is the new error.code. The old error.status is no more (3b3d656)
make .issues.addLabels() compatible with current GHE versions (d41c422)

Build System

package: @octokit/rest v16, @octokit/graphql, octokit-pagination-methods (a8f39d0)
"
212,"🐣  Features

Prefill Glitch app name as GitHub app name for app manifests (#742) @yeskunall

🐜  Bug Fixes

Fix typings for stats app (#728) @wolfy1339
Update dotenv to the latest version 🚀 (#781) @greenkeeper[bot]
Update @types/jsonwebtoken to the latest version 🚀 (#757) @greenkeeper[bot]
PRIVATE_KEY_PATH error handling (#778) (#782) @NikhilM98
Use path.resolve instead of path.join to resolve payload paths. (#785) @krtx 
Removed allowed failure configuration for node 10 (#802) @brwne
Typescript: Fixed GitHubAPI.paginate callback signature (#775) @Eddman
Typescript: Fix webhook payload definition (#793) @gimenete
Typescript: Fix Webhooks class constructor (#798) @wolfy1339 

🎰  Others

Fix misspellings of receive (#783) @FalconWiz
Update simulating-webhooks.md (#796) @mayank23 
Fix link to ""Create the GitHub App"" (#786) @chadfawcett
Fix link to ""probot-metadata"" extension (#787) @chadfawcett
Added package-lock.json #769 (#791) @HaydenMeloche 
Spelling (#800) @jsoref
Fix sample code for serverless deployment (#807) @kentaro-m
Fix URL for Serverless GCF repository (#805) @pgoodjohn
fix: Update year to 2019 (#812) @MarvinJWendt
Add pull reminders badge to README (#814) @abinoda

See full changelog"
213,"Improvements

Docs: #739 @bkeepers, #740 @JasonEtco, #741 @yeskunall, #698 @bdougie, #734 @hiimbex, #756 @hiimbex, #752 @TimonVS, #773 @matchai
Tests/Typescript improvements: #696 @macklinu, #704 @macklinu, #718 @TimonVS, #710 @bobvanderlinden
Version updates: #750, #768 @gr2m - updating Octokit to v15.18
Recent updates/Fixes:
Allow starting probot without token or id/cert (#738) @bkeepers
Do not require token on probot-receive (#754) @gimenete
Include version in manifest (#763) @wilhelmklopp 

See full changelog"
214,"Fixes

Allow starting probot without token or id/cert (#738) @bkeepers

See full changelog"
215,"Improvements

Support for color in terminal logs will now automatically be detected, so no more ugly ASII escape codes in your logs (#708) @gimenete
Deprecate probot simulate in favor of probot receive (#726, #730) @gimenete, @hiimbex
Update @octokit/rest (#721, #732) @hiimbex
Wrap pem in quotes to make Glitch happy (#737) @wilhelmklopp

See full changelog"
216,"Improvements


It's now easier to get started building your first Probot App thanks to support for GitHub App Manifests. Check out https://probot.github.io/docs/development/#configuring-a-github-app to learn more! (#650, #700, #701) by @wilhelmklopp, @bkeepers, and @hiimbex 


Tests updates

chore(tests): convert serializers test to TypeScript (#695) @macklinu
Resolve Jest transform option deprecation warning (#694) @macklinu 
See full changelog
"
217,"Improvements

Remove duplicated word (#682) @borNfreee

Security Update

Require @octokit/webhooks@^5.0.2 (#691) @gr2m
See Release notes for more info: https://github.com/octokit/webhooks.js/releases/tag/v5.0.2

See full changelog"
218,"Improvements

Update octokit/rest and tests to use /app/installations (#681) @hiimbex
This deprecation warning caused this update
Some docs updates #669 @bkeepers, #671 @augustogoulart 
Many more improvements to our TypeScript support, including:
Rewriting some tests: #676 @gupsho, #664 @AditShah
Fix GraphQL in TypeScript (#667) @tcbyrd

See full changelog"
219,"Improvements


If a webhook received from GitHub is not using the same value configured for WEBHOOK_SECRET you'll now see a more helpful error message telling you how to fix it. (#621, #647) @hiimbex


By default, installation tokens are cached for 59 minutes. You can now change that by setting INSTALLATION_TOKEN_TTL (#638) @tommilligan


PRIVATE_KEY can now be a base64 encoded string, which make it a little easier to set in some deployment environments (#624) @tcbyrd


Many more improvements to our TypeScript support, including: 

Set the proper response type when making a GraphQL query with context.github.query() (#667) @tcbyrd
Making cacheErrors option optional (#616) @BPScott
Improve typing of Context (#617) @BPScott
Extract type declarations for @octokit/webhooks (#626) @bkeepers

Rewriting some tests in TypeScript (#614, #625, #629, #656, #660) @kentaro-m, @yawningphantom, @karol-majewski


Update versions for a few dependencies:

update bottleneck to version 2.8.0 (#661) @bkeepers
update ts-jest to version 23.1.4 (#662) @bkeepers

Documentation: 


Bring testing docs in line with probot/template (#627) @wilhelmklopp


Adding typescript option to create-probot-app command (#630) @mousavian


Add probot-messages (#657) @hiimbex


See full changelog"
220,"Bug Fixes

Fixes a bug with context.event #611 
Updates @octokit/rest
"
221,"Improvements


Probot has been rewritten in TypeScript. Overall, you should see no significant difference between 6.2.0 and 7.0.0 and you can continue writing your apps in plain ol' JavaScript if you'd like. Writing Probot apps in TypeScript is still experimental, but if you'd like to help us improve the experience, please check out https://github.com/probot/probot/issues/512 and open pull requests to improve TypeScript support.


Rename robot to app (#542)


A lot of documentation improvements, including docs on Environment Configuration


See the blog post for more info about this release.
Fixes


Fix path to GraphQL API when using GitHub Enterprise. Now you can use Probot to make GraphQL requests against your GitHub Enterprise instance (#580)


Fix deprecation warning from Octokit.js for response.meta (#550)


Migrating from 6 to 7
If you're using the probot run command, then there should only be one major breaking change for your test suite. createRobot is now a class, Application:
```js
// probot@6.x.x
const { createRobot } = require('probot')
const robot = createRobot()
// probot@7.0.0
const { Application } = require('probot')
const app = new Application()
```
You can also use app.load(myProbotApp) instead of myProbotApp(robot), which is common in tests."
222,"Fixes

Check for ignored account before fetching all repositories. (#567)
"
223,"Heads Up!: There's a regression in octokit/rest.js that causes an error when Probot starts up and may break some apps. An upstream fix is in progress and we'll push out a new release as soon as it's ready. https://github.com/probot/probot/issues/537
New Features

🎉 Support for the Checks API thanks to the latest @octokit/rest (^15.6.0). Check out the API docs and look to move your app to this awesome new API (#533)
⛔️ Add IGNORED_ACCOUNTS environment variable to ignore spammy/abusive users. (#513)

Improvements

💥 Fixes to allow receiving events like installation.deleted and marketplace_purchase aren't associated with an active installation. See unauthenticated events for more information (#475, #536)
🙉 Move webhook event logs to debug level since you may not find these helpful once your app is humming along in production. (#478)
🔬 Allow initializing the GitHub client without options for those loading the client directly. (#479)
🕵️‍♀️ Throw informative error if payload is missing repository when calling context.repo() (#508)
👌 Add a favicon to the https://localhost:3000/probot default page. It's the little things. (#483)

View full changelog"
224,"Enhancements


Do you love Probot and GraphQL? Well good news for you! Now you can use them together! Be warned: this is experimental. See the docs to get started and share your feedback. (#472)


An error will now be raised if there are several .pem files in your app directory. Set PRIVATE_KEY_PATH to specify which one you want to use. (#441)


Updated Node.js minimum version required to 8.3.0. This was a requirement for apps to run before, but the check was only looking for 7.7. (#464)


Switched from github-webhook-handler to @octokit/webhooks. You shouldn't notice any changes, but let us know if your app has any weird symptoms (#462)


Updated @octokit/rest to version 15.2.0


See full changelog"
225,"Breaking Changes

Migrate to @octokit/rest.js, which is the latest version of the node-github client. There shouldn't be any noticeable changes, but since @octokit/rest is a complete rewrite of the node-github internals, we're marking this a breaking change just to be safe. (#400)

Improvements


Allow setting name on logger components. (#355)
js
robot.on('issues.opened', context => {
  const log = context.log.child({name: 'my-issue-thingy'});
});


Community


Need persistence in your app? We've got some docs to help you out! (#242)


Looking to contribute to Probot? We've started labeling issues good-first-issue, so check them out.


See full changelog"
226,"Breaking Changes


The new webhook proxy introduced in 4.0 is now the default (#391). Support for localtunnel has been removed and will no longer work in development. To update your existing Probot app to use the new webhook proxy in development:


Go to smee.io and click Start a new channel. Set WEBHOOK_PROXY_URL in your .env to the URL that you are redirected to.

Update your GitHub App to deliver webhooks to the webhook proxy URL.
Run $ npm install --save-dev smee-client to install the new client
Run $ npm uninstall localtunnel to remove the old client
Run $ npm start and your app should work just like it did before! 🎉 

See the development docs for more information. If you still want to use localtunnel, you can install it manually and run lt --port 3000.
Enhancements

Properly handle async errors in express. (#384)
Add DISABLE_STATS option to disable the /probot/stats endpoint that is available by default. For popular apps, this endpoint can be expensive to generate. (#392)

Extensions

Check out the Config extension  for sharing configs between between repositories from the team at Sentry. (#390)

View full changelog"
227,"Improvements

Add early termination to paginate method (#329). Check out the pagination docs for more information.
"
228,"Improvements


GitHub Enterprise Support (#331). See the docs on using GitHub Enterprise docs to get started.


Lots of logging improvements (#320), including adding context.log for logging in your event handlers (#321), req.log for logging in HTTP requests (#322), and improved logging of GitHub API requests (#351). See the logging docs for more information.


Add support for a new and experimental webhook proxy (#359). Go to https://smee.io and click Start a new channel. Use that URL as your Webhook URL in your GitHub App, and set WEBHOOK_PROXY_URL to that URL in your .env (along with DISABLE_TUNNEL=true). This new webhook proxy service will likely replace localtunnel in 5.0.


Update the node-github client to version 12.0.3 (#340)


Breaking Changes


The default log level is now info for robot.log(msg). Set LOG_LEVEL=debug or trace in your .env to see more verbose logging from Probot internals.


Probot now uses hbs internally instead of ejs (#325). If you are using res.render('my-ejs-file') and depending on probot for the ejs setup, you'll now need to pull in ejs yourself.


View the full changelog"
229,"
3.0.3 (2017-11-21)
Bug Fixes

Move unhandled rejection listener to cli scripts (#339) (f8abe25)
"
230,"
3.0.2 (2017-11-02)
Bug Fixes

use posix join for context.config to fix issue on Windows (#311) (f508dfa)
"
231,"
3.0.1 (2017-10-31)
Bug Fixes

use lowercase username for localtunnel (#310) (833a34e)
"
232,"
3.0.0 (2017-10-17)
Features

/probot homepage (#279) (5d29945)
"
233,BREAKING CHANGE: probot run without any arguments will no longer autoload apps named probot-*.
234,"
Add DISABLE_TUNNEL environment variable to disable localtunnel (#260)
"
