Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
309,Directly use useApp in useTick hook,0.85086036,useTick and useApp,Render PIXI stage on reconciliation,1
310,1.0.4,0.6719552,v2.0.0 🎉,,0
311,:arrow_up: pixi v5,0.6750181,Support PIXI v5,,0
312,0.4.1,0.7471797,v2.0.0 🎉,,1
313,Merge pull request #192 from phaux/patch-1,0.45329267,Upgrade React Reconciler (new API),,0
314,Fix Docs (#395),0.6986276,Fix Docs by @baseten in link,,0
315,0.2.0,0.7953129,v2.0.0 🎉,,1
316,Add withPixiApp higher order component,0.8814982,Add higher order component for providing the PIXI.Application:,,1
317,6.5.1,0.60447073,v2.0.0 🎉,,0
318,Add working ci.json contents,0.6833435,Add starter codesandbox/ci.json by @baseten in link,,0
319,1.2.0,0.8034574,v2.0.0 🎉,,1
320,6.0.2,0.7524812,v2.0.0 🎉,Add object type support for _ReactPixi.PointLike,1
321,Add render to docs,0.7841418,Update docs regarding render via DOM and custom render,,1
322,1.3.1,0.68578184,v2.0.0 🎉,Changed graphics draw behaviour,0
323,Fix PixiRef type,0.8028209,Add PixiFiber,,1
324,Serve module based on node env,0.7685844,Load development/production build based on process.env.NODE_ENV.,,1
325,First argument of render() expects a React.Component instead of a PIXI instance,0.67510617,React-Pixi:,,0
326,add check for master branch prerelease script (#400),0.8448205,Add check for master branch prerelease script by @baseten in link,,1
327,Merge pull request #73 from baco16g/feature/fix_README,0.52309906,Fix borked versions by @baseten in link,,0
328,Merge pull request #159 from paolotozzo/with-filters-ts,0.70558316,"Filter Wrapper support, thanks to @paolotozzo",Fix broken withFilters type inference,1
329,1.1.5,0.6762122,},,0
330,Remove package lock and eslint config,0.5845425,ESLint config,,0
331,0.0.9,0.64749444,v2.0.0 🎉,,0
332,Fix for Parcel 2,0.61205065,Support for Parcel bundler,,0
333,Fix lint,0.9397458,Fix linting,Use latest reconciler,1
334,Run build on prepublish,0.590943,Build outputs:,,0
335,1.1.11,0.75199974,},,1
336,Merge pull request #42 from inlet/update-modules,0.4925376,Update modules,,0
337,Merge pull request #50 from inlet/generic-pixiapp-context,0.5935539,"import { Stage, AppConsumer } from '@inlet/react-pixi'",,0
338,Merge pull request #154 from paolotozzo/bundle-size,0.5648099,Optimize bundle size,,0
339,Update docz README,0.8826034,Update README and docs,,1
340,fix doc deployment (#390),0.7004487,fix doc deployment by @Zyie in link,,1
341,Use node:lts docker for CI,0.62069905,cjs (node),,0
342,Merge pull request #187 from EloB/graphics-draw,0.504585,Add preventRedraw prop to Graphics:,,0
343,Merge pull request #92 from inlet/type-def-for-hoc,0.49996433,Support Federated Events API,,0
344,v7.0.2,0.72419274,v2.0.0 🎉,,1
345,:wrench: move jest-webgl-canvas-mock before bootstraping,0.60006833,Remove canvas-prebuilt and support new jest environment,,0
346,Fix npm version,0.82423234,Update npm modules,,1
347,Merge pull request #190 from mimshwright/fix/error-message,0.46766537,Fix BitmapText double destroy bug by @baseten in link,,0
348,Merge pull request #284 from MrEmii/patch-1,0.4502411,Move sideEffects false to each package by @baseten in link,,0
349,Added tests,0.81819355,Tests,,1
350,Fix missing property preventRedraw in index.d.ts,0.51472914,Fix Container TS types bug by @baseten in link,,0
351,Merge pull request #230 from inlet/support-mulitple-contexts,0.4863503,Move sideEffects false to each package by @baseten in link,,0
352,more modern omit,0.4944629,Removed,,0
353,"Fix BitmapText implementation, shorthand style is not supported anymore",0.6083325,Fix BitmapText double destroy bug by @baseten in link,,0
354,0.5.5,0.61816216,v2.0.0 🎉,Fix ts 1.2.17,0
355,Add construct to withFilters,0.76300406,withFilters to type definition,,1
356,Update Readme,0.74015164,Update README and docs,,1
357,implement hideInstance and unhideInstance,0.53835016,Stage now uses the unmountComponentAtNode on componentWillUnmount,,0
358,Update circle node,0.5919701,Node modules,,0
359,"Update def for ParticleContainer, accept children. Fix #214",0.5465393,"Change the applyDefaultProps behaviour, fixes #235 ",,0
360,fix render() param typings,0.5801116,render() {,,0
361,Merge pull request #142 from RodrigoHamuy/DevTools-version,0.55333406,DevTools React DOM version.,,0
362,Change: Inject React-DOM version to React DevTools,0.8726959,DevTools React DOM version.,,1
363,Add white space on import object,0.44919574,import * as React from 'react',,0
364,Merge branch 'update-ts-def' into kiochan-patch,0.45925337,Update docs,,0
365,Support typings for animated,0.9383979,Typings for animated,,1
366,Merge pull request #62 from dschu-lab/master,0.44824845,Remove docz ready for release by @baseten in link,,0
367,Clean type definition,0.58564126,Updated type definitions,,0
368,6.5.4,0.549955,v2.0.0 🎉,,0
369,:memo: badges and mdx version,0.41797638,update to the readme by @GoodBoyDigital in link,Fix type definitions for container,0
370,Update reconciler snapshot,0.7081106,Upgrade modules (including new React Reconciler),,1
371,Update peer dep,0.6066581,Peer dependencies are now accepting minor and patch versions.,,0
372,Merge pull request #199 from zenios/master,0.44571084,Remove docz ready for release by @baseten in link,,0
373,Move update events from window to root container,1.0000002,Move update events from window to root container,,1
374,Update eslintignore,0.6916514,ESLint config,Apply PointLike type to skew,0
375,5.1.0,0.73074776,v2.0.0 🎉,,1
376,Add scheduler to deps,0.49698436,Add postinstall.js to npm files and move replace-in-file to deps,,0
377,Fix typo in Text.mdx (#434),0.76813257,Fix typo in Text.mdx by @PabloLION in link,,1
378,Test hooks separately,0.7653306,@testing-library/react for testing hooks correctly,,1
379,Merge pull request #162 from ximing/master,0.39333245,New updated withFilters HOC. see link,Fixes #198,0
380,6.3.0,0.6465634,v2.0.0 🎉,,0
381,Export createHost in rollup config,0.66424215,Rollup config,Fixes #198,0
382,Update Circle,0.68373954,Updated,,0
383,Prep for v7 release (#380),0.7765596,Prep for v7 release by @baseten in link,,1
384,Merge pull request #153 from paolotozzo/filters,0.7145977,"Filter Wrapper support, thanks to @paolotozzo",,1
385,Make  a PointLike type.,0.7928545,Make PointLike type more strict,,1
386,Update eslint,0.6453337,Updated,,0
387,Merge pull request #144 from Mushus/bugfix/simple-mesh-types,0.46095297,Fix BitmapText double destroy bug by @baseten in link,,0
388,Merge pull request #151 from paolotozzo/fix-animated-sprite,0.564375,"import { Stage, Sprite } from '@inlet/react-pixi'",,0
389,0.0.2,0.7507361,v2.0.0 🎉,Update AnimatedSprite play state and add types,1
390,1.2.4,0.73483646,},,1
391,Update react spring docs with color example,0.6955546,Update react-spring types,,0
392,Create FUNDING.yml,0.5522648,render() {,Fix Stage default height in docs to be correct value,0
393,Use npm-scripts prepare,0.56056106,Update npm modules,,0
394,maintain visible prop on unhideInstance,0.6283439,Stage now uses the unmountComponentAtNode on componentWillUnmount,,0
395,6.6.5,0.48735246,v2.0.0 🎉,Fix for Parcel 2,0
396,Augment react-pixi and return a nullable component if window is not defined,0.5753843,"ReactPixi API (SimpleRope, props, etc)",Seems like Parcel 2 can't detect the dependency when it's URL is produced dynamically.,0
397,6.0.8,0.61070323,v2.0.0 🎉,,0
398,0.5.11,0.64808166,v2.0.0 🎉,,0
399,Compare prop texture and image before applying,0.6331222,Update texture prop on AnimatedSprite,,0
400,6.0.3,0.6764998,v2.0.0 🎉,,0
401,Update links to PIXI docs,0.72188234,Update docs,Added new error message,1
402,Update interaction event types,0.7643932,Support interaction events,,1
403,update doc.yml,0.74460185,Update docs,add pixi.js in install command in README.md,1
404,6.0.4,0.6358094,v2.0.0 🎉,related to link,0
405,"Revert to last stable reconciler, new reconciler is in alpha wait till stable",0.802932,"React Reconciler works again, wait for the alpha package react-reconciler to become stable.",,1
406,6.6.1,0.5348581,v2.0.0 🎉,,0
407,Support number[] as (Observable)Point values in JSX,0.6015358,jsx,,0
408,1.2.2,0.7310115,},,1
409,Stage responds to request render from reconciler,0.6831674,  stage = React.createRef(),,0
410,Merge pull request #13 from xaviergonz/master,0.43533817,Fix typings and window compilation thanks to @xaviergonz ,,0
411,Merge pull request #119 from inlet/dependabot/npm_and_yarn/lodash-4.17.13,0.46205565,import { Stage } from '@inlet/react-pixi/legacy';,,0
412,Add Slack to docs,0.64266825,Add AppProvider usage description in hooks docs by @AndreasWintherMoen in link,,0
413,Fix withPixiApp HOC,0.75344455,Typings for HOC withPixiApp,Expose eventHandlers,1
414,Add option isSprite to render text as a sprite with it as a main texture,0.6692656,Support for prop isSprite on Text component to render it as a texture and speed up performance. thanks @paolotozzo,,0
415,Add typescript to docs,0.75037795,Add applyDefaultProps to type definition and update docs,,1
416,:heavy_minus_sign: pixi.js-legacy,0.5816237,npm install pixi.js-legacy,Improve texture updates on AnimatedSprite,0
417,Fix links,0.7552025,link,,1
418,Add hooks to type def,0.8839039,Type def for hooks,Right now if you add custom events to DisplayObject they are hard to use.,1
419,Add typings to package.json,0.5956459,Add starter codesandbox/ci.json by @baseten in link,,0
420,Update reconciler and watch builds,0.6819961,Upgrade modules (including new React Reconciler),,0
421,Merge remote-tracking branch 'upstream/master',0.41065264,Add check for master branch prerelease script by @baseten in link,Add white space on import object,0
422,Use terser to transpile es6,0.5109242,ESLint config,"Based on other ReactPIXI's example coding style, added white space.",0
423,Texture.from now emits request render events on texture load,0.6125769,render() {,Bump handlebars from 4.1.2 to 4.5.3,0
424,0.5.10,0.62102497,v2.0.0 🎉,Bumps handlebars from 4.1.2 to 4.5.3. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
425,Add contribution files,0.99999994,Add contribution files,,1
426,Pixi V7 (#377),0.7388428,Pixi V7 by @baseten in link,,1
427,Use yarn explicitly to prevent inconsistency so docz can build again.,0.47296342,Inject fiber into devtools,,0
428,Update renderer,0.75914836,Update renderer resolution on options.resolution change,,1
429,Merge pull request #208 from devsisters/fix-type-defs,0.5202169,DevTools React DOM version.,,0
430,Support Federated Events API,0.9999999,Support Federated Events API,FIx Parcel bundler support,1
431,Update types to meet PIXI's new types,0.6702828,Now compatible with PIXI v5.3+.,Parcel doesn't like the syntax for the require statement. This version does work though.,0
432,Add PIXI events,0.7701758,Add PixiFiber,,1
433,:memo: docs,0.66079223,Docs,,0
434,"Update type definition, add Context. Fixes #83",0.78873074,Updated type definitions,Text as texture,1
435,Fix skipped return statement in custom applyProps,0.64239943,"Change the applyDefaultProps behaviour, fixes #235 ",,0
436,Merge pull request #280 from inlet/update-readme,0.51075566,Update README and docs,,0
437,Update README regarding react spring,0.8561177,Update react-spring types,Fix missing property preventRedraw in index.d.ts,1
438,AnimatedSprite.texture can be a FrameObject now. Fixes #290,0.8225951,Validate AnimatedSprite.texture for FrameObject as well,Fix syntax error in index.d.ts,1
439,1.1.4,0.7299228,},,1
440,"Head back to the old docz, newer is broken",0.53923947,Upgrade docz and internals,merge upstream,0
441,Add PixiComponent to Public API,0.7005327,Add PixiFiber," was unclosed, let's close it.",1
442,Prevent passing prop children to canvas element,0.58481085,Add preventRedraw prop to Graphics:,,0
443,1.2.3,0.73534036,},withFilters is missing in typings.d.ts #158,1
444,Test setValue,0.6508707,Tests,,0
445,Add enabled flag to useTick type def,0.8601868,Add enabled flag to useTick type definition.,,1
446,Merge pull request #231 from aktriver/remove-preventredraw-prop,0.537349,"Change the applyDefaultProps behaviour, fixes #235 ",Include reconciler interface,0
447,1.0.0,0.75688124,v2.0.0 🎉,,1
448,Merge pull request #226 from queq1890/modify-point-like-type,0.47708672,Make  component compliant with react-spring,,0
449,Update peer deps to React 17.x,0.62045234,Update modules to latest (incl. React v17.0.1),,0
450,Add types for AnimatedSprite,0.77926016,Types for Animated Sprite,Fix issue with bundle size,1
451,Merge pull request #114 from inlet/update-docs,0.54289603,Update README and docs,,0
452,1.2.9,0.72146916,},,1
453,1.1.3,0.7289843,},,1
454,1.2.11,0.7635813,},implement filter wrapper for components,1
455,Add comments to support in-code suggestions and type feedback,0.88739216,Add comments to type declaration to support in-code type suggestions.,,1
456,Merge pull request #124 from fabienjuif/patch-1,0.52860844,Move sideEffects false to each package by @baseten in link,,0
457,Fix typings for sprite with children (#409),0.85835534,Fix typings for sprite with children by @Hogar in link,add property preventRedrawn to PIXI.Graphics,1
458,Update modules,1.0000002,Update modules,,1
459,Add legacy fallback to docs,0.60411674,Update docs,,0
460,4.1.0,0.7191386,v2.0.0 🎉,,1
461,Update README,0.8568523,Update README and docs,Fix animated sprite,1
462,1.2.19,0.7459146,},,1
463,Move replace-in-file to deps,0.73911697,Add postinstall.js to npm files and move replace-in-file to deps,,1
464,Update types for PixiFiber,0.81963325,Add PixiFiber,,1
465,1.2.17,0.7473558,},,1
466,1.2.12,0.7696365,},,1
467,0.0.6,0.67568,v2.0.0 🎉,,0
468,Build docs,0.6588363,Build outputs:,Fix SimpleMesh types,0
469,Expose applyDefaultProps,0.84138,Expose applyDefaultProps  for Custom Components.,ts: missing pointlike for sprite's Anchor prop,1
470,Only update textures when changed,0.82840955,AnimatedSprite textures now only updates if actually changed.,,1
471,Improved events handling,0.6950856,Support interaction events,,0
472,Add tests for reconciler + add mock util to create spies of mocked module,0.5063128,@testing-library/react for testing hooks correctly,,0
473,1.1.7,0.72239596,},,1
474,Update Stage example,0.6679188,Updated,Change: Inject React-DOM version to React DevTools,0
475,Update tests in ci,0.76815647,Update tests,,1
476,added tests,0.8400386,Tests,,1
477,Merge pull request #222 from inlet/use-latest-reconciler,0.6007458,Upgrade React Reconciler (new API),,0
478,Add postinstall.js to npm,0.8161713,Add postinstall.js to npm files and move replace-in-file to deps,Add PIXI.AnimatedSprite support,1
479,Add example to docs,0.67897516,Docs,,0
480,Optimzed isFunction,0.46375975,Optimize bundle size,Bump eslint-utils from 1.4.0 to 1.4.2,0
481,"Add test, update docs",0.80782735,Update tests,Bumps eslint-utils from 1.4.0 to 1.4.2. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
482,Merge pull request #161 from threehams/patch-1,0.43797922,Move sideEffects false to each package by @baseten in link,,0
483,6.0.6,0.58796775,v2.0.0 🎉,,0
484,Fix #47,0.48977,"Change the applyDefaultProps behaviour, fixes #235 ",,0
485,Export InteractionEvent types,0.9451021,Export internal types (InteractionEvents),,1
486,Update animated types,0.70384026,Update texture prop on AnimatedSprite,,1
487,Delete CNAME,0.47633368,Removed,,0
488,Update snapshots,0.63393116,Updated,,0
489,Update the resolution on interaction manager,0.80308825,"Instead of resetting the interaction manager, simply update the resolution of the interaction manager. Libraries like pixi-viewport depends on the interaction manager, this patch will fix any related issues.",,1
490,Merge pull request #239 from inlet/fix/auto-density,0.43926734,"Change the applyDefaultProps behaviour, fixes #235 ",,0
491,Enable all tests,0.6629383,Tests,,0
492,Fix broken withFilters type inference,0.6542177,withFilters to type definition,,0
493,Fix issue with bundle size,0.80072725,Optimize bundle size,,1
494,Fix type,0.6332393,Updated type definitions,,0
495,Merge pull request #3 from inlet/prepare-update,0.49962497,Implement the prepareUpdate hook of the reconciler hostconfig.,Expose applyDefaultProps,0
496,Upgrade modules,0.88134634,Update modules,,1
497,Update react reconciler to use the new hooks API,0.8455882,Upgrade React Reconciler (new API),,1
498,Merge pull request #69 from inlet/add-hooks-to-type-def,0.56404114,Type def for hooks,,0
499,Merge pull request #2 from inlet/master,0.431055,Implement the prepareUpdate hook of the reconciler hostconfig.,,0
500,Apply PointLike type to skew,0.9613939,Make skew a PointLike type,Update README,1
501,Update docs for Graphics,0.72261375,Update docs,,1
502,add starter codesandbox/ci.json (#405),0.88264704,Add starter codesandbox/ci.json by @baseten in link,,1
503,remove tsconfig package in favour of root file (#386),0.85821867,Remove tsconfig package in favour of root file by @baseten in link,,1
504,expose 'crossorigin' property of Texture.fromImage,0.8371674,"Support crossorigin for Texture images, example:",,1
505,"Remove examples, already on codepen",0.5103301,Removed,,0
506,Update PIXI.Application options,0.8166223,Support PIXI v5,:memo: update v4 links and logo to v5,1
507,Add comment,0.73476875,Add,,1
508,Rename to index-animated,0.45394963,Update on initialFrame change,,0
509,Get rid of eventsMap as we only can have one reconciler,0.484365,Upgrade React Reconciler (new API),,0
510,Remove renderFromComponent`,0.7158218,render() {,:arrow_up: pixi v5,1
511,5.0.3,0.7208027,v2.0.0 🎉,,1
512,Render on update initialFrame,0.8428279,Update on initialFrame change,Bump lodash from 4.17.11 to 4.17.13,1
513,:boom: use pixi.js-legacy,0.726607,npm install pixi.js-legacy,Bumps lodash from 4.17.11 to 4.17.13. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
514,Remove shape type,0.7790047,Shape type,,1
515,Removed Childless type,0.5843861,Unmount native sub children,,0
516,Fix stage not having root link,0.5664357,Fix Docs by @baseten in link,,0
517,6.4.1,0.6454815,v2.0.0 🎉,,0
518,Merge pull request #25 from StudioASC/master,0.44594222,Add check for master branch prerelease script by @baseten in link,,0
519,Bump lodash from 4.17.11 to 4.17.13,0.51610285,Update modules to latest (incl. React v17.0.1),,0
520,Merge pull request #109 from rluncasu/master,0.46949404,Implement the prepareUpdate hook of the reconciler hostconfig.,,0
521,6.6.6,0.48937228,},,0
522,remove docz ready for release,0.8334516,Remove docz ready for release by @baseten in link,,1
523,Add typings,0.8090804,Typings,,1
524,Ignore legacy bundles,0.46001786,Removed,,0
525,Update modules with new reconciler,0.8518131,Upgrade modules (including new React Reconciler),Add example to docs,1
526,"Remove context, don't use the new Context API for now",0.7083068,Use new React Context API,,1
527,Fix default height to be correct value,0.51324224,"AutoDensity is now set to PIXI.Application allowing app.renderer.resize to set width, height and css styles correctly.",,0
528,applyDefaultProps now returns a changed boolean to determine if it needs to render,0.6647808,"Change the applyDefaultProps behaviour, fixes #235 ",Revert reconciler,0
529,0.5.6,0.6238749,v2.0.0 🎉,,0
530,Use single reconciler that emits request render events,0.5938122,render() {,,0
531,Added new error message,0.6010658,Errors,,0
532,Update isProduction check,0.74760777,Update tests,,1
533,0.6.0,0.7004955,v2.0.0 🎉,,1
534,0.5.7,0.62661123,v2.0.0 🎉,,0
535,5.1.1,0.60737276,v2.0.0 🎉,,0
536,Delete docs before building docs,0.5733526,Remove docz ready for release by @baseten in link,Upgrade reconciler,0
537,Update peer deps,0.60391915,Peer dependencies are now accepting minor and patch versions.,,0
538,6.1.1,0.5434032,v2.0.0 🎉,,0
539,"Export cjs, module and umd",0.59755826,Export internal types (InteractionEvents),,0
540,Merge pull request #4 from inlet/expose-reactfiber,0.55378044,Make  component compliant with react-spring,,0
541,Fix props,0.7744266,Applying props,,1
542,Split up context tests,0.5221873,Tests,switching from canvas prebuilt to canvas & forcing newer jsdom,0
543,add publishConfig,0.5938377,Add applyDefaultProps to type definition and update docs,,0
544,Fix typos,0.64145315,Typings,Bump js-yaml from 3.12.0 to 3.13.1,0
545,0.3.0,0.71096915,v2.0.0 🎉,Bumps js-yaml from 3.12.0 to 3.13.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
546,0.5.4,0.6563823,v2.0.0 🎉,Bump handlebars from 4.1.0 to 4.1.2,0
547,Merge pull request #279 from inlet/unmount-component-at-node,0.5604611,Stage now uses the unmountComponentAtNode on componentWillUnmount,Bumps handlebars from 4.1.0 to 4.1.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
548,Setup tests,0.7158091,Tests,,1
549,Merge pull request #168 from paolotozzo/text-as-texture,0.52048755,export TYPES on @pixi/react instead by @baseten in link,Improved events handling,0
550,Bump pixi version in badge,0.59779763,Add PixiFiber,,0
551,1.1.8,0.71465206,},,1
552,Merge pull request #16 from inlet/new-context-api,0.5984495,Use new React Context API,,0
553,Render stage in ticker loop when renderComponentOnChange is set to true,0.8098439,Improved rendering stage when renderOnComponentChange is set to true,,1
554,Update react-spring docs,0.8059666,Update react-spring types,Allow PIXI.Application instance to use options.view.,1
555,missing pointlike ts def for sprite,0.6284896,Type defs for Sprite and SimpleMesh,,0
556,Do not apply event handlers as props,0.6392313,"Expose eventHandlers, allowing you to create custom DisplayObject events ",,0
557,Add PixiRef type,0.88625365,Add PixiFiber,,1
558,Fix more links,0.70088786,link,,1
559,Expose the AppProvider and AppConsumer,0.8133042,Expose AppContext,Support React Suspense,1
560,"cross env for windows support, improved typings",0.5546026,Better overall typing support,,0
561,Fix heading hierarchy,0.41390252,Remove lodash and use lodash submodules instead,,0
562,Update reconciler.test.js,0.67822075,Update tests,,0
563,Added test for stage raf toggle,0.6437439,Make Stage RAF dynamic,,0
564,"Inject into devtools once, fixes #251",0.7149002,"Now the devtools will be injected once, this prevents warning errors or duplicate injections.",,1
565,Expose Context,0.6592055,Expose AppContext,,0
566,fix tests,0.77245635,Update tests,,1
567,Fix #229,0.5781908,"Change the applyDefaultProps behaviour, fixes #235 ",expose 'crossorigin' property of Texture.fromImage,0
568,Merge pull request #41 from inlet/note-graphics-clear,0.4793234,Add preventRedraw prop to Graphics:,,0
569,6.2.2,0.73547566,v2.0.0 🎉,,1
570,Merge pull request #273 from spassvogel/text-error,0.47434273,Fix BitmapText double destroy bug by @baseten in link,,0
571,Export animated in separate folder,0.61085904,AnimatedSprite: link,,0
572,Remove runningInBrowser function,0.56495607,The useTicker hook now correctly unmounts,,0
573,suspense tests,0.6930738,Tests,,0
574,Update wallaby config,0.83414596,Update configs,,1
575,Update Stage implementation,0.6289809,Updated,,0
576,6.1.0,0.679231,v2.0.0 🎉,,0
577,Add tests,0.80190074,Tests,Clarify renderOnComponentChange documentation.,1
578,6.0.7,0.5859871,v2.0.0 🎉,,0
579,chore: cleanup files,0.42965487,Upgrade docz and internals,Fix types,0
580,Ability to directly overwrite props for better performance,0.5868334,Applying props,,0
581,"Update Mesh, pass down properties (vertices, uvs, indices and texture)",0.5796655,Update renderer resolution on options.resolution change,,0
582,Add invariant to useApp,0.63898957,useTick and useApp,,0
583,External eslint,0.5753864,ESLint config,,0
584,Expose eventHandlers,0.8365904,"Expose eventHandlers, allowing you to create custom DisplayObject events ",Fix withPixiApp HOC,1
585,Add additional hostconfig methods,0.7176941,Implement the prepareUpdate hook of the reconciler hostconfig.,,1
586,Update modules to use latest stable React,0.85590696,Update modules to latest (incl. React v17.0.1),,1
587,Make componentWillMount unsafe,0.5821047,Stage now uses the unmountComponentAtNode on componentWillUnmount,Added disabled to useTick,0
588,add property preventRedrawn to PIXI.Graphics,0.734227,Add preventRedraw prop to Graphics:,,1
589,better withPixiApp function,0.7624091,Add higher order component for providing the PIXI.Application:,,1
590,Use new context API for Stage,0.75331604,Use new React Context API,,1
591,Components can have children again,0.4354715,Add additional components,,0
592,Serve build based on node env,0.8225404,Load development/production build based on process.env.NODE_ENV.,,1
593,Update react-spring peer deps,0.7094983,Update react-spring types,Fix double events,1
594,Remove postinstall from list of files,0.6091557,Removed,,0
595,0.0.8,0.6694158,v2.0.0 🎉,,0
596,Merge pull request #1 from inlet/master,0.44219297,Implement the prepareUpdate hook of the reconciler hostconfig.,,0
597,v7.0.1,0.72218716,Prep for v7 release by @baseten in link,,1
598,Send the caller to the request render,0.6645891,render() {,,0
599,Update tests,1.0,Update tests,Optimzed applyDefaultProps,1
600,:memo: update v4 links and logo to v5,0.52488613,Prep for v7 release by @baseten in link,Optimzed isFunction,0
601,Make prop validation for resizeTo optional,0.8032644,Make prop { options: { resizeTo } }  for  optional.,,1
602,v7.0.0-alpha.1,0.67435455,v2.0.0 🎉,,0
603,Merge pull request #360 from pixijs/remove-docz-deps,0.4950639,Add postinstall.js to npm files and move replace-in-file to deps,,0
604,1.1.6,0.71093214,},,1
605,0.0.3,0.6979766,v2.0.0 🎉,,0
606,Merge pull request #358 from pixijs/react-18,0.556712,React-Pixi with React-Spring support:,Update to React v16.8.0,0
607,Make PointLike type more strict,0.99999994,Make PointLike type more strict,,1
608,useTick wont crash trying to remove null ticker,0.62360495,"useTick now uses the ticker instance as this, example:",,0
609,0.5.1,0.60956615,v2.0.0 🎉,,0
610,Merge pull request #182 from inlet/update-textures-on-animated-sprite,0.5820093,"import { Stage, Sprite } from '@inlet/react-pixi'",,0
611,1.1.2,0.7322972,},Make useTick state aware,1
612,fix prerelease command,0.5669439,Update configs,,0
613,Update nvm to use the latest node LTS,0.65702194,Update npm modules,,0
614,3.0.0,0.7339475,v2.0.0 🎉,,1
615,0.5.3,0.64828676,v2.0.0 🎉,,0
616,1.1.13,0.74402016,},,1
617,Init project,0.44909316,Build outputs:,fix spelling mistakes in readme.,0
618,1.2.7,0.71948063,},,1
619,6.6.4,0.54921114,},,0
620,Merge pull request #188 from lm-noshiro/patch-1,0.46824038,Move sideEffects false to each package by @baseten in link,Support point-like (observable)point values,0
621,Optimzed applyDefaultProps,0.7760185,Expose applyDefaultProps  for Custom Components.,,1
622,5.1.7,0.6141539,},docs: There is a typo in the imported module name,0
623,Expose PIXI to docz Playground,0.6299403,This minor release has breaking changes for accessing the PIXI.Application through render prop. ,,0
624,Add title and disable PropsTables.,0.53941786,Add preventRedraw prop to Graphics:,,0
625,Update test,0.9814241,Update tests,,1
626,Merge pull request #45 from inlet/update-types,0.46517783,Full Changelog: link,Expose Context,0
627,"Update modules, including new react-reconciler",0.9269173,Upgrade modules (including new React Reconciler),,1
628,1.0.1,0.6834234,v2.0.0 🎉,,0
629,do not format unrelated tests,0.5654366,Tests,Add hooks to type def,0
630,Update README.md (#376),0.7535963,Update README and docs,,1
631,Merge pull request #152 from paolotozzo/graphics-redraw,0.5545826,Add preventRedraw prop to Graphics:,Update docs,0
632,using ComponentType instead of SFC,0.5227523,Type definition for withFilters,,0
633,1.2.16,0.73016727,},,1
634,Added test,0.77929676,Tests,,1
635,Hotfix for applying default prop,0.5507356,Expose applyDefaultProps  for Custom Components.,React 16.7 hooks,0
636,Fix missing config object,0.5407,Update configs,,0
637,Remove lib from git,0.5055417,Remove docz ready for release by @baseten in link,,0
638,:heavy_plus_sign: add jest-webgl-canvas-mock for tests (mock WebGL),0.56869006,Jest webGL support,,0
639,Merge pull request #65 from inlet/react-16.7-hooks,0.5514784,Update to React 16.7. Now with hooks!,,0
640,Test renderer,0.62913656,Tests,,0
641,Add example for custom component,0.7550901,Add additional components,,1
642,:white_check_mark: simple rope works,0.52210146,@testing-library/react for testing hooks correctly,,0
643,Add react-spring as peer and dev deps,0.64270425,postinstall script for react-spring,,0
644,integration of docz - first iteration - Mesh and BitmapText not working,0.510008,Fix BitmapText double destroy bug by @baseten in link,,0
645,New withFilters API,0.6974541,withFilters to type definition,🐞 Fixed wrong lifecycle method name,0
646,0.5.0,0.784275,v2.0.0 🎉,"componenDidMount -> componentDidMount Used ES6 arrow function, since it doesn't create a new context. Therefore, this.setState can be used without binding this inside class constructor",1
647,Use PixiFiber directly in Stage,0.7447665,Add PixiFiber,,1
648,Add default props,0.72252214,Make prop { options: { resizeTo } }  for  optional.,See more info about why here: link,1
649,Merge pull request #48 from inlet/update-type-def-for-stage,0.47474527,Support Federated Events API,,0
650,Remove dependencies,0.5792618,Removed,,0
651,Add animated to npm files,0.7751904,Npm sub package for animated.,,1
652,Update browserlist,0.6333091,Update docs,Update to React 16.6,0
653,Call willUnmount on sub children,0.68165946,Unmount native sub children,,0
654,1.2.13,0.7643832,},,1
655,Export a react-spring version,0.6916126,Make  component compliant with react-spring,,0
656,1.2.10,0.7776525,},Make PIXI.Application context more generic,1
657,FIx Parcel bundler support,0.9101166,Support for Parcel bundler,,1
658,Hook useTick now in sync with component state,0.66031873,Hook useTick is now state aware!,,0
659,0.5.8,0.62115324,v2.0.0 🎉,,0
660,Merge pull request #99 from zmike/master,0.5138727,fix doc deployment by @Zyie in link,,0
661,Remove runner from Wallaby config to use default node,0.5262477,Wallaby config using new format,,0
662,Upgrade modules with babel,0.79131556,Update modules,,1
663,docs: There is a typo in the imported module name,0.5092512,import MyComponent from './MyComponent',,0
664,Merge pull request #252 from inlet/feature/legacy-support,0.48178595,import { Stage } from '@inlet/react-pixi/legacy';,,0
665,Merge pull request #110 from inlet/upgrade-reconciler,0.59919727,Upgrade React Reconciler (new API),,0
666,Support source and video props,0.8497306,source and video props on DisplayObjects like ,Update type definition to support Canvas attributes.,1
