Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
222,Merge branch '3.0',0.38797635,Merge tags from payload (#843),,0
223,Adding alias to package discover,0.37612048,Set the Horizon environment via command option (#523),Bump highlight.js from 10.1.2 to 10.4.1,0
224,Upgrades Laravel Mix to v4.,0.7101209,Updated laravel-mix to v4.0 (#490),Bumps highlight.js from 10.1.2 to 10.4.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
225,Merge pull request #424 from halaei/isolate-tests,0.5114389,Merge tags from payload (#843),,0
226,Merge pull request #404 from laravel/revert-402-dont-wait-for-workers-to-terminate,0.5246912,Use enqueueUsing when pushing delayed jobs (#939),,0
227,Create pull-requests.yml,0.5829704,"Forcing Vue to use the X-Requested-With header, set to XMLHttpRequest (#642)",,0
228,fix failed jobs retrying,0.89468884,Fix failed jobs retrying (7d28272),,1
229,update changelog,0.57584625,Changed,"Because the scheduler had the same amount of time, you can have a race condition that lock isn't over yet.",0
230,Apply fixes from StyleCI (#825),0.63922995,Fix Layout issues (#821),"This way you can schedule snapshots every minute, every two minutes and set the locking time the same so they can be stored and shown in the horizon dashboard.",0
231,cs fix style,0.5180932,Fix vue-json-pretty CSS for new classnames by @datpmwork in link,Bumps highlight.js from 9.14.2 to 10.1.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com Co-authored-by: dependabot[bot] 49699333+dependabot[bot]@users.noreply.github.com,0
232,"Even easier, just use moment().duration()",0.4685064,Scale to the maxProcesses if timeToClearAll is zero (#718),,0
233,Merge pull request #86 from wells/patch-add-supervisor,0.58654463,Merge tags from payload (#843),,0
234,[5.x] Fix delayed until on pending jobs screen (#907),0.9379819,Fix delayed until on pending jobs screen (#907),,1
235,Merge pull request #556 from halaei/fix-nice-option,0.55112153,Merge tags from payload (#843),,0
236,dont wait for workers to terminate,0.5954842,Expire monitored jobs (#484),,0
237,compile for production,0.53948116,Compile assets (57814a0),,0
238,fix sort,0.5729704,Alphabetically sort jobs/queues for metrics (#1083),,0
239,Fix method signature,0.5517016,Fix check deleting failed job is actually failed (#894)﻿,,0
240,Merge pull request #487 from driesvints/cleanup-commands,0.5375564,Merge tags from payload (#843),,0
241,Revert tags,0.7517545,Revert filtering by tag (#741),,1
242,Merge pull request #49 from lucasmichot/feature/master/enable-styleci,0.54527247,Merge tags from payload (#843),Update 'New Tag' placeholder to reflect location of models in Framework 8.x,0
243,add the daemon option back,0.47494277,Add metrics options and dark mode config (#795),,0
244,Show warning when manifest is outdated,0.9359152,Show warning when manifest is outdated (#783),See discussion outcome in link,1
245,Remove Lodash (#1246),0.7849212,Remove Lodash by @jessarcher in link,[5.x] Support PHP 8,1
246,Update phpunit.xml.dist,0.5128205,Unnecessary param to refreshStatsPeriodically by @peterlupu in link,use redis module,0
247,work,0.52139163,Support worker max-time and max-jobs (#860),,0
248,Fixed typos,0.5092989,Improve wording of error message (#918),[5.x] Add commands to pause and continue supervisors Allow both full and short supervisor names,0
249,fix count recent/failed jobs; trim more often,0.7547877,Fix completed jobs count (#910)﻿,,1
250,Add Laravel 5.8 support,0.84339035,Laravel 5.8 support (292bbc1),,1
251,Merge pull request #653 from driesvints/fix-6.0-build,0.54025865,Fix deprecated process calls (#515),,0
252,Merge pull request #272 from dongilbert/resolve-to-app,0.552257,Merge tags from payload (#843),,0
253,reset the retryUntil value,0.9004886,Reset the retryUntil value (#736),Update CompletedJobsController.php,1
254,Merge pull request #582 from joecampo/patch-1,0.59243953,Merge tags from payload (#843),,0
255,Show workload also per queue when balancing is disabled,0.9295926,"Show workload also per queue when balancing is disabled (#966, b4e8c6a﻿",,1
256,Merge pull request #839 from styxit/event-masterSupervisorDeploy,0.66889524,Trigger MasterSupervisorDeployed event (#839),,0
257,catch excetion on sending signal,0.47164917,"Throw exception when minProcesses is set to zero (#988, 831a5a8)",,0
258,Test PHP 8.2 (#1205),0.749425,Support PHP 8 (#917),Update CompletedJobsController.php,1
259,Merge pull request #593 from kbond/fix-missing-failed-job-search,0.67873526,Fix for missing first failed job when searching (#593),,0
260,readme',0.38371897,Make Year of readableTimestamp more readable (#535),,0
261,Merge branch '1.0',0.40108925,Merge tags from payload (#843),[5.x] Add missing force option to horizon:clear Update ClearCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,0
262,without scores,0.41475117,Check for existence of stats before calling toLocaleString (#469),"This controller gets completed jobs, we should get the total completed jobs and not recent jobs",0
263,Format numbers on the stats dashboard for better readability,0.9640995,Format numbers on the stats dashboard for better readability (#462),,1
264,Add maintenance notice on dashboard,0.94531953,Add maintenance notice on dashboard (#911),,1
265,[5.x] Laravel v10 Support (#1234),0.89036703,Laravel 9 Support (#1112),,1
266,Don’t need this,0.3318304,Suggest predis instead of requiring it (#531),,0
267,Merge pull request #123 from laravel/pr/31246,0.60949963,Merge tags from payload (#843),[5.x] Update the badges to use shields.io,0
268,StyleCI,0.38559785,Respect the prefers-color-scheme setting by @ramonrietdijk in link,,0
269,Merge pull request #35 from lucasmichot/feature/master/sort-packages,0.6418567,Merge tags from payload (#843),"Since the line chart's y-axis shows ticks without units, this could help clarify that it's in seconds.",0
270,docblocks spacing,0.4293228,Prevent horizontal scrolling in Dashboard supervisors section (#506),This reverts commit 00afa8f0df0624662caf7198c76f3dae330b6f61.,0
271,Merge branch '3.0' of link into 3.0,0.43628567,Merge tags from payload (#843),,0
272,Added pushed at to failedJobs (#1069),0.7165404,Fix wrong value for failedJobs periods (#757),,1
273,Fix for edge cases when locks aren't released,0.35281914,Fix autobalancer (#651),,0
274,update readme,0.57604253,Make Year of readableTimestamp more readable (#535),,0
275,Use router-link on recent jobs's failed jobs anchor tag,0.81283534,Use router-link for recent failed jobs (#466),,1
276,Merge pull request #688 from ankurk91/patch/mix,0.5911987,Merge tags from payload (#843),,0
277,Remove unnecessary method,0.6682888,Remove unnecessary register method (7134324),,0
278,Merge pull request #308 from halaei/feature-float-seconds,0.51798487,Merge tags from payload (#843),,0
279,Merge pull request #210 from themsaid/bootstrap4,0.57276154,Merge tags from payload (#843),,0
280,Merge pull request #496 from mvdnbrk/remove-layout-blade-php,0.5431973,Merge tags from payload (#843),,0
281,add stop-when-empty,0.5388123,"Ability to see which masters are paused and only show paused if everything is paused (#929, f9b5aea)",,0
282,Fix in tests as well,0.5253468,Fix check deleting failed job is actually failed (#894)﻿,,0
283,Merge pull request #589 from Cobiro/stats-pr,0.53530973,Merge tags from payload (#843),,0
284,Remove unnecessary padding from bottom of page,0.5740989,Prevent horizontal scrolling in Dashboard supervisors section (#506),Update upgrade guide Update Update Update UPGRADE.md Co-authored-by: Taylor Otwell taylor@laravel.com,0
285,Fixes indentation.,0.37460193,Fix autobalancer (#651),,0
286,Do not test on Laravel 7 for Horizon 3.x,0.62235904,Removed support for Laravel 5.5 & 5.6 (8a92e09),,0
287,Check if failedJob.reserved_at is set (#1067),0.8611975,Check if failedJob.reserved_at is set before making time calculation (#1067)﻿,,1
288,Merge pull request #219 from browner12/container-fluid,0.54419315,Merge tags from payload (#843),,0
289,Fix URL for retrying jobs,0.93739367,Fix URL for retrying jobs (#547),Conflicts: tests/Feature/AddSupervisorTest.php tests/Feature/MetricsTest.php tests/Feature/SupervisorTest.php,1
290,Update composer.json,0.563899,Require ext-json (5a54d27),,0
291,"Revert ""Filter recent jobs by tag""",0.82442194,Filter recent jobs by tag (#665),check if parent is still running Update SupervisorCommand.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
292,Tweak Reload behaviour,0.5966438,Fallback array for retried_by by @driesvints in link,,0
293,Merge pull request #671 from laravel/dependabot/npm_and_yarn/lodash-4.17.13,0.59179455,Merge tags from payload (#843),,0
294,Create issues.yml,0.50625575,"Forcing Vue to use the X-Requested-With header, set to XMLHttpRequest (#642)",,0
295,chore: bump axios to v1.x (#1247),0.8170876,Bump axios to v1.x by @ankurk91 in link,,1
296,add sidebar entry for silenced,0.5147798,Implement Silenced interface by @driesvints in link,Conflicts: CHANGELOG.md config/horizon.php public/app-dark.css public/app.css public/app.js public/mix-manifest.json,0
297,Prevent pool to receive more than available processes on scaling according to minProcesses config (#1096),0.9419877,Prevent pool to receive more than available processes on scaling (#1096)﻿,,1
298,PSR-4 : extract fixtures,0.4363279,Support batches (#844),,0
299,switch to browser time,0.78613156,"Switch to browser timezone (8ee690a, c7a4739)",,1
300,Add ext-pcntl to composer,0.3767,Let user choose custom env (#483),,0
301,Compile assets,0.8215742,Compile assets (57814a0),,1
302,Merge branch 'H/rafalglowacz/horizon-purge-killing-processes-of-other-instances' of link into rafalglowacz-H/rafalglowacz/horizon-purge-killing-processes-of-other-instances,0.5675887,Prevent horizon:purge from killing too many processes (#820),,0
303,added display=swap to google font (#1121),0.59058857,Add fallback font (#964)﻿,,0
304,Merge pull request #807 from laravel/ramsey-uuid,0.59455335,Merge tags from payload (#843),,0
305,formatting and compile,0.4994901,Properly format numeric values (#606),,0
306,Add /.idea to ignored,0.4185028,Add missing createPayloadArray arg (#516),,0
307,module,0.369197,Another way for tags displaying & collapsible panels (#754),,0
308,Vendor Publish only Laravel Horizon,0.5392224,Laravel 9 Support (#1112),wip wip wip wip cooldown tests wip wip wip auto scaler tests wip wip,0
309,switch from Chronos to Carbon,0.9335507,Switch from Chronos to Carbon (#826),,1
310,Merge pull request #696 from dwightwatson/publish-master,0.47890845,Merge tags from payload (#843),Implement default environment Refactor defaults to higher level,0
311,enhance loading failed job retries,0.73440397,Add ability to see if a failed job is retried and/or a retry (573e6a8),,1
312,revert breaking PR,0.5408189,Revert app layout PR (#1026)﻿,,0
313,Group api prefix,0.38894388,Merge tags from payload (#843),Bump elliptic from 6.5.2 to 6.5.3,0
314,no sleep,0.32548517,nan,,0
315,Merge pull request #813 from laravel/revert-809-patch-1,0.63303065,Merge tags from payload (#843),Bumps elliptic from 6.5.2 to 6.5.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
316,Merge pull request #17 from lucasmichot/feature/master/composer-lock,0.5219115,Merge tags from payload (#843),Bump lodash from 4.17.13 to 4.17.19,0
317,Added Balance Options and Tags section,0.61824274,Another way for tags displaying & collapsible panels (#754),Bumps lodash from 4.17.13 to 4.17.19. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
318,apply renaming to backoff and retryUntil,0.6988884,Reset the retryUntil value (#736),Update tests.yml,0
319,Merge pull request #57 from lucasmichot/feature/master/tests,0.5252067,Merge tags from payload (#843),,0
320,Merge pull request #831 from themsaid/pr15030,0.5960579,Merge tags from payload (#843),suppor worker max-time and max-jobs fix tests,0
321,Introduce functionality to handle configured time periods for recent/failed jobs,0.68401384,Allow custom dashboard failed jobs metric period (#644),Bump websocket-extensions from 0.1.3 to 0.1.4,0
322,Fix displaying failed job,0.7814918,Fix Failed Jobs page showing no results when failed jobs do exist (#511),Bumps websocket-extensions from 0.1.3 to 0.1.4. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
323,configurable job expiry,0.7718868,Expire monitored jobs (#484),Batch Support,1
324,[develop] Support worker max-time and max-jobs (#860),0.9561584,Support worker max-time and max-jobs (#860),Conflicts: CHANGELOG.md,1
325,Merge pull request #166 from reinink/1.0,0.51141685,Merge tags from payload (#843),Conflicts: CHANGELOG.md,0
326,Update tests.yml (#1142),0.47042176,Show warning when manifest is outdated (#783),,0
327,Merge pull request #16 from nunomaduro/master,0.5060291,Merge tags from payload (#843),,0
328,"Revert ""[3.0] Display worker CPU and memory utilization in supervisor list""",0.93984306,"Reverted ""Display worker CPU and memory utilization in supervisor list"" (#616, #614)",,1
329,Merge pull request #2 from ntzm/patch-1,0.5702956,Merge tags from payload (#843),[5.x] Merge tags from payload,0
330,[5.x] Silenced jobs (#1232),0.70429385,Silenced jobs by @driesvints in link,,1
331,Bump PHPUnit and PHP,0.6663229,Bump minimum PHP version to PHP 7.3 (ca9ddda),,0
332,Fix failing tests (#1229),0.6514261,Fix check deleting failed job is actually failed (#894)﻿,,0
333,Merge pull request #87 from iamzozo/master,0.54934067,Merge tags from payload (#843),,0
334,Merge pull request #94 from robinvdvleuten/patch-1,0.54311574,Merge tags from payload (#843),,0
335,Merge pull request #619 from lonnylot/issue/custom-basename,0.65192735,Merge tags from payload (#843),,0
336,Merge pull request #921 from daniel-g-wood/add-tag-placeholder,0.6688331,Merge tags from payload (#843),,0
337,Update branch alias and orchestra dependency,0.39576262,Update outdated compiled assets (2a420af),,0
338,Merge pull request #529 from crynobone/patch-2,0.5551541,Merge tags from payload (#843),,0
339,Merge pull request #498 from mvdnbrk/fix-indentation,0.5646707,Merge tags from payload (#843),,0
340,Use proper assertions.,0.31247315,﻿,,0
341,Ensure NPM packages are up-to-date,0.43681604,Require latest symfony/debug version (72cc3a7),,0
342,merge tags from payload,0.9142654,Merge tags from payload (#843),,1
343,Test against PHP 7.2,0.69033325,Support PHP 8 (#917),,0
344,unnecessary param to refreshStatsPeriodically (#1198),0.84473544,Unnecessary param to refreshStatsPeriodically by @peterlupu in link,,1
345,Merge pull request #528 from crynobone/patch-1,0.5624369,Merge tags from payload (#843),,0
346,Merge pull request #445 from driesvints/fix-7.3-build,0.5612976,Fix findFailed method (#478),,0
347,Merge pull request #202 from faustbrian/patch-1,0.55129653,Merge tags from payload (#843),Trigger MasterSupervisorDeployed event,0
348,Merge pull request #30 from lucasmichot/feature/master/psr-4,0.606573,Merge tags from payload (#843),,0
349,first,0.38085127,﻿,Bump jquery from 3.4.1 to 3.5.0,0
350,Update gitattributes,0.5318717,Unnecessary param to refreshStatsPeriodically by @peterlupu in link,Bumps jquery from 3.4.1 to 3.5.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
351,add assets command,0.5450244,Compiled assets (1dcbb96),,0
352,Merge pull request #19 from lucasmichot/feature/master/laravel-style,0.5841515,Merge tags from payload (#843),Update PendingJobsController.php,0
353,These trailing slashes are needed,0.50985557,"Revert ""Prevent horizon:purge from killing too many processes"" (#831)",Update docblock,0
354,Fix for job rows on monitoring tags screen,0.9567472,"Fix for job rows on monitoring tags screen (#814, 066ada5)",Should this be countPending as it is in the PendingController and you would want to get the total number of pending jobs and not completed job,1
355,Fix minor typo in ContinueCommand,0.50779283,Add commands to pause and continue supervisors (#914),Conflicts: CHANGELOG.md composer.json,0
356,debug graph,0.46309486,Updated overview stats labels on the dashboard (#461),,0
357,Merge pull request #648 from laravel/revert-646-patch-4,0.603938,Merge tags from payload (#843),[4.x] Revert #820,0
358,Merge branch 'delete-monitored-jobs-using-pagination' of link into gdebrauwer-delete-monitored-jobs-using-pagination,0.5149677,Fix pagination for recent jobs (#678),Update RedisJobRepository.php,0
359,Fix undefined error,0.6259549,Fix findFailed method (#478),,0
360,Compress the logo,0.5278084,Optimized Horizon SVG logo (#489),Update docblock to match method name,0
361,Merge pull request #492 from mvdnbrk/flatten-assets-directory,0.5153804,Merge tags from payload (#843),,0
362,doc null or mixed return,0.30640048,Remove unnecessary register method (7134324),,0
363,Tooltip fix for issue #414,0.64498967,Fix Layout issues (#821),,0
364,Merge pull request #54 from lucasmichot/feature/master/psr4-unit-tests,0.51588726,Merge tags from payload (#843),,0
365,Changed icon to a gear.,0.44344276,Updated overview stats labels on the dashboard (#461),,0
366,revert dark mode breaking change,0.8477748,Revert dark mode breaking change (fdfbd5b),[5.x] Switch from Chronos to Carbon,1
367,Merge pull request #369 from JayBizzle/patch-1,0.5658114,Merge tags from payload (#843),,0
368,prevent horizon:purge from killing too many processes,0.96805143,Prevent horizon:purge from killing too many processes (#820),,1
369,Inject dependencies with handle method,0.44673872,Fix missing variable use in anonymous function by @joshuaruesweg in link,[4.x] Chronos 2.0,0
370,Compile assets (for recent changes).,0.69991386,Compile assets (57814a0),,0
371,Drop support for old Laravel versions,0.8209198,Removed support for Laravel 5.5 & 5.6 (8a92e09),,1
372,recompile,0.55796635,Removed,,0
373,Ensure Autoscaler never reduces processes to less than 1 (#1221),0.89893025,Ensure Autoscaler never reduces processes to less than 1 by @LasseRafn in link,,1
374,fix nice option,0.59299755,"Add support for Supervisor ""nice"" option (#551, 8d0034b, #556)",[4.x] Fix Layout issues if Tag(s) name is too long for Failed/Completed/Pending Jobs Screens,0
375,Merge pull request #79 from larsjanssen6/master,0.5675776,Merge tags from payload (#843),,0
376,[5.x] Update the badges to use shields.io,0.43057227,Add maintenance notice on dashboard (#911),,0
377,use readableTimestamp method,0.72336096,Make Year of readableTimestamp more readable (#535),,1
378,update composer,0.51697034,Updated laravel-mix to v4.0 (#490),,0
379,update matrix,0.5099316,Updated axios to v0.18 (#491),,0
380,Merge pull request #483 from setkyar/2.0,0.48351738,Fix breaking change with createPayload method on RedisQueue (b79bb27),"This change modifies the master supervisor basename to include the hash of the current directory. The process inspector that determines the processes to kill uses this hash to only look for processes that were created by the Horizon command running in the current Laravel instance's directory, not by all Laravel instances running on the server. This fixes #769.",0
381,Chronos 1 Â| Chronos 2,0.69722164,Chronos 2.0 (#824),Conflicts: CHANGELOG.md,0
382,Add secs to y-axis ticks' for clarity (#900),0.9767834,Add secs to y-axis ticks' for clarity (#903)﻿,,1
383,Bump elliptic from 6.5.3 to 6.5.4,0.5389832,Bump axios to v1.x by @ankurk91 in link,,0
384,"Checking the ""viewHorizon"" gate first (#1148)",0.8608993,"Checking the ""viewHorizon"" gate first by @marcialpaulg in link",Conflicts: CHANGELOG.md,1
385,add separate screenf or completed jobs,0.8512846,Add separate screen for completed jobs (#767),,1
386,Update 1_Bug_report.md,0.53646314,Add maintenance notice on dashboard (#911),,0
387,Trigger MasterSupervisorDeployed event,0.95540667,Trigger MasterSupervisorDeployed event (#839),[4.x] Fix for job rows on monitoring tags screen,1
388,Styleci fixes,0.57970345,Fix Layout issues (#821),,0
389,Introduced a Horizon.basePath property and updated all http calls to use it instead of Horizon.path,0.5927303,Allow Horizon to be used on a subdomain without a subfolder (#749),"Revert ""[4.x] Graceful shutdown on SIGTERM also""",0
390,Add some PHP 8.1 fixes (#1100),1.0000002,Add some PHP 8.1 fixes (#1100)﻿,,1
391,Only show the pagination when there are recent jobs,0.7369496,Fix pagination for recent jobs (#678),[4.x] Graceful shutdown on SIGTERM also,1
392,Merge pull request #68 from laravel/useWebMiddleware,0.5937519,Merge tags from payload (#843),,0
393,wip,0.4012273,nan,,0
394,Merge pull request #651 from SDekkers/fix-autobalancer,0.7356732,Fix autobalancer (#651),This can be useful when run horizon in docker for example.  Docker by default send SIGTERM on stop container,1
395,"Revert ""dont wait for workers to terminate""",0.5231648,Expire monitored jobs (#484),[4.x] Support ramsey/uuid v4,0
396,add missing period,0.432506,Fix wrong value for failedJobs periods (#757),,0
397,Merge branch 'master' of link into develop,0.35512137,Merge tags from payload (#843),,0
398,float times,0.47241265,Use provided timezone for delay due (aa69357),,0
399,"Revert ""Support Laravel 5.7.2 - add missing option stop-when-empty""",0.72673607,Removed support for Laravel 5.5 & 5.6 (8a92e09),Conflicts: CHANGELOG.md,1
400,[3.x] Add 'view details' to tag-jobs screen,0.90457505,Add 'view details' to tag-jobs screen (#775),,1
401,Update .styleci.yml,0.51579213,New UI (#522),,0
402,use custom Chart JS options,0.54650533,change chart.js intersect mode to false by @swist666 in link,,0
403,Update function calls,0.5421529,Fix deprecated process calls (#515),[4.x] Align design with Pending/Completed jobs screen,0
404,recompile assets,0.5405731,Compiled assets (1dcbb96),,0
405,Use v-text for display of period text on dashboard,0.42359936,Show paused supervisors on dashboard (#1052)﻿,Update monitoring screen to reflect changes of v4 for completed/pending screen pages.,0
406,Throw an exception in case of invalid Redis connection,0.6696293,Use 'default' connection as a default redis connection (#765),,0
407,Merge pull request #867 from laravel/dependabot/npm_and_yarn/elliptic-6.5.3,0.63169754,Merge tags from payload (#843),,0
408,Fix v-else typo,0.45521784,Improve wording of error message (#918),,0
409,use a single redis connection,0.76846355,Use 'default' connection as a default redis connection (#765),Conflicts: CHANGELOG.md,1
410,allow horizon route to be configurable,0.6799754,Set the Horizon environment via command option (#523),,0
411,separate queue notification details from where queueing on,0.5726315,Use callAfterResolving to register QueueManager (#1089)﻿,,0
412,"Revert ""Add secs to y-axis ticks' for clarity (#900)"" (#902)",0.9364391,Add secs to y-axis ticks' for clarity (#903)﻿,Bump acorn from 6.4.0 to 6.4.1,1
413,add support for breaking change,0.44298097,Add support for setting workers name (#840),Bumps acorn from 6.4.0 to 6.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
414,Merge pull request #1 from matthijs110/patch-2,0.60996294,Merge tags from payload (#843),,0
415,Merge branch 'php-binary' of link into billmn-php-binary,0.5663661,Resolve issue with php strict type by @farmani in link,,0
416,Test on phpredis,0.33096653,Suggest predis instead of requiring it (#531),,0
417,Fix deprecated process calls,0.9341268,Fix deprecated process calls (#515),,1
418,Reduce bundle size (#1091),1.0,Reduce bundle size (#1091),,1
419,Fix default current working directory when creating a Symfony Process object.,0.42925793,Implement default environment (#869),"This change modifies the master supervisor basename to include the hash of the current directory. The process inspector that determines the processes to kill uses this hash to only look for processes that were created by the Horizon command running in the current Laravel instance's directory, not by all Laravel instances running on the server. This fixes #769.",0
420,add metrics options and dark mode config,0.9573785,Add metrics options and dark mode config (#795),Upgrade to Chronos 2.x,1
421,Styling fixes,0.616222,Fix Layout issues (#821),[4.x] Show warning when manifest is outdated,0
422,Update update-changelog.yml,0.5201147,Unnecessary param to refreshStatsPeriodically by @peterlupu in link,,0
423,clean loading variables,0.4087768,Handle js phpunserialize not working with closures (9c3a75a),,0
424,Update README.md (#1170),0.5382049,Make Year of readableTimestamp more readable (#535),Conflicts: CHANGELOG.md,0
425,Merge pull request #702 from piotrgrabowskielastique/master,0.4935015,Merge tags from payload (#843),,0
426,Update CHANGELOG,0.66969,Changed,,0
427,Repair assumption about default key prefix length,0.46577287,Changed default Redis prefix (#643),,0
428,[5.x] Revert app layout pr (#1026),0.93201244,Revert app layout PR (#1026)﻿,,1
429,Updated mockery/mockery dependency,0.45359147,Unnecessary param to refreshStatsPeriodically by @peterlupu in link,,0
430,Upgrade to Chronos 2.x,0.7715783,Chronos 2.0 (#824),,1
431,Merge pull request #764 from mvdnbrk/3.0,0.5876524,Merge tags from payload (#843),,0
432,compile production,0.5085488,Compile assets (57814a0),,0
433,Merge pull request #172 from browner12/favicon,0.54373735,Merge tags from payload (#843),,0
434,Add missing spaces in vue component methods,0.4111282,Add margin to retries table and make exceptions stacktrace responsive (ff625c5),Conflicts: CHANGELOG.md,0
435,Merge branch '3.0' of link,0.4756301,Merge tags from payload (#843),,0
436,Update .gitattributes (#1188),0.50250566,Unnecessary param to refreshStatsPeriodically by @peterlupu in link,,0
437,add default scaling strategy,0.67424226,Adjust auto scaling to always use the max processes (#627),,0
438,Align design with Pending/Completed jobs page,0.8406725,Align design with Pending/Completed jobs screen (#802),,1
439,Ability to see if a job is delayed,0.9158952,Ability to see if a job is delayed (#755),,1
440,Resolve dependencies correctly for worker,0.61677396,Fix worker command binding (3b53310),[4.x] Upgrade guide,0
441,Github templates,0.39801142,Another way for tags displaying & collapsible panels (#754),,0
442,Merge pull request #473 from mvdnbrk/2.0,0.56186116,Merge tags from payload (#843),,0
443,Updates axios to v0.18.,0.8959307,Updated axios to v0.18 (#491),,1
444,Use Proper assertions,0.31061858,Suggest predis instead of requiring it (#531),,0
445,revert incomplete feature,0.53462267,Reset the retryUntil value (#736),,0
446,refactor,0.52653396,Revert filtering by tag (#741),Conflicts: public/app.js public/mix-manifest.json,0
447,Update templates,0.5206748,Unnecessary param to refreshStatsPeriodically by @peterlupu in link,,0
448,Rename asset command,0.4903564,"When register, keep the original Redis options, only overwrite prefix by @nthsky in link",,0
449,Replace trait,0.52711904,Changed,,0
450,fix uglify options,0.43749702,Fix Layout issues (#821),"Fix v-else for the Job's ""completed at""",0
451,Merge pull request #240 from teraone/sgotre-patch-1,0.60946804,Merge tags from payload (#843),,0
452,fix,0.5598592,Fix check deleting failed job is actually failed (#894)﻿,,0
453,Fix deprecation errors for PHP 8.2 (#1270),0.8840817,Fix deprecation errors for PHP 8.2 by @AntonCooper in link,,1
454,Add silenced job detail view,0.6853914,Ability to view job details in recent jobs overview (#751),,0
455,"Organized tags better, added collapse",0.59831274,Merge tags from payload (#843),Fix delayed message error when time zone is not UTC,0
456,fix recent jobs screen,0.9541599,Fix recent jobs screen (1ab5749),,1
457,Do not test on 6.0,0.43469948,Show warning when manifest is outdated (#783),,0
458,Merge pull request #642 from SDekkers/request_xmlhttprequest,0.60601777,Merge tags from payload (#843),,0
459,Merge pull request #173 from uber1337/adding_named_routes,0.5790166,Add ability to configure route domain setting (#550),Conflicts: .travis.yml,0
460,Improve assertions (#884),0.4803186,Improve wording of error message (#918),[3.x] Switch to Github Actions,0
461,[5.0] Check if parent is still running (#881),0.97047246,Check if parent is still running (#881),,1
462,Merge pull request #527 from fitztrev/3.0,0.5582833,Merge tags from payload (#843),[4.x] Add 'view details' to tag-jobs screen,0
463,[5.x] Update upgrade guide (#885),0.52199864,Updated laravel-mix to v4.0 (#490),,0
464,Updated AutoScaler::numberOfWorkersPerQueue() to not use ternary statements,0.5478803,Ensure Autoscaler never reduces processes to less than 1 by @LasseRafn in link,,0
465,Merge pull request #469 from michaeldyrynda/2.0,0.5561223,Merge tags from payload (#843),In addition to the awesome PR #751  we just add the missing view details link to the monitoring tags screen to be able to view details of a monitored job.,0
466,use a fluid container,0.27924746,Prevent pool to receive more than available processes on scaling (#1096)﻿,,0
467,enable tooltips,0.46616584,Set the Horizon environment via command option (#523),,0
468,different approach for termination,0.4685917,"Revert ""Prevent horizon:purge from killing too many processes"" (#831)",,0
469,Merge pull request #741 from laravel/revert-filtering-by-tag,0.7561352,Revert filtering by tag (#741),,1
470,Fix docblocks.,0.447101,Fix worker command binding (3b53310),[4.x] Add separate screen for completed jobs,0
471,[5.6] Support block_for config option,0.48787427,Predis v2 support by @driesvints in link,,0
472,"Revert ""Added route middleware to config file; Updated registerRoutes to use config value or default to web;""",0.5850748,Add ability to configure route domain setting (#550),,0
473,Revert Changes,0.7583645,Changed,,1
474,Add license file,0.41004267,Add ability to configure route domain setting (#550),[3.x] Use 'default' connection as a default redis connection,0
475,update gitignore,0.4311763,Require latest symfony/debug version (72cc3a7),,0
476,Update pull-requests.yml,0.5291078,"Forcing Vue to use the X-Requested-With header, set to XMLHttpRequest (#642)",,0
477,Bump moment from 2.29.2 to 2.29.4 (#1163),0.5951537,Bump axios to v1.x by @ankurk91 in link,,0
478,Merge pull request #410 from browner12/bootstrap-stable,0.54233694,Merge tags from payload (#843),,0
479,Switch to Github Actions,0.34401548,Clear stopwatch once job is deleted by @taylorotwell in link,Update CHANGELOG,0
480,panel-content overflow-x from scroll to auto,0.5467214,Prevent horizontal scrolling in Dashboard supervisors section (#506),,0
481,Merge pull request #70 from yakidahan/master,0.48561883,Merge tags from payload (#843),[3.x] Allow trimming completed jobs,0
482,Typo Fix,0.4686644,Improve wording of error message (#918),,0
483,Update to Symfony 5,0.68691707,Require latest symfony/debug version (72cc3a7),,0
484,Use 'default' connection as config default,0.78285456,Use 'default' connection as a default redis connection (#765),,1
485,Merge pull request #749 from shabushabu/root-subdomain,0.501363,Merge tags from payload (#843),Conflicts: CHANGELOG.md,0
486,fix failed job retries table,0.7877618,Fix failed jobs retrying (7d28272),,1
487,Merge pull request #21 from nunomaduro/master,0.5151975,Merge tags from payload (#843),,0
488,monitoring screen,0.604465,"Fix for job rows on monitoring tags screen (#814, 066ada5)",Fix wrong value for failedJobs periods,0
489,Empty message if loading finished and result set is empty,0.4799605,Set lastPushed when executing the delayed enqueue closure (#951)﻿,,0
490,Bump Symfony dependencies,0.50410354,Bump axios to v1.x by @ankurk91 in link,,0
