Index,Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
423,Merge pull request #643 from wallabag/update-gradle,0.5660924,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",,0
424,Merge pull request #212 from Strubbl/v2-fix-loginform-check,0.50244546,@Strubbl updated the okhttp (#791) and gradle (#790) deps,,0
425,"Symlink ""values-en"" to ""values""",0.40486217,Brings swiping between articles,,0
426,Set article title color to black in articles list,0.51650816,fix theme Black on black (dark high contrast) to make it consistent (thanks @NWuensche #730),Fix non-unique PendingIntent,0
427,Merge pull request #746 from wallabag/update-dependencies,0.5616814,• Fix connexion to wallabag v2.0.1 servers,"Fix ""add dialog"" crash",0
428,Version 1.0.1,0.7598211,This is the first release of 1.9,,1
429,Add Toast messages for AddLink in headless mode,0.47633106,add Share and Copy options for link menu (thanks @NWuensche #677),,0
430,bump version to 1.10,0.647966,Bump minSdkVersion to 10 (Gingerbread : Android 2.3.4 / Android 2.3.3),Version 2.4.0-beta.3,0
431,Merge pull request #1 from di72nn/snufflesrea-issue#441,0.4970243,@di72nn added two new actions in the settings to help fix queue/synchronization issues : the ability to dump the queue to a local file and the possibility to remove the first queue item found. https://github.com/wallabag/android-app/pull/915,Signed-off-by: Thomas Citharel tcit@tcit.fr,0
432,Merge pull request #593 from wallabag/better_url_handling,0.524038,• Fix connexion to wallabag v2.0.1 servers,Version 2.4.0 Beta 2,0
433,"More robust batching in ""article sweeping""",0.47476694,Better interruption handling.,Signed-off-by: Thomas Citharel tcit@tcit.fr,0
434,tts: fix issue #735: create notification channel,0.7155627,fix crash when TTS Enable/Disable and when switching to another app while TTS is running (thanks @tyndare #741),,1
435,Bump media from 1.2.1 to 1.3.1,0.57565016,Bump version name for F-Droid users.,Currently translated at 100.0% (330 of 330 strings),0
436,Some corrections for Onyx workaround,0.51507473,Various fixes,Currently translated at 100.0% (330 of 330 strings),0
437,Merge pull request #403 from wallabag/lists,0.4886564,wallabag unread items widget,Currently translated at 100.0% (330 of 330 strings),0
438,Translated using Weblate (Polish),0.6759045,Translations:,Currently translated at 96.0% (317 of 330 strings),0
439,Merge pull request #1168 from wallabag/dependabot/gradle/androidx.recyclerview-recyclerview-1.2.1,0.53580225,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",Currently translated at 96.0% (317 of 330 strings),0
440,small layout fix.,0.7795304,Layout improvements,Currently translated at 100.0% (330 of 330 strings),1
441,Improve ConnectivityChangeReceiver (old devices),0.5492839,Updated Connection Wizard (wallabag.it support).,Currently translated at 100.0% (330 of 330 strings),0
442,v2 endpoint: consider 404 as ok for some actions,0.41314673,* Handle server 500 errors with message,update gradle to 4.0 and gradle distribution to 6.1.1,0
443,Replace connection wizard stub line with decent one,0.6049609,Updated Connection Wizard (wallabag.it support).,Add basic log export,0
444,Fix unnecessary redirect from BagItProxyActivity,0.59184873,Fix activity not closing when bagging.,,0
445,update gradle to 3.3.2,0.54373723,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",,0
446,Update Android support libs,0.64967346,This version updates the dependencies to the okhttp libraries. That means Android 5.0 is now the minimum Android version for running this app. ,,0
447,Add an option to update on start-up,0.7321131,Update on startup,,1
448,Start to use poche API.,0.41670418,• New interface !,This makes it much easier to tag articles with tags you've entered before.,0
449,Merge pull request #907 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-urlconnection-4.3.1,0.570012,• Fix connexion to wallabag v2.0.1 servers,,0
450,use ACTION_UP only for PAGE_UP/DOWN keys,0.56217957,Scroll with PAGE_UP/PAGE_DOWN (e-ink readers),,0
451,"list item alignment for title, reading time, star and archive",0.5755943,Show reading time for entry in list view,,0
452,update gradle,0.6378888,@Strubbl updated the okhttp (#791) and gradle (#790) deps,,0
453,Merge pull request #396 from wallabag/dev,0.53248745,• Fix connexion to wallabag v2.0.1 servers,Translations update from Weblate,0
454,Use API to download PDF,0.74425,Downloading PDFs of articles,Currently translated at 91.3% (296 of 324 strings),1
455,Merge pull request #423 from wallabag/fix_image_caching_patterns,0.55091333,Theme and downloading pictures fixes,Translations update from Weblate,0
456,Bump okhttp from 4.4.0 to 4.4.1,0.601251,This version updates the dependencies to the okhttp libraries. That means Android 5.0 is now the minimum Android version for running this app. ,Currently translated at 12.9% (42 of 324 strings),0
457,ReadArticleActivity refactoring,0.523856,Ability to toggle justified text, Make a pause before requesting credentials after creating a new client (the actual fix). Parse credentials out of the result of the client creating request (an optimization optimization).,0
458,Merge pull request #678 from silberzwiebel/fullscreenCleanBranch,0.502808,add Share and Copy options for link menu (thanks @NWuensche #677),,0
459,Translated using Weblate (Indonesian),0.64296055,Translations:,,0
460,Merge pull request #131 from di72nn/devel,0.5185164,@di72nn added two new actions in the settings to help fix queue/synchronization issues : the ability to dump the queue to a local file and the possibility to remove the first queue item found. https://github.com/wallabag/android-app/pull/915,Bumps okhttp-urlconnection from 4.7.1 to 4.7.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
461,Merge pull request #368 from Strubbl/update-gradle-2.2.3,0.571699,@Strubbl updated the okhttp (#791) and gradle (#790) deps,,0
462,Merge pull request #170 from di72nn/devel,0.52628666,@di72nn added two new actions in the settings to help fix queue/synchronization issues : the ability to dump the queue to a local file and the possibility to remove the first queue item found. https://github.com/wallabag/android-app/pull/915,Bumps okhttp from 4.7.1 to 4.7.2. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
463,Merge pull request #219 from tyndare/tts-fix,0.58060217,fix crash when TTS Enable/Disable and when switching to another app while TTS is running (thanks @tyndare #741),Update proguard rules,0
464,Merge pull request #812 from NWuensche/handleLongLines,0.49614015,@NWuensche added a setting to enable/disable swiping between articles #810 ,,0
465,"Add ""accept all SSL certificates"" option",0.6542813,• option to accept self-signed certificates,Bumps okhttp-urlconnection from 4.7.0 to 4.7.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
466,Log failed URLs,0.6792457,Fix Error when incorrect URL entered.,,0
467,More specific change type in event after wipe,0.44704443,@scubajeff fixed custom text selection actions. (#1176),,0
468,Bump aboutlibraries from 6.0.2 to 7.0.2,0.75411606,AboutLibraries was automatically bumped to v7.0.3,Bumps okhttp from 4.7.0 to 4.7.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
469,Merge pull request #721 from StelFux/master,0.4450003,• Fix connexion to wallabag v2.0.1 servers,Update greendao,0
470,TTS: update MediaSession state whenever position changes,0.4964385,fix crash when TTS Enable/Disable and when switching to another app while TTS is running (thanks @tyndare #741),,0
471,Merge pull request #350 from wallabag/update_readme,0.48482493,wallabag unread items widget,Bumps okhttp-urlconnection from 4.5.0 to 4.7.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
472,Fix Html.fromHtml deprecation,0.49320886,Fix HTTP Auth issues with pictures on Android 4.2.2.,,0
473,Minor changes to ArticlesListActivity,0.63387424,Brings swiping between articles,,0
474,Add pagination to Image Fetching,0.62944436,Better fetching of pictures,Bumps okhttp from 4.5.0 to 4.7.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
475,Merge pull request #192 from stepardo/master,0.43099487,@di72nn added two new actions in the settings to help fix queue/synchronization issues : the ability to dump the queue to a local file and the possibility to remove the first queue item found. https://github.com/wallabag/android-app/pull/915,,0
476,Add Russian changelog,0.5606331,Russian,Currently translated at 100.0% (324 of 324 strings),0
477,"refactor, use greendao and okhttp, and some new things",0.600914,@Strubbl updated the okhttp (#791) and gradle (#790) deps,Currently translated at 100.0% (324 of 324 strings),0
478,wipe database after update from versions < 9,0.46164858,AboutLibraries was automatically bumped to v7.0.3,,0
479,Merge pull request #1124 from weblate/weblate-wallabag-android-app,0.58581144,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,Currently translated at 100.0% (324 of 324 strings),0
480,Update api wrapper and add new article fields,0.65385836,"@di72nn updated the API wrapper, allowing to display the article's publication date and authors, if determined by wallabag. #811",Currently translated at 100.0% (324 of 324 strings),0
481,Merge pull request #1030 from wallabag/dependabot/gradle/com.google.android.material-material-1.2.0,0.54167974,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",Currently translated at 100.0% (324 of 324 strings),0
482,Enable Fullscreen Button for Youtube Videos,0.934333,Enable Fullscreen Button for Youtube Videos (by @NWuensche),,1
483,Change App Name,0.54294133,Ability to change title,Currently translated at 100.0% (324 of 324 strings),0
484,Merge pull request #1185 from wallabag/dependabot/gradle/org.slf4j-slf4j-android-1.7.32,0.57867205,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",translation :de:: make quotes consistent throughout the whole translation,0
485,Minor changes to TaskService,0.56221443,Other minor changes,,0
486,update gradle to 3.2.1 and gradle-wrapper to 4.6,0.57415175,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",,0
487,articleView: adding back the MarkAsRead button below the webView,0.707657,Tags (clickable) are displayed in the article view.,Currently translated at 90.9% (293 of 322 strings),1
488,Show progress in sync and update notifications,0.61915743,Better notifications,Currently translated at 94.6% (283 of 299 strings),0
489,Bump gradle from 7.0.3 to 7.0.4,0.5015128,* Better progress bars,Currently translated at 100.0% (299 of 299 strings),0
490,adopt imports to greenDAO3 and implement new abstract methods,0.39447093,Many fixes and translations,Currently translated at 100.0% (299 of 299 strings),0
491,Merge pull request #855 from wallabag/dependabot/gradle/com.mikepenz-aboutlibraries-7.0.4,0.49021867,* Fix PDF Downloading,,0
492,Added translation using Weblate (Japanese),0.7284041,Updated translations (added Japanese and updated other languages).,,1
493,Extract WallabagDbOpenHelper,0.5394887,Share title with url and option to remove the (via @wallabagapp),,0
494,"fix icon color (read, star) in list_item.xml for light theme",0.64211476,@NWuensche improved the theming system and fixed TTS icons color on dark theme,,0
495,Add basic PreferenceFragment-based settings,0.61195785,Proper preferences screen,,0
496,Bump gradle from 4.0.1 to 4.0.2,0.5201229,Bump version name for F-Droid users.,See https://github.com/wallabag/android-app/issues/168#issuecomment-593151010,0
497,Improve FeedUpdater,0.57773757,Faster update mecanism,,0
498,Fix URL opening in ReadArticleActivity,0.6113017,Fix Error when incorrect URL entered.,Bumps greendao-gradle-plugin from 3.2.2 to 3.3.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
499,Merge pull request #979 from wallabag/dependabot/gradle/com.squareup.okhttp3-okhttp-4.7.0,0.49916312,@Strubbl updated the okhttp (#791) and gradle (#790) deps,,0
500,Improve notifications,0.90080667,Better notifications,,1
501,Update compile and target SDK to 29,0.7338892,Target SDK version updated to 30 (Android 11) (#1072).,,1
502,Prevent NPE if the app is not configured,0.5108747,fix crash when TTS Enable/Disable and when switching to another app while TTS is running (thanks @tyndare #741),,0
503,Prefer SimpleTask (new parcelable task type),0.53270066,Layout improvements,,0
504,Remove WeakHashMap usage in ArticlesListPagerAdapter,0.5390337,@NWuensche added a setting to enable/disable swiping between articles #810 ,,0
505,Add connection test and credentials loading,0.6156748,Better tests for connexion issues,"FFS, Android...",0
506,Update api-wrapper version,0.64664495,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",,0
507,Wipe DB and cookies if specific settings were changed,0.42984432,UI should no longer be blocked by database operations.,,0
508,small updates and fixes for Spanish translation,0.7964349,Translation updates,,1
509,use own title resource for add bag dialog,0.54661596,Ability to change title,,0
510,fix app update and add msg,0.5179624,@msfjarvis bumped the app's dependencies and handled the migration to AndroidX #803,,0
511,"TTS: Use Service, MediaSession & Notification.",0.6098865,Notifications,,0
512,Merge branch 'silberzwiebel-master',0.38920635,German,,0
513,disable keyboard showing up on activity start,0.59766495,Option to disable touch input,,0
514,Remove unsuitable translation strings,0.6645179,Bugs and translations,Also fix a foreground service-related crash,0
515,"Add ""open random article"" function",0.8559425,• open a random article,Also extract action strings,1
516,Translated using Weblate (Czech),0.6744685,Improved translations,,0
517,bump travis,0.49262184,Bump version name for F-Droid users.,,0
518,get feed access data works on v2,0.46508837,• feed credentials no longer have to be input and can automatically be fetched when you provide username and password,,0
519,Merge branch 'screenOnReading' of https://github.com/NWuensche/android-app into NWuensche-screenOnReading,0.55441654,add setting to keep screen on while reading an article (thanks @nwuensche #724),Tested on Android 5 emulator,0
520,trigger Widget update on article feed update,0.5696558,@NWuensche added a setting to enable/disable swiping between articles #810 ,,0
521,Merge pull request #261 from di72nn/hotfix_260,0.49157763,• Fix connexion to wallabag v2.0.1 servers,,0
522,TTS: fix issue #234: mediasession null,0.6504987,fix crash when TTS Enable/Disable and when switching to another app while TTS is running (thanks @tyndare #741),,0
523,Merge pull request #1108 from weblate/weblate-wallabag-android-app,0.59471613,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,,0
524,Merge pull request #1212 from weblate/weblate-wallabag-android-app,0.5828028,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,,0
525,Merge pull request #596 from lokesh-krishna/OriginalFannibal-update-readme-icon,0.4922454,@di72nn added two new actions in the settings to help fix queue/synchronization issues : the ability to dump the queue to a local file and the possibility to remove the first queue item found. https://github.com/wallabag/android-app/pull/915,,0
526,Use non-exclusive DB transactions,0.4409366,* Added possibility to move database to internal or external storage,,0
527,Merge pull request #250 from di72nn/custom_ssl_option,0.44695437,* Handle server 500 errors with message,,0
528,Update full_description.txt,0.47832775,New Features,,0
529,Change article links style,0.67746735,"Images and links now displayed in articles, as well as all kind of html",,0
530,Autoformat TTS stuff,0.59698725,tts: automatic switch to article's language (thanks @tyndare  #709),,0
531,Apply theme to ConnectionWizard,0.719095,Connection wizard,,1
532,Increase widget counter of max. number unread articles to 9999,0.73475015,@Strubbl increased max widget counter value. (#1170),,1
533,make youtube videos viewable,0.83007956,Enable viewing of Embeed YouTube vidéos,,1
534,update gradle to 3.4.1 from 3.4.0,0.53869665,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",May break stuff if some data was saved using different path,0
535,update travis build tools,0.41820937,- Many fixes & background improvements,,0
536,Merge pull request #524 from wallabag/add_framabag_preset,0.5302579,Drops wallabag v1 support : Framabag will not work anymore with this version.,So the app doesn't crash if neither Google Play nor F-Droid is installed.,0
537,Merge branch 'feature-107-copy-url-clipboard',0.49852672,Add menu entry to copy article url to clipboard,,0
538,Update greendao to 3.3.0,0.5350411,Update deps,,0
539,Autoformat MainActivity,0.5094931,Automatic sync,,0
540,Fix widget updating,0.6067009,wallabag unread items widget,The article will be opened as soon as it becomes available (if the dialog is not closed).,0
541,Add sync types description in Settings,0.53777385,Automatic sync,,0
542,Merge pull request #342 from wallabag/extract-strings,0.4559285,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",,0
543,Merge pull request #1181 from wallabag/dependabot/gradle/com.google.android.material-material-1.4.0,0.56926095,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,,0
544,Merge pull request #1038 from wallabag/release_2.4.0,0.5542258,Drops wallabag v1 support : Framabag will not work anymore with this version.,,0
545,Logo de meilleure qualite,0.62440324,* Icons and logo should now render better on each theme,,0
546,Add Share and Copy options for link menu Fix #610 (#677),0.86571145,add Share and Copy options for link menu (thanks @NWuensche #677),,1
547,Merge pull request #1214 from weblate/weblate-wallabag-android-app,0.5770129,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,,0
548,TTS JS: parse only '#article' div instead of the whole ,0.45572823,tts: automatic switch to article's language (thanks @tyndare  #709),,0
549,TTS: add option to use preview picture as album art,0.61985564,* Show preview picture in article view,,0
550,Fix articles list filtering,0.66487056,• limit articles,,0
551,Version 2.1.0-beta,0.6958897,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",,0
552,Add French translation for the 2.4.3 version changelog,0.7166985,Updated translations,,1
553,translation updates and new version,0.961915,Translation updates,Also generally improve handling of that event a bit.,1
554,Remove unused property from DB schema,0.46297488,Removed legacy code. (#1114),,0
555,Fix pull-to-refresh icon on fail,0.55951387,Fix some UI freezes.,,0
556,change font size without js,0.73577726,Font size,Also send some local changes when adding an article,1
557,Merge pull request #972 from weblate/weblate-wallabag-android-app,0.5877714,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,,0
558,French localisation,0.79976314,* French,,1
559,Rewrite position restoration,0.5271929,A lot of refactoring.,,0
560,Add ProgressDialogs for tasks in settings,0.5704056,* Better progress bars,,0
561,Merge pull request #1175 from wallabag/release_2.4.3,0.5711833,Drops wallabag v1 support : Framabag will not work anymore with this version.,,0
562,changed theme: using DeviceDefault.Light.DarkActionBar for API 14+,0.6474847,fix navbar color in dark themes in Android 9 (@Strubbl #766),,0
563,Fix URI for QR code reader installation,0.60108113,@di72nn added the possibility to launch a QR code scanner app for easier wallabag credentials setup https://github.com/wallabag/android-app/pull/369,,0
564,Added translation using Weblate (Turkish),0.7264557,Updates to turkish translations (@Ardakilic),,1
565,fix lint Assert: Assertions,0.44240904,Corrects bugs,,0
566,Update Google Play and F-Droid badges,0.6293515,Bump version name for F-Droid users.,,0
567,auto format manifest,0.43164515,Ability to toggle justified text,,0
568,Fix minor NPE in getCredentials(),0.47382545,Small fixes,,0
569,Merge pull request #210 from Strubbl/v2-support,0.48091674,• Fix connexion to wallabag v2.0.1 servers,...instead of during enqueueing,0
570,Merge pull request #828 from wallabag/Strubbl-patch-1-readme-no-legacy-anymore,0.5374435,• Fix connexion to wallabag v2.0.1 servers,,0
571,Add context menu to add tag from selection,0.7312297,Olivier Mehani (@shtrom) added a context menu item to add tag from selection. https://github.com/wallabag/android-app/pull/1053,,1
572,Support downloading different file types,0.8291158,Multiple format download,,1
573,Init,0.42944932,finally migrated from inthepoche to wallabag,,0
574,Remove a git error,0.5217143,@di72nn added a Gradle Wrapper Validation Github Action to prevent bad gradle-wrapper.jar binaries,,0
575,build: Exclude all kotlin_module files,0.35406172,Ability to export logcat to file,,0
576,Merge pull request #538 from wallabag/fix_sharing,0.56231785,• Fix connexion to wallabag v2.0.1 servers," Added a service and an API for background task execution: ""Bound"" method allows to pass non-serializable tasks.      Unfortunately, that approach has limitations (thanks to Android):      service binding can't be done in methods like Activity.onStop().      Also the method is inherently async. A rudimentary method to execute serializable (ActionRequest-based) tasks. All basic article operations don't block UI anymore   (except rare stuff like purging DB from settings).",0
577,"fix tables, images and quotes in dark themes",0.7262542,"* Fix display of tables, quotes and <pre> elements in all themes",,1
578,Update feeds after connection test if DB is empty,0.4796362,Better tests for connexion issues,,0
579,Bump gradle from 3.5.3 to 3.6.0,0.505484,Bump minSdkVersion to 10 (Gingerbread : Android 2.3.4 / Android 2.3.3),,0
580,TtsFragment: denote that parameter cannot be null for comparison,0.45200095,Better tests for connexion issues,,0
581,Defer Conscrypt init,0.59238136,Conscrypt initialization errors are ignored now (#1103).,,0
582,Translate Justified french option,0.7213559,* French,,1
583,Bump conscrypt-android from 2.2.1 to 2.4.0,0.6063141,Bump minSdkVersion to 10 (Gingerbread : Android 2.3.4 / Android 2.3.3),Created with AndroidStudio using icon/logo-icon-black-no-bg*.svg files with resize at 63%.,0
584,Update version of android plugin for gradle,0.5675067,This version updates the dependencies to the okhttp libraries. That means Android 5.0 is now the minimum Android version for running this app. ,Translations update from Weblate,0
585,Ignore missing translations,0.7248957,Bugs and translations,Currently translated at 100.0% (299 of 299 strings),1
586,Bump gradle from 4.0.0 to 4.0.1,0.52628446,Bump version name for F-Droid users.,Currently translated at 95.3% (285 of 299 strings),0
587,Merge pull request #946 from weblate/weblate-wallabag-android-app,0.60035414,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,Currently translated at 79.5% (238 of 299 strings),0
588,"Switch between articles with ""fling action""",0.7017547,Brings swiping between articles,,1
589,Merge branch 'menu-tag',0.48768446,"Basic tags support (list by tag, add/modify/delete tags on articles) ",Bumps okhttp-urlconnection from 4.4.1 to 4.5.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
590,wallabag:// magic URLs,0.54319775,wallabag unread items widget,,0
591,Merge branch 'improve_progress_bars',0.60115993,* Better progress bars,Bumps okhttp from 4.4.1 to 4.5.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
592,Translated using Weblate (Spanish),0.7076144,Translations:,Update fastlane changelog and add french translation,1
593,Change article font params via JS calls,0.5216312,Text-to-speech changes,Signed-off-by: Thomas Citharel tcit@tcit.fr,0
594,double default limit of article list items,0.7521309,• limit articles,Release 2.4.0-beta.1,1
595,Bump gradle-plugin and deps versions,0.58213115,Bump version name for F-Droid users.,Signed-off-by: Thomas Citharel tcit@tcit.fr,0
596,Release 2.4.0-beta.6,0.7051993,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",,1
597,"Add functionality behind ""keep screen on"" option",0.67085564,add setting to keep screen on while reading an article (thanks @nwuensche #724),Fix sync error after deleting all tags from an article,0
598,run greenDAO3-generator to create classes with annotations,0.44991317,@di72nn added experimental support for annotations. This feature is disabled by default until we polish the angles and can be activated in the settings. https://github.com/wallabag/android-app/pull/843,Translations update from Weblate,0
599,update versionCode to 10,0.57889485,Target SDK version updated to 30 (Android 11) (#1072).,Currently translated at 100.0% (299 of 299 strings),0
600,Merge pull request #102 from wallabag/someupdate,0.5291573,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",Currently translated at 100.0% (299 of 299 strings),0
601,Translated using Weblate (German),0.7434329,Update german translation,Bumps gradle from 3.6.1 to 3.6.2. Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
602,Suppress deprecation warning,0.53199816,Notifications,,0
603,Merge branch 'weblate-wallabag-android-app' into master,0.43679696,Full support for wallabag v2 API (https://github.com/di72nn/wallabag-api-wrapper),Bumps conscrypt-android from 2.2.1 to 2.4.0. - Release notes - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
604,Connection Wizard: add v2.wallabag.org preset,0.8615515,Updated Connection Wizard (wallabag.it support).,,1
605,updating target api (21),0.692908,Target SDK version updated to 30 (Android 11) (#1072).,Bumps okhttp-urlconnection from 4.4.0 to 4.4.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
606,Merge branch 'master' into android-app-italian,0.41257668,@msfjarvis bumped the app's dependencies and handled the migration to AndroidX #803 ,,0
607,Use Toast instead of Dialog as a successful result,0.48451954,Dialogues suggesting to sync if needed,Bumps okhttp from 4.4.0 to 4.4.1. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
608,update gradle version 1.5.0 (to get the code running on my machine),0.523614,@di72nn added a Gradle Wrapper Validation Github Action to prevent bad gradle-wrapper.jar binaries,Translations update from Weblate,0
609,Merge pull request #933 from weblate/weblate-wallabag-android-app,0.5764993,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,Currently translated at 100.0% (299 of 299 strings),0
610,fixes lint Image without contentDescription,0.62061465,Theme and downloading pictures fixes,Currently translated at 100.0% (299 of 299 strings),0
611,Translated using Weblate (Catalan),0.72586024,Up-to-date french and spanish translations,,1
612,Bump material from 1.2.1 to 1.3.0,0.56614995,Bump version name for F-Droid users.,,0
613,Add workaround for Android ~2.3.3 xml-parser bug,0.46360344,@msfjarvis bumped the app's dependencies and handled the migration to AndroidX #803 ,Bumps gradle from 3.6.0 to 3.6.1. Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
614,improving article list: adding host label,0.61098343,"Basic tags support (list by tag, add/modify/delete tags on articles) ",Add Gradle Wrapper Validation Action,0
615,TTS: Workaround when opening Next/Previous Article,0.65477306,tts: automatic switch to article's language (thanks @tyndare  #709),,0
616,Add Basic HTTP Auth support to WebView,0.71296525,• HTTP Auth,See: https://github.com/gradle/wrapper-validation-action,1
617,Remove OfflineURL from DB and DAO,0.5642377,• send URLs to server when they were added offline,,0
618,Move pref_option_autoSync_type_values from strings to arrays,0.4027562,"* Fix display of tables, quotes and <pre> elements in all themes",,0
619,Implements #216 Export articles as pdf,0.71370053,Downloading PDFs of articles,Bumps gradle from 3.5.3 to 3.6.0. Signed-off-by: dependabot-preview[bot] support@dependabot.com,1
620,Add proguard rules for greendao 3,0.4470762,* Added Framabag preset,Translations update from Weblate,0
621,Adjust icon size in app widget,0.5649833,Adaptive icon.,Currently translated at 100.0% (299 of 299 strings),0
622,Bump eventbus from 3.2.0 to 3.3.0,0.5247874,Bump version name for F-Droid users.,Update fastlane changelog,0
623,Merge pull request #1011 from wallabag/fix_query,0.5396692,• Fix connexion to wallabag v2.0.1 servers,,0
624,Add basic auto-sync on network connection event,0.7476333,Automatic sync,,1
625,Merge pull request #925 from wallabag/update_changelog,0.5336268,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",Bumps okhttp-urlconnection from 4.3.1 to 4.4.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
626,Merge pull request #587 from wallabag/multiple_file_formats_for_download,0.64882755,Multiple format download,Bump okhttp from 4.3.1 to 4.4.0,0
627,"Fix credentials ""Autofill"" function",0.60133636,• feed credentials no longer have to be input and can automatically be fetched when you provide username and password,update eventbus to 3.2.0 from 3.1.1,0
628,Bump appcompat from 1.0.2 to 1.1.0,0.61690015,Bump minSdkVersion to 10 (Gingerbread : Android 2.3.4 / Android 2.3.3),Add fastlane metadata,0
629,Merge pull request #431 from ngosang/feature/translation3,0.47008294,Translations fixes (@di72nn),Annotations support,0
630,Merge pull request #1112 from wallabag/fix_ci,0.5607383,• Fix connexion to wallabag v2.0.1 servers,Bumps okhttp from 4.3.1 to 4.4.0. - Release notes - Changelog - Commits Signed-off-by: dependabot-preview[bot] support@dependabot.com,0
631,Merge pull request #1154 from wallabag/lower_exists_query_length,0.46157292,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",,0
632,Split FeedUpdaterTask,0.4845584,Switch between « Show all » and « Unread articles » (still not synced),,0
633,Merge pull request #1191 from wallabag/dependabot/gradle/androidx.media-media-1.4.1,0.52945936,@di72nn fixed a webview crash happening with Android 5 https://github.com/wallabag/android-app/pull/877,Short and full descriptions are copied from fdroid metadata. Images are taken from GPlay.,0
634,Merge pull request #932 from wallabag/fix_sync,0.6075382,• Fix connexion to wallabag v2.0.1 servers,,0
635,Merge pull request #402 from wallabag/db_migration,0.57995963,Fix migrations,Translations update from Weblate,0
636,Merge pull request #689 from wallabag/update_translations,0.52140504,"@di72nn updated their wallabag API wrapper library to the latest version, which brings a few optimizations and compatibility with latest wallabag versions https://github.com/wallabag/android-app/pull/861",Currently translated at 100.0% (296 of 296 strings),0
637,Added translation using Weblate (Persian),0.6869769,Improved translations,,0
638,update gradle to 2.1.0 (from 2.1.0-alpha5),0.62524354,"Replaces version 2.4.0-beta.2, which APK didn't have the latest changes.",,0
639,Classify some more exceptions as Temporary,0.42484385,Various fixes,Move estimated reading time and preview picture to header. Escape more content. Also slight refactoring.,0
640,Bump gradle plugin version,0.5903139,Bump version name for F-Droid users.,,0
