Index,Release Note
40,"Breaking Changes
Namespaced AWS Provider Resources link
We iterated on the namespacing for the AWS provider which got introduced in link. Our goal was, to enable custom L2 / L3 abstractions being built with jsii, improve the general jsii support for the namespacing and last but not least to allow both namespace and barrel imports in Typescript. A welcome side effect is a 5x performance gain when building packages via jsii for Python (from ~ 16 minutes to ~ 3 minutes) and likely other targets such as Java or C#
As a result, there are a few minor breaking changes:

Namespaces are all lowercased now, without a separating character
Namespaces are all a single word now (e.g. module used to be module in Python - it's now just module)
module namespace got renamed to module

Typescript Example
Before
This was pretty much the only way to use the namespaced provider classes.
```ts
import { CloudFront } from ""@cdktf/provider-aws"";
new CloudFront.CloudfrontDistribution(this, ""cloudfront"", {});
```
After
Now it's possible to either import the entire namespace, or a resource class directly.
```ts
// Similar to before, but namespace is lowercased
import { cloudfront } from ""@cdktf/provider-aws"";
new cloudfront.CloudfrontDistribution(this, ""cloudfront"", {});
// new option
import { CloudfrontDistribution } from ""@cdktf/provider-aws/lib/cloudfront"";
new CloudfrontDistribution(this, ""cloudfront"", {});
```
See this link for more details.
Other Changes
fix

fix(provider-generator): Fix private registry module generation link
fix(lib): Fix incorrect parseInt casing link
fix(lib): fix documentation link for lookup link
fix(provider-generator): Mutating complex objects link
fix(provider-generator): attributes on resources should not be undefined link
fix(examples): Make sure we're using pipenv link
fix(lib): Increased --max-old-space-size value link
fix(examples): temporarily set fixed AWS provider version for Java link
fix(cli): fix bug that required cdktf.json in parent directory when running convert link
fix(provider-generator): escape hyphens in provider names for Go package identifiers link
fix(lib): Rework AWS Provider Namespacing link
fix(lib): escape newlines in terraform functions link
fix(lib): Also separate Token Map and symbols for interoperability with AWS CDK Tokens link
fix(release): only include prs since last version in the changelog link

chore

chore(docs): Fix broken anchor links link
chore(docs): link and layout fixes link
chore(docs): document list escape hatches link
chore(tests): remove jsii version from snapshot link
chore(docs): Add constructs documentation to website link
chore(deps): upgrade jsii versions and unpin AWS TF provider version for Java example link
chore(docs): Move examples up in sidebar, list out tutorials link
chore(deps): yarn upgrade link
chore(cli): upgrade React version link
chore(release): Pre-releases should use next version link
chore(docs): Fix docs nits like images, headings, and contractions link
chore(deps): remove obsolete dependency module link
chore(deps): fix dependabot config link
chore(deps): re-enable dependabot link
chore(docs): document escape hatch for dynamic blocks link
chore(docs): copy over aspects link
chore(docs): revert link change link
chore(docs): Laura fix docs nits link
chore(examples): Use AWS provider 3.0 link

Other

chore: add website release automation link
fix: Fix EC2 Instance creation example link
fix: Minor typo in error message about missing providers link

feat

feat(cli): use ts-node to compile main.ts link
feat(docs): add link to new deploy apps tutorial link
feat(lib): Add module option to TerraformOutput (uses construct id as synthesized output name)"" link
feat(lib): throw error when a token is used in a construct name link
feat(hcl2cdk): document providers with missing type information link
feat(lib): Expand Output value types link

test

test(cli): test generated providers link
test(lib): ensure assets dont redeploy without FS changes link
"
41,"Breaking Changes
Abbreviated version below, for a guide see link
Namespaced AWS Provider Resources link
The AWS Provider has a size that makes it hard to navigate in editors, especially in languages that compile it to a single file like Python. We implemented namespaces that hold Resources and Data Sources the same category together, the categories can be found on the link.
If you don't use the AWS provider no action is needed, if you do you need to adjust your import statements to match the namespaces. You can find more information at link.
Simplify Provider API Surface link
When generating the provider bindings we previously translated any block to an array of a certain type, both in configuration and as properties on the resource / data source instances. For blocks that can only appear once at most this is making the API harder to use. From this version on these blocks are going to be just the type instead of an array of a certain type.
For information on how to migrate please see link.
Technical Preview
AWS Adapter

The AWS Adapter is a technical preview and not ready for production usage. Its API is not stable and things might break unexpectedly.

The module (included in the module package) allows you to use Amazon Web Services Cloud Development Kit (AWS CDK) constructs in your CDK for Terraform (CDKTF) projects. Find out more in the Github repository link or jump straight to the link.
Features

feat(docs): Aws Adapter link
feat(lib): change the namespace of encoded string, list and number tokens link
feat(docs): document the use of aspects and annotations link
feat(lib): invoke Aspects when using module and module link
feat(cli): namespace aws provider link
feat(docs): add telemetry docs link
feat(examples): add example azure service bus link
feat(hcl2cdk): Copy local modules when init from TF project link
feat(lib): use objects instead of objects in arrays if possible link
feat: Extend support for Terraform expressions link

Fixed Bugs

fix(docs): fix missing backticks link
fix(lib): Lock jsii version link
fix(provider-generator): rename lambda namespace in lambda functions link
fix(docs): fix typo in remote templates docs link
fix(examples): fix path to setup.js file in jest config link
fix(hcl2cdk): Convert null provider link
fix(docs): fix example for integration test link
fix(tests): quote lerna scope to prevent shell expansion link
fix(hcl2cdk): Always using module binding for convert command link
fix(hcl2cdk): Fix duplicate modules link

Refactoring

refactor(cli): replace links with redirects link

Documentation

chore(docs): Fix link to outputs doc link
chore(docs): Fixes broken links link
chore(docs): Update docs link link
chore(docs): Fix docs links link
chore(docs): reference interoperability layer link
chore(docs): add new namespaces link
chore(docs): review cli reference link
chore(docs): remove adapter part link
chore(docs): improve release script to not require manual pr selection link
chore(docs): Proofreading edits link
chore(docs): Terraform Docs link
chore(docs): document numeric tokens link
chore(deps): add script to update all snapshot tests link
chore(docs): Laura architecture edits link
chore(docs): Merge docs content to stable website link
chore(docs): Laura docs todos edits link
chore(docs): Add note and copyediting to providers page link
chore(docs): Address todos link
chore(docs): CDK for Terraform Architecture link
chore(docs): Update cli configuration doc link
chore(docs): Autofix prettier link
chore(tests): Ignore website changes for test workflows link
chore(docs): Combine Resources and Providers pages link
chore(docs): Edits to Project Setup & Config file docs link
chore(docs): Terraform Outputs link
chore(docs): Adds descriptions example drafts link
chore(docs): improve community documentation link
chore(docs): What is CDKTF and Interoperability link
chore(docs): link docs to Pocket codebase, YouTube link
chore(docs): Project Setup link
"
42,"Breaking Changes
fix(cli): Better handle non-registry modules and improved naming link
If you use Terraform Modules you will need to adust their names. We changed the naming to be more intuitive, e.g. module is now module. To migrate please run module with this version and change your imports to match the new abbreviated form.
Fixed Bugs

fix(cli): directly depend on cli-spinners v2.6.0 link
fix(cli): create .cdktf folder if needed link
fix(lib): check for null on removing metadata in testing framework link
fix: ignore build output in prettier link

Chores

chore(deps): bump trim-newlines from 3.0.0 to 3.0.1 link
chore(docs): remove roadmap link from README link
"
43,"Features

feat(hcl2cdk): Add logical id override when construct id's aren't unique link
feat(lib): use jest asymetric matchers & nicer error messages link

Fixed Bugs

fix(hcl2cdk): Correctly handle remote state link
fix(docs): adjust setup handling in docs link
fix(cli): don't create config.json files if none was present before link
fix(lib): fix source path generated for local modules link
fix(docs): typo in documentation link
fix(lib): Fix release pipeline link

Chores

chore(tests): Build examples as matrix - 1 build per example link
chore(tests): Fix release pipeline link
chore(tests): Upgrade to jest 0.27 for integration tests and retry failed tests once link
chore(deps): bump tmpl from 1.0.4 to 1.0.5 link
chore: fix config for dependabot link
"
44,"Fixed Bugs

fix(cli): replaceAll not available in node v14 link
fix(cli): fix import path for Manifest (was relative) link

Chores

chore: lint monorepo for relative imports between packages link
chore: remove duplicated jest interface members link

Documentation

feat(docs): add docs for module link
"
45,"Fixed Bugs

fix(lib): Fix testing setup link
"
46,"Breaking Changes
Abbreviated version below, for a guide see link
Constructs upgrade (module to module)
The module package serves as the base for all building blocks of the CDKs (e.g. CDK for Terraform, AWS CDK and cdk8s). Recently the module package was lifted to v10 with a few but major changes. The reason behind those was to make it future proof and stable across different CDKs. In this process the API surface area of the module base package was reduced and some functionality has been moved directly to the AWS CDK instead. For more information and the underlying motivation for the changes to the module library refer to the link.
Moved functionality

module are now part of module as they've been removed from module. If you use them, you need to change your import statement to import them from the module package. The api also has changed a bit. The new way to register module is module instead of module.
The module, module and module methods are now available under the module API: e.g. module. module are a part of the module base library.

Removed functionality

module / module has been removed. Instead you can use link.
module has been removed. If you find yourself needing support for it, please file a new issue on this repo and describe your use-case.

Features

feat(hcl2cdk): inform about recommended variable usage link
feat(lib): make asset paths change if asset content changes link
feat(cli): Introduce support for shell completions link
feat(lib): Print a hint when the app has been passed to a backend instead of the stack link
feat(lib): expose unit testing helpers link
feat(cli): detect and validate used node & go version link
feat(lib): expose terraform functions link

Documentation

chore(docs): add a first short note about how to release link
feat(docs): document how to connect CDKTF to Terraform Cloud link
fix(docs): update docs to be correct about outdir since multiple stacks feature link
fix(hcl2cdk): aliased provider missed in graph link
chore(docs): release pre-built providers link
chore(docs): update telemetry.md for 0.6 release link
chore(docs): remove custom adapter section for now link
feat(docs): upgrade guide for v0.6 link

Fixed Bugs

fix(lib): keysToSnakeCase needs to ignore intrinsic tokens link
fix(lib): synthesise numbers correctly link
fix(lib): better error for uninitialized provider link
fix(cli): Don't specify --user flag when running in an pip activated virtualenv link
fix(deps): check in husky hooks link
fix(lib): Alternative Validation Approach link
fix(cli): Don't print sensitive outputs when running deploy link
fix(tests): enable windows test with escapes link
fix(hcl2cdk): Fix convert with numeric count link
fix(lib): Module references to providers synthesizes array instead of map link
fix(tests): disable terraform cloud test for now link

Chores

chore(lib): speed up TS compilation link
chore(deps): ignore tsbuildinfo link
chore(docs): Brief reference for local provider usage link
chore(docs): Link Python Poetry community template link
chore(deps): bump tar from 4.4.13 to 4.4.17 link
chore(tests): remove unused aws provider dependency to speed up test link
chore: fix typos link
chore(lib): BREAKING CHANGE upgrade constructs lib to v10 link
chore(deps): Upgrade yargs to v17 link
chore(tests): Align workflow trigger link
chore(cli): Make sure Python dependencies are working locally link
chore(deps): bump tar from 4.4.17 to 4.4.19 link
chore(release): run all tests on npm test link
chore(hcl2cdk): Provide guidance for imports link
chore(deps): bump axios from 0.21.1 to 0.21.4 link
refactor(lib): use the same jest config everywhere link
feat(cli): Improve telemetry link
"
47,"Read the announcement blog post: link
New Features

feat(cli): implement hcl2cdk link
feat(cli): add cdktf module command link

Documentation

chore(docs): link docker integration example link
chore(docs): add google cloud kubernetes example link
chore(docs): python example for gcp cloud function link
chore(docs): Add serverless application guide link
chore(docs): link to serverless e2e example link
chore(docs): add examples for ucloud provider (ts/python/java/c#/go) link
chore(docs): add azure python link link
chore(docs): Enhance readme with Terraform Platform Illustration link
chore(docs): Add Project Maturity section to README link
chore(docs): Add callouts to Learn tutorials link
chore(docs): Create BUGPROCESS.md link
refactor(docs): clarify that we support all providers and modules link
fix(docs): remove Csharp readme in Python for #745 link
fix(docs): add mandatory cdktf get step link
fix(docs): document module generation link

Fixed Bugs

fix(cli): throw explicit error when commands are invoked outside of a cdktf project link
fix(cli): dont compile cdktf output directory link
fix(cli): dont upload .terraform folders link
fix(cli): polish user interaction by switching libraries link
fix(cli): update hint for tfstate file link
fix(cli): parse JSON output link
fix(hcl2cdk): exclude non-registry modules from the cdktf.json link
fix(hcl2cdk): adjust link for label renaming link
fix(hcl2cdk): only run get conditionally link
fix(hcl2cdk): camelCase backend properties link
fix(hcl2cdk): suffix variables and locals link
fix(tests): make less assumptions about environment in config.test.ts link
fix(lib): Add in new optional AWS route attributes link

Chores

chore(deps): use nodejs v14 version of aws jsii/superchain image link
chore(deps): add gcc and gcc-c++ to Dockerfile required for node-gyp link
chore(deps): Upgrade eslint to v7 link
chore(deps): bump ws from 7.4.2 to 7.4.6 link
chore(deps): bump y18n from 4.0.0 to 4.0.3 link
chore(cli): send telemetry on errors link
chore(cli): lint tsx files and clean up React Hooks code link
chore(cli): add prettier link
chore(lib): track overrides and backend types in stack link
chore(tests): Provide global PR workflow status link
"
48,"Fixed Bugs

Fix module - Make sure output parses only relevant parts link
Dont error on init when log has been written link
"
49,"Implemented enhancements

Experimental Go Support link
Add Asset Construct link
Support sensitive variables link
Update python templates to use RemoteBackend construct link & link
UX: Explain how to specify a stack in the error message link
Terraform Cloud: Output uses attribute name instead of id link
Terraform Cloud: Stream resource updates link
Add JSDoc links to Terraform Registry docs when generating providers link

Fixed Bugs

Return non-zero exit code on unknown command and allow terraform-like command names link
Add cdktf.log to .gitignore of built-in templates link
Fix elasticsearch index resource link
Fix gitignore after init link
Deploy changes on TF output changes link
Fix: Unable to use resources containing an argument named 'stack' link
OCI Synth issues: ""module has already exported a member"" link
Adapt to changed output format in Terraform 0.15.4 link
"
50,"Breaking Changes
We're now supporting multiple Stacks! - existing Terraform state files from local Terraform workflows have to be renamed to match the stack name.
Up until CDK for Terraform version module only a single stack was supported. For local state handling, a module file in the project root folder was used. With version module the local state file reflects the stack name it belongs to in its file name. When a module file is still present in the project root folder, it has to be renamed to match the schema module manually.
Implemented enhancements:

Add support for remote templates link
Handle Multiple Stacks link

Fixed Bugs

Wait for ConfigurationVersion to be ready when using Terraform Cloud link
Fix module variables without type link
Fix module without newline link
Rename instance variable to a more specific name to avoid name collisions link
Fix multiple modules with same end name link
"
51,"Fixed Bugs

Resources containing hyphens in resource ids did not correctly display their apply status link
Add missing handling for resource status lines link
Print more descriptive error messages if requests to Terraform Cloud fail link, link, link, link
"
52,"Fixed Bugs

Allow for module without outputs link
Fix Python template link
Don't treat warning lines as resources link
Handle malformed code blocks in provider schema descriptions link
"
53,"Breaking Changes

Generated classes for modules from the registry will change - see link for more details
Phased out testing and support for Terraform module. It's likely to still work for now, but it's not guaranteed anymore link

Implemented enhancements:

Improve Module Support link
Release packages to Maven Central link
Release packages to Nuget.org link
TerraformHclModule outputs use tokens link
Improve C# init behaviour for Github Package Registry link
Support for dynamic attribute type link
Upgrade to ink v3 link

Fixed bugs:

Correct depends on casing for modules link
Python pip template adjustments for windows link
Checkpoint Error Handling / Timeout link
Inject defaults for certain attributes link
Python-pip template fix/improvements link
Quote cdktf path in init templates link
Include feature flags in java template and test link
Update jsii-srcmak to remove symlink link
Rename null provider for java & c# link

Chores:

Fix typo in execTerraformSynth link
Upgrade Java exec-maven-plugin 3.0.0 link
"
54,"Implemented enhancements:

C# Support link
Terraform Cloud support with remote execution mode link

Fixed bugs:

Include feature flags in java template and test link

Security Updates:

Bump ini from 1.3.5 to 1.3.8 link
CVE-2020-7789 / GHSA-p9pc-299p-vxgp link / link
"
55,"Fixed bugs:

Depends on expansion link
Make sure tokens resolved before converting to json link
Alter reset and input names when they conflict link
Fix complex map attribute data source reference link
Remap 'equals' to 'equalTo' to work around jsii limitation link
Generated custom mappings link
"
56,"Fixed bugs:

Update jsii with python docs fix link
Maintain dependencies between required construct properties link

Implemented enhancements:

Java support link
Simple Terraform Locals link
allow to use TERRAFORM_BINARY_NAME env to set terraform binary link
Default to NPM in templates link
Terraform version check link
Terraform Variables link
Terraform hcl module link
Support for matching existing Terraform names link
"
57,"Fixed bugs:

Fix Orcale Provider link
Run Terraform commands with module flag link
Use default provider caching of Terraform, rather than creating error prone symlinks link

Implemented enhancements:

Streamline CLI workflows for prebuilt providers link
CLI installable via Homebrew link
Support Terraform provider caching by default link, link, link
"
58,"Fixed bugs:

Fix TerraformProvider alias definition link

Implemented enhancements:

Checkpoint telemetry integration link
Adding cdktf version to the terraform user agent link
Migrate to jsii-srcmak link
"
59,"Fixed bugs:

Terraform 0.13 Compatibility for 3rd Party Providers (e.g. Docker) in Python link
Fix Naming Collision with Config interfaces link

Implemented enhancements:

Use remote backend class for typescript template link
"
60,"Implemented enhancements:

Terraform 0.13 Compatibility link

Security Updates:

Fix dot-prop security dependency bot alert link
"
61,"Fixed bugs:

Fix interpolation bug in complex computed list of data sources link
Avoid conflicts with resource attributes called ""node"" link
Python: setup imports dir as a package link

Implemented enhancements:

Add support for List of Maps in schema generator link
Add Lists of Maps link
Bump and align Typescript / @node/types Dependencies - Upgrade lodash link
Terraform backend config link
Terraform data remote state link
"
62,"Fixed bugs:

module was broken on Windows link
"
63,"Implemented enhancements:

Defaults are opposite of Terraform but should default to being non-destructive link
Version check for new cdktf cli link
Set NODE_ENV for CLI link
Make local state persistent  link
Improved resource name structure in Diff / Deploy / Destroy link

Fixed bugs:

cdktf destroy errors saying stale plan link
Migrating from local state to remote state doesn't work link
Display Typescript Errors for Synth link
cdktf init is broken link
Handle stale stacks in cdktf link
cdktf init Terraform Cloud workspace creation doesn't work link
Case sensitive tags are incorrectly downcased link
"
64,"
Bug when creating Terraform Cloud workspace via module (#144)
"
65,"
Fix module issue (#139)
"
66,Minor bug fixes and documentation for getting started guides.
67,"
Support for module (#90)
Support for module (#92)
Support for module (#111)
Support for Terraform Cloud via module (#96)
Support for logging across the project (#100)
New UI for module and module (#103)
Basic error handling support (#110)

There are other minor bug fixes included in the release. (#109, #122, #128)."
68,"
Typescript examples and template defaults for synthesize commands to compile application (#63)
Terraform Output doesn't handle Optional Types (#83)
"
69,"
Document Terraform outputs and remote backend (#64)
Fix providers file workflow (#66)
Stack escape hatch (#81)
"
70,"
Getting started guide for Python (#73)
Change output directory to module for Terraform configuration (#70)
Fix output directory argument for module (#62)
"
71,Enable synthesis to Python
72,Minor output changes and updated README.md example.
73,Alpha release for Github and NPM
74,Initial release of module and module to Github and NPM registry.
