Index,Commit Message Abstract,Score Abstract,Corresponding Changelog Sentence Abstract,Commit Desription Abstract,Label
196,Bump websocket-extensions from 0.1.3 to 0.1.4,0.47952902,Add http client request watcher (#1073)﻿,Implemented fallback for PDO::quote method on QueryWatcher Implemented fallback for PDO::quote method on QueryWatcher Implemented fallback for PDO::quote method on QueryWatcher Implemented fallback for PDO::quote method on QueryWatcher Implemented fallback for PDO::quote method on QueryWatcher Update QueryWatcher.php Co-authored-by: Juan Lago juan@leadsupply.com Co-authored-by: Taylor Otwell taylor@laravel.com,0
197,added test for varying hours,0.465914,Support duration calculation without constant LARAVEL_START (#664),Remove asset manifest check and warning Remove unused import,0
198,update branch alias,0.33448166,Fix for database migrations publishing path (#979)﻿,,0
199,Fix syntax highlighting (#1142),1.0,Fix syntax highlighting (#1142)﻿,,1
200,Merge pull request #209 from ybaruchel/1.0,0.49053305,Merge previously defined view data when building the view mailable data (#1157),,0
201,Fixes Custom Namespacing Issues (#186),0.5451466,Fix syntax highlighting (#1142)﻿,,0
202,Apply fixes from StyleCI (#904),0.49467987,Testing fixes (#866),,0
203,Merge pull request #785 from laravel/php74,0.5190757,Fix PHP 8.1 issues (#1156)﻿,,0
204,Merge pull request #704 from cyrodjohn/2.0,0.51772404,Log failed requests (#701),,0
205,Fix registering telescope service provider multiple times,0.70258474,Fix telescope.domain usage (#1124)﻿,,1
206,Test Unauthorized Requests,0.47518614,Log failed requests (#701),Update to Mix v6 Apply fixes from StyleCI (#1038),0
207,Truncate request url more (#1195),0.8527749,Truncate request url more by @driesvints in link,,1
208,Add config options for ignored paths and commands,0.58854485,Empty path config in frontend (#637),,0
209,Update vue-json-pretty,0.4943382,JSON fallback font (#605),,0
210,Merge pull request #909 from laravel/driesvints-patch-1,0.55990064,Fix deprecations by @driesvints in link,This reverts commit 897d2e03278718551badede7ed612893d61b8e49.,0
211,Improve assertions,0.39415422,Testing fixes (#866),,0
212,Update CHANGELOG.md,0.6404136,Changed,,0
213,Dont register redis watcher if the redis service is not bound into the container. (#1259),0.94861317,Dont register redis watcher if the redis service is not bound into the container. by @mad-briller in link,,1
214,Create .editorconfig,0.45068276,"Add app name config to title and dashboard (#643), (a3f1580)",,0
215,Delete .DS_Store,0.51244485,Removed,,0
216,update composer file,0.57970804,Check if composers key exists (#797),,0
217,Update DumpWatcher.php,0.5635633,Add option to record dumps even though the dump watcher tab is not open by @superDuperCyberTechno in link,BatchRepository::find() may return Batch or null. This fixes laravel/nova-issues#3243 Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,0
218,Merge branch 'modelwatcher_should_listen' of link into jacobzlogar-modelwatcher_should_listen,0.5412048,Defer loading monitored tags by @taylorotwell in link,,0
219,Merge pull request #30 from browner12/return-docblocks,0.499784,"Enable chunking on delete to prevent errors on large resultsets (#658, 32c3709)",,0
220,Apply fixes from StyleCI (#687),0.5251778,Fix typed properties issues (#879),fix: GateWatcher saves denied response as allowed tests for gatewatcher changes,0
221,Add check for local env,0.42995033,Add support for model keys cast to backed enums in FormatModel by @sidquisaad in link,,0
222,Update dependencies,0.48298657,Fix publishing for disabled module (#1104)﻿,,0
223,shouldListen method,0.5028932,Ability to review Exception context data (#882),,0
224,Add moment-timezone to package.json,0.50336087,Add duration to HTTP Client watcher by @DougSisk in link,,0
225,add stack trace to Gate watcher,0.6552868,Laravel Octane fix: GateWatcher handles stack trace caller not found (#1128),Bumps axios from 0.18.1 to 0.21.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
226,Apply Laravel coding style.,0.61832535,Laravel v10 Support by @driesvints in link,,0
227,Merge pull request #684 from barryvdh/fix-dump-test,0.57824564,Fix query preview (#1044)﻿,,0
228,Merge pull request #376 from lucasmichot/feature/1.0/laravel-style-guide,0.48806292,Consolidate database directory (#975)﻿,,0
229,prep for octane (#1040),0.7801639,Prep For Octane (#1040)﻿,[4.x] Add model hydrations to model watcher fix styleci dont record retrieved events by default for no breaking changes Update preview.vue Co-authored-by: Taylor Otwell taylor@laravel.com,1
230,add installation notes,0.47957718,"Add afterStore hooks (#894, (600e462))",,0
231,Fixed response purge typo in config,0.5046259,Removed redundant default value from config file by @siarheipashkevich in link,,0
232,Add simple model watcher test,0.5465448,Add model hydrations to model watcher (#1000),Bumps ini from 1.3.5 to 1.3.7. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
233,Merge pull request #246 from deleugpn/exception-watcher,0.5503736,Handle redis connection exception on DumpWatcher register by @aidanthewiz in link,,0
234,Rebuild for production,0.341985,Optimize dump (#683),"Revert ""[4.x] Updated db command for clearing tables""",0
235,formatting,0.55220896,Add formatted output support for plain text responses (#749),This reverts commit 5c0d36a2bd75cd5337be5c2716964ebb307e4b37.,0
236,TestCase for password fields,0.44104904,Check for null values in query bindings (#727),,0
237,Tweak resolve button,0.5470104,Fix key handling for ModelWatcher (#1180),,0
238,Update layout.blade.php,0.50517076,Fix PHP 8.1 issues (#1156)﻿,,0
239,Bump terser from 4.8.0 to 4.8.1 (#1237),0.46135932,Testing fixes (#866),Bump highlight.js from 10.1.2 to 10.4.1,0
240,[4.x] Fix: GateWatcher shows allowed when it is denied via Response class (#1010),0.94621056,GateWatcher shows allowed when it is denied via Response class (#1010)﻿,Bumps highlight.js from 10.1.2 to 10.4.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,1
241,Prepare for Laravel 6.0 release,0.7909432,Laravel 6 & 7 support (#860),Bump highlight.js from 9.16.2 to 10.1.2,1
242,Merge pull request #714 from barryvdh/dump-headers,0.5402553,Log failed requests (#701),Bumps highlight.js from 9.16.2 to 10.1.2. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
243,"Only send context if it has value, otherwise set it to null.",0.576313,Handle when $batch is null (#1013)﻿,,0
244,Updated the cache key was added for compatibility.,0.8082451,Cache key compatibility update (#583),[4.x] Fix for Can't locate path: <.../vendor/laravel/telescope/src/Storage/migrations>,1
245,Merge pull request #326 from paras-malhotra/add_php_7.3_travis,0.5058156,PHP 7.2 support (3c3883d),,0
246,fix QueryWatcher stack trace collector for closure,0.63356245,Laravel Octane fix: GateWatcher handles stack trace caller not found (#1128),,0
247,Merge pull request #424 from gauravmak/route-name,0.6018281,Use getConnection method in Migrations (#736),,0
248,Enforce === and !== (4),0.3974008,Avoiding to create guard (#810),[4.x] Support php8,0
249,Merge pull request #153 from lucasmichot/patch-1,0.5481371,Handle redis connection exception on DumpWatcher register by @aidanthewiz in link,,0
250,Merge pull request #4 from laravel/recordingPause,0.4989407,Fix deprecations by @driesvints in link,,0
251,Add the Ability to Pass Custom ignore_paths To Query Watcher (#1276),0.7679966,Add the Ability to Pass Custom ignore_paths To Query Watcher by @Watercycle in link,Consolidate database directory Apply fixes from StyleCI (#974),1
252,Merge pull request #708 from barryvdh/feat-related-hash,0.65309554,Jump to related entry by hash (#708),,0
253,Merge pull request #143 from simonellensohn/1.0,0.5164523,"Add a new ""Clear Entries"" button (#1091)",,0
254,Merge pull request #829 from derekmd/handle-eval-syntax-errors,0.5320569,"Add support ignore request when status code specified (abc9660, #1150)",,0
255,Merge pull request #176 from tillkruss/patch-2,0.49774998,Use getConnection method in Migrations (#736),,0
256,Merge pull request #188 from DanielKeeble/1.0,0.4987176,"Add a new ""Clear Entries"" button (#1091)","[4.x] Determine if the incoming entry is a request, added isRequest() filter This will allow us to filter the entries of type 'request' in the register method in TelescopeServiceProvider Update IncomingEntry.php Co-authored-by: Taylor Otwell taylor@laravel.com",0
257,Don't use familyHash for queries,0.93198466,Don't use familyHash for queries (#773),[4.x] Added isGate() filter Update IncomingEntry.php Co-authored-by: Taylor Otwell taylor@laravel.com,1
258,Apply fixes from StyleCI (#902),0.48997086,Fix typed properties issues (#879),,0
259,Add support for ignoring by HTTP Verb (#1222),0.8518956,Add support for ignoring by HTTP Verb by @ArthurPatriot in link,,1
260,Add http client request watcher,0.9304323,Add http client request watcher (#1073)﻿,,1
261,Delete yarn.lock,0.45234102,Removed,,0
262,Fix non-active cloudinary links,0.6039356,Fix deprecations by @driesvints in link,,0
263,Merge pull request #916 from macleash90/3.x,0.48486134,Use getConnection method in Migrations (#736),,0
264,Fix Can't locate path: <.../vendor/laravel/telescope/src/Storage/migrations>,0.55138415,Fix telescope.domain usage (#1124)﻿,"[4.x] Dump visibility toggling, search, etc.",0
265,Disable Telescope when faking events,0.6432454,Telescope:withoutRecording() should be exception safe (#1092),,0
266,Fix variable type in DocBlock,0.542989,Fix FormatModel class to work with keyless Pivot models by @Cellard in link,,0
267,Create pull-requests.yml,0.5032062,Truncate request url more by @driesvints in link,Make event watcher compatible with Laravel 8 subscriber syntax fix styleci,0
268,Fix Response retrurn docblocks,0.6387993,Fix deprecations by @driesvints in link,,0
269,Set moment-timezone default timezone through script variables,0.41707557,Use time instead of duplicated to show global queries duration (#737),[4.x] Add Batch Watcher Test,0
270,Call isLocal method on stub for passing larastan checks,0.48760203,Check for null values in query bindings (#727),,0
271,update wording,0.5644079,Changed,,0
272,Merge pull request #799 from 60days/master,0.4804389,Remove thousands separator in time records (#877),Bump elliptic from 6.5.2 to 6.5.3,0
273,tag slow queries,0.66112363,Slow query filter method added (#1146)﻿,Bumps elliptic from 6.5.2 to 6.5.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
274,Set field 'response' to value 'Empty Response' instead of 'HTML Response' when content/body of Response object is empty (#1242),0.6658401,HTML Response vs Empty Response by @bdenizar in link,,0
275,formatting and parameter name change,0.4243101,Changed,[4.x] Add UPGRADE.md,0
276,Remove whitelist,0.594617,Removed,,0
277,Database Migrations: Add ability to ignore migrations,0.6425185,Fix for database migrations publishing path (#979)﻿,,0
278,Apply fixes from StyleCI (#702),0.49687254,"Add app name config to title and dashboard (#643), (a3f1580)",,0
279,Merge pull request #760 from laravel/dependabot/npm_and_yarn/js-yaml-3.13.1,0.49673557,Truncate request url more by @driesvints in link,,0
280,Merge branch 'feat-views' of link into barryvdh-feat-views,0.62466574,Merge previously defined view data when building the view mailable data (#1157),Conflicts: CHANGELOG.md public/app-dark.css public/app.css public/app.js public/mix-manifest.json,0
281,remove section,0.71470547,Removed,Bump http-proxy from 1.18.0 to 1.18.1,1
282,compile for production,0.5237827,Compile assets (762e4ed),Bumps http-proxy from 1.18.0 to 1.18.1. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
283,update carbon typehint,0.60265905,Support apps that run carbon 1.0 (2b976e5),Improve assertions,0
284,check tags after set $this->user (#1236),0.8615464,Check tags after set $this->user() by @trin4ik in link,,1
285,Change model column content length,0.4386676,Adjust text-break layout with text-break class by @thomas-goncalves-83 in link,,0
286,Update 2018_08_08_100000_create_telescope_entries_table.php,0.6987773,Fix telescope.domain usage (#1124)﻿,[3.x] Fix non-active cloudinary links,0
287,Merge branch '3.x' into master,0.33074728,Move booting of commands (#1034),,0
288,Fix listening for JobFailed event,0.6295199,Fix events with ShouldBroadcastNow (#623),fix:May be written to an empty log,0
289,Move logo to repo,0.3832597,Replace Http/Uri with HTTP/URI  (#1141),,0
290,Check entries before loading,0.4941767,Check tags after set $this->user() by @trin4ik in link,,0
291,Merge pull request #315 from RichardStyles/named-route,0.5296664,Use getConnection method in Migrations (#736),Bump elliptic from 6.5.2 to 6.5.3,0
292,Remove yarn.lock,0.45714837,Removed,Bumps elliptic from 6.5.2 to 6.5.3. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
293,Show warning when manifest is outdated,0.9432361,Show warning when manifest is outdated (#729),,1
294,Update IncomingEntry.php,0.5831734,Fix PHP 8.1 issues (#1156)﻿,,0
295,fix missing import,0.47630763,Fix publishing for disabled module (#1104)﻿,[3.x] Remove problematic unused code when formatting SQL,0
296,Update phpunit.xml.dist,0.41888696,"Revert ""[4.x] Updated db command for clearing tables"" (#993)﻿","Telescope's QueryWatcher always stores an empty array for query parameter bindings. This causes issues in NPM package ""sql-formatter"" when the query has MySQL session variables referenced with an '@' character. sql-formatter's generic SQL syntax handling will treat the '@' character the same as a '?' placeholder. 'SELECT @foo := id ...' without bindings will cause @foo to be replaced with JavaScript 'undefined' rather than being left as-is. stop passing the bindings empty array    to the .format() method since the    argument is never used. instead of referencing the generic    'sqlFormatter.format()' public API,    pull in the exact implementation of    StandardSqlFormatter. Three other    SQL dialect implementations were being    unnecessarily bundled into Telescope's    app.js distribution. This will shrink    app.js' file size. remove unused  Vue    component props 'entry' and 'batch'    since query data is being injected    through the the slot scope.",0
297,work,0.38808405,﻿,[3.x] Add explicit base font family fallback,0
298,Merge pull request #887 from lstables/lstables-fix-log-styling,0.54526675,Log failed requests (#701),,0
299,Merge pull request #884 from laravel/dependabot/npm_and_yarn/jquery-3.5.0,0.5374286,Truncate request url more by @driesvints in link,,0
300,Use loadTelescopeEntries,0.56686765,Return callable output on Telescope::withoutRecording by @adamczykpiotr in link,[3.x] Change text for Marking Exceptions as Resolved,0
301,Merge pull request #393 from arjanwestdorp/optionalMigrating,0.5219653,Use getConnection method in Migrations (#736),,0
302,Apply fixes from StyleCI (#649),0.5000319,Testing fixes (#866),Bump lodash from 4.17.15 to 4.17.19,0
303,update CommandWatcher,0.5018184,Fix MailWatcher tags by @Rezrazi in link,Bumps lodash from 4.17.15 to 4.17.19. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
304,add package discover command to ignore list,0.4041772,Fix ignore generic listeners as view composer (#794),Update tests.yml,0
305,Merge pull request #124 from lucasmichot/feature/1.0/fix-json-response-docblocks,0.5701362,Fix deprecations by @driesvints in link,,0
306,Merge pull request #35 from browner12/docblocks,0.4906832,Fix deprecations by @driesvints in link,Batches,0
307,Merge branch '1.0',0.42243445,Consolidate database directory (#975)﻿,,0
308,make chunk size of database storage driver configurable,0.5036636,"Enable chunking on delete to prevent errors on large resultsets (#658, 32c3709)",,0
309,Merge pull request #479 from paras-malhotra/add_missing_watcher_config_options,0.49611145,"Add support ignore request when status code specified (abc9660, #1150)",,0
310,Update RequestWatcher.php,0.7009146,Add http client request watcher (#1073)﻿,,1
311,StyleCI,0.40836972,Add information about view composers (#766),,0
312,fix events with ShouldBroadcastNow (#623),0.9976096,Fix events with ShouldBroadcastNow (#623),,1
313,Bump axios from 0.18.0 to 0.18.1,0.40774268,Optimize dump (#683),,0
314,Merge pull request #229 from deleugpn/tests-clean-up,0.5553422,"Enable chunking on delete to prevent errors on large resultsets (#658, 32c3709)",,0
315,Fix route caching,0.53197044,"Revert ""[4.x] Move cache read inside handler to avoid early cache call"" (#1030)﻿",,0
316,Add view composers to telescope,0.68948126,Add information about view composers (#766),,0
317,update version requirements,0.45129377,Laravel 8 support & Batches support (#903),,0
318,fix new middleware attribute,0.42549574,"Add app name config to title and dashboard (#643), (a3f1580)",,0
319,Merge branch '3.x' of link,0.43350643,Fix deprecations by @driesvints in link,,0
320,update readme,0.47288197,Fix MailWatcher tags by @Rezrazi in link,Bump websocket-extensions from 0.1.3 to 0.1.4,0
321,fix style ci errors,0.44104993,Fix typed properties issues (#879),Bumps websocket-extensions from 0.1.3 to 0.1.4. - Release notes - Changelog - Commits Signed-off-by: dependabot[bot] support@github.com,0
322,Merge pull request #305 from paras-malhotra/response_purge_typo_fix,0.53108066,Fix query preview (#1044)﻿,Conflicts: CHANGELOG.md,0
323,Simplifies TelescopeServiceProvider stub,0.676646,Fix telescope.domain usage (#1124)﻿,,0
324,Undo auto formatting changes,0.46187,Fix query formatting in preview (#1050)﻿,,0
325,handle jobs differently,0.3855086,Changed,[3.x] Add request IP address to RequestWatcher,0
326,CS fix,0.4698242,Fix deprecations by @driesvints in link,,0
327,pruning,0.35271305,Optimize dump (#683),,0
328,Merge pull request #423 from gauravmak/css-fix,0.47883803,Use getConnection method in Migrations (#736),,0
329,Merge pull request #380 from lucasmichot/feature/1.0/docblock,0.5177668,Suppress filesize errors in client request watcher (#1096),,0
330,[1.0] Added export-ignore flag;,0.46432707,Change text for Marking Exceptions as Resolved (#916),,0
331,use fully qualified class names in docblocks,0.46495974,Use new anonymous classes by @mmachatschek in link,,0
332,Merge pull request #584 from lucasmichot/feature/ignore-phpunit-cache,0.55755794,Fix PHP 8.1 issues (#1156)﻿,,0
333,[4.x] Laravel 9 Support (#1170),0.9638182,Laravel 9 Support (#1170),,1
334,Merge pull request #832 from laravel/github-actions,0.46297994,Log failed requests (#701),[3.x] Add entry to afterRecording hook,0
335,Update cache minutes to seconds for Laravel 5.8. (#562),0.75852466,Update Cache to use seconds instead of minutes (#562),,1
336,fix events with ShouldBroadcastNow,0.9516957,Fix events with ShouldBroadcastNow (#623),,1
337,Fix key handling for ModelWatcher (#1180),0.99999994,Fix key handling for ModelWatcher (#1180),,1
338,Apply fixes from StyleCI (#865),0.5533167,Testing fixes (#866),,0
339,Bump Symfony dependency,0.37580898,Handle redis connection exception on DumpWatcher register by @aidanthewiz in link,Gravatar md5() calls are now done in PHP rather than within Vue component .,0
340,Merge pull request #268 from laravel/removePruning,0.5262314,Fix deprecations by @driesvints in link,Add config('telescope.avatar_driver') to control where to fetch user avatars shown in the Telescope UI. 'gravatar' looks up the avatar just-in-time    using the email address (current default) 'custom' can use a URL from your local    application. Call IncomingEntry::avatar()    to register a callback that returns a URL    string for logged in $user. '' empty string will disable the avatar and    hide it from the UI. This will prevent calls    from being made to Gravatar servers on each    Telescope request.,0
341,Test logging with an exception key,0.6066218,Only log file/line for exception trace (#817),,0
342,Update composer.json,0.4748199,JSON fallback font (#605),,0
343,gate watcher,0.639747,GateWatcher shows allowed when it is denied via Response class (#1010)﻿,[3.x] Add index to created_at,0
344,Merge branch 'filter_batches' of link into paras-malhotra-filter_batches,0.47163147,Slow query filter method added (#1146)﻿,[3.x] changed truncate from 75 chars to 50,0
345,Merge pull request #145 from lucasmichot/feature/1.0/remove-useless-import,0.5214799,Use getConnection method in Migrations (#736),This should fit better on screen and fix Issue #886 which I reported.,0
346,Merge pull request #146 from lucasmichot/feature/1.0/remove-useless-braqckets,0.52321607,"Enable chunking on delete to prevent errors on large resultsets (#658, 32c3709)",Grouped indices based on @barryvdh feedback,0
347,"Revert ""Move cache read inside VarDumper handler to avoid cache call during package discovery/composer install calls (#1025)"" (#1030)",0.7739812,"Revert ""[4.x] Move cache read inside handler to avoid early cache call"" (#1030)﻿","When the telescope_entries table gets large, telescope:prune will fail miserably, actually bringing an AWS db instance to its knees. This is because telescope:prune is using created_at in a where clause when there's no index on that column.",1
348,cast notifiable as string,0.53367025,Check for null values in query bindings (#727),Bump jquery from 3.4.1 to 3.5.0,0
349,Update EventWatcher.php,0.5525516,Add http client request watcher (#1073)﻿,Bumps jquery from 3.4.1 to 3.5.0. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,0
350,Get calling file & line number from stack trace for DB queries,0.5706378,Only log file/line for exception trace (#817),Conflicts: CHANGELOG.md,0
351,Merge branch '1.0' of link,0.4668846,Fix deprecations by @driesvints in link,,0
352,Create issues.yml,0.46335018,Fix deprecations by @driesvints in link,,0
353,Fix tests (#1284),0.82350606,Testing fixes (#866),[3.x] Ability to review Exception context data,1
354,Merge pull request #940 from laravel/dependabot/npm_and_yarn/elliptic-6.5.3,0.50493973,Fix deprecations by @driesvints in link,,0
355,reject corrupted content,0.47038996,Fix deprecations by @driesvints in link,,0
356,Don't log HTTP requests to Telescope endpoints (#1127),1.0000001,Don't log HTTP requests to Telescope endpoints (#1127),Signed-off-by: Mior Muhammad Zaki crynobone@gmail.com,1
357,Merge pull request #19 from akiyamaSM/patch-1,0.47620198,Handle redis connection exception on DumpWatcher register by @aidanthewiz in link,,0
358,Add Changelog,0.50067425,"Add a new ""Clear Entries"" button (#1091)",Conflicts: CHANGELOG.md,0
359,order docblock,0.56503874,Preserving the alphabetical order of providers (#841),,0
360,Merge pull request #482 from phannaly/fix-wrong-timestamp,0.5327544,Fix events with ShouldBroadcastNow (#623),[3.x] Remove thousands separator in time records (#876),0
361,Add entry to afterRecording hook,0.9282512,Add entry to afterRecording hook (#893),,1
362,Merge branch 'watcher_indicator' of link into paras-malhotra-watcher_indicator,0.48792428,Defer loading monitored tags by @taylorotwell in link,,0
363,Merge pull request #352 from laravel/pr/4094,0.49470097,Fix deprecations by @driesvints in link,,0
364,Merge pull request #477 from paras-malhotra/fix_jobwatcher,0.48636025,Fix query preview (#1044)﻿,,0
365,Merge pull request #206 from deleugpn/model-coverage,0.5485414,Merge previously defined view data when building the view mailable data (#1157),,0
366,Merge pull request #9 from freekmurze/patch-1,0.45730993,Handle redis connection exception on DumpWatcher register by @aidanthewiz in link,,0
367,module,0.5039114,Fix publishing for disabled module (#1104)﻿,,0
368,Use getConnection method in Migrations,0.95364654,Use getConnection method in Migrations (#736),[3.x] Testing fixes,1
369,[4.x] Mails sent through Notifications preview invalid HTML (#1188),0.85284173,Mails sent through Notifications preview invalid HTML by @guushuizen in link,,1
370,Update ExceptionWatcher.php,0.59533703,Ability to review Exception context data (#882),,0
371,Bump bootstrap from 4.2.1 to 4.3.1,0.5182094,Dropped support for Laravel 5.8,,0
372,Encode array for logging (#873),1.0000002,Encode array for logging (#873),[4.x] Remove brick math,1
373,pause recording from the UI,0.6412438,Prevent resuming recording when processing sync job (#720),,0
374,Handle null values,0.77180433,Handle when $batch is null (#1013)﻿,[4.x] Drop Laravel 6 support and replace moontoast/math,1
375,Clean up static variable,0.42103687,Updated db command for clearing tables (#991),,0
376,Merge remote-tracking branch 'upstream/3.x' into patch-5,0.42927113,Fix for database migrations publishing path (#979)﻿,,0
377,TestCase to cover Prune command,0.44417816,Testing fixes (#866),,0
378,order,0.6565043,Preserving the alphabetical order of providers (#841),,0
379,Expose timezone to javascript script variables,0.50072473,Add duration to HTTP Client watcher by @DougSisk in link,,0
380,add to readme',0.41508114,Add entry to afterRecording hook (#893),,0
381,add batch to entries storage,0.5498509,Add memory to request watcher (#680),Conflicts: CHANGELOG.md,0
382,add @throws tags,0.5444951,Defer loading monitored tags by @taylorotwell in link,,0
383,838 Array to string conversion (#839),0.91441125,Fix array to string conversion (#839),,1
384,Test on PHP 8.2 (#1265),0.7368291,PHP 8 Support (#977),Bump acorn from 6.3.0 to 6.4.1,1
385,Prevent access to uninitialized typed properties (#1005),1.0000001,Prevent access to uninitialized typed properties (#1005)﻿,Bumps acorn from 6.3.0 to 6.4.1. - Release notes - Commits Signed-off-by: dependabot[bot] support@github.com,1
386,Extract some logic from the layout into the controller.,0.3602503,Fix key handling for ModelWatcher (#1180),,0
387,Add EventWatcherTest,0.60860264,Enable redis events by default if the watcher is enabled (#789),improvement - Added isQuery() in IncomingEntry,0
388,adding tests for array routes in notification watcher test,0.59098077,Properly Implode Nested(Array) Notification Routes To Fix Array To String Conversion Exception (#778),,0
389,Merge pull request #103 from stefanbauer/patch-1,0.5156684,Fix deprecations by @driesvints in link,,0
390,Use PHP ^7.1.3,0.82837427,PHP 7.2 support (3c3883d),Preserving the alphabetical order of providers,1
391,delete unneedd model,0.65266556,Removed,,0
392,Merge branch 'feature/hidden-values' into 4.x,0.41598254,Merge previously defined view data when building the view mailable data (#1157),Conflicts: CHANGELOG.md,0
393,"shorter, less noise",0.2852075,Fix ignore generic listeners as view composer (#794),,0
394,use Collection::flatten,0.5015303,Chunk storage of exceptions and tags (#670),,0
395,QueryWatcher location can ignore packages,0.56761444,CacheWatcher hide values by @dododedodonl in link,,0
396,Merge pull request #344 from paras-malhotra/add_notification_watcher_test,0.5042897,Fix query preview (#1044)﻿,,0
397,Merge pull request #123 from lucasmichot/feature/1.0/remove-useless-break,0.56185836,"Enable chunking on delete to prevent errors on large resultsets (#658, 32c3709)",,0
398,Merge pull request #765 from laravel/dependabot/npm_and_yarn/jquery-3.4.1,0.55553377,Truncate request url more by @driesvints in link,,0
399,Fix Dump test using file cache,0.55332714,Optimize dump (#683),,0
400,Add UPGRADE.md,0.3847918,Changed,[3.x] Switch to Github Actions,0
401,Add PHP 7.3 to Travis,0.6576206,PHP 7.2 support (3c3883d),,0
402,Use new anonymous classes (#1194),0.7834884,Use new anonymous classes by @mmachatschek in link,,1
403,Merge pull request #779 from stancl/patch-2,0.502996,Use getConnection method in Migrations (#736),,0
404,dont record telescope:dump-watcher,0.64460385,Return callable output on Telescope::withoutRecording by @adamczykpiotr in link,,0
405,Bump path-parse from 1.0.6 to 1.0.7,0.44224665,"Be able to specify only allowed paths (#963, (18c475f))",,0
406,formatting. add to contract,0.48105958,Add formatted output support for plain text responses (#749),,0
407,Add X-CSRF-TOKEN to every axios request,0.49529088,Implement new GateEvaluated event (#1018)﻿,Conflicts: CHANGELOG.md,0
408,make tables responsive,0.44950342,Fix view tab selection order (#707),,0
409,[4.x] Uses PHP Native Type Declarations 🐘  (#1267),0.86006,Uses PHP Native Type Declarations 🐘  by @nunomaduro in link,[2.x] Handle all eval() failures from Laravel Tinker,1
410,Correct route name for mail,0.40426946,Fix MailWatcher tags by @Rezrazi in link,"With Laravel Telescope enabled, it's possible for some Laravel Tinker expressions to fail and output a Telescope stacktrace instead of the original PHP throwable Error.",0
411,Merge pull request #195 from deleugpn/coverage,0.52957106,Merge previously defined view data when building the view mailable data (#1157),Conflicts: CHANGELOG.md,0
412,Merge pull request #27 from browner12/patch-1,0.5145682,Use getConnection method in Migrations (#736),,0
413,Test Case for Clear Command,0.42035675,Ability to review Exception context data (#882),fix: ReflectionException when used with debugbar.,0
414,Merge branch '1.0' of github.com:laravel/telescope into 1.0,0.49085373,Fix telescope.domain usage (#1124)﻿,,0
415,Merge previously defined view data when building the view mailable data (#1157),1.0,Merge previously defined view data when building the view mailable data (#1157),Conflicts: CHANGELOG.md,1
416,style fix,0.5094483,Adjust text-break layout with text-break class by @thomas-goncalves-83 in link,,0
417,Remove trait,0.65794086,Removed,[2.x] Use environment() instead of isLocal(),0
418,Clean up Queue Payload Factory each test,0.4785565,Testing fixes (#866),,0
419,Apply Laravel styleguide.,0.6095073,Relax user type in GateWatcher to match Laravel base framework. by @CImrie in link,[2.x] Only log file/line for exception trace,0
420,Handle when $batch is null (#1013),0.99999994,Handle when $batch is null (#1013)﻿,,1
421,Add storing view info to RequestWatcher,0.6331339,Add view collector (#679),,0
422,Update gitattributes,0.43164134,Fix deprecations by @driesvints in link,Additional values are not used but can become very large (object arguments etc),0
423,Put keywords on one line,0.4123457,Adjust text-break layout with text-break class by @thomas-goncalves-83 in link,Conflicts: CHANGELOG.md,0
424,Merge pull request #43 from browner12/fqns,0.5232709,Use getConnection method in Migrations (#736),,0
425,Import Route facade.,0.47173375,Use getConnection method in Migrations (#736),[2.x] Avoiding to create guard,0
426,Laravel 7 support,0.9256062,Laravel 7 support (a26891d),,1
427,Merge pull request #328 from paras-malhotra/add_request_metadata,0.48188797,Fix for database migrations publishing path (#979)﻿,[2.0] Fix imports,0
428,Fixed description.,0.4556238,Changed,,0
429,Update icon to show-sidebar,0.5779927,Center header button icons by @timacdonald in link,[2.0] Manual code style fixes,0
430,Add regression test for resuming recording with sync jobs,0.7013981,Prevent resuming recording when processing sync job (#720),,1
431,Merge pull request #784 from iamgergo/2.0,0.5310843,Log failed requests (#701),,0
432,log exception with tags,0.6755892,Only log file/line for exception trace (#817),Conflicts: CHANGELOG.md,0
433,Merge pull request #6 from laravel/family,0.5055899,Don't use familyHash for queries (#773),,0
434,enabled redis events,0.8482354,Enable redis events by default if the watcher is enabled (#789),Make ignoring Laravel Nova paths configurable so Nova apps are debuggable,1
435,fix dumps,0.6112263,Optimize dump (#683),,0
436,Telescope denies access by default even for authenticated users,0.62855685,Fix telescope.domain usage (#1124)﻿,,0
437,Merge pull request #1 from powolnymarcel/powolnymarcel-patch-1,0.52889717,Merge previously defined view data when building the view mailable data (#1157),[2.x] Check if composers key exists,0
