Index,Message,Description
220,release: force xz compression for Debian package,"The GCM Debian package currently fails to install on Debian with the following error: error: archive 'gcm-linux_amd64.2.0.886.deb' uses unknown compression for member 'control.tar.zst', giving up It appears that the version of dpkg that ships with Debian does not support zstd compression link. Enforcing xz compression resolves the issue. This also provides an opportunity to clean up some unused variables in pack.sh and ensure we check the architecture is found before attempting to use the ARCH variable."
221,release: fix tarball signing,"While we added PGP signatures for tarballs in 7baac73, we did not notice that, while ESRP returns a file with the tar.gz extension, it is actually the signature file, not the tarball itself. Correct with this change and validate tarball moving forward so it doesn't happen again!"
222,"docs(install): fix link to the "".NET tool"" section (#1007)","Something I noticed today, while looking for a way to install Git Credential Manager for Windows/ARM64."
223,"docs(install): fix link to the "".NET tool"" section","At least in GitHub-flavored Markdown, that section title gets transformed into the anchor module, not module. Signed-off-by: Johannes Schindelin link"
224,secret service: fix error creating credential (#996),"Multiple Linux users have reported that they are unable to use Secret Service as their credential store, as GCM throws the following error: sec_free: Assertion `cell->requested > 0' failed. The root cause is that we're using the libsecret secret_value_get function to obtain secret data, then attempting to free the string with secret_password_free. It appears that secret_password_free is only meant to be used to free nonpageable memory [1], however. Removing this call fixes the issue, as verified with a successful git-credential-manager diagnose (which was previously failing with the above error). [1] secret_password_free manpage https://www.manpagez.com/html/libsecret-1/libsecret-1-0.18.6/libsecret-Password-storage.php#secret-password-free Fixes #793"
225,secret service: fix error creating credential,"Multiple Linux users have reported that they are unable to use Secret Service as their credential store, as GCM throws the following error: sec_free: Assertion `cell->requested > 0' failed. The root cause is that we're using the libsecret secret_value_get() function to obtain secret data, then attempting to free the string with secret_password_free(). It appears that secret_password_free() is only meant to be used to free nonpageable memory [1], however. Removing this call fixes the issue, as verified with a successful git-credential-manager diagnose (which was previously failing with the above error). [1] secret_password_free manpage https://www.manpagez.com/html/libsecret-1/libsecret-1-0.18.6/libsecret-Password-storage.php#secret-password-free"
226,release: correct nupkg path for publishing (#995),"When we began signing the .NET tool in 80cc677, we did not update the path used for publishing to nuget.org. Fixing with this change."
227,release: correct nupkg path for publishing,"When we began signing the .NET tool in 80cc677, we did not update the path used for publishing to nuget.org. Fixing with this change."
228,GCM Release (#994),Changes: - Fix various problems with install path and app path variables #968 - Sign Linux tarball and .NET tool #985
229,install from source: publish before attempting install (#987),The changes from 3978b0e introduced a bug in the install from source workflow - we were attempting to copy binaries before publishing them! Fixing with this change. Validated with link in my fork.
230,install from source: publish before attempting install,The changes from 3978b0e introduced a bug in the install from source workflow - we were attempting to copy binaries before publishing them! Fixing with this change.
231,release: sign Linux tarball and .NET tool (#985),Update release workflow to:  Split the Linux module script and the .NET tool module script to more closely align with our compilation and packaging for macOS. Sign Linux tarball in addition to the Debian package.and sign/validate/publish .NET tool module. Sign/validate/publish the .NET tool module with every release.  I validated these changes with link in my fork.
232,release: sign and publish .NET tool nupkg,Update release workflow to sign the .NET tool payload and package and upload the nupkg with each release (in addition to publishing to nuget.org).
233,.NET tool: split packaging script,Split pack-tool.sh into two scripts (layout.sh and pack.sh) to allow for payload and package signing.
234,release: sign Linux tarball,Sign Linux tarball in addition to Debian package.
235,build: split linux build.sh script,"Split the current build.sh script into 3 scripts: build.sh, layout.sh, and pack.sh. This has the advantages of decoupling building and packaging and more-closely reflects the process we use for building/packaging macOS binaries."
236,Fix various problems with install path and app path variables (#968),
237,docs: fix debian uninstall instructions (#975),Update Debian package uninstall instructions to reflect re-name of GCM Core to GCM. Fixes #973
238,build(deps): bump DavidAnson/markdownlint-cli2-action from 7.0.0 to 8.0.0 (#976),Bumps link from 7.0.0 to 8.0.0.
239,build(deps): bump DavidAnson/markdownlint-cli2-action,Bumps link from 7.0.0 to 8.0.0. - link - link  updated-dependencies: - dependency-name: DavidAnson/markdownlint-cli2-action   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] link
240,docs: fix debian uninstall instructions,Update Debian package uninstall instructions to reflect re-name of GCM Core to GCM.
241,app: fix Windows app-path resolution,"Fix another bug in how we compute the Application Executable path on Windows. It some cases we can still get a relative/non-absolute path to the entry executable. If we get a filename/non-path from the native API calls then return null and fallback to using process/module image resolution instead. For .NET Framework on Windows, this is OK. We will want to revisit this on .NET (Core) on Windows, if and when we get around to that..."
242,app: fix bug in oldname warning on Windows,"Fix a bug in the old-name warning detection that only presents on Windows when bundled with Git for Windows, and when configured using the shorthand config module. In this scenario, our argv[0] is missing the "".exe"" extension (that's actually present in the file name of course) because ... mingw reasons. Instead of matching ""git-credential-manager-core.exe"" on Windows, just strip "".exe"" if present on Windows, and always match ""git-credential-manager-core"" on all platforms."
243,app: fix installation dir calculation,"On Windows, when invoked as a partial name (e.g., module) our command line argv[0] is just a file name, not a full file path! We incorrectly assumed that module was always absolute! We should instead use module that, in all circumstances tested, all on TFMs and OSs, all publish options, and as a .NET tool... returns the expected full, absolute path to the installation directory."
244,env: ensure we don't return empty PATH vars on Windows,"Ensure that we don't return empty module values on Windows when splitting. It's common that on Windows the module can be inadvertently modified such that an empty value is included, and this can lead to weird resolution of executables using the current directory. As it stands, no existing codepaths would trigger this today when invoked by Git for Windows, but let's make sure this never happens in the future by mistake!"
245,authbase: gracefully handle no-default UI helper case,"If there is no hard-coded UI helper, we should gracefully handle the lookup by returning false, rather than crashing due to a argument exception when passing module or an empty string to a Path API."
246,Release (#961),Changes:  Convert issue templates to YAML (https://github.com/GitCredentialManager/git-credential-manager/commit/24ae90a4bd18fec6edcc860281ff82f715588e44) Replace netstandard2.0 with dotnet6.0 (https://github.com/GitCredentialManager/git-credential-manager/pull/961/commits/65cead2b5caa443fde1f9b86d02ab377a80a279c) Ensure correct installation directory resolution for all OSes and distribution methods (#951) Align with dotnet-supported Linux distributions (#953)
247,build(deps): bump lycheeverse/lychee-action from 1.5.2 to 1.5.4 (#955),"Bumps link from 1.5.2 to 1.5.4.  Release notes Sourced from link.  Version 1.5.4 What's Changed  Cleanup old lychee bin after install by link in link  Full Changelog: link Version 1.5.3 What's Changed  Bump lychee version to fix issues with email checking by link in link  Full Changelog: link    Commits  link bump version link Cleanup old lychee bin after install (link) link Update lychee-actionn release in docs link Bump lychee version (link) See full diff in link    link Dependabot will resolve any conflicts with this PR as long as you don't alter it yourself. You can also trigger a rebase manually by commenting module.   Dependabot commands and options   You can trigger Dependabot actions by commenting on this PR: - `@dependabot rebase` will rebase this PR - `@dependabot recreate` will recreate this PR, overwriting any edits that have been made to it - `@dependabot merge` will merge this PR after your CI passes on it - `@dependabot squash and merge` will squash and merge this PR after your CI passes on it - `@dependabot cancel merge` will cancel a previously requested merge and block automerging - `@dependabot reopen` will reopen this PR if it is closed - `@dependabot close` will close this PR and stop Dependabot recreating it. You can achieve the same result by closing it manually - `@dependabot ignore this major version` will close this PR and stop Dependabot creating any more for this major version (unless you reopen the PR or upgrade to it yourself) - `@dependabot ignore this minor version` will close this PR and stop Dependabot creating any more for this minor version (unless you reopen the PR or upgrade to it yourself) - `@dependabot ignore this dependency` will close this PR and stop Dependabot creating any more for this dependency (unless you reopen the PR or upgrade to it yourself)  "
248,Ensure certificate validation works on Mac/Linux (#954),"In 65cead2b5caa we removed the .NET Standard target in favour of a direct .NET 6 target, however we missed this conditional compilation symbol referrering to module."
249,build(deps): bump lycheeverse/lychee-action from 1.5.2 to 1.5.4,Bumps link from 1.5.2 to 1.5.4. - link - link  updated-dependencies: - dependency-name: lycheeverse/lychee-action   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] link
250,http: ensure cert validation works on Mac/Linux,"In 65cead2b5caa we removed the .NET Standard target in favour of a direct .NET 6 target, however we missed this conditional compilation symbol referrering to module."
251,Fix problems with application path and installation directory resolution (#951),"When we introduced the rename warning in #551, there was broken logic for resolving the actual invoked program name on Mac and Linux. Windows We continue to use module to return the absolute, full path to the entry executable. macOS Switch from module to module which, like the Windows APIs above, returns the full path to the entry executable (or symlink). Linux As there is no equivalent to module or module here, we instead do some path computation based on the form of module that we get from module. - If the value is an absolute path, just use that. - If the value is relative to the current directory (module) then combine this with the current directory. - If the value contains a directory separator (module) then also resolve this from the current directory. - Otherwise, this module value must have been a file name (module) resolved from the module. If we still don't manage to resolve from the module, try and resolve the symlink module that points to the executable image that was loaded from disk. Note that we may miss any intermediate link names here, but it's better than nothing.  In addition, we also never tested the .NET Tool scenario after updating the module to use the entry executable name, whereas previously this was computed from the .NET assembly path. Introduce a separate concept, the module that always points to the home of the core assemblies. This is used for resolving things like in-box UI helpers."
252,libsecret: fix warning with move to net6.0 TFM,"Moving to target .NET 6 directly with the core library has unearthed a bug/warning in the secret service implementation. IntPtr is a value type, so it can never be null.. we should have been comparing this pointer to module."
253,argv0: fix implementation of getting native argv[0],"Our previous implementation of getting the native argv[0] was flawed on Linux and Mac. The Mac module and Linux module function/proc-file return the raw argv[0] which may not be an absolute or rooted path, but we expected this to be the same. Additionally, the logic of appending the CWD to the argv[0] value when the latter wasn't rooted was also just wrong! Update to now use module on macOS, which always returns the full absolute path, and add correct handling of unrooted argv[0] on Linux. Furthermore, on Linux, if we are unable to handle the value from /proc/self/cmdline, we fall back to resolving the /proc/self/exe symlink instead."
254,apppath: introduce ICommandContext.InstallationDirectory,"Introduce a new property on the ICommandContext that represents the GCM installation directory, separate from the application executable path. The app executable is not always found in the installation directory if the app exe path is a symlink (or we're a .NET tool where the AppHost is outside of the tool store)."
255,fs: resolve symlinks and fix bugs in *FileSystem impls,"There is a systematic bug in all the IFileSystem implementations in that we were incorrectly calling module rather than module, meaning we're only comparing the file names of two paths for equality! Fix this. For Mac and Linux we also handle symlinks (or firmlinks) by now using the .NET APIs to resolve links. On .NET Framework we don't do anything."
256,linux: align with dotnet distros (#953),Update module and module to align with dotnet-supported Linux distributions. Clarify in module that the dotnet-supported distributions are the only ones for which GCM guarantees support. Link to successful validation workflow: https://github.com/ldennington/git-credential-manager/actions/runs/3415831593
257,docs: udpate comment on supported distros,Update comment around GCM-supported distributions in README.md to reflect decision to align with dotnet-supported distributions.
258,install-from-source: align with dotnet-supported distros,Update install-from-source script to align with dotnet's supported Linux distributions: https://learn.microsoft.com/en-us/dotnet/core/install/linux
259,build(deps): bump lycheeverse/lychee-action from 1.5.1 to 1.5.2 (#952),Bumps link from 1.5.1 to 1.5.2.
260,Convert issue templates to YAML,Co-authored-by: Matthew John Cheetham link
261,build(deps): bump lycheeverse/lychee-action from 1.5.1 to 1.5.2,Bumps link from 1.5.1 to 1.5.2. - link - link  updated-dependencies: - dependency-name: lycheeverse/lychee-action   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] link
262,build: replace netstandard2.0 TFM with net6.0,"Replace netstandard2.0 where possible with net6.0, or dual target net6.0 and net472 for projects that are included on Windows."
263,docs: Update README docs links (#946),"Update README docs links to point at release branch. The goal of this change is to avoid confusing users when we merge major changes (e.g. the executable rename, the dotnet tool install option, etc.) to main but have not yet released them. With this update, the documentation should align with the latest release."
264,docs: Update README docs links,"Update README docs links to point at release branch. The goal of this change is to avoid confusing users when we merge major changes (e.g. the executable rename, the dotnet tool install option, etc.) to main but have not yet released them. With this update, the documentation should align with the latest release."
265,Release (#944),Changes:  Check for broken links in documentation (#700) Support macOS module installs via Homebrew (#798)  Validate installers before publishing (#813) Auto-generate maintainer away notification issues (#842) Install dotnet via Jammy feeds on Ubuntu 22.04 and greater (#839) Access Azure storage account using service principle credentials (#851) Update documentation to use reference-style links (#680) Unify documentation line length (#862) Add generic username/password UI (#871) Bitbucket DC OAuth support (#607) Distribute GCM as a dotnet tool (#886) Drop module suffix from entry executable #551  Speed up build graph (#924)
266,release: remove automatic workflow trigger (#943),Remove the trigger to automatically run the release workflow when changes are merged to the release branch. This will give us better control over our release process and allow us to make changes to the branch if needed without running the workflow.
267,Update README.md,
268,diagnose: always use IHttpClientFactory for diagnose (#942),"The Network diagnostic currently makes two passes of the tests, one using a 'raw' module and another using one created by the product module. However, we've not actually been using the factory-built client in the tests! Furthermore, the raw HTTP client will not exercise test correctly if the machine is behind a corporate proxy, so let's just drop that option. Fixes #927"
269,release: remove automatic workflow trigger,Remove the trigger to automatically run the release workflow when changes are merged to the release branch. This will give us better control over our release process and allow us to make changes to the branch if needed without running the workflow.
270,diagnose: always use IHttpClientFactory for diagnose,"The Network diagnostic currently makes two passes of the tests, one using a 'raw' module and another using one created by the product module. However, we've not actually been using the factory-built client in the tests! Furthermore, the raw HTTP client will not exercise test correctly if the machine is behind a corporate proxy, so let's just drop that option."
271,docs: absolute --> relative paths,Change absolute paths to relative paths in install.md to remain consistent with the style used in other files.
272,Fix docs/x.md relative links (#938),"Some link references were broken, e.g. module led to module (note 2 module in path) This PR fixes those links to properly point to module (1 module in path)"
273,Fix docs/x.md relative links,"Some link references were broken, e.g. module led to module (note 2 module in path) This PR fixes those links to properly point to module (1 module in path)"
274,docs: migrate install/resource README sections to new files (#937),"In an effort to make the module more concise, move install instructions/additional resources into new module and module files."
275,docs: separate additional resources from README,"In an effort to make our README more concise, move additional resources into a new docs/README.md file."
276,docs: separate install information from README,"In an effort to make our README more concise, move GCM install instructions into a new install.md file. Additionally, add a section detailing how to install GCM as a dotnet tool."
277,build: fix/speed-up build graph dependencies (#924),"When building the entire solution, we need to ensure the various ""Installer."" and ""Packaging."" projects are not built at the same time as other projects, especially on Windows, where we may hit file locking problems. The installer projects call a build script internally that calls a module on various projects. By making the installer projects reference (but not consume) the dependent projects we ensure MSBuild won't build them until the end, and prevent file access errors. At the same time, we can probably remove the ""-m:1"" flags that tell MSBuild to only build one project at a time."
278,build(deps): bump actions/setup-dotnet from 3.0.2 to 3.0.3 (#932),build(deps): bump actions/setup-dotnet from 3.0.2 to 3.0.3
279,build(deps): bump actions/setup-dotnet from 3.0.2 to 3.0.3,Bumps link from 3.0.2 to 3.0.3. - link - link  updated-dependencies: - dependency-name: actions/setup-dotnet   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] link
280,Add KDE Gitlab (invent.kde.org) instance to the list of supported services (#920),This adds support for another popular OSS project (KDE) to Git Credential Manager.
281,windows: add missing DllImport attribute to LocalFree (#923),Accidentally left off the module attribute when adding this module.. now it'll actually point to the correct function in the DLL.
282,build: fix/speed-up build graph dependencies,"When building the entire solution, we need to ensure the various ""Installer."" and ""Packaging."" projects are not built at the same time as other projects, especially on Windows, where we may hit file locking problems. The installer projects call a build script internally that calls a module on various projects. By making the installer projects reference (but not consume) the dependent projects we ensure MSBuild won't build them until the end, and prevent file access errors. At the same time, we can probably remove the ""-m:1"" flags that tell MSBuild to only build one project at a time."
283,windows: add missing DllImport attribute to LocalFree,
284,Update markdownlint-cli2-action to 7.0.0 (#910),"This required fixing some newly found lint issues. Additionally some issues are in files (workflow templates) that are structured in such a way that do not easily allow correction, so I have adjusted the linter configuration to ignore these files for now. They could instead be corrected in a later commit."
285,"Rename entry executable to drop ""-core"" suffix (#551)","Rename the main entry executable from module to simply module, now that the older GCM4W has been removed from the Git for Windows project as an option (and the GCMC project has been renamed). We do not rename the Debian package ID, nor the Homebrew Cask name yet as this will require more thought forr migration. To help with migration somewhat, create symlinks and shim/copy-executables for the original executable name ""git-credential-manager-core(.exe)"" for consumers who have not updated to the new version. We detect if the consumer is launching us via the ""-core"" symlink or executable shim by consulting the platform-native APIs to get the original ""argv[0]"". All of the .NET APIs sadly don't give us the real ""argv[0]"", so we need to use native APIs... If we detect use of the old name, print a warning that the user should update their configuration, and a help link for more information."
286,docs: add documentation about the GCM.exe rename,"Add documentation with information about the GCM.exe rename, and how to fix-up any configuration after the change. The aka.ms/gcm/rename shortlink points to this document."
287,gcm: create symlinks and warn message for gcmcore exec,"Create symlinks and shim/copy-executables for the original exec ""git-credential-manager-core(.exe)"" name for consumers who have not updated to the new name. We detect if the consumer is launching us via the ""-core"" symlink or executable shim by consulting the platform-native APIs to get the original ""argv[0]"". All of the .NET APIs sadly don't give us the real ""argv[0]"", so we need to use native APIs... If we detect use of the old name, print a warning that the user should update their configuration, and a help link for more information."
288,Add KDE Gitlab (invent.kde.org) instance to the list of supported services.,
289,Update markdownlint-cli2-action to 7.0.0,"This required fixing some newly found lint issues. Additionally some issues are in files (workflow templates) that are structured in such a way that do not easily allow correction, so I have adjusted the linter configuration to ignore these files for now. They could instead be corrected in a later commit."
290,Merge pull request #905 from mjcheetham/pkgicon,Add icon to dotnet tool NuGet package
291,dotnet-tool: include core UI helper in package,We missed the core UI helper from the dotnet tool package - include it!
292,winui: fix up a bug that was introduced in an earlier PR,Fix a bug that was introduced in an earlier PR to build the Core UI helper (WPF) for Windows. We don't need to specify the TFM or RID for these projects.
293,dotnet-tool: add GCM icon to tool nuget package,Add the GCM icon to the NuGet package used for the dotnet tool. The image is copied to the root of the package under a new module directory (/images). The tool payload continues to be copied under the required module directory. Modify the pack-tool.sh script to keep all build output under the /out directory of the repository (which is in .gitignore). Output from running pack-tool.sh now looks like this: . └── out     └── shared         └── DotnetTool             └── nupkg                 └── Debug                     ├── git-credential-manager.$VERSION.nupkg                     ├── images       # icon                     ├── payload      # dotnet publish output                     └── payload.sym  # pdbs The contents of the NuGet package looks like this: . ├── [Content_Types].xml ├── _rels ├── git-credential-manager.nuspec ├── images │   └── icon.png          # copied from the output images/ dir ├── package │   └── services │       └── metadata/... └── tools     └── net6.0         └── any/...       # copied from the output payload/ dir
294,build: explicitly pass version and conf args to pack-tool.sh,"Explicitly pass the version and build configuration to the dotnet tool packaging script. Also revert to a default Debug config for local builds; this is consistent with all other artifacts in the build for dev (macOS pkg, Windows installers, deb, etc)"
295,Merge pull request #902 from GitCredentialManager/dependabot/github_actions/actions/setup-dotnet-3.0.2,build(deps): bump actions/setup-dotnet from 3.0.1 to 3.0.2
296,Merge pull request #903 from mjcheetham/fix-winstall,Include git-credential-manager-ui.exe in installer
297,gcm: rename entry executable to drop -core suffix,"Rename the main entry executable from git-credential-manager-core(.exe) to simply git-credential-manager(.exe), now that the older GCM4W has been removed from the Git for Windows project as an option (and the GCMC project has been renamed). We do not rename the Debian package ID, nor the Homebrew Cask name yet as this will require more thought for migration."
298,windows: include git-credential-manager-ui.exe in installer,We forget to include the core UI helper (WPF) in the Windows installer manifest.. add it!
299,build(deps): bump actions/setup-dotnet from 3.0.1 to 3.0.2,Bumps link from 3.0.1 to 3.0.2. - link - link  updated-dependencies: - dependency-name: actions/setup-dotnet   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] link
300,Merge pull request #901 from ldennington/rename-dotnet-tool-package,dotnet tool: rename package
301,dotnet tool: rename package,"Change the name and author of the dotnet tool package from GitCredentialManager.Cli to git-credential-manager. The reason for this change is that we were able to transfer ownership of this package (which was previously owned by JetBrains) to the git-credential-manager organization on NuGet.org.  There should not be any customer impact related to this change, as the GitCredentialManager.Cli package had yet to be published."
302,Merge pull request #886 from ldennington/dotnet-tool,release: package gcm as dotnet tool
303,release: publish gcm as dotnet tool,"Add a new module project containing the needed files to publish GCM as a cross-platform dotnet tool. Additionally, update GCM to use helper dlls if exes are not found in the Application directory. At present, dlls are only used in the dotnet tool scenario to minimize the package size and to make it cross-platform compatible."
304,Merge pull request #890 from GitCredentialManager/dependabot/github_actions/actions/checkout-3.1.0,build(deps): bump actions/checkout from 3 to 3.1.0
305,Merge pull request #607 from mminns/issue/573-OAuth2-support-for-Bitbucket-DC,Issue/573 OAuth2 support for Bitbucket DC
306,Merge pull request #895 from wolf99/document-doc-linting,Document how to lint documentation
307,Merge pull request #894 from wolf99/github-usercontent-images,Replace githubusercontent images
308,Merge pull request #893 from wolf99/update-rfc-links,Updates RFC links to authoritative URL
309,Merge pull request #892 from GitCredentialManager/mjcheetham/linux-install-link,docs: use short link for Linux install src
310,Merge pull request #887 from GitCredentialManager/dependabot/github_actions/actions/setup-dotnet-3.0.1,build(deps): bump actions/setup-dotnet from 3.0.0 to 3.0.1
311,Document how to lint documentation,Adds a brief section to the module on how linting of documents is done.
312,Replace githubusercontent images,Fixes #863
313,Updates RFC links to authoritative URL,"The current URLs use an outdated source. The rfc-editor.org site is stated to be the authoritative source, see aaragraph 3 on https://www.ietf.org/standards/rfcs/. The redirection used at the existing URL cause the later versions of the link checker to fail for the instances in the documentation. However, instances in the source code comments have also been updated."
314,docs: use short link for Linux install src,Use a short link for the Linux install from source script. Signed-off-by: Matthew John Cheetham link
315,build(deps): bump actions/checkout from 3 to 3.1.0,Bumps link from 3 to 3.1.0. - link - link - link  updated-dependencies: - dependency-name: actions/checkout   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] link
316,Issue 573 docs: Document the use and development of OAuth2 for Bitbucket DC,Update docs/environment.md and docs/configuration.md to document the new configuration options for managing Bitbucket DC OAuth2 Client ID and Client Secrets Update docs//bitbucket-development.md to document how to create a test Bitbucket DC environment and OAuth2 setup
317,Issue 573 Add support for OAuth2 for Bitbucket DC,New implementations of the interface IBitbucketRestApi and abstract class BitbucketOAuth2Client provide client code for interacting with the Bitbucket DC REST API and OAuth2 implementation. Extending the BitbucketRestApiRegistry and OAuth2ClientRegistry to provide these Bitbucket DC implementations when a DC host is detected means BitbucketAuthentication and BitbucketHostProvider remain agnostic about which form of Bitbcuket host they are interacting with Prior to this feature users were limited to using Basic Auth or HTTP Access Tokens to interact securely with a Bitbucket DC instance. OAuth2 provides a better solution for SSO environments
318,Issue 573 Refactor Bitbucket implementation to allow for the support of Bitbucket DC's OAuth2 implementation,The BitbucketAuthentication and BitbucketHostProvider remain the single points of entry to processing authentication for all Bitbucket hosts. Bitbucket DC and Bitbucket Cloud do not share common REST APIs or common OAuth2 implementations. The interface IBitbucketRestApi and abstract class BitbucketOAuth2Client effectively hide the differences in implementation from BitbucketAuthentication and BitbucketHostProvider The interface IBitbucketRestApi and abstract class BitbucketOAuth2Client provide clear extension points to implement OAuth2 support for Bitbucket DC
319,Issue 573 Write the results of GET command calls to the log,"Use the WriteDictionarySecrets() method to safely log the dictionary of data that will be written back to the calling Git process When it is necessary to follow the processing in GCM during a call from Git the GCM_TRACE environment variable can be used to print trace information to standard error, however the ultimate output of GET commands would not be included in this trace information This lack of visibility is especially problematic during multi-stage authentication such as OAuth, adding safe logging of the final output makes it possible to follow the GCM process in realtime from inputs to outputs during Git GET requests"
320,build(deps): bump actions/setup-dotnet from 3.0.0 to 3.0.1,Bumps link from 3.0.0 to 3.0.1. - link - link  updated-dependencies: - dependency-name: actions/setup-dotnet   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] link
321,Merge pull request #883 from GitCredentialManager/dependabot/github_actions/actions/setup-dotnet-3.0.0,build(deps): bump actions/setup-dotnet from 2 to 3.0.0
322,Merge pull request #884 from ldennington/fix-windows-zip,release: fix Windows archives
323,release: fix Windows archives,"When we transitioned our release workflow to GitHub actions, we started using Powershell's module cmdlet to zip our Windows binaries. However, this unfortunately does not play nicely with module in WSL. Since we're publishing the archives from an Ubuntu machine, switch to creating the archives with the module command in the default bash shell to correct the issue."
324,build(deps): bump actions/setup-dotnet from 2 to 3.0.0,Bumps link from 2 to 3.0.0. - link - link  updated-dependencies: - dependency-name: actions/setup-dotnet   dependency-type: direct:production   update-type: version-update:semver-major ... Signed-off-by: dependabot[bot] link
325,Merge pull request #871 from mjcheetham/generic-ui,Add generic username/password UI to all platforms
326,install: include core UI app in all installers,
327,basic: replace system UI with new UI helper,Replace calls to the native system UI prompts with shelling out to the generic helper UI.
328,wpfui: add a WPF-based UI for generic cred prompt,Add a WPF/Windows UI prompt for the generic/basic username and password prompt.
329,ui: add Avalonia-based UI for generic cred prompt,Add an Avalonia-based UI prompt for the generic/basic credential prompt.
330,ui: add generic 'basic' credentials UI VM and command,Add a generic credentials prompt view model and command for collecting username/passwords.
331,Merge pull request #867 from hickford/gitlab-config,Add config for several popular GitLab instances to docs
332,Convenience config for several popular GitLab instances,
333,avnui: include images in app app views in Avaloina UIs,Include the images resource across all the Avalonia UI applications.
334,avn: workaround a macOS window focus bug,"For some reason on macOS windows that are activated are not appearing on top, and get lost behind other application windows. The platform implementation on macOS is seemingly correctly calling the module native windowing API, but it's not being made ""key and front"". Setting the ""topmost"" flag true (and then false again) brings our windows to the front, which is what we want."
335,avn: update to latest Avalonia UI,
336,Merge pull request #862 from wolf99/doc-line-length,Unify line length across docs
337,Update docs/gitlab.md,Co-authored-by: Lessley Dennington link
338,Convenience config for several popular GitLab instances,
339,Break inline code line,
340,Unify line length across docs,
341,Merge pull request #680 from wolf99/ref-style-links,Switch to reference style links
342,Add review suggestions,
343,Switch to ref style links,
344,Fix azrepos link,
345,Convert prose ref links to snake-case,
346,Remove Host Provider doc front matter,
347,Switch to reference style links,
348,Merge pull request #851 from ldennington/remove-azure-storage-key,release: access Azure Storage Account with login credentials
349,release: access Azure Storage Account with login credentials,Use --auth-mode login command to access ESRP Azure Storage Account instead of AZURE_STORAGE_KEY. This allows us to reuse the git-fundamentals-esrp service principal login credentials we're already using for other resources and is a more secure mode of access than using the storage key.
350,Merge pull request #839 from ldennington/ubuntu-jammy,install from source: use native feeds for Ubuntu 22.04
351,Merge pull request #842 from ldennington/ooo-template,workflows: auto-generate maintainer away issue
352,workflows: auto-generate maintainer away issue,Add a new workflow to create issues that will notify GCM users and contributors of when maintainers are away and the repo is not being actively monitored. This workflow is controlled by a module trigger that requires both a start date and end date for maintainer absence before running.
353,install from source: clean up comments,Update comments in the install from source script so that:  Sentences begin with capital letters. Sentences end with punctuation. Comments are within 80 characters per line.
354,install from source: add support for Jammy Jellyfish,"The dotnet team recently added support for installing natively from Jammy feeds on Ubuntu 22.04: https://github.com/dotnet/core/issues/7699 This unfortunately created problems with our current install from source script, as it caused conflicts with the packages.microsoft.com feed we use for Debian/Ubuntu. This change modifies the Debian/Ubuntu dotnet install process to install from Jammy feeds for users on Ubuntu 22.04 and greater while continuing to use the packages.microsoft.com feed for Debian and older Ubuntu versions."
355,Merge pull request #813 from ldennington/validate-installers,release: add installer validation
356,release: add installer validation,"Add basic installer validation to release pipeline for Windows, macOS (x64 only), and Linux (Debian package only). Validation runs the installers/any necessary setup and checks that the installed version matches the expected version."
357,Merge pull request #798 from ldennington/homebrew-publish-m1-package,macos arm64: Homebrew updates
358,homebrew release: update regex and remove PR,"Update release asset regex to specify runtime and version groups so that update-homebrew task can correctly detect version. Additionally, remove alwaysUsePullRequest parameter so that Homebrew releases become automatic."
359,Merge pull request #826 from GitCredentialManager/dependabot/github_actions/mjcheetham/update-homebrew-1.2,build(deps): bump mjcheetham/update-homebrew from 1.1 to 1.2
360,build(deps): bump mjcheetham/update-homebrew from 1.1 to 1.2,Bumps link from 1.1 to 1.2. - link - link  updated-dependencies: - dependency-name: mjcheetham/update-homebrew   dependency-type: direct:production   update-type: version-update:semver-minor ... Signed-off-by: dependabot[bot] link
361,Merge pull request #819 from ldennington/update-azure-resource-names,release: update Azure storage resource names
362,release: update Azure storage resource names,"The previous Azure resource architecture separated GCM and Microsoft Git resources into different Resource Groups. This led to redundancy - we were storing all our secrets, certificates, etc. in two places. These updates reflect the consolidation of these resources into the new esrp Resource Group."
363,Merge pull request #810 from GitCredentialManager/dependabot/github_actions/lycheeverse/lychee-action-1.5.1,build(deps): bump lycheeverse/lychee-action from 1.5.0 to 1.5.1
364,build(deps): bump lycheeverse/lychee-action from 1.5.0 to 1.5.1,Bumps link from 1.5.0 to 1.5.1. - link - link  updated-dependencies: - dependency-name: lycheeverse/lychee-action   dependency-type: direct:production   update-type: version-update:semver-patch ... Signed-off-by: dependabot[bot] link
365,Merge pull request #806 from GitCredentialManager/dependabot/github_actions/DavidAnson/markdownlint-cli2-action-6,build(deps): bump DavidAnson/markdownlint-cli2-action from 5.1.0 to 6
