Commit Message,Score,Correspond Changelog Sentence,Commit Description,Label
Switch to MbedTLS,0.74445945,- Update [compat] to allow MbedTLS v1 (#912) (@jaakkor2),,1
Fix typo in finding jupyter_vers (#502),0.69182235,- Package name should ideally be Jupyter.jl (#904),,0
rm line redundant with #470,0.26982054,Fix #776,,0
make Conda the default in Pkg.build (closes #501),0.6255246,- IJulia installs conda by itself (#979),,0
print_history() function (#500),0.3706006,- flush stdio before display (#999) (@stevengj),"Added IJulia.print_history([io], [indices...]). Modified %history magic help text.",0
bugfix in 8f922494cc9f7079e6b8bee046cb8f1337a5224f: limitstringmime needs to handle raw data cases,0.37203044,"Fix compat bounds for auto-merging, bump version to 1.20.1. (#884) (fredrikekre)",,0
Merge pull request #498 from JuliaLang/pz/arrayconstructor,0.5468386,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),Change array constructor to avoid warnings on 0.6,0
Change array constructor to avoid warnings on 0.6,0.34112877,Fix more 0.7 deprecations.,,0
"whoops, removed redundant limitstringmime definition left over from previous commit",0.38280898,"Fix compat bounds for auto-merging, bump version to 1.20.1. (#884) (fredrikekre)",,0
"be more consistent about limiting output in display calls, as noted by @cstjean in JuliaLang/julia#19993",0.6076383,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
"support explicit calls to display with text/foo, displaying as text/plain, similar to JuliaLang/julia#19993",0.44058937,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
"use latest showerror, similar to JuliaLang/julia#19916",0.6831904,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
enable terminal colors in Jupyter stdio,0.65220726,Syntax highlighting issue in JupyterLab 1.0 (#855),,0
work around JuliaLang/julia#265 -like problem in 0.6,0.71676445,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,1
fix macro hygiene for verbose mode,0.3056182,- [feature request] syntax highlight in vscode (#933),,0
rm 0.6 deprecation for takebuf,0.48487735,Fix more 0.7 deprecations.,,0
Delay sending the idle message. (#491),0.3584191,"- Set version to 1.21.2, limit tagbot to once per day. (#914) (@fredrikekre)","Jupyter removes IO handling callbacks associated with a cell when the ""status"":""idle"" message with the (parent header's) msg_id associated with the cell is received. New (asynchronous) output stream messages received after the ""status"":""idle"" is received will still be routed to the previously active cell under normal circumstances. However, if a new message is sent by the front-end, the last_msg_callbacks that would have put the output on an appropriate cell are overwritten/cleared and subsequent stream messages are silently dropped. This change means IJulia will delay sending the status:idle. Among potentially other cases, it will help when Interact.jl displays a signal but also has an error during an asynchronous push! to that or another signal. In that case Interact's javascript sends a comm_msg which clears the  last_msg_callbacks as described above, and the error message/stacktrace is usually truncated. With this change, IJulia will delay sending the idle by and the stderr messages will be displayed.",0
Fix close_comm (#487),0.45912728,- No window open in the browser (#970),,0
Provides option to not capture stdout (#483),0.5006293,- flush stdio before display (#999) (@stevengj),Can be useful when debugging IO issues,0
Merge pull request #482 from JobJob/output-from-interact,0.6610669,Merged pull requests:,Enable setting the header message under which stream messages are sent,0
Enables setting the the header message under which stream messages are sent,0.2834747,Custom MIME display (#755).,Enables a fix for JuliaLang/Interact.jl#41,0
Check platform is valid before trying to use Conda (#479),0.6032761,- IJulia installs conda by itself (#979),,0
Merge pull request #450 from JuliaLang/sb/appveyor,0.63564044,Merged pull requests:,Enable Appveyor on 0.5 releases,0
Enable Appveyor on 0.5 releases,0.4091232,Set version to 1.21.0. (#899) (fredrikekre),,0
peel off one LoadError from thrown error (#472),0.38192108,Get error in jupyter kernel，but normal in command line (#872),,0
enable colors in notebook (#470),0.4271811,Number coloring (#860),fixes # 469,0
truncate excess output per execution request (#463),0.38092378,Jupyter display full output results (#844),"truncate excess output per execution request fixes link, fixes #455 apply to both stderr and stdout; rename accessor function",0
"fixed unsafe_string instead of bytestring, fixed ZMQ version (#444)",0.519174,Error platform_key() is deprecated while building ZMQ and building MbedTLS (#838),,0
limit output in Julia 0.5 (fix #462),0.5440757,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
Fix use of invoke (#461),0.4371739,"- When IJULIA_NODEFAULTKERNEL is defined, exe is not. (#1075)",,0
Explain that detached option doesn't block current process also. (#459),0.26520056,Mention In and Out in README and how to empty them (#853) (MasonProtter),Recommend using @async notebook Update README.md Explain that the detached option does not block the current process,0
"fix nested-list display in IJulia help, at least in Julia 0.5",0.56313586,- IJulia is not starting julia 1.9 kernel (#1076),,0
"don't overwrite deps.jl file unless it has changed, to prevent spurious recompile",0.4044998,- Compare kernel.jl files rather than filenames (#1025) (@bluesmoon),,0
cleanup and re-organization,0.29052866,"Fix shell mode (#703), Revise (#708), and history (#706).",,0
mention BenchmarkTools in %timeit help,0.24269855,- IJulia is very slow at first calculation (#995),,0
tweak,0.35878816,Fix #776,,0
suggest better analogue of %%writefile,0.19433121,- Windows Permission Denied (#878),,0
help for %file and %paste,0.23919757,IJulia attempts to parse string part starting with % as a magic command (#888),,0
update README re: magics,0.37642178,- Update help link (#1006) (@raphbacher),,0
implement analogue of IPython %load,0.35042155,Jupyter display full output results (#844),,0
"implement help if the user enters IPython-like magics, giving the analogous Julia/IJulia code (see #408, #12, #264)",0.49872082,"Makes Conda the default during installation (#501), IJulia.history() function analogous to IPython %history (#500), improved Julia 0.6 compatibility.",,0
"fix #421: acquire a per-socket lock when sending multi-part messages over ZMQ, so that different tasks don't get their message parts mixed up",0.42279452,- ZMQ unsatiable constraints (#971),,0
notebook() command defaults to opening dashboard in your home directory (fixes #449),0.40630502,- JuliaPro V1.4.2 cannot find Jupyter Notebook previous install  (#942),,0
fix #446 (fix capture_stderr=false),0.47262955,- flush stdio before display (#999) (@stevengj),,0
don't test against Julia 0.3,0.63715965,"Drop Julia 0.6 support, use the ZMQ 1.0 API (#729).",,0
"0.5 doesn't have copy for dict, use merge",0.3465004,"Fix compat bounds for auto-merging, bump version to 1.20.1. (#884) (fredrikekre)",,0
silence 0.4 deprecation with import Compat.String,0.43905374,Fix more 0.7 deprecations.,,0
"fix inspect_request, add test (fixes #417)",0.4030115,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
AbstractString -> String in type signatures,0.31186673,- ensure JSONText is never base64-encoded (#1081) (@stevengj),,0
"drop Julia 0.3 support, get rid of 'global const foo = bar' runtime initializations",0.5971825,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
fix backtraces to exclude the IJulia functions,0.54693466,IJulia v1.24.2,,0
silence 0.5 warning from redundant typeassert,0.36166558,Interrupt messages on Windows (#804) and warning for incorrect kernel path (#809).,,0
"Compat writemime, strings, os, startup file with some tests (#434)",0.48467284,Startup file (#745).,"Compat writemime, strings, os, startup file with some tests Compat writemime to stringmime Compat with strings, dicts Compat is_apple, is_windows Fixed startup file option Added tests for travis, appveyor prune compat macro",0
Merge pull request #441 from JuliaLang/yyc/0.5-dev,0.6087732,Merged pull requests:,Fix error on 0.5-dev due to deleted isvalid method,0
Fix error on 0.5-dev due to deleted isvalid method,0.38331687,"- v1.21.4 breaks IJulia with ""InteractiveUtils not defined"" Error (#955)",,0
Add application/javascript as a MIME type (#431),0.5684117,Custom MIME display (#755).,"IPython/Jupyter already know how to handle application/javascript, so we should provide that as a usable MIME type",0
Fix UndefVarError: jks_exe while building IJulia when Conda is used. (#430),0.7500958,- IJulia installs conda by itself (#979),,1
Merge pull request #432 from JuliaLang/comm_info,0.62910414,Merged pull requests:,comm_info_request,0
comm_info_request,0.37334302,Interrupt messages on Windows (#804) and warning for incorrect kernel path (#809).,,0
Fix conversion from Vector{UInt8} to UTF8String,0.57917434,- Error in utf-8 decoding (#927),,0
Merge pull request #422 from JuliaLang/yyc/0.5-deps,0.6618192,Merged pull requests:,Fix depwarn on 0.5,0
Fix depwarn on 0.5,0.49870762,Fix more 0.7 deprecations.,,0
fix inspect_request incorrect call of error_content introduced by #415 (for #417),0.36706907,- errors thrown from a kernel are not pretty printed (#974),,0
mention NBInclude in README (for #419),0.50916994,add info on nteract to README.md? (#841),,0
Additional workarounds for jupyter-kernelspec.exe (#416),0.74177593,How to install kernelspec to $CONDA_PREFIX/share/jupyter/kernels/? (#865),"Additional workarounds for jupyter-kernelspec.exe This proposed change amends and extends the previously included (so-called) hacks for Windows that were added for issue #363 (that are waiting on issue #448 for the jupyter project).  These changes allow for IJulia to work a version of Python that has been downloaded from python.org, where jupyter was pip installed with a version recent enough to include jupyter-kernelspec.exe and jupyter-notebook.exe, and where the end user has set the JUPYTER environment variable either at the system level or in ENV within their Julia session prior to building IJulia via Pkg.build. If the issues that led to the discussion in #363 and jupyter issue #448 have been addressed, then the changes in this commit and PR can likely be ignored. Adding changes based on line note suggestions Addressing the line notes, link and link added by @stevengj Correction based on line note Updating based on comment",1
Merge pull request #415 from gustafsson/early_catch_backtrace,0.67888355,Merged pull requests:,catch_backtrace must be called early after catch,0
clear_output should empty the displayqueue (close #414),0.5879298,- flush stdio before display (#999) (@stevengj),,0
catch_backtrace must be called early before its state is erased.,0.49750334,"- Unlike in REPL, passing (e, catch_backtrace()) to the @error macro displays unreadable raw stacktrace instead of text representation (#1043)","The state is erased somewhere in the nested try block. (this might be a Julia bug) Test case: println("" "", 1, "" "", Dates.Date(2016,1,1)) collect(Int64,[1.5]) on x86_64-apple-darwin15.4.0 from homebrew Version 0.4.5 (2016-03-18 00:58 UTC) this produces 1 2016-01-01 LoadError: InexactError() while loading In[1], in expression starting on line 2 after this patch it produces an additional line: in collect at array.jl:256",0
Merge pull request #413 from JuliaLang/yyc/0.5-deps,0.62001175,Merged pull requests:,Fix depwarn of readall in deps/build.jl,0
Fix depwarn of readall in deps/build.jl,0.39669964,- include kspec.jl unconditionally during build (#1079) (@stevengj),,0
"fix #407: don't crash when completing from beginning of line, and in general don't try to complete an whitespace string",0.4656813,"Fix shell mode (#703), Revise (#708), and history (#706).",,0
Merge pull request #404 from schmrlng/pull-request/972e7188,0.7730813,Merged pull requests:,0.5 deprecations: super -> supertype and readbytes -> read,1
0.5 deprecations: super -> supertype and readbytes -> read,0.4921803,Fix more 0.7 deprecations.,,0
Merge pull request #392 from JobJob/iofixes,0.73343515,Merged pull requests:,RFC: Numerous IO related fixes,1
Faster polling IO improvements,0.2773502,Interrupt messages on Windows (#804) and warning for incorrect kernel path (#809).,"Instead of sleeping during the read loop to throttle the number of stream messages sent, we now continually read the read_stdout and read_stderr streams (whose buffers are limited to 64KB on OSX/Linux, 4KB Windows?) and add data read into our own IOBuffers for STDOUT/STDERR. The rate of sending is now controlled by a stream_interval parameter; a stream message is now sent at most once every stream_interval seconds (currently 0.1). The exception to this is if the buffer has reached the size specified in max_size (currently 10KB), and will then be sent immediately. This is to avoid overly large stream messages being sent. Improves flush() so that it will have a very high chance of flushing data already written to stdout/stderr. The above changes fix #372 #342 #238 #347 Adds timestamps to the debug logging and the task which the vprintln call is made from. Fixes using ?keyword (e.g. ?try)",0
more robust completion of multiline cells (fix #380),0.4698258,- Cell content disappears  (#919),,0
use absolute kernel spec path (fix #379),0.5381213,- Correct kernelspec name (#1004) (@jks-liu),,0
mention NBInclude,0.39228177,short comment on nteract to README.md (#842) (PaulSoderlind),,0
Merge pull request #370 from axsk/patch-1,0.6777622,Merged pull requests:,create link to src/IJulia.gl,0
create link to src/IJulia.gl ,0.5152688,- Error in installing IJulia.jl (#956),in ### Debugging IJulia problems For faster lookup :),0
update troubleshooting section of the readme,0.52199936,"- Add notes on fixing ""Connecting to kernel"" failures. (#1030) (@jd-foster)",,0
make sure kernelcmd can include non-ASCII characters (fix #369),0.52215445,- errors thrown from a kernel are not pretty printed (#974),,0
handle leading/trailing whitespace in #!/path...,0.28922066,IJulia attempts to parse string part starting with % as a magic command (#888),"(I haven't seen this in practice, but better to be safe)",0
"more fixes to jupyter/jupyter_core#62 workarounds: Canopy/EPD Python puts quotes around Python path, and jupyter-notebook is a .exe file",0.7383248,Slight fix to handling of environment variables for jupyter subcommands (137aed4c98a4be788b6a73df2ef74c2667be5611).,,1
enable precompilation now that new JSON and Nettle versions have been tagged,0.3894875,Fix more 0.7 deprecations.,,0
document detached option to notebook(),0.27514422,"vega-lite display (#621, #611), IJulia.qtconsole() (#620), 0.7 fixes, display of arbitrary MIME types is now passed through to notebook.",,0
"notebook command on Windows seems to need fix similar to #363; also, fix #270 by doing explicit kill",0.47001266,- can not start notebook  (#910),,0
Merge pull request #368 from JuliaLang/tk/kernelspec,0.5744636,Merged pull requests:,add -script.py to kernelspec if necessary,0
add -script.py to kernelspec if necessary,0.5530493,How to install kernelspec to $CONDA_PREFIX/share/jupyter/kernels/? (#865),ref link,0
fix #367: correct treatment of JUPYTER environment variable,0.9301777,Slight fix to handling of environment variables for jupyter subcommands (137aed4c98a4be788b6a73df2ef74c2667be5611).,,1
fix #363: use python to run jupyter-kernelspec on Windows,0.72044617,How to install kernelspec to $CONDA_PREFIX/share/jupyter/kernels/? (#865),,1
fix flush and readline for 0.4 (see also #347),0.44803196,- flush stdio before display (#999) (@stevengj),,0
fix #365 (completion w/o replacement),0.5711811,Fix #776,,0
"remember jupyter location for subsequent Pkg.build steps, e.g. for Pkg.update",0.5552237,- Pkg output not showing in Jupyter notebook (#1008),,0
Merge pull request #362 from JuliaLang/tk/appveyorfix,0.59822786,Merged pull requests:,use build_script instead of test_script for appveyor,0
use build_script instead of test_script for appveyor,0.2782783,- include kspec.jl unconditionally during build (#1079) (@stevengj),,0
travis and appveyor badges,0.4724004,"- Fix the ""dev"" docs badge (#943) (@DilumAluthge)",,0
Merge pull request #361 from tkelman/tk/ci,0.7190296,Merged pull requests:,Add .travis.yml and appveyor.yml,1
Create appveyor.yml,0.27111545,Use DEPOT_PATH[1]... to load startup_ijulia.jl (#846) (macd),at least to test installation,0
Create .travis.yml,0.28952503,- Don't use --startup-file=yes (it is default anyways). (#963) (@fredrikekre),at least to test installation,0
typo,0.28600496,Fix #794.,,0
fix heading level,0.26555055,Fix #776,,0
note JUPYTER env. var,0.72353345,Slight fix to handling of environment variables for jupyter subcommands (137aed4c98a4be788b6a73df2ef74c2667be5611).,,1
updated for #357,0.49880683,Fix #794.,,0
updated gitignore to ignore kernel directory,0.36153847,"- Pkg.add(""IJulia"") git proxy error without using proxy (#916)",,0
allow jupyter to be specified via the JUPYTER environment variable,0.7746028,Slight fix to handling of environment variables for jupyter subcommands (137aed4c98a4be788b6a73df2ef74c2667be5611).,,1
Merge pull request #357 from dhoegh/Use_Conda,0.657599,Merged pull requests:,[WIP] Use Conda.jl if Ipython/jupyter is not found,0
Work around link. revert when,0.34865797,- Fix broken link (#997) (@bluesmoon),link is closed and released.,0
Use Conda.jl's python distribution if no system wide python,0.59974474,use _set_conda_env to launch jupyter (#900) (stevengj),jupyter/ipython is found.,0
"whoops, uuid4() should return the string repr",0.7301291,- Convert uuid4 to a string before using as msg_id (#972) (@bluesmoon),,1
use Base.Random.uuid4 in Julia 0.4,0.5008079,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
compatibility with staticfloat/Nettle.jl#52,0.3137213,- Load InteractiveUtils from the IJulia namespace in src/kernel.jl. (#951) (@fredrikekre),,0
Merge pull request #360 from JuliaLang/yyc/0.4-binding,0.60937476,Merged pull requests:,Union() -> Union{},0
Union() -> Union{},0.23704608,"Fix compat bounds for auto-merging, bump version to 1.20.1. (#884) (fredrikekre)",,0
don't use remove_destination keyword in Julia 0.3 (fixes #356),0.6675248,- redirect_stdio is broken by Julia 1.7 (#986),,0
fix another double-escape for #354,0.44352448,Typing zero in front of numbers breaks code display and syntax highlighting (#887),,0
fix merge conflict,0.56138146,Merged pull requests:,,0
"fix #354: don't delete temp directory for Windows (grr), don't double-escape strings",0.41313902,- Windows Permission Denied (#878),,0
"ipython -> jupyter, fix notebook() command after #353",0.6879422,Slight fix to handling of environment variables for jupyter subcommands (137aed4c98a4be788b6a73df2ef74c2667be5611).,,0
pipe -> pipeline,0.2360158,Mention In and Out in README and how to empty them (#853) (MasonProtter),,0
Merge pull request #353 from minrk/install-kernelspec,0.57985574,Merged pull requests:,use jupyter kernelspec install when available,0
use jupyter kernelspec install when available,0.80882645,How to install kernelspec to $CONDA_PREFIX/share/jupyter/kernels/? (#865),"and use ipython kernelspec install for IPython 3, rather than attempting to reimplement the install process.",1
"requires Compat 0.6, remove extraneous hyphens from REQUIRE",0.3947456,Fix more 0.7 deprecations.,,0
Merge pull request #337 from julian-gehring/patch-1,0.7172471,Merged pull requests:,build.jl: Fix word repetition,1
build.jl: Fix word repetition,0.4548297,- include kspec.jl unconditionally during build (#1079) (@stevengj),,0
fix #336 (don't alter global RNG state),0.4589465,Fix #776,,0
add jsonschema to pip example,0.416973,- Package name should ideally be Jupyter.jl (#904),,0
note jsonschema dependency and Ubuntu instructions (close #335),0.4164375,- ensure JSONText is never base64-encoded (#1081) (@stevengj),,0
show_backtrace restored in JuliaLang/julia#12449,0.62087107,- redirect_stdio is broken by Julia 1.7 (#986),,0
fix backtraces for JuliaLang/julia#12250,0.66516405,- redirect_stdio is broken by Julia 1.7 (#986),,0
"if both text/markdown and text/html are writable, assume it is Markdown source and send only markdown",0.28208932,- ensure JSONText is never base64-encoded (#1081) (@stevengj),,0
Merge pull request #165 from JuliaLang/clear_output,0.59476393,Merged pull requests:,clear_output support (not working yet) for #134,0
clear_output support (fixes #134),0.5457717,- flush stdio before display (#999) (@stevengj),,0
Merge pull request #325 from JuliaLang/ipython_v3,0.5938538,Merged pull requests:,"switch to IPython v3 protocol, require IPython 3.0 or later",0
instructions for checkout out ipython2 branch,0.43248498,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
"switch to IPython v3 protocol, require IPython 3.0 or later",0.5553051,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Merge pull request #319 from garrison/juliav03,0.62514746,Merged pull requests:,Updates to reflect julia 0.3 now being required,0
Updates to reflect julia 0.3 now being required,0.6360105,"Drop Julia 0.5 (#642), redirect fixes (#641), JupyterLab fixes, module-evaluation control (#651), compatibility with ZMQ.jl master.",,0
Merge pull request #315 from dhoegh/patch-1,0.7059533,Merged pull requests:,Fix #305,1
Merge pull request #314 from minrk/heartbeat,0.68823004,Merged pull requests:,use QUEUE(ROUTER) for heartbeat,0
Adapt IJulia to use the new keyword argument added in JuliaLang/julia#11112 to fix #305,0.716076,- IJulia is not starting julia 1.9 kernel (#1076),,1
use QUEUE(ROUTER) for heartbeat,0.43696904,- fix heartbeat on 1.6 (#985) (@stevengj),instead of FORWARDER(REP) due to change in zmq_proxy in 4.0.6.,0
Merge pull request #296 from yuyichao/ijulia-system,0.7313221,Merged pull requests:,Better support for system-wise install,1
tenative improved object_info_request handler for #219,0.38989705,- Proposed fix for #986. (#989) (@rgobbel),,0
"documentation for JuliaLang/julia#11064, and also make it possible to override the defaults via LINES and COLUMNS environment variables in the shell where IJulia is launched",0.74251014,"Makes Conda the default during installation (#501), IJulia.history() function analogous to IPython %history (#500), improved Julia 0.6 compatibility.",,1
Merge pull request #306 from malmaud/koala_fix,0.6699375,Merged pull requests:,Fix Codemirror mode for proper emoji tab completion.,0
Fix Codemirror mode for proper emoji tab completion.,0.5120466,- tab completion and unicode not working in Jupyter notebook (#1034),,0
Merge pull request #303 from bnels/fix_history,0.7071895,Merged pull requests:,Update clear_history to use Range instead of Ranges,1
changed Ranges to Range,0.3358226,References to output value of cells kept indefinitely (#851),,0
support system wise install ijulia,0.70233047,- Trouble installing IJulia (#923),,1
Fix hyphen problem for debug build - #298,0.42584378,- won't catch the wrong syntax (#994),,0
Merge pull request #298 from rgbkrk/patch-1,0.63820267,Merged pull requests:,Remove space in kernel spec path,0
Siphon bug with a hyphen,0.38819876,- won't catch the wrong syntax (#994),,0
Remove space in kernel spec path,0.47290748,- Correct kernelspec name (#1004) (@jks-liu),,0
work around JuliaLang/julia#10935 -- make sure IJulia.set_verbose(blah) does not crash IJulia,0.7774528,- IJulia is not starting julia 1.9 kernel (#1076),,1
update for the tupocolypse (JuliaLang/julia#10380); no point in pretending to support Julia 0.2 any more since Compat doesn't support it,0.7437642,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,1
make sure Python uses UTF-8 when printing the profile path (fix #292),0.4906041,- Error in utf-8 decoding (#927),,0
0.4 compatibility,0.8499752,0.7 compatibility,,1
Merge pull request #280 from JuliaLang/cjh/multijulia,0.6251178,Merged pull requests:,Allow multiple versions of Julia as IPython kernels,0
Allow multiple versions of Julia as IPython kernels,0.6309197,- Kernel does not start with Julia 1.9 (#1062),"This change allows multiple Julia versions to be registered as IPython/Jupyter 3.0 kernels. You will get entries like Julia 0.3.6 Julia 0.4.0-dev Julia 0.4.0-dev debug depending on which Julia binary is used to build IJulia.jl. To get multiple Julia versions available as IPython kernels, you will need to rebuild IJulia from within each Julia binary. Ref: #224",0
Merge pull request #210 from Carreau/kernelspec,0.6663836,Merged pull requests:,add kernelspec for IPython 3.0,0
install all files on all versions of IPython,0.4932809,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
fix ? help in Julia 0.4,0.6341722,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
Merge pull request #276 from Carreau/fixcustom30,0.6660874,Merged pull requests:,Fix custom.js for 3.0,0
Merge remote-tracking branch 'origin/pr/276' into kernelspec,0.42598614,- Correct kernelspec name (#1004) (@jks-liu),,0
use kwarg,0.317574,- TagBot: use DOCUMENTER_KEY (#944) (@DilumAluthge),,0
polish for IPython 3.0.0-rc,0.4813229,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
specify type for kwarg,0.3272115,"Support pkg commands in 0.7 (#715), use soft global scope in 0.7 (#720), unique completions (#712).",,0
fix more kyle comments,0.35142514,Fix #776,,0
"overrite resources, compat and simplify logic",0.2107665,- ZMQ unsatiable constraints (#971),,0
Add kernelspec for IPython 3.0,0.6520356,How to install kernelspec to $CONDA_PREFIX/share/jupyter/kernels/? (#865),There is still the limitation that object inspection will not work with identifiers that have a bang (!) in the name while IJulia does not support the kernelspec v5.,0
add debugging info,0.46425885,"- Add notes on fixing ""Connecting to kernel"" failures. (#1030) (@jd-foster)",,0
indent block,0.552576,- Indentation error (#1070),,0
fix custom.js for 3.0,0.33569205,Fix more 0.7 deprecations.,,0
ditch _* history vars (close #267),0.46005124,"Fix shell mode (#703), Revise (#708), and history (#706).",,0
fix shell commands in Julia 0.4 due to Base.repl_cmd API change,0.6447586,- support repl_ast_transforms in Julia 1.5 (#947) (@stevengj),,0
Merge pull request #261 from darwindarak/dd/no_exit_on_sigint,0.52913976,Merged pull requests:,Prevent SIGINT from killing the kernel,0
Make fix apply to only VERSION >= 0.3,0.55832666,Fix more 0.7 deprecations.,,0
Prevent SIGINT from killing the kernel,0.43225926,- Kernel on Jupyter Notebook constantly dies  (#1022),,0
Merge pull request #259 from afniedermayer/fix-bug-clear_history,0.60740155,Merged pull requests:,fix bug in clear_history,0
fix bug in clear_history,0.44733045,"Fix shell mode (#703), Revise (#708), and history (#706).","The original code gave this error message: delete! has no method matching delete!(::Dict{Integer,UTF8String}, ::Int64, ::Nothing) while loading In[5], in expression starting on line 1 in clear_history at /home/andras/.julia/v0.3/IJulia/src/history.jl:21  in clear_history at /home/andras/.julia/v0.3/IJulia/src/history.jl:31  in clear_history at /home/andras/.julia/v0.3/IJulia/src/history.jl:35",0
silence another Julia 0.4 warning,0.58568555,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
fix #251,0.7312595,Fix #776,,1
Julia 0.4 compat,0.7122229,"Drop Julia 0.6 support, use the ZMQ 1.0 API (#729).",,1
"Allow comm_open messages to contain some data, set via a kwarg to Comm constructor",0.29760757,- UndefVarError: execute_msg not defined (#1077),,0
Merge pull request #240 from randy3k/stdio,0.69231784,Merged pull requests:,add a little pause after flush_cstdio(),0
another attempt to #238,0.4145609,Fix #776,,0
"bug fixes in @compat; make debugging easier by adding a capture_stderr const flag, make some changes for #238 (not fixed yet)",0.5256669,"- Unlike in REPL, passing (e, catch_backtrace()) to the @error macro displays unreadable raw stacktrace instead of text representation (#1043)",,0
get rid of splitkeep now that we can use @compat,0.3537275,- Update [compat] to allow MbedTLS v1 (#912) (@jaakkor2),,0
update Dict literals via Compat package (closes #235),0.3646816,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
Merge pull request #230 from jkroso/fix/isinteractive,0.55446553,Merged pull requests:,set isinteractive via the command line,0
fix option passing,0.32019928,Fix #776,,0
backwards compat,0.36875758,0.7 compatibility,,0
set isinteractive via the command line,0.34445912,Feature Request : Allow IJulia to run on root. (#895),Otherwise it looks like ~/.juliarc.jl will always be loaded too early,0
workaround ipython/ipython#6383,0.5713403,"MIME fixes (#771, #773), store prefs in depot path (#760), fix IPython ""magic"" error reporting (#769).",,0
avoid split deprecation warning in Julia 0.4,0.51892126,- redirect_stdio is broken by Julia 1.7 (#986),,0
"empty the displayqueue after executing posterror hooks, not before",0.30160362,- flush stdio before display (#999) (@stevengj),,0
a more useful return value for undisplay(x) (-> x),0.27705565,- respect should_complete return value from REPLCompletions.completions (#993) (@stevengj),,0
formatting,0.41219106,- Indentation error (#1070),,0
moved the updating section,0.40627733,- Update help link (#1006) (@raphbacher),,0
README updates,0.47608387,Fix more 0.7 deprecations.,,0
"remove python->julia magics etc., which have been moved to JuliaLang/pyjulia (see JuliaLang/pyjulia#1)",0.7292795,"- Add kwarg julia_cmd to installkernel (to support JupyterHub with containers, etc.) (#948) (@oschulz)",,1
Merge pull request #216 from garborg/master,0.72838163,Merged pull requests:,Update README to reflect subsequent Julia releases,1
Update README to reflect subsequent Julia releases,0.60019755,"Drop Julia 0.5 (#642), redirect fixes (#641), JupyterLab fixes, module-evaluation control (#651), compatibility with ZMQ.jl master.",,0
Merge pull request #190 from shashi/comm_rebase,0.70326734,Merged pull requests:,Widget Messaging Protocol (IPEP 21),1
Fix Comm constructor,0.31268367,"- When IJULIA_NODEFAULTKERNEL is defined, exe is not. (#1075)",,0
Send parent message ID in status messages.,0.43937707,- Convert uuid4 to a string before using as msg_id (#972) (@bluesmoon),,0
IPEP 21: Widget Messaging Protocol,0.3923405,make work with ipc transport (#868) (marius311),,0
Merge pull request #208 from stonebig/init_fix,0.5540965,Merged pull requests:,core module is at the same level of directory,0
core module is at the same level of directory,0.314661,Use DEPOT_PATH[1]... to load startup_ijulia.jl (#846) (macd),,0
Merge pull request #207 from stonebig/eval_fix,0.5513054,Merged pull requests:,"switch from ""run"" to ""eval"", as did the pyjulia project",0
minimal 'eval' patch to align to pyjulia change,0.4218826,Slight fix to handling of environment variables for jupyter subcommands (137aed4c98a4be788b6a73df2ef74c2667be5611).,link,0
julia.eval has replaced julia.run,0.631656,- Jupyterlab won't work with Julia 1.5 and Python 3.7.7 (#939),,0
"replace readavailable with eof/nb_available/readbytes, as suggested by @vtjnash in JuliaLang/julia#7478",0.5723715,"Julia 0.6 fixes, dropping Julia 0.4, switching to MbedTLS instead of Nettle.",,0
throw an error if notebook() is run from a running IJulia kernel,0.5202483,"- IJulia in local environment, dead kernel (#1021)",,0
add notebook() function to launch the notebook from the REPL as discussed in #199,0.38326192,use _set_conda_env to launch jupyter (#900) (stevengj),,0
Merge branch 'quinnj-jq/reorg2',0.5847746,Merged pull requests:,,0
Merge branch 'jq/reorg2' of link into quinnj-jq/reorg2,0.51196826,Merged pull requests:,Conflicts:     src/stdio.jl,0
